ward,precinct,total,Dan Brady,Dan Brady Percent,John C. Milhiser,John C. Milhiser Percent,precinct_id
32,39,34,19,55.88,15,44.12,32039
32,40,19,15,78.95,4,21.05,32040
32,41,26,19,73.08,7,26.92,32041
32,42,26,23,88.46,3,11.54,32042
32,43,5,4,80.0,1,20.0,32043
33,1,5,4,80.0,1,20.0,33001
33,2,27,25,92.59,2,7.41,33002
33,3,7,6,85.71,1,14.29,33003
33,4,21,16,76.19,5,23.81,33004
33,5,14,10,71.43,4,28.57,33005
33,6,8,6,75.0,2,25.0,33006
33,7,22,17,77.27,5,22.73,33007
33,8,14,13,92.86,1,7.14,33008
33,9,22,20,90.91,2,9.09,33009
33,10,14,12,85.71,2,14.29,33010
33,11,15,11,73.33,4,26.67,33011
33,12,7,6,85.71,1,14.29,33012
33,13,18,13,72.22,5,27.78,33013
33,14,14,9,64.29,5,35.71,33014
33,15,15,8,53.33,7,46.67,33015
33,16,17,13,76.47,4,23.53,33016
33,17,22,18,81.82,4,18.18,33017
33,18,11,8,72.73,3,27.27,33018
33,19,19,16,84.21,3,15.79,33019
33,20,8,6,75.0,2,25.0,33020
33,21,9,6,66.67,3,33.33,33021
33,22,22,16,72.73,6,27.27,33022
33,23,13,9,69.23,4,30.77,33023
33,24,18,16,88.89,2,11.11,33024
33,25,17,13,76.47,4,23.53,33025
33,26,9,7,77.78,2,22.22,33026
33,27,20,16,80.0,4,20.0,33027
33,28,14,13,92.86,1,7.14,33028
34,1,1,1,100.0,0,0.0,34001
34,2,1,1,100.0,0,0.0,34002
34,3,1,0,0.0,1,100.0,34003
34,4,3,3,100.0,0,0.0,34004
34,5,3,3,100.0,0,0.0,34005
34,6,2,1,50.0,1,50.0,34006
34,7,0,0,0.0,0,0.0,34007
34,8,0,0,0.0,0,0.0,34008
34,9,3,3,100.0,0,0.0,34009
34,10,1,0,0.0,1,100.0,34010
34,11,2,2,100.0,0,0.0,34011
34,12,2,2,100.0,0,0.0,34012
34,13,0,0,0.0,0,0.0,34013
34,14,1,1,100.0,0,0.0,34014
34,15,0,0,0.0,0,0.0,34015
34,16,3,3,100.0,0,0.0,34016
34,17,4,3,75.0,1,25.0,34017
34,18,1,1,100.0,0,0.0,34018
34,19,3,2,66.67,1,33.33,34019
34,20,3,2,66.67,1,33.33,34020
34,21,2,1,50.0,1,50.0,34021
34,22,2,2,100.0,0,0.0,34022
34,23,2,2,100.0,0,0.0,34023
34,24,2,1,50.0,1,50.0,34024
34,25,1,1,100.0,0,0.0,34025
34,26,1,1,100.0,0,0.0,34026
34,27,2,2,100.0,0,0.0,34027
34,28,1,1,100.0,0,0.0,34028
34,29,3,3,100.0,0,0.0,34029
34,30,2,2,100.0,0,0.0,34030
34,31,0,0,0.0,0,0.0,34031
34,32,1,1,100.0,0,0.0,34032
34,33,0,0,0.0,0,0.0,34033
34,34,0,0,0.0,0,0.0,34034
34,35,3,1,33.33,2,66.67,34035
34,36,2,1,50.0,1,50.0,34036
34,37,1,0,0.0,1,100.0,34037
34,38,1,0,0.0,1,100.0,34038
34,39,0,0,0.0,0,0.0,34039
34,40,3,2,66.67,1,33.33,34040
34,41,1,1,100.0,0,0.0,34041
34,42,1,1,100.0,0,0.0,34042
34,43,3,2,66.67,1,33.33,34043
34,44,2,1,50.0,1,50.0,34044
34,45,2,2,100.0,0,0.0,34045
34,46,1,1,100.0,0,0.0,34046
34,47,1,1,100.0,0,0.0,34047
34,48,2,2,100.0,0,0.0,34048
34,49,2,2,100.0,0,0.0,34049
34,50,2,2,100.0,0,0.0,34050
34,51,4,3,75.0,1,25.0,34051
34,52,1,1,100.0,0,0.0,34052
34,53,7,6,85.71,1,14.29,34053
35,1,20,15,75.0,5,25.0,35001
35,2,16,10,62.5,6,37.5,35002
35,3,9,8,88.89,1,11.11,35003
35,4,16,12,75.0,4,25.0,35004
35,5,4,3,75.0,1,25.0,35005
35,6,8,6,75.0,2,25.0,35006
35,7,7,6,85.71,1,14.29,35007
35,8,10,5,50.0,5,50.0,35008
35,9,20,18,90.0,2,10.0,35009
35,10,5,4,80.0,1,20.0,35010
35,11,10,9,90.0,1,10.0,35011
35,12,6,4,66.67,2,33.33,35012
35,13,2,1,50.0,1,50.0,35013
35,14,7,4,57.14,3,42.86,35014
35,15,17,10,58.82,7,41.18,35015
35,16,0,0,0.0,0,0.0,35016
35,17,4,2,50.0,2,50.0,35017
35,18,7,5,71.43,2,28.57,35018
35,19,6,5,83.33,1,16.67,35019
35,20,12,10,83.33,2,16.67,35020
35,21,8,6,75.0,2,25.0,35021
35,22,8,5,62.5,3,37.5,35022
35,23,20,16,80.0,4,20.0,35023
35,24,7,6,85.71,1,14.29,35024
35,25,4,4,100.0,0,0.0,35025
35,26,14,9,64.29,5,35.71,35026
35,27,12,6,50.0,6,50.0,35027
35,28,13,8,61.54,5,38.46,35028
35,29,9,6,66.67,3,33.33,35029
35,30,12,9,75.0,3,25.0,35030
35,31,14,13,92.86,1,7.14,35031
36,1,17,9,52.94,8,47.06,36001
36,2,19,14,73.68,5,26.32,36002
36,3,20,18,90.0,2,10.0,36003
36,4,8,7,87.5,1,12.5,36004
36,5,16,13,81.25,3,18.75,36005
36,6,16,15,93.75,1,6.25,36006
36,7,43,33,76.74,10,23.26,36007
36,8,3,3,100.0,0,0.0,36008
36,9,14,11,78.57,3,21.43,36009
36,10,30,21,70.0,9,30.0,36010
36,11,12,8,66.67,4,33.33,36011
36,12,2,2,100.0,0,0.0,36012
36,13,3,2,66.67,1,33.33,36013
36,14,17,11,64.71,6,35.29,36014
36,15,34,22,64.71,12,35.29,36015
36,16,21,20,95.24,1,4.76,36016
36,17,33,23,69.7,10,30.3,36017
36,18,24,15,62.5,9,37.5,36018
36,19,18,13,72.22,5,27.78,36019
36,20,35,24,68.57,11,31.43,36020
36,21,6,4,66.67,2,33.33,36021
36,22,11,9,81.82,2,18.18,36022
36,23,17,11,64.71,6,35.29,36023
36,24,32,28,87.5,4,12.5,36024
36,25,5,5,100.0,0,0.0,36025
36,26,44,37,84.09,7,15.91,36026
36,27,16,11,68.75,5,31.25,36027
36,28,30,23,76.67,7,23.33,36028
36,29,34,31,91.18,3,8.82,36029
36,30,23,19,82.61,4,17.39,36030
37,1,0,0,0.0,0,0.0,37001
37,2,3,3,100.0,0,0.0,37002
37,3,2,1,50.0,1,50.0,37003
37,4,5,4,80.0,1,20.0,37004
37,5,2,1,50.0,1,50.0,37005
37,6,4,3,75.0,1,25.0,37006
37,7,0,0,0.0,0,0.0,37007
37,8,5,4,80.0,1,20.0,37008
37,9,4,2,50.0,2,50.0,37009
37,10,2,2,100.0,0,0.0,37010
37,11,2,1,50.0,1,50.0,37011
37,12,4,1,25.0,3,75.0,37012
37,13,2,1,50.0,1,50.0,37013
37,14,3,1,33.33,2,66.67,37014
37,15,1,1,100.0,0,0.0,37015
37,16,2,1,50.0,1,50.0,37016
37,17,0,0,0.0,0,0.0,37017
37,18,5,5,100.0,0,0.0,37018
37,19,1,1,100.0,0,0.0,37019
37,20,0,0,0.0,0,0.0,37020
37,21,2,2,100.0,0,0.0,37021
37,22,5,5,100.0,0,0.0,37022
37,23,2,1,50.0,1,50.0,37023
37,24,2,1,50.0,1,50.0,37024
37,25,2,1,50.0,1,50.0,37025
37,26,9,6,66.67,3,33.33,37026
37,27,3,2,66.67,1,33.33,37027
37,28,3,3,100.0,0,0.0,37028
37,29,9,6,66.67,3,33.33,37029
37,30,3,2,66.67,1,33.33,37030
37,31,2,1,50.0,1,50.0,37031
37,32,1,1,100.0,0,0.0,37032
37,33,0,0,0.0,0,0.0,37033
37,34,0,0,0.0,0,0.0,37034
37,35,1,0,0.0,1,100.0,37035
37,36,0,0,0.0,0,0.0,37036
37,37,1,1,100.0,0,0.0,37037
37,38,5,3,60.0,2,40.0,37038
37,39,2,2,100.0,0,0.0,37039
37,40,5,0,0.0,5,100.0,37040
37,41,5,4,80.0,1,20.0,37041
38,1,17,10,58.82,7,41.18,38001
38,2,92,80,86.96,12,13.04,38002
38,3,29,23,79.31,6,20.69,38003
38,4,40,31,77.5,9,22.5,38004
38,5,41,34,82.93,7,17.07,38005
38,6,49,41,83.67,8,16.33,38006
38,7,64,54,84.38,10,15.63,38007
38,8,50,35,70.0,15,30.0,38008
38,9,74,66,89.19,8,10.81,38009
38,10,38,29,76.32,9,23.68,38010
38,11,32,27,84.38,5,15.63,38011
38,12,83,71,85.54,12,14.46,38012
38,13,64,56,87.5,8,12.5,38013
38,14,32,27,84.38,5,15.63,38014
38,15,16,13,81.25,3,18.75,38015
38,16,53,37,69.81,16,30.19,38016
38,17,73,62,84.93,11,15.07,38017
38,18,46,35,76.09,11,23.91,38018
38,19,45,33,73.33,12,26.67,38019
38,20,64,53,82.81,11,17.19,38020
38,21,33,25,75.76,8,24.24,38021
38,22,29,21,72.41,8,27.59,38022
38,23,42,39,92.86,3,7.14,38023
38,24,61,53,86.89,8,13.11,38024
38,25,32,29,90.63,3,9.38,38025
38,26,46,40,86.96,6,13.04,38026
38,27,43,35,81.4,8,18.6,38027
38,28,90,71,78.89,19,21.11,38028
38,29,45,40,88.89,5,11.11,38029
38,30,49,33,67.35,16,32.65,38030
38,31,22,16,72.73,6,27.27,38031
38,32,34,19,55.88,15,44.12,38032
38,33,35,30,85.71,5,14.29,38033
38,34,40,34,85.0,6,15.0,38034
38,35,26,20,76.92,6,23.08,38035
38,36,28,24,85.71,4,14.29,38036
38,37,24,17,70.83,7,29.17,38037
38,38,46,37,80.43,9,19.57,38038
38,39,32,28,87.5,4,12.5,38039
38,40,23,19,82.61,4,17.39,38040
38,41,19,18,94.74,1,5.26,38041
39,1,35,31,88.57,4,11.43,39001
39,2,85,36,42.35,49,57.65,39002
39,3,20,17,85.0,3,15.0,39003
39,4,45,36,80.0,9,20.0,39004
39,5,33,25,75.76,8,24.24,39005
39,6,12,11,91.67,1,8.33,39006
39,7,16,12,75.0,4,25.0,39007
39,8,18,17,94.44,1,5.56,39008
39,9,29,21,72.41,8,27.59,39009
39,10,5,4,80.0,1,20.0,39010
39,11,16,13,81.25,3,18.75,39011
39,12,12,9,75.0,3,25.0,39012
39,13,27,21,77.78,6,22.22,39013
39,14,33,25,75.76,8,24.24,39014
39,15,23,19,82.61,4,17.39,39015
39,16,27,19,70.37,8,29.63,39016
39,17,32,28,87.5,4,12.5,39017
39,18,17,16,94.12,1,5.88,39018
39,19,21,16,76.19,5,23.81,39019
39,20,62,50,80.65,12,19.35,39020
39,21,60,38,63.33,22,36.67,39021
39,22,13,11,84.62,2,15.38,39022
39,23,48,40,83.33,8,16.67,39023
39,24,52,42,80.77,10,19.23,39024
39,25,16,8,50.0,8,50.0,39025
39,26,28,21,75.0,7,25.0,39026
39,27,9,8,88.89,1,11.11,39027
39,28,22,20,90.91,2,9.09,39028
39,29,6,6,100.0,0,0.0,39029
39,30,19,13,68.42,6,31.58,39030
39,31,13,9,69.23,4,30.77,39031
39,32,31,25,80.65,6,19.35,39032
39,33,13,10,76.92,3,23.08,39033
39,34,28,19,67.86,9,32.14,39034
39,35,25,20,80.0,5,20.0,39035
39,36,11,10,90.91,1,9.09,39036
39,37,40,33,82.5,7,17.5,39037
39,38,21,10,47.62,11,52.38,39038
39,39,20,14,70.0,6,30.0,39039
39,40,34,29,85.29,5,14.71,39040
39,41,50,42,84.0,8,16.0,39041
39,42,52,40,76.92,12,23.08,39042
39,43,58,50,86.21,8,13.79,39043
39,44,41,34,82.93,7,17.07,39044
39,45,34,26,76.47,8,23.53,39045
40,1,23,14,60.87,9,39.13,40001
40,2,19,15,78.95,4,21.05,40002
40,3,20,14,70.0,6,30.0,40003
40,4,3,2,66.67,1,33.33,40004
40,5,10,10,100.0,0,0.0,40005
40,6,18,14,77.78,4,22.22,40006
40,7,13,9,69.23,4,30.77,40007
40,8,10,9,90.0,1,10.0,40008
40,9,9,6,66.67,3,33.33,40009
40,10,19,16,84.21,3,15.79,40010
40,11,12,9,75.0,3,25.0,40011
40,12,9,7,77.78,2,22.22,40012
40,13,3,3,100.0,0,0.0,40013
40,14,21,13,61.9,8,38.1,40014
40,15,15,13,86.67,2,13.33,40015
40,16,19,13,68.42,6,31.58,40016
40,17,22,20,90.91,2,9.09,40017
40,18,7,7,100.0,0,0.0,40018
40,19,32,23,71.88,9,28.13,40019
40,20,18,13,72.22,5,27.78,40020
40,21,15,14,93.33,1,6.67,40021
40,22,13,8,61.54,5,38.46,40022
40,23,20,15,75.0,5,25.0,40023
40,24,17,13,76.47,4,23.53,40024
40,25,11,8,72.73,3,27.27,40025
40,26,12,10,83.33,2,16.67,40026
40,27,22,14,63.64,8,36.36,40027
40,28,13,7,53.85,6,46.15,40028
40,29,18,15,83.33,3,16.67,40029
40,30,20,14,70.0,6,30.0,40030
40,31,7,6,85.71,1,14.29,40031
40,32,21,14,66.67,7,33.33,40032
40,33,4,2,50.0,2,50.0,40033
40,34,19,13,68.42,6,31.58,40034
40,35,15,13,86.67,2,13.33,40035
40,36,11,11,100.0,0,0.0,40036
40,37,7,5,71.43,2,28.57,40037
40,38,19,16,84.21,3,15.79,40038
40,39,4,3,75.0,1,25.0,40039
41,1,71,49,69.01,22,30.99,41001
41,2,90,73,81.11,17,18.89,41002
41,3,60,46,76.67,14,23.33,41003
41,4,58,47,81.03,11,18.97,41004
41,5,71,52,73.24,19,26.76,41005
41,6,57,48,84.21,9,15.79,41006
41,7,71,60,84.51,11,15.49,41007
41,8,86,76,88.37,10,11.63,41008
41,9,44,34,77.27,10,22.73,41009
41,10,65,54,83.08,11,16.92,41010
41,11,80,56,70.0,24,30.0,41011
41,12,85,70,82.35,15,17.65,41012
41,13,90,74,82.22,16,17.78,41013
41,14,49,35,71.43,14,28.57,41014
41,15,67,54,80.6,13,19.4,41015
41,16,50,38,76.0,12,24.0,41016
41,17,66,53,80.3,13,19.7,41017
41,18,47,41,87.23,6,12.77,41018
41,19,52,42,80.77,10,19.23,41019
41,20,47,35,74.47,12,25.53,41020
41,21,64,51,79.69,13,20.31,41021
41,22,77,59,76.62,18,23.38,41022
41,23,83,71,85.54,12,14.46,41023
41,24,71,58,81.69,13,18.31,41024
41,25,37,33,89.19,4,10.81,41025
41,26,66,52,78.79,14,21.21,41026
41,27,65,53,81.54,12,18.46,41027
41,28,51,33,64.71,18,35.29,41028
41,29,52,44,84.62,8,15.38,41029
41,30,51,48,94.12,3,5.88,41030
41,31,56,48,85.71,8,14.29,41031
41,32,58,51,87.93,7,12.07,41032
41,33,67,51,76.12,16,23.88,41033
41,34,67,58,86.57,9,13.43,41034
41,35,97,75,77.32,22,22.68,41035
41,36,66,52,78.79,14,21.21,41036
41,37,59,50,84.75,9,15.25,41037
41,38,59,46,77.97,13,22.03,41038
41,39,55,33,60.0,22,40.0,41039
41,40,80,61,76.25,19,23.75,41040
41,41,68,58,85.29,10,14.71,41041
41,42,57,48,84.21,9,15.79,41042
41,43,70,57,81.43,13,18.57,41043
41,44,75,58,77.33,17,22.67,41044
41,45,61,51,83.61,10,16.39,41045
41,46,73,62,84.93,11,15.07,41046
41,47,49,43,87.76,6,12.24,41047
42,1,44,37,84.09,7,15.91,42001
42,2,16,13,81.25,3,18.75,42002
42,3,13,11,84.62,2,15.38,42003
42,4,87,63,72.41,24,27.59,42004
42,5,30,16,53.33,14,46.67,42005
42,6,43,34,79.07,9,20.93,42006
42,7,59,45,76.27,14,23.73,42007
42,8,30,23,76.67,7,23.33,42008
42,9,28,21,75.0,7,25.0,42009
42,10,29,16,55.17,13,44.83,42010
42,11,46,38,82.61,8,17.39,42011
42,12,46,37,80.43,9,19.57,42012
42,13,67,55,82.09,12,17.91,42013
42,14,35,28,80.0,7,20.0,42014
42,15,36,24,66.67,12,33.33,42015
42,16,26,19,73.08,7,26.92,42016
42,17,41,32,78.05,9,21.95,42017
42,18,25,20,80.0,5,20.0,42018
42,19,56,43,76.79,13,23.21,42019
42,20,41,27,65.85,14,34.15,42020
42,21,14,10,71.43,4,28.57,42021
42,22,9,5,55.56,4,44.44,42022
42,23,54,39,72.22,15,27.78,42023
42,24,31,21,67.74,10,32.26,42024
42,25,47,30,63.83,17,36.17,42025
42,26,50,36,72.0,14,28.0,42026
42,27,26,18,69.23,8,30.77,42027
42,28,45,29,64.44,16,35.56,42028
42,29,66,46,69.7,20,30.3,42029
42,30,67,57,85.07,10,14.93,42030
42,31,47,29,61.7,18,38.3,42031
42,32,38,29,76.32,9,23.68,42032
42,33,25,19,76.0,6,24.0,42033
42,34,55,40,72.73,15,27.27,42034
42,35,38,30,78.95,8,21.05,42035
42,36,35,24,68.57,11,31.43,42036
42,37,16,13,81.25,3,18.75,42037
42,38,37,21,56.76,16,43.24,42038
42,39,22,14,63.64,8,36.36,42039
42,40,32,19,59.38,13,40.63,42040
42,41,17,13,76.47,4,23.53,42041
42,42,38,28,73.68,10,26.32,42042
43,1,19,13,68.42,6,31.58,43001
43,2,23,11,47.83,12,52.17,43002
43,3,30,17,56.67,13,43.33,43003
43,4,18,11,61.11,7,38.89,43004
43,5,23,17,73.91,6,26.09,43005
43,6,16,10,62.5,6,37.5,43006
43,7,19,14,73.68,5,26.32,43007
43,8,18,12,66.67,6,33.33,43008
43,9,32,19,59.38,13,40.63,43009
43,10,23,18,78.26,5,21.74,43010
43,11,34,21,61.76,13,38.24,43011
43,12,24,18,75.0,6,25.0,43012
43,13,17,14,82.35,3,17.65,43013
43,14,32,22,68.75,10,31.25,43014
43,15,29,21,72.41,8,27.59,43015
43,16,24,16,66.67,8,33.33,43016
43,17,21,14,66.67,7,33.33,43017
43,18,46,36,78.26,10,21.74,43018
43,19,32,23,71.88,9,28.13,43019
43,20,20,13,65.0,7,35.0,43020
43,21,31,23,74.19,8,25.81,43021
43,22,20,14,70.0,6,30.0,43022
43,23,25,23,92.0,2,8.0,43023
43,24,31,27,87.1,4,12.9,43024
43,25,29,23,79.31,6,20.69,43025
43,26,20,12,60.0,8,40.0,43026
43,27,29,15,51.72,14,48.28,43027
43,28,40,25,62.5,15,37.5,43028
43,29,25,17,68.0,8,32.0,43029
43,30,16,10,62.5,6,37.5,43030
43,31,24,14,58.33,10,41.67,43031
43,32,22,16,72.73,6,27.27,43032
43,33,48,30,62.5,18,37.5,43033
43,34,17,11,64.71,6,35.29,43034
43,35,40,32,80.0,8,20.0,43035
43,36,13,8,61.54,5,38.46,43036
43,37,17,14,82.35,3,17.65,43037
43,38,36,26,72.22,10,27.78,43038
43,39,28,21,75.0,7,25.0,43039
43,40,12,8,66.67,4,33.33,43040
43,41,27,15,55.56,12,44.44,43041
43,42,18,12,66.67,6,33.33,43042
43,43,33,24,72.73,9,27.27,43043
43,44,26,16,61.54,10,38.46,43044
43,45,21,17,80.95,4,19.05,43045
43,46,7,5,71.43,2,28.57,43046
44,1,22,14,63.64,8,36.36,44001
44,2,28,18,64.29,10,35.71,44002
44,3,16,8,50.0,8,50.0,44003
44,4,17,13,76.47,4,23.53,44004
44,5,18,16,88.89,2,11.11,44005
44,6,12,10,83.33,2,16.67,44006
44,7,32,24,75.0,8,25.0,44007
44,8,13,12,92.31,1,7.69,44008
44,9,32,22,68.75,10,31.25,44009
44,10,14,9,64.29,5,35.71,44010
44,11,22,14,63.64,8,36.36,44011
44,12,21,15,71.43,6,28.57,44012
44,13,20,17,85.0,3,15.0,44013
44,14,15,10,66.67,5,33.33,44014
44,15,24,19,79.17,5,20.83,44015
44,16,13,10,76.92,3,23.08,44016
44,17,18,14,77.78,4,22.22,44017
44,18,18,14,77.78,4,22.22,44018
44,19,35,23,65.71,12,34.29,44019
44,20,23,16,69.57,7,30.43,44020
44,21,18,16,88.89,2,11.11,44021
44,22,16,12,75.0,4,25.0,44022
44,23,13,9,69.23,4,30.77,44023
44,24,18,12,66.67,6,33.33,44024
44,25,10,9,90.0,1,10.0,44025
44,26,11,5,45.45,6,54.55,44026
44,27,21,15,71.43,6,28.57,44027
44,28,10,7,70.0,3,30.0,44028
44,29,20,17,85.0,3,15.0,44029
44,30,19,14,73.68,5,26.32,44030
44,31,16,13,81.25,3,18.75,44031
44,32,25,14,56.0,11,44.0,44032
44,33,8,5,62.5,3,37.5,44033
44,34,15,9,60.0,6,40.0,44034
44,35,27,18,66.67,9,33.33,44035
44,36,13,11,84.62,2,15.38,44036
44,37,19,15,78.95,4,21.05,44037
44,38,23,16,69.57,7,30.43,44038
44,39,26,17,65.38,9,34.62,44039
44,40,27,15,55.56,12,44.44,44040
44,41,22,12,54.55,10,45.45,44041
45,1,10,7,70.0,3,30.0,45001
45,2,11,5,45.45,6,54.55,45002
45,3,25,23,92.0,2,8.0,45003
45,4,30,27,90.0,3,10.0,45004
45,5,32,27,84.38,5,15.63,45005
45,6,16,15,93.75,1,6.25,45006
45,7,24,18,75.0,6,25.0,45007
45,8,27,21,77.78,6,22.22,45008
45,9,30,25,83.33,5,16.67,45009
45,10,31,29,93.55,2,6.45,45010
45,11,18,13,72.22,5,27.78,45011
45,12,30,24,80.0,6,20.0,45012
45,13,16,13,81.25,3,18.75,45013
45,14,38,28,73.68,10,26.32,45014
45,15,17,11,64.71,6,35.29,45015
45,16,27,23,85.19,4,14.81,45016
45,17,25,22,88.0,3,12.0,45017
45,18,41,32,78.05,9,21.95,45018
45,19,15,9,60.0,6,40.0,45019
45,20,19,17,89.47,2,10.53,45020
45,21,36,29,80.56,7,19.44,45021
45,22,27,21,77.78,6,22.22,45022
45,23,41,36,87.8,5,12.2,45023
45,24,22,20,90.91,2,9.09,45024
45,25,33,26,78.79,7,21.21,45025
45,26,34,26,76.47,8,23.53,45026
45,27,39,33,84.62,6,15.38,45027
45,28,41,35,85.37,6,14.63,45028
45,29,30,26,86.67,4,13.33,45029
45,30,13,11,84.62,2,15.38,45030
45,31,23,17,73.91,6,26.09,45031
45,32,27,21,77.78,6,22.22,45032
45,33,22,16,72.73,6,27.27,45033
45,34,24,20,83.33,4,16.67,45034
45,35,54,39,72.22,15,27.78,45035
45,36,45,38,84.44,7,15.56,45036
45,37,44,35,79.55,9,20.45,45037
45,38,21,19,90.48,2,9.52,45038
45,39,34,26,76.47,8,23.53,45039
45,40,44,36,81.82,8,18.18,45040
45,41,34,29,85.29,5,14.71,45041
45,42,29,22,75.86,7,24.14,45042
45,43,47,38,80.85,9,19.15,45043
45,44,42,32,76.19,10,23.81,45044
45,45,43,37,86.05,6,13.95,45045
45,46,39,36,92.31,3,7.69,45046
45,47,45,34,75.56,11,24.44,45047
45,48,57,52,91.23,5,8.77,45048
46,1,18,15,83.33,3,16.67,46001
46,2,7,5,71.43,2,28.57,46002
46,3,31,22,70.97,9,29.03,46003
46,4,9,6,66.67,3,33.33,46004
46,5,25,15,60.0,10,40.0,46005
46,6,4,4,100.0,0,0.0,46006
46,7,35,28,80.0,7,20.0,46007
46,8,8,5,62.5,3,37.5,46008
46,9,11,6,54.55,5,45.45,46009
46,10,14,11,78.57,3,21.43,46010
46,11,29,27,93.1,2,6.9,46011
46,12,9,4,44.44,5,55.56,46012
46,13,15,7,46.67,8,53.33,46013
46,14,12,8,66.67,4,33.33,46014
46,15,20,14,70.0,6,30.0,46015
46,16,10,7,70.0,3,30.0,46016
46,17,18,17,94.44,1,5.56,46017
46,18,26,18,69.23,8,30.77,46018
46,19,23,15,65.22,8,34.78,46019
46,20,12,7,58.33,5,41.67,46020
46,21,9,7,77.78,2,22.22,46021
46,22,11,10,90.91,1,9.09,46022
46,23,11,7,63.64,4,36.36,46023
46,24,24,18,75.0,6,25.0,46024
46,25,7,5,71.43,2,28.57,46025
46,26,12,9,75.0,3,25.0,46026
46,27,11,8,72.73,3,27.27,46027
46,28,22,16,72.73,6,27.27,46028
46,29,14,11,78.57,3,21.43,46029
46,30,18,13,72.22,5,27.78,46030
46,31,7,6,85.71,1,14.29,46031
46,32,5,1,20.0,4,80.0,46032
46,33,20,13,65.0,7,35.0,46033
46,34,9,5,55.56,4,44.44,46034
46,35,13,9,69.23,4,30.77,46035
46,36,35,30,85.71,5,14.29,46036
46,37,14,6,42.86,8,57.14,46037
46,38,8,5,62.5,3,37.5,46038
46,39,27,22,81.48,5,18.52,46039
46,40,9,6,66.67,3,33.33,46040
47,1,9,5,55.56,4,44.44,47001
47,2,24,20,83.33,4,16.67,47002
47,3,19,15,78.95,4,21.05,47003
47,4,16,12,75.0,4,25.0,47004
47,5,18,15,83.33,3,16.67,47005
47,6,16,10,62.5,6,37.5,47006
47,7,16,11,68.75,5,31.25,47007
47,8,25,17,68.0,8,32.0,47008
47,9,19,13,68.42,6,31.58,47009
47,10,22,17,77.27,5,22.73,47010
47,11,16,12,75.0,4,25.0,47011
47,12,16,11,68.75,5,31.25,47012
47,13,19,11,57.89,8,42.11,47013
47,14,17,15,88.24,2,11.76,47014
47,15,6,4,66.67,2,33.33,47015
47,16,14,11,78.57,3,21.43,47016
47,17,24,19,79.17,5,20.83,47017
47,18,17,15,88.24,2,11.76,47018
47,19,12,9,75.0,3,25.0,47019
47,20,10,6,60.0,4,40.0,47020
47,21,19,13,68.42,6,31.58,47021
47,22,21,15,71.43,6,28.57,47022
47,23,5,2,40.0,3,60.0,47023
47,24,17,10,58.82,7,41.18,47024
47,25,14,13,92.86,1,7.14,47025
47,26,19,16,84.21,3,15.79,47026
47,27,23,16,69.57,7,30.43,47027
47,28,14,9,64.29,5,35.71,47028
47,29,22,17,77.27,5,22.73,47029
47,30,18,12,66.67,6,33.33,47030
47,31,8,4,50.0,4,50.0,47031
47,32,11,8,72.73,3,27.27,47032
47,33,22,16,72.73,6,27.27,47033
47,34,13,9,69.23,4,30.77,47034
47,35,14,13,92.86,1,7.14,47035
47,36,14,12,85.71,2,14.29,47036
47,37,13,8,61.54,5,38.46,47037
47,38,17,15,88.24,2,11.76,47038
47,39,6,4,66.67,2,33.33,47039
47,40,11,9,81.82,2,18.18,47040
47,41,11,7,63.64,4,36.36,47041
47,42,12,7,58.33,5,41.67,47042
47,43,21,17,80.95,4,19.05,47043
47,44,15,12,80.0,3,20.0,47044
47,45,14,8,57.14,6,42.86,47045
47,46,15,13,86.67,2,13.33,47046
47,47,23,15,65.22,8,34.78,47047
47,48,7,6,85.71,1,14.29,47048
48,1,10,7,70.0,3,30.0,48001
48,2,12,10,83.33,2,16.67,48002
48,3,10,10,100.0,0,0.0,48003
48,4,6,2,33.33,4,66.67,48004
48,5,11,9,81.82,2,18.18,48005
48,6,17,12,70.59,5,29.41,48006
48,7,5,4,80.0,1,20.0,48007
48,8,17,9,52.94,8,47.06,48008
48,9,29,20,68.97,9,31.03,48009
48,10,14,11,78.57,3,21.43,48010
48,11,10,10,100.0,0,0.0,48011
48,12,14,5,35.71,9,64.29,48012
48,13,34,24,70.59,10,29.41,48013
48,14,22,16,72.73,6,27.27,48014
48,15,15,13,86.67,2,13.33,48015
48,16,18,16,88.89,2,11.11,48016
48,17,18,16,88.89,2,11.11,48017
48,18,16,14,87.5,2,12.5,48018
48,19,5,4,80.0,1,20.0,48019
48,20,14,9,64.29,5,35.71,48020
48,21,15,11,73.33,4,26.67,48021
48,22,28,23,82.14,5,17.86,48022
48,23,31,20,64.52,11,35.48,48023
48,24,34,18,52.94,16,47.06,48024
48,25,5,5,100.0,0,0.0,48025
48,26,3,3,100.0,0,0.0,48026
48,27,8,6,75.0,2,25.0,48027
48,28,42,27,64.29,15,35.71,48028
48,29,18,13,72.22,5,27.78,48029
48,30,8,6,75.0,2,25.0,48030
48,31,14,10,71.43,4,28.57,48031
48,32,7,7,100.0,0,0.0,48032
48,33,5,5,100.0,0,0.0,48033
48,34,13,9,69.23,4,30.77,48034
48,35,20,16,80.0,4,20.0,48035
48,36,15,13,86.67,2,13.33,48036
48,37,9,6,66.67,3,33.33,48037
48,38,13,9,69.23,4,30.77,48038
48,39,16,8,50.0,8,50.0,48039
