ward,precinct,total,Darren Bailey & Stephanie Trussell,Darren Bailey & Stephanie Trussell Percent,Paul Schimpf & Carolyn Schofield,Paul Schimpf & Carolyn Schofield Percent,Richard C. Irvin & Avery Bourne,Richard C. Irvin & Avery Bourne Percent,Gary Rabine & Aaron Del Mar,Gary Rabine & Aaron Del Mar Percent,Max Solomon & Latasha H. Fields,Max Solomon & Latasha H. Fields Percent,Jesse Sullivan & Kathleen Murphy,Jesse Sullivan & Kathleen Murphy Percent,precinct_id
15,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15018
15,19,7,1,14.29,0,0.0,2,28.57,0,0.0,0,0.0,4,57.14,15019
15,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15020
15,21,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,15021
15,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15022
15,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15023
15,24,3,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,15024
16,1,6,1,16.67,0,0.0,0,0.0,0,0.0,2,33.33,3,50.0,16001
16,2,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,16002
16,3,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,16003
16,4,4,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,2,50.0,16004
16,5,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,16005
16,6,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16006
16,7,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,16007
16,8,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,16008
16,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16009
16,10,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,16010
16,11,5,3,60.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,16011
16,12,3,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,1,33.33,16012
16,13,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,16013
16,14,7,0,0.0,0,0.0,1,14.29,0,0.0,5,71.43,1,14.29,16014
16,15,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,16015
16,16,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,16016
16,17,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16017
16,18,4,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,3,75.0,16018
16,19,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,16019
16,20,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,16020
16,21,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,16021
16,22,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,16022
16,23,5,3,60.0,0,0.0,1,20.0,0,0.0,1,20.0,0,0.0,16023
16,24,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,16024
16,25,5,4,80.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,16025
16,26,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,16026
16,27,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,16027
16,28,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,16028
16,29,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16029
16,30,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,16030
16,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16031
16,32,4,1,25.0,0,0.0,1,25.0,1,25.0,0,0.0,1,25.0,16032
16,33,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,16033
16,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16034
16,35,6,2,33.33,1,16.67,1,16.67,0,0.0,0,0.0,2,33.33,16035
16,36,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,16036
17,1,6,3,50.0,0,0.0,1,16.67,0,0.0,1,16.67,1,16.67,17001
17,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17002
17,3,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,17003
17,4,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,17004
17,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17005
17,6,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,17006
17,7,6,2,33.33,0,0.0,1,16.67,0,0.0,1,16.67,2,33.33,17007
17,8,6,2,33.33,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,17008
17,9,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,17009
17,10,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,17010
17,11,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,17011
17,12,6,3,50.0,0,0.0,1,16.67,0,0.0,0,0.0,2,33.33,17012
17,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17013
17,14,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,17014
17,15,3,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,1,33.33,17015
17,16,9,3,33.33,1,11.11,1,11.11,2,22.22,1,11.11,1,11.11,17016
17,17,7,4,57.14,0,0.0,1,14.29,2,28.57,0,0.0,0,0.0,17017
17,18,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,17018
17,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17019
17,20,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,17020
17,21,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,17021
17,22,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,17022
17,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,17024
17,25,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,17025
17,26,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,17026
17,27,3,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,17027
17,28,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,17028
17,29,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,17029
17,30,9,5,55.56,0,0.0,4,44.44,0,0.0,0,0.0,0,0.0,17030
17,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17031
17,32,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,17032
17,33,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,17033
17,34,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,17034
17,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17035
17,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17036
17,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17037
17,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17038
17,39,5,3,60.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,17039
17,40,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,17040
17,41,9,3,33.33,0,0.0,2,22.22,0,0.0,0,0.0,4,44.44,17041
18,1,5,2,40.0,0,0.0,0,0.0,1,20.0,0,0.0,2,40.0,18001
18,2,9,4,44.44,1,11.11,2,22.22,0,0.0,0,0.0,2,22.22,18002
18,3,23,10,43.48,4,17.39,3,13.04,1,4.35,0,0.0,5,21.74,18003
18,4,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18004
18,5,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18005
18,6,29,18,62.07,3,10.34,4,13.79,0,0.0,0,0.0,4,13.79,18006
18,7,11,4,36.36,1,9.09,4,36.36,0,0.0,0,0.0,2,18.18,18007
18,8,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,18008
18,9,4,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,18009
18,10,5,0,0.0,0,0.0,3,60.0,0,0.0,1,20.0,1,20.0,18010
18,11,10,6,60.0,0,0.0,2,20.0,0,0.0,0,0.0,2,20.0,18011
18,12,4,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,18012
18,13,5,1,20.0,0,0.0,1,20.0,0,0.0,3,60.0,0,0.0,18013
18,14,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,18014
18,15,12,3,25.0,0,0.0,5,41.67,3,25.0,0,0.0,1,8.33,18015
18,16,8,4,50.0,0,0.0,4,50.0,0,0.0,0,0.0,0,0.0,18016
18,17,7,3,42.86,0,0.0,1,14.29,0,0.0,0,0.0,3,42.86,18017
18,18,11,1,9.09,1,9.09,4,36.36,2,18.18,1,9.09,2,18.18,18018
18,19,5,1,20.0,0,0.0,1,20.0,2,40.0,1,20.0,0,0.0,18019
18,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18020
18,21,8,1,12.5,0,0.0,1,12.5,0,0.0,4,50.0,2,25.0,18021
18,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18022
18,23,7,4,57.14,0,0.0,1,14.29,0,0.0,1,14.29,1,14.29,18023
18,24,26,14,53.85,0,0.0,2,7.69,4,15.38,0,0.0,6,23.08,18024
18,25,19,11,57.89,1,5.26,3,15.79,1,5.26,0,0.0,3,15.79,18025
18,26,9,5,55.56,0,0.0,2,22.22,1,11.11,0,0.0,1,11.11,18026
18,27,4,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,2,50.0,18027
18,28,24,14,58.33,0,0.0,5,20.83,0,0.0,0,0.0,5,20.83,18028
18,29,16,8,50.0,0,0.0,2,12.5,1,6.25,2,12.5,3,18.75,18029
18,30,30,18,60.0,1,3.33,1,3.33,2,6.67,0,0.0,8,26.67,18030
18,31,7,3,42.86,1,14.29,0,0.0,0,0.0,0,0.0,3,42.86,18031
18,32,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,18032
18,33,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,18033
18,34,9,4,44.44,1,11.11,4,44.44,0,0.0,0,0.0,0,0.0,18034
18,35,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,18035
18,36,9,3,33.33,0,0.0,4,44.44,0,0.0,0,0.0,2,22.22,18036
18,37,8,4,50.0,1,12.5,2,25.0,0,0.0,0,0.0,1,12.5,18037
18,38,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,18038
18,39,4,1,25.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,18039
18,40,11,2,18.18,0,0.0,6,54.55,0,0.0,1,9.09,2,18.18,18040
18,41,6,0,0.0,0,0.0,4,66.67,1,16.67,0,0.0,1,16.67,18041
18,42,6,1,16.67,0,0.0,2,33.33,1,16.67,0,0.0,2,33.33,18042
18,43,16,11,68.75,0,0.0,2,12.5,1,6.25,1,6.25,1,6.25,18043
18,44,27,17,62.96,0,0.0,6,22.22,0,0.0,0,0.0,4,14.81,18044
18,45,14,8,57.14,0,0.0,3,21.43,2,14.29,0,0.0,1,7.14,18045
18,46,22,9,40.91,1,4.55,3,13.64,3,13.64,0,0.0,6,27.27,18046
18,47,4,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,18047
18,48,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,18048
18,49,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18049
18,50,3,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18050
19,1,49,24,48.98,4,8.16,5,10.2,4,8.16,1,2.04,11,22.45,19001
19,2,26,11,42.31,2,7.69,10,38.46,1,3.85,0,0.0,2,7.69,19002
19,3,94,60,63.83,2,2.13,7,7.45,4,4.26,1,1.06,20,21.28,19003
19,4,95,48,50.53,2,2.11,24,25.26,6,6.32,1,1.05,14,14.74,19004
19,5,28,11,39.29,1,3.57,4,14.29,1,3.57,1,3.57,10,35.71,19005
19,6,103,68,66.02,1,0.97,14,13.59,7,6.8,0,0.0,13,12.62,19006
19,7,60,39,65.0,0,0.0,11,18.33,3,5.0,0,0.0,7,11.67,19007
19,8,121,65,53.72,3,2.48,20,16.53,13,10.74,1,0.83,19,15.7,19008
19,9,37,18,48.65,2,5.41,9,24.32,0,0.0,0,0.0,8,21.62,19009
19,10,32,12,37.5,3,9.38,7,21.88,4,12.5,0,0.0,6,18.75,19010
19,11,98,68,69.39,3,3.06,10,10.2,7,7.14,0,0.0,10,10.2,19011
19,12,97,59,60.82,3,3.09,12,12.37,11,11.34,2,2.06,10,10.31,19012
19,13,5,0,0.0,0,0.0,4,80.0,0,0.0,1,20.0,0,0.0,19013
19,14,21,7,33.33,3,14.29,7,33.33,0,0.0,0,0.0,4,19.05,19014
19,15,107,62,57.94,2,1.87,18,16.82,12,11.21,1,0.93,12,11.21,19015
19,16,88,57,64.77,1,1.14,14,15.91,7,7.95,1,1.14,8,9.09,19016
19,17,42,25,59.52,2,4.76,7,16.67,2,4.76,1,2.38,5,11.9,19017
19,18,32,15,46.88,2,6.25,7,21.88,1,3.13,0,0.0,7,21.88,19018
19,19,30,20,66.67,0,0.0,4,13.33,0,0.0,0,0.0,6,20.0,19019
19,20,17,12,70.59,0,0.0,3,17.65,0,0.0,0,0.0,2,11.76,19020
19,21,86,51,59.3,1,1.16,12,13.95,6,6.98,0,0.0,16,18.6,19021
19,22,45,31,68.89,0,0.0,8,17.78,1,2.22,0,0.0,5,11.11,19022
19,23,71,40,56.34,1,1.41,5,7.04,5,7.04,1,1.41,19,26.76,19023
19,24,87,54,62.07,4,4.6,13,14.94,3,3.45,0,0.0,13,14.94,19024
19,25,38,14,36.84,3,7.89,6,15.79,5,13.16,2,5.26,8,21.05,19025
19,26,47,23,48.94,5,10.64,5,10.64,3,6.38,0,0.0,11,23.4,19026
19,27,24,20,83.33,0,0.0,1,4.17,3,12.5,0,0.0,0,0.0,19027
19,28,9,3,33.33,1,11.11,1,11.11,1,11.11,2,22.22,1,11.11,19028
19,29,82,39,47.56,2,2.44,19,23.17,8,9.76,3,3.66,11,13.41,19029
19,30,98,70,71.43,0,0.0,8,8.16,4,4.08,0,0.0,16,16.33,19030
19,31,47,32,68.09,1,2.13,9,19.15,0,0.0,0,0.0,5,10.64,19031
19,32,66,38,57.58,1,1.52,12,18.18,3,4.55,2,3.03,10,15.15,19032
19,33,102,74,72.55,2,1.96,14,13.73,4,3.92,0,0.0,8,7.84,19033
19,34,46,29,63.04,1,2.17,11,23.91,3,6.52,0,0.0,2,4.35,19034
19,35,35,22,62.86,1,2.86,7,20.0,0,0.0,0,0.0,5,14.29,19035
19,36,15,7,46.67,0,0.0,2,13.33,1,6.67,0,0.0,5,33.33,19036
19,37,10,8,80.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,19037
19,38,17,7,41.18,1,5.88,2,11.76,2,11.76,0,0.0,5,29.41,19038
19,39,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,19039
19,40,43,23,53.49,1,2.33,9,20.93,4,9.3,1,2.33,5,11.63,19040
19,41,76,44,57.89,3,3.95,11,14.47,6,7.89,0,0.0,12,15.79,19041
19,42,31,17,54.84,2,6.45,7,22.58,0,0.0,0,0.0,5,16.13,19042
19,43,6,3,50.0,0,0.0,3,50.0,0,0.0,0,0.0,0,0.0,19043
19,44,86,56,65.12,2,2.33,14,16.28,5,5.81,0,0.0,9,10.47,19044
19,45,71,44,61.97,1,1.41,11,15.49,6,8.45,0,0.0,9,12.68,19045
19,46,67,36,53.73,5,7.46,14,20.9,4,5.97,0,0.0,8,11.94,19046
19,47,21,9,42.86,2,9.52,4,19.05,1,4.76,0,0.0,5,23.81,19047
19,48,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,19048
19,49,18,8,44.44,3,16.67,2,11.11,2,11.11,1,5.56,2,11.11,19049
19,50,37,22,59.46,0,0.0,6,16.22,3,8.11,1,2.7,5,13.51,19050
19,51,52,33,63.46,1,1.92,9,17.31,1,1.92,1,1.92,7,13.46,19051
19,52,103,48,46.6,6,5.83,20,19.42,7,6.8,0,0.0,22,21.36,19052
19,53,41,19,46.34,7,17.07,5,12.2,3,7.32,0,0.0,7,17.07,19053
19,54,116,74,63.79,1,0.86,7,6.03,10,8.62,1,0.86,23,19.83,19054
19,55,102,69,67.65,2,1.96,12,11.76,4,3.92,0,0.0,15,14.71,19055
19,56,36,16,44.44,3,8.33,8,22.22,1,2.78,2,5.56,6,16.67,19056
19,57,18,9,50.0,1,5.56,4,22.22,0,0.0,1,5.56,3,16.67,19057
20,1,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,20001
20,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20002
20,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20003
20,4,5,4,80.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,20004
20,5,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20005
20,6,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20006
20,7,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,20007
20,8,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,20008
20,9,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,20009
20,10,7,1,14.29,0,0.0,5,71.43,1,14.29,0,0.0,0,0.0,20010
20,11,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,20011
20,12,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,20012
20,13,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,20013
20,14,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,20014
20,15,7,6,85.71,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,20015
20,16,5,2,40.0,1,20.0,2,40.0,0,0.0,0,0.0,0,0.0,20016
20,17,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,20017
20,18,3,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,20018
20,19,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,20019
20,20,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,20020
20,21,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,20021
20,22,4,2,50.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,20022
20,23,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,20023
20,24,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,20024
20,25,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,20025
20,26,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,20026
20,27,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,20027
20,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20028
20,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20029
20,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20030
20,31,4,0,0.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,20031
20,32,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,20032
20,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20033
20,34,5,4,80.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,20034
20,35,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20035
20,36,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,20036
20,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20037
20,38,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,20038
20,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20039
21,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21001
21,2,4,1,25.0,0,0.0,0,0.0,0,0.0,2,50.0,1,25.0,21002
21,3,8,4,50.0,0,0.0,0,0.0,2,25.0,0,0.0,2,25.0,21003
21,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21004
21,5,3,0,0.0,0,0.0,2,66.67,0,0.0,1,33.33,0,0.0,21005
21,6,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,21006
21,7,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,21007
21,8,5,3,60.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,21008
21,9,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,21009
21,10,3,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,21010
21,11,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21011
21,12,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21012
21,13,7,2,28.57,0,0.0,3,42.86,0,0.0,0,0.0,2,28.57,21013
21,14,5,3,60.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,21014
21,15,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,21015
21,16,5,2,40.0,0,0.0,2,40.0,0,0.0,1,20.0,0,0.0,21016
21,17,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,21017
21,18,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,21018
21,19,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,21019
21,20,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,21020
21,21,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,21021
21,22,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,21022
21,23,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,21023
21,24,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,21024
21,25,5,1,20.0,0,0.0,2,40.0,0,0.0,0,0.0,2,40.0,21025
21,26,4,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,21026
21,27,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,21027
21,28,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,21028
21,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21029
21,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21030
21,31,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,21031
21,32,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,21032
21,33,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,21033
21,34,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,21034
21,35,7,3,42.86,0,0.0,0,0.0,0,0.0,2,28.57,2,28.57,21035
21,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21036
21,37,4,1,25.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,21037
21,38,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,21038
21,39,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,21039
21,40,4,1,25.0,0,0.0,1,25.0,0,0.0,1,25.0,1,25.0,21040
21,41,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,21041
21,42,3,0,0.0,0,0.0,2,66.67,0,0.0,1,33.33,0,0.0,21042
21,43,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,21043
21,44,4,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,21044
21,45,5,1,20.0,1,20.0,3,60.0,0,0.0,0,0.0,0,0.0,21045
21,46,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,21046
21,47,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,21047
21,48,4,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,21048
21,49,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,21049
21,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21050
21,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21051
21,52,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,21052
21,53,9,1,11.11,1,11.11,3,33.33,0,0.0,0,0.0,4,44.44,21053
21,54,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,21054
22,1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,22001
22,2,30,17,56.67,0,0.0,5,16.67,2,6.67,1,3.33,5,16.67,22002
22,3,19,9,47.37,0,0.0,4,21.05,0,0.0,3,15.79,3,15.79,22003
22,4,5,1,20.0,1,20.0,2,40.0,0,0.0,0,0.0,1,20.0,22004
22,5,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,22005
22,6,5,2,40.0,0,0.0,0,0.0,2,40.0,0,0.0,1,20.0,22006
22,7,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,22007
22,8,21,13,61.9,2,9.52,3,14.29,1,4.76,0,0.0,2,9.52,22008
22,9,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,22009
22,10,7,4,57.14,0,0.0,3,42.86,0,0.0,0,0.0,0,0.0,22010
22,11,4,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,22011
22,12,21,10,47.62,1,4.76,4,19.05,2,9.52,0,0.0,4,19.05,22012
22,13,9,4,44.44,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,22013
22,14,12,5,41.67,1,8.33,4,33.33,0,0.0,0,0.0,2,16.67,22014
22,15,7,3,42.86,1,14.29,1,14.29,0,0.0,0,0.0,2,28.57,22015
22,16,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22016
22,17,14,3,21.43,0,0.0,2,14.29,2,14.29,0,0.0,7,50.0,22017
22,18,4,3,75.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,22018
22,19,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,22019
22,20,4,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22020
22,21,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,22021
