ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Tommy H. Brewer,Tommy H. Brewer Percent,precinct_id
25,2,148,123,83.11,25,16.89,25002
25,3,57,41,71.93,16,28.07,25003
25,4,186,140,75.27,46,24.73,25004
25,5,147,125,85.03,22,14.97,25005
25,6,103,84,81.55,19,18.45,25006
25,7,139,119,85.61,20,14.39,25007
25,8,151,126,83.44,25,16.56,25008
25,9,202,166,82.18,36,17.82,25009
25,10,86,64,74.42,22,25.58,25010
25,11,115,95,82.61,20,17.39,25011
25,12,150,119,79.33,31,20.67,25012
25,13,169,144,85.21,25,14.79,25013
25,14,98,90,91.84,8,8.16,25014
25,15,136,115,84.56,21,15.44,25015
25,16,92,80,86.96,12,13.04,25016
25,17,137,102,74.45,35,25.55,25017
25,18,253,223,88.14,30,11.86,25018
25,19,153,118,77.12,35,22.88,25019
25,20,196,161,82.14,35,17.86,25020
25,21,130,102,78.46,28,21.54,25021
25,22,63,49,77.78,14,22.22,25022
25,23,190,167,87.89,23,12.11,25023
25,24,166,143,86.14,23,13.86,25024
25,25,131,116,88.55,15,11.45,25025
25,26,118,96,81.36,22,18.64,25026
25,27,129,105,81.4,24,18.6,25027
25,28,214,182,85.05,32,14.95,25028
25,29,103,81,78.64,22,21.36,25029
25,30,152,128,84.21,24,15.79,25030
25,31,103,77,74.76,26,25.24,25031
26,1,62,49,79.03,13,20.97,26001
26,2,80,61,76.25,19,23.75,26002
26,3,52,39,75.0,13,25.0,26003
26,4,69,56,81.16,13,18.84,26004
26,5,120,102,85.0,18,15.0,26005
26,6,50,41,82.0,9,18.0,26006
26,7,52,41,78.85,11,21.15,26007
26,8,73,55,75.34,18,24.66,26008
26,9,48,42,87.5,6,12.5,26009
26,10,53,44,83.02,9,16.98,26010
26,11,82,67,81.71,15,18.29,26011
26,12,39,31,79.49,8,20.51,26012
26,13,97,74,76.29,23,23.71,26013
26,14,58,50,86.21,8,13.79,26014
26,15,44,38,86.36,6,13.64,26015
26,16,52,44,84.62,8,15.38,26016
26,17,44,32,72.73,12,27.27,26017
26,18,46,40,86.96,6,13.04,26018
26,19,127,94,74.02,33,25.98,26019
26,20,103,76,73.79,27,26.21,26020
26,21,78,57,73.08,21,26.92,26021
26,22,45,39,86.67,6,13.33,26022
26,23,61,54,88.52,7,11.48,26023
26,24,75,66,88.0,9,12.0,26024
26,25,41,34,82.93,7,17.07,26025
26,26,53,36,67.92,17,32.08,26026
26,27,49,38,77.55,11,22.45,26027
26,28,71,51,71.83,20,28.17,26028
26,29,75,60,80.0,15,20.0,26029
26,30,76,65,85.53,11,14.47,26030
26,31,61,50,81.97,11,18.03,26031
26,32,83,69,83.13,14,16.87,26032
26,33,29,24,82.76,5,17.24,26033
26,34,77,49,63.64,28,36.36,26034
26,35,73,59,80.82,14,19.18,26035
26,36,56,42,75.0,14,25.0,26036
26,37,35,21,60.0,14,40.0,26037
26,38,45,33,73.33,12,26.67,26038
26,39,68,56,82.35,12,17.65,26039
26,40,28,22,78.57,6,21.43,26040
26,41,55,46,83.64,9,16.36,26041
26,42,44,32,72.73,12,27.27,26042
26,43,80,64,80.0,16,20.0,26043
26,44,65,46,70.77,19,29.23,26044
26,45,61,54,88.52,7,11.48,26045
26,46,84,69,82.14,15,17.86,26046
26,47,49,40,81.63,9,18.37,26047
26,48,96,69,71.88,27,28.13,26048
26,49,65,51,78.46,14,21.54,26049
26,50,33,26,78.79,7,21.21,26050
26,51,74,56,75.68,18,24.32,26051
26,52,32,25,78.13,7,21.88,26052
26,53,56,41,73.21,15,26.79,26053
26,54,52,43,82.69,9,17.31,26054
26,55,58,49,84.48,9,15.52,26055
26,56,64,45,70.31,19,29.69,26056
26,57,39,31,79.49,8,20.51,26057
26,58,61,49,80.33,12,19.67,26058
26,59,113,94,83.19,19,16.81,26059
26,60,55,45,81.82,10,18.18,26060
26,61,31,25,80.65,6,19.35,26061
26,62,88,67,76.14,21,23.86,26062
26,63,22,20,90.91,2,9.09,26063
27,1,53,44,83.02,9,16.98,27001
27,2,131,98,74.81,33,25.19,27002
27,3,118,87,73.73,31,26.27,27003
27,4,114,87,76.32,27,23.68,27004
27,5,29,21,72.41,8,27.59,27005
27,6,87,64,73.56,23,26.44,27006
27,7,81,65,80.25,16,19.75,27007
27,8,54,40,74.07,14,25.93,27008
27,9,237,210,88.61,27,11.39,27009
27,10,219,137,62.56,82,37.44,27010
27,11,95,71,74.74,24,25.26,27011
27,12,37,26,70.27,11,29.73,27012
27,13,25,21,84.0,4,16.0,27013
27,14,66,55,83.33,11,16.67,27014
27,15,89,62,69.66,27,30.34,27015
27,16,39,33,84.62,6,15.38,27016
27,17,64,55,85.94,9,14.06,27017
27,18,47,35,74.47,12,25.53,27018
27,19,159,122,76.73,37,23.27,27019
27,20,184,154,83.7,30,16.3,27020
27,21,76,63,82.89,13,17.11,27021
27,22,110,83,75.45,27,24.55,27022
27,23,51,41,80.39,10,19.61,27023
27,24,133,113,84.96,20,15.04,27024
27,25,98,69,70.41,29,29.59,27025
27,26,97,70,72.16,27,27.84,27026
27,27,50,34,68.0,16,32.0,27027
27,28,116,88,75.86,28,24.14,27028
27,29,104,78,75.0,26,25.0,27029
27,30,88,72,81.82,16,18.18,27030
27,31,142,101,71.13,41,28.87,27031
27,32,100,82,82.0,18,18.0,27032
27,33,115,94,81.74,21,18.26,27033
27,34,83,63,75.9,20,24.1,27034
27,35,202,158,78.22,44,21.78,27035
27,36,130,93,71.54,37,28.46,27036
27,37,82,69,84.15,13,15.85,27037
27,38,113,92,81.42,21,18.58,27038
27,39,86,73,84.88,13,15.12,27039
27,40,84,74,88.1,10,11.9,27040
27,41,121,97,80.17,24,19.83,27041
27,42,83,66,79.52,17,20.48,27042
27,43,106,83,78.3,23,21.7,27043
27,44,101,74,73.27,27,26.73,27044
27,45,147,121,82.31,26,17.69,27045
27,46,123,105,85.37,18,14.63,27046
27,47,98,68,69.39,30,30.61,27047
27,48,110,75,68.18,35,31.82,27048
27,49,115,77,66.96,38,33.04,27049
27,50,147,117,79.59,30,20.41,27050
27,51,103,86,83.5,17,16.5,27051
27,52,39,37,94.87,2,5.13,27052
27,53,73,61,83.56,12,16.44,27053
27,54,116,99,85.34,17,14.66,27054
27,55,36,32,88.89,4,11.11,27055
27,56,71,54,76.06,17,23.94,27056
27,57,77,60,77.92,17,22.08,27057
27,58,115,91,79.13,24,20.87,27058
27,59,147,116,78.91,31,21.09,27059
27,60,157,121,77.07,36,22.93,27060
27,61,27,19,70.37,8,29.63,27061
27,62,112,87,77.68,25,22.32,27062
27,63,163,126,77.3,37,22.7,27063
27,64,109,80,73.39,29,26.61,27064
27,65,27,20,74.07,7,25.93,27065
27,66,69,63,91.3,6,8.7,27066
28,1,128,104,81.25,24,18.75,28001
28,2,84,47,55.95,37,44.05,28002
28,3,79,56,70.89,23,29.11,28003
28,4,172,125,72.67,47,27.33,28004
28,5,117,82,70.09,35,29.91,28005
28,6,57,43,75.44,14,24.56,28006
28,7,133,95,71.43,38,28.57,28007
28,8,87,63,72.41,24,27.59,28008
28,9,78,60,76.92,18,23.08,28009
28,10,34,20,58.82,14,41.18,28010
28,11,115,89,77.39,26,22.61,28011
28,12,135,105,77.78,30,22.22,28012
28,13,99,72,72.73,27,27.27,28013
28,14,87,66,75.86,21,24.14,28014
28,15,62,48,77.42,14,22.58,28015
28,16,139,99,71.22,40,28.78,28016
28,17,138,99,71.74,39,28.26,28017
28,18,156,110,70.51,46,29.49,28018
28,19,159,117,73.58,42,26.42,28019
28,20,152,106,69.74,46,30.26,28020
28,21,131,87,66.41,44,33.59,28021
28,22,114,80,70.18,34,29.82,28022
28,23,143,111,77.62,32,22.38,28023
28,24,79,56,70.89,23,29.11,28024
28,25,106,82,77.36,24,22.64,28025
28,26,120,94,78.33,26,21.67,28026
28,27,79,54,68.35,25,31.65,28027
28,28,114,81,71.05,33,28.95,28028
28,29,88,73,82.95,15,17.05,28029
28,30,101,79,78.22,22,21.78,28030
28,31,106,77,72.64,29,27.36,28031
28,32,124,84,67.74,40,32.26,28032
28,33,97,70,72.16,27,27.84,28033
28,34,14,11,78.57,3,21.43,28034
28,35,85,59,69.41,26,30.59,28035
28,36,119,84,70.59,35,29.41,28036
28,37,152,105,69.08,47,30.92,28037
28,38,43,36,83.72,7,16.28,28038
28,39,25,15,60.0,10,40.0,28039
28,40,126,102,80.95,24,19.05,28040
28,41,59,37,62.71,22,37.29,28041
28,42,113,86,76.11,27,23.89,28042
28,43,89,72,80.9,17,19.1,28043
28,44,88,55,62.5,33,37.5,28044
28,45,99,71,71.72,28,28.28,28045
28,46,113,94,83.19,19,16.81,28046
28,47,98,70,71.43,28,28.57,28047
28,48,63,39,61.9,24,38.1,28048
28,49,82,60,73.17,22,26.83,28049
28,50,69,49,71.01,20,28.99,28050
28,51,122,79,64.75,43,35.25,28051
28,52,105,75,71.43,30,28.57,28052
28,53,49,39,79.59,10,20.41,28053
28,54,86,64,74.42,22,25.58,28054
28,55,106,84,79.25,22,20.75,28055
28,56,100,67,67.0,33,33.0,28056
28,57,99,75,75.76,24,24.24,28057
28,58,71,50,70.42,21,29.58,28058
28,59,88,66,75.0,22,25.0,28059
28,60,91,66,72.53,25,27.47,28060
28,61,69,47,68.12,22,31.88,28061
28,62,127,96,75.59,31,24.41,28062
28,63,128,98,76.56,30,23.44,28063
28,64,85,69,81.18,16,18.82,28064
28,65,114,83,72.81,31,27.19,28065
28,66,120,100,83.33,20,16.67,28066
28,67,77,62,80.52,15,19.48,28067
28,68,136,109,80.15,27,19.85,28068
28,69,41,33,80.49,8,19.51,28069
28,70,77,63,81.82,14,18.18,28070
28,71,95,67,70.53,28,29.47,28071
28,72,68,49,72.06,19,27.94,28072
28,73,50,39,78.0,11,22.0,28073
29,1,203,175,86.21,28,13.79,29001
29,2,101,91,90.1,10,9.9,29002
29,3,262,215,82.06,47,17.94,29003
29,4,184,139,75.54,45,24.46,29004
29,5,178,140,78.65,38,21.35,29005
29,6,43,34,79.07,9,20.93,29006
29,7,79,73,92.41,6,7.59,29007
29,8,135,101,74.81,34,25.19,29008
29,9,57,54,94.74,3,5.26,29009
29,10,199,175,87.94,24,12.06,29010
29,11,234,175,74.79,59,25.21,29011
29,12,250,196,78.4,54,21.6,29012
29,13,168,130,77.38,38,22.62,29013
29,14,236,173,73.31,63,26.69,29014
29,15,213,165,77.46,48,22.54,29015
29,16,246,222,90.24,24,9.76,29016
29,17,160,123,76.88,37,23.13,29017
29,18,252,198,78.57,54,21.43,29018
29,19,147,114,77.55,33,22.45,29019
29,20,162,127,78.4,35,21.6,29020
29,21,136,98,72.06,38,27.94,29021
29,22,147,108,73.47,39,26.53,29022
29,23,193,149,77.2,44,22.8,29023
29,24,57,49,85.96,8,14.04,29024
29,25,222,199,89.64,23,10.36,29025
29,26,211,158,74.88,53,25.12,29026
29,27,151,116,76.82,35,23.18,29027
29,28,258,213,82.56,45,17.44,29028
29,29,162,133,82.1,29,17.9,29029
29,30,35,30,85.71,5,14.29,29030
29,31,181,142,78.45,39,21.55,29031
29,32,99,83,83.84,16,16.16,29032
29,33,174,149,85.63,25,14.37,29033
29,34,122,99,81.15,23,18.85,29034
29,35,153,108,70.59,45,29.41,29035
29,36,212,182,85.85,30,14.15,29036
29,37,195,155,79.49,40,20.51,29037
29,38,189,149,78.84,40,21.16,29038
29,39,127,113,88.98,14,11.02,29039
29,40,288,252,87.5,36,12.5,29040
29,41,224,183,81.7,41,18.3,29041
29,42,222,170,76.58,52,23.42,29042
29,43,291,212,72.85,79,27.15,29043
29,44,179,141,78.77,38,21.23,29044
29,45,160,131,81.88,29,18.13,29045
29,46,156,118,75.64,38,24.36,29046
29,47,291,215,73.88,76,26.12,29047
29,48,129,104,80.62,25,19.38,29048
29,49,194,161,82.99,33,17.01,29049
29,50,189,154,81.48,35,18.52,29050
29,51,170,124,72.94,46,27.06,29051
29,52,107,95,88.79,12,11.21,29052
29,53,115,91,79.13,24,20.87,29053
29,54,111,93,83.78,18,16.22,29054
30,1,121,103,85.12,18,14.88,30001
30,2,69,61,88.41,8,11.59,30002
30,3,140,112,80.0,28,20.0,30003
30,4,93,78,83.87,15,16.13,30004
30,5,49,38,77.55,11,22.45,30005
30,6,57,50,87.72,7,12.28,30006
30,7,102,86,84.31,16,15.69,30007
30,8,127,103,81.1,24,18.9,30008
30,9,154,138,89.61,16,10.39,30009
30,10,121,109,90.08,12,9.92,30010
30,11,81,65,80.25,16,19.75,30011
30,12,69,60,86.96,9,13.04,30012
30,13,67,59,88.06,8,11.94,30013
30,14,36,29,80.56,7,19.44,30014
30,15,132,116,87.88,16,12.12,30015
30,16,72,63,87.5,9,12.5,30016
30,17,162,121,74.69,41,25.31,30017
30,18,25,23,92.0,2,8.0,30018
30,19,58,43,74.14,15,25.86,30019
30,20,75,58,77.33,17,22.67,30020
30,21,70,58,82.86,12,17.14,30021
30,22,112,94,83.93,18,16.07,30022
30,23,85,71,83.53,14,16.47,30023
30,24,67,55,82.09,12,17.91,30024
30,25,72,57,79.17,15,20.83,30025
30,26,57,52,91.23,5,8.77,30026
30,27,103,83,80.58,20,19.42,30027
30,28,84,70,83.33,14,16.67,30028
30,29,47,37,78.72,10,21.28,30029
30,30,121,102,84.3,19,15.7,30030
30,31,67,57,85.07,10,14.93,30031
30,32,41,36,87.8,5,12.2,30032
30,33,82,71,86.59,11,13.41,30033
30,34,116,100,86.21,16,13.79,30034
30,35,79,65,82.28,14,17.72,30035
30,36,110,89,80.91,21,19.09,30036
30,37,65,56,86.15,9,13.85,30037
30,38,150,136,90.67,14,9.33,30038
30,39,92,80,86.96,12,13.04,30039
30,40,100,82,82.0,18,18.0,30040
30,41,88,72,81.82,16,18.18,30041
31,1,52,45,86.54,7,13.46,31001
31,2,67,56,83.58,11,16.42,31002
31,3,86,75,87.21,11,12.79,31003
31,4,101,91,90.1,10,9.9,31004
31,5,89,77,86.52,12,13.48,31005
31,6,126,104,82.54,22,17.46,31006
31,7,70,55,78.57,15,21.43,31007
31,8,63,54,85.71,9,14.29,31008
31,9,101,80,79.21,21,20.79,31009
31,10,33,31,93.94,2,6.06,31010
31,11,70,61,87.14,9,12.86,31011
31,12,60,46,76.67,14,23.33,31012
31,13,74,59,79.73,15,20.27,31013
31,14,66,51,77.27,15,22.73,31014
31,15,44,37,84.09,7,15.91,31015
31,16,46,39,84.78,7,15.22,31016
31,17,73,65,89.04,8,10.96,31017
31,18,94,79,84.04,15,15.96,31018
31,19,79,69,87.34,10,12.66,31019
31,20,53,40,75.47,13,24.53,31020
31,21,96,79,82.29,17,17.71,31021
31,22,65,55,84.62,10,15.38,31022
31,23,60,53,88.33,7,11.67,31023
31,24,76,67,88.16,9,11.84,31024
31,25,57,49,85.96,8,14.04,31025
31,26,39,30,76.92,9,23.08,31026
31,27,52,46,88.46,6,11.54,31027
31,28,83,67,80.72,16,19.28,31028
31,29,72,56,77.78,16,22.22,31029
31,30,83,70,84.34,13,15.66,31030
31,31,122,104,85.25,18,14.75,31031
31,32,104,89,85.58,15,14.42,31032
31,33,93,78,83.87,15,16.13,31033
31,34,62,54,87.1,8,12.9,31034
31,35,59,56,94.92,3,5.08,31035
31,36,106,87,82.08,19,17.92,31036
31,37,95,77,81.05,18,18.95,31037
31,38,54,49,90.74,5,9.26,31038
31,39,72,63,87.5,9,12.5,31039
31,40,79,75,94.94,4,5.06,31040
31,41,63,53,84.13,10,15.87,31041
31,42,88,71,80.68,17,19.32,31042
31,43,80,65,81.25,15,18.75,31043
31,44,62,55,88.71,7,11.29,31044
31,45,60,48,80.0,12,20.0,31045
31,46,92,76,82.61,16,17.39,31046
31,47,111,94,84.68,17,15.32,31047
31,48,69,53,76.81,16,23.19,31048
31,49,53,46,86.79,7,13.21,31049
31,50,90,77,85.56,13,14.44,31050
31,51,70,62,88.57,8,11.43,31051
32,1,163,126,77.3,37,22.7,32001
32,2,154,119,77.27,35,22.73,32002
32,3,120,101,84.17,19,15.83,32003
32,4,166,135,81.33,31,18.67,32004
32,5,94,72,76.6,22,23.4,32005
32,6,132,111,84.09,21,15.91,32006
32,7,67,57,85.07,10,14.93,32007
32,8,141,117,82.98,24,17.02,32008
32,9,190,155,81.58,35,18.42,32009
32,10,89,70,78.65,19,21.35,32010
32,11,74,58,78.38,16,21.62,32011
32,12,87,65,74.71,22,25.29,32012
32,13,58,49,84.48,9,15.52,32013
32,14,125,102,81.6,23,18.4,32014
32,15,125,103,82.4,22,17.6,32015
32,16,155,138,89.03,17,10.97,32016
32,17,127,102,80.31,25,19.69,32017
32,18,94,75,79.79,19,20.21,32018
32,19,135,105,77.78,30,22.22,32019
32,20,128,119,92.97,9,7.03,32020
32,21,102,82,80.39,20,19.61,32021
32,22,161,136,84.47,25,15.53,32022
32,23,146,119,81.51,27,18.49,32023
32,24,96,88,91.67,8,8.33,32024
32,25,108,81,75.0,27,25.0,32025
32,26,113,87,76.99,26,23.01,32026
32,27,107,95,88.79,12,11.21,32027
32,28,98,85,86.73,13,13.27,32028
32,29,153,125,81.7,28,18.3,32029
32,30,63,52,82.54,11,17.46,32030
32,31,152,129,84.87,23,15.13,32031
32,32,111,97,87.39,14,12.61,32032
32,33,108,80,74.07,28,25.93,32033
32,34,152,125,82.24,27,17.76,32034
32,35,165,126,76.36,39,23.64,32035
32,36,154,134,87.01,20,12.99,32036
32,37,129,107,82.95,22,17.05,32037
32,38,114,95,83.33,19,16.67,32038
32,39,136,113,83.09,23,16.91,32039
32,40,124,96,77.42,28,22.58,32040
32,41,173,138,79.77,35,20.23,32041
32,42,148,127,85.81,21,14.19,32042
32,43,120,104,86.67,16,13.33,32043
32,44,87,68,78.16,19,21.84,32044
32,45,122,108,88.52,14,11.48,32045
32,46,70,54,77.14,16,22.86,32046
32,47,117,98,83.76,19,16.24,32047
32,48,137,113,82.48,24,17.52,32048
32,49,85,67,78.82,18,21.18,32049
32,50,144,116,80.56,28,19.44,32050
32,51,116,97,83.62,19,16.38,32051
32,52,84,69,82.14,15,17.86,32052
33,1,157,135,85.99,22,14.01,33001
33,2,230,204,88.7,26,11.3,33002
33,3,134,114,85.07,20,14.93,33003
33,4,158,136,86.08,22,13.92,33004
33,5,55,45,81.82,10,18.18,33005
33,6,200,169,84.5,31,15.5,33006
33,7,189,157,83.07,32,16.93,33007
33,8,176,140,79.55,36,20.45,33008
33,9,83,69,83.13,14,16.87,33009
33,10,251,217,86.45,34,13.55,33010
33,11,165,134,81.21,31,18.79,33011
33,12,202,185,91.58,17,8.42,33012
33,13,248,206,83.06,42,16.94,33013
33,14,132,100,75.76,32,24.24,33014
33,15,104,83,79.81,21,20.19,33015
33,16,53,49,92.45,4,7.55,33016
33,17,159,145,91.19,14,8.81,33017
33,18,61,45,73.77,16,26.23,33018
33,19,166,139,83.73,27,16.27,33019
33,20,111,95,85.59,16,14.41,33020
33,21,186,155,83.33,31,16.67,33021
33,22,252,220,87.3,32,12.7,33022
33,23,219,176,80.37,43,19.63,33023
33,24,163,128,78.53,35,21.47,33024
33,25,231,190,82.25,41,17.75,33025
33,26,120,96,80.0,24,20.0,33026
33,27,86,68,79.07,18,20.93,33027
33,28,210,181,86.19,29,13.81,33028
33,29,149,117,78.52,32,21.48,33029
33,30,107,85,79.44,22,20.56,33030
33,31,165,133,80.61,32,19.39,33031
33,32,148,122,82.43,26,17.57,33032
33,33,116,92,79.31,24,20.69,33033
33,34,117,99,84.62,18,15.38,33034
34,1,281,181,64.41,100,35.59,34001
34,2,197,119,60.41,78,39.59,34002
34,3,156,112,71.79,44,28.21,34003
34,4,163,114,69.94,49,30.06,34004
34,5,126,80,63.49,46,36.51,34005
34,6,124,83,66.94,41,33.06,34006
34,7,266,171,64.29,95,35.71,34007
34,8,259,174,67.18,85,32.82,34008
34,9,160,117,73.13,43,26.88,34009
34,10,290,197,67.93,93,32.07,34010
34,11,146,103,70.55,43,29.45,34011
34,12,200,133,66.5,67,33.5,34012
34,13,182,113,62.09,69,37.91,34013
34,14,148,97,65.54,51,34.46,34014
34,15,143,96,67.13,47,32.87,34015
34,16,122,74,60.66,48,39.34,34016
34,17,168,120,71.43,48,28.57,34017
34,18,143,93,65.03,50,34.97,34018
34,19,142,96,67.61,46,32.39,34019
34,20,278,186,66.91,92,33.09,34020
34,21,227,144,63.44,83,36.56,34021
34,22,256,153,59.77,103,40.23,34022
34,23,175,124,70.86,51,29.14,34023
34,24,203,135,66.5,68,33.5,34024
34,25,120,85,70.83,35,29.17,34025
34,26,147,97,65.99,50,34.01,34026
34,27,119,82,68.91,37,31.09,34027
34,28,121,94,77.69,27,22.31,34028
34,29,273,192,70.33,81,29.67,34029
34,30,307,175,57.0,132,43.0,34030
34,31,136,100,73.53,36,26.47,34031
34,32,255,172,67.45,83,32.55,34032
34,33,121,79,65.29,42,34.71,34033
34,34,215,131,60.93,84,39.07,34034
34,35,249,165,66.27,84,33.73,34035
34,36,242,135,55.79,107,44.21,34036
34,37,84,51,60.71,33,39.29,34037
34,38,105,76,72.38,29,27.62,34038
34,39,138,91,65.94,47,34.06,34039
34,40,218,156,71.56,62,28.44,34040
34,41,186,115,61.83,71,38.17,34041
34,42,266,162,60.9,104,39.1,34042
34,43,212,134,63.21,78,36.79,34043
34,44,256,152,59.38,104,40.63,34044
34,45,272,187,68.75,85,31.25,34045
34,46,124,77,62.1,47,37.9,34046
34,47,105,76,72.38,29,27.62,34047
34,48,229,137,59.83,92,40.17,34048
34,49,249,166,66.67,83,33.33,34049
34,50,185,128,69.19,57,30.81,34050
34,51,297,200,67.34,97,32.66,34051
34,52,155,110,70.97,45,29.03,34052
34,53,174,114,65.52,60,34.48,34053
34,54,147,99,67.35,48,32.65,34054
34,55,137,92,67.15,45,32.85,34055
34,56,156,102,65.38,54,34.62,34056
34,57,103,65,63.11,38,36.89,34057
34,58,131,86,65.65,45,34.35,34058
34,59,161,106,65.84,55,34.16,34059
34,60,132,94,71.21,38,28.79,34060
34,61,104,65,62.5,39,37.5,34061
34,62,250,175,70.0,75,30.0,34062
34,63,189,125,66.14,64,33.86,34063
34,64,44,26,59.09,18,40.91,34064
34,65,60,45,75.0,15,25.0,34065
34,66,189,118,62.43,71,37.57,34066
34,67,183,128,69.95,55,30.05,34067
34,68,123,80,65.04,43,34.96,34068
34,69,161,108,67.08,53,32.92,34069
34,70,209,147,70.33,62,29.67,34070
34,71,177,104,58.76,73,41.24,34071
34,72,136,96,70.59,40,29.41,34072
34,73,163,104,63.8,59,36.2,34073
35,1,145,113,77.93,32,22.07,35001
35,2,103,84,81.55,19,18.45,35002
35,3,78,59,75.64,19,24.36,35003
35,4,164,143,87.2,21,12.8,35004
35,5,132,104,78.79,28,21.21,35005
35,6,114,97,85.09,17,14.91,35006
35,7,169,130,76.92,39,23.08,35007
35,8,145,128,88.28,17,11.72,35008
35,9,123,95,77.24,28,22.76,35009
35,10,134,109,81.34,25,18.66,35010
35,11,128,103,80.47,25,19.53,35011
35,12,176,146,82.95,30,17.05,35012
35,13,83,65,78.31,18,21.69,35013
35,14,123,88,71.54,35,28.46,35014
35,15,124,97,78.23,27,21.77,35015
35,16,128,96,75.0,32,25.0,35016
35,17,130,92,70.77,38,29.23,35017
35,18,168,130,77.38,38,22.62,35018
35,19,112,76,67.86,36,32.14,35019
35,20,110,90,81.82,20,18.18,35020
35,21,152,114,75.0,38,25.0,35021
35,22,60,45,75.0,15,25.0,35022
35,23,100,75,75.0,25,25.0,35023
35,24,95,85,89.47,10,10.53,35024
35,25,138,105,76.09,33,23.91,35025
35,26,155,128,82.58,27,17.42,35026
35,27,192,146,76.04,46,23.96,35027
35,28,149,102,68.46,47,31.54,35028
35,29,163,133,81.6,30,18.4,35029
35,30,201,149,74.13,52,25.87,35030
35,31,160,131,81.88,29,18.13,35031
35,32,81,71,87.65,10,12.35,35032
35,33,120,93,77.5,27,22.5,35033
35,34,146,109,74.66,37,25.34,35034
35,35,107,89,83.18,18,16.82,35035
36,1,141,129,91.49,12,8.51,36001
36,2,131,114,87.02,17,12.98,36002
36,3,167,145,86.83,22,13.17,36003
36,4,62,50,80.65,12,19.35,36004
36,5,118,107,90.68,11,9.32,36005
36,6,124,98,79.03,26,20.97,36006
36,7,98,87,88.78,11,11.22,36007
36,8,159,140,88.05,19,11.95,36008
36,9,139,124,89.21,15,10.79,36009
36,10,103,89,86.41,14,13.59,36010
36,11,245,216,88.16,29,11.84,36011
36,12,97,85,87.63,12,12.37,36012
36,13,305,287,94.1,18,5.9,36013
36,14,163,149,91.41,14,8.59,36014
36,15,128,113,88.28,15,11.72,36015
36,16,250,212,84.8,38,15.2,36016
36,17,124,111,89.52,13,10.48,36017
36,18,193,173,89.64,20,10.36,36018
36,19,195,186,95.38,9,4.62,36019
36,20,218,199,91.28,19,8.72,36020
36,21,250,230,92.0,20,8.0,36021
36,22,204,180,88.24,24,11.76,36022
36,23,93,83,89.25,10,10.75,36023
36,24,176,147,83.52,29,16.48,36024
36,25,100,91,91.0,9,9.0,36025
36,26,149,131,87.92,18,12.08,36026
36,27,83,73,87.95,10,12.05,36027
36,28,112,98,87.5,14,12.5,36028
36,29,129,117,90.7,12,9.3,36029
36,30,172,155,90.12,17,9.88,36030
36,31,187,165,88.24,22,11.76,36031
36,32,148,132,89.19,16,10.81,36032
36,33,147,132,89.8,15,10.2,36033
36,34,102,92,90.2,10,9.8,36034
36,35,195,182,93.33,13,6.67,36035
36,36,141,122,86.52,19,13.48,36036
36,37,106,93,87.74,13,12.26,36037
36,38,110,106,96.36,4,3.64,36038
36,39,137,122,89.05,15,10.95,36039
36,40,168,144,85.71,24,14.29,36040
36,41,138,126,91.3,12,8.7,36041
36,42,140,122,87.14,18,12.86,36042
36,43,130,114,87.69,16,12.31,36043
36,44,185,158,85.41,27,14.59,36044
36,45,154,126,81.82,28,18.18,36045
36,46,120,111,92.5,9,7.5,36046
36,47,118,105,88.98,13,11.02,36047
36,48,138,115,83.33,23,16.67,36048
36,49,175,150,85.71,25,14.29,36049
36,50,158,149,94.3,9,5.7,36050
36,51,235,210,89.36,25,10.64,36051
36,52,131,120,91.6,11,8.4,36052
36,53,110,94,85.45,16,14.55,36053
36,54,240,188,78.33,52,21.67,36054
36,55,222,195,87.84,27,12.16,36055
37,1,72,54,75.0,18,25.0,37001
37,2,106,82,77.36,24,22.64,37002
37,3,68,51,75.0,17,25.0,37003
37,4,60,46,76.67,14,23.33,37004
37,5,170,134,78.82,36,21.18,37005
37,6,189,155,82.01,34,17.99,37006
37,7,134,105,78.36,29,21.64,37007
37,8,97,75,77.32,22,22.68,37008
37,9,162,120,74.07,42,25.93,37009
37,10,166,141,84.94,25,15.06,37010
37,11,58,47,81.03,11,18.97,37011
37,12,105,87,82.86,18,17.14,37012
37,13,99,79,79.8,20,20.2,37013
37,14,122,95,77.87,27,22.13,37014
37,15,121,83,68.6,38,31.4,37015
37,16,191,131,68.59,60,31.41,37016
37,17,146,120,82.19,26,17.81,37017
37,18,144,104,72.22,40,27.78,37018
37,19,35,20,57.14,15,42.86,37019
37,20,107,79,73.83,28,26.17,37020
37,21,137,103,75.18,34,24.82,37021
37,22,153,115,75.16,38,24.84,37022
37,23,138,109,78.99,29,21.01,37023
37,24,143,101,70.63,42,29.37,37024
37,25,184,132,71.74,52,28.26,37025
37,26,68,56,82.35,12,17.65,37026
37,27,111,81,72.97,30,27.03,37027
37,28,117,92,78.63,25,21.37,37028
37,29,160,129,80.63,31,19.38,37029
37,30,121,94,77.69,27,22.31,37030
37,31,169,125,73.96,44,26.04,37031
37,32,160,127,79.38,33,20.63,37032
37,33,130,96,73.85,34,26.15,37033
37,34,158,123,77.85,35,22.15,37034
37,35,87,71,81.61,16,18.39,37035
37,36,129,83,64.34,46,35.66,37036
