ward,precinct,total,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
43,59,20,20,100.0,43059
44,1,16,16,100.0,44001
44,2,15,15,100.0,44002
44,3,23,23,100.0,44003
44,4,22,22,100.0,44004
44,5,19,19,100.0,44005
44,6,11,11,100.0,44006
44,7,28,28,100.0,44007
44,8,10,10,100.0,44008
44,9,17,17,100.0,44009
44,10,7,7,100.0,44010
44,11,11,11,100.0,44011
44,12,12,12,100.0,44012
44,13,11,11,100.0,44013
44,14,10,10,100.0,44014
44,15,15,15,100.0,44015
44,16,7,7,100.0,44016
44,17,20,20,100.0,44017
44,18,3,3,100.0,44018
44,19,13,13,100.0,44019
44,20,8,8,100.0,44020
44,21,17,17,100.0,44021
44,22,30,30,100.0,44022
44,23,5,5,100.0,44023
44,24,13,13,100.0,44024
44,25,15,15,100.0,44025
44,26,9,9,100.0,44026
44,27,10,10,100.0,44027
44,28,8,8,100.0,44028
44,29,17,17,100.0,44029
44,30,6,6,100.0,44030
44,31,13,13,100.0,44031
44,32,10,10,100.0,44032
44,33,9,9,100.0,44033
44,34,16,16,100.0,44034
44,35,20,20,100.0,44035
44,36,15,15,100.0,44036
44,37,13,13,100.0,44037
44,38,16,16,100.0,44038
44,39,15,15,100.0,44039
44,40,21,21,100.0,44040
44,41,10,10,100.0,44041
44,42,15,15,100.0,44042
44,43,8,8,100.0,44043
44,44,19,19,100.0,44044
44,45,9,9,100.0,44045
44,46,10,10,100.0,44046
44,47,31,31,100.0,44047
44,48,8,8,100.0,44048
44,49,28,28,100.0,44049
44,50,19,19,100.0,44050
44,51,7,7,100.0,44051
45,1,12,12,100.0,45001
45,2,23,23,100.0,45002
45,3,12,12,100.0,45003
45,4,27,27,100.0,45004
45,5,29,29,100.0,45005
45,6,14,14,100.0,45006
45,7,15,15,100.0,45007
45,8,23,23,100.0,45008
45,9,20,20,100.0,45009
45,10,15,15,100.0,45010
45,11,22,22,100.0,45011
45,12,21,21,100.0,45012
45,13,12,12,100.0,45013
45,14,24,24,100.0,45014
45,15,22,22,100.0,45015
45,16,13,13,100.0,45016
45,17,8,8,100.0,45017
45,18,17,17,100.0,45018
45,19,16,16,100.0,45019
45,20,19,19,100.0,45020
45,21,24,24,100.0,45021
45,22,26,26,100.0,45022
45,23,18,18,100.0,45023
45,24,29,29,100.0,45024
45,25,19,19,100.0,45025
45,26,12,12,100.0,45026
45,27,22,22,100.0,45027
45,28,15,15,100.0,45028
45,29,17,17,100.0,45029
45,30,15,15,100.0,45030
45,31,13,13,100.0,45031
45,32,10,10,100.0,45032
45,33,24,24,100.0,45033
45,34,9,9,100.0,45034
45,35,35,35,100.0,45035
45,36,15,15,100.0,45036
45,37,18,18,100.0,45037
45,38,17,17,100.0,45038
45,39,19,19,100.0,45039
45,40,18,18,100.0,45040
45,41,12,12,100.0,45041
45,42,12,12,100.0,45042
45,43,18,18,100.0,45043
45,44,25,25,100.0,45044
45,45,10,10,100.0,45045
45,46,19,19,100.0,45046
45,47,21,21,100.0,45047
45,48,14,14,100.0,45048
45,49,27,27,100.0,45049
45,50,16,16,100.0,45050
45,51,34,34,100.0,45051
45,52,11,11,100.0,45052
45,53,18,18,100.0,45053
46,1,37,37,100.0,46001
46,2,4,4,100.0,46002
46,3,11,11,100.0,46003
46,4,18,18,100.0,46004
46,5,4,4,100.0,46005
46,6,6,6,100.0,46006
46,7,6,6,100.0,46007
46,8,16,16,100.0,46008
46,9,13,13,100.0,46009
46,10,10,10,100.0,46010
46,11,20,20,100.0,46011
46,12,10,10,100.0,46012
46,13,14,14,100.0,46013
46,14,8,8,100.0,46014
46,15,14,14,100.0,46015
46,16,11,11,100.0,46016
46,17,16,16,100.0,46017
46,18,20,20,100.0,46018
46,19,9,9,100.0,46019
46,20,6,6,100.0,46020
46,21,3,3,100.0,46021
46,22,29,29,100.0,46022
46,23,4,4,100.0,46023
46,24,4,4,100.0,46024
46,25,16,16,100.0,46025
46,26,3,3,100.0,46026
46,27,17,17,100.0,46027
46,28,29,29,100.0,46028
46,29,13,13,100.0,46029
46,30,23,23,100.0,46030
46,31,14,14,100.0,46031
46,32,21,21,100.0,46032
46,33,11,11,100.0,46033
46,34,13,13,100.0,46034
46,35,14,14,100.0,46035
46,36,22,22,100.0,46036
46,37,10,10,100.0,46037
46,38,3,3,100.0,46038
46,39,20,20,100.0,46039
46,40,12,12,100.0,46040
46,41,5,5,100.0,46041
46,42,5,5,100.0,46042
46,43,10,10,100.0,46043
46,44,6,6,100.0,46044
46,45,12,12,100.0,46045
46,46,8,8,100.0,46046
46,47,1,1,100.0,46047
47,1,13,13,100.0,47001
47,2,4,4,100.0,47002
47,3,8,8,100.0,47003
47,4,4,4,100.0,47004
47,5,11,11,100.0,47005
47,6,7,7,100.0,47006
47,7,13,13,100.0,47007
47,8,10,10,100.0,47008
47,9,10,10,100.0,47009
47,10,6,6,100.0,47010
47,11,7,7,100.0,47011
47,12,14,14,100.0,47012
47,13,6,6,100.0,47013
47,14,2,2,100.0,47014
47,15,2,2,100.0,47015
47,16,1,1,100.0,47016
47,17,11,11,100.0,47017
47,18,3,3,100.0,47018
47,19,6,6,100.0,47019
47,20,8,8,100.0,47020
47,21,21,21,100.0,47021
47,22,4,4,100.0,47022
47,23,4,4,100.0,47023
47,24,11,11,100.0,47024
47,25,10,10,100.0,47025
47,26,19,19,100.0,47026
47,27,7,7,100.0,47027
47,28,11,11,100.0,47028
47,29,16,16,100.0,47029
47,30,17,17,100.0,47030
47,31,7,7,100.0,47031
47,32,6,6,100.0,47032
47,33,8,8,100.0,47033
47,34,10,10,100.0,47034
47,35,9,9,100.0,47035
47,36,9,9,100.0,47036
47,37,14,14,100.0,47037
47,38,6,6,100.0,47038
47,39,11,11,100.0,47039
47,40,15,15,100.0,47040
47,41,15,15,100.0,47041
47,42,7,7,100.0,47042
47,43,7,7,100.0,47043
47,44,17,17,100.0,47044
47,45,9,9,100.0,47045
47,46,10,10,100.0,47046
47,47,8,8,100.0,47047
47,48,5,5,100.0,47048
47,49,7,7,100.0,47049
47,50,8,8,100.0,47050
47,51,3,3,100.0,47051
47,52,5,5,100.0,47052
48,1,18,18,100.0,48001
48,2,14,14,100.0,48002
48,3,18,18,100.0,48003
48,4,28,28,100.0,48004
48,5,22,22,100.0,48005
48,6,11,11,100.0,48006
48,7,5,5,100.0,48007
48,8,9,9,100.0,48008
48,9,17,17,100.0,48009
48,10,10,10,100.0,48010
48,11,8,8,100.0,48011
48,12,8,8,100.0,48012
48,13,11,11,100.0,48013
48,14,20,20,100.0,48014
48,15,2,2,100.0,48015
48,16,13,13,100.0,48016
48,17,12,12,100.0,48017
48,18,6,6,100.0,48018
48,19,9,9,100.0,48019
48,20,5,5,100.0,48020
48,21,4,4,100.0,48021
48,22,42,42,100.0,48022
48,23,21,21,100.0,48023
48,24,13,13,100.0,48024
48,25,15,15,100.0,48025
48,26,15,15,100.0,48026
48,27,15,15,100.0,48027
48,28,11,11,100.0,48028
48,29,12,12,100.0,48029
48,30,11,11,100.0,48030
48,31,12,12,100.0,48031
48,32,6,6,100.0,48032
48,33,15,15,100.0,48033
48,34,6,6,100.0,48034
48,35,10,10,100.0,48035
48,36,14,14,100.0,48036
48,37,5,5,100.0,48037
48,38,10,10,100.0,48038
48,39,16,16,100.0,48039
48,40,8,8,100.0,48040
48,41,12,12,100.0,48041
48,42,2,2,100.0,48042
48,43,10,10,100.0,48043
48,44,5,5,100.0,48044
48,45,10,10,100.0,48045
48,46,13,13,100.0,48046
48,47,4,4,100.0,48047
48,48,15,15,100.0,48048
48,49,2,2,100.0,48049
48,50,11,11,100.0,48050
48,51,19,19,100.0,48051
48,52,8,8,100.0,48052
48,53,20,20,100.0,48053
48,54,8,8,100.0,48054
48,55,12,12,100.0,48055
48,56,7,7,100.0,48056
49,1,1,1,100.0,49001
49,2,23,23,100.0,49002
49,3,3,3,100.0,49003
49,4,5,5,100.0,49004
49,5,4,4,100.0,49005
49,6,8,8,100.0,49006
49,7,4,4,100.0,49007
49,8,13,13,100.0,49008
49,9,9,9,100.0,49009
49,10,9,9,100.0,49010
49,11,10,10,100.0,49011
49,12,8,8,100.0,49012
49,13,13,13,100.0,49013
49,14,10,10,100.0,49014
49,15,6,6,100.0,49015
49,16,12,12,100.0,49016
49,17,1,1,100.0,49017
49,18,6,6,100.0,49018
49,19,3,3,100.0,49019
49,20,7,7,100.0,49020
49,21,3,3,100.0,49021
49,22,10,10,100.0,49022
49,23,5,5,100.0,49023
49,24,12,12,100.0,49024
49,25,4,4,100.0,49025
49,26,13,13,100.0,49026
49,27,6,6,100.0,49027
49,28,6,6,100.0,49028
49,29,1,1,100.0,49029
49,30,3,3,100.0,49030
49,31,3,3,100.0,49031
49,32,2,2,100.0,49032
49,33,6,6,100.0,49033
49,34,3,3,100.0,49034
49,35,9,9,100.0,49035
49,36,14,14,100.0,49036
49,37,9,9,100.0,49037
49,38,1,1,100.0,49038
49,39,3,3,100.0,49039
49,40,13,13,100.0,49040
49,41,3,3,100.0,49041
49,42,4,4,100.0,49042
50,1,14,14,100.0,50001
50,2,10,10,100.0,50002
50,3,6,6,100.0,50003
50,4,13,13,100.0,50004
50,5,12,12,100.0,50005
50,6,8,8,100.0,50006
50,7,12,12,100.0,50007
50,8,7,7,100.0,50008
50,9,8,8,100.0,50009
50,10,8,8,100.0,50010
50,11,7,7,100.0,50011
50,12,6,6,100.0,50012
50,13,8,8,100.0,50013
50,14,3,3,100.0,50014
50,15,12,12,100.0,50015
50,16,9,9,100.0,50016
50,17,10,10,100.0,50017
50,18,11,11,100.0,50018
50,19,9,9,100.0,50019
50,20,14,14,100.0,50020
50,21,13,13,100.0,50021
50,22,11,11,100.0,50022
50,23,3,3,100.0,50023
50,24,17,17,100.0,50024
50,25,14,14,100.0,50025
50,26,10,10,100.0,50026
50,27,5,5,100.0,50027
50,28,21,21,100.0,50028
50,29,13,13,100.0,50029
50,30,11,11,100.0,50030
50,31,1,1,100.0,50031
50,32,10,10,100.0,50032
50,33,6,6,100.0,50033
50,34,5,5,100.0,50034
50,35,11,11,100.0,50035
50,36,18,18,100.0,50036
50,37,18,18,100.0,50037
50,38,10,10,100.0,50038
50,39,8,8,100.0,50039
50,40,19,19,100.0,50040
50,41,9,9,100.0,50041
50,42,4,4,100.0,50042
50,43,12,12,100.0,50043
50,44,10,10,100.0,50044
50,45,8,8,100.0,50045
