ward,precinct,total,Bill Brady & Maria Rodriguez,Bill Brady & Maria Rodriguez Percent,Dan Rutherford & Steve Kim,Dan Rutherford & Steve Kim Percent,Kirk W. Dillard & Jil Tracy,Kirk W. Dillard & Jil Tracy Percent,Bruce Rauner & Evelyn Sanguinetti,Bruce Rauner & Evelyn Sanguinetti Percent,precinct_id
20,37,0,0,0.0,0,0.0,0,0.0,0,0.0,20037
20,38,0,0,0.0,0,0.0,0,0.0,0,0.0,20038
20,39,0,0,0.0,0,0.0,0,0.0,0,0.0,20039
21,1,0,0,0.0,0,0.0,0,0.0,0,0.0,21001
21,2,3,3,100.0,0,0.0,0,0.0,0,0.0,21002
21,3,1,0,0.0,0,0.0,1,100.0,0,0.0,21003
21,4,3,0,0.0,0,0.0,3,100.0,0,0.0,21004
21,5,3,0,0.0,0,0.0,2,66.67,1,33.33,21005
21,6,1,0,0.0,0,0.0,1,100.0,0,0.0,21006
21,7,1,0,0.0,0,0.0,0,0.0,1,100.0,21007
21,8,1,0,0.0,0,0.0,1,100.0,0,0.0,21008
21,9,8,3,37.5,0,0.0,3,37.5,2,25.0,21009
21,10,6,1,16.67,0,0.0,3,50.0,2,33.33,21010
21,11,0,0,0.0,0,0.0,0,0.0,0,0.0,21011
21,12,3,0,0.0,1,33.33,1,33.33,1,33.33,21012
21,13,2,1,50.0,0,0.0,1,50.0,0,0.0,21013
21,14,3,1,33.33,0,0.0,0,0.0,2,66.67,21014
21,15,1,0,0.0,0,0.0,0,0.0,1,100.0,21015
21,16,1,0,0.0,0,0.0,1,100.0,0,0.0,21016
21,17,3,2,66.67,0,0.0,1,33.33,0,0.0,21017
21,18,6,2,33.33,1,16.67,3,50.0,0,0.0,21018
21,19,2,1,50.0,0,0.0,1,50.0,0,0.0,21019
21,20,6,1,16.67,0,0.0,5,83.33,0,0.0,21020
21,21,1,0,0.0,0,0.0,0,0.0,1,100.0,21021
21,22,2,2,100.0,0,0.0,0,0.0,0,0.0,21022
21,23,1,0,0.0,0,0.0,1,100.0,0,0.0,21023
21,24,0,0,0.0,0,0.0,0,0.0,0,0.0,21024
21,25,1,0,0.0,0,0.0,1,100.0,0,0.0,21025
21,26,2,0,0.0,0,0.0,1,50.0,1,50.0,21026
21,27,2,0,0.0,0,0.0,2,100.0,0,0.0,21027
21,28,0,0,0.0,0,0.0,0,0.0,0,0.0,21028
21,29,0,0,0.0,0,0.0,0,0.0,0,0.0,21029
21,30,0,0,0.0,0,0.0,0,0.0,0,0.0,21030
21,31,2,0,0.0,0,0.0,1,50.0,1,50.0,21031
21,32,5,1,20.0,0,0.0,3,60.0,1,20.0,21032
21,33,3,1,33.33,0,0.0,2,66.67,0,0.0,21033
21,34,1,0,0.0,0,0.0,1,100.0,0,0.0,21034
21,35,3,0,0.0,1,33.33,2,66.67,0,0.0,21035
21,36,3,1,33.33,0,0.0,2,66.67,0,0.0,21036
21,37,4,1,25.0,0,0.0,2,50.0,1,25.0,21037
21,38,1,0,0.0,0,0.0,1,100.0,0,0.0,21038
21,39,0,0,0.0,0,0.0,0,0.0,0,0.0,21039
21,40,1,0,0.0,0,0.0,0,0.0,1,100.0,21040
21,41,9,2,22.22,0,0.0,5,55.56,2,22.22,21041
21,42,4,0,0.0,0,0.0,4,100.0,0,0.0,21042
21,43,4,1,25.0,0,0.0,3,75.0,0,0.0,21043
21,44,2,0,0.0,0,0.0,1,50.0,1,50.0,21044
21,45,1,0,0.0,0,0.0,1,100.0,0,0.0,21045
21,46,8,1,12.5,1,12.5,5,62.5,1,12.5,21046
21,47,1,0,0.0,0,0.0,0,0.0,1,100.0,21047
21,48,2,0,0.0,0,0.0,2,100.0,0,0.0,21048
21,49,4,0,0.0,0,0.0,3,75.0,1,25.0,21049
21,50,4,2,50.0,0,0.0,1,25.0,1,25.0,21050
21,51,4,0,0.0,0,0.0,3,75.0,1,25.0,21051
21,52,1,0,0.0,0,0.0,1,100.0,0,0.0,21052
21,53,2,0,0.0,0,0.0,1,50.0,1,50.0,21053
21,54,2,1,50.0,0,0.0,1,50.0,0,0.0,21054
22,1,0,0,0.0,0,0.0,0,0.0,0,0.0,22001
22,2,27,2,7.41,2,7.41,13,48.15,10,37.04,22002
22,3,9,1,11.11,0,0.0,4,44.44,4,44.44,22003
22,4,1,0,0.0,1,100.0,0,0.0,0,0.0,22004
22,5,4,1,25.0,1,25.0,1,25.0,1,25.0,22005
22,6,11,2,18.18,1,9.09,5,45.45,3,27.27,22006
22,7,8,2,25.0,0,0.0,1,12.5,5,62.5,22007
22,8,16,4,25.0,2,12.5,4,25.0,6,37.5,22008
22,9,4,1,25.0,0,0.0,1,25.0,2,50.0,22009
22,10,3,0,0.0,0,0.0,2,66.67,1,33.33,22010
22,11,3,2,66.67,0,0.0,0,0.0,1,33.33,22011
22,12,22,3,13.64,2,9.09,7,31.82,10,45.45,22012
22,13,4,1,25.0,0,0.0,2,50.0,1,25.0,22013
22,14,5,4,80.0,0,0.0,1,20.0,0,0.0,22014
22,15,3,1,33.33,0,0.0,0,0.0,2,66.67,22015
22,16,8,2,25.0,1,12.5,2,25.0,3,37.5,22016
22,17,6,2,33.33,0,0.0,4,66.67,0,0.0,22017
22,18,3,2,66.67,0,0.0,0,0.0,1,33.33,22018
22,19,2,1,50.0,0,0.0,1,50.0,0,0.0,22019
22,20,7,0,0.0,0,0.0,5,71.43,2,28.57,22020
22,21,0,0,0.0,0,0.0,0,0.0,0,0.0,22021
22,22,4,1,25.0,1,25.0,2,50.0,0,0.0,22022
22,23,3,1,33.33,0,0.0,2,66.67,0,0.0,22023
22,24,8,7,87.5,0,0.0,0,0.0,1,12.5,22024
22,25,4,1,25.0,0,0.0,3,75.0,0,0.0,22025
23,1,36,5,13.89,2,5.56,18,50.0,11,30.56,23001
23,2,44,7,15.91,1,2.27,21,47.73,15,34.09,23002
23,3,58,8,13.79,3,5.17,28,48.28,19,32.76,23003
23,4,40,4,10.0,2,5.0,22,55.0,12,30.0,23004
23,5,4,0,0.0,0,0.0,3,75.0,1,25.0,23005
23,6,12,5,41.67,0,0.0,4,33.33,3,25.0,23006
23,7,16,6,37.5,0,0.0,4,25.0,6,37.5,23007
23,8,18,2,11.11,0,0.0,10,55.56,6,33.33,23008
23,9,10,1,10.0,0,0.0,1,10.0,8,80.0,23009
23,10,17,4,23.53,0,0.0,6,35.29,7,41.18,23010
23,11,5,0,0.0,1,20.0,2,40.0,2,40.0,23011
23,12,53,7,13.21,2,3.77,33,62.26,11,20.75,23012
23,13,11,2,18.18,0,0.0,1,9.09,8,72.73,23013
23,14,39,5,12.82,4,10.26,20,51.28,10,25.64,23014
23,15,7,4,57.14,0,0.0,0,0.0,3,42.86,23015
23,16,33,6,18.18,4,12.12,16,48.48,7,21.21,23016
23,17,8,1,12.5,0,0.0,3,37.5,4,50.0,23017
23,18,28,1,3.57,2,7.14,20,71.43,5,17.86,23018
23,19,9,3,33.33,0,0.0,5,55.56,1,11.11,23019
23,20,8,5,62.5,2,25.0,0,0.0,1,12.5,23020
23,21,60,8,13.33,0,0.0,31,51.67,21,35.0,23021
23,22,34,3,8.82,0,0.0,13,38.24,18,52.94,23022
23,23,44,8,18.18,2,4.55,16,36.36,18,40.91,23023
23,24,17,3,17.65,1,5.88,3,17.65,10,58.82,23024
23,25,12,2,16.67,0,0.0,1,8.33,9,75.0,23025
23,26,21,2,9.52,2,9.52,7,33.33,10,47.62,23026
23,27,43,4,9.3,0,0.0,25,58.14,14,32.56,23027
23,28,44,9,20.45,3,6.82,18,40.91,14,31.82,23028
23,29,28,1,3.57,0,0.0,17,60.71,10,35.71,23029
23,30,12,3,25.0,1,8.33,4,33.33,4,33.33,23030
23,31,7,3,42.86,1,14.29,1,14.29,2,28.57,23031
23,32,20,4,20.0,0,0.0,3,15.0,13,65.0,23032
23,33,10,2,20.0,0,0.0,3,30.0,5,50.0,23033
23,34,13,3,23.08,1,7.69,6,46.15,3,23.08,23034
23,35,46,7,15.22,2,4.35,25,54.35,12,26.09,23035
23,36,41,7,17.07,3,7.32,17,41.46,14,34.15,23036
23,37,61,10,16.39,3,4.92,31,50.82,17,27.87,23037
23,38,40,12,30.0,3,7.5,19,47.5,6,15.0,23038
23,39,3,0,0.0,0,0.0,1,33.33,2,66.67,23039
24,1,2,1,50.0,0,0.0,1,50.0,0,0.0,24001
24,2,3,0,0.0,0,0.0,3,100.0,0,0.0,24002
24,3,9,1,11.11,2,22.22,2,22.22,4,44.44,24003
24,4,1,0,0.0,0,0.0,0,0.0,1,100.0,24004
24,5,1,1,100.0,0,0.0,0,0.0,0,0.0,24005
24,6,5,1,20.0,0,0.0,2,40.0,2,40.0,24006
24,7,5,1,20.0,0,0.0,3,60.0,1,20.0,24007
24,8,0,0,0.0,0,0.0,0,0.0,0,0.0,24008
24,9,1,0,0.0,0,0.0,1,100.0,0,0.0,24009
24,10,2,0,0.0,0,0.0,1,50.0,1,50.0,24010
24,11,2,0,0.0,1,50.0,1,50.0,0,0.0,24011
24,12,0,0,0.0,0,0.0,0,0.0,0,0.0,24012
24,13,1,0,0.0,0,0.0,1,100.0,0,0.0,24013
24,14,3,0,0.0,1,33.33,0,0.0,2,66.67,24014
24,15,0,0,0.0,0,0.0,0,0.0,0,0.0,24015
24,16,3,2,66.67,0,0.0,0,0.0,1,33.33,24016
24,17,2,0,0.0,0,0.0,2,100.0,0,0.0,24017
24,18,3,1,33.33,0,0.0,2,66.67,0,0.0,24018
24,19,1,0,0.0,0,0.0,1,100.0,0,0.0,24019
24,20,0,0,0.0,0,0.0,0,0.0,0,0.0,24020
24,21,2,0,0.0,0,0.0,1,50.0,1,50.0,24021
24,22,4,0,0.0,0,0.0,2,50.0,2,50.0,24022
24,23,2,0,0.0,0,0.0,0,0.0,2,100.0,24023
24,24,6,1,16.67,0,0.0,0,0.0,5,83.33,24024
24,25,11,2,18.18,1,9.09,0,0.0,8,72.73,24025
24,26,5,1,20.0,1,20.0,2,40.0,1,20.0,24026
24,27,9,0,0.0,0,0.0,9,100.0,0,0.0,24027
24,28,1,0,0.0,1,100.0,0,0.0,0,0.0,24028
24,29,3,0,0.0,0,0.0,3,100.0,0,0.0,24029
24,30,0,0,0.0,0,0.0,0,0.0,0,0.0,24030
24,31,3,0,0.0,0,0.0,2,66.67,1,33.33,24031
24,32,1,0,0.0,0,0.0,1,100.0,0,0.0,24032
24,33,2,1,50.0,0,0.0,1,50.0,0,0.0,24033
24,34,2,1,50.0,0,0.0,1,50.0,0,0.0,24034
24,35,2,0,0.0,0,0.0,1,50.0,1,50.0,24035
24,36,1,0,0.0,0,0.0,1,100.0,0,0.0,24036
24,37,4,1,25.0,0,0.0,3,75.0,0,0.0,24037
24,38,2,1,50.0,0,0.0,1,50.0,0,0.0,24038
24,39,3,1,33.33,1,33.33,0,0.0,1,33.33,24039
24,40,2,0,0.0,0,0.0,0,0.0,2,100.0,24040
24,41,0,0,0.0,0,0.0,0,0.0,0,0.0,24041
25,1,10,2,20.0,0,0.0,7,70.0,1,10.0,25001
25,2,11,2,18.18,1,9.09,5,45.45,3,27.27,25002
25,3,27,1,3.7,0,0.0,8,29.63,18,66.67,25003
25,4,1,1,100.0,0,0.0,0,0.0,0,0.0,25004
25,5,13,2,15.38,0,0.0,10,76.92,1,7.69,25005
25,6,14,4,28.57,4,28.57,3,21.43,3,21.43,25006
25,7,5,2,40.0,0,0.0,2,40.0,1,20.0,25007
25,8,9,1,11.11,0,0.0,4,44.44,4,44.44,25008
25,9,10,3,30.0,0,0.0,5,50.0,2,20.0,25009
25,10,31,2,6.45,1,3.23,9,29.03,19,61.29,25010
25,11,18,2,11.11,1,5.56,3,16.67,12,66.67,25011
25,12,6,1,16.67,1,16.67,1,16.67,3,50.0,25012
25,13,6,1,16.67,0,0.0,4,66.67,1,16.67,25013
25,14,17,4,23.53,2,11.76,4,23.53,7,41.18,25014
25,15,14,2,14.29,1,7.14,6,42.86,5,35.71,25015
25,16,32,3,9.38,1,3.13,11,34.38,17,53.13,25016
25,17,14,1,7.14,2,14.29,5,35.71,6,42.86,25017
25,18,11,4,36.36,0,0.0,4,36.36,3,27.27,25018
25,19,15,5,33.33,0,0.0,8,53.33,2,13.33,25019
25,20,2,0,0.0,0,0.0,2,100.0,0,0.0,25020
25,21,35,2,5.71,2,5.71,8,22.86,23,65.71,25021
25,22,3,1,33.33,1,33.33,1,33.33,0,0.0,25022
25,23,7,0,0.0,1,14.29,4,57.14,2,28.57,25023
25,24,6,4,66.67,1,16.67,1,16.67,0,0.0,25024
25,25,33,6,18.18,2,6.06,8,24.24,17,51.52,25025
25,26,15,4,26.67,0,0.0,7,46.67,4,26.67,25026
25,27,23,0,0.0,1,4.35,7,30.43,15,65.22,25027
25,28,8,3,37.5,1,12.5,1,12.5,3,37.5,25028
25,29,10,2,20.0,0,0.0,3,30.0,5,50.0,25029
25,30,12,4,33.33,0,0.0,4,33.33,4,33.33,25030
25,31,23,1,4.35,0,0.0,3,13.04,19,82.61,25031
25,32,13,0,0.0,1,7.69,3,23.08,9,69.23,25032
26,1,8,1,12.5,1,12.5,2,25.0,4,50.0,26001
26,2,7,6,85.71,0,0.0,1,14.29,0,0.0,26002
26,3,9,3,33.33,0,0.0,4,44.44,2,22.22,26003
26,4,4,0,0.0,0,0.0,1,25.0,3,75.0,26004
26,5,10,1,10.0,2,20.0,5,50.0,2,20.0,26005
26,6,6,1,16.67,0,0.0,3,50.0,2,33.33,26006
26,7,6,0,0.0,0,0.0,1,16.67,5,83.33,26007
26,8,2,0,0.0,0,0.0,1,50.0,1,50.0,26008
26,9,4,2,50.0,0,0.0,1,25.0,1,25.0,26009
26,10,6,0,0.0,0,0.0,4,66.67,2,33.33,26010
26,11,9,4,44.44,0,0.0,5,55.56,0,0.0,26011
26,12,3,1,33.33,0,0.0,1,33.33,1,33.33,26012
26,13,5,2,40.0,0,0.0,1,20.0,2,40.0,26013
26,14,5,1,20.0,1,20.0,3,60.0,0,0.0,26014
26,15,0,0,0.0,0,0.0,0,0.0,0,0.0,26015
26,16,1,1,100.0,0,0.0,0,0.0,0,0.0,26016
26,17,33,4,12.12,0,0.0,19,57.58,10,30.3,26017
26,18,4,1,25.0,0,0.0,3,75.0,0,0.0,26018
26,19,1,0,0.0,0,0.0,0,0.0,1,100.0,26019
26,20,7,1,14.29,0,0.0,3,42.86,3,42.86,26020
26,21,10,4,40.0,1,10.0,1,10.0,4,40.0,26021
26,22,3,0,0.0,0,0.0,2,66.67,1,33.33,26022
26,23,3,0,0.0,0,0.0,1,33.33,2,66.67,26023
26,24,3,2,66.67,0,0.0,1,33.33,0,0.0,26024
26,25,7,3,42.86,1,14.29,0,0.0,3,42.86,26025
26,26,6,0,0.0,0,0.0,2,33.33,4,66.67,26026
26,27,7,2,28.57,1,14.29,3,42.86,1,14.29,26027
26,28,22,0,0.0,1,4.55,6,27.27,15,68.18,26028
26,29,4,0,0.0,0,0.0,3,75.0,1,25.0,26029
26,30,3,1,33.33,0,0.0,2,66.67,0,0.0,26030
26,31,7,3,42.86,0,0.0,2,28.57,2,28.57,26031
26,32,17,2,11.76,1,5.88,3,17.65,11,64.71,26032
26,33,5,1,20.0,0,0.0,2,40.0,2,40.0,26033
26,34,13,2,15.38,0,0.0,8,61.54,3,23.08,26034
26,35,2,1,50.0,0,0.0,0,0.0,1,50.0,26035
26,36,12,0,0.0,3,25.0,4,33.33,5,41.67,26036
26,37,4,2,50.0,0,0.0,0,0.0,2,50.0,26037
26,38,4,2,50.0,0,0.0,0,0.0,2,50.0,26038
26,39,12,1,8.33,0,0.0,7,58.33,4,33.33,26039
26,40,3,1,33.33,0,0.0,1,33.33,1,33.33,26040
26,41,5,0,0.0,0,0.0,1,20.0,4,80.0,26041
26,42,7,2,28.57,1,14.29,3,42.86,1,14.29,26042
26,43,4,1,25.0,0,0.0,1,25.0,2,50.0,26043
26,44,0,0,0.0,0,0.0,0,0.0,0,0.0,26044
26,45,2,0,0.0,1,50.0,0,0.0,1,50.0,26045
26,46,25,2,8.0,2,8.0,11,44.0,10,40.0,26046
26,47,3,0,0.0,1,33.33,1,33.33,1,33.33,26047
26,48,11,1,9.09,0,0.0,6,54.55,4,36.36,26048
26,49,1,0,0.0,0,0.0,1,100.0,0,0.0,26049
27,1,21,0,0.0,1,4.76,4,19.05,16,76.19,27001
27,2,26,4,15.38,2,7.69,3,11.54,17,65.38,27002
27,3,7,3,42.86,0,0.0,4,57.14,0,0.0,27003
27,4,5,0,0.0,1,20.0,2,40.0,2,40.0,27004
27,5,1,1,100.0,0,0.0,0,0.0,0,0.0,27005
27,6,10,1,10.0,0,0.0,3,30.0,6,60.0,27006
27,7,19,1,5.26,2,10.53,8,42.11,8,42.11,27007
27,8,2,0,0.0,0,0.0,2,100.0,0,0.0,27008
27,9,12,1,8.33,0,0.0,2,16.67,9,75.0,27009
27,10,2,1,50.0,0,0.0,0,0.0,1,50.0,27010
27,11,25,3,12.0,2,8.0,9,36.0,11,44.0,27011
27,12,25,5,20.0,2,8.0,8,32.0,10,40.0,27012
27,13,8,1,12.5,0,0.0,3,37.5,4,50.0,27013
27,14,3,1,33.33,0,0.0,1,33.33,1,33.33,27014
27,15,4,1,25.0,1,25.0,1,25.0,1,25.0,27015
27,16,22,0,0.0,1,4.55,3,13.64,18,81.82,27016
27,17,0,0,0.0,0,0.0,0,0.0,0,0.0,27017
27,18,2,0,0.0,1,50.0,1,50.0,0,0.0,27018
27,19,6,2,33.33,0,0.0,3,50.0,1,16.67,27019
27,20,0,0,0.0,0,0.0,0,0.0,0,0.0,27020
27,21,17,3,17.65,1,5.88,5,29.41,8,47.06,27021
27,22,3,0,0.0,0,0.0,3,100.0,0,0.0,27022
27,23,3,1,33.33,0,0.0,1,33.33,1,33.33,27023
27,24,1,0,0.0,0,0.0,0,0.0,1,100.0,27024
27,25,6,1,16.67,1,16.67,1,16.67,3,50.0,27025
27,26,2,2,100.0,0,0.0,0,0.0,0,0.0,27026
27,27,7,0,0.0,0,0.0,1,14.29,6,85.71,27027
27,28,7,2,28.57,0,0.0,0,0.0,5,71.43,27028
27,29,1,0,0.0,0,0.0,1,100.0,0,0.0,27029
27,30,5,1,20.0,1,20.0,1,20.0,2,40.0,27030
27,31,0,0,0.0,0,0.0,0,0.0,0,0.0,27031
27,32,5,2,40.0,0,0.0,3,60.0,0,0.0,27032
27,33,13,2,15.38,1,7.69,5,38.46,5,38.46,27033
27,34,4,1,25.0,1,25.0,2,50.0,0,0.0,27034
27,35,17,8,47.06,1,5.88,2,11.76,6,35.29,27035
27,36,1,0,0.0,0,0.0,1,100.0,0,0.0,27036
27,37,8,1,12.5,0,0.0,2,25.0,5,62.5,27037
27,38,40,4,10.0,1,2.5,15,37.5,20,50.0,27038
27,39,4,0,0.0,0,0.0,3,75.0,1,25.0,27039
27,40,18,0,0.0,0,0.0,8,44.44,10,55.56,27040
27,41,3,0,0.0,1,33.33,1,33.33,1,33.33,27041
27,42,13,3,23.08,3,23.08,3,23.08,4,30.77,27042
27,43,2,0,0.0,0,0.0,1,50.0,1,50.0,27043
27,44,4,1,25.0,0,0.0,0,0.0,3,75.0,27044
27,45,18,2,11.11,0,0.0,2,11.11,14,77.78,27045
27,46,13,2,15.38,1,7.69,1,7.69,9,69.23,27046
27,47,13,2,15.38,0,0.0,2,15.38,9,69.23,27047
27,48,9,1,11.11,1,11.11,2,22.22,5,55.56,27048
27,49,2,0,0.0,0,0.0,2,100.0,0,0.0,27049
27,50,1,0,0.0,0,0.0,0,0.0,1,100.0,27050
28,1,0,0,0.0,0,0.0,0,0.0,0,0.0,28001
28,2,3,1,33.33,0,0.0,0,0.0,2,66.67,28002
28,3,1,0,0.0,1,100.0,0,0.0,0,0.0,28003
28,4,18,1,5.56,1,5.56,5,27.78,11,61.11,28004
28,5,2,1,50.0,0,0.0,0,0.0,1,50.0,28005
28,6,8,2,25.0,0,0.0,3,37.5,3,37.5,28006
28,7,3,1,33.33,0,0.0,1,33.33,1,33.33,28007
28,8,10,0,0.0,1,10.0,3,30.0,6,60.0,28008
28,9,1,0,0.0,1,100.0,0,0.0,0,0.0,28009
28,10,26,4,15.38,0,0.0,11,42.31,11,42.31,28010
28,11,12,2,16.67,3,25.0,2,16.67,5,41.67,28011
28,12,2,0,0.0,2,100.0,0,0.0,0,0.0,28012
28,13,7,3,42.86,0,0.0,0,0.0,4,57.14,28013
28,14,1,0,0.0,0,0.0,1,100.0,0,0.0,28014
28,15,1,0,0.0,0,0.0,1,100.0,0,0.0,28015
28,16,1,0,0.0,0,0.0,1,100.0,0,0.0,28016
28,17,1,1,100.0,0,0.0,0,0.0,0,0.0,28017
28,18,0,0,0.0,0,0.0,0,0.0,0,0.0,28018
28,19,16,1,6.25,0,0.0,9,56.25,6,37.5,28019
28,20,2,0,0.0,0,0.0,2,100.0,0,0.0,28020
28,21,2,0,0.0,0,0.0,2,100.0,0,0.0,28021
28,22,5,1,20.0,1,20.0,2,40.0,1,20.0,28022
28,23,6,0,0.0,1,16.67,3,50.0,2,33.33,28023
28,24,0,0,0.0,0,0.0,0,0.0,0,0.0,28024
28,25,7,0,0.0,0,0.0,6,85.71,1,14.29,28025
28,26,5,2,40.0,0,0.0,2,40.0,1,20.0,28026
28,27,29,0,0.0,2,6.9,12,41.38,15,51.72,28027
28,28,36,5,13.89,1,2.78,10,27.78,20,55.56,28028
28,29,6,0,0.0,1,16.67,0,0.0,5,83.33,28029
28,30,0,0,0.0,0,0.0,0,0.0,0,0.0,28030
28,31,3,1,33.33,0,0.0,1,33.33,1,33.33,28031
28,32,0,0,0.0,0,0.0,0,0.0,0,0.0,28032
28,33,2,0,0.0,0,0.0,1,50.0,1,50.0,28033
28,34,7,1,14.29,0,0.0,4,57.14,2,28.57,28034
28,35,5,1,20.0,0,0.0,2,40.0,2,40.0,28035
28,36,0,0,0.0,0,0.0,0,0.0,0,0.0,28036
28,37,1,0,0.0,0,0.0,0,0.0,1,100.0,28037
28,38,0,0,0.0,0,0.0,0,0.0,0,0.0,28038
28,39,1,0,0.0,0,0.0,1,100.0,0,0.0,28039
28,40,2,0,0.0,1,50.0,1,50.0,0,0.0,28040
28,41,1,0,0.0,0,0.0,1,100.0,0,0.0,28041
28,42,1,0,0.0,0,0.0,1,100.0,0,0.0,28042
28,43,2,1,50.0,0,0.0,1,50.0,0,0.0,28043
28,44,1,0,0.0,0,0.0,1,100.0,0,0.0,28044
28,45,8,1,12.5,1,12.5,3,37.5,3,37.5,28045
28,46,42,3,7.14,1,2.38,21,50.0,17,40.48,28046
29,1,31,6,19.35,0,0.0,12,38.71,13,41.94,29001
29,2,1,0,0.0,0,0.0,1,100.0,0,0.0,29002
29,3,3,1,33.33,0,0.0,1,33.33,1,33.33,29003
29,4,3,0,0.0,0,0.0,2,66.67,1,33.33,29004
29,5,2,0,0.0,0,0.0,0,0.0,2,100.0,29005
29,6,3,0,0.0,0,0.0,1,33.33,2,66.67,29006
29,7,11,3,27.27,1,9.09,3,27.27,4,36.36,29007
29,8,1,0,0.0,0,0.0,0,0.0,1,100.0,29008
29,9,35,4,11.43,1,2.86,18,51.43,12,34.29,29009
29,10,40,2,5.0,3,7.5,18,45.0,17,42.5,29010
29,11,0,0,0.0,0,0.0,0,0.0,0,0.0,29011
29,12,5,0,0.0,0,0.0,4,80.0,1,20.0,29012
29,13,6,1,16.67,1,16.67,3,50.0,1,16.67,29013
29,14,2,0,0.0,0,0.0,2,100.0,0,0.0,29014
29,15,1,0,0.0,0,0.0,0,0.0,1,100.0,29015
29,16,0,0,0.0,0,0.0,0,0.0,0,0.0,29016
29,17,0,0,0.0,0,0.0,0,0.0,0,0.0,29017
29,18,2,0,0.0,1,50.0,1,50.0,0,0.0,29018
29,19,5,2,40.0,0,0.0,2,40.0,1,20.0,29019
29,20,6,2,33.33,2,33.33,2,33.33,0,0.0,29020
29,21,6,3,50.0,1,16.67,0,0.0,2,33.33,29021
29,22,11,2,18.18,3,27.27,3,27.27,3,27.27,29022
29,23,33,8,24.24,3,9.09,10,30.3,12,36.36,29023
29,24,0,0,0.0,0,0.0,0,0.0,0,0.0,29024
29,25,1,1,100.0,0,0.0,0,0.0,0,0.0,29025
29,26,5,1,20.0,0,0.0,2,40.0,2,40.0,29026
29,27,1,0,0.0,0,0.0,1,100.0,0,0.0,29027
29,28,1,0,0.0,0,0.0,1,100.0,0,0.0,29028
29,29,43,8,18.6,0,0.0,22,51.16,13,30.23,29029
29,30,15,4,26.67,0,0.0,3,20.0,8,53.33,29030
29,31,34,6,17.65,1,2.94,11,32.35,16,47.06,29031
29,32,38,1,2.63,4,10.53,20,52.63,13,34.21,29032
29,33,0,0,0.0,0,0.0,0,0.0,0,0.0,29033
29,34,12,2,16.67,0,0.0,3,25.0,7,58.33,29034
29,35,2,1,50.0,0,0.0,1,50.0,0,0.0,29035
29,36,1,0,0.0,0,0.0,0,0.0,1,100.0,29036
29,37,9,4,44.44,1,11.11,2,22.22,2,22.22,29037
29,38,33,7,21.21,1,3.03,20,60.61,5,15.15,29038
29,39,32,7,21.88,5,15.63,11,34.38,9,28.13,29039
29,40,4,0,0.0,0,0.0,3,75.0,1,25.0,29040
29,41,5,0,0.0,0,0.0,5,100.0,0,0.0,29041
29,42,2,1,50.0,0,0.0,0,0.0,1,50.0,29042
29,43,13,1,7.69,0,0.0,8,61.54,4,30.77,29043
29,44,2,1,50.0,0,0.0,0,0.0,1,50.0,29044
30,1,34,12,35.29,5,14.71,13,38.24,4,11.76,30001
30,2,22,6,27.27,1,4.55,4,18.18,11,50.0,30002
30,3,17,3,17.65,0,0.0,7,41.18,7,41.18,30003
30,4,25,3,12.0,0,0.0,7,28.0,15,60.0,30004
30,5,0,0,0.0,0,0.0,0,0.0,0,0.0,30005
30,6,13,1,7.69,5,38.46,4,30.77,3,23.08,30006
30,7,26,2,7.69,1,3.85,8,30.77,15,57.69,30007
30,8,21,7,33.33,2,9.52,6,28.57,6,28.57,30008
30,9,24,7,29.17,3,12.5,8,33.33,6,25.0,30009
30,10,21,3,14.29,3,14.29,6,28.57,9,42.86,30010
30,11,12,1,8.33,0,0.0,4,33.33,7,58.33,30011
30,12,26,1,3.85,4,15.38,6,23.08,15,57.69,30012
30,13,18,5,27.78,2,11.11,4,22.22,7,38.89,30013
30,14,15,7,46.67,0,0.0,1,6.67,7,46.67,30014
30,15,42,7,16.67,0,0.0,18,42.86,17,40.48,30015
30,16,9,3,33.33,0,0.0,2,22.22,4,44.44,30016
30,17,17,7,41.18,2,11.76,5,29.41,3,17.65,30017
30,18,7,1,14.29,0,0.0,4,57.14,2,28.57,30018
30,19,7,4,57.14,0,0.0,1,14.29,2,28.57,30019
30,20,11,5,45.45,1,9.09,2,18.18,3,27.27,30020
30,21,23,4,17.39,2,8.7,6,26.09,11,47.83,30021
30,22,8,4,50.0,0,0.0,3,37.5,1,12.5,30022
30,23,10,1,10.0,1,10.0,2,20.0,6,60.0,30023
30,24,19,5,26.32,3,15.79,4,21.05,7,36.84,30024
30,25,27,8,29.63,1,3.7,4,14.81,14,51.85,30025
30,26,12,4,33.33,1,8.33,5,41.67,2,16.67,30026
30,27,13,6,46.15,1,7.69,3,23.08,3,23.08,30027
30,28,11,1,9.09,4,36.36,3,27.27,3,27.27,30028
30,29,12,4,33.33,1,8.33,4,33.33,3,25.0,30029
30,30,2,0,0.0,1,50.0,1,50.0,0,0.0,30030
30,31,10,3,30.0,1,10.0,3,30.0,3,30.0,30031
30,32,13,1,7.69,0,0.0,5,38.46,7,53.85,30032
31,1,5,2,40.0,0,0.0,2,40.0,1,20.0,31001
31,2,2,1,50.0,1,50.0,0,0.0,0,0.0,31002
31,3,26,5,19.23,2,7.69,9,34.62,10,38.46,31003
