ward,precinct,total,Anita Alvarez,Anita Alvarez Percent,Tony Peraica,Tony Peraica Percent,Thomas O'Brien,Thomas O'Brien Percent,precinct_id
20,25,309,288,93.2,8,2.59,13,4.21,20025
20,26,315,283,89.84,16,5.08,16,5.08,20026
20,27,307,281,91.53,11,3.58,15,4.89,20027
20,28,386,354,91.71,16,4.15,16,4.15,20028
20,29,449,402,89.53,30,6.68,17,3.79,20029
20,30,332,303,91.27,17,5.12,12,3.61,20030
20,31,432,404,93.52,15,3.47,13,3.01,20031
20,32,339,301,88.79,19,5.6,19,5.6,20032
20,33,437,397,90.85,23,5.26,17,3.89,20033
20,34,517,450,87.04,37,7.16,30,5.8,20034
20,35,239,227,94.98,7,2.93,5,2.09,20035
20,36,320,301,94.06,12,3.75,7,2.19,20036
20,37,378,347,91.8,11,2.91,20,5.29,20037
20,38,63,59,93.65,1,1.59,3,4.76,20038
20,39,335,306,91.34,19,5.67,10,2.99,20039
20,40,266,243,91.35,11,4.14,12,4.51,20040
20,41,134,118,88.06,10,7.46,6,4.48,20041
20,42,406,376,92.61,16,3.94,14,3.45,20042
20,43,108,108,100.0,0,0.0,0,0.0,20043
20,44,363,331,91.18,26,7.16,6,1.65,20044
20,45,235,219,93.19,11,4.68,5,2.13,20045
20,46,341,307,90.03,19,5.57,15,4.4,20046
20,47,322,295,91.61,16,4.97,11,3.42,20047
20,48,144,135,93.75,6,4.17,3,2.08,20048
20,49,279,264,94.62,10,3.58,5,1.79,20049
20,50,226,214,94.69,9,3.98,3,1.33,20050
21,1,553,500,90.42,28,5.06,25,4.52,21001
21,2,425,390,91.76,20,4.71,15,3.53,21002
21,3,355,324,91.27,17,4.79,14,3.94,21003
21,4,437,408,93.36,17,3.89,12,2.75,21004
21,5,395,363,91.9,19,4.81,13,3.29,21005
21,6,379,355,93.67,9,2.37,15,3.96,21006
21,7,413,367,88.86,28,6.78,18,4.36,21007
21,8,454,419,92.29,23,5.07,12,2.64,21008
21,9,491,452,92.06,23,4.68,16,3.26,21009
21,10,330,301,91.21,11,3.33,18,5.45,21010
21,11,406,374,92.12,23,5.67,9,2.22,21011
21,12,410,366,89.27,29,7.07,15,3.66,21012
21,13,219,205,93.61,11,5.02,3,1.37,21013
21,14,428,403,94.16,14,3.27,11,2.57,21014
21,15,387,362,93.54,14,3.62,11,2.84,21015
21,16,407,369,90.66,25,6.14,13,3.19,21016
21,17,397,360,90.68,28,7.05,9,2.27,21017
21,18,345,311,90.14,26,7.54,8,2.32,21018
21,19,331,307,92.75,12,3.63,12,3.63,21019
21,20,232,219,94.4,7,3.02,6,2.59,21020
21,21,473,424,89.64,32,6.77,17,3.59,21021
21,22,373,355,95.17,8,2.14,10,2.68,21022
21,23,312,283,90.71,22,7.05,7,2.24,21023
21,24,434,396,91.24,23,5.3,15,3.46,21024
21,25,297,267,89.9,19,6.4,11,3.7,21025
21,26,290,272,93.79,12,4.14,6,2.07,21026
21,27,407,370,90.91,27,6.63,10,2.46,21027
21,28,314,283,90.13,13,4.14,18,5.73,21028
21,29,231,218,94.37,4,1.73,9,3.9,21029
21,30,289,257,88.93,18,6.23,14,4.84,21030
21,31,528,490,92.8,22,4.17,16,3.03,21031
21,32,433,390,90.07,27,6.24,16,3.7,21032
21,33,412,381,92.48,15,3.64,16,3.88,21033
21,34,477,434,90.99,32,6.71,11,2.31,21034
21,35,261,239,91.57,14,5.36,8,3.07,21035
21,36,389,355,91.26,18,4.63,16,4.11,21036
21,37,458,414,90.39,23,5.02,21,4.59,21037
21,38,398,362,90.95,21,5.28,15,3.77,21038
21,39,338,308,91.12,19,5.62,11,3.25,21039
21,40,324,307,94.75,8,2.47,9,2.78,21040
21,41,333,304,91.29,19,5.71,10,3.0,21041
21,42,377,346,91.78,22,5.84,9,2.39,21042
21,43,390,358,91.79,18,4.62,14,3.59,21043
21,44,398,369,92.71,11,2.76,18,4.52,21044
21,45,334,309,92.51,13,3.89,12,3.59,21045
21,46,325,304,93.54,12,3.69,9,2.77,21046
21,47,425,385,90.59,25,5.88,15,3.53,21047
21,48,547,507,92.69,21,3.84,19,3.47,21048
21,49,455,411,90.33,23,5.05,21,4.62,21049
21,50,369,342,92.68,17,4.61,10,2.71,21050
21,51,419,391,93.32,20,4.77,8,1.91,21051
21,52,434,403,92.86,15,3.46,16,3.69,21052
21,53,401,353,88.03,28,6.98,20,4.99,21053
21,54,331,296,89.43,22,6.65,13,3.93,21054
21,55,454,427,94.05,15,3.3,12,2.64,21055
21,56,306,284,92.81,14,4.58,8,2.61,21056
21,57,384,352,91.67,21,5.47,11,2.86,21057
21,58,312,277,88.78,18,5.77,17,5.45,21058
21,59,507,469,92.5,22,4.34,16,3.16,21059
21,60,391,350,89.51,21,5.37,20,5.12,21060
21,61,456,427,93.64,14,3.07,15,3.29,21061
21,62,387,346,89.41,21,5.43,20,5.17,21062
21,63,356,336,94.38,8,2.25,12,3.37,21063
21,64,245,218,88.98,9,3.67,18,7.35,21064
21,65,461,411,89.15,28,6.07,22,4.77,21065
21,66,300,275,91.67,13,4.33,12,4.0,21066
21,67,410,382,93.17,17,4.15,11,2.68,21067
21,68,415,382,92.05,20,4.82,13,3.13,21068
21,69,335,308,91.94,14,4.18,13,3.88,21069
21,70,384,349,90.89,25,6.51,10,2.6,21070
21,71,316,299,94.62,9,2.85,8,2.53,21071
21,72,396,374,94.44,13,3.28,9,2.27,21072
21,73,528,487,92.23,24,4.55,17,3.22,21073
21,74,197,175,88.83,14,7.11,8,4.06,21074
22,1,232,193,83.19,25,10.78,14,6.03,22001
22,2,203,183,90.15,14,6.9,6,2.96,22002
22,3,318,270,84.91,36,11.32,12,3.77,22003
22,4,276,251,90.94,20,7.25,5,1.81,22004
22,5,327,300,91.74,22,6.73,5,1.53,22005
22,6,248,225,90.73,13,5.24,10,4.03,22006
22,7,341,324,95.01,9,2.64,8,2.35,22007
22,8,254,217,85.43,33,12.99,4,1.57,22008
22,9,328,292,89.02,25,7.62,11,3.35,22009
22,10,289,263,91.0,17,5.88,9,3.11,22010
22,11,271,239,88.19,25,9.23,7,2.58,22011
22,12,234,205,87.61,25,10.68,4,1.71,22012
22,13,342,298,87.13,33,9.65,11,3.22,22013
22,14,227,197,86.78,15,6.61,15,6.61,22014
22,15,264,222,84.09,29,10.98,13,4.92,22015
22,16,314,273,86.94,33,10.51,8,2.55,22016
22,17,290,257,88.62,25,8.62,8,2.76,22017
22,18,311,279,89.71,24,7.72,8,2.57,22018
22,19,291,272,93.47,8,2.75,11,3.78,22019
22,20,314,269,85.67,41,13.06,4,1.27,22020
22,21,362,328,90.61,19,5.25,15,4.14,22021
22,22,270,222,82.22,33,12.22,15,5.56,22022
22,23,308,275,89.29,23,7.47,10,3.25,22023
22,24,221,191,86.43,26,11.76,4,1.81,22024
22,25,220,203,92.27,15,6.82,2,0.91,22025
22,26,225,185,82.22,28,12.44,12,5.33,22026
22,27,385,327,84.94,47,12.21,11,2.86,22027
22,28,204,184,90.2,16,7.84,4,1.96,22028
22,29,207,180,86.96,15,7.25,12,5.8,22029
23,1,376,203,53.99,148,39.36,25,6.65,23001
23,2,420,260,61.9,144,34.29,16,3.81,23002
23,3,373,187,50.13,171,45.84,15,4.02,23003
23,4,385,215,55.84,150,38.96,20,5.19,23004
23,5,318,249,78.3,58,18.24,11,3.46,23005
23,6,396,256,64.65,123,31.06,17,4.29,23006
23,7,205,191,93.17,8,3.9,6,2.93,23007
23,8,417,296,70.98,104,24.94,17,4.08,23008
23,9,415,336,80.96,69,16.63,10,2.41,23009
23,10,406,327,80.54,65,16.01,14,3.45,23010
23,11,431,217,50.35,190,44.08,24,5.57,23011
23,12,385,205,53.25,161,41.82,19,4.94,23012
23,13,457,259,56.67,176,38.51,22,4.81,23013
23,14,188,175,93.09,6,3.19,7,3.72,23014
23,15,406,230,56.65,156,38.42,20,4.93,23015
23,16,402,242,60.2,144,35.82,16,3.98,23016
23,17,451,243,53.88,185,41.02,23,5.1,23017
23,18,327,196,59.94,118,36.09,13,3.98,23018
23,19,357,203,56.86,136,38.1,18,5.04,23019
23,20,331,188,56.8,133,40.18,10,3.02,23020
23,21,370,339,91.62,19,5.14,12,3.24,23021
23,22,407,231,56.76,155,38.08,21,5.16,23022
23,23,386,229,59.33,140,36.27,17,4.4,23023
23,24,309,243,78.64,57,18.45,9,2.91,23024
23,25,320,228,71.25,76,23.75,16,5.0,23025
23,26,391,212,54.22,167,42.71,12,3.07,23026
23,27,341,220,64.52,104,30.5,17,4.99,23027
23,28,387,223,57.62,146,37.73,18,4.65,23028
23,29,356,289,81.18,48,13.48,19,5.34,23029
23,30,351,211,60.11,128,36.47,12,3.42,23030
23,31,404,307,75.99,75,18.56,22,5.45,23031
23,32,442,345,78.05,82,18.55,15,3.39,23032
23,33,405,293,72.35,97,23.95,15,3.7,23033
23,34,336,218,64.88,98,29.17,20,5.95,23034
23,35,277,256,92.42,10,3.61,11,3.97,23035
23,36,493,279,56.59,199,40.37,15,3.04,23036
23,37,278,258,92.81,12,4.32,8,2.88,23037
23,38,331,202,61.03,107,32.33,22,6.65,23038
23,39,366,208,56.83,132,36.07,26,7.1,23039
23,40,418,235,56.22,165,39.47,18,4.31,23040
23,41,419,303,72.32,94,22.43,22,5.25,23041
23,42,322,201,62.42,106,32.92,15,4.66,23042
23,43,452,240,53.1,188,41.59,24,5.31,23043
23,44,381,257,67.45,105,27.56,19,4.99,23044
23,45,474,314,66.24,150,31.65,10,2.11,23045
23,46,395,219,55.44,151,38.23,25,6.33,23046
23,47,428,235,54.91,165,38.55,28,6.54,23047
23,48,382,262,68.59,103,26.96,17,4.45,23048
23,49,439,241,54.9,180,41.0,18,4.1,23049
23,50,273,198,72.53,68,24.91,7,2.56,23050
23,51,320,228,71.25,77,24.06,15,4.69,23051
23,52,449,256,57.02,173,38.53,20,4.45,23052
23,53,246,182,73.98,57,23.17,7,2.85,23053
23,54,464,259,55.82,182,39.22,23,4.96,23054
23,55,388,212,54.64,153,39.43,23,5.93,23055
23,56,357,205,57.42,134,37.54,18,5.04,23056
24,1,458,421,91.92,22,4.8,15,3.28,24001
24,2,315,294,93.33,12,3.81,9,2.86,24002
24,3,332,305,91.87,12,3.61,15,4.52,24003
24,4,305,292,95.74,7,2.3,6,1.97,24004
24,5,319,298,93.42,12,3.76,9,2.82,24005
24,6,393,358,91.09,25,6.36,10,2.54,24006
24,7,341,323,94.72,9,2.64,9,2.64,24007
24,8,320,293,91.56,19,5.94,8,2.5,24008
24,9,354,326,92.09,12,3.39,16,4.52,24009
24,10,252,239,94.84,5,1.98,8,3.17,24010
24,11,252,231,91.67,11,4.37,10,3.97,24011
24,12,385,365,94.81,14,3.64,6,1.56,24012
24,13,348,321,92.24,14,4.02,13,3.74,24013
24,14,429,387,90.21,23,5.36,19,4.43,24014
24,15,294,274,93.2,15,5.1,5,1.7,24015
24,16,251,231,92.03,12,4.78,8,3.19,24016
24,17,314,285,90.76,19,6.05,10,3.18,24017
24,18,259,252,97.3,5,1.93,2,0.77,24018
24,19,254,236,92.91,11,4.33,7,2.76,24019
24,20,282,257,91.13,17,6.03,8,2.84,24020
24,21,245,228,93.06,5,2.04,12,4.9,24021
24,22,375,345,92.0,12,3.2,18,4.8,24022
24,23,291,252,86.6,14,4.81,25,8.59,24023
24,24,242,225,92.98,5,2.07,12,4.96,24024
24,25,419,390,93.08,20,4.77,9,2.15,24025
24,26,428,398,92.99,20,4.67,10,2.34,24026
24,27,184,160,86.96,10,5.43,14,7.61,24027
24,28,374,352,94.12,12,3.21,10,2.67,24028
24,29,384,361,94.01,11,2.86,12,3.13,24029
24,30,321,298,92.83,16,4.98,7,2.18,24030
24,31,355,337,94.93,9,2.54,9,2.54,24031
24,32,324,300,92.59,11,3.4,13,4.01,24032
24,33,248,228,91.94,11,4.44,9,3.63,24033
24,34,348,330,94.83,9,2.59,9,2.59,24034
24,35,469,439,93.6,16,3.41,14,2.99,24035
24,36,284,268,94.37,9,3.17,7,2.46,24036
24,37,353,325,92.07,17,4.82,11,3.12,24037
24,38,372,332,89.25,24,6.45,16,4.3,24038
24,39,365,345,94.52,10,2.74,10,2.74,24039
24,40,405,375,92.59,23,5.68,7,1.73,24040
24,41,308,288,93.51,11,3.57,9,2.92,24041
24,42,275,263,95.64,6,2.18,6,2.18,24042
24,43,454,433,95.37,14,3.08,7,1.54,24043
24,44,429,398,92.77,21,4.9,10,2.33,24044
24,45,314,299,95.22,12,3.82,3,0.96,24045
24,46,396,371,93.69,11,2.78,14,3.54,24046
24,47,310,282,90.97,15,4.84,13,4.19,24047
24,48,182,166,91.21,9,4.95,7,3.85,24048
24,49,503,475,94.43,15,2.98,13,2.58,24049
24,50,507,476,93.89,21,4.14,10,1.97,24050
24,51,496,456,91.94,24,4.84,16,3.23,24051
24,52,277,255,92.06,11,3.97,11,3.97,24052
24,53,359,315,87.74,34,9.47,10,2.79,24053
24,54,344,320,93.02,16,4.65,8,2.33,24054
24,55,365,341,93.42,15,4.11,9,2.47,24055
24,56,418,392,93.78,12,2.87,14,3.35,24056
25,1,377,330,87.53,34,9.02,13,3.45,25001
25,2,562,469,83.45,46,8.19,47,8.36,25002
25,3,438,341,77.85,78,17.81,19,4.34,25003
25,4,512,384,75.0,112,21.88,16,3.13,25004
25,5,400,312,78.0,63,15.75,25,6.25,25005
25,6,323,255,78.95,36,11.15,32,9.91,25006
25,7,388,302,77.84,50,12.89,36,9.28,25007
25,8,420,349,83.1,50,11.9,21,5.0,25008
25,9,571,486,85.11,54,9.46,31,5.43,25009
25,10,255,215,84.31,21,8.24,19,7.45,25010
25,11,502,441,87.85,38,7.57,23,4.58,25011
25,12,461,360,78.09,49,10.63,52,11.28,25012
25,13,468,399,85.26,45,9.62,24,5.13,25013
25,14,229,141,61.57,74,32.31,14,6.11,25014
25,15,388,331,85.31,38,9.79,19,4.9,25015
25,16,229,175,76.42,45,19.65,9,3.93,25016
25,17,621,523,84.22,52,8.37,46,7.41,25017
25,18,511,418,81.8,72,14.09,21,4.11,25018
25,19,488,427,87.5,36,7.38,25,5.12,25019
25,20,461,419,90.89,34,7.38,8,1.74,25020
25,21,324,210,64.81,89,27.47,25,7.72,25021
25,22,251,201,80.08,36,14.34,14,5.58,25022
25,23,494,430,87.04,36,7.29,28,5.67,25023
25,24,590,500,84.75,48,8.14,42,7.12,25024
25,25,404,281,69.55,100,24.75,23,5.69,25025
25,26,361,238,65.93,93,25.76,30,8.31,25026
25,27,355,237,66.76,94,26.48,24,6.76,25027
25,28,460,308,66.96,126,27.39,26,5.65,25028
25,29,966,665,68.84,238,24.64,63,6.52,25029
25,30,436,366,83.94,41,9.4,29,6.65,25030
25,31,301,228,75.75,41,13.62,32,10.63,25031
26,1,241,183,75.93,29,12.03,29,12.03,26001
26,2,299,258,86.29,26,8.7,15,5.02,26002
26,3,268,217,80.97,28,10.45,23,8.58,26003
26,4,215,186,86.51,16,7.44,13,6.05,26004
26,5,333,289,86.79,30,9.01,14,4.2,26005
26,6,169,152,89.94,14,8.28,3,1.78,26006
26,7,234,159,67.95,52,22.22,23,9.83,26007
26,8,221,176,79.64,20,9.05,25,11.31,26008
26,9,211,177,83.89,21,9.95,13,6.16,26009
26,10,191,165,86.39,19,9.95,7,3.66,26010
26,11,237,192,81.01,30,12.66,15,6.33,26011
26,12,209,189,90.43,16,7.66,4,1.91,26012
26,13,240,182,75.83,42,17.5,16,6.67,26013
26,14,224,199,88.84,17,7.59,8,3.57,26014
26,15,265,231,87.17,24,9.06,10,3.77,26015
26,16,185,165,89.19,15,8.11,5,2.7,26016
26,17,188,109,57.98,62,32.98,17,9.04,26017
26,18,194,174,89.69,15,7.73,5,2.58,26018
26,19,449,350,77.95,57,12.69,42,9.35,26019
26,20,387,313,80.88,34,8.79,40,10.34,26020
26,21,343,288,83.97,35,10.2,20,5.83,26021
26,22,217,178,82.03,23,10.6,16,7.37,26022
26,23,213,190,89.2,17,7.98,6,2.82,26023
26,24,256,193,75.39,32,12.5,31,12.11,26024
26,25,107,89,83.18,6,5.61,12,11.21,26025
26,26,208,178,85.58,12,5.77,18,8.65,26026
26,27,248,218,87.9,20,8.06,10,4.03,26027
26,28,242,209,86.36,22,9.09,11,4.55,26028
26,29,275,251,91.27,18,6.55,6,2.18,26029
26,30,286,238,83.22,31,10.84,17,5.94,26030
26,31,205,173,84.39,25,12.2,7,3.41,26031
26,32,356,265,74.44,71,19.94,20,5.62,26032
26,33,144,94,65.28,32,22.22,18,12.5,26033
26,34,294,236,80.27,23,7.82,35,11.9,26034
26,35,326,230,70.55,64,19.63,32,9.82,26035
26,36,243,206,84.77,16,6.58,21,8.64,26036
26,37,170,145,85.29,20,11.76,5,2.94,26037
26,38,259,206,79.54,29,11.2,24,9.27,26038
26,39,249,212,85.14,17,6.83,20,8.03,26039
26,40,162,130,80.25,17,10.49,15,9.26,26040
26,41,221,180,81.45,21,9.5,20,9.05,26041
26,42,275,235,85.45,29,10.55,11,4.0,26042
26,43,192,173,90.1,16,8.33,3,1.56,26043
26,44,156,135,86.54,15,9.62,6,3.85,26044
26,45,328,267,81.4,36,10.98,25,7.62,26045
26,46,388,260,67.01,100,25.77,28,7.22,26046
26,47,167,141,84.43,20,11.98,6,3.59,26047
26,48,314,263,83.76,25,7.96,26,8.28,26048
26,49,199,170,85.43,24,12.06,5,2.51,26049
26,50,192,156,81.25,22,11.46,14,7.29,26050
26,51,265,215,81.13,34,12.83,16,6.04,26051
26,52,130,112,86.15,6,4.62,12,9.23,26052
26,53,239,182,76.15,44,18.41,13,5.44,26053
26,54,225,194,86.22,24,10.67,7,3.11,26054
26,55,164,136,82.93,20,12.2,8,4.88,26055
26,56,260,221,85.0,19,7.31,20,7.69,26056
26,57,168,151,89.88,12,7.14,5,2.98,26057
26,58,208,175,84.13,14,6.73,19,9.13,26058
26,59,252,207,82.14,26,10.32,19,7.54,26059
26,60,259,209,80.69,26,10.04,24,9.27,26060
26,61,169,147,86.98,9,5.33,13,7.69,26061
26,62,281,232,82.56,32,11.39,17,6.05,26062
26,63,101,89,88.12,10,9.9,2,1.98,26063
27,1,755,477,63.18,224,29.67,54,7.15,27001
27,2,326,308,94.48,8,2.45,10,3.07,27002
27,3,332,316,95.18,11,3.31,5,1.51,27003
27,4,293,265,90.44,16,5.46,12,4.1,27004
27,5,211,125,59.24,70,33.18,16,7.58,27005
27,6,219,198,90.41,9,4.11,12,5.48,27006
27,7,489,312,63.8,127,25.97,50,10.22,27007
27,8,357,331,92.72,15,4.2,11,3.08,27008
27,9,394,331,84.01,44,11.17,19,4.82,27009
27,10,481,438,91.06,26,5.41,17,3.53,27010
27,11,510,347,68.04,127,24.9,36,7.06,27011
27,12,589,392,66.55,170,28.86,27,4.58,27012
27,13,368,251,68.21,75,20.38,42,11.41,27013
27,14,523,480,91.78,23,4.4,20,3.82,27014
27,15,209,191,91.39,14,6.7,4,1.91,27015
27,16,205,133,64.88,67,32.68,5,2.44,27016
27,17,534,361,67.6,138,25.84,35,6.55,27017
27,18,400,248,62.0,114,28.5,38,9.5,27018
27,19,358,329,91.9,19,5.31,10,2.79,27019
27,20,580,560,96.55,10,1.72,10,1.72,27020
27,21,282,254,90.07,22,7.8,6,2.13,27021
27,22,373,343,91.96,14,3.75,16,4.29,27022
27,23,73,68,93.15,1,1.37,4,5.48,27023
27,24,333,313,93.99,16,4.8,4,1.2,27024
27,25,237,216,91.14,14,5.91,7,2.95,27025
27,26,263,246,93.54,7,2.66,10,3.8,27026
27,27,383,334,87.21,31,8.09,18,4.7,27027
27,28,427,297,69.56,103,24.12,27,6.32,27028
27,29,285,265,92.98,11,3.86,9,3.16,27029
27,30,216,201,93.06,9,4.17,6,2.78,27030
27,31,271,254,93.73,12,4.43,5,1.85,27031
27,32,276,212,76.81,40,14.49,24,8.7,27032
27,33,326,263,80.67,41,12.58,22,6.75,27033
27,34,321,308,95.95,8,2.49,5,1.56,27034
27,35,397,282,71.03,68,17.13,47,11.84,27035
27,36,300,271,90.33,16,5.33,13,4.33,27036
27,37,376,321,85.37,40,10.64,15,3.99,27037
27,38,333,252,75.68,52,15.62,29,8.71,27038
27,39,257,226,87.94,22,8.56,9,3.5,27039
27,40,321,306,95.33,10,3.12,5,1.56,27040
27,41,494,347,70.24,99,20.04,48,9.72,27041
27,42,351,228,64.96,101,28.77,22,6.27,27042
27,43,185,167,90.27,12,6.49,6,3.24,27043
27,44,296,276,93.24,11,3.72,9,3.04,27044
27,45,275,261,94.91,7,2.55,7,2.55,27045
27,46,358,336,93.85,14,3.91,8,2.23,27046
27,47,289,273,94.46,9,3.11,7,2.42,27047
27,48,381,350,91.86,16,4.2,15,3.94,27048
27,49,359,337,93.87,13,3.62,9,2.51,27049
27,50,480,291,60.63,141,29.38,48,10.0,27050
27,51,160,152,95.0,4,2.5,4,2.5,27051
27,52,313,295,94.25,8,2.56,10,3.19,27052
27,53,303,233,76.9,49,16.17,21,6.93,27053
27,54,599,387,64.61,169,28.21,43,7.18,27054
27,55,325,306,94.15,10,3.08,9,2.77,27055
27,56,328,235,71.65,49,14.94,44,13.41,27056
27,57,378,259,68.52,95,25.13,24,6.35,27057
27,58,168,105,62.5,50,29.76,13,7.74,27058
27,59,406,333,82.02,44,10.84,29,7.14,27059
28,1,353,330,93.48,16,4.53,7,1.98,28001
28,2,376,329,87.5,25,6.65,22,5.85,28002
28,3,308,279,90.58,14,4.55,15,4.87,28003
28,4,388,363,93.56,16,4.12,9,2.32,28004
28,5,315,277,87.94,28,8.89,10,3.17,28005
28,6,256,239,93.36,10,3.91,7,2.73,28006
28,7,301,284,94.35,11,3.65,6,1.99,28007
28,8,330,311,94.24,10,3.03,9,2.73,28008
28,9,263,249,94.68,9,3.42,5,1.9,28009
28,10,90,84,93.33,3,3.33,3,3.33,28010
28,11,287,269,93.73,10,3.48,8,2.79,28011
28,12,286,274,95.8,6,2.1,6,2.1,28012
28,13,280,261,93.21,10,3.57,9,3.21,28013
28,14,246,233,94.72,5,2.03,8,3.25,28014
28,15,304,290,95.39,5,1.64,9,2.96,28015
28,16,322,300,93.17,13,4.04,9,2.8,28016
28,17,241,210,87.14,23,9.54,8,3.32,28017
28,18,441,416,94.33,16,3.63,9,2.04,28018
28,19,407,382,93.86,15,3.69,10,2.46,28019
28,20,320,295,92.19,18,5.63,7,2.19,28020
28,21,428,405,94.63,15,3.5,8,1.87,28021
28,22,302,278,92.05,13,4.3,11,3.64,28022
28,23,356,335,94.1,13,3.65,8,2.25,28023
28,24,259,243,93.82,7,2.7,9,3.47,28024
28,25,175,165,94.29,5,2.86,5,2.86,28025
28,26,319,297,93.1,18,5.64,4,1.25,28026
28,27,434,405,93.32,12,2.76,17,3.92,28027
28,28,217,200,92.17,5,2.3,12,5.53,28028
28,29,332,284,85.54,29,8.73,19,5.72,28029
28,30,260,241,92.69,11,4.23,8,3.08,28030
28,31,312,289,92.63,12,3.85,11,3.53,28031
28,32,348,317,91.09,22,6.32,9,2.59,28032
28,33,388,367,94.59,15,3.87,6,1.55,28033
28,34,73,63,86.3,4,5.48,6,8.22,28034
28,35,296,267,90.2,16,5.41,13,4.39,28035
28,36,284,266,93.66,12,4.23,6,2.11,28036
28,37,483,454,94.0,24,4.97,5,1.04,28037
28,38,164,139,84.76,18,10.98,7,4.27,28038
28,39,327,307,93.88,11,3.36,9,2.75,28039
28,40,423,385,91.02,23,5.44,15,3.55,28040
28,41,363,339,93.39,10,2.75,14,3.86,28041
28,42,310,286,92.26,10,3.23,14,4.52,28042
28,43,425,399,93.88,17,4.0,9,2.12,28043
28,44,381,355,93.18,18,4.72,8,2.1,28044
28,45,372,337,90.59,19,5.11,16,4.3,28045
28,46,317,302,95.27,6,1.89,9,2.84,28046
28,47,301,268,89.04,15,4.98,18,5.98,28047
28,48,231,215,93.07,12,5.19,4,1.73,28048
28,49,236,221,93.64,10,4.24,5,2.12,28049
28,50,258,248,96.12,4,1.55,6,2.33,28050
28,51,284,264,92.96,8,2.82,12,4.23,28051
28,52,321,290,90.34,18,5.61,13,4.05,28052
28,53,227,198,87.22,20,8.81,9,3.96,28053
28,54,272,249,91.54,10,3.68,13,4.78,28054
28,55,301,284,94.35,10,3.32,7,2.33,28055
28,56,317,296,93.38,11,3.47,10,3.15,28056
28,57,285,262,91.93,14,4.91,9,3.16,28057
28,58,381,351,92.13,14,3.67,16,4.2,28058
28,59,233,211,90.56,13,5.58,9,3.86,28059
28,60,242,229,94.63,5,2.07,8,3.31,28060
28,61,273,241,88.28,26,9.52,6,2.2,28061
29,1,716,683,95.39,21,2.93,12,1.68,29001
29,2,350,286,81.71,54,15.43,10,2.86,29002
29,3,497,468,94.16,16,3.22,13,2.62,29003
29,4,394,356,90.36,26,6.6,12,3.05,29004
29,5,406,379,93.35,15,3.69,12,2.96,29005
29,6,229,193,84.28,30,13.1,6,2.62,29006
29,7,284,243,85.56,38,13.38,3,1.06,29007
29,8,302,289,95.7,7,2.32,6,1.99,29008
29,9,297,205,69.02,73,24.58,19,6.4,29009
29,10,233,195,83.69,30,12.88,8,3.43,29010
29,11,434,404,93.09,20,4.61,10,2.3,29011
29,12,466,421,90.34,33,7.08,12,2.58,29012
29,13,413,388,93.95,18,4.36,7,1.69,29013
29,14,451,426,94.46,13,2.88,12,2.66,29014
29,15,399,368,92.23,23,5.76,8,2.01,29015
29,16,526,501,95.25,13,2.47,12,2.28,29016
29,17,326,310,95.09,6,1.84,10,3.07,29017
29,18,487,450,92.4,18,3.7,19,3.9,29018
29,19,595,544,91.43,32,5.38,19,3.19,29019
29,20,475,445,93.68,19,4.0,11,2.32,29020
29,21,475,425,89.47,36,7.58,14,2.95,29021
29,22,352,292,82.95,39,11.08,21,5.97,29022
29,23,410,385,93.9,16,3.9,9,2.2,29023
29,24,309,267,86.41,34,11.0,8,2.59,29024
29,25,469,445,94.88,15,3.2,9,1.92,29025
29,26,364,343,94.23,15,4.12,6,1.65,29026
29,27,448,417,93.08,18,4.02,13,2.9,29027
29,28,552,527,95.47,13,2.36,12,2.17,29028
29,29,479,435,90.81,33,6.89,11,2.3,29029
29,30,272,202,74.26,60,22.06,10,3.68,29030
29,31,413,388,93.95,14,3.39,11,2.66,29031
29,32,347,280,80.69,58,16.71,9,2.59,29032
29,33,289,268,92.73,12,4.15,9,3.11,29033
29,34,307,255,83.06,38,12.38,14,4.56,29034
29,35,357,324,90.76,21,5.88,12,3.36,29035
29,36,529,498,94.14,19,3.59,12,2.27,29036
29,37,398,365,91.71,19,4.77,14,3.52,29037
29,38,370,356,96.22,5,1.35,9,2.43,29038
29,39,323,279,86.38,33,10.22,11,3.41,29039
29,40,554,526,94.95,17,3.07,11,1.99,29040
29,41,446,414,92.83,23,5.16,9,2.02,29041
29,42,518,495,95.56,15,2.9,8,1.54,29042
29,43,492,462,93.9,18,3.66,12,2.44,29043
29,44,346,319,92.2,18,5.2,9,2.6,29044
29,45,343,308,89.8,16,4.66,19,5.54,29045
29,46,406,384,94.58,16,3.94,6,1.48,29046
29,47,519,466,89.79,37,7.13,16,3.08,29047
29,48,403,371,92.06,23,5.71,9,2.23,29048
29,49,592,557,94.09,25,4.22,10,1.69,29049
30,1,316,190,60.13,97,30.7,29,9.18,30001
30,2,244,183,75.0,54,22.13,7,2.87,30002
30,3,432,300,69.44,91,21.06,41,9.49,30003
30,4,312,261,83.65,36,11.54,15,4.81,30004
30,5,218,193,88.53,18,8.26,7,3.21,30005
30,6,240,203,84.58,32,13.33,5,2.08,30006
30,7,275,210,76.36,46,16.73,19,6.91,30007
30,8,353,260,73.65,68,19.26,25,7.08,30008
30,9,305,237,77.7,58,19.02,10,3.28,30009
30,10,290,222,76.55,52,17.93,16,5.52,30010
30,11,238,178,74.79,52,21.85,8,3.36,30011
