ward,precinct,total,Leslie Geissler Munger,Leslie Geissler Munger Percent,Susana Mendoza,Susana Mendoza Percent,Claire Ball,Claire Ball Percent,Tim Curtin,Tim Curtin Percent,precinct_id
21,6,428,23,5.37,378,88.32,17,3.97,10,2.34,21006
21,7,472,34,7.2,425,90.04,9,1.91,4,0.85,21007
21,8,501,30,5.99,449,89.62,10,2.0,12,2.4,21008
21,9,485,29,5.98,437,90.1,7,1.44,12,2.47,21009
21,10,442,29,6.56,385,87.1,8,1.81,20,4.52,21010
21,11,447,30,6.71,402,89.93,10,2.24,5,1.12,21011
21,12,443,25,5.64,405,91.42,6,1.35,7,1.58,21012
21,13,489,27,5.52,433,88.55,16,3.27,13,2.66,21013
21,14,522,41,7.85,457,87.55,10,1.92,14,2.68,21014
21,15,445,22,4.94,407,91.46,10,2.25,6,1.35,21015
21,16,435,27,6.21,385,88.51,12,2.76,11,2.53,21016
21,17,441,22,4.99,390,88.44,15,3.4,14,3.17,21017
21,18,525,24,4.57,485,92.38,11,2.1,5,0.95,21018
21,19,485,23,4.74,435,89.69,16,3.3,11,2.27,21019
21,20,451,18,3.99,409,90.69,15,3.33,9,2.0,21020
21,21,398,20,5.03,355,89.2,13,3.27,10,2.51,21021
21,22,443,25,5.64,394,88.94,15,3.39,9,2.03,21022
21,23,429,16,3.73,401,93.47,8,1.86,4,0.93,21023
21,24,458,24,5.24,420,91.7,8,1.75,6,1.31,21024
21,25,419,25,5.97,362,86.4,19,4.53,13,3.1,21025
21,26,511,31,6.07,449,87.87,16,3.13,15,2.94,21026
21,27,444,25,5.63,406,91.44,8,1.8,5,1.13,21027
21,28,592,22,3.72,538,90.88,20,3.38,12,2.03,21028
21,29,515,27,5.24,464,90.1,14,2.72,10,1.94,21029
21,30,400,23,5.75,360,90.0,7,1.75,10,2.5,21030
21,31,313,16,5.11,279,89.14,9,2.88,9,2.88,21031
21,32,457,19,4.16,411,89.93,16,3.5,11,2.41,21032
21,33,464,23,4.96,421,90.73,10,2.16,10,2.16,21033
21,34,498,23,4.62,451,90.56,12,2.41,12,2.41,21034
21,35,474,23,4.85,437,92.19,9,1.9,5,1.05,21035
21,36,485,22,4.54,440,90.72,16,3.3,7,1.44,21036
21,37,395,16,4.05,363,91.9,10,2.53,6,1.52,21037
21,38,502,24,4.78,464,92.43,10,1.99,4,0.8,21038
21,39,397,15,3.78,360,90.68,13,3.27,9,2.27,21039
21,40,423,23,5.44,373,88.18,18,4.26,9,2.13,21040
21,41,433,25,5.77,392,90.53,8,1.85,8,1.85,21041
21,42,508,33,6.5,445,87.6,18,3.54,12,2.36,21042
21,43,486,18,3.7,453,93.21,9,1.85,6,1.23,21043
21,44,457,27,5.91,403,88.18,15,3.28,12,2.63,21044
21,45,430,34,7.91,380,88.37,7,1.63,9,2.09,21045
21,46,506,21,4.15,460,90.91,16,3.16,9,1.78,21046
21,47,476,24,5.04,429,90.13,12,2.52,11,2.31,21047
21,48,443,24,5.42,392,88.49,12,2.71,15,3.39,21048
21,49,508,28,5.51,447,87.99,20,3.94,13,2.56,21049
21,50,393,22,5.6,348,88.55,18,4.58,5,1.27,21050
21,51,444,23,5.18,404,90.99,9,2.03,8,1.8,21051
21,52,486,19,3.91,446,91.77,14,2.88,7,1.44,21052
21,53,369,26,7.05,326,88.35,12,3.25,5,1.36,21053
21,54,411,23,5.6,365,88.81,18,4.38,5,1.22,21054
22,1,274,9,3.28,247,90.15,11,4.01,7,2.55,22001
22,2,530,150,28.3,340,64.15,18,3.4,22,4.15,22002
22,3,640,43,6.72,546,85.31,22,3.44,29,4.53,22003
22,4,386,29,7.51,323,83.68,15,3.89,19,4.92,22004
22,5,466,37,7.94,390,83.69,17,3.65,22,4.72,22005
22,6,441,45,10.2,362,82.09,17,3.85,17,3.85,22006
22,7,345,30,8.7,288,83.48,7,2.03,20,5.8,22007
22,8,588,116,19.73,430,73.13,25,4.25,17,2.89,22008
22,9,413,22,5.33,358,86.68,20,4.84,13,3.15,22009
22,10,638,56,8.78,547,85.74,21,3.29,14,2.19,22010
22,11,419,23,5.49,363,86.63,15,3.58,18,4.3,22011
22,12,406,79,19.46,296,72.91,12,2.96,19,4.68,22012
22,13,441,54,12.24,360,81.63,8,1.81,19,4.31,22013
22,14,376,22,5.85,323,85.9,17,4.52,14,3.72,22014
22,15,406,35,8.62,344,84.73,13,3.2,14,3.45,22015
22,16,389,35,9.0,325,83.55,16,4.11,13,3.34,22016
22,17,477,44,9.22,390,81.76,20,4.19,23,4.82,22017
22,18,437,30,6.86,377,86.27,14,3.2,16,3.66,22018
22,19,262,17,6.49,226,86.26,10,3.82,9,3.44,22019
22,20,434,39,8.99,371,85.48,6,1.38,18,4.15,22020
22,21,530,18,3.4,484,91.32,19,3.58,9,1.7,22021
22,22,410,27,6.59,347,84.63,16,3.9,20,4.88,22022
22,23,557,23,4.13,506,90.84,15,2.69,13,2.33,22023
22,24,537,38,7.08,455,84.73,22,4.1,22,4.1,22024
22,25,454,33,7.27,389,85.68,12,2.64,20,4.41,22025
23,1,424,163,38.44,236,55.66,17,4.01,8,1.89,23001
23,2,439,165,37.59,240,54.67,12,2.73,22,5.01,23002
23,3,404,179,44.31,198,49.01,13,3.22,14,3.47,23003
23,4,484,164,33.88,279,57.64,19,3.93,22,4.55,23004
23,5,477,56,11.74,391,81.97,16,3.35,14,2.94,23005
23,6,503,81,16.1,389,77.34,18,3.58,15,2.98,23006
23,7,443,48,10.84,370,83.52,13,2.93,12,2.71,23007
23,8,516,123,23.84,347,67.25,17,3.29,29,5.62,23008
23,9,399,51,12.78,319,79.95,15,3.76,14,3.51,23009
23,10,530,75,14.15,414,78.11,19,3.58,22,4.15,23010
23,11,530,54,10.19,444,83.77,18,3.4,14,2.64,23011
23,12,417,190,45.56,187,44.84,19,4.56,21,5.04,23012
23,13,400,41,10.25,342,85.5,6,1.5,11,2.75,23013
23,14,384,147,38.28,204,53.13,17,4.43,16,4.17,23014
23,15,419,50,11.93,349,83.29,8,1.91,12,2.86,23015
23,16,405,190,46.91,191,47.16,11,2.72,13,3.21,23016
23,17,329,34,10.33,276,83.89,10,3.04,9,2.74,23017
23,18,392,142,36.22,219,55.87,17,4.34,14,3.57,23018
23,19,397,40,10.08,325,81.86,12,3.02,20,5.04,23019
23,20,333,35,10.51,272,81.68,11,3.3,15,4.5,23020
23,21,434,207,47.7,197,45.39,15,3.46,15,3.46,23021
23,22,432,136,31.48,268,62.04,11,2.55,17,3.94,23022
23,23,420,180,42.86,208,49.52,16,3.81,16,3.81,23023
23,24,394,63,15.99,300,76.14,18,4.57,13,3.3,23024
23,25,458,89,19.43,333,72.71,19,4.15,17,3.71,23025
23,26,448,82,18.3,345,77.01,10,2.23,11,2.46,23026
23,27,388,177,45.62,174,44.85,19,4.9,18,4.64,23027
23,28,427,175,40.98,227,53.16,14,3.28,11,2.58,23028
23,29,356,120,33.71,212,59.55,16,4.49,8,2.25,23029
23,30,514,79,15.37,407,79.18,13,2.53,15,2.92,23030
23,31,375,48,12.8,299,79.73,15,4.0,13,3.47,23031
23,32,452,61,13.5,364,80.53,13,2.88,14,3.1,23032
23,33,490,63,12.86,395,80.61,16,3.27,16,3.27,23033
23,34,446,47,10.54,375,84.08,12,2.69,12,2.69,23034
23,35,348,150,43.1,179,51.44,9,2.59,10,2.87,23035
23,36,418,172,41.15,212,50.72,13,3.11,21,5.02,23036
23,37,396,193,48.74,173,43.69,14,3.54,16,4.04,23037
23,38,388,141,36.34,221,56.96,11,2.84,15,3.87,23038
23,39,443,51,11.51,363,81.94,16,3.61,13,2.93,23039
24,1,386,20,5.18,343,88.86,17,4.4,6,1.55,24001
24,2,433,19,4.39,399,92.15,9,2.08,6,1.39,24002
24,3,486,14,2.88,450,92.59,9,1.85,13,2.67,24003
24,4,351,15,4.27,327,93.16,5,1.42,4,1.14,24004
24,5,283,11,3.89,258,91.17,6,2.12,8,2.83,24005
24,6,431,28,6.5,379,87.94,18,4.18,6,1.39,24006
24,7,270,25,9.26,225,83.33,8,2.96,12,4.44,24007
24,8,210,10,4.76,185,88.1,3,1.43,12,5.71,24008
24,9,470,18,3.83,431,91.7,11,2.34,10,2.13,24009
24,10,212,10,4.72,192,90.57,5,2.36,5,2.36,24010
24,11,516,18,3.49,474,91.86,12,2.33,12,2.33,24011
24,12,297,13,4.38,270,90.91,7,2.36,7,2.36,24012
24,13,286,12,4.2,256,89.51,11,3.85,7,2.45,24013
24,14,441,12,2.72,398,90.25,17,3.85,14,3.17,24014
24,15,281,13,4.63,257,91.46,5,1.78,6,2.14,24015
24,16,479,37,7.72,395,82.46,16,3.34,31,6.47,24016
24,17,356,19,5.34,313,87.92,13,3.65,11,3.09,24017
24,18,439,13,2.96,407,92.71,7,1.59,12,2.73,24018
24,19,525,17,3.24,482,91.81,17,3.24,9,1.71,24019
24,20,380,25,6.58,335,88.16,14,3.68,6,1.58,24020
24,21,240,8,3.33,222,92.5,4,1.67,6,2.5,24021
24,22,608,29,4.77,555,91.28,17,2.8,7,1.15,24022
24,23,434,26,5.99,378,87.1,17,3.92,13,3.0,24023
24,24,569,22,3.87,508,89.28,22,3.87,17,2.99,24024
24,25,332,14,4.22,307,92.47,8,2.41,3,0.9,24025
24,26,577,22,3.81,530,91.85,15,2.6,10,1.73,24026
24,27,461,12,2.6,422,91.54,17,3.69,10,2.17,24027
24,28,320,14,4.38,294,91.88,8,2.5,4,1.25,24028
24,29,300,12,4.0,270,90.0,16,5.33,2,0.67,24029
24,30,243,11,4.53,225,92.59,5,2.06,2,0.82,24030
24,31,488,30,6.15,438,89.75,13,2.66,7,1.43,24031
24,32,261,12,4.6,238,91.19,5,1.92,6,2.3,24032
24,33,269,9,3.35,242,89.96,8,2.97,10,3.72,24033
24,34,412,18,4.37,373,90.53,9,2.18,12,2.91,24034
24,35,420,16,3.81,380,90.48,16,3.81,8,1.9,24035
24,36,513,30,5.85,452,88.11,15,2.92,16,3.12,24036
24,37,288,15,5.21,265,92.01,5,1.74,3,1.04,24037
24,38,338,22,6.51,297,87.87,11,3.25,8,2.37,24038
24,39,482,27,5.6,433,89.83,13,2.7,9,1.87,24039
24,40,479,25,5.22,432,90.19,11,2.3,11,2.3,24040
24,41,310,14,4.52,279,90.0,10,3.23,7,2.26,24041
25,1,458,43,9.39,370,80.79,15,3.28,30,6.55,25001
25,2,533,51,9.57,428,80.3,13,2.44,41,7.69,25002
25,3,752,225,29.92,474,63.03,34,4.52,19,2.53,25003
25,4,553,70,12.66,457,82.64,15,2.71,11,1.99,25004
25,5,559,71,12.7,431,77.1,27,4.83,30,5.37,25005
25,6,160,48,30.0,97,60.63,8,5.0,7,4.38,25006
25,7,528,58,10.98,408,77.27,21,3.98,41,7.77,25007
25,8,590,53,8.98,478,81.02,20,3.39,39,6.61,25008
25,9,593,46,7.76,485,81.79,24,4.05,38,6.41,25009
25,10,864,333,38.54,481,55.67,37,4.28,13,1.5,25010
25,11,566,49,8.66,446,78.8,24,4.24,47,8.3,25011
25,12,500,63,12.6,380,76.0,23,4.6,34,6.8,25012
25,13,598,52,8.7,485,81.1,28,4.68,33,5.52,25013
25,14,335,90,26.87,226,67.46,12,3.58,7,2.09,25014
25,15,479,55,11.48,383,79.96,15,3.13,26,5.43,25015
25,16,812,318,39.16,456,56.16,23,2.83,15,1.85,25016
25,17,570,69,12.11,448,78.6,27,4.74,26,4.56,25017
25,18,355,71,20.0,253,71.27,16,4.51,15,4.23,25018
25,19,537,41,7.64,439,81.75,17,3.17,40,7.45,25019
25,20,408,25,6.13,360,88.24,13,3.19,10,2.45,25020
25,21,933,237,25.4,603,64.63,50,5.36,43,4.61,25021
25,22,528,48,9.09,419,79.36,24,4.55,37,7.01,25022
25,23,594,53,8.92,460,77.44,31,5.22,50,8.42,25023
25,24,563,63,11.19,440,78.15,17,3.02,43,7.64,25024
25,25,573,168,29.32,357,62.3,22,3.84,26,4.54,25025
25,26,512,60,11.72,405,79.1,20,3.91,27,5.27,25026
25,27,780,223,28.59,495,63.46,33,4.23,29,3.72,25027
25,28,552,52,9.42,447,80.98,28,5.07,25,4.53,25028
25,29,508,48,9.45,433,85.24,18,3.54,9,1.77,25029
25,30,523,41,7.84,422,80.69,31,5.93,29,5.54,25030
25,31,1006,378,37.57,570,56.66,44,4.37,14,1.39,25031
25,32,474,86,18.14,344,72.57,24,5.06,20,4.22,25032
26,1,446,60,13.45,325,72.87,21,4.71,40,8.97,26001
26,2,403,43,10.67,330,81.89,14,3.47,16,3.97,26002
26,3,494,92,18.62,344,69.64,33,6.68,25,5.06,26003
26,4,328,18,5.49,283,86.28,14,4.27,13,3.96,26004
26,5,385,41,10.65,307,79.74,18,4.68,19,4.94,26005
26,6,351,31,8.83,300,85.47,5,1.42,15,4.27,26006
26,7,403,43,10.67,326,80.89,17,4.22,17,4.22,26007
26,8,228,23,10.09,185,81.14,10,4.39,10,4.39,26008
26,9,375,26,6.93,323,86.13,11,2.93,15,4.0,26009
26,10,401,43,10.72,317,79.05,16,3.99,25,6.23,26010
26,11,393,51,12.98,311,79.13,16,4.07,15,3.82,26011
26,12,443,34,7.67,358,80.81,18,4.06,33,7.45,26012
26,13,264,21,7.95,223,84.47,6,2.27,14,5.3,26013
26,14,329,20,6.08,275,83.59,15,4.56,19,5.78,26014
26,15,264,30,11.36,218,82.58,11,4.17,5,1.89,26015
26,16,263,27,10.27,223,84.79,7,2.66,6,2.28,26016
26,17,359,112,31.2,209,58.22,24,6.69,14,3.9,26017
26,18,342,31,9.06,278,81.29,11,3.22,22,6.43,26018
26,19,308,18,5.84,269,87.34,11,3.57,10,3.25,26019
26,20,374,42,11.23,295,78.88,14,3.74,23,6.15,26020
26,21,532,52,9.77,431,81.02,15,2.82,34,6.39,26021
26,22,271,18,6.64,236,87.08,7,2.58,10,3.69,26022
26,23,284,29,10.21,231,81.34,14,4.93,10,3.52,26023
26,24,399,31,7.77,335,83.96,14,3.51,19,4.76,26024
26,25,377,32,8.49,297,78.78,19,5.04,29,7.69,26025
26,26,310,37,11.94,250,80.65,5,1.61,18,5.81,26026
26,27,447,50,11.19,355,79.42,13,2.91,29,6.49,26027
26,28,549,125,22.77,370,67.4,27,4.92,27,4.92,26028
26,29,249,35,14.06,190,76.31,4,1.61,20,8.03,26029
26,30,325,26,8.0,265,81.54,18,5.54,16,4.92,26030
26,31,207,26,12.56,168,81.16,5,2.42,8,3.86,26031
26,32,513,114,22.22,345,67.25,33,6.43,21,4.09,26032
26,33,413,39,9.44,334,80.87,14,3.39,26,6.3,26033
26,34,465,39,8.39,377,81.08,17,3.66,32,6.88,26034
26,35,374,40,10.7,284,75.94,16,4.28,34,9.09,26035
26,36,428,61,14.25,324,75.7,16,3.74,27,6.31,26036
26,37,452,35,7.74,374,82.74,18,3.98,25,5.53,26037
26,38,242,16,6.61,210,86.78,3,1.24,13,5.37,26038
26,39,456,81,17.76,333,73.03,20,4.39,22,4.82,26039
26,40,278,20,7.19,232,83.45,14,5.04,12,4.32,26040
26,41,489,42,8.59,410,83.84,15,3.07,22,4.5,26041
26,42,328,38,11.59,258,78.66,11,3.35,21,6.4,26042
26,43,259,15,5.79,225,86.87,11,4.25,8,3.09,26043
26,44,253,23,9.09,213,84.19,11,4.35,6,2.37,26044
26,45,224,23,10.27,190,84.82,4,1.79,7,3.13,26045
26,46,302,76,25.17,199,65.89,11,3.64,16,5.3,26046
26,47,305,29,9.51,255,83.61,15,4.92,6,1.97,26047
26,48,403,56,13.9,294,72.95,26,6.45,27,6.7,26048
26,49,242,27,11.16,202,83.47,5,2.07,8,3.31,26049
27,1,730,231,31.64,441,60.41,36,4.93,22,3.01,27001
27,2,567,139,24.51,385,67.9,27,4.76,16,2.82,27002
27,3,315,18,5.71,287,91.11,7,2.22,3,0.95,27003
27,4,293,26,8.87,234,79.86,13,4.44,20,6.83,27004
27,5,379,20,5.28,338,89.18,14,3.69,7,1.85,27005
27,6,510,98,19.22,372,72.94,22,4.31,18,3.53,27006
27,7,716,117,16.34,523,73.04,36,5.03,40,5.59,27007
27,8,435,22,5.06,391,89.89,13,2.99,9,2.07,27008
27,9,277,101,36.46,162,58.48,10,3.61,4,1.44,27009
27,10,513,31,6.04,452,88.11,14,2.73,16,3.12,27010
27,11,610,217,35.57,361,59.18,22,3.61,10,1.64,27011
27,12,373,149,39.95,198,53.08,10,2.68,16,4.29,27012
27,13,577,59,10.23,477,82.67,19,3.29,22,3.81,27013
27,14,315,16,5.08,279,88.57,9,2.86,11,3.49,27014
27,15,357,11,3.08,329,92.16,7,1.96,10,2.8,27015
27,16,638,213,33.39,387,60.66,27,4.23,11,1.72,27016
27,17,526,49,9.32,436,82.89,24,4.56,17,3.23,27017
27,18,387,24,6.2,340,87.86,14,3.62,9,2.33,27018
27,19,338,26,7.69,291,86.09,12,3.55,9,2.66,27019
27,20,466,16,3.43,420,90.13,16,3.43,14,3.0,27020
27,21,547,180,32.91,336,61.43,20,3.66,11,2.01,27021
27,22,292,13,4.45,257,88.01,11,3.77,11,3.77,27022
27,23,385,7,1.82,364,94.55,10,2.6,4,1.04,27023
27,24,402,20,4.98,361,89.8,11,2.74,10,2.49,27024
27,25,464,45,9.7,369,79.53,32,6.9,18,3.88,27025
27,26,390,26,6.67,332,85.13,13,3.33,19,4.87,27026
27,27,634,66,10.41,539,85.02,18,2.84,11,1.74,27027
27,28,258,51,19.77,183,70.93,17,6.59,7,2.71,27028
27,29,396,16,4.04,346,87.37,15,3.79,19,4.8,27029
27,30,262,14,5.34,234,89.31,9,3.44,5,1.91,27030
27,31,412,21,5.1,361,87.62,11,2.67,19,4.61,27031
27,32,422,43,10.19,344,81.52,15,3.55,20,4.74,27032
27,33,532,118,22.18,379,71.24,20,3.76,15,2.82,27033
27,34,462,15,3.25,428,92.64,11,2.38,8,1.73,27034
27,35,577,197,34.14,335,58.06,28,4.85,17,2.95,27035
27,36,380,33,8.68,310,81.58,16,4.21,21,5.53,27036
27,37,582,149,25.6,399,68.56,18,3.09,16,2.75,27037
27,38,753,170,22.58,529,70.25,24,3.19,30,3.98,27038
27,39,334,23,6.89,291,87.13,12,3.59,8,2.4,27039
27,40,698,158,22.64,484,69.34,33,4.73,23,3.3,27040
27,41,443,25,5.64,396,89.39,9,2.03,13,2.93,27041
27,42,357,105,29.41,223,62.46,17,4.76,12,3.36,27042
27,43,413,19,4.6,368,89.1,13,3.15,13,3.15,27043
27,44,394,11,2.79,359,91.12,9,2.28,15,3.81,27044
27,45,993,322,32.43,607,61.13,40,4.03,24,2.42,27045
27,46,376,157,41.76,196,52.13,17,4.52,6,1.6,27046
27,47,367,44,11.99,304,82.83,11,3.0,8,2.18,27047
27,48,855,162,18.95,661,77.31,21,2.46,11,1.29,27048
27,49,374,25,6.68,330,88.24,11,2.94,8,2.14,27049
27,50,484,25,5.17,439,90.7,8,1.65,12,2.48,27050
28,1,417,20,4.8,371,88.97,15,3.6,11,2.64,28001
28,2,420,23,5.48,373,88.81,13,3.1,11,2.62,28002
28,3,388,18,4.64,354,91.24,7,1.8,9,2.32,28003
28,4,392,100,25.51,260,66.33,14,3.57,18,4.59,28004
28,5,223,18,8.07,190,85.2,8,3.59,7,3.14,28005
28,6,226,43,19.03,169,74.78,6,2.65,8,3.54,28006
28,7,498,15,3.01,472,94.78,8,1.61,3,0.6,28007
28,8,487,150,30.8,302,62.01,19,3.9,16,3.29,28008
28,9,436,24,5.5,388,88.99,16,3.67,8,1.83,28009
28,10,567,117,20.63,413,72.84,20,3.53,17,3.0,28010
28,11,874,101,11.56,703,80.43,29,3.32,41,4.69,28011
28,12,465,27,5.81,421,90.54,9,1.94,8,1.72,28012
28,13,417,20,4.8,373,89.45,10,2.4,14,3.36,28013
28,14,417,13,3.12,385,92.33,9,2.16,10,2.4,28014
28,15,150,9,6.0,133,88.67,8,5.33,0,0.0,28015
28,16,319,15,4.7,297,93.1,5,1.57,2,0.63,28016
28,17,411,15,3.65,374,91.0,12,2.92,10,2.43,28017
28,18,337,20,5.93,302,89.61,12,3.56,3,0.89,28018
28,19,403,53,13.15,313,77.67,23,5.71,14,3.47,28019
28,20,441,26,5.9,385,87.3,14,3.17,16,3.63,28020
28,21,370,22,5.95,325,87.84,13,3.51,10,2.7,28021
28,22,397,23,5.79,346,87.15,12,3.02,16,4.03,28022
28,23,581,30,5.16,536,92.25,6,1.03,9,1.55,28023
28,24,407,13,3.19,373,91.65,10,2.46,11,2.7,28024
28,25,543,27,4.97,484,89.13,13,2.39,19,3.5,28025
28,26,538,22,4.09,493,91.64,16,2.97,7,1.3,28026
28,27,461,137,29.72,292,63.34,17,3.69,15,3.25,28027
28,28,516,143,27.71,328,63.57,20,3.88,25,4.84,28028
28,29,246,15,6.1,212,86.18,13,5.28,6,2.44,28029
28,30,71,4,5.63,59,83.1,6,8.45,2,2.82,28030
28,31,571,34,5.95,512,89.67,15,2.63,10,1.75,28031
28,32,455,18,3.96,422,92.75,9,1.98,6,1.32,28032
28,33,536,24,4.48,485,90.49,11,2.05,16,2.99,28033
28,34,877,43,4.9,789,89.97,26,2.96,19,2.17,28034
28,35,535,20,3.74,491,91.78,12,2.24,12,2.24,28035
28,36,259,10,3.86,237,91.51,4,1.54,8,3.09,28036
28,37,601,25,4.16,553,92.01,12,2.0,11,1.83,28037
28,38,217,6,2.76,198,91.24,5,2.3,8,3.69,28038
28,39,363,17,4.68,334,92.01,5,1.38,7,1.93,28039
28,40,573,23,4.01,525,91.62,15,2.62,10,1.75,28040
28,41,354,13,3.67,325,91.81,9,2.54,7,1.98,28041
28,42,519,11,2.12,484,93.26,12,2.31,12,2.31,28042
28,43,585,18,3.08,540,92.31,15,2.56,12,2.05,28043
28,44,330,20,6.06,300,90.91,7,2.12,3,0.91,28044
28,45,509,152,29.86,322,63.26,26,5.11,9,1.77,28045
28,46,807,164,20.32,566,70.14,32,3.97,45,5.58,28046
29,1,618,132,21.36,447,72.33,25,4.05,14,2.27,29001
29,2,738,28,3.79,680,92.14,15,2.03,15,2.03,29002
29,3,613,35,5.71,546,89.07,13,2.12,19,3.1,29003
29,4,578,29,5.02,524,90.66,14,2.42,11,1.9,29004
29,5,486,25,5.14,431,88.68,13,2.67,17,3.5,29005
29,6,459,28,6.1,403,87.8,16,3.49,12,2.61,29006
29,7,479,68,14.2,381,79.54,10,2.09,20,4.18,29007
29,8,500,20,4.0,457,91.4,8,1.6,15,3.0,29008
29,9,550,144,26.18,374,68.0,16,2.91,16,2.91,29009
29,10,599,113,18.86,443,73.96,23,3.84,20,3.34,29010
29,11,322,17,5.28,284,88.2,12,3.73,9,2.8,29011
29,12,598,42,7.02,530,88.63,17,2.84,9,1.51,29012
29,13,569,32,5.62,508,89.28,20,3.51,9,1.58,29013
29,14,496,20,4.03,460,92.74,10,2.02,6,1.21,29014
29,15,581,36,6.2,516,88.81,21,3.61,8,1.38,29015
29,16,559,24,4.29,518,92.67,8,1.43,9,1.61,29016
29,17,490,15,3.06,454,92.65,13,2.65,8,1.63,29017
29,18,527,23,4.36,478,90.7,19,3.61,7,1.33,29018
29,19,566,28,4.95,519,91.7,10,1.77,9,1.59,29019
29,20,667,31,4.65,599,89.81,19,2.85,18,2.7,29020
29,21,697,31,4.45,637,91.39,13,1.87,16,2.3,29021
29,22,412,41,9.95,348,84.47,14,3.4,9,2.18,29022
29,23,540,150,27.78,348,64.44,20,3.7,22,4.07,29023
29,24,488,23,4.71,447,91.6,13,2.66,5,1.02,29024
29,25,576,24,4.17,530,92.01,15,2.6,7,1.22,29025
29,26,504,50,9.92,429,85.12,11,2.18,14,2.78,29026
29,27,456,23,5.04,412,90.35,12,2.63,9,1.97,29027
29,28,648,28,4.32,588,90.74,15,2.31,17,2.62,29028
29,29,515,192,37.28,283,54.95,20,3.88,20,3.88,29029
29,30,579,107,18.48,442,76.34,11,1.9,19,3.28,29030
29,31,501,191,38.12,274,54.69,19,3.79,17,3.39,29031
29,32,498,184,36.95,261,52.41,28,5.62,25,5.02,29032
29,33,352,19,5.4,317,90.06,12,3.41,4,1.14,29033
29,34,320,42,13.13,256,80.0,14,4.38,8,2.5,29034
29,35,398,16,4.02,353,88.69,13,3.27,16,4.02,29035
29,36,431,26,6.03,387,89.79,11,2.55,7,1.62,29036
29,37,477,29,6.08,424,88.89,14,2.94,10,2.1,29037
29,38,501,108,21.56,348,69.46,21,4.19,24,4.79,29038
29,39,466,123,26.39,313,67.17,15,3.22,15,3.22,29039
29,40,578,22,3.81,521,90.14,23,3.98,12,2.08,29040
29,41,452,26,5.75,412,91.15,7,1.55,7,1.55,29041
29,42,575,26,4.52,526,91.48,14,2.43,9,1.57,29042
29,43,590,82,13.9,467,79.15,17,2.88,24,4.07,29043
29,44,636,45,7.08,558,87.74,15,2.36,18,2.83,29044
30,1,561,110,19.61,414,73.8,19,3.39,18,3.21,30001
30,2,503,123,24.45,352,69.98,9,1.79,19,3.78,30002
30,3,382,67,17.54,276,72.25,14,3.66,25,6.54,30003
30,4,494,129,26.11,325,65.79,17,3.44,23,4.66,30004
30,5,414,60,14.49,321,77.54,21,5.07,12,2.9,30005
30,6,396,61,15.4,303,76.52,19,4.8,13,3.28,30006
30,7,535,111,20.75,369,68.97,21,3.93,34,6.36,30007
30,8,550,88,16.0,385,70.0,36,6.55,41,7.45,30008
30,9,428,101,23.6,291,67.99,18,4.21,18,4.21,30009
30,10,566,119,21.02,416,73.5,23,4.06,8,1.41,30010
30,11,476,49,10.29,398,83.61,12,2.52,17,3.57,30011
30,12,500,91,18.2,373,74.6,21,4.2,15,3.0,30012
30,13,450,94,20.89,318,70.67,21,4.67,17,3.78,30013
30,14,332,48,14.46,267,80.42,9,2.71,8,2.41,30014
30,15,412,117,28.4,246,59.71,20,4.85,29,7.04,30015
30,16,257,42,16.34,198,77.04,12,4.67,5,1.95,30016
30,17,500,121,24.2,339,67.8,17,3.4,23,4.6,30017
30,18,577,59,10.23,464,80.42,21,3.64,33,5.72,30018
30,19,499,57,11.42,406,81.36,14,2.81,22,4.41,30019
30,20,531,107,20.15,380,71.56,27,5.08,17,3.2,30020
30,21,382,90,23.56,268,70.16,9,2.36,15,3.93,30021
30,22,650,103,15.85,482,74.15,31,4.77,34,5.23,30022
30,23,570,92,16.14,432,75.79,24,4.21,22,3.86,30023
30,24,609,96,15.76,454,74.55,28,4.6,31,5.09,30024
30,25,658,113,17.17,468,71.12,35,5.32,42,6.38,30025
30,26,335,61,18.21,246,73.43,16,4.78,12,3.58,30026
30,27,332,60,18.07,247,74.4,13,3.92,12,3.61,30027
30,28,549,92,16.76,395,71.95,34,6.19,28,5.1,30028
30,29,343,50,14.58,277,80.76,10,2.92,6,1.75,30029
30,30,238,25,10.5,191,80.25,14,5.88,8,3.36,30030
30,31,329,72,21.88,232,70.52,13,3.95,12,3.65,30031
30,32,392,63,16.07,287,73.21,23,5.87,19,4.85,30032
31,1,337,35,10.39,284,84.27,14,4.15,4,1.19,31001
31,2,281,34,12.1,224,79.72,15,5.34,8,2.85,31002
31,3,340,60,17.65,254,74.71,9,2.65,17,5.0,31003
31,4,449,56,12.47,333,74.16,30,6.68,30,6.68,31004
31,5,360,62,17.22,270,75.0,12,3.33,16,4.44,31005
31,6,295,30,10.17,243,82.37,11,3.73,11,3.73,31006
31,7,528,49,9.28,422,79.92,27,5.11,30,5.68,31007
31,8,267,36,13.48,204,76.4,14,5.24,13,4.87,31008
31,9,387,57,14.73,310,80.1,13,3.36,7,1.81,31009
31,10,348,43,12.36,291,83.62,9,2.59,5,1.44,31010
31,11,315,63,20.0,231,73.33,12,3.81,9,2.86,31011
31,12,322,67,20.81,223,69.25,10,3.11,22,6.83,31012
31,13,374,35,9.36,312,83.42,13,3.48,14,3.74,31013
31,14,336,58,17.26,251,74.7,6,1.79,21,6.25,31014
