ward,precinct,total,Christopher Pfannkuche,Christopher Pfannkuche Percent,Kim Foxx,Kim Foxx Percent,precinct_id
32,37,605,151,24.96,454,75.04,32037
32,38,599,160,26.71,439,73.29,32038
32,39,681,281,41.26,400,58.74,32039
32,40,631,170,26.94,461,73.06,32040
32,41,635,214,33.7,421,66.3,32041
32,42,560,159,28.39,401,71.61,32042
32,43,521,77,14.78,444,85.22,32043
33,1,621,104,16.75,517,83.25,33001
33,2,714,106,14.85,608,85.15,33002
33,3,696,107,15.37,589,84.63,33003
33,4,801,150,18.73,651,81.27,33004
33,5,544,114,20.96,430,79.04,33005
33,6,553,95,17.18,458,82.82,33006
33,7,653,93,14.24,560,85.76,33007
33,8,753,125,16.6,628,83.4,33008
33,9,674,159,23.59,515,76.41,33009
33,10,553,130,23.51,423,76.49,33010
33,11,662,120,18.13,542,81.87,33011
33,12,631,129,20.44,502,79.56,33012
33,13,599,88,14.69,511,85.31,33013
33,14,310,56,18.06,254,81.94,33014
33,15,680,101,14.85,579,85.15,33015
33,16,818,156,19.07,662,80.93,33016
33,17,678,140,20.65,538,79.35,33017
33,18,778,123,15.81,655,84.19,33018
33,19,668,146,21.86,522,78.14,33019
33,20,713,101,14.17,612,85.83,33020
33,21,656,114,17.38,542,82.62,33021
33,22,569,121,21.27,448,78.73,33022
33,23,654,119,18.2,535,81.8,33023
33,24,754,149,19.76,605,80.24,33024
33,25,748,137,18.32,611,81.68,33025
33,26,488,69,14.14,419,85.86,33026
33,27,665,125,18.8,540,81.2,33027
33,28,566,62,10.95,504,89.05,33028
34,1,495,7,1.41,488,98.59,34001
34,2,357,6,1.68,351,98.32,34002
34,3,521,11,2.11,510,97.89,34003
34,4,400,7,1.75,393,98.25,34004
34,5,433,4,0.92,429,99.08,34005
34,6,532,19,3.57,513,96.43,34006
34,7,500,3,0.6,497,99.4,34007
34,8,397,7,1.76,390,98.24,34008
34,9,434,14,3.23,420,96.77,34009
34,10,457,3,0.66,454,99.34,34010
34,11,434,8,1.84,426,98.16,34011
34,12,510,16,3.14,494,96.86,34012
34,13,504,7,1.39,497,98.61,34013
34,14,401,16,3.99,385,96.01,34014
34,15,470,10,2.13,460,97.87,34015
34,16,424,10,2.36,414,97.64,34016
34,17,601,11,1.83,590,98.17,34017
34,18,378,8,2.12,370,97.88,34018
34,19,599,12,2.0,587,98.0,34019
34,20,526,6,1.14,520,98.86,34020
34,21,517,10,1.93,507,98.07,34021
34,22,430,11,2.56,419,97.44,34022
34,23,395,6,1.52,389,98.48,34023
34,24,440,7,1.59,433,98.41,34024
34,25,503,11,2.19,492,97.81,34025
34,26,520,4,0.77,516,99.23,34026
34,27,430,9,2.09,421,97.91,34027
34,28,355,8,2.25,347,97.75,34028
34,29,394,6,1.52,388,98.48,34029
34,30,409,8,1.96,401,98.04,34030
34,31,426,15,3.52,411,96.48,34031
34,32,464,6,1.29,458,98.71,34032
34,33,449,8,1.78,441,98.22,34033
34,34,499,10,2.0,489,98.0,34034
34,35,539,11,2.04,528,97.96,34035
34,36,426,5,1.17,421,98.83,34036
34,37,347,11,3.17,336,96.83,34037
34,38,277,5,1.81,272,98.19,34038
34,39,362,6,1.66,356,98.34,34039
34,40,530,6,1.13,524,98.87,34040
34,41,347,7,2.02,340,97.98,34041
34,42,439,7,1.59,432,98.41,34042
34,43,414,6,1.45,408,98.55,34043
34,44,460,6,1.3,454,98.7,34044
34,45,482,11,2.28,471,97.72,34045
34,46,301,5,1.66,296,98.34,34046
34,47,492,10,2.03,482,97.97,34047
34,48,480,8,1.67,472,98.33,34048
34,49,566,14,2.47,552,97.53,34049
34,50,433,8,1.85,425,98.15,34050
34,51,484,14,2.89,470,97.11,34051
34,52,339,4,1.18,335,98.82,34052
34,53,369,9,2.44,360,97.56,34053
35,1,528,82,15.53,446,84.47,35001
35,2,520,79,15.19,441,84.81,35002
35,3,497,44,8.85,453,91.15,35003
35,4,504,101,20.04,403,79.96,35004
35,5,476,55,11.55,421,88.45,35005
35,6,492,89,18.09,403,81.91,35006
35,7,522,58,11.11,464,88.89,35007
35,8,519,57,10.98,462,89.02,35008
35,9,488,87,17.83,401,82.17,35009
35,10,686,64,9.33,622,90.67,35010
35,11,547,70,12.8,477,87.2,35011
35,12,364,37,10.16,327,89.84,35012
35,13,375,47,12.53,328,87.47,35013
35,14,411,57,13.87,354,86.13,35014
35,15,606,84,13.86,522,86.14,35015
35,16,351,44,12.54,307,87.46,35016
35,17,581,57,9.81,524,90.19,35017
35,18,405,46,11.36,359,88.64,35018
35,19,319,36,11.29,283,88.71,35019
35,20,493,77,15.62,416,84.38,35020
35,21,463,59,12.74,404,87.26,35021
35,22,612,93,15.2,519,84.8,35022
35,23,525,93,17.71,432,82.29,35023
35,24,483,82,16.98,401,83.02,35024
35,25,643,67,10.42,576,89.58,35025
35,26,455,94,20.66,361,79.34,35026
35,27,484,80,16.53,404,83.47,35027
35,28,495,76,15.35,419,84.65,35028
35,29,503,73,14.51,430,85.49,35029
35,30,530,82,15.47,448,84.53,35030
35,31,560,109,19.46,451,80.54,35031
36,1,491,105,21.38,386,78.62,36001
36,2,471,70,14.86,401,85.14,36002
36,3,421,65,15.44,356,84.56,36003
36,4,478,64,13.39,414,86.61,36004
36,5,446,76,17.04,370,82.96,36005
36,6,403,67,16.63,336,83.37,36006
36,7,508,215,42.32,293,57.68,36007
36,8,386,49,12.69,337,87.31,36008
36,9,437,48,10.98,389,89.02,36009
36,10,516,119,23.06,397,76.94,36010
36,11,368,43,11.68,325,88.32,36011
36,12,295,28,9.49,267,90.51,36012
36,13,309,33,10.68,276,89.32,36013
36,14,491,134,27.29,357,72.71,36014
36,15,490,149,30.41,341,69.59,36015
36,16,472,139,29.45,333,70.55,36016
36,17,467,128,27.41,339,72.59,36017
36,18,443,156,35.21,287,64.79,36018
36,19,560,120,21.43,440,78.57,36019
36,20,449,128,28.51,321,71.49,36020
36,21,411,58,14.11,353,85.89,36021
36,22,416,51,12.26,365,87.74,36022
36,23,425,62,14.59,363,85.41,36023
36,24,466,148,31.76,318,68.24,36024
36,25,457,52,11.38,405,88.62,36025
36,26,406,161,39.66,245,60.34,36026
36,27,435,109,25.06,326,74.94,36027
36,28,428,155,36.21,273,63.79,36028
36,29,495,167,33.74,328,66.26,36029
36,30,457,123,26.91,334,73.09,36030
37,1,388,24,6.19,364,93.81,37001
37,2,373,19,5.09,354,94.91,37002
37,3,397,10,2.52,387,97.48,37003
37,4,417,20,4.8,397,95.2,37004
37,5,484,11,2.27,473,97.73,37005
37,6,484,16,3.31,468,96.69,37006
37,7,335,23,6.87,312,93.13,37007
37,8,383,13,3.39,370,96.61,37008
37,9,531,12,2.26,519,97.74,37009
37,10,545,40,7.34,505,92.66,37010
37,11,399,6,1.5,393,98.5,37011
37,12,379,33,8.71,346,91.29,37012
37,13,367,14,3.81,353,96.19,37013
37,14,523,10,1.91,513,98.09,37014
37,15,506,13,2.57,493,97.43,37015
37,16,513,24,4.68,489,95.32,37016
37,17,438,9,2.05,429,97.95,37017
37,18,451,12,2.66,439,97.34,37018
37,19,424,14,3.3,410,96.7,37019
37,20,414,10,2.42,404,97.58,37020
37,21,420,26,6.19,394,93.81,37021
37,22,432,27,6.25,405,93.75,37022
37,23,460,14,3.04,446,96.96,37023
37,24,506,11,2.17,495,97.83,37024
37,25,461,11,2.39,450,97.61,37025
37,26,566,24,4.24,542,95.76,37026
37,27,504,15,2.98,489,97.02,37027
37,28,424,20,4.72,404,95.28,37028
37,29,472,14,2.97,458,97.03,37029
37,30,468,3,0.64,465,99.36,37030
37,31,493,11,2.23,482,97.77,37031
37,32,445,13,2.92,432,97.08,37032
37,33,540,13,2.41,527,97.59,37033
37,34,471,7,1.49,464,98.51,37034
37,35,496,1,0.2,495,99.8,37035
37,36,482,6,1.24,476,98.76,37036
37,37,557,17,3.05,540,96.95,37037
37,38,505,13,2.57,492,97.43,37038
37,39,465,12,2.58,453,97.42,37039
37,40,503,18,3.58,485,96.42,37040
37,41,461,19,4.12,442,95.88,37041
38,1,424,128,30.19,296,69.81,38001
38,2,504,333,66.07,171,33.93,38002
38,3,497,202,40.64,295,59.36,38003
38,4,459,199,43.36,260,56.64,38004
38,5,486,214,44.03,272,55.97,38005
38,6,496,211,42.54,285,57.46,38006
38,7,442,217,49.1,225,50.9,38007
38,8,449,184,40.98,265,59.02,38008
38,9,517,250,48.36,267,51.64,38009
38,10,446,176,39.46,270,60.54,38010
38,11,439,160,36.45,279,63.55,38011
38,12,468,282,60.26,186,39.74,38012
38,13,496,236,47.58,260,52.42,38013
38,14,516,201,38.95,315,61.05,38014
38,15,442,166,37.56,276,62.44,38015
38,16,480,214,44.58,266,55.42,38016
38,17,544,299,54.96,245,45.04,38017
38,18,489,214,43.76,275,56.24,38018
38,19,532,209,39.29,323,60.71,38019
38,20,486,270,55.56,216,44.44,38020
38,21,410,156,38.05,254,61.95,38021
38,22,442,164,37.1,278,62.9,38022
38,23,510,185,36.27,325,63.73,38023
38,24,520,249,47.88,271,52.12,38024
38,25,403,157,38.96,246,61.04,38025
38,26,481,196,40.75,285,59.25,38026
38,27,506,225,44.47,281,55.53,38027
38,28,578,286,49.48,292,50.52,38028
38,29,452,172,38.05,280,61.95,38029
38,30,455,219,48.13,236,51.87,38030
38,31,483,176,36.44,307,63.56,38031
38,32,463,149,32.18,314,67.82,38032
38,33,463,167,36.07,296,63.93,38033
38,34,456,121,26.54,335,73.46,38034
38,35,480,151,31.46,329,68.54,38035
38,36,435,148,34.02,287,65.98,38036
38,37,477,155,32.49,322,67.51,38037
38,38,420,182,43.33,238,56.67,38038
38,39,520,176,33.85,344,66.15,38039
38,40,470,198,42.13,272,57.87,38040
38,41,457,129,28.23,328,71.77,38041
39,1,483,220,45.55,263,54.45,39001
39,2,386,140,36.27,246,63.73,39002
39,3,526,150,28.52,376,71.48,39003
39,4,470,230,48.94,240,51.06,39004
39,5,513,165,32.16,348,67.84,39005
39,6,497,128,25.75,369,74.25,39006
39,7,421,97,23.04,324,76.96,39007
39,8,546,126,23.08,420,76.92,39008
39,9,502,149,29.68,353,70.32,39009
39,10,244,41,16.8,203,83.2,39010
39,11,458,134,29.26,324,70.74,39011
39,12,662,132,19.94,530,80.06,39012
39,13,445,128,28.76,317,71.24,39013
39,14,476,162,34.03,314,65.97,39014
39,15,566,280,49.47,286,50.53,39015
39,16,456,77,16.89,379,83.11,39016
39,17,509,161,31.63,348,68.37,39017
39,18,474,117,24.68,357,75.32,39018
39,19,475,154,32.42,321,67.58,39019
39,20,591,287,48.56,304,51.44,39020
39,21,480,241,50.21,239,49.79,39021
39,22,461,113,24.51,348,75.49,39022
39,23,503,255,50.7,248,49.3,39023
39,24,605,317,52.4,288,47.6,39024
39,25,439,83,18.91,356,81.09,39025
39,26,485,225,46.39,260,53.61,39026
39,27,88,38,43.18,50,56.82,39027
39,28,576,123,21.35,453,78.65,39028
39,29,273,28,10.26,245,89.74,39029
39,30,624,115,18.43,509,81.57,39030
39,31,460,115,25.0,345,75.0,39031
39,32,428,161,37.62,267,62.38,39032
39,33,604,159,26.32,445,73.68,39033
39,34,552,144,26.09,408,73.91,39034
39,35,483,122,25.26,361,74.74,39035
39,36,154,38,24.68,116,75.32,39036
39,37,491,224,45.62,267,54.38,39037
39,38,279,109,39.07,170,60.93,39038
39,39,315,125,39.68,190,60.32,39039
39,40,449,173,38.53,276,61.47,39040
39,41,551,241,43.74,310,56.26,39041
39,42,522,267,51.15,255,48.85,39042
39,43,523,257,49.14,266,50.86,39043
39,44,395,204,51.65,191,48.35,39044
39,45,464,229,49.35,235,50.65,39045
40,1,514,125,24.32,389,75.68,40001
40,2,518,104,20.08,414,79.92,40002
40,3,680,107,15.74,573,84.26,40003
40,4,311,65,20.9,246,79.1,40004
40,5,558,101,18.1,457,81.9,40005
40,6,652,95,14.57,557,85.43,40006
40,7,551,104,18.87,447,81.13,40007
40,8,692,91,13.15,601,86.85,40008
40,9,467,69,14.78,398,85.22,40009
40,10,590,116,19.66,474,80.34,40010
40,11,568,103,18.13,465,81.87,40011
40,12,447,86,19.24,361,80.76,40012
40,13,837,92,10.99,745,89.01,40013
40,14,485,124,25.57,361,74.43,40014
40,15,500,125,25.0,375,75.0,40015
40,16,701,105,14.98,596,85.02,40016
40,17,478,124,25.94,354,74.06,40017
40,18,490,64,13.06,426,86.94,40018
40,19,670,162,24.18,508,75.82,40019
40,20,556,104,18.71,452,81.29,40020
40,21,637,121,19.0,516,81.0,40021
40,22,551,86,15.61,465,84.39,40022
40,23,629,92,14.63,537,85.37,40023
40,24,506,131,25.89,375,74.11,40024
40,25,671,83,12.37,588,87.63,40025
40,26,566,82,14.49,484,85.51,40026
40,27,734,111,15.12,623,84.88,40027
40,28,624,70,11.22,554,88.78,40028
40,29,530,157,29.62,373,70.38,40029
40,30,467,160,34.26,307,65.74,40030
40,31,630,95,15.08,535,84.92,40031
40,32,612,104,16.99,508,83.01,40032
40,33,551,71,12.89,480,87.11,40033
40,34,480,124,25.83,356,74.17,40034
40,35,411,90,21.9,321,78.1,40035
40,36,513,95,18.52,418,81.48,40036
40,37,577,95,16.46,482,83.54,40037
40,38,683,122,17.86,561,82.14,40038
40,39,192,25,13.02,167,86.98,40039
41,1,483,305,63.15,178,36.85,41001
41,2,542,356,65.68,186,34.32,41002
41,3,457,209,45.73,248,54.27,41003
41,4,511,293,57.34,218,42.66,41004
41,5,591,334,56.51,257,43.49,41005
41,6,580,317,54.66,263,45.34,41006
41,7,579,345,59.59,234,40.41,41007
41,8,513,313,61.01,200,38.99,41008
41,9,534,263,49.25,271,50.75,41009
41,10,546,337,61.72,209,38.28,41010
41,11,577,337,58.41,240,41.59,41011
41,12,526,264,50.19,262,49.81,41012
41,13,611,362,59.25,249,40.75,41013
41,14,589,322,54.67,267,45.33,41014
41,15,654,373,57.03,281,42.97,41015
41,16,512,279,54.49,233,45.51,41016
41,17,521,280,53.74,241,46.26,41017
41,18,478,276,57.74,202,42.26,41018
41,19,584,323,55.31,261,44.69,41019
41,20,415,212,51.08,203,48.92,41020
41,21,494,241,48.79,253,51.21,41021
41,22,550,325,59.09,225,40.91,41022
41,23,558,359,64.34,199,35.66,41023
41,24,484,295,60.95,189,39.05,41024
41,25,499,184,36.87,315,63.13,41025
41,26,493,264,53.55,229,46.45,41026
41,27,478,243,50.84,235,49.16,41027
41,28,593,224,37.77,369,62.23,41028
41,29,453,187,41.28,266,58.72,41029
41,30,512,270,52.73,242,47.27,41030
41,31,532,248,46.62,284,53.38,41031
41,32,436,223,51.15,213,48.85,41032
41,33,497,272,54.73,225,45.27,41033
41,34,446,261,58.52,185,41.48,41034
41,35,591,348,58.88,243,41.12,41035
41,36,517,286,55.32,231,44.68,41036
41,37,568,292,51.41,276,48.59,41037
41,38,481,238,49.48,243,50.52,41038
41,39,559,325,58.14,234,41.86,41039
41,40,576,385,66.84,191,33.16,41040
41,41,532,308,57.89,224,42.11,41041
41,42,531,318,59.89,213,40.11,41042
41,43,551,309,56.08,242,43.92,41043
41,44,559,404,72.27,155,27.73,41044
41,45,492,251,51.02,241,48.98,41045
41,46,529,299,56.52,230,43.48,41046
41,47,527,276,52.37,251,47.63,41047
42,1,586,220,37.54,366,62.46,42001
42,2,724,245,33.84,479,66.16,42002
42,3,698,204,29.23,494,70.77,42003
42,4,1163,407,35.0,756,65.0,42004
42,5,528,185,35.04,343,64.96,42005
42,6,624,222,35.58,402,64.42,42006
42,7,755,306,40.53,449,59.47,42007
42,8,583,172,29.5,411,70.5,42008
42,9,732,218,29.78,514,70.22,42009
42,10,820,270,32.93,550,67.07,42010
42,11,448,206,45.98,242,54.02,42011
42,12,538,206,38.29,332,61.71,42012
42,13,530,215,40.57,315,59.43,42013
42,14,803,342,42.59,461,57.41,42014
42,15,573,253,44.15,320,55.85,42015
42,16,661,237,35.85,424,64.15,42016
42,17,916,370,40.39,546,59.61,42017
42,18,818,301,36.8,517,63.2,42018
42,19,808,313,38.74,495,61.26,42019
42,20,692,269,38.87,423,61.13,42020
42,21,665,218,32.78,447,67.22,42021
42,22,365,155,42.47,210,57.53,42022
42,23,697,318,45.62,379,54.38,42023
42,24,632,247,39.08,385,60.92,42024
42,25,720,291,40.42,429,59.58,42025
42,26,770,276,35.84,494,64.16,42026
42,27,461,163,35.36,298,64.64,42027
42,28,737,254,34.46,483,65.54,42028
42,29,703,274,38.98,429,61.02,42029
42,30,534,237,44.38,297,55.62,42030
42,31,834,329,39.45,505,60.55,42031
42,32,705,310,43.97,395,56.03,42032
42,33,730,191,26.16,539,73.84,42033
42,34,582,271,46.56,311,53.44,42034
42,35,881,254,28.83,627,71.17,42035
42,36,1064,379,35.62,685,64.38,42036
42,37,497,202,40.64,295,59.36,42037
42,38,622,236,37.94,386,62.06,42038
42,39,753,281,37.32,472,62.68,42039
42,40,896,313,34.93,583,65.07,42040
42,41,676,211,31.21,465,68.79,42041
42,42,1031,316,30.65,715,69.35,42042
43,1,344,99,28.78,245,71.22,43001
43,2,641,233,36.35,408,63.65,43002
43,3,625,235,37.6,390,62.4,43003
43,4,847,332,39.2,515,60.8,43004
43,5,574,217,37.8,357,62.2,43005
43,6,488,178,36.48,310,63.52,43006
43,7,412,135,32.77,277,67.23,43007
43,8,507,161,31.76,346,68.24,43008
43,9,659,229,34.75,430,65.25,43009
43,10,737,290,39.35,447,60.65,43010
43,11,606,251,41.42,355,58.58,43011
43,12,447,147,32.89,300,67.11,43012
43,13,616,178,28.9,438,71.1,43013
43,14,614,242,39.41,372,60.59,43014
43,15,692,253,36.56,439,63.44,43015
43,16,746,265,35.52,481,64.48,43016
43,17,540,215,39.81,325,60.19,43017
43,18,711,283,39.8,428,60.2,43018
43,19,683,243,35.58,440,64.42,43019
43,20,679,229,33.73,450,66.27,43020
43,21,668,235,35.18,433,64.82,43021
43,22,456,147,32.24,309,67.76,43022
43,23,467,139,29.76,328,70.24,43023
43,24,521,187,35.89,334,64.11,43024
43,25,497,147,29.58,350,70.42,43025
43,26,410,119,29.02,291,70.98,43026
43,27,610,214,35.08,396,64.92,43027
43,28,792,266,33.59,526,66.41,43028
43,29,646,215,33.28,431,66.72,43029
43,30,790,234,29.62,556,70.38,43030
43,31,615,190,30.89,425,69.11,43031
43,32,705,207,29.36,498,70.64,43032
43,33,647,260,40.19,387,59.81,43033
43,34,446,153,34.3,293,65.7,43034
43,35,708,293,41.38,415,58.62,43035
43,36,375,126,33.6,249,66.4,43036
43,37,740,185,25.0,555,75.0,43037
43,38,544,232,42.65,312,57.35,43038
43,39,687,222,32.31,465,67.69,43039
43,40,482,147,30.5,335,69.5,43040
43,41,829,250,30.16,579,69.84,43041
43,42,602,160,26.58,442,73.42,43042
43,43,675,290,42.96,385,57.04,43043
43,44,612,216,35.29,396,64.71,43044
43,45,385,125,32.47,260,67.53,43045
43,46,372,128,34.41,244,65.59,43046
44,1,1051,236,22.45,815,77.55,44001
44,2,644,186,28.88,458,71.12,44002
44,3,416,108,25.96,308,74.04,44003
44,4,605,141,23.31,464,76.69,44004
44,5,720,151,20.97,569,79.03,44005
44,6,832,182,21.88,650,78.13,44006
44,7,481,176,36.59,305,63.41,44007
44,8,869,213,24.51,656,75.49,44008
44,9,625,198,31.68,427,68.32,44009
44,10,670,215,32.09,455,67.91,44010
44,11,720,223,30.97,497,69.03,44011
44,12,719,166,23.09,553,76.91,44012
44,13,575,213,37.04,362,62.96,44013
44,14,616,157,25.49,459,74.51,44014
44,15,621,148,23.83,473,76.17,44015
44,16,733,231,31.51,502,68.49,44016
44,17,852,179,21.01,673,78.99,44017
44,18,680,199,29.26,481,70.74,44018
44,19,791,184,23.26,607,76.74,44019
44,20,691,152,22.0,539,78.0,44020
44,21,785,161,20.51,624,79.49,44021
44,22,691,183,26.48,508,73.52,44022
44,23,685,152,22.19,533,77.81,44023
44,24,498,121,24.3,377,75.7,44024
44,25,667,214,32.08,453,67.92,44025
44,26,755,161,21.32,594,78.68,44026
44,27,728,200,27.47,528,72.53,44027
44,28,694,140,20.17,554,79.83,44028
44,29,763,218,28.57,545,71.43,44029
44,30,753,213,28.29,540,71.71,44030
44,31,610,172,28.2,438,71.8,44031
44,32,775,237,30.58,538,69.42,44032
44,33,673,110,16.34,563,83.66,44033
44,34,703,149,21.19,554,78.81,44034
44,35,766,202,26.37,564,73.63,44035
44,36,698,177,25.36,521,74.64,44036
44,37,719,146,20.31,573,79.69,44037
44,38,678,206,30.38,472,69.62,44038
44,39,668,227,33.98,441,66.02,44039
44,40,662,238,35.95,424,64.05,44040
44,41,846,186,21.99,660,78.01,44041
45,1,420,77,18.33,343,81.67,45001
45,2,436,74,16.97,362,83.03,45002
45,3,458,113,24.67,345,75.33,45003
45,4,611,165,27.0,446,73.0,45004
45,5,491,126,25.66,365,74.34,45005
45,6,616,166,26.95,450,73.05,45006
45,7,709,217,30.61,492,69.39,45007
45,8,506,128,25.3,378,74.7,45008
45,9,519,150,28.9,369,71.1,45009
45,10,538,165,30.67,373,69.33,45010
45,11,394,86,21.83,308,78.17,45011
45,12,480,144,30.0,336,70.0,45012
45,13,430,129,30.0,301,70.0,45013
45,14,640,177,27.66,463,72.34,45014
45,15,611,171,27.99,440,72.01,45015
45,16,422,139,32.94,283,67.06,45016
45,17,550,208,37.82,342,62.18,45017
45,18,532,194,36.47,338,63.53,45018
45,19,286,91,31.82,195,68.18,45019
45,20,374,130,34.76,244,65.24,45020
45,21,447,182,40.72,265,59.28,45021
45,22,468,176,37.61,292,62.39,45022
45,23,477,204,42.77,273,57.23,45023
45,24,382,175,45.81,207,54.19,45024
45,25,317,145,45.74,172,54.26,45025
45,26,285,143,50.18,142,49.82,45026
45,27,474,212,44.73,262,55.27,45027
45,28,421,160,38.0,261,62.0,45028
45,29,330,128,38.79,202,61.21,45029
45,30,482,137,28.42,345,71.58,45030
45,31,391,131,33.5,260,66.5,45031
45,32,425,147,34.59,278,65.41,45032
45,33,330,99,30.0,231,70.0,45033
45,34,520,161,30.96,359,69.04,45034
45,35,503,199,39.56,304,60.44,45035
45,36,497,204,41.05,293,58.95,45036
45,37,467,185,39.61,282,60.39,45037
45,38,430,159,36.98,271,63.02,45038
45,39,485,192,39.59,293,60.41,45039
45,40,482,196,40.66,286,59.34,45040
45,41,460,213,46.3,247,53.7,45041
45,42,477,227,47.59,250,52.41,45042
45,43,510,263,51.57,247,48.43,45043
45,44,483,228,47.2,255,52.8,45044
45,45,340,176,51.76,164,48.24,45045
45,46,393,198,50.38,195,49.62,45046
45,47,370,189,51.08,181,48.92,45047
45,48,416,224,53.85,192,46.15,45048
46,1,462,88,19.05,374,80.95,46001
46,2,542,69,12.73,473,87.27,46002
46,3,729,160,21.95,569,78.05,46003
46,4,567,79,13.93,488,86.07,46004
46,5,768,186,24.22,582,75.78,46005
46,6,571,47,8.23,524,91.77,46006
46,7,655,157,23.97,498,76.03,46007
46,8,456,55,12.06,401,87.94,46008
46,9,653,110,16.85,543,83.15,46009
46,10,1013,188,18.56,825,81.44,46010
46,11,620,150,24.19,470,75.81,46011
46,12,661,75,11.35,586,88.65,46012
46,13,630,120,19.05,510,80.95,46013
46,14,682,72,10.56,610,89.44,46014
46,15,653,144,22.05,509,77.95,46015
46,16,675,95,14.07,580,85.93,46016
46,17,673,146,21.69,527,78.31,46017
46,18,683,154,22.55,529,77.45,46018
46,19,419,103,24.58,316,75.42,46019
46,20,520,65,12.5,455,87.5,46020
46,21,438,85,19.41,353,80.59,46021
46,22,473,69,14.59,404,85.41,46022
46,23,467,62,13.28,405,86.72,46023
46,24,663,142,21.42,521,78.58,46024
46,25,594,90,15.15,504,84.85,46025
46,26,625,73,11.68,552,88.32,46026
46,27,762,135,17.72,627,82.28,46027
46,28,604,125,20.7,479,79.3,46028
46,29,545,105,19.27,440,80.73,46029
46,30,649,80,12.33,569,87.67,46030
46,31,658,98,14.89,560,85.11,46031
46,32,596,75,12.58,521,87.42,46032
46,33,703,152,21.62,551,78.38,46033
46,34,719,112,15.58,607,84.42,46034
46,35,743,104,14.0,639,86.0,46035
46,36,588,146,24.83,442,75.17,46036
46,37,412,42,10.19,370,89.81,46037
46,38,679,106,15.61,573,84.39,46038
46,39,599,137,22.87,462,77.13,46039
46,40,520,88,16.92,432,83.08,46040
47,1,399,106,26.57,293,73.43,47001
47,2,617,177,28.69,440,71.31,47002
47,3,588,158,26.87,430,73.13,47003
47,4,643,194,30.17,449,69.83,47004
47,5,670,109,16.27,561,83.73,47005
47,6,701,189,26.96,512,73.04,47006
47,7,571,138,24.17,433,75.83,47007
47,8,623,159,25.52,464,74.48,47008
47,9,564,157,27.84,407,72.16,47009
47,10,782,112,14.32,670,85.68,47010
47,11,641,170,26.52,471,73.48,47011
47,12,663,133,20.06,530,79.94,47012
47,13,562,88,15.66,474,84.34,47013
47,14,560,130,23.21,430,76.79,47014
47,15,747,77,10.31,670,89.69,47015
47,16,588,143,24.32,445,75.68,47016
47,17,591,164,27.75,427,72.25,47017
47,18,642,152,23.68,490,76.32,47018
47,19,782,89,11.38,693,88.62,47019
47,20,584,125,21.4,459,78.6,47020
47,21,571,108,18.91,463,81.09,47021
47,22,683,135,19.77,548,80.23,47022
47,23,656,66,10.06,590,89.94,47023
47,24,647,143,22.1,504,77.9,47024
47,25,728,167,22.94,561,77.06,47025
47,26,833,137,16.45,696,83.55,47026
47,27,564,148,26.24,416,73.76,47027
47,28,576,122,21.18,454,78.82,47028
47,29,653,174,26.65,479,73.35,47029
47,30,763,119,15.6,644,84.4,47030
47,31,604,103,17.05,501,82.95,47031
47,32,729,107,14.68,622,85.32,47032
47,33,624,169,27.08,455,72.92,47033
47,34,648,136,20.99,512,79.01,47034
47,35,621,162,26.09,459,73.91,47035
47,36,712,128,17.98,584,82.02,47036
47,37,674,145,21.51,529,78.49,47037
47,38,634,119,18.77,515,81.23,47038
47,39,617,130,21.07,487,78.93,47039
47,40,602,113,18.77,489,81.23,47040
47,41,714,134,18.77,580,81.23,47041
47,42,612,86,14.05,526,85.95,47042
47,43,610,178,29.18,432,70.82,47043
47,44,615,156,25.37,459,74.63,47044
47,45,588,119,20.24,469,79.76,47045
47,46,554,167,30.14,387,69.86,47046
47,47,754,188,24.93,566,75.07,47047
47,48,58,11,18.97,47,81.03,47048
48,1,539,60,11.13,479,88.87,48001
48,2,280,57,20.36,223,79.64,48002
48,3,728,90,12.36,638,87.64,48003
48,4,571,64,11.21,507,88.79,48004
48,5,316,56,17.72,260,82.28,48005
48,6,738,109,14.77,629,85.23,48006
48,7,594,76,12.79,518,87.21,48007
48,8,321,82,25.55,239,74.45,48008
48,9,410,104,25.37,306,74.63,48009
48,10,798,102,12.78,696,87.22,48010
48,11,469,68,14.5,401,85.5,48011
48,12,683,80,11.71,603,88.29,48012
48,13,733,140,19.1,593,80.9,48013
48,14,324,79,24.38,245,75.62,48014
48,15,417,69,16.55,348,83.45,48015
48,16,613,67,10.93,546,89.07,48016
48,17,542,78,14.39,464,85.61,48017
48,18,413,58,14.04,355,85.96,48018
48,19,392,54,13.78,338,86.22,48019
48,20,656,95,14.48,561,85.52,48020
48,21,761,100,13.14,661,86.86,48021
48,22,489,117,23.93,372,76.07,48022
48,23,655,145,22.14,510,77.86,48023
48,24,711,185,26.02,526,73.98,48024
48,25,522,73,13.98,449,86.02,48025
48,26,331,68,20.54,263,79.46,48026
48,27,1126,200,17.76,926,82.24,48027
48,28,729,168,23.05,561,76.95,48028
48,29,271,58,21.4,213,78.6,48029
48,30,514,62,12.06,452,87.94,48030
48,31,873,100,11.45,773,88.55,48031
48,32,654,68,10.4,586,89.6,48032
48,33,327,70,21.41,257,78.59,48033
48,34,525,74,14.1,451,85.9,48034
48,35,369,65,17.62,304,82.38,48035
48,36,345,70,20.29,275,79.71,48036
