ward,precinct,total,CARL HAWKINSON,CARL HAWKINSON Percent,JACK J. McINERNEY,JACK J. McINERNEY Percent,CHARLES G. OWENS,CHARLES G. OWENS Percent,WILLIAM A. O'CONNOR,WILLIAM A. O'CONNOR Percent,precinct_id
17,17,0,0,0.0,0,0.0,0,0.0,0,0.0,17017
17,18,1,0,0.0,0,0.0,1,100.0,0,0.0,17018
17,19,0,0,0.0,0,0.0,0,0.0,0,0.0,17019
17,20,1,0,0.0,0,0.0,1,100.0,0,0.0,17020
17,21,7,4,57.14,0,0.0,3,42.86,0,0.0,17021
17,22,1,1,100.0,0,0.0,0,0.0,0,0.0,17022
17,23,1,0,0.0,0,0.0,0,0.0,1,100.0,17023
17,24,4,1,25.0,1,25.0,1,25.0,1,25.0,17024
17,25,0,0,0.0,0,0.0,0,0.0,0,0.0,17025
17,26,2,1,50.0,1,50.0,0,0.0,0,0.0,17026
17,27,0,0,0.0,0,0.0,0,0.0,0,0.0,17027
17,28,1,0,0.0,0,0.0,0,0.0,1,100.0,17028
17,29,2,2,100.0,0,0.0,0,0.0,0,0.0,17029
17,30,2,0,0.0,1,50.0,0,0.0,1,50.0,17030
17,31,4,1,25.0,0,0.0,3,75.0,0,0.0,17031
17,32,0,0,0.0,0,0.0,0,0.0,0,0.0,17032
17,33,0,0,0.0,0,0.0,0,0.0,0,0.0,17033
17,34,0,0,0.0,0,0.0,0,0.0,0,0.0,17034
17,35,3,2,66.67,0,0.0,0,0.0,1,33.33,17035
17,36,0,0,0.0,0,0.0,0,0.0,0,0.0,17036
17,37,3,1,33.33,0,0.0,0,0.0,2,66.67,17037
17,38,1,1,100.0,0,0.0,0,0.0,0,0.0,17038
17,39,1,0,0.0,1,100.0,0,0.0,0,0.0,17039
17,40,0,0,0.0,0,0.0,0,0.0,0,0.0,17040
17,41,2,1,50.0,1,50.0,0,0.0,0,0.0,17041
17,42,1,1,100.0,0,0.0,0,0.0,0,0.0,17042
17,43,2,1,50.0,0,0.0,0,0.0,1,50.0,17043
17,44,0,0,0.0,0,0.0,0,0.0,0,0.0,17044
17,45,3,0,0.0,0,0.0,1,33.33,2,66.67,17045
17,46,3,0,0.0,0,0.0,0,0.0,3,100.0,17046
17,47,2,0,0.0,2,100.0,0,0.0,0,0.0,17047
17,48,2,0,0.0,0,0.0,1,50.0,1,50.0,17048
17,49,5,0,0.0,0,0.0,1,20.0,4,80.0,17049
17,50,2,0,0.0,0,0.0,1,50.0,1,50.0,17050
17,51,4,1,25.0,2,50.0,1,25.0,0,0.0,17051
17,52,1,0,0.0,0,0.0,1,100.0,0,0.0,17052
17,53,5,3,60.0,1,20.0,1,20.0,0,0.0,17053
17,54,5,1,20.0,2,40.0,1,20.0,1,20.0,17054
17,55,2,0,0.0,1,50.0,0,0.0,1,50.0,17055
18,1,3,2,66.67,1,33.33,0,0.0,0,0.0,18001
18,2,9,1,11.11,4,44.44,1,11.11,3,33.33,18002
18,3,1,0,0.0,1,100.0,0,0.0,0,0.0,18003
18,4,10,3,30.0,0,0.0,1,10.0,6,60.0,18004
18,5,2,0,0.0,0,0.0,1,50.0,1,50.0,18005
18,6,1,0,0.0,0,0.0,1,100.0,0,0.0,18006
18,7,10,7,70.0,0,0.0,1,10.0,2,20.0,18007
18,8,11,4,36.36,4,36.36,1,9.09,2,18.18,18008
18,9,3,0,0.0,2,66.67,0,0.0,1,33.33,18009
18,10,6,3,50.0,0,0.0,1,16.67,2,33.33,18010
18,11,15,5,33.33,5,33.33,1,6.67,4,26.67,18011
18,12,9,2,22.22,4,44.44,0,0.0,3,33.33,18012
18,13,8,4,50.0,3,37.5,0,0.0,1,12.5,18013
18,14,7,1,14.29,2,28.57,1,14.29,3,42.86,18014
18,15,1,0,0.0,1,100.0,0,0.0,0,0.0,18015
18,16,10,3,30.0,5,50.0,0,0.0,2,20.0,18016
18,17,14,6,42.86,2,14.29,2,14.29,4,28.57,18017
18,18,1,0,0.0,1,100.0,0,0.0,0,0.0,18018
18,19,0,0,0.0,0,0.0,0,0.0,0,0.0,18019
18,20,3,0,0.0,0,0.0,3,100.0,0,0.0,18020
18,21,11,7,63.64,2,18.18,1,9.09,1,9.09,18021
18,22,7,3,42.86,2,28.57,0,0.0,2,28.57,18022
18,23,7,0,0.0,4,57.14,1,14.29,2,28.57,18023
18,24,1,0,0.0,0,0.0,0,0.0,1,100.0,18024
18,25,1,1,100.0,0,0.0,0,0.0,0,0.0,18025
18,26,1,1,100.0,0,0.0,0,0.0,0,0.0,18026
18,27,2,0,0.0,0,0.0,1,50.0,1,50.0,18027
18,28,1,0,0.0,0,0.0,0,0.0,1,100.0,18028
18,29,20,13,65.0,0,0.0,3,15.0,4,20.0,18029
18,30,3,1,33.33,1,33.33,0,0.0,1,33.33,18030
18,31,4,2,50.0,0,0.0,0,0.0,2,50.0,18031
18,32,0,0,0.0,0,0.0,0,0.0,0,0.0,18032
18,33,0,0,0.0,0,0.0,0,0.0,0,0.0,18033
18,34,11,6,54.55,0,0.0,1,9.09,4,36.36,18034
18,35,8,3,37.5,2,25.0,0,0.0,3,37.5,18035
18,36,2,1,50.0,0,0.0,0,0.0,1,50.0,18036
18,37,5,0,0.0,0,0.0,1,20.0,4,80.0,18037
18,38,1,0,0.0,0,0.0,1,100.0,0,0.0,18038
18,39,0,0,0.0,0,0.0,0,0.0,0,0.0,18039
18,40,4,2,50.0,1,25.0,0,0.0,1,25.0,18040
18,41,2,2,100.0,0,0.0,0,0.0,0,0.0,18041
18,42,2,1,50.0,0,0.0,1,50.0,0,0.0,18042
18,43,1,0,0.0,0,0.0,1,100.0,0,0.0,18043
18,44,2,0,0.0,0,0.0,0,0.0,2,100.0,18044
18,45,3,0,0.0,1,33.33,1,33.33,1,33.33,18045
18,46,2,1,50.0,0,0.0,0,0.0,1,50.0,18046
18,47,3,1,33.33,0,0.0,0,0.0,2,66.67,18047
18,48,2,1,50.0,0,0.0,0,0.0,1,50.0,18048
18,49,6,2,33.33,3,50.0,0,0.0,1,16.67,18049
18,50,2,0,0.0,0,0.0,2,100.0,0,0.0,18050
18,51,1,0,0.0,1,100.0,0,0.0,0,0.0,18051
18,52,0,0,0.0,0,0.0,0,0.0,0,0.0,18052
18,53,1,0,0.0,0,0.0,0,0.0,1,100.0,18053
18,54,1,0,0.0,0,0.0,1,100.0,0,0.0,18054
18,55,0,0,0.0,0,0.0,0,0.0,0,0.0,18055
18,56,2,1,50.0,0,0.0,0,0.0,1,50.0,18056
18,57,3,0,0.0,1,33.33,1,33.33,1,33.33,18057
18,58,1,0,0.0,0,0.0,0,0.0,1,100.0,18058
18,59,3,1,33.33,0,0.0,0,0.0,2,66.67,18059
18,60,2,0,0.0,1,50.0,0,0.0,1,50.0,18060
18,61,2,2,100.0,0,0.0,0,0.0,0,0.0,18061
18,62,1,0,0.0,0,0.0,0,0.0,1,100.0,18062
18,63,0,0,0.0,0,0.0,0,0.0,0,0.0,18063
19,1,14,6,42.86,2,14.29,0,0.0,6,42.86,19001
19,2,15,7,46.67,4,26.67,0,0.0,4,26.67,19002
19,3,22,14,63.64,3,13.64,0,0.0,5,22.73,19003
19,4,23,10,43.48,5,21.74,0,0.0,8,34.78,19004
19,5,9,6,66.67,0,0.0,0,0.0,3,33.33,19005
19,6,24,13,54.17,4,16.67,2,8.33,5,20.83,19006
19,7,7,2,28.57,1,14.29,3,42.86,1,14.29,19007
19,8,19,10,52.63,3,15.79,0,0.0,6,31.58,19008
19,9,26,12,46.15,5,19.23,1,3.85,8,30.77,19009
19,10,21,11,52.38,4,19.05,0,0.0,6,28.57,19010
19,11,26,11,42.31,4,15.38,2,7.69,9,34.62,19011
19,12,27,11,40.74,6,22.22,0,0.0,10,37.04,19012
19,13,13,4,30.77,4,30.77,3,23.08,2,15.38,19013
19,14,20,8,40.0,2,10.0,3,15.0,7,35.0,19014
19,15,13,8,61.54,3,23.08,0,0.0,2,15.38,19015
19,16,16,3,18.75,5,31.25,1,6.25,7,43.75,19016
19,17,14,7,50.0,2,14.29,0,0.0,5,35.71,19017
19,18,19,6,31.58,4,21.05,0,0.0,9,47.37,19018
19,19,17,8,47.06,4,23.53,1,5.88,4,23.53,19019
19,20,13,5,38.46,3,23.08,0,0.0,5,38.46,19020
19,21,13,8,61.54,1,7.69,1,7.69,3,23.08,19021
19,22,22,12,54.55,3,13.64,2,9.09,5,22.73,19022
19,23,12,7,58.33,3,25.0,0,0.0,2,16.67,19023
19,24,21,8,38.1,5,23.81,2,9.52,6,28.57,19024
19,25,31,17,54.84,4,12.9,0,0.0,10,32.26,19025
19,26,25,12,48.0,8,32.0,3,12.0,2,8.0,19026
19,27,18,5,27.78,4,22.22,1,5.56,8,44.44,19027
19,28,14,7,50.0,4,28.57,2,14.29,1,7.14,19028
19,29,15,8,53.33,3,20.0,0,0.0,4,26.67,19029
19,30,32,12,37.5,6,18.75,1,3.13,13,40.63,19030
19,31,34,15,44.12,5,14.71,1,2.94,13,38.24,19031
19,32,37,15,40.54,5,13.51,1,2.7,16,43.24,19032
19,33,25,11,44.0,2,8.0,0,0.0,12,48.0,19033
19,34,15,7,46.67,0,0.0,1,6.67,7,46.67,19034
19,35,13,7,53.85,2,15.38,1,7.69,3,23.08,19035
19,36,16,3,18.75,4,25.0,1,6.25,8,50.0,19036
19,37,14,7,50.0,2,14.29,0,0.0,5,35.71,19037
19,38,15,6,40.0,6,40.0,0,0.0,3,20.0,19038
19,39,9,3,33.33,0,0.0,2,22.22,4,44.44,19039
19,40,29,10,34.48,5,17.24,1,3.45,13,44.83,19040
19,41,27,19,70.37,2,7.41,1,3.7,5,18.52,19041
19,42,25,13,52.0,5,20.0,4,16.0,3,12.0,19042
19,43,5,3,60.0,0,0.0,0,0.0,2,40.0,19043
19,44,11,7,63.64,1,9.09,0,0.0,3,27.27,19044
19,45,30,11,36.67,8,26.67,1,3.33,10,33.33,19045
19,46,18,5,27.78,5,27.78,2,11.11,6,33.33,19046
19,47,10,8,80.0,2,20.0,0,0.0,0,0.0,19047
19,48,2,1,50.0,0,0.0,0,0.0,1,50.0,19048
19,49,24,9,37.5,2,8.33,1,4.17,12,50.0,19049
19,50,3,1,33.33,1,33.33,1,33.33,0,0.0,19050
19,51,23,13,56.52,2,8.7,2,8.7,6,26.09,19051
19,52,35,12,34.29,12,34.29,2,5.71,9,25.71,19052
19,53,14,6,42.86,2,14.29,0,0.0,6,42.86,19053
19,54,37,22,59.46,5,13.51,1,2.7,9,24.32,19054
19,55,25,11,44.0,6,24.0,1,4.0,7,28.0,19055
19,56,29,14,48.28,2,6.9,3,10.34,10,34.48,19056
19,57,21,14,66.67,3,14.29,1,4.76,3,14.29,19057
19,58,18,8,44.44,2,11.11,0,0.0,8,44.44,19058
19,59,29,13,44.83,5,17.24,1,3.45,10,34.48,19059
19,60,4,0,0.0,3,75.0,1,25.0,0,0.0,19060
19,61,20,6,30.0,4,20.0,3,15.0,7,35.0,19061
19,62,19,11,57.89,2,10.53,1,5.26,5,26.32,19062
19,63,7,4,57.14,2,28.57,1,14.29,0,0.0,19063
19,64,16,12,75.0,2,12.5,0,0.0,2,12.5,19064
19,65,29,15,51.72,3,10.34,3,10.34,8,27.59,19065
20,1,1,1,100.0,0,0.0,0,0.0,0,0.0,20001
20,2,4,0,0.0,1,25.0,1,25.0,2,50.0,20002
20,3,2,1,50.0,0,0.0,0,0.0,1,50.0,20003
20,4,2,1,50.0,0,0.0,1,50.0,0,0.0,20004
20,5,1,1,100.0,0,0.0,0,0.0,0,0.0,20005
20,6,0,0,0.0,0,0.0,0,0.0,0,0.0,20006
20,7,0,0,0.0,0,0.0,0,0.0,0,0.0,20007
20,8,1,0,0.0,0,0.0,0,0.0,1,100.0,20008
20,9,2,1,50.0,0,0.0,1,50.0,0,0.0,20009
20,10,3,0,0.0,0,0.0,1,33.33,2,66.67,20010
20,11,0,0,0.0,0,0.0,0,0.0,0,0.0,20011
20,12,0,0,0.0,0,0.0,0,0.0,0,0.0,20012
20,13,2,0,0.0,2,100.0,0,0.0,0,0.0,20013
20,14,2,0,0.0,2,100.0,0,0.0,0,0.0,20014
20,15,0,0,0.0,0,0.0,0,0.0,0,0.0,20015
20,16,0,0,0.0,0,0.0,0,0.0,0,0.0,20016
20,17,2,1,50.0,0,0.0,1,50.0,0,0.0,20017
20,18,2,0,0.0,1,50.0,1,50.0,0,0.0,20018
20,19,0,0,0.0,0,0.0,0,0.0,0,0.0,20019
20,20,1,0,0.0,1,100.0,0,0.0,0,0.0,20020
20,21,0,0,0.0,0,0.0,0,0.0,0,0.0,20021
20,22,0,0,0.0,0,0.0,0,0.0,0,0.0,20022
20,23,1,0,0.0,0,0.0,1,100.0,0,0.0,20023
20,24,2,0,0.0,2,100.0,0,0.0,0,0.0,20024
20,25,0,0,0.0,0,0.0,0,0.0,0,0.0,20025
20,26,4,3,75.0,0,0.0,1,25.0,0,0.0,20026
20,27,2,1,50.0,0,0.0,0,0.0,1,50.0,20027
20,28,1,1,100.0,0,0.0,0,0.0,0,0.0,20028
20,29,1,1,100.0,0,0.0,0,0.0,0,0.0,20029
20,30,1,0,0.0,0,0.0,0,0.0,1,100.0,20030
20,31,0,0,0.0,0,0.0,0,0.0,0,0.0,20031
20,32,1,0,0.0,0,0.0,0,0.0,1,100.0,20032
20,33,3,2,66.67,0,0.0,0,0.0,1,33.33,20033
20,34,7,0,0.0,1,14.29,3,42.86,3,42.86,20034
20,35,1,0,0.0,1,100.0,0,0.0,0,0.0,20035
20,36,1,1,100.0,0,0.0,0,0.0,0,0.0,20036
20,37,3,3,100.0,0,0.0,0,0.0,0,0.0,20037
20,38,4,2,50.0,0,0.0,0,0.0,2,50.0,20038
20,39,2,0,0.0,1,50.0,0,0.0,1,50.0,20039
20,40,1,0,0.0,1,100.0,0,0.0,0,0.0,20040
20,41,0,0,0.0,0,0.0,0,0.0,0,0.0,20041
20,42,0,0,0.0,0,0.0,0,0.0,0,0.0,20042
20,43,4,1,25.0,0,0.0,2,50.0,1,25.0,20043
20,44,1,0,0.0,1,100.0,0,0.0,0,0.0,20044
20,45,0,0,0.0,0,0.0,0,0.0,0,0.0,20045
20,46,0,0,0.0,0,0.0,0,0.0,0,0.0,20046
20,47,0,0,0.0,0,0.0,0,0.0,0,0.0,20047
20,48,0,0,0.0,0,0.0,0,0.0,0,0.0,20048
20,49,1,0,0.0,0,0.0,1,100.0,0,0.0,20049
20,50,1,0,0.0,0,0.0,1,100.0,0,0.0,20050
20,51,2,1,50.0,0,0.0,0,0.0,1,50.0,20051
20,52,0,0,0.0,0,0.0,0,0.0,0,0.0,20052
21,1,2,1,50.0,1,50.0,0,0.0,0,0.0,21001
21,2,3,0,0.0,1,33.33,1,33.33,1,33.33,21002
21,3,3,2,66.67,1,33.33,0,0.0,0,0.0,21003
21,4,2,1,50.0,1,50.0,0,0.0,0,0.0,21004
21,5,2,1,50.0,0,0.0,0,0.0,1,50.0,21005
21,6,1,0,0.0,0,0.0,0,0.0,1,100.0,21006
21,7,2,2,100.0,0,0.0,0,0.0,0,0.0,21007
21,8,1,0,0.0,1,100.0,0,0.0,0,0.0,21008
21,9,2,0,0.0,0,0.0,0,0.0,2,100.0,21009
21,10,1,0,0.0,1,100.0,0,0.0,0,0.0,21010
21,11,1,1,100.0,0,0.0,0,0.0,0,0.0,21011
21,12,1,0,0.0,1,100.0,0,0.0,0,0.0,21012
21,13,0,0,0.0,0,0.0,0,0.0,0,0.0,21013
21,14,0,0,0.0,0,0.0,0,0.0,0,0.0,21014
21,15,2,1,50.0,0,0.0,0,0.0,1,50.0,21015
21,16,0,0,0.0,0,0.0,0,0.0,0,0.0,21016
21,17,1,0,0.0,0,0.0,0,0.0,1,100.0,21017
21,18,1,0,0.0,0,0.0,0,0.0,1,100.0,21018
21,19,1,0,0.0,0,0.0,0,0.0,1,100.0,21019
21,20,1,0,0.0,0,0.0,0,0.0,1,100.0,21020
21,21,2,0,0.0,0,0.0,1,50.0,1,50.0,21021
21,22,2,1,50.0,1,50.0,0,0.0,0,0.0,21022
21,23,5,4,80.0,0,0.0,1,20.0,0,0.0,21023
21,24,1,0,0.0,0,0.0,1,100.0,0,0.0,21024
21,25,0,0,0.0,0,0.0,0,0.0,0,0.0,21025
21,26,1,0,0.0,0,0.0,1,100.0,0,0.0,21026
21,27,2,0,0.0,1,50.0,1,50.0,0,0.0,21027
21,28,1,0,0.0,0,0.0,1,100.0,0,0.0,21028
21,29,1,1,100.0,0,0.0,0,0.0,0,0.0,21029
21,30,2,1,50.0,0,0.0,0,0.0,1,50.0,21030
21,31,0,0,0.0,0,0.0,0,0.0,0,0.0,21031
21,32,5,0,0.0,4,80.0,0,0.0,1,20.0,21032
21,33,2,1,50.0,1,50.0,0,0.0,0,0.0,21033
21,34,0,0,0.0,0,0.0,0,0.0,0,0.0,21034
21,35,2,2,100.0,0,0.0,0,0.0,0,0.0,21035
21,36,0,0,0.0,0,0.0,0,0.0,0,0.0,21036
21,37,2,0,0.0,0,0.0,2,100.0,0,0.0,21037
21,38,0,0,0.0,0,0.0,0,0.0,0,0.0,21038
21,39,2,0,0.0,0,0.0,2,100.0,0,0.0,21039
21,40,0,0,0.0,0,0.0,0,0.0,0,0.0,21040
21,41,3,1,33.33,0,0.0,2,66.67,0,0.0,21041
21,42,2,2,100.0,0,0.0,0,0.0,0,0.0,21042
21,43,2,0,0.0,1,50.0,0,0.0,1,50.0,21043
21,44,2,1,50.0,0,0.0,0,0.0,1,50.0,21044
21,45,1,0,0.0,0,0.0,0,0.0,1,100.0,21045
21,46,1,0,0.0,0,0.0,0,0.0,1,100.0,21046
21,47,2,1,50.0,0,0.0,1,50.0,0,0.0,21047
21,48,2,0,0.0,0,0.0,1,50.0,1,50.0,21048
21,49,3,0,0.0,1,33.33,2,66.67,0,0.0,21049
21,50,0,0,0.0,0,0.0,0,0.0,0,0.0,21050
21,51,8,4,50.0,1,12.5,3,37.5,0,0.0,21051
21,52,1,0,0.0,0,0.0,0,0.0,1,100.0,21052
21,53,1,0,0.0,0,0.0,1,100.0,0,0.0,21053
21,54,0,0,0.0,0,0.0,0,0.0,0,0.0,21054
21,55,1,0,0.0,0,0.0,0,0.0,1,100.0,21055
21,56,0,0,0.0,0,0.0,0,0.0,0,0.0,21056
21,57,0,0,0.0,0,0.0,0,0.0,0,0.0,21057
21,58,1,0,0.0,0,0.0,1,100.0,0,0.0,21058
21,59,0,0,0.0,0,0.0,0,0.0,0,0.0,21059
21,60,2,2,100.0,0,0.0,0,0.0,0,0.0,21060
21,61,3,2,66.67,0,0.0,0,0.0,1,33.33,21061
21,62,1,1,100.0,0,0.0,0,0.0,0,0.0,21062
21,63,0,0,0.0,0,0.0,0,0.0,0,0.0,21063
21,64,3,1,33.33,0,0.0,0,0.0,2,66.67,21064
21,65,0,0,0.0,0,0.0,0,0.0,0,0.0,21065
21,66,0,0,0.0,0,0.0,0,0.0,0,0.0,21066
21,67,0,0,0.0,0,0.0,0,0.0,0,0.0,21067
21,68,2,1,50.0,0,0.0,0,0.0,1,50.0,21068
21,69,2,0,0.0,0,0.0,2,100.0,0,0.0,21069
21,70,2,0,0.0,1,50.0,1,50.0,0,0.0,21070
22,1,0,0,0.0,0,0.0,0,0.0,0,0.0,22001
22,2,3,2,66.67,0,0.0,0,0.0,1,33.33,22002
22,3,5,3,60.0,0,0.0,0,0.0,2,40.0,22003
22,4,1,1,100.0,0,0.0,0,0.0,0,0.0,22004
22,5,7,3,42.86,2,28.57,0,0.0,2,28.57,22005
22,6,3,1,33.33,0,0.0,0,0.0,2,66.67,22006
22,7,0,0,0.0,0,0.0,0,0.0,0,0.0,22007
22,8,1,0,0.0,0,0.0,1,100.0,0,0.0,22008
22,9,6,3,50.0,0,0.0,0,0.0,3,50.0,22009
22,10,4,0,0.0,0,0.0,1,25.0,3,75.0,22010
22,11,7,2,28.57,0,0.0,0,0.0,5,71.43,22011
22,12,2,0,0.0,2,100.0,0,0.0,0,0.0,22012
22,13,2,0,0.0,1,50.0,1,50.0,0,0.0,22013
22,14,3,2,66.67,0,0.0,0,0.0,1,33.33,22014
22,15,1,0,0.0,0,0.0,1,100.0,0,0.0,22015
22,16,7,6,85.71,0,0.0,0,0.0,1,14.29,22016
22,17,6,1,16.67,0,0.0,0,0.0,5,83.33,22017
22,18,6,3,50.0,0,0.0,0,0.0,3,50.0,22018
22,19,0,0,0.0,0,0.0,0,0.0,0,0.0,22019
22,20,3,0,0.0,1,33.33,1,33.33,1,33.33,22020
22,21,3,0,0.0,1,33.33,0,0.0,2,66.67,22021
22,22,0,0,0.0,0,0.0,0,0.0,0,0.0,22022
22,23,6,3,50.0,2,33.33,0,0.0,1,16.67,22023
22,24,3,1,33.33,0,0.0,0,0.0,2,66.67,22024
22,25,8,2,25.0,1,12.5,1,12.5,4,50.0,22025
22,26,2,1,50.0,0,0.0,0,0.0,1,50.0,22026
22,27,5,1,20.0,1,20.0,1,20.0,2,40.0,22027
22,28,0,0,0.0,0,0.0,0,0.0,0,0.0,22028
22,29,1,1,100.0,0,0.0,0,0.0,0,0.0,22029
23,1,15,10,66.67,1,6.67,0,0.0,4,26.67,23001
23,2,9,5,55.56,1,11.11,0,0.0,3,33.33,23002
23,3,24,12,50.0,2,8.33,1,4.17,9,37.5,23003
23,4,19,10,52.63,6,31.58,0,0.0,3,15.79,23004
23,5,13,6,46.15,1,7.69,1,7.69,5,38.46,23005
23,6,18,7,38.89,1,5.56,1,5.56,9,50.0,23006
23,7,16,6,37.5,4,25.0,2,12.5,4,25.0,23007
23,8,24,11,45.83,5,20.83,3,12.5,5,20.83,23008
23,9,9,5,55.56,1,11.11,0,0.0,3,33.33,23009
23,10,17,9,52.94,3,17.65,0,0.0,5,29.41,23010
23,11,19,15,78.95,2,10.53,0,0.0,2,10.53,23011
23,12,21,12,57.14,3,14.29,1,4.76,5,23.81,23012
23,13,23,9,39.13,4,17.39,2,8.7,8,34.78,23013
23,14,13,6,46.15,3,23.08,1,7.69,3,23.08,23014
23,15,19,7,36.84,2,10.53,1,5.26,9,47.37,23015
23,16,29,14,48.28,4,13.79,2,6.9,9,31.03,23016
23,17,16,9,56.25,1,6.25,1,6.25,5,31.25,23017
23,18,18,8,44.44,2,11.11,1,5.56,7,38.89,23018
23,19,13,6,46.15,1,7.69,0,0.0,6,46.15,23019
23,20,13,6,46.15,0,0.0,0,0.0,7,53.85,23020
23,21,17,7,41.18,3,17.65,2,11.76,5,29.41,23021
23,22,12,6,50.0,1,8.33,1,8.33,4,33.33,23022
23,23,36,10,27.78,4,11.11,4,11.11,18,50.0,23023
23,24,18,9,50.0,2,11.11,0,0.0,7,38.89,23024
23,25,12,2,16.67,1,8.33,2,16.67,7,58.33,23025
23,26,32,13,40.63,4,12.5,3,9.38,12,37.5,23026
23,27,33,16,48.48,8,24.24,1,3.03,8,24.24,23027
23,28,18,9,50.0,2,11.11,0,0.0,7,38.89,23028
23,29,7,4,57.14,2,28.57,0,0.0,1,14.29,23029
23,30,11,5,45.45,1,9.09,0,0.0,5,45.45,23030
23,31,27,9,33.33,10,37.04,3,11.11,5,18.52,23031
23,32,15,3,20.0,1,6.67,1,6.67,10,66.67,23032
23,33,25,9,36.0,2,8.0,3,12.0,11,44.0,23033
23,34,19,5,26.32,5,26.32,3,15.79,6,31.58,23034
23,35,1,0,0.0,1,100.0,0,0.0,0,0.0,23035
23,36,19,9,47.37,1,5.26,1,5.26,8,42.11,23036
23,37,4,1,25.0,0,0.0,1,25.0,2,50.0,23037
23,38,10,3,30.0,3,30.0,0,0.0,4,40.0,23038
23,39,21,11,52.38,2,9.52,1,4.76,7,33.33,23039
23,40,23,6,26.09,4,17.39,1,4.35,12,52.17,23040
23,41,10,6,60.0,3,30.0,0,0.0,1,10.0,23041
23,42,5,3,60.0,0,0.0,0,0.0,2,40.0,23042
23,43,18,10,55.56,2,11.11,2,11.11,4,22.22,23043
23,44,13,6,46.15,1,7.69,0,0.0,6,46.15,23044
23,45,21,10,47.62,2,9.52,4,19.05,5,23.81,23045
23,46,13,5,38.46,0,0.0,1,7.69,7,53.85,23046
23,47,22,5,22.73,3,13.64,2,9.09,12,54.55,23047
23,48,21,6,28.57,4,19.05,2,9.52,9,42.86,23048
23,49,12,2,16.67,5,41.67,0,0.0,5,41.67,23049
23,50,5,3,60.0,1,20.0,0,0.0,1,20.0,23050
23,51,16,6,37.5,2,12.5,0,0.0,8,50.0,23051
23,52,19,12,63.16,2,10.53,1,5.26,4,21.05,23052
23,53,9,1,11.11,1,11.11,1,11.11,6,66.67,23053
23,54,14,4,28.57,4,28.57,3,21.43,3,21.43,23054
23,55,18,7,38.89,5,27.78,0,0.0,6,33.33,23055
23,56,32,14,43.75,7,21.88,2,6.25,9,28.13,23056
23,57,22,9,40.91,1,4.55,5,22.73,7,31.82,23057
23,58,20,7,35.0,3,15.0,1,5.0,9,45.0,23058
23,59,16,7,43.75,2,12.5,1,6.25,6,37.5,23059
23,60,18,10,55.56,2,11.11,0,0.0,6,33.33,23060
23,61,13,1,7.69,6,46.15,0,0.0,6,46.15,23061
23,62,17,9,52.94,0,0.0,1,5.88,7,41.18,23062
24,1,5,0,0.0,1,20.0,2,40.0,2,40.0,24001
24,2,0,0,0.0,0,0.0,0,0.0,0,0.0,24002
24,3,1,0,0.0,0,0.0,0,0.0,1,100.0,24003
24,4,1,1,100.0,0,0.0,0,0.0,0,0.0,24004
24,5,1,1,100.0,0,0.0,0,0.0,0,0.0,24005
24,6,0,0,0.0,0,0.0,0,0.0,0,0.0,24006
24,7,0,0,0.0,0,0.0,0,0.0,0,0.0,24007
24,8,4,1,25.0,0,0.0,1,25.0,2,50.0,24008
24,9,7,3,42.86,0,0.0,1,14.29,3,42.86,24009
24,10,2,1,50.0,0,0.0,1,50.0,0,0.0,24010
24,11,0,0,0.0,0,0.0,0,0.0,0,0.0,24011
24,12,0,0,0.0,0,0.0,0,0.0,0,0.0,24012
24,13,0,0,0.0,0,0.0,0,0.0,0,0.0,24013
24,14,2,1,50.0,1,50.0,0,0.0,0,0.0,24014
24,15,0,0,0.0,0,0.0,0,0.0,0,0.0,24015
24,16,0,0,0.0,0,0.0,0,0.0,0,0.0,24016
24,17,1,0,0.0,0,0.0,1,100.0,0,0.0,24017
24,18,0,0,0.0,0,0.0,0,0.0,0,0.0,24018
24,19,1,0,0.0,0,0.0,1,100.0,0,0.0,24019
24,20,2,0,0.0,0,0.0,1,50.0,1,50.0,24020
24,21,1,0,0.0,0,0.0,0,0.0,1,100.0,24021
24,22,0,0,0.0,0,0.0,0,0.0,0,0.0,24022
24,23,3,0,0.0,1,33.33,0,0.0,2,66.67,24023
24,24,0,0,0.0,0,0.0,0,0.0,0,0.0,24024
24,25,3,0,0.0,0,0.0,0,0.0,3,100.0,24025
24,26,3,0,0.0,0,0.0,3,100.0,0,0.0,24026
24,27,2,0,0.0,0,0.0,0,0.0,2,100.0,24027
24,28,3,2,66.67,0,0.0,0,0.0,1,33.33,24028
24,29,3,1,33.33,0,0.0,1,33.33,1,33.33,24029
24,30,1,0,0.0,0,0.0,0,0.0,1,100.0,24030
24,31,0,0,0.0,0,0.0,0,0.0,0,0.0,24031
24,32,3,0,0.0,1,33.33,1,33.33,1,33.33,24032
24,33,0,0,0.0,0,0.0,0,0.0,0,0.0,24033
24,34,0,0,0.0,0,0.0,0,0.0,0,0.0,24034
24,35,2,0,0.0,0,0.0,2,100.0,0,0.0,24035
24,36,2,1,50.0,0,0.0,0,0.0,1,50.0,24036
24,37,1,0,0.0,0,0.0,1,100.0,0,0.0,24037
24,38,1,0,0.0,0,0.0,1,100.0,0,0.0,24038
24,39,0,0,0.0,0,0.0,0,0.0,0,0.0,24039
24,40,2,1,50.0,0,0.0,1,50.0,0,0.0,24040
