ward,precinct,total,PATRICIA VAZQUEZ,PATRICIA VAZQUEZ Percent,DONALD G. HANSEN,DONALD G. HANSEN Percent,ERICK M. NICKERSON,ERICK M. NICKERSON Percent,precinct_id
20,22,0,0,0.0,0,0.0,0,0.0,20022
20,23,3,1,33.33,0,0.0,2,66.67,20023
20,24,3,1,33.33,1,33.33,1,33.33,20024
20,25,0,0,0.0,0,0.0,0,0.0,20025
20,26,7,3,42.86,2,28.57,2,28.57,20026
20,27,2,1,50.0,1,50.0,0,0.0,20027
20,28,2,1,50.0,1,50.0,0,0.0,20028
20,29,3,1,33.33,1,33.33,1,33.33,20029
20,30,1,0,0.0,0,0.0,1,100.0,20030
20,31,0,0,0.0,0,0.0,0,0.0,20031
20,32,1,1,100.0,0,0.0,0,0.0,20032
20,33,5,2,40.0,1,20.0,2,40.0,20033
20,34,7,3,42.86,2,28.57,2,28.57,20034
20,35,1,1,100.0,0,0.0,0,0.0,20035
20,36,3,1,33.33,1,33.33,1,33.33,20036
20,37,2,0,0.0,2,100.0,0,0.0,20037
20,38,6,3,50.0,1,16.67,2,33.33,20038
20,39,2,1,50.0,0,0.0,1,50.0,20039
20,40,3,1,33.33,1,33.33,1,33.33,20040
20,41,0,0,0.0,0,0.0,0,0.0,20041
20,42,1,0,0.0,1,100.0,0,0.0,20042
20,43,4,1,25.0,2,50.0,1,25.0,20043
20,44,3,1,33.33,1,33.33,1,33.33,20044
20,45,0,0,0.0,0,0.0,0,0.0,20045
20,46,0,0,0.0,0,0.0,0,0.0,20046
20,47,0,0,0.0,0,0.0,0,0.0,20047
20,48,0,0,0.0,0,0.0,0,0.0,20048
20,49,3,1,33.33,1,33.33,1,33.33,20049
20,50,1,1,100.0,0,0.0,0,0.0,20050
20,51,3,1,33.33,1,33.33,1,33.33,20051
20,52,0,0,0.0,0,0.0,0,0.0,20052
21,1,2,1,50.0,0,0.0,1,50.0,21001
21,2,3,2,66.67,1,33.33,0,0.0,21002
21,3,2,0,0.0,1,50.0,1,50.0,21003
21,4,2,2,100.0,0,0.0,0,0.0,21004
21,5,2,1,50.0,1,50.0,0,0.0,21005
21,6,1,1,100.0,0,0.0,0,0.0,21006
21,7,4,1,25.0,1,25.0,2,50.0,21007
21,8,3,1,33.33,1,33.33,1,33.33,21008
21,9,6,2,33.33,2,33.33,2,33.33,21009
21,10,4,2,50.0,1,25.0,1,25.0,21010
21,11,1,1,100.0,0,0.0,0,0.0,21011
21,12,5,3,60.0,1,20.0,1,20.0,21012
21,13,2,1,50.0,0,0.0,1,50.0,21013
21,14,0,0,0.0,0,0.0,0,0.0,21014
21,15,2,1,50.0,1,50.0,0,0.0,21015
21,16,0,0,0.0,0,0.0,0,0.0,21016
21,17,3,1,33.33,1,33.33,1,33.33,21017
21,18,3,1,33.33,1,33.33,1,33.33,21018
21,19,3,1,33.33,1,33.33,1,33.33,21019
21,20,3,1,33.33,1,33.33,1,33.33,21020
21,21,3,1,33.33,1,33.33,1,33.33,21021
21,22,3,1,33.33,1,33.33,1,33.33,21022
21,23,11,4,36.36,4,36.36,3,27.27,21023
21,24,1,1,100.0,0,0.0,0,0.0,21024
21,25,0,0,0.0,0,0.0,0,0.0,21025
21,26,1,0,0.0,1,100.0,0,0.0,21026
21,27,4,1,25.0,2,50.0,1,25.0,21027
21,28,1,0,0.0,1,100.0,0,0.0,21028
21,29,1,0,0.0,1,100.0,0,0.0,21029
21,30,8,3,37.5,3,37.5,2,25.0,21030
21,31,3,1,33.33,1,33.33,1,33.33,21031
21,32,6,2,33.33,2,33.33,2,33.33,21032
21,33,7,3,42.86,2,28.57,2,28.57,21033
21,34,0,0,0.0,0,0.0,0,0.0,21034
21,35,3,1,33.33,1,33.33,1,33.33,21035
21,36,0,0,0.0,0,0.0,0,0.0,21036
21,37,4,1,25.0,1,25.0,2,50.0,21037
21,38,1,0,0.0,1,100.0,0,0.0,21038
21,39,4,1,25.0,2,50.0,1,25.0,21039
21,40,1,1,100.0,0,0.0,0,0.0,21040
21,41,3,1,33.33,1,33.33,1,33.33,21041
21,42,3,1,33.33,1,33.33,1,33.33,21042
21,43,2,0,0.0,0,0.0,2,100.0,21043
21,44,1,0,0.0,0,0.0,1,100.0,21044
21,45,3,1,33.33,1,33.33,1,33.33,21045
21,46,3,1,33.33,1,33.33,1,33.33,21046
21,47,4,1,25.0,2,50.0,1,25.0,21047
21,48,4,2,50.0,1,25.0,1,25.0,21048
21,49,4,1,25.0,2,50.0,1,25.0,21049
21,50,0,0,0.0,0,0.0,0,0.0,21050
21,51,10,5,50.0,2,20.0,3,30.0,21051
21,52,1,1,100.0,0,0.0,0,0.0,21052
21,53,1,0,0.0,0,0.0,1,100.0,21053
21,54,0,0,0.0,0,0.0,0,0.0,21054
21,55,1,1,100.0,0,0.0,0,0.0,21055
21,56,0,0,0.0,0,0.0,0,0.0,21056
21,57,0,0,0.0,0,0.0,0,0.0,21057
21,58,1,1,100.0,0,0.0,0,0.0,21058
21,59,1,0,0.0,1,100.0,0,0.0,21059
21,60,6,2,33.33,2,33.33,2,33.33,21060
21,61,8,3,37.5,3,37.5,2,25.0,21061
21,62,1,1,100.0,0,0.0,0,0.0,21062
21,63,0,0,0.0,0,0.0,0,0.0,21063
21,64,7,3,42.86,2,28.57,2,28.57,21064
21,65,0,0,0.0,0,0.0,0,0.0,21065
21,66,0,0,0.0,0,0.0,0,0.0,21066
21,67,0,0,0.0,0,0.0,0,0.0,21067
21,68,2,2,100.0,0,0.0,0,0.0,21068
21,69,2,1,50.0,0,0.0,1,50.0,21069
21,70,4,2,50.0,1,25.0,1,25.0,21070
22,1,0,0,0.0,0,0.0,0,0.0,22001
22,2,10,4,40.0,3,30.0,3,30.0,22002
22,3,7,3,42.86,1,14.29,3,42.86,22003
22,4,1,1,100.0,0,0.0,0,0.0,22004
22,5,10,7,70.0,1,10.0,2,20.0,22005
22,6,7,3,42.86,2,28.57,2,28.57,22006
22,7,1,0,0.0,0,0.0,1,100.0,22007
22,8,1,1,100.0,0,0.0,0,0.0,22008
22,9,10,6,60.0,2,20.0,2,20.0,22009
22,10,6,3,50.0,2,33.33,1,16.67,22010
22,11,6,6,100.0,0,0.0,0,0.0,22011
22,12,4,2,50.0,1,25.0,1,25.0,22012
22,13,3,3,100.0,0,0.0,0,0.0,22013
22,14,10,4,40.0,3,30.0,3,30.0,22014
22,15,1,0,0.0,1,100.0,0,0.0,22015
22,16,14,5,35.71,5,35.71,4,28.57,22016
22,17,12,6,50.0,4,33.33,2,16.67,22017
22,18,13,7,53.85,3,23.08,3,23.08,22018
22,19,0,0,0.0,0,0.0,0,0.0,22019
22,20,4,1,25.0,2,50.0,1,25.0,22020
22,21,6,1,16.67,3,50.0,2,33.33,22021
22,22,0,0,0.0,0,0.0,0,0.0,22022
22,23,7,7,100.0,0,0.0,0,0.0,22023
22,24,3,3,100.0,0,0.0,0,0.0,22024
22,25,14,6,42.86,4,28.57,4,28.57,22025
22,26,5,3,60.0,1,20.0,1,20.0,22026
22,27,7,2,28.57,3,42.86,2,28.57,22027
22,28,1,1,100.0,0,0.0,0,0.0,22028
22,29,4,2,50.0,1,25.0,1,25.0,22029
23,1,33,10,30.3,12,36.36,11,33.33,23001
23,2,15,6,40.0,5,33.33,4,26.67,23002
23,3,54,19,35.19,20,37.04,15,27.78,23003
23,4,34,11,32.35,14,41.18,9,26.47,23004
23,5,23,8,34.78,9,39.13,6,26.09,23005
23,6,37,11,29.73,14,37.84,12,32.43,23006
23,7,27,12,44.44,9,33.33,6,22.22,23007
23,8,47,15,31.91,17,36.17,15,31.91,23008
23,9,14,5,35.71,3,21.43,6,42.86,23009
23,10,34,11,32.35,11,32.35,12,35.29,23010
23,11,33,10,30.3,14,42.42,9,27.27,23011
23,12,37,12,32.43,12,32.43,13,35.14,23012
23,13,43,18,41.86,13,30.23,12,27.91,23013
23,14,23,7,30.43,8,34.78,8,34.78,23014
23,15,27,9,33.33,11,40.74,7,25.93,23015
23,16,57,20,35.09,20,35.09,17,29.82,23016
23,17,21,9,42.86,8,38.1,4,19.05,23017
23,18,31,9,29.03,13,41.94,9,29.03,23018
23,19,19,7,36.84,6,31.58,6,31.58,23019
23,20,32,10,31.25,12,37.5,10,31.25,23020
23,21,39,13,33.33,14,35.9,12,30.77,23021
23,22,21,5,23.81,8,38.1,8,38.1,23022
23,23,62,24,38.71,20,32.26,18,29.03,23023
23,24,28,8,28.57,14,50.0,6,21.43,23024
23,25,21,9,42.86,6,28.57,6,28.57,23025
23,26,53,16,30.19,20,37.74,17,32.08,23026
23,27,61,18,29.51,24,39.34,19,31.15,23027
23,28,38,12,31.58,15,39.47,11,28.95,23028
23,29,13,5,38.46,5,38.46,3,23.08,23029
23,30,21,7,33.33,7,33.33,7,33.33,23030
23,31,33,9,27.27,14,42.42,10,30.3,23031
23,32,30,12,40.0,9,30.0,9,30.0,23032
23,33,43,15,34.88,15,34.88,13,30.23,23033
23,34,36,13,36.11,12,33.33,11,30.56,23034
23,35,1,0,0.0,1,100.0,0,0.0,23035
23,36,31,10,32.26,12,38.71,9,29.03,23036
23,37,12,4,33.33,4,33.33,4,33.33,23037
23,38,8,2,25.0,2,25.0,4,50.0,23038
23,39,33,11,33.33,15,45.45,7,21.21,23039
23,40,46,16,34.78,17,36.96,13,28.26,23040
23,41,29,10,34.48,9,31.03,10,34.48,23041
23,42,12,3,25.0,5,41.67,4,33.33,23042
23,43,30,9,30.0,14,46.67,7,23.33,23043
23,44,14,5,35.71,7,50.0,2,14.29,23044
23,45,31,13,41.94,8,25.81,10,32.26,23045
23,46,16,6,37.5,6,37.5,4,25.0,23046
23,47,46,16,34.78,15,32.61,15,32.61,23047
23,48,39,13,33.33,12,30.77,14,35.9,23048
23,49,15,6,40.0,6,40.0,3,20.0,23049
23,50,13,5,38.46,5,38.46,3,23.08,23050
23,51,27,9,33.33,11,40.74,7,25.93,23051
23,52,31,8,25.81,15,48.39,8,25.81,23052
23,53,14,5,35.71,5,35.71,4,28.57,23053
23,54,21,8,38.1,7,33.33,6,28.57,23054
23,55,35,13,37.14,12,34.29,10,28.57,23055
23,56,65,20,30.77,25,38.46,20,30.77,23056
23,57,37,11,29.73,15,40.54,11,29.73,23057
23,58,35,12,34.29,13,37.14,10,28.57,23058
23,59,17,7,41.18,6,35.29,4,23.53,23059
23,60,32,11,34.38,12,37.5,9,28.13,23060
23,61,30,11,36.67,10,33.33,9,30.0,23061
23,62,39,13,33.33,14,35.9,12,30.77,23062
24,1,5,3,60.0,1,20.0,1,20.0,24001
24,2,1,1,100.0,0,0.0,0,0.0,24002
24,3,6,1,16.67,2,33.33,3,50.0,24003
24,4,1,0,0.0,1,100.0,0,0.0,24004
24,5,1,0,0.0,1,100.0,0,0.0,24005
24,6,0,0,0.0,0,0.0,0,0.0,24006
24,7,0,0,0.0,0,0.0,0,0.0,24007
24,8,8,3,37.5,2,25.0,3,37.5,24008
24,9,11,5,45.45,4,36.36,2,18.18,24009
24,10,2,2,100.0,0,0.0,0,0.0,24010
24,11,0,0,0.0,0,0.0,0,0.0,24011
24,12,0,0,0.0,0,0.0,0,0.0,24012
24,13,0,0,0.0,0,0.0,0,0.0,24013
24,14,4,1,25.0,2,50.0,1,25.0,24014
24,15,0,0,0.0,0,0.0,0,0.0,24015
24,16,0,0,0.0,0,0.0,0,0.0,24016
24,17,3,1,33.33,1,33.33,1,33.33,24017
24,18,0,0,0.0,0,0.0,0,0.0,24018
24,19,3,1,33.33,1,33.33,1,33.33,24019
24,20,2,0,0.0,2,100.0,0,0.0,24020
24,21,0,0,0.0,0,0.0,0,0.0,24021
24,22,0,0,0.0,0,0.0,0,0.0,24022
24,23,1,1,100.0,0,0.0,0,0.0,24023
24,24,0,0,0.0,0,0.0,0,0.0,24024
24,25,4,2,50.0,1,25.0,1,25.0,24025
24,26,1,1,100.0,0,0.0,0,0.0,24026
24,27,5,2,40.0,2,40.0,1,20.0,24027
24,28,7,2,28.57,3,42.86,2,28.57,24028
24,29,5,3,60.0,1,20.0,1,20.0,24029
24,30,1,1,100.0,0,0.0,0,0.0,24030
24,31,0,0,0.0,0,0.0,0,0.0,24031
24,32,5,1,20.0,1,20.0,3,60.0,24032
24,33,0,0,0.0,0,0.0,0,0.0,24033
24,34,0,0,0.0,0,0.0,0,0.0,24034
24,35,1,1,100.0,0,0.0,0,0.0,24035
24,36,2,0,0.0,1,50.0,1,50.0,24036
24,37,1,0,0.0,1,100.0,0,0.0,24037
24,38,0,0,0.0,0,0.0,0,0.0,24038
24,39,0,0,0.0,0,0.0,0,0.0,24039
24,40,3,1,33.33,1,33.33,1,33.33,24040
24,41,1,1,100.0,0,0.0,0,0.0,24041
24,42,1,0,0.0,1,100.0,0,0.0,24042
24,43,1,0,0.0,1,100.0,0,0.0,24043
24,44,1,0,0.0,1,100.0,0,0.0,24044
24,45,0,0,0.0,0,0.0,0,0.0,24045
24,46,0,0,0.0,0,0.0,0,0.0,24046
24,47,0,0,0.0,0,0.0,0,0.0,24047
24,48,1,0,0.0,0,0.0,1,100.0,24048
24,49,0,0,0.0,0,0.0,0,0.0,24049
24,50,1,0,0.0,1,100.0,0,0.0,24050
24,51,16,7,43.75,6,37.5,3,18.75,24051
24,52,1,1,100.0,0,0.0,0,0.0,24052
24,53,0,0,0.0,0,0.0,0,0.0,24053
25,1,18,7,38.89,6,33.33,5,27.78,25001
25,2,32,14,43.75,10,31.25,8,25.0,25002
25,3,8,5,62.5,2,25.0,1,12.5,25003
25,4,17,8,47.06,4,23.53,5,29.41,25004
25,5,27,10,37.04,9,33.33,8,29.63,25005
25,6,32,14,43.75,10,31.25,8,25.0,25006
25,7,8,6,75.0,1,12.5,1,12.5,25007
25,8,9,4,44.44,3,33.33,2,22.22,25008
25,9,24,8,33.33,8,33.33,8,33.33,25009
25,10,3,1,33.33,1,33.33,1,33.33,25010
25,11,8,6,75.0,2,25.0,0,0.0,25011
25,12,12,5,41.67,3,25.0,4,33.33,25012
25,13,10,3,30.0,5,50.0,2,20.0,25013
25,14,11,4,36.36,4,36.36,3,27.27,25014
25,15,18,7,38.89,6,33.33,5,27.78,25015
25,16,27,8,29.63,9,33.33,10,37.04,25016
25,17,18,9,50.0,5,27.78,4,22.22,25017
25,18,15,7,46.67,5,33.33,3,20.0,25018
25,19,5,3,60.0,1,20.0,1,20.0,25019
25,20,5,4,80.0,1,20.0,0,0.0,25020
25,21,13,6,46.15,4,30.77,3,23.08,25021
25,22,19,8,42.11,6,31.58,5,26.32,25022
25,23,5,2,40.0,2,40.0,1,20.0,25023
25,24,22,8,36.36,7,31.82,7,31.82,25024
26,1,21,9,42.86,5,23.81,7,33.33,26001
26,2,6,4,66.67,1,16.67,1,16.67,26002
26,3,5,2,40.0,1,20.0,2,40.0,26003
26,4,6,1,16.67,4,66.67,1,16.67,26004
26,5,3,1,33.33,1,33.33,1,33.33,26005
26,6,18,8,44.44,5,27.78,5,27.78,26006
26,7,14,6,42.86,4,28.57,4,28.57,26007
26,8,50,17,34.0,18,36.0,15,30.0,26008
26,9,9,6,66.67,1,11.11,2,22.22,26009
26,10,6,1,16.67,3,50.0,2,33.33,26010
26,11,7,1,14.29,3,42.86,3,42.86,26011
26,12,17,9,52.94,4,23.53,4,23.53,26012
26,13,12,5,41.67,4,33.33,3,25.0,26013
26,14,10,4,40.0,4,40.0,2,20.0,26014
26,15,6,2,33.33,2,33.33,2,33.33,26015
26,16,1,1,100.0,0,0.0,0,0.0,26016
26,17,9,2,22.22,4,44.44,3,33.33,26017
26,18,11,7,63.64,2,18.18,2,18.18,26018
26,19,30,11,36.67,10,33.33,9,30.0,26019
26,20,11,6,54.55,2,18.18,3,27.27,26020
26,21,11,5,45.45,3,27.27,3,27.27,26021
26,22,0,0,0.0,0,0.0,0,0.0,26022
26,23,22,8,36.36,8,36.36,6,27.27,26023
26,24,24,10,41.67,7,29.17,7,29.17,26024
26,25,12,5,41.67,4,33.33,3,25.0,26025
26,26,5,4,80.0,0,0.0,1,20.0,26026
26,27,4,3,75.0,1,25.0,0,0.0,26027
26,28,22,11,50.0,7,31.82,4,18.18,26028
26,29,8,5,62.5,1,12.5,2,25.0,26029
26,30,27,10,37.04,10,37.04,7,25.93,26030
26,31,9,5,55.56,2,22.22,2,22.22,26031
26,32,29,8,27.59,12,41.38,9,31.03,26032
26,33,15,4,26.67,7,46.67,4,26.67,26033
26,34,11,4,36.36,4,36.36,3,27.27,26034
26,35,12,5,41.67,4,33.33,3,25.0,26035
26,36,23,10,43.48,7,30.43,6,26.09,26036
26,37,27,9,33.33,9,33.33,9,33.33,26037
26,38,19,9,47.37,6,31.58,4,21.05,26038
27,1,25,11,44.0,7,28.0,7,28.0,27001
27,2,2,0,0.0,0,0.0,2,100.0,27002
27,3,0,0,0.0,0,0.0,0,0.0,27003
27,4,5,3,60.0,1,20.0,1,20.0,27004
27,5,19,7,36.84,6,31.58,6,31.58,27005
27,6,1,0,0.0,0,0.0,1,100.0,27006
27,7,33,9,27.27,12,36.36,12,36.36,27007
27,8,0,0,0.0,0,0.0,0,0.0,27008
27,9,16,7,43.75,5,31.25,4,25.0,27009
27,10,8,4,50.0,3,37.5,1,12.5,27010
27,11,4,2,50.0,1,25.0,1,25.0,27011
27,12,3,1,33.33,1,33.33,1,33.33,27012
27,13,69,25,36.23,24,34.78,20,28.99,27013
27,14,0,0,0.0,0,0.0,0,0.0,27014
27,15,2,0,0.0,1,50.0,1,50.0,27015
27,16,26,15,57.69,6,23.08,5,19.23,27016
27,17,13,5,38.46,4,30.77,4,30.77,27017
27,18,12,3,25.0,6,50.0,3,25.0,27018
27,19,3,1,33.33,1,33.33,1,33.33,27019
27,20,8,2,25.0,3,37.5,3,37.5,27020
27,21,0,0,0.0,0,0.0,0,0.0,27021
27,22,0,0,0.0,0,0.0,0,0.0,27022
27,23,6,2,33.33,2,33.33,2,33.33,27023
27,24,3,1,33.33,1,33.33,1,33.33,27024
27,25,4,1,25.0,2,50.0,1,25.0,27025
27,26,0,0,0.0,0,0.0,0,0.0,27026
27,27,1,0,0.0,1,100.0,0,0.0,27027
27,28,30,12,40.0,11,36.67,7,23.33,27028
27,29,2,2,100.0,0,0.0,0,0.0,27029
27,30,5,3,60.0,1,20.0,1,20.0,27030
27,31,0,0,0.0,0,0.0,0,0.0,27031
27,32,34,11,32.35,12,35.29,11,32.35,27032
27,33,9,3,33.33,4,44.44,2,22.22,27033
27,34,0,0,0.0,0,0.0,0,0.0,27034
27,35,23,10,43.48,5,21.74,8,34.78,27035
27,36,5,3,60.0,1,20.0,1,20.0,27036
27,37,41,17,41.46,13,31.71,11,26.83,27037
27,38,53,20,37.74,17,32.08,16,30.19,27038
27,39,1,0,0.0,0,0.0,1,100.0,27039
27,40,0,0,0.0,0,0.0,0,0.0,27040
27,41,111,44,39.64,40,36.04,27,24.32,27041
27,42,23,8,34.78,9,39.13,6,26.09,27042
27,43,0,0,0.0,0,0.0,0,0.0,27043
27,44,0,0,0.0,0,0.0,0,0.0,27044
27,45,1,0,0.0,1,100.0,0,0.0,27045
27,46,1,1,100.0,0,0.0,0,0.0,27046
27,47,3,1,33.33,1,33.33,1,33.33,27047
27,48,0,0,0.0,0,0.0,0,0.0,27048
27,49,0,0,0.0,0,0.0,0,0.0,27049
27,50,56,19,33.93,20,35.71,17,30.36,27050
27,51,0,0,0.0,0,0.0,0,0.0,27051
27,52,1,0,0.0,1,100.0,0,0.0,27052
27,53,86,37,43.02,26,30.23,23,26.74,27053
27,54,35,11,31.43,14,40.0,10,28.57,27054
27,55,17,5,29.41,7,41.18,5,29.41,27055
27,56,57,24,42.11,17,29.82,16,28.07,27056
27,57,21,7,33.33,8,38.1,6,28.57,27057
27,58,54,23,42.59,14,25.93,17,31.48,27058
27,59,2,2,100.0,0,0.0,0,0.0,27059
28,1,1,1,100.0,0,0.0,0,0.0,28001
28,2,0,0,0.0,0,0.0,0,0.0,28002
28,3,0,0,0.0,0,0.0,0,0.0,28003
28,4,4,2,50.0,1,25.0,1,25.0,28004
28,5,0,0,0.0,0,0.0,0,0.0,28005
28,6,0,0,0.0,0,0.0,0,0.0,28006
28,7,5,3,60.0,2,40.0,0,0.0,28007
28,8,0,0,0.0,0,0.0,0,0.0,28008
28,9,0,0,0.0,0,0.0,0,0.0,28009
28,10,0,0,0.0,0,0.0,0,0.0,28010
28,11,4,1,25.0,1,25.0,2,50.0,28011
28,12,3,1,33.33,1,33.33,1,33.33,28012
28,13,0,0,0.0,0,0.0,0,0.0,28013
28,14,3,2,66.67,0,0.0,1,33.33,28014
28,15,0,0,0.0,0,0.0,0,0.0,28015
28,16,1,0,0.0,1,100.0,0,0.0,28016
28,17,1,1,100.0,0,0.0,0,0.0,28017
28,18,0,0,0.0,0,0.0,0,0.0,28018
28,19,0,0,0.0,0,0.0,0,0.0,28019
28,20,0,0,0.0,0,0.0,0,0.0,28020
28,21,1,0,0.0,0,0.0,1,100.0,28021
28,22,3,1,33.33,0,0.0,2,66.67,28022
28,23,4,1,25.0,1,25.0,2,50.0,28023
28,24,0,0,0.0,0,0.0,0,0.0,28024
28,25,0,0,0.0,0,0.0,0,0.0,28025
28,26,0,0,0.0,0,0.0,0,0.0,28026
28,27,0,0,0.0,0,0.0,0,0.0,28027
28,28,1,1,100.0,0,0.0,0,0.0,28028
28,29,3,1,33.33,1,33.33,1,33.33,28029
28,30,2,1,50.0,1,50.0,0,0.0,28030
28,31,4,2,50.0,1,25.0,1,25.0,28031
28,32,7,3,42.86,2,28.57,2,28.57,28032
28,33,0,0,0.0,0,0.0,0,0.0,28033
28,34,0,0,0.0,0,0.0,0,0.0,28034
28,35,0,0,0.0,0,0.0,0,0.0,28035
28,36,1,0,0.0,1,100.0,0,0.0,28036
28,37,5,1,20.0,2,40.0,2,40.0,28037
28,38,1,0,0.0,1,100.0,0,0.0,28038
28,39,0,0,0.0,0,0.0,0,0.0,28039
28,40,4,1,25.0,1,25.0,2,50.0,28040
28,41,1,1,100.0,0,0.0,0,0.0,28041
28,42,0,0,0.0,0,0.0,0,0.0,28042
28,43,0,0,0.0,0,0.0,0,0.0,28043
28,44,3,3,100.0,0,0.0,0,0.0,28044
28,45,1,1,100.0,0,0.0,0,0.0,28045
28,46,4,2,50.0,1,25.0,1,25.0,28046
28,47,14,8,57.14,0,0.0,6,42.86,28047
28,48,0,0,0.0,0,0.0,0,0.0,28048
28,49,3,2,66.67,1,33.33,0,0.0,28049
28,50,0,0,0.0,0,0.0,0,0.0,28050
28,51,1,1,100.0,0,0.0,0,0.0,28051
28,52,0,0,0.0,0,0.0,0,0.0,28052
28,53,2,2,100.0,0,0.0,0,0.0,28053
28,54,2,1,50.0,0,0.0,1,50.0,28054
28,55,0,0,0.0,0,0.0,0,0.0,28055
28,56,2,1,50.0,0,0.0,1,50.0,28056
28,57,5,1,20.0,2,40.0,2,40.0,28057
28,58,0,0,0.0,0,0.0,0,0.0,28058
28,59,3,1,33.33,1,33.33,1,33.33,28059
28,60,1,1,100.0,0,0.0,0,0.0,28060
28,61,0,0,0.0,0,0.0,0,0.0,28061
29,1,4,2,50.0,1,25.0,1,25.0,29001
29,2,17,6,35.29,7,41.18,4,23.53,29002
29,3,3,2,66.67,1,33.33,0,0.0,29003
29,4,1,0,0.0,0,0.0,1,100.0,29004
29,5,0,0,0.0,0,0.0,0,0.0,29005
29,6,12,6,50.0,3,25.0,3,25.0,29006
29,7,17,8,47.06,5,29.41,4,23.53,29007
29,8,2,1,50.0,1,50.0,0,0.0,29008
29,9,2,2,100.0,0,0.0,0,0.0,29009
29,10,0,0,0.0,0,0.0,0,0.0,29010
29,11,6,2,33.33,2,33.33,2,33.33,29011
29,12,4,2,50.0,0,0.0,2,50.0,29012
29,13,5,1,20.0,2,40.0,2,40.0,29013
29,14,3,2,66.67,1,33.33,0,0.0,29014
29,15,1,1,100.0,0,0.0,0,0.0,29015
29,16,1,0,0.0,1,100.0,0,0.0,29016
29,17,11,5,45.45,4,36.36,2,18.18,29017
29,18,1,0,0.0,0,0.0,1,100.0,29018
29,19,6,2,33.33,2,33.33,2,33.33,29019
29,20,3,2,66.67,0,0.0,1,33.33,29020
29,21,1,0,0.0,1,100.0,0,0.0,29021
29,22,14,7,50.0,4,28.57,3,21.43,29022
29,23,1,0,0.0,1,100.0,0,0.0,29023
29,24,1,0,0.0,1,100.0,0,0.0,29024
29,25,4,2,50.0,1,25.0,1,25.0,29025
29,26,3,3,100.0,0,0.0,0,0.0,29026
29,27,3,1,33.33,1,33.33,1,33.33,29027
29,28,1,0,0.0,0,0.0,1,100.0,29028
29,29,5,3,60.0,1,20.0,1,20.0,29029
29,30,6,3,50.0,2,33.33,1,16.67,29030
29,31,1,0,0.0,1,100.0,0,0.0,29031
29,32,7,3,42.86,2,28.57,2,28.57,29032
29,33,9,3,33.33,3,33.33,3,33.33,29033
29,34,17,7,41.18,5,29.41,5,29.41,29034
29,35,1,1,100.0,0,0.0,0,0.0,29035
29,36,0,0,0.0,0,0.0,0,0.0,29036
29,37,3,2,66.67,1,33.33,0,0.0,29037
29,38,4,2,50.0,1,25.0,1,25.0,29038
29,39,17,6,35.29,7,41.18,4,23.53,29039
29,40,0,0,0.0,0,0.0,0,0.0,29040
29,41,1,1,100.0,0,0.0,0,0.0,29041
29,42,0,0,0.0,0,0.0,0,0.0,29042
29,43,1,0,0.0,1,100.0,0,0.0,29043
29,44,3,2,66.67,1,33.33,0,0.0,29044
29,45,0,0,0.0,0,0.0,0,0.0,29045
29,46,1,0,0.0,0,0.0,1,100.0,29046
29,47,4,1,25.0,2,50.0,1,25.0,29047
29,48,1,1,100.0,0,0.0,0,0.0,29048
29,49,1,1,100.0,0,0.0,0,0.0,29049
29,50,1,0,0.0,1,100.0,0,0.0,29050
29,51,6,1,16.67,3,50.0,2,33.33,29051
29,52,21,8,38.1,8,38.1,5,23.81,29052
29,53,27,12,44.44,9,33.33,6,22.22,29053
29,54,9,2,22.22,4,44.44,3,33.33,29054
29,55,0,0,0.0,0,0.0,0,0.0,29055
29,56,0,0,0.0,0,0.0,0,0.0,29056
30,1,24,7,29.17,9,37.5,8,33.33,30001
30,2,44,19,43.18,13,29.55,12,27.27,30002
30,3,34,14,41.18,13,38.24,7,20.59,30003
30,4,19,8,42.11,6,31.58,5,26.32,30004
30,5,31,11,35.48,11,35.48,9,29.03,30005
30,6,11,4,36.36,4,36.36,3,27.27,30006
30,7,17,7,41.18,5,29.41,5,29.41,30007
30,8,22,10,45.45,6,27.27,6,27.27,30008
30,9,21,6,28.57,10,47.62,5,23.81,30009
30,10,27,11,40.74,10,37.04,6,22.22,30010
30,11,26,11,42.31,8,30.77,7,26.92,30011
30,12,51,18,35.29,17,33.33,16,31.37,30012
30,13,11,5,45.45,3,27.27,3,27.27,30013
30,14,27,8,29.63,11,40.74,8,29.63,30014
30,15,22,8,36.36,7,31.82,7,31.82,30015
30,16,24,8,33.33,9,37.5,7,29.17,30016
30,17,4,2,50.0,1,25.0,1,25.0,30017
30,18,20,10,50.0,5,25.0,5,25.0,30018
30,19,13,5,38.46,4,30.77,4,30.77,30019
30,20,5,3,60.0,1,20.0,1,20.0,30020
30,21,6,4,66.67,1,16.67,1,16.67,30021
30,22,30,10,33.33,12,40.0,8,26.67,30022
30,23,21,8,38.1,6,28.57,7,33.33,30023
30,24,0,0,0.0,0,0.0,0,0.0,30024
30,25,7,2,28.57,3,42.86,2,28.57,30025
30,26,9,3,33.33,4,44.44,2,22.22,30026
30,27,25,7,28.0,10,40.0,8,32.0,30027
30,28,49,18,36.73,17,34.69,14,28.57,30028
30,29,20,8,40.0,6,30.0,6,30.0,30029
30,30,13,3,23.08,8,61.54,2,15.38,30030
30,31,15,5,33.33,5,33.33,5,33.33,30031
