ward,precinct,total,Ruth Isabel Gudino,Ruth Isabel Gudino Percent,Chelsey Renece Robinson,Chelsey Renece Robinson Percent,precinct_id
32,36,135,88,65.19,47,34.81,32036
32,37,156,95,60.9,61,39.1,32037
32,38,149,96,64.43,53,35.57,32038
32,39,144,104,72.22,40,27.78,32039
32,40,154,108,70.13,46,29.87,32040
32,41,162,110,67.9,52,32.1,32041
32,42,123,80,65.04,43,34.96,32042
32,43,215,118,54.88,97,45.12,32043
33,1,200,125,62.5,75,37.5,33001
33,2,218,122,55.96,96,44.04,33002
33,3,255,149,58.43,106,41.57,33003
33,4,237,144,60.76,93,39.24,33004
33,5,143,96,67.13,47,32.87,33005
33,6,135,94,69.63,41,30.37,33006
33,7,198,106,53.54,92,46.46,33007
33,8,304,200,65.79,104,34.21,33008
33,9,200,118,59.0,82,41.0,33009
33,10,140,93,66.43,47,33.57,33010
33,11,211,128,60.66,83,39.34,33011
33,12,172,105,61.05,67,38.95,33012
33,13,172,93,54.07,79,45.93,33013
33,14,88,50,56.82,38,43.18,33014
33,15,216,138,63.89,78,36.11,33015
33,16,231,159,68.83,72,31.17,33016
33,17,193,117,60.62,76,39.38,33017
33,18,233,118,50.64,115,49.36,33018
33,19,176,97,55.11,79,44.89,33019
33,20,262,134,51.15,128,48.85,33020
33,21,203,125,61.58,78,38.42,33021
33,22,169,110,65.09,59,34.91,33022
33,23,230,142,61.74,88,38.26,33023
33,24,312,218,69.87,94,30.13,33024
33,25,209,142,67.94,67,32.06,33025
33,26,137,73,53.28,64,46.72,33026
33,27,184,103,55.98,81,44.02,33027
33,28,173,100,57.8,73,42.2,33028
34,1,176,34,19.32,142,80.68,34001
34,2,135,25,18.52,110,81.48,34002
34,3,133,38,28.57,95,71.43,34003
34,4,77,27,35.06,50,64.94,34004
34,5,105,31,29.52,74,70.48,34005
34,6,146,29,19.86,117,80.14,34006
34,7,166,43,25.9,123,74.1,34007
34,8,90,28,31.11,62,68.89,34008
34,9,72,19,26.39,53,73.61,34009
34,10,153,37,24.18,116,75.82,34010
34,11,76,18,23.68,58,76.32,34011
34,12,170,50,29.41,120,70.59,34012
34,13,117,34,29.06,83,70.94,34013
34,14,95,29,30.53,66,69.47,34014
34,15,109,35,32.11,74,67.89,34015
34,16,109,27,24.77,82,75.23,34016
34,17,172,41,23.84,131,76.16,34017
34,18,67,23,34.33,44,65.67,34018
34,19,107,30,28.04,77,71.96,34019
34,20,188,52,27.66,136,72.34,34020
34,21,203,55,27.09,148,72.91,34021
34,22,145,30,20.69,115,79.31,34022
34,23,98,29,29.59,69,70.41,34023
34,24,98,32,32.65,66,67.35,34024
34,25,212,60,28.3,152,71.7,34025
34,26,159,44,27.67,115,72.33,34026
34,27,74,19,25.68,55,74.32,34027
34,28,46,13,28.26,33,71.74,34028
34,29,97,25,25.77,72,74.23,34029
34,30,170,46,27.06,124,72.94,34030
34,31,80,19,23.75,61,76.25,34031
34,32,110,29,26.36,81,73.64,34032
34,33,89,29,32.58,60,67.42,34033
34,34,154,43,27.92,111,72.08,34034
34,35,162,40,24.69,122,75.31,34035
34,36,133,22,16.54,111,83.46,34036
34,37,40,10,25.0,30,75.0,34037
34,38,45,12,26.67,33,73.33,34038
34,39,61,15,24.59,46,75.41,34039
34,40,123,22,17.89,101,82.11,34040
34,41,68,17,25.0,51,75.0,34041
34,42,141,35,24.82,106,75.18,34042
34,43,152,47,30.92,105,69.08,34043
34,44,140,32,22.86,108,77.14,34044
34,45,137,34,24.82,103,75.18,34045
34,46,111,35,31.53,76,68.47,34046
34,47,100,32,32.0,68,68.0,34047
34,48,167,34,20.36,133,79.64,34048
34,49,160,43,26.88,117,73.13,34049
34,50,95,25,26.32,70,73.68,34050
34,51,158,32,20.25,126,79.75,34051
34,52,125,27,21.6,98,78.4,34052
34,53,70,21,30.0,49,70.0,34053
35,1,178,92,51.69,86,48.31,35001
35,2,201,98,48.76,103,51.24,35002
35,3,127,66,51.97,61,48.03,35003
35,4,158,104,65.82,54,34.18,35004
35,5,139,89,64.03,50,35.97,35005
35,6,146,77,52.74,69,47.26,35006
35,7,186,91,48.92,95,51.08,35007
35,8,165,85,51.52,80,48.48,35008
35,9,116,62,53.45,54,46.55,35009
35,10,193,80,41.45,113,58.55,35010
35,11,202,99,49.01,103,50.99,35011
35,12,68,49,72.06,19,27.94,35012
35,13,70,48,68.57,22,31.43,35013
35,14,103,62,60.19,41,39.81,35014
35,15,194,95,48.97,99,51.03,35015
35,16,36,28,77.78,8,22.22,35016
35,17,186,89,47.85,97,52.15,35017
35,18,82,56,68.29,26,31.71,35018
35,19,57,37,64.91,20,35.09,35019
35,20,121,67,55.37,54,44.63,35020
35,21,161,100,62.11,61,37.89,35021
35,22,172,83,48.26,89,51.74,35022
35,23,160,114,71.25,46,28.75,35023
35,24,136,87,63.97,49,36.03,35024
35,25,150,60,40.0,90,60.0,35025
35,26,109,70,64.22,39,35.78,35026
35,27,138,90,65.22,48,34.78,35027
35,28,169,99,58.58,70,41.42,35028
35,29,108,68,62.96,40,37.04,35029
35,30,104,74,71.15,30,28.85,35030
35,31,168,102,60.71,66,39.29,35031
36,1,89,72,80.9,17,19.1,36001
36,2,76,51,67.11,25,32.89,36002
36,3,78,56,71.79,22,28.21,36003
36,4,71,42,59.15,29,40.85,36004
36,5,80,43,53.75,37,46.25,36005
36,6,58,40,68.97,18,31.03,36006
36,7,126,88,69.84,38,30.16,36007
36,8,50,36,72.0,14,28.0,36008
36,9,66,46,69.7,20,30.3,36009
36,10,93,66,70.97,27,29.03,36010
36,11,56,40,71.43,16,28.57,36011
36,12,57,43,75.44,14,24.56,36012
36,13,69,51,73.91,18,26.09,36013
36,14,119,83,69.75,36,30.25,36014
36,15,115,88,76.52,27,23.48,36015
36,16,106,68,64.15,38,35.85,36016
36,17,131,85,64.89,46,35.11,36017
36,18,129,86,66.67,43,33.33,36018
36,19,110,77,70.0,33,30.0,36019
36,20,111,80,72.07,31,27.93,36020
36,21,70,53,75.71,17,24.29,36021
36,22,47,38,80.85,9,19.15,36022
36,23,42,35,83.33,7,16.67,36023
36,24,102,74,72.55,28,27.45,36024
36,25,66,51,77.27,15,22.73,36025
36,26,80,59,73.75,21,26.25,36026
36,27,81,52,64.2,29,35.8,36027
36,28,80,62,77.5,18,22.5,36028
36,29,108,87,80.56,21,19.44,36029
36,30,97,74,76.29,23,23.71,36030
37,1,105,46,43.81,59,56.19,37001
37,2,57,30,52.63,27,47.37,37002
37,3,49,22,44.9,27,55.1,37003
37,4,56,29,51.79,27,48.21,37004
37,5,113,49,43.36,64,56.64,37005
37,6,96,42,43.75,54,56.25,37006
37,7,68,32,47.06,36,52.94,37007
37,8,52,32,61.54,20,38.46,37008
37,9,78,29,37.18,49,62.82,37009
37,10,105,44,41.9,61,58.1,37010
37,11,46,22,47.83,24,52.17,37011
37,12,61,31,50.82,30,49.18,37012
37,13,62,31,50.0,31,50.0,37013
37,14,98,44,44.9,54,55.1,37014
37,15,80,34,42.5,46,57.5,37015
37,16,115,57,49.57,58,50.43,37016
37,17,61,30,49.18,31,50.82,37017
37,18,79,33,41.77,46,58.23,37018
37,19,67,32,47.76,35,52.24,37019
37,20,60,28,46.67,32,53.33,37020
37,21,54,24,44.44,30,55.56,37021
37,22,62,32,51.61,30,48.39,37022
37,23,89,33,37.08,56,62.92,37023
37,24,102,39,38.24,63,61.76,37024
37,25,80,41,51.25,39,48.75,37025
37,26,127,61,48.03,66,51.97,37026
37,27,86,30,34.88,56,65.12,37027
37,28,69,32,46.38,37,53.62,37028
37,29,70,30,42.86,40,57.14,37029
37,30,66,34,51.52,32,48.48,37030
37,31,93,34,36.56,59,63.44,37031
37,32,86,38,44.19,48,55.81,37032
37,33,96,45,46.88,51,53.13,37033
37,34,86,41,47.67,45,52.33,37034
37,35,123,48,39.02,75,60.98,37035
37,36,66,34,51.52,32,48.48,37036
37,37,64,22,34.38,42,65.63,37037
37,38,128,53,41.41,75,58.59,37038
37,39,80,35,43.75,45,56.25,37039
37,40,105,37,35.24,68,64.76,37040
37,41,99,46,46.46,53,53.54,37041
38,1,120,94,78.33,26,21.67,38001
38,2,101,72,71.29,29,28.71,38002
38,3,90,70,77.78,20,22.22,38003
38,4,96,71,73.96,25,26.04,38004
38,5,93,79,84.95,14,15.05,38005
38,6,72,52,72.22,20,27.78,38006
38,7,93,62,66.67,31,33.33,38007
38,8,82,56,68.29,26,31.71,38008
38,9,120,86,71.67,34,28.33,38009
38,10,89,62,69.66,27,30.34,38010
38,11,110,80,72.73,30,27.27,38011
38,12,85,72,84.71,13,15.29,38012
38,13,109,79,72.48,30,27.52,38013
38,14,128,93,72.66,35,27.34,38014
38,15,103,67,65.05,36,34.95,38015
38,16,91,65,71.43,26,28.57,38016
38,17,105,82,78.1,23,21.9,38017
38,18,119,86,72.27,33,27.73,38018
38,19,136,100,73.53,36,26.47,38019
38,20,91,74,81.32,17,18.68,38020
38,21,118,80,67.8,38,32.2,38021
38,22,125,83,66.4,42,33.6,38022
38,23,133,99,74.44,34,25.56,38023
38,24,95,75,78.95,20,21.05,38024
38,25,107,77,71.96,30,28.04,38025
38,26,119,90,75.63,29,24.37,38026
38,27,93,73,78.49,20,21.51,38027
38,28,97,70,72.16,27,27.84,38028
38,29,119,90,75.63,29,24.37,38029
38,30,81,57,70.37,24,29.63,38030
38,31,164,116,70.73,48,29.27,38031
38,32,105,76,72.38,29,27.62,38032
38,33,90,62,68.89,28,31.11,38033
38,34,131,79,60.31,52,39.69,38034
38,35,116,80,68.97,36,31.03,38035
38,36,104,78,75.0,26,25.0,38036
38,37,109,77,70.64,32,29.36,38037
38,38,106,78,73.58,28,26.42,38038
38,39,144,102,70.83,42,29.17,38039
38,40,154,107,69.48,47,30.52,38040
38,41,167,123,73.65,44,26.35,38041
39,1,123,84,68.29,39,31.71,39001
39,2,121,84,69.42,37,30.58,39002
39,3,176,124,70.45,52,29.55,39003
39,4,124,98,79.03,26,20.97,39004
39,5,151,108,71.52,43,28.48,39005
39,6,130,88,67.69,42,32.31,39006
39,7,135,97,71.85,38,28.15,39007
39,8,170,122,71.76,48,28.24,39008
39,9,104,73,70.19,31,29.81,39009
39,10,86,42,48.84,44,51.16,39010
39,11,134,90,67.16,44,32.84,39011
39,12,176,112,63.64,64,36.36,39012
39,13,109,75,68.81,34,31.19,39013
39,14,147,100,68.03,47,31.97,39014
39,15,134,108,80.6,26,19.4,39015
39,16,85,54,63.53,31,36.47,39016
39,17,204,148,72.55,56,27.45,39017
39,18,150,101,67.33,49,32.67,39018
39,19,159,98,61.64,61,38.36,39019
39,20,160,112,70.0,48,30.0,39020
39,21,121,86,71.07,35,28.93,39021
39,22,95,60,63.16,35,36.84,39022
39,23,136,100,73.53,36,26.47,39023
39,24,164,124,75.61,40,24.39,39024
39,25,92,63,68.48,29,31.52,39025
39,26,105,69,65.71,36,34.29,39026
39,27,30,21,70.0,9,30.0,39027
39,28,222,151,68.02,71,31.98,39028
39,29,70,45,64.29,25,35.71,39029
39,30,159,100,62.89,59,37.11,39030
39,31,96,52,54.17,44,45.83,39031
39,32,120,87,72.5,33,27.5,39032
39,33,133,83,62.41,50,37.59,39033
39,34,139,79,56.83,60,43.17,39034
39,35,162,121,74.69,41,25.31,39035
39,36,48,37,77.08,11,22.92,39036
39,37,154,109,70.78,45,29.22,39037
39,38,116,98,84.48,18,15.52,39038
39,39,81,64,79.01,17,20.99,39039
39,40,120,84,70.0,36,30.0,39040
39,41,164,117,71.34,47,28.66,39041
39,42,164,120,73.17,44,26.83,39042
39,43,135,112,82.96,23,17.04,39043
39,44,105,75,71.43,30,28.57,39044
39,45,134,103,76.87,31,23.13,39045
40,1,118,78,66.1,40,33.9,40001
40,2,152,109,71.71,43,28.29,40002
40,3,243,156,64.2,87,35.8,40003
40,4,93,67,72.04,26,27.96,40004
40,5,216,140,64.81,76,35.19,40005
40,6,248,157,63.31,91,36.69,40006
40,7,220,149,67.73,71,32.27,40007
40,8,320,207,64.69,113,35.31,40008
40,9,108,69,63.89,39,36.11,40009
40,10,117,81,69.23,36,30.77,40010
40,11,221,138,62.44,83,37.56,40011
40,12,164,107,65.24,57,34.76,40012
40,13,320,171,53.44,149,46.56,40013
40,14,129,72,55.81,57,44.19,40014
40,15,127,89,70.08,38,29.92,40015
40,16,295,169,57.29,126,42.71,40016
40,17,177,123,69.49,54,30.51,40017
40,18,97,56,57.73,41,42.27,40018
40,19,169,104,61.54,65,38.46,40019
40,20,139,85,61.15,54,38.85,40020
40,21,261,194,74.33,67,25.67,40021
40,22,262,174,66.41,88,33.59,40022
40,23,308,194,62.99,114,37.01,40023
40,24,125,94,75.2,31,24.8,40024
40,25,275,155,56.36,120,43.64,40025
40,26,224,124,55.36,100,44.64,40026
40,27,202,127,62.87,75,37.13,40027
40,28,201,117,58.21,84,41.79,40028
40,29,179,120,67.04,59,32.96,40029
40,30,163,118,72.39,45,27.61,40030
40,31,271,158,58.3,113,41.7,40031
40,32,223,147,65.92,76,34.08,40032
40,33,244,157,64.34,87,35.66,40033
40,34,134,86,64.18,48,35.82,40034
40,35,69,54,78.26,15,21.74,40035
40,36,162,100,61.73,62,38.27,40036
40,37,161,114,70.81,47,29.19,40037
40,38,239,147,61.51,92,38.49,40038
40,39,33,19,57.58,14,42.42,40039
41,1,106,82,77.36,24,22.64,41001
41,2,107,81,75.7,26,24.3,41002
41,3,120,90,75.0,30,25.0,41003
41,4,123,95,77.24,28,22.76,41004
41,5,130,93,71.54,37,28.46,41005
41,6,178,135,75.84,43,24.16,41006
41,7,109,84,77.06,25,22.94,41007
41,8,106,79,74.53,27,25.47,41008
41,9,103,78,75.73,25,24.27,41009
41,10,149,116,77.85,33,22.15,41010
41,11,122,85,69.67,37,30.33,41011
41,12,100,83,83.0,17,17.0,41012
41,13,111,88,79.28,23,20.72,41013
41,14,184,136,73.91,48,26.09,41014
41,15,158,123,77.85,35,22.15,41015
41,16,102,78,76.47,24,23.53,41016
41,17,104,72,69.23,32,30.77,41017
41,18,97,71,73.2,26,26.8,41018
41,19,152,115,75.66,37,24.34,41019
41,20,63,46,73.02,17,26.98,41020
41,21,130,92,70.77,38,29.23,41021
41,22,152,112,73.68,40,26.32,41022
41,23,98,76,77.55,22,22.45,41023
41,24,103,75,72.82,28,27.18,41024
41,25,51,35,68.63,16,31.37,41025
41,26,110,76,69.09,34,30.91,41026
41,27,61,42,68.85,19,31.15,41027
41,28,73,50,68.49,23,31.51,41028
41,29,43,32,74.42,11,25.58,41029
41,30,124,89,71.77,35,28.23,41030
41,31,109,77,70.64,32,29.36,41031
41,32,109,86,78.9,23,21.1,41032
41,33,92,77,83.7,15,16.3,41033
41,34,96,78,81.25,18,18.75,41034
41,35,144,109,75.69,35,24.31,41035
41,36,115,79,68.7,36,31.3,41036
41,37,137,99,72.26,38,27.74,41037
41,38,106,70,66.04,36,33.96,41038
41,39,141,100,70.92,41,29.08,41039
41,40,123,92,74.8,31,25.2,41040
41,41,96,74,77.08,22,22.92,41041
41,42,93,73,78.49,20,21.51,41042
41,43,111,81,72.97,30,27.03,41043
41,44,109,77,70.64,32,29.36,41044
41,45,120,91,75.83,29,24.17,41045
41,46,120,95,79.17,25,20.83,41046
41,47,144,108,75.0,36,25.0,41047
42,1,172,142,82.56,30,17.44,42001
42,2,103,74,71.84,29,28.16,42002
42,3,148,101,68.24,47,31.76,42003
42,4,242,169,69.83,73,30.17,42004
42,5,128,98,76.56,30,23.44,42005
42,6,194,133,68.56,61,31.44,42006
42,7,163,132,80.98,31,19.02,42007
42,8,155,111,71.61,44,28.39,42008
42,9,130,78,60.0,52,40.0,42009
42,10,194,142,73.2,52,26.8,42010
42,11,108,78,72.22,30,27.78,42011
42,12,140,107,76.43,33,23.57,42012
42,13,181,126,69.61,55,30.39,42013
42,14,147,101,68.71,46,31.29,42014
42,15,137,99,72.26,38,27.74,42015
42,16,136,97,71.32,39,28.68,42016
42,17,148,115,77.7,33,22.3,42017
42,18,108,69,63.89,39,36.11,42018
42,19,207,158,76.33,49,23.67,42019
42,20,111,72,64.86,39,35.14,42020
42,21,129,95,73.64,34,26.36,42021
42,22,59,43,72.88,16,27.12,42022
42,23,135,100,74.07,35,25.93,42023
42,24,127,100,78.74,27,21.26,42024
42,25,127,89,70.08,38,29.92,42025
42,26,178,139,78.09,39,21.91,42026
42,27,117,69,58.97,48,41.03,42027
42,28,196,137,69.9,59,30.1,42028
42,29,206,150,72.82,56,27.18,42029
42,30,166,122,73.49,44,26.51,42030
42,31,164,116,70.73,48,29.27,42031
42,32,92,62,67.39,30,32.61,42032
42,33,189,117,61.9,72,38.1,42033
42,34,137,111,81.02,26,18.98,42034
42,35,185,138,74.59,47,25.41,42035
42,36,162,102,62.96,60,37.04,42036
42,37,85,64,75.29,21,24.71,42037
42,38,101,78,77.23,23,22.77,42038
42,39,120,93,77.5,27,22.5,42039
42,40,143,105,73.43,38,26.57,42040
42,41,145,109,75.17,36,24.83,42041
42,42,225,173,76.89,52,23.11,42042
43,1,83,61,73.49,22,26.51,43001
43,2,172,126,73.26,46,26.74,43002
43,3,142,114,80.28,28,19.72,43003
43,4,140,106,75.71,34,24.29,43004
43,5,155,127,81.94,28,18.06,43005
43,6,121,87,71.9,34,28.1,43006
43,7,116,78,67.24,38,32.76,43007
43,8,107,86,80.37,21,19.63,43008
43,9,158,106,67.09,52,32.91,43009
43,10,177,123,69.49,54,30.51,43010
43,11,99,75,75.76,24,24.24,43011
43,12,88,64,72.73,24,27.27,43012
43,13,167,113,67.66,54,32.34,43013
43,14,157,127,80.89,30,19.11,43014
43,15,144,110,76.39,34,23.61,43015
43,16,176,137,77.84,39,22.16,43016
43,17,121,88,72.73,33,27.27,43017
43,18,170,126,74.12,44,25.88,43018
43,19,153,121,79.08,32,20.92,43019
43,20,196,146,74.49,50,25.51,43020
43,21,140,98,70.0,42,30.0,43021
43,22,117,68,58.12,49,41.88,43022
43,23,100,74,74.0,26,26.0,43023
43,24,127,94,74.02,33,25.98,43024
43,25,175,134,76.57,41,23.43,43025
43,26,144,114,79.17,30,20.83,43026
43,27,154,119,77.27,35,22.73,43027
43,28,137,98,71.53,39,28.47,43028
43,29,191,134,70.16,57,29.84,43029
43,30,150,116,77.33,34,22.67,43030
43,31,144,109,75.69,35,24.31,43031
43,32,144,107,74.31,37,25.69,43032
43,33,186,139,74.73,47,25.27,43033
43,34,104,88,84.62,16,15.38,43034
43,35,181,150,82.87,31,17.13,43035
43,36,71,43,60.56,28,39.44,43036
43,37,127,81,63.78,46,36.22,43037
43,38,124,99,79.84,25,20.16,43038
43,39,87,69,79.31,18,20.69,43039
43,40,95,65,68.42,30,31.58,43040
43,41,154,115,74.68,39,25.32,43041
43,42,141,100,70.92,41,29.08,43042
43,43,168,150,89.29,18,10.71,43043
43,44,144,113,78.47,31,21.53,43044
43,45,111,93,83.78,18,16.22,43045
43,46,81,65,80.25,16,19.75,43046
44,1,280,194,69.29,86,30.71,44001
44,2,172,127,73.84,45,26.16,44002
44,3,146,110,75.34,36,24.66,44003
44,4,166,117,70.48,49,29.52,44004
44,5,169,108,63.91,61,36.09,44005
44,6,205,133,64.88,72,35.12,44006
44,7,150,106,70.67,44,29.33,44007
44,8,217,145,66.82,72,33.18,44008
44,9,144,95,65.97,49,34.03,44009
44,10,144,107,74.31,37,25.69,44010
44,11,168,103,61.31,65,38.69,44011
44,12,232,164,70.69,68,29.31,44012
44,13,126,85,67.46,41,32.54,44013
44,14,160,101,63.13,59,36.88,44014
44,15,183,129,70.49,54,29.51,44015
44,16,185,121,65.41,64,34.59,44016
44,17,246,166,67.48,80,32.52,44017
44,18,173,127,73.41,46,26.59,44018
44,19,253,168,66.4,85,33.6,44019
44,20,189,114,60.32,75,39.68,44020
44,21,184,121,65.76,63,34.24,44021
44,22,171,123,71.93,48,28.07,44022
44,23,149,114,76.51,35,23.49,44023
44,24,148,117,79.05,31,20.95,44024
44,25,216,126,58.33,90,41.67,44025
44,26,207,131,63.29,76,36.71,44026
44,27,180,130,72.22,50,27.78,44027
44,28,178,122,68.54,56,31.46,44028
44,29,193,141,73.06,52,26.94,44029
44,30,197,130,65.99,67,34.01,44030
44,31,107,67,62.62,40,37.38,44031
44,32,162,103,63.58,59,36.42,44032
44,33,200,131,65.5,69,34.5,44033
44,34,205,129,62.93,76,37.07,44034
44,35,215,155,72.09,60,27.91,44035
44,36,168,106,63.1,62,36.9,44036
44,37,246,166,67.48,80,32.52,44037
44,38,154,100,64.94,54,35.06,44038
44,39,181,100,55.25,81,44.75,44039
44,40,167,111,66.47,56,33.53,44040
44,41,222,138,62.16,84,37.84,44041
45,1,161,108,67.08,53,32.92,45001
45,2,180,121,67.22,59,32.78,45002
45,3,173,121,69.94,52,30.06,45003
45,4,209,137,65.55,72,34.45,45004
45,5,184,110,59.78,74,40.22,45005
45,6,258,176,68.22,82,31.78,45006
45,7,255,176,69.02,79,30.98,45007
45,8,148,106,71.62,42,28.38,45008
45,9,131,90,68.7,41,31.3,45009
45,10,152,108,71.05,44,28.95,45010
45,11,83,60,72.29,23,27.71,45011
45,12,124,82,66.13,42,33.87,45012
45,13,130,83,63.85,47,36.15,45013
45,14,199,126,63.32,73,36.68,45014
45,15,218,167,76.61,51,23.39,45015
45,16,155,103,66.45,52,33.55,45016
45,17,160,106,66.25,54,33.75,45017
45,18,144,104,72.22,40,27.78,45018
45,19,65,51,78.46,14,21.54,45019
45,20,83,61,73.49,22,26.51,45020
45,21,124,96,77.42,28,22.58,45021
45,22,90,67,74.44,23,25.56,45022
45,23,108,72,66.67,36,33.33,45023
45,24,77,59,76.62,18,23.38,45024
45,25,91,65,71.43,26,28.57,45025
45,26,69,53,76.81,16,23.19,45026
45,27,116,76,65.52,40,34.48,45027
45,28,98,71,72.45,27,27.55,45028
45,29,85,63,74.12,22,25.88,45029
45,30,122,87,71.31,35,28.69,45030
45,31,119,86,72.27,33,27.73,45031
45,32,112,74,66.07,38,33.93,45032
45,33,112,78,69.64,34,30.36,45033
45,34,134,96,71.64,38,28.36,45034
45,35,151,107,70.86,44,29.14,45035
45,36,160,115,71.88,45,28.13,45036
45,37,138,92,66.67,46,33.33,45037
45,38,111,77,69.37,34,30.63,45038
45,39,129,84,65.12,45,34.88,45039
45,40,110,70,63.64,40,36.36,45040
45,41,100,73,73.0,27,27.0,45041
45,42,135,105,77.78,30,22.22,45042
45,43,110,81,73.64,29,26.36,45043
45,44,139,98,70.5,41,29.5,45044
45,45,59,38,64.41,21,35.59,45045
45,46,75,56,74.67,19,25.33,45046
45,47,84,67,79.76,17,20.24,45047
45,48,84,68,80.95,16,19.05,45048
46,1,137,75,54.74,62,45.26,46001
46,2,216,118,54.63,98,45.37,46002
46,3,259,170,65.64,89,34.36,46003
46,4,215,123,57.21,92,42.79,46004
46,5,208,134,64.42,74,35.58,46005
46,6,177,92,51.98,85,48.02,46006
46,7,240,168,70.0,72,30.0,46007
46,8,135,65,48.15,70,51.85,46008
46,9,221,130,58.82,91,41.18,46009
46,10,257,146,56.81,111,43.19,46010
46,11,170,85,50.0,85,50.0,46011
46,12,245,129,52.65,116,47.35,46012
46,13,221,138,62.44,83,37.56,46013
46,14,135,68,50.37,67,49.63,46014
46,15,187,131,70.05,56,29.95,46015
46,16,274,146,53.28,128,46.72,46016
46,17,213,154,72.3,59,27.7,46017
46,18,201,134,66.67,67,33.33,46018
46,19,152,112,73.68,40,26.32,46019
46,20,175,104,59.43,71,40.57,46020
46,21,90,52,57.78,38,42.22,46021
46,22,128,63,49.22,65,50.78,46022
46,23,173,90,52.02,83,47.98,46023
46,24,287,193,67.25,94,32.75,46024
46,25,205,100,48.78,105,51.22,46025
46,26,231,134,58.01,97,41.99,46026
46,27,218,122,55.96,96,44.04,46027
46,28,179,133,74.3,46,25.7,46028
46,29,145,104,71.72,41,28.28,46029
46,30,182,101,55.49,81,44.51,46030
46,31,196,126,64.29,70,35.71,46031
46,32,78,47,60.26,31,39.74,46032
46,33,218,144,66.06,74,33.94,46033
46,34,233,135,57.94,98,42.06,46034
46,35,156,111,71.15,45,28.85,46035
46,36,212,144,67.92,68,32.08,46036
46,37,130,73,56.15,57,43.85,46037
46,38,172,100,58.14,72,41.86,46038
46,39,170,111,65.29,59,34.71,46039
46,40,215,142,66.05,73,33.95,46040
47,1,143,87,60.84,56,39.16,47001
47,2,176,120,68.18,56,31.82,47002
47,3,187,134,71.66,53,28.34,47003
47,4,229,147,64.19,82,35.81,47004
47,5,261,156,59.77,105,40.23,47005
47,6,212,130,61.32,82,38.68,47006
47,7,171,118,69.01,53,30.99,47007
47,8,217,149,68.66,68,31.34,47008
47,9,161,107,66.46,54,33.54,47009
47,10,301,165,54.82,136,45.18,47010
47,11,182,121,66.48,61,33.52,47011
47,12,220,139,63.18,81,36.82,47012
47,13,252,170,67.46,82,32.54,47013
47,14,202,141,69.8,61,30.2,47014
47,15,289,133,46.02,156,53.98,47015
47,16,194,142,73.2,52,26.8,47016
47,17,212,157,74.06,55,25.94,47017
47,18,199,119,59.8,80,40.2,47018
47,19,363,207,57.02,156,42.98,47019
47,20,226,150,66.37,76,33.63,47020
47,21,254,149,58.66,105,41.34,47021
47,22,272,177,65.07,95,34.93,47022
47,23,254,134,52.76,120,47.24,47023
47,24,245,179,73.06,66,26.94,47024
47,25,251,168,66.93,83,33.07,47025
47,26,286,178,62.24,108,37.76,47026
47,27,220,146,66.36,74,33.64,47027
47,28,218,152,69.72,66,30.28,47028
47,29,233,152,65.24,81,34.76,47029
47,30,288,174,60.42,114,39.58,47030
47,31,248,158,63.71,90,36.29,47031
47,32,317,179,56.47,138,43.53,47032
47,33,183,114,62.3,69,37.7,47033
47,34,232,139,59.91,93,40.09,47034
47,35,149,108,72.48,41,27.52,47035
47,36,270,146,54.07,124,45.93,47036
47,37,211,137,64.93,74,35.07,47037
47,38,240,150,62.5,90,37.5,47038
47,39,276,190,68.84,86,31.16,47039
47,40,188,119,63.3,69,36.7,47040
47,41,258,165,63.95,93,36.05,47041
47,42,218,119,54.59,99,45.41,47042
47,43,170,138,81.18,32,18.82,47043
47,44,174,124,71.26,50,28.74,47044
47,45,254,159,62.6,95,37.4,47045
47,46,99,71,71.72,28,28.28,47046
47,47,220,155,70.45,65,29.55,47047
47,48,23,15,65.22,8,34.78,47048
48,1,238,127,53.36,111,46.64,48001
48,2,98,78,79.59,20,20.41,48002
48,3,203,110,54.19,93,45.81,48003
48,4,227,155,68.28,72,31.72,48004
48,5,186,134,72.04,52,27.96,48005
48,6,204,113,55.39,91,44.61,48006
48,7,269,172,63.94,97,36.06,48007
48,8,111,86,77.48,25,22.52,48008
48,9,146,90,61.64,56,38.36,48009
48,10,351,207,58.97,144,41.03,48010
48,11,197,129,65.48,68,34.52,48011
48,12,259,155,59.85,104,40.15,48012
48,13,253,179,70.75,74,29.25,48013
48,14,103,67,65.05,36,34.95,48014
48,15,98,61,62.24,37,37.76,48015
48,16,205,112,54.63,93,45.37,48016
48,17,223,137,61.43,86,38.57,48017
48,18,126,76,60.32,50,39.68,48018
48,19,182,118,64.84,64,35.16,48019
48,20,255,149,58.43,106,41.57,48020
48,21,230,106,46.09,124,53.91,48021
48,22,197,126,63.96,71,36.04,48022
48,23,260,173,66.54,87,33.46,48023
48,24,177,122,68.93,55,31.07,48024
48,25,203,122,60.1,81,39.9,48025
48,26,83,49,59.04,34,40.96,48026
48,27,127,73,57.48,54,42.52,48027
48,28,207,126,60.87,81,39.13,48028
48,29,119,83,69.75,36,30.25,48029
48,30,205,132,64.39,73,35.61,48030
48,31,204,111,54.41,93,45.59,48031
48,32,179,117,65.36,62,34.64,48032
48,33,123,89,72.36,34,27.64,48033
48,34,187,122,65.24,65,34.76,48034
48,35,114,58,50.88,56,49.12,48035
