ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,Richard R. Boykin,Richard R. Boykin Percent,precinct_id
32,37,175,146,83.43,29,16.57,32037
32,38,161,125,77.64,36,22.36,32038
32,39,181,125,69.06,56,30.94,32039
32,40,174,130,74.71,44,25.29,32040
32,41,181,125,69.06,56,30.94,32041
32,42,149,111,74.5,38,25.5,32042
32,43,244,216,88.52,28,11.48,32043
33,1,216,188,87.04,28,12.96,33001
33,2,248,206,83.06,42,16.94,33002
33,3,287,240,83.62,47,16.38,33003
33,4,260,205,78.85,55,21.15,33004
33,5,158,123,77.85,35,22.15,33005
33,6,149,115,77.18,34,22.82,33006
33,7,217,184,84.79,33,15.21,33007
33,8,341,290,85.04,51,14.96,33008
33,9,221,161,72.85,60,27.15,33009
33,10,161,120,74.53,41,25.47,33010
33,11,223,173,77.58,50,22.42,33011
33,12,180,138,76.67,42,23.33,33012
33,13,183,148,80.87,35,19.13,33013
33,14,107,90,84.11,17,15.89,33014
33,15,232,195,84.05,37,15.95,33015
33,16,254,199,78.35,55,21.65,33016
33,17,220,174,79.09,46,20.91,33017
33,18,249,218,87.55,31,12.45,33018
33,19,192,152,79.17,40,20.83,33019
33,20,288,250,86.81,38,13.19,33020
33,21,219,179,81.74,40,18.26,33021
33,22,193,140,72.54,53,27.46,33022
33,23,255,219,85.88,36,14.12,33023
33,24,349,309,88.54,40,11.46,33024
33,25,242,184,76.03,58,23.97,33025
33,26,154,139,90.26,15,9.74,33026
33,27,191,171,89.53,20,10.47,33027
33,28,184,160,86.96,24,13.04,33028
34,1,187,141,75.4,46,24.6,34001
34,2,140,113,80.71,27,19.29,34002
34,3,148,115,77.7,33,22.3,34003
34,4,94,68,72.34,26,27.66,34004
34,5,115,83,72.17,32,27.83,34005
34,6,167,135,80.84,32,19.16,34006
34,7,183,141,77.05,42,22.95,34007
34,8,100,72,72.0,28,28.0,34008
34,9,86,67,77.91,19,22.09,34009
34,10,167,126,75.45,41,24.55,34010
34,11,81,61,75.31,20,24.69,34011
34,12,186,138,74.19,48,25.81,34012
34,13,127,99,77.95,28,22.05,34013
34,14,99,77,77.78,22,22.22,34014
34,15,119,84,70.59,35,29.41,34015
34,16,114,82,71.93,32,28.07,34016
34,17,191,145,75.92,46,24.08,34017
34,18,76,57,75.0,19,25.0,34018
34,19,142,101,71.13,41,28.87,34019
34,20,203,155,76.35,48,23.65,34020
34,21,230,183,79.57,47,20.43,34021
34,22,156,125,80.13,31,19.87,34022
34,23,110,86,78.18,24,21.82,34023
34,24,110,88,80.0,22,20.0,34024
34,25,231,156,67.53,75,32.47,34025
34,26,165,124,75.15,41,24.85,34026
34,27,86,68,79.07,18,20.93,34027
34,28,51,34,66.67,17,33.33,34028
34,29,112,86,76.79,26,23.21,34029
34,30,197,141,71.57,56,28.43,34030
34,31,85,57,67.06,28,32.94,34031
34,32,120,89,74.17,31,25.83,34032
34,33,98,75,76.53,23,23.47,34033
34,34,169,129,76.33,40,23.67,34034
34,35,181,137,75.69,44,24.31,34035
34,36,141,102,72.34,39,27.66,34036
34,37,46,37,80.43,9,19.57,34037
34,38,47,40,85.11,7,14.89,34038
34,39,69,55,79.71,14,20.29,34039
34,40,140,100,71.43,40,28.57,34040
34,41,74,56,75.68,18,24.32,34041
34,42,157,125,79.62,32,20.38,34042
34,43,161,123,76.4,38,23.6,34043
34,44,156,116,74.36,40,25.64,34044
34,45,157,125,79.62,32,20.38,34045
34,46,122,101,82.79,21,17.21,34046
34,47,103,85,82.52,18,17.48,34047
34,48,182,142,78.02,40,21.98,34048
34,49,174,133,76.44,41,23.56,34049
34,50,105,77,73.33,28,26.67,34050
34,51,181,136,75.14,45,24.86,34051
34,52,130,94,72.31,36,27.69,34052
34,53,80,64,80.0,16,20.0,34053
35,1,203,171,84.24,32,15.76,35001
35,2,232,199,85.78,33,14.22,35002
35,3,142,121,85.21,21,14.79,35003
35,4,178,135,75.84,43,24.16,35004
35,5,146,124,84.93,22,15.07,35005
35,6,154,133,86.36,21,13.64,35006
35,7,215,180,83.72,35,16.28,35007
35,8,182,162,89.01,20,10.99,35008
35,9,133,100,75.19,33,24.81,35009
35,10,213,192,90.14,21,9.86,35010
35,11,209,176,84.21,33,15.79,35011
35,12,73,45,61.64,28,38.36,35012
35,13,75,59,78.67,16,21.33,35013
35,14,111,83,74.77,28,25.23,35014
35,15,214,183,85.51,31,14.49,35015
35,16,41,31,75.61,10,24.39,35016
35,17,193,173,89.64,20,10.36,35017
35,18,89,75,84.27,14,15.73,35018
35,19,63,46,73.02,17,26.98,35019
35,20,133,112,84.21,21,15.79,35020
35,21,171,133,77.78,38,22.22,35021
35,22,193,166,86.01,27,13.99,35022
35,23,184,147,79.89,37,20.11,35023
35,24,150,118,78.67,32,21.33,35024
35,25,165,149,90.3,16,9.7,35025
35,26,122,94,77.05,28,22.95,35026
35,27,151,124,82.12,27,17.88,35027
35,28,188,158,84.04,30,15.96,35028
35,29,117,93,79.49,24,20.51,35029
35,30,119,81,68.07,38,31.93,35030
35,31,192,149,77.6,43,22.4,35031
36,1,97,72,74.23,25,25.77,36001
36,2,82,45,54.88,37,45.12,36002
36,3,94,73,77.66,21,22.34,36003
36,4,80,44,55.0,36,45.0,36004
36,5,84,58,69.05,26,30.95,36005
36,6,63,49,77.78,14,22.22,36006
36,7,152,95,62.5,57,37.5,36007
36,8,58,44,75.86,14,24.14,36008
36,9,71,50,70.42,21,29.58,36009
36,10,108,76,70.37,32,29.63,36010
36,11,64,43,67.19,21,32.81,36011
36,12,63,53,84.13,10,15.87,36012
36,13,71,52,73.24,19,26.76,36013
36,14,147,104,70.75,43,29.25,36014
36,15,123,90,73.17,33,26.83,36015
36,16,126,87,69.05,39,30.95,36016
36,17,157,104,66.24,53,33.76,36017
36,18,149,90,60.4,59,39.6,36018
36,19,119,80,67.23,39,32.77,36019
36,20,123,93,75.61,30,24.39,36020
36,21,80,47,58.75,33,41.25,36021
36,22,53,37,69.81,16,30.19,36022
36,23,45,28,62.22,17,37.78,36023
36,24,110,67,60.91,43,39.09,36024
36,25,79,56,70.89,23,29.11,36025
36,26,91,61,67.03,30,32.97,36026
36,27,99,61,61.62,38,38.38,36027
36,28,89,62,69.66,27,30.34,36028
36,29,119,75,63.03,44,36.97,36029
36,30,112,66,58.93,46,41.07,36030
37,1,114,72,63.16,42,36.84,37001
37,2,62,41,66.13,21,33.87,37002
37,3,54,43,79.63,11,20.37,37003
37,4,72,47,65.28,25,34.72,37004
37,5,130,92,70.77,38,29.23,37005
37,6,110,75,68.18,35,31.82,37006
37,7,75,56,74.67,19,25.33,37007
37,8,59,41,69.49,18,30.51,37008
37,9,83,60,72.29,23,27.71,37009
37,10,128,89,69.53,39,30.47,37010
37,11,56,38,67.86,18,32.14,37011
37,12,69,54,78.26,15,21.74,37012
37,13,68,50,73.53,18,26.47,37013
37,14,113,80,70.8,33,29.2,37014
37,15,92,73,79.35,19,20.65,37015
37,16,124,95,76.61,29,23.39,37016
37,17,72,43,59.72,29,40.28,37017
37,18,86,66,76.74,20,23.26,37018
37,19,76,52,68.42,24,31.58,37019
37,20,69,51,73.91,18,26.09,37020
37,21,64,50,78.13,14,21.88,37021
37,22,68,56,82.35,12,17.65,37022
37,23,96,59,61.46,37,38.54,37023
37,24,119,83,69.75,36,30.25,37024
37,25,91,71,78.02,20,21.98,37025
37,26,146,104,71.23,42,28.77,37026
37,27,99,66,66.67,33,33.33,37027
37,28,79,58,73.42,21,26.58,37028
37,29,85,60,70.59,25,29.41,37029
37,30,77,54,70.13,23,29.87,37030
37,31,110,83,75.45,27,24.55,37031
37,32,106,74,69.81,32,30.19,37032
37,33,126,92,73.02,34,26.98,37033
37,34,100,67,67.0,33,33.0,37034
37,35,133,87,65.41,46,34.59,37035
37,36,74,53,71.62,21,28.38,37036
37,37,83,58,69.88,25,30.12,37037
37,38,145,107,73.79,38,26.21,37038
37,39,86,64,74.42,22,25.58,37039
37,40,114,73,64.04,41,35.96,37040
37,41,126,80,63.49,46,36.51,37041
38,1,135,108,80.0,27,20.0,38001
38,2,132,60,45.45,72,54.55,38002
38,3,101,58,57.43,43,42.57,38003
38,4,114,73,64.04,41,35.96,38004
38,5,103,69,66.99,34,33.01,38005
38,6,95,56,58.95,39,41.05,38006
38,7,119,58,48.74,61,51.26,38007
38,8,94,61,64.89,33,35.11,38008
38,9,152,94,61.84,58,38.16,38009
38,10,99,72,72.73,27,27.27,38010
38,11,121,92,76.03,29,23.97,38011
38,12,109,55,50.46,54,49.54,38012
38,13,132,77,58.33,55,41.67,38013
38,14,147,100,68.03,47,31.97,38014
38,15,126,89,70.63,37,29.37,38015
38,16,102,67,65.69,35,34.31,38016
38,17,136,79,58.09,57,41.91,38017
38,18,136,91,66.91,45,33.09,38018
38,19,172,103,59.88,69,40.12,38019
38,20,122,62,50.82,60,49.18,38020
38,21,133,102,76.69,31,23.31,38021
38,22,145,101,69.66,44,30.34,38022
38,23,151,105,69.54,46,30.46,38023
38,24,126,70,55.56,56,44.44,38024
38,25,116,72,62.07,44,37.93,38025
38,26,142,101,71.13,41,28.87,38026
38,27,111,66,59.46,45,40.54,38027
38,28,124,68,54.84,56,45.16,38028
38,29,136,96,70.59,40,29.41,38029
38,30,105,68,64.76,37,35.24,38030
38,31,187,146,78.07,41,21.93,38031
38,32,129,108,83.72,21,16.28,38032
38,33,100,66,66.0,34,34.0,38033
38,34,143,114,79.72,29,20.28,38034
38,35,132,94,71.21,38,28.79,38035
38,36,134,97,72.39,37,27.61,38036
38,37,142,76,53.52,66,46.48,38037
38,38,117,70,59.83,47,40.17,38038
38,39,167,117,70.06,50,29.94,38039
38,40,163,118,72.39,45,27.61,38040
38,41,195,154,78.97,41,21.03,38041
39,1,150,89,59.33,61,40.67,39001
39,2,140,109,77.86,31,22.14,39002
39,3,199,157,78.89,42,21.11,39003
39,4,170,116,68.24,54,31.76,39004
39,5,185,141,76.22,44,23.78,39005
39,6,148,110,74.32,38,25.68,39006
39,7,164,115,70.12,49,29.88,39007
39,8,204,137,67.16,67,32.84,39008
39,9,124,78,62.9,46,37.1,39009
39,10,103,80,77.67,23,22.33,39010
39,11,160,105,65.63,55,34.38,39011
39,12,199,170,85.43,29,14.57,39012
39,13,122,96,78.69,26,21.31,39013
39,14,176,126,71.59,50,28.41,39014
39,15,169,105,62.13,64,37.87,39015
39,16,90,75,83.33,15,16.67,39016
39,17,229,181,79.04,48,20.96,39017
39,18,174,143,82.18,31,17.82,39018
39,19,187,131,70.05,56,29.95,39019
39,20,194,110,56.7,84,43.3,39020
39,21,151,85,56.29,66,43.71,39021
39,22,107,76,71.03,31,28.97,39022
39,23,159,98,61.64,61,38.36,39023
39,24,211,130,61.61,81,38.39,39024
39,25,100,71,71.0,29,29.0,39025
39,26,134,83,61.94,51,38.06,39026
39,27,38,22,57.89,16,42.11,39027
39,28,252,196,77.78,56,22.22,39028
39,29,72,53,73.61,19,26.39,39029
39,30,179,150,83.8,29,16.2,39030
39,31,110,82,74.55,28,25.45,39031
39,32,138,90,65.22,48,34.78,39032
39,33,165,125,75.76,40,24.24,39033
39,34,153,117,76.47,36,23.53,39034
39,35,188,158,84.04,30,15.96,39035
39,36,51,41,80.39,10,19.61,39036
39,37,198,128,64.65,70,35.35,39037
39,38,146,102,69.86,44,30.14,39038
39,39,99,63,63.64,36,36.36,39039
39,40,140,92,65.71,48,34.29,39040
39,41,193,148,76.68,45,23.32,39041
39,42,204,101,49.51,103,50.49,39042
39,43,162,96,59.26,66,40.74,39043
39,44,131,88,67.18,43,32.82,39044
39,45,183,115,62.84,68,37.16,39045
40,1,133,99,74.44,34,25.56,40001
40,2,173,136,78.61,37,21.39,40002
40,3,266,229,86.09,37,13.91,40003
40,4,106,89,83.96,17,16.04,40004
40,5,235,195,82.98,40,17.02,40005
40,6,273,230,84.25,43,15.75,40006
40,7,246,201,81.71,45,18.29,40007
40,8,353,289,81.87,64,18.13,40008
40,9,124,100,80.65,24,19.35,40009
40,10,134,112,83.58,22,16.42,40010
40,11,231,190,82.25,41,17.75,40011
40,12,189,167,88.36,22,11.64,40012
40,13,336,296,88.1,40,11.9,40013
40,14,149,111,74.5,38,25.5,40014
40,15,144,116,80.56,28,19.44,40015
40,16,325,291,89.54,34,10.46,40016
40,17,206,171,83.01,35,16.99,40017
40,18,110,81,73.64,29,26.36,40018
40,19,202,146,72.28,56,27.72,40019
40,20,153,128,83.66,25,16.34,40020
40,21,295,252,85.42,43,14.58,40021
40,22,296,260,87.84,36,12.16,40022
40,23,340,290,85.29,50,14.71,40023
40,24,132,106,80.3,26,19.7,40024
40,25,301,267,88.7,34,11.3,40025
40,26,252,213,84.52,39,15.48,40026
40,27,235,188,80.0,47,20.0,40027
40,28,219,199,90.87,20,9.13,40028
40,29,212,176,83.02,36,16.98,40029
40,30,180,148,82.22,32,17.78,40030
40,31,297,254,85.52,43,14.48,40031
40,32,248,214,86.29,34,13.71,40032
40,33,270,234,86.67,36,13.33,40033
40,34,158,131,82.91,27,17.09,40034
40,35,83,70,84.34,13,15.66,40035
40,36,181,155,85.64,26,14.36,40036
40,37,177,155,87.57,22,12.43,40037
40,38,270,224,82.96,46,17.04,40038
40,39,34,28,82.35,6,17.65,40039
41,1,129,67,51.94,62,48.06,41001
41,2,146,86,58.9,60,41.1,41002
41,3,144,93,64.58,51,35.42,41003
41,4,156,97,62.18,59,37.82,41004
41,5,156,91,58.33,65,41.67,41005
41,6,231,124,53.68,107,46.32,41006
41,7,135,88,65.19,47,34.81,41007
41,8,135,74,54.81,61,45.19,41008
41,9,132,102,77.27,30,22.73,41009
41,10,194,116,59.79,78,40.21,41010
41,11,163,83,50.92,80,49.08,41011
41,12,121,65,53.72,56,46.28,41012
41,13,134,70,52.24,64,47.76,41013
41,14,230,142,61.74,88,38.26,41014
41,15,205,120,58.54,85,41.46,41015
41,16,129,67,51.94,62,48.06,41016
41,17,128,80,62.5,48,37.5,41017
41,18,126,69,54.76,57,45.24,41018
41,19,190,128,67.37,62,32.63,41019
41,20,85,53,62.35,32,37.65,41020
41,21,157,107,68.15,50,31.85,41021
41,22,184,103,55.98,81,44.02,41022
41,23,118,61,51.69,57,48.31,41023
41,24,117,66,56.41,51,43.59,41024
41,25,59,33,55.93,26,44.07,41025
41,26,140,84,60.0,56,40.0,41026
41,27,69,47,68.12,22,31.88,41027
41,28,91,61,67.03,30,32.97,41028
41,29,47,33,70.21,14,29.79,41029
41,30,148,88,59.46,60,40.54,41030
41,31,147,98,66.67,49,33.33,41031
41,32,136,84,61.76,52,38.24,41032
41,33,127,77,60.63,50,39.37,41033
41,34,119,60,50.42,59,49.58,41034
41,35,202,104,51.49,98,48.51,41035
41,36,143,85,59.44,58,40.56,41036
41,37,165,92,55.76,73,44.24,41037
41,38,124,74,59.68,50,40.32,41038
41,39,191,109,57.07,82,42.93,41039
41,40,165,77,46.67,88,53.33,41040
41,41,115,67,58.26,48,41.74,41041
41,42,127,66,51.97,61,48.03,41042
41,43,139,84,60.43,55,39.57,41043
41,44,141,71,50.35,70,49.65,41044
41,45,140,84,60.0,56,40.0,41045
41,46,171,106,61.99,65,38.01,41046
41,47,191,114,59.69,77,40.31,41047
42,1,218,163,74.77,55,25.23,42001
42,2,114,88,77.19,26,22.81,42002
42,3,169,126,74.56,43,25.44,42003
42,4,285,213,74.74,72,25.26,42004
42,5,145,98,67.59,47,32.41,42005
42,6,230,181,78.7,49,21.3,42006
42,7,207,158,76.33,49,23.67,42007
42,8,202,152,75.25,50,24.75,42008
42,9,157,117,74.52,40,25.48,42009
42,10,223,171,76.68,52,23.32,42010
42,11,139,103,74.1,36,25.9,42011
42,12,174,130,74.71,44,25.29,42012
42,13,221,169,76.47,52,23.53,42013
42,14,156,123,78.85,33,21.15,42014
42,15,172,118,68.6,54,31.4,42015
42,16,162,125,77.16,37,22.84,42016
42,17,169,116,68.64,53,31.36,42017
42,18,118,92,77.97,26,22.03,42018
42,19,264,207,78.41,57,21.59,42019
42,20,127,88,69.29,39,30.71,42020
42,21,153,115,75.16,38,24.84,42021
42,22,79,62,78.48,17,21.52,42022
42,23,180,126,70.0,54,30.0,42023
42,24,158,123,77.85,35,22.15,42024
42,25,154,105,68.18,49,31.82,42025
42,26,210,159,75.71,51,24.29,42026
42,27,143,106,74.13,37,25.87,42027
42,28,242,167,69.01,75,30.99,42028
42,29,249,181,72.69,68,27.31,42029
42,30,199,153,76.88,46,23.12,42030
42,31,192,144,75.0,48,25.0,42031
42,32,110,81,73.64,29,26.36,42032
42,33,221,163,73.76,58,26.24,42033
42,34,177,128,72.32,49,27.68,42034
42,35,212,160,75.47,52,24.53,42035
42,36,188,143,76.06,45,23.94,42036
42,37,101,70,69.31,31,30.69,42037
42,38,121,75,61.98,46,38.02,42038
42,39,146,102,69.86,44,30.14,42039
42,40,177,131,74.01,46,25.99,42040
42,41,172,131,76.16,41,23.84,42041
42,42,267,201,75.28,66,24.72,42042
43,1,97,80,82.47,17,17.53,43001
43,2,192,157,81.77,35,18.23,43002
43,3,172,118,68.6,54,31.4,43003
43,4,159,119,74.84,40,25.16,43004
43,5,167,135,80.84,32,19.16,43005
43,6,127,99,77.95,28,22.05,43006
43,7,140,95,67.86,45,32.14,43007
43,8,135,101,74.81,34,25.19,43008
43,9,174,132,75.86,42,24.14,43009
43,10,222,169,76.13,53,23.87,43010
43,11,116,92,79.31,24,20.69,43011
43,12,104,79,75.96,25,24.04,43012
43,13,183,145,79.23,38,20.77,43013
43,14,189,141,74.6,48,25.4,43014
43,15,169,128,75.74,41,24.26,43015
43,16,190,147,77.37,43,22.63,43016
43,17,132,98,74.24,34,25.76,43017
43,18,200,143,71.5,57,28.5,43018
43,19,186,142,76.34,44,23.66,43019
43,20,225,170,75.56,55,24.44,43020
43,21,156,118,75.64,38,24.36,43021
43,22,133,105,78.95,28,21.05,43022
43,23,112,87,77.68,25,22.32,43023
43,24,146,110,75.34,36,24.66,43024
43,25,200,158,79.0,42,21.0,43025
43,26,165,126,76.36,39,23.64,43026
43,27,178,140,78.65,38,21.35,43027
43,28,163,135,82.82,28,17.18,43028
43,29,214,182,85.05,32,14.95,43029
43,30,166,131,78.92,35,21.08,43030
43,31,170,128,75.29,42,24.71,43031
43,32,159,123,77.36,36,22.64,43032
43,33,231,173,74.89,58,25.11,43033
43,34,122,94,77.05,28,22.95,43034
43,35,203,151,74.38,52,25.62,43035
43,36,79,67,84.81,12,15.19,43036
43,37,141,112,79.43,29,20.57,43037
43,38,151,122,80.79,29,19.21,43038
43,39,107,73,68.22,34,31.78,43039
43,40,110,96,87.27,14,12.73,43040
43,41,181,139,76.8,42,23.2,43041
43,42,163,131,80.37,32,19.63,43042
43,43,202,157,77.72,45,22.28,43043
43,44,164,136,82.93,28,17.07,43044
43,45,130,106,81.54,24,18.46,43045
43,46,94,78,82.98,16,17.02,43046
44,1,313,243,77.64,70,22.36,44001
44,2,184,141,76.63,43,23.37,44002
44,3,183,147,80.33,36,19.67,44003
44,4,186,153,82.26,33,17.74,44004
44,5,187,144,77.01,43,22.99,44005
44,6,228,179,78.51,49,21.49,44006
44,7,183,132,72.13,51,27.87,44007
44,8,241,181,75.1,60,24.9,44008
44,9,156,116,74.36,40,25.64,44009
44,10,164,129,78.66,35,21.34,44010
44,11,181,135,74.59,46,25.41,44011
44,12,258,205,79.46,53,20.54,44012
44,13,140,106,75.71,34,24.29,44013
44,14,175,138,78.86,37,21.14,44014
44,15,198,164,82.83,34,17.17,44015
44,16,211,164,77.73,47,22.27,44016
44,17,283,224,79.15,59,20.85,44017
44,18,195,162,83.08,33,16.92,44018
44,19,286,250,87.41,36,12.59,44019
44,20,208,166,79.81,42,20.19,44020
44,21,207,150,72.46,57,27.54,44021
44,22,204,169,82.84,35,17.16,44022
44,23,161,136,84.47,25,15.53,44023
44,24,192,166,86.46,26,13.54,44024
44,25,229,178,77.73,51,22.27,44025
44,26,229,183,79.91,46,20.09,44026
44,27,201,144,71.64,57,28.36,44027
44,28,195,165,84.62,30,15.38,44028
44,29,206,172,83.5,34,16.5,44029
44,30,223,187,83.86,36,16.14,44030
44,31,136,104,76.47,32,23.53,44031
44,32,173,144,83.24,29,16.76,44032
44,33,216,179,82.87,37,17.13,44033
44,34,223,162,72.65,61,27.35,44034
44,35,245,193,78.78,52,21.22,44035
44,36,181,140,77.35,41,22.65,44036
44,37,275,217,78.91,58,21.09,44037
44,38,173,122,70.52,51,29.48,44038
44,39,199,151,75.88,48,24.12,44039
44,40,182,137,75.27,45,24.73,44040
44,41,242,189,78.1,53,21.9,44041
45,1,177,151,85.31,26,14.69,45001
45,2,201,162,80.6,39,19.4,45002
45,3,196,154,78.57,42,21.43,45003
45,4,240,202,84.17,38,15.83,45004
45,5,204,152,74.51,52,25.49,45005
45,6,292,229,78.42,63,21.58,45006
45,7,293,219,74.74,74,25.26,45007
45,8,160,129,80.63,31,19.38,45008
45,9,147,109,74.15,38,25.85,45009
45,10,169,133,78.7,36,21.3,45010
45,11,90,68,75.56,22,24.44,45011
45,12,139,109,78.42,30,21.58,45012
45,13,153,113,73.86,40,26.14,45013
45,14,225,178,79.11,47,20.89,45014
45,15,246,200,81.3,46,18.7,45015
45,16,167,128,76.65,39,23.35,45016
45,17,181,139,76.8,42,23.2,45017
45,18,165,119,72.12,46,27.88,45018
45,19,73,54,73.97,19,26.03,45019
45,20,98,78,79.59,20,20.41,45020
45,21,146,102,69.86,44,30.14,45021
45,22,114,82,71.93,32,28.07,45022
45,23,130,95,73.08,35,26.92,45023
45,24,98,60,61.22,38,38.78,45024
45,25,106,64,60.38,42,39.62,45025
45,26,76,41,53.95,35,46.05,45026
45,27,135,91,67.41,44,32.59,45027
45,28,126,93,73.81,33,26.19,45028
45,29,109,79,72.48,30,27.52,45029
45,30,138,111,80.43,27,19.57,45030
45,31,130,108,83.08,22,16.92,45031
45,32,136,99,72.79,37,27.21,45032
45,33,126,98,77.78,28,22.22,45033
45,34,155,106,68.39,49,31.61,45034
45,35,182,134,73.63,48,26.37,45035
45,36,198,131,66.16,67,33.84,45036
45,37,158,100,63.29,58,36.71,45037
45,38,137,87,63.5,50,36.5,45038
45,39,138,90,65.22,48,34.78,45039
45,40,143,79,55.24,64,44.76,45040
45,41,123,79,64.23,44,35.77,45041
45,42,175,93,53.14,82,46.86,45042
45,43,138,94,68.12,44,31.88,45043
45,44,179,109,60.89,70,39.11,45044
45,45,81,32,39.51,49,60.49,45045
45,46,95,43,45.26,52,54.74,45046
45,47,101,54,53.47,47,46.53,45047
45,48,111,58,52.25,53,47.75,45048
46,1,157,127,80.89,30,19.11,46001
46,2,228,183,80.26,45,19.74,46002
46,3,297,247,83.16,50,16.84,46003
46,4,243,191,78.6,52,21.4,46004
46,5,231,164,71.0,67,29.0,46005
46,6,193,160,82.9,33,17.1,46006
46,7,294,242,82.31,52,17.69,46007
46,8,149,104,69.8,45,30.2,46008
46,9,234,195,83.33,39,16.67,46009
46,10,270,223,82.59,47,17.41,46010
46,11,186,135,72.58,51,27.42,46011
46,12,267,237,88.76,30,11.24,46012
46,13,238,185,77.73,53,22.27,46013
46,14,154,123,79.87,31,20.13,46014
46,15,220,181,82.27,39,17.73,46015
46,16,296,243,82.09,53,17.91,46016
46,17,247,197,79.76,50,20.24,46017
46,18,216,172,79.63,44,20.37,46018
46,19,182,142,78.02,40,21.98,46019
46,20,198,157,79.29,41,20.71,46020
46,21,100,77,77.0,23,23.0,46021
46,22,148,131,88.51,17,11.49,46022
46,23,192,168,87.5,24,12.5,46023
46,24,317,249,78.55,68,21.45,46024
46,25,226,192,84.96,34,15.04,46025
46,26,262,221,84.35,41,15.65,46026
46,27,237,198,83.54,39,16.46,46027
46,28,206,166,80.58,40,19.42,46028
46,29,168,134,79.76,34,20.24,46029
46,30,200,155,77.5,45,22.5,46030
46,31,213,162,76.06,51,23.94,46031
46,32,88,69,78.41,19,21.59,46032
46,33,253,208,82.21,45,17.79,46033
46,34,254,206,81.1,48,18.9,46034
46,35,173,136,78.61,37,21.39,46035
46,36,241,182,75.52,59,24.48,46036
46,37,139,112,80.58,27,19.42,46037
46,38,195,161,82.56,34,17.44,46038
46,39,198,163,82.32,35,17.68,46039
46,40,235,188,80.0,47,20.0,46040
47,1,158,137,86.71,21,13.29,47001
47,2,215,179,83.26,36,16.74,47002
47,3,217,165,76.04,52,23.96,47003
47,4,250,199,79.6,51,20.4,47004
47,5,289,247,85.47,42,14.53,47005
47,6,248,190,76.61,58,23.39,47006
47,7,191,143,74.87,48,25.13,47007
47,8,235,182,77.45,53,22.55,47008
47,9,170,130,76.47,40,23.53,47009
47,10,318,280,88.05,38,11.95,47010
47,11,206,161,78.16,45,21.84,47011
47,12,250,197,78.8,53,21.2,47012
47,13,280,240,85.71,40,14.29,47013
47,14,221,177,80.09,44,19.91,47014
47,15,312,282,90.38,30,9.62,47015
47,16,212,166,78.3,46,21.7,47016
47,17,243,188,77.37,55,22.63,47017
47,18,221,177,80.09,44,19.91,47018
47,19,392,339,86.48,53,13.52,47019
47,20,255,210,82.35,45,17.65,47020
47,21,279,236,84.59,43,15.41,47021
47,22,299,239,79.93,60,20.07,47022
47,23,282,251,89.01,31,10.99,47023
47,24,266,209,78.57,57,21.43,47024
47,25,272,228,83.82,44,16.18,47025
47,26,314,273,86.94,41,13.06,47026
47,27,233,188,80.69,45,19.31,47027
47,28,239,199,83.26,40,16.74,47028
47,29,253,200,79.05,53,20.95,47029
47,30,310,261,84.19,49,15.81,47030
47,31,278,223,80.22,55,19.78,47031
47,32,349,309,88.54,40,11.46,47032
47,33,205,158,77.07,47,22.93,47033
47,34,257,212,82.49,45,17.51,47034
47,35,168,135,80.36,33,19.64,47035
47,36,284,242,85.21,42,14.79,47036
47,37,237,207,87.34,30,12.66,47037
47,38,262,232,88.55,30,11.45,47038
47,39,304,253,83.22,51,16.78,47039
47,40,206,178,86.41,28,13.59,47040
47,41,286,243,84.97,43,15.03,47041
47,42,239,209,87.45,30,12.55,47042
47,43,192,142,73.96,50,26.04,47043
47,44,201,149,74.13,52,25.87,47044
47,45,285,233,81.75,52,18.25,47045
47,46,114,95,83.33,19,16.67,47046
47,47,248,207,83.47,41,16.53,47047
47,48,26,21,80.77,5,19.23,47048
48,1,258,231,89.53,27,10.47,48001
48,2,114,91,79.82,23,20.18,48002
48,3,224,179,79.91,45,20.09,48003
48,4,261,222,85.06,39,14.94,48004
48,5,218,191,87.61,27,12.39,48005
48,6,226,190,84.07,36,15.93,48006
48,7,291,261,89.69,30,10.31,48007
48,8,132,100,75.76,32,24.24,48008
48,9,155,114,73.55,41,26.45,48009
48,10,369,321,86.99,48,13.01,48010
48,11,226,198,87.61,28,12.39,48011
48,12,287,243,84.67,44,15.33,48012
48,13,306,242,79.08,64,20.92,48013
48,14,118,88,74.58,30,25.42,48014
48,15,111,88,79.28,23,20.72,48015
48,16,227,186,81.94,41,18.06,48016
48,17,241,190,78.84,51,21.16,48017
48,18,157,129,82.17,28,17.83,48018
48,19,203,171,84.24,32,15.76,48019
48,20,277,233,84.12,44,15.88,48020
48,21,262,220,83.97,42,16.03,48021
48,22,242,198,81.82,44,18.18,48022
48,23,309,272,88.03,37,11.97,48023
48,24,206,162,78.64,44,21.36,48024
48,25,220,193,87.73,27,12.27,48025
48,26,100,80,80.0,20,20.0,48026
48,27,140,120,85.71,20,14.29,48027
48,28,243,190,78.19,53,21.81,48028
48,29,169,143,84.62,26,15.38,48029
48,30,230,190,82.61,40,17.39,48030
48,31,229,185,80.79,44,19.21,48031
48,32,191,152,79.58,39,20.42,48032
48,33,136,116,85.29,20,14.71,48033
48,34,210,189,90.0,21,10.0,48034
48,35,129,99,76.74,30,23.26,48035
48,36,168,140,83.33,28,16.67,48036
