ward,precinct,total,Diana Lopez,Diana Lopez Percent,Monica G. Somerville,Monica G. Somerville Percent,Mable Taylor,Mable Taylor Percent,precinct_id
26,3,126,102,80.95,13,10.32,11,8.73,26003
26,4,53,36,67.92,3,5.66,14,26.42,26004
26,5,96,80,83.33,6,6.25,10,10.42,26005
26,6,65,58,89.23,2,3.08,5,7.69,26006
26,7,97,88,90.72,3,3.09,6,6.19,26007
26,8,48,43,89.58,4,8.33,1,2.08,26008
26,9,103,83,80.58,10,9.71,10,9.71,26009
26,10,87,74,85.06,6,6.9,7,8.05,26010
26,11,106,96,90.57,3,2.83,7,6.6,26011
26,12,130,114,87.69,5,3.85,11,8.46,26012
26,13,42,39,92.86,0,0.0,3,7.14,26013
26,14,83,75,90.36,3,3.61,5,6.02,26014
26,15,45,35,77.78,3,6.67,7,15.56,26015
26,16,36,26,72.22,4,11.11,6,16.67,26016
26,17,127,102,80.31,17,13.39,8,6.3,26017
26,18,63,55,87.3,0,0.0,8,12.7,26018
26,19,43,29,67.44,6,13.95,8,18.6,26019
26,20,118,97,82.2,11,9.32,10,8.47,26020
26,21,120,98,81.67,8,6.67,14,11.67,26021
26,22,24,22,91.67,0,0.0,2,8.33,26022
26,23,48,40,83.33,4,8.33,4,8.33,26023
26,24,78,66,84.62,7,8.97,5,6.41,26024
26,25,85,70,82.35,8,9.41,7,8.24,26025
26,26,77,68,88.31,5,6.49,4,5.19,26026
26,27,140,110,78.57,18,12.86,12,8.57,26027
26,28,154,125,81.17,18,11.69,11,7.14,26028
26,29,68,58,85.29,5,7.35,5,7.35,26029
26,30,108,90,83.33,11,10.19,7,6.48,26030
26,31,50,45,90.0,1,2.0,4,8.0,26031
26,32,109,90,82.57,11,10.09,8,7.34,26032
26,33,121,99,81.82,10,8.26,12,9.92,26033
26,34,137,120,87.59,7,5.11,10,7.3,26034
26,35,92,81,88.04,6,6.52,5,5.43,26035
26,36,115,97,84.35,7,6.09,11,9.57,26036
26,37,115,102,88.7,6,5.22,7,6.09,26037
26,38,46,34,73.91,5,10.87,7,15.22,26038
26,39,127,114,89.76,8,6.3,5,3.94,26039
26,40,55,48,87.27,4,7.27,3,5.45,26040
26,41,123,107,86.99,7,5.69,9,7.32,26041
26,42,104,91,87.5,9,8.65,4,3.85,26042
26,43,46,42,91.3,4,8.7,0,0.0,26043
26,44,46,40,86.96,4,8.7,2,4.35,26044
26,45,38,27,71.05,3,7.89,8,21.05,26045
26,46,87,73,83.91,7,8.05,7,8.05,26046
26,47,46,43,93.48,2,4.35,1,2.17,26047
26,48,123,103,83.74,11,8.94,9,7.32,26048
26,49,42,36,85.71,2,4.76,4,9.52,26049
27,1,194,151,77.84,29,14.95,14,7.22,27001
27,2,143,88,61.54,24,16.78,31,21.68,27002
27,3,48,19,39.58,10,20.83,19,39.58,27003
27,4,68,37,54.41,6,8.82,25,36.76,27004
27,5,70,26,37.14,9,12.86,35,50.0,27005
27,6,114,72,63.16,23,20.18,19,16.67,27006
27,7,151,134,88.74,11,7.28,6,3.97,27007
27,8,71,37,52.11,15,21.13,19,26.76,27008
27,9,50,31,62.0,12,24.0,7,14.0,27009
27,10,121,49,40.5,21,17.36,51,42.15,27010
27,11,96,70,72.92,20,20.83,6,6.25,27011
27,12,82,67,81.71,12,14.63,3,3.66,27012
27,13,196,115,58.67,27,13.78,54,27.55,27013
27,14,47,16,34.04,8,17.02,23,48.94,27014
27,15,42,23,54.76,6,14.29,13,30.95,27015
27,16,84,68,80.95,11,13.1,5,5.95,27016
27,17,98,52,53.06,13,13.27,33,33.67,27017
27,18,66,25,37.88,17,25.76,24,36.36,27018
27,19,49,27,55.1,10,20.41,12,24.49,27019
27,20,40,23,57.5,7,17.5,10,25.0,27020
27,21,120,86,71.67,18,15.0,16,13.33,27021
27,22,60,22,36.67,13,21.67,25,41.67,27022
27,23,74,36,48.65,15,20.27,23,31.08,27023
27,24,49,28,57.14,11,22.45,10,20.41,27024
27,25,106,59,55.66,22,20.75,25,23.58,27025
27,26,70,26,37.14,18,25.71,26,37.14,27026
27,27,136,69,50.74,25,18.38,42,30.88,27027
27,28,150,101,67.33,21,14.0,28,18.67,27028
27,29,68,42,61.76,4,5.88,22,32.35,27029
27,30,39,14,35.9,9,23.08,16,41.03,27030
27,31,63,34,53.97,4,6.35,25,39.68,27031
27,32,101,49,48.51,6,5.94,46,45.54,27032
27,33,115,66,57.39,18,15.65,31,26.96,27033
27,34,61,22,36.07,12,19.67,27,44.26,27034
27,35,150,124,82.67,17,11.33,9,6.0,27035
27,36,71,47,66.2,6,8.45,18,25.35,27036
27,37,117,68,58.12,18,15.38,31,26.5,27037
27,38,194,103,53.09,35,18.04,56,28.87,27038
27,39,93,51,54.84,11,11.83,31,33.33,27039
27,40,110,70,63.64,22,20.0,18,16.36,27040
27,41,107,49,45.79,10,9.35,48,44.86,27041
27,42,96,53,55.21,15,15.63,28,29.17,27042
27,43,75,31,41.33,13,17.33,31,41.33,27043
27,44,56,25,44.64,13,23.21,18,32.14,27044
27,45,224,176,78.57,38,16.96,10,4.46,27045
27,46,89,71,79.78,15,16.85,3,3.37,27046
27,47,97,39,40.21,28,28.87,30,30.93,27047
27,48,162,105,64.81,21,12.96,36,22.22,27048
27,49,88,43,48.86,15,17.05,30,34.09,27049
27,50,91,39,42.86,18,19.78,34,37.36,27050
28,1,36,5,13.89,11,30.56,20,55.56,28001
28,2,68,26,38.24,24,35.29,18,26.47,28002
28,3,44,12,27.27,19,43.18,13,29.55,28003
28,4,63,38,60.32,13,20.63,12,19.05,28004
28,5,58,25,43.1,13,22.41,20,34.48,28005
28,6,56,35,62.5,12,21.43,9,16.07,28006
28,7,52,12,23.08,27,51.92,13,25.0,28007
28,8,121,94,77.69,18,14.88,9,7.44,28008
28,9,62,17,27.42,20,32.26,25,40.32,28009
28,10,113,75,66.37,26,23.01,12,10.62,28010
28,11,166,118,71.08,23,13.86,25,15.06,28011
28,12,70,16,22.86,14,20.0,40,57.14,28012
28,13,126,43,34.13,39,30.95,44,34.92,28013
28,14,56,19,33.93,21,37.5,16,28.57,28014
28,15,35,10,28.57,7,20.0,18,51.43,28015
28,16,50,12,24.0,19,38.0,19,38.0,28016
28,17,64,21,32.81,18,28.13,25,39.06,28017
28,18,70,31,44.29,18,25.71,21,30.0,28018
28,19,74,55,74.32,13,17.57,6,8.11,28019
28,20,49,14,28.57,14,28.57,21,42.86,28020
28,21,71,19,26.76,19,26.76,33,46.48,28021
28,22,90,46,51.11,21,23.33,23,25.56,28022
28,23,73,21,28.77,25,34.25,27,36.99,28023
28,24,55,12,21.82,22,40.0,21,38.18,28024
28,25,139,39,28.06,47,33.81,53,38.13,28025
28,26,77,14,18.18,38,49.35,25,32.47,28026
28,27,95,68,71.58,21,22.11,6,6.32,28027
28,28,120,82,68.33,30,25.0,8,6.67,28028
28,29,24,13,54.17,3,12.5,8,33.33,28029
28,30,22,11,50.0,7,31.82,4,18.18,28030
28,31,101,23,22.77,28,27.72,50,49.5,28031
28,32,74,26,35.14,22,29.73,26,35.14,28032
28,33,89,18,20.22,29,32.58,42,47.19,28033
28,34,103,49,47.57,25,24.27,29,28.16,28034
28,35,56,14,25.0,17,30.36,25,44.64,28035
28,36,39,10,25.64,15,38.46,14,35.9,28036
28,37,80,22,27.5,28,35.0,30,37.5,28037
28,38,30,13,43.33,10,33.33,7,23.33,28038
28,39,44,18,40.91,10,22.73,16,36.36,28039
28,40,103,38,36.89,29,28.16,36,34.95,28040
28,41,63,19,30.16,18,28.57,26,41.27,28041
28,42,63,12,19.05,27,42.86,24,38.1,28042
28,43,90,24,26.67,24,26.67,42,46.67,28043
28,44,53,16,30.19,14,26.42,23,43.4,28044
28,45,118,94,79.66,17,14.41,7,5.93,28045
28,46,188,128,68.09,32,17.02,28,14.89,28046
29,1,200,132,66.0,39,19.5,29,14.5,29001
29,2,132,35,26.52,47,35.61,50,37.88,29002
29,3,112,27,24.11,49,43.75,36,32.14,29003
29,4,133,45,33.83,35,26.32,53,39.85,29004
29,5,55,21,38.18,12,21.82,22,40.0,29005
29,6,69,32,46.38,13,18.84,24,34.78,29006
29,7,144,71,49.31,29,20.14,44,30.56,29007
29,8,64,24,37.5,18,28.13,22,34.38,29008
29,9,167,101,60.48,33,19.76,33,19.76,29009
29,10,208,117,56.25,44,21.15,47,22.6,29010
29,11,85,27,31.76,20,23.53,38,44.71,29011
29,12,143,54,37.76,35,24.48,54,37.76,29012
29,13,125,41,32.8,34,27.2,50,40.0,29013
29,14,113,34,30.09,29,25.66,50,44.25,29014
29,15,147,31,21.09,43,29.25,73,49.66,29015
29,16,97,30,30.93,26,26.8,41,42.27,29016
29,17,92,23,25.0,44,47.83,25,27.17,29017
29,18,106,35,33.02,41,38.68,30,28.3,29018
29,19,145,50,34.48,40,27.59,55,37.93,29019
29,20,109,35,32.11,36,33.03,38,34.86,29020
29,21,99,33,33.33,27,27.27,39,39.39,29021
29,22,102,45,44.12,25,24.51,32,31.37,29022
29,23,121,74,61.16,23,19.01,24,19.83,29023
29,24,112,40,35.71,35,31.25,37,33.04,29024
29,25,157,50,31.85,35,22.29,72,45.86,29025
29,26,125,45,36.0,45,36.0,35,28.0,29026
29,27,102,31,30.39,35,34.31,36,35.29,29027
29,28,131,38,29.01,33,25.19,60,45.8,29028
29,29,116,73,62.93,37,31.9,6,5.17,29029
29,30,185,98,52.97,35,18.92,52,28.11,29030
29,31,89,64,71.91,16,17.98,9,10.11,29031
29,32,96,61,63.54,24,25.0,11,11.46,29032
29,33,99,34,34.34,22,22.22,43,43.43,29033
29,34,71,28,39.44,21,29.58,22,30.99,29034
29,35,76,17,22.37,24,31.58,35,46.05,29035
29,36,113,34,30.09,29,25.66,50,44.25,29036
29,37,82,23,28.05,17,20.73,42,51.22,29037
29,38,95,59,62.11,23,24.21,13,13.68,29038
29,39,87,59,67.82,20,22.99,8,9.2,29039
29,40,146,45,30.82,42,28.77,59,40.41,29040
29,41,91,30,32.97,25,27.47,36,39.56,29041
29,42,117,38,32.48,35,29.91,44,37.61,29042
29,43,186,103,55.38,41,22.04,42,22.58,29043
29,44,142,44,30.99,35,24.65,63,44.37,29044
30,1,159,115,72.33,25,15.72,19,11.95,30001
30,2,102,75,73.53,18,17.65,9,8.82,30002
30,3,142,127,89.44,9,6.34,6,4.23,30003
30,4,106,85,80.19,13,12.26,8,7.55,30004
30,5,51,41,80.39,6,11.76,4,7.84,30005
30,6,82,54,65.85,15,18.29,13,15.85,30006
30,7,141,108,76.6,16,11.35,17,12.06,30007
30,8,185,159,85.95,14,7.57,12,6.49,30008
30,9,89,72,80.9,12,13.48,5,5.62,30009
30,10,106,77,72.64,22,20.75,7,6.6,30010
30,11,72,60,83.33,8,11.11,4,5.56,30011
30,12,62,49,79.03,12,19.35,1,1.61,30012
30,13,99,84,84.85,11,11.11,4,4.04,30013
30,14,52,42,80.77,5,9.62,5,9.62,30014
30,15,181,147,81.22,25,13.81,9,4.97,30015
30,16,45,35,77.78,4,8.89,6,13.33,30016
30,17,110,70,63.64,25,22.73,15,13.64,30017
30,18,175,146,83.43,21,12.0,8,4.57,30018
30,19,73,59,80.82,10,13.7,4,5.48,30019
30,20,132,103,78.03,15,11.36,14,10.61,30020
30,21,85,58,68.24,17,20.0,10,11.76,30021
30,22,201,172,85.57,17,8.46,12,5.97,30022
30,23,128,99,77.34,21,16.41,8,6.25,30023
30,24,207,181,87.44,20,9.66,6,2.9,30024
30,25,195,165,84.62,14,7.18,16,8.21,30025
30,26,78,60,76.92,14,17.95,4,5.13,30026
30,27,76,61,80.26,10,13.16,5,6.58,30027
30,28,168,133,79.17,24,14.29,11,6.55,30028
30,29,54,47,87.04,5,9.26,2,3.7,30029
30,30,43,32,74.42,8,18.6,3,6.98,30030
30,31,56,44,78.57,9,16.07,3,5.36,30031
30,32,130,108,83.08,16,12.31,6,4.62,30032
31,1,52,43,82.69,6,11.54,3,5.77,31001
31,2,44,32,72.73,4,9.09,8,18.18,31002
31,3,47,45,95.74,1,2.13,1,2.13,31003
31,4,120,109,90.83,4,3.33,7,5.83,31004
31,5,82,61,74.39,10,12.2,11,13.41,31005
31,6,60,49,81.67,5,8.33,6,10.0,31006
31,7,165,140,84.85,12,7.27,13,7.88,31007
31,8,55,42,76.36,5,9.09,8,14.55,31008
31,9,54,42,77.78,10,18.52,2,3.7,31009
31,10,88,72,81.82,9,10.23,7,7.95,31010
31,11,65,56,86.15,8,12.31,1,1.54,31011
31,12,69,55,79.71,9,13.04,5,7.25,31012
31,13,79,65,82.28,7,8.86,7,8.86,31013
31,14,67,52,77.61,10,14.93,5,7.46,31014
31,15,57,49,85.96,8,14.04,0,0.0,31015
31,16,132,114,86.36,8,6.06,10,7.58,31016
31,17,56,44,78.57,10,17.86,2,3.57,31017
31,18,73,65,89.04,6,8.22,2,2.74,31018
31,19,63,50,79.37,7,11.11,6,9.52,31019
31,20,60,41,68.33,12,20.0,7,11.67,31020
31,21,48,43,89.58,3,6.25,2,4.17,31021
31,22,53,46,86.79,6,11.32,1,1.89,31022
31,23,87,71,81.61,8,9.2,8,9.2,31023
31,24,87,67,77.01,17,19.54,3,3.45,31024
31,25,56,49,87.5,2,3.57,5,8.93,31025
31,26,93,77,82.8,6,6.45,10,10.75,31026
31,27,74,61,82.43,9,12.16,4,5.41,31027
31,28,40,34,85.0,6,15.0,0,0.0,31028
31,29,60,50,83.33,7,11.67,3,5.0,31029
31,30,57,48,84.21,7,12.28,2,3.51,31030
31,31,47,32,68.09,9,19.15,6,12.77,31031
31,32,29,22,75.86,3,10.34,4,13.79,31032
31,33,61,46,75.41,13,21.31,2,3.28,31033
31,34,84,62,73.81,14,16.67,8,9.52,31034
31,35,63,51,80.95,12,19.05,0,0.0,31035
31,36,72,60,83.33,8,11.11,4,5.56,31036
31,37,50,42,84.0,5,10.0,3,6.0,31037
31,38,38,30,78.95,7,18.42,1,2.63,31038
31,39,77,67,87.01,6,7.79,4,5.19,31039
31,40,82,66,80.49,9,10.98,7,8.54,31040
31,41,63,52,82.54,7,11.11,4,6.35,31041
32,1,181,152,83.98,21,11.6,8,4.42,32001
32,2,150,135,90.0,9,6.0,6,4.0,32002
32,3,191,163,85.34,18,9.42,10,5.24,32003
32,4,157,133,84.71,15,9.55,9,5.73,32004
32,5,166,133,80.12,19,11.45,14,8.43,32005
32,6,192,171,89.06,12,6.25,9,4.69,32006
32,7,169,144,85.21,13,7.69,12,7.1,32007
32,8,169,132,78.11,29,17.16,8,4.73,32008
32,9,146,97,66.44,23,15.75,26,17.81,32009
32,10,156,119,76.28,24,15.38,13,8.33,32010
32,11,173,156,90.17,11,6.36,6,3.47,32011
32,12,148,133,89.86,10,6.76,5,3.38,32012
32,13,150,128,85.33,16,10.67,6,4.0,32013
32,14,208,180,86.54,16,7.69,12,5.77,32014
32,15,158,136,86.08,16,10.13,6,3.8,32015
32,16,155,123,79.35,26,16.77,6,3.87,32016
32,17,195,169,86.67,25,12.82,1,0.51,32017
32,18,135,114,84.44,17,12.59,4,2.96,32018
32,19,150,126,84.0,18,12.0,6,4.0,32019
32,20,184,174,94.57,9,4.89,1,0.54,32020
32,21,190,152,80.0,29,15.26,9,4.74,32021
32,22,269,235,87.36,19,7.06,15,5.58,32022
32,23,153,125,81.7,18,11.76,10,6.54,32023
32,24,120,94,78.33,17,14.17,9,7.5,32024
32,25,167,140,83.83,20,11.98,7,4.19,32025
32,26,232,206,88.79,20,8.62,6,2.59,32026
32,27,119,94,78.99,18,15.13,7,5.88,32027
32,28,192,163,84.9,21,10.94,8,4.17,32028
32,29,157,128,81.53,13,8.28,16,10.19,32029
32,30,125,99,79.2,16,12.8,10,8.0,32030
32,31,137,110,80.29,17,12.41,10,7.3,32031
32,32,186,155,83.33,23,12.37,8,4.3,32032
32,33,162,121,74.69,25,15.43,16,9.88,32033
32,34,165,142,86.06,13,7.88,10,6.06,32034
32,35,147,125,85.03,16,10.88,6,4.08,32035
32,36,142,121,85.21,14,9.86,7,4.93,32036
32,37,156,131,83.97,18,11.54,7,4.49,32037
32,38,152,128,84.21,18,11.84,6,3.95,32038
32,39,148,108,72.97,35,23.65,5,3.38,32039
32,40,158,137,86.71,15,9.49,6,3.8,32040
32,41,164,128,78.05,29,17.68,7,4.27,32041
32,42,126,95,75.4,23,18.25,8,6.35,32042
32,43,220,194,88.18,11,5.0,15,6.82,32043
33,1,199,168,84.42,20,10.05,11,5.53,33001
33,2,225,192,85.33,22,9.78,11,4.89,33002
33,3,257,210,81.71,35,13.62,12,4.67,33003
33,4,244,208,85.25,22,9.02,14,5.74,33004
33,5,148,119,80.41,18,12.16,11,7.43,33005
33,6,138,103,74.64,27,19.57,8,5.8,33006
33,7,203,165,81.28,21,10.34,17,8.37,33007
33,8,304,267,87.83,31,10.2,6,1.97,33008
33,9,207,156,75.36,36,17.39,15,7.25,33009
33,10,145,113,77.93,23,15.86,9,6.21,33010
33,11,219,175,79.91,29,13.24,15,6.85,33011
33,12,171,140,81.87,17,9.94,14,8.19,33012
33,13,177,149,84.18,19,10.73,9,5.08,33013
33,14,90,76,84.44,6,6.67,8,8.89,33014
33,15,222,195,87.84,16,7.21,11,4.95,33015
33,16,237,190,80.17,29,12.24,18,7.59,33016
33,17,197,156,79.19,29,14.72,12,6.09,33017
33,18,232,194,83.62,16,6.9,22,9.48,33018
33,19,181,150,82.87,18,9.94,13,7.18,33019
33,20,265,223,84.15,26,9.81,16,6.04,33020
33,21,211,179,84.83,22,10.43,10,4.74,33021
33,22,178,137,76.97,34,19.1,7,3.93,33022
33,23,237,194,81.86,31,13.08,12,5.06,33023
33,24,316,259,81.96,42,13.29,15,4.75,33024
33,25,216,180,83.33,25,11.57,11,5.09,33025
33,26,139,132,94.96,4,2.88,3,2.16,33026
33,27,188,161,85.64,17,9.04,10,5.32,33027
33,28,172,153,88.95,12,6.98,7,4.07,33028
34,1,176,72,40.91,46,26.14,58,32.95,34001
34,2,137,55,40.15,44,32.12,38,27.74,34002
34,3,136,51,37.5,38,27.94,47,34.56,34003
34,4,81,36,44.44,18,22.22,27,33.33,34004
34,5,101,38,37.62,25,24.75,38,37.62,34005
34,6,148,75,50.68,27,18.24,46,31.08,34006
34,7,169,78,46.15,40,23.67,51,30.18,34007
34,8,93,37,39.78,21,22.58,35,37.63,34008
34,9,78,35,44.87,17,21.79,26,33.33,34009
34,10,155,64,41.29,45,29.03,46,29.68,34010
34,11,76,38,50.0,17,22.37,21,27.63,34011
34,12,175,71,40.57,48,27.43,56,32.0,34012
34,13,119,52,43.7,28,23.53,39,32.77,34013
34,14,94,40,42.55,28,29.79,26,27.66,34014
34,15,116,43,37.07,31,26.72,42,36.21,34015
34,16,110,48,43.64,31,28.18,31,28.18,34016
34,17,176,77,43.75,50,28.41,49,27.84,34017
34,18,72,36,50.0,17,23.61,19,26.39,34018
34,19,114,58,50.88,26,22.81,30,26.32,34019
34,20,188,77,40.96,55,29.26,56,29.79,34020
34,21,210,94,44.76,46,21.9,70,33.33,34021
34,22,147,72,48.98,31,21.09,44,29.93,34022
34,23,101,49,48.51,22,21.78,30,29.7,34023
34,24,99,44,44.44,17,17.17,38,38.38,34024
34,25,218,95,43.58,49,22.48,74,33.94,34025
34,26,158,70,44.3,31,19.62,57,36.08,34026
34,27,74,35,47.3,18,24.32,21,28.38,34027
34,28,47,24,51.06,8,17.02,15,31.91,34028
34,29,103,48,46.6,25,24.27,30,29.13,34029
34,30,179,73,40.78,51,28.49,55,30.73,34030
34,31,80,34,42.5,22,27.5,24,30.0,34031
34,32,111,45,40.54,29,26.13,37,33.33,34032
34,33,89,23,25.84,26,29.21,40,44.94,34033
34,34,159,84,52.83,29,18.24,46,28.93,34034
34,35,167,77,46.11,47,28.14,43,25.75,34035
34,36,132,59,44.7,31,23.48,42,31.82,34036
34,37,42,21,50.0,10,23.81,11,26.19,34037
34,38,46,16,34.78,19,41.3,11,23.91,34038
34,39,65,29,44.62,7,10.77,29,44.62,34039
34,40,124,46,37.1,30,24.19,48,38.71,34040
34,41,70,27,38.57,15,21.43,28,40.0,34041
34,42,142,50,35.21,34,23.94,58,40.85,34042
34,43,155,79,50.97,30,19.35,46,29.68,34043
34,44,140,65,46.43,34,24.29,41,29.29,34044
34,45,136,55,40.44,37,27.21,44,32.35,34045
34,46,115,53,46.09,24,20.87,38,33.04,34046
34,47,102,45,44.12,34,33.33,23,22.55,34047
34,48,173,75,43.35,27,15.61,71,41.04,34048
34,49,162,65,40.12,49,30.25,48,29.63,34049
34,50,97,39,40.21,24,24.74,34,35.05,34050
34,51,164,70,42.68,32,19.51,62,37.8,34051
34,52,126,46,36.51,29,23.02,51,40.48,34052
34,53,73,36,49.32,14,19.18,23,31.51,34053
35,1,181,158,87.29,16,8.84,7,3.87,35001
35,2,221,196,88.69,16,7.24,9,4.07,35002
35,3,127,110,86.61,7,5.51,10,7.87,35003
35,4,164,131,79.88,23,14.02,10,6.1,35004
35,5,140,124,88.57,11,7.86,5,3.57,35005
35,6,150,128,85.33,12,8.0,10,6.67,35006
35,7,193,170,88.08,13,6.74,10,5.18,35007
35,8,168,153,91.07,8,4.76,7,4.17,35008
35,9,116,83,71.55,18,15.52,15,12.93,35009
35,10,208,185,88.94,15,7.21,8,3.85,35010
35,11,210,189,90.0,14,6.67,7,3.33,35011
35,12,77,69,89.61,5,6.49,3,3.9,35012
35,13,72,61,84.72,8,11.11,3,4.17,35013
35,14,106,94,88.68,6,5.66,6,5.66,35014
35,15,207,196,94.69,8,3.86,3,1.45,35015
35,16,37,34,91.89,1,2.7,2,5.41,35016
35,17,195,173,88.72,11,5.64,11,5.64,35017
35,18,84,71,84.52,5,5.95,8,9.52,35018
35,19,63,48,76.19,12,19.05,3,4.76,35019
35,20,124,101,81.45,12,9.68,11,8.87,35020
35,21,166,142,85.54,20,12.05,4,2.41,35021
35,22,176,137,77.84,27,15.34,12,6.82,35022
35,23,166,130,78.31,21,12.65,15,9.04,35023
35,24,138,121,87.68,12,8.7,5,3.62,35024
35,25,153,137,89.54,10,6.54,6,3.92,35025
35,26,115,101,87.83,8,6.96,6,5.22,35026
35,27,139,115,82.73,16,11.51,8,5.76,35027
35,28,183,163,89.07,12,6.56,8,4.37,35028
35,29,107,86,80.37,13,12.15,8,7.48,35029
35,30,114,89,78.07,12,10.53,13,11.4,35030
35,31,174,140,80.46,21,12.07,13,7.47,35031
36,1,92,74,80.43,14,15.22,4,4.35,36001
36,2,77,57,74.03,8,10.39,12,15.58,36002
36,3,81,59,72.84,13,16.05,9,11.11,36003
36,4,75,47,62.67,13,17.33,15,20.0,36004
36,5,81,51,62.96,13,16.05,17,20.99,36005
36,6,59,48,81.36,7,11.86,4,6.78,36006
36,7,132,78,59.09,36,27.27,18,13.64,36007
36,8,53,42,79.25,4,7.55,7,13.21,36008
36,9,68,51,75.0,10,14.71,7,10.29,36009
36,10,100,71,71.0,17,17.0,12,12.0,36010
36,11,61,54,88.52,4,6.56,3,4.92,36011
36,12,58,51,87.93,3,5.17,4,6.9,36012
36,13,71,64,90.14,5,7.04,2,2.82,36013
36,14,122,91,74.59,25,20.49,6,4.92,36014
36,15,115,87,75.65,19,16.52,9,7.83,36015
36,16,111,85,76.58,14,12.61,12,10.81,36016
36,17,138,103,74.64,26,18.84,9,6.52,36017
36,18,132,94,71.21,28,21.21,10,7.58,36018
36,19,116,83,71.55,21,18.1,12,10.34,36019
36,20,112,91,81.25,15,13.39,6,5.36,36020
36,21,72,58,80.56,4,5.56,10,13.89,36021
36,22,48,38,79.17,4,8.33,6,12.5,36022
36,23,43,30,69.77,9,20.93,4,9.3,36023
36,24,106,79,74.53,21,19.81,6,5.66,36024
36,25,66,52,78.79,8,12.12,6,9.09,36025
36,26,84,58,69.05,13,15.48,13,15.48,36026
36,27,85,55,64.71,15,17.65,15,17.65,36027
36,28,80,55,68.75,18,22.5,7,8.75,36028
36,29,109,75,68.81,24,22.02,10,9.17,36029
36,30,100,70,70.0,24,24.0,6,6.0,36030
37,1,112,35,31.25,40,35.71,37,33.04,37001
37,2,58,32,55.17,7,12.07,19,32.76,37002
37,3,49,18,36.73,13,26.53,18,36.73,37003
37,4,59,28,47.46,14,23.73,17,28.81,37004
37,5,118,37,31.36,35,29.66,46,38.98,37005
37,6,101,30,29.7,33,32.67,38,37.62,37006
37,7,69,40,57.97,14,20.29,15,21.74,37007
37,8,56,30,53.57,7,12.5,19,33.93,37008
37,9,80,22,27.5,26,32.5,32,40.0,37009
37,10,120,40,33.33,34,28.33,46,38.33,37010
37,11,48,13,27.08,15,31.25,20,41.67,37011
37,12,62,31,50.0,10,16.13,21,33.87,37012
37,13,66,27,40.91,10,15.15,29,43.94,37013
37,14,106,26,24.53,39,36.79,41,38.68,37014
37,15,85,21,24.71,27,31.76,37,43.53,37015
37,16,120,55,45.83,22,18.33,43,35.83,37016
37,17,67,23,34.33,19,28.36,25,37.31,37017
37,18,79,29,36.71,16,20.25,34,43.04,37018
37,19,69,26,37.68,16,23.19,27,39.13,37019
37,20,62,28,45.16,14,22.58,20,32.26,37020
37,21,55,26,47.27,10,18.18,19,34.55,37021
37,22,65,24,36.92,13,20.0,28,43.08,37022
37,23,93,34,36.56,19,20.43,40,43.01,37023
37,24,106,39,36.79,20,18.87,47,44.34,37024
37,25,84,24,28.57,30,35.71,30,35.71,37025
37,26,132,46,34.85,35,26.52,51,38.64,37026
37,27,87,21,24.14,35,40.23,31,35.63,37027
37,28,71,20,28.17,16,22.54,35,49.3,37028
37,29,75,22,29.33,21,28.0,32,42.67,37029
37,30,70,17,24.29,24,34.29,29,41.43,37030
37,31,100,35,35.0,21,21.0,44,44.0,37031
37,32,92,31,33.7,29,31.52,32,34.78,37032
37,33,109,32,29.36,34,31.19,43,39.45,37033
37,34,86,27,31.4,21,24.42,38,44.19,37034
37,35,125,43,34.4,30,24.0,52,41.6,37035
37,36,69,20,28.99,24,34.78,25,36.23,37036
37,37,71,25,35.21,17,23.94,29,40.85,37037
37,38,130,45,34.62,36,27.69,49,37.69,37038
37,39,82,26,31.71,24,29.27,32,39.02,37039
37,40,105,33,31.43,22,20.95,50,47.62,37040
37,41,110,38,34.55,29,26.36,43,39.09,37041
38,1,121,100,82.64,15,12.4,6,4.96,38001
38,2,106,50,47.17,48,45.28,8,7.55,38002
38,3,96,62,64.58,28,29.17,6,6.25,38003
38,4,101,73,72.28,21,20.79,7,6.93,38004
38,5,94,66,70.21,23,24.47,5,5.32,38005
38,6,75,48,64.0,16,21.33,11,14.67,38006
38,7,99,54,54.55,36,36.36,9,9.09,38007
38,8,84,55,65.48,17,20.24,12,14.29,38008
38,9,129,91,70.54,25,19.38,13,10.08,38009
38,10,92,61,66.3,22,23.91,9,9.78,38010
38,11,110,85,77.27,18,16.36,7,6.36,38011
38,12,88,51,57.95,28,31.82,9,10.23,38012
38,13,115,73,63.48,35,30.43,7,6.09,38013
38,14,131,81,61.83,41,31.3,9,6.87,38014
38,15,105,81,77.14,12,11.43,12,11.43,38015
38,16,93,57,61.29,28,30.11,8,8.6,38016
38,17,110,63,57.27,31,28.18,16,14.55,38017
38,18,123,73,59.35,39,31.71,11,8.94,38018
38,19,141,88,62.41,37,26.24,16,11.35,38019
38,20,99,62,62.63,31,31.31,6,6.06,38020
38,21,124,83,66.94,25,20.16,16,12.9,38021
38,22,126,94,74.6,20,15.87,12,9.52,38022
38,23,135,106,78.52,22,16.3,7,5.19,38023
38,24,99,57,57.58,37,37.37,5,5.05,38024
38,25,109,68,62.39,33,30.28,8,7.34,38025
38,26,120,73,60.83,28,23.33,19,15.83,38026
38,27,98,69,70.41,22,22.45,7,7.14,38027
38,28,104,66,63.46,32,30.77,6,5.77,38028
38,29,123,81,65.85,32,26.02,10,8.13,38029
