ward,precinct,total,AL GORE,AL GORE Percent,BILL BRADLEY,BILL BRADLEY Percent,"LYNDON H. LAROUCHE, JR.","LYNDON H. LAROUCHE, JR. Percent",precinct_id
20,29,127,113,88.98,10,7.87,4,3.15,20029
20,30,151,140,92.72,8,5.3,3,1.99,20030
20,31,109,103,94.5,5,4.59,1,0.92,20031
20,32,219,197,89.95,17,7.76,5,2.28,20032
20,33,140,135,96.43,5,3.57,0,0.0,20033
20,34,207,164,79.23,38,18.36,5,2.42,20034
20,35,68,58,85.29,6,8.82,4,5.88,20035
20,36,136,126,92.65,10,7.35,0,0.0,20036
20,37,97,90,92.78,6,6.19,1,1.03,20037
20,38,214,198,92.52,14,6.54,2,0.93,20038
20,39,125,119,95.2,5,4.0,1,0.8,20039
20,40,109,97,88.99,9,8.26,3,2.75,20040
20,41,26,26,100.0,0,0.0,0,0.0,20041
20,42,36,31,86.11,3,8.33,2,5.56,20042
20,43,209,194,92.82,12,5.74,3,1.44,20043
20,44,195,189,96.92,6,3.08,0,0.0,20044
20,45,41,38,92.68,2,4.88,1,2.44,20045
20,46,72,67,93.06,5,6.94,0,0.0,20046
20,47,103,97,94.17,6,5.83,0,0.0,20047
20,48,91,89,97.8,2,2.2,0,0.0,20048
20,49,125,120,96.0,4,3.2,1,0.8,20049
20,50,111,102,91.89,8,7.21,1,0.9,20050
20,51,153,147,96.08,4,2.61,2,1.31,20051
20,52,38,36,94.74,1,2.63,1,2.63,20052
21,1,271,257,94.83,10,3.69,4,1.48,21001
21,2,97,91,93.81,6,6.19,0,0.0,21002
21,3,277,256,92.42,18,6.5,3,1.08,21003
21,4,226,205,90.71,20,8.85,1,0.44,21004
21,5,178,166,93.26,9,5.06,3,1.69,21005
21,6,158,145,91.77,12,7.59,1,0.63,21006
21,7,206,196,95.15,8,3.88,2,0.97,21007
21,8,173,163,94.22,9,5.2,1,0.58,21008
21,9,156,147,94.23,8,5.13,1,0.64,21009
21,10,136,123,90.44,12,8.82,1,0.74,21010
21,11,202,190,94.06,9,4.46,3,1.49,21011
21,12,199,194,97.49,4,2.01,1,0.5,21012
21,13,107,101,94.39,5,4.67,1,0.93,21013
21,14,199,191,95.98,8,4.02,0,0.0,21014
21,15,106,99,93.4,6,5.66,1,0.94,21015
21,16,56,52,92.86,4,7.14,0,0.0,21016
21,17,103,99,96.12,4,3.88,0,0.0,21017
21,18,191,183,95.81,7,3.66,1,0.52,21018
21,19,143,134,93.71,8,5.59,1,0.7,21019
21,20,50,48,96.0,2,4.0,0,0.0,21020
21,21,191,176,92.15,13,6.81,2,1.05,21021
21,22,220,208,94.55,10,4.55,2,0.91,21022
21,23,140,123,87.86,13,9.29,4,2.86,21023
21,24,227,221,97.36,3,1.32,3,1.32,21024
21,25,169,155,91.72,13,7.69,1,0.59,21025
21,26,147,141,95.92,5,3.4,1,0.68,21026
21,27,230,224,97.39,5,2.17,1,0.43,21027
21,28,135,128,94.81,6,4.44,1,0.74,21028
21,29,129,121,93.8,8,6.2,0,0.0,21029
21,30,107,101,94.39,5,4.67,1,0.93,21030
21,31,248,235,94.76,13,5.24,0,0.0,21031
21,32,92,86,93.48,6,6.52,0,0.0,21032
21,33,196,180,91.84,15,7.65,1,0.51,21033
21,34,198,188,94.95,9,4.55,1,0.51,21034
21,35,130,123,94.62,7,5.38,0,0.0,21035
21,36,206,193,93.69,7,3.4,6,2.91,21036
21,37,116,107,92.24,5,4.31,4,3.45,21037
21,38,198,190,95.96,7,3.54,1,0.51,21038
21,39,132,122,92.42,9,6.82,1,0.76,21039
21,40,194,185,95.36,9,4.64,0,0.0,21040
21,41,134,123,91.79,9,6.72,2,1.49,21041
21,42,208,194,93.27,12,5.77,2,0.96,21042
21,43,141,130,92.2,9,6.38,2,1.42,21043
21,44,161,150,93.17,9,5.59,2,1.24,21044
21,45,168,160,95.24,5,2.98,3,1.79,21045
21,46,146,135,92.47,8,5.48,3,2.05,21046
21,47,274,256,93.43,16,5.84,2,0.73,21047
21,48,223,206,92.38,16,7.17,1,0.45,21048
21,49,242,227,93.8,13,5.37,2,0.83,21049
21,50,171,164,95.91,7,4.09,0,0.0,21050
21,51,193,173,89.64,17,8.81,3,1.55,21051
21,52,201,190,94.53,9,4.48,2,1.0,21052
21,53,181,170,93.92,11,6.08,0,0.0,21053
21,54,207,187,90.34,17,8.21,3,1.45,21054
21,55,190,180,94.74,6,3.16,4,2.11,21055
21,56,100,90,90.0,8,8.0,2,2.0,21056
21,57,97,89,91.75,8,8.25,0,0.0,21057
21,58,118,105,88.98,12,10.17,1,0.85,21058
21,59,250,239,95.6,5,2.0,6,2.4,21059
21,60,186,171,91.94,14,7.53,1,0.54,21060
21,61,239,229,95.82,9,3.77,1,0.42,21061
21,62,203,195,96.06,7,3.45,1,0.49,21062
21,63,181,171,94.48,10,5.52,0,0.0,21063
21,64,129,113,87.6,10,7.75,6,4.65,21064
21,65,186,171,91.94,13,6.99,2,1.08,21065
21,66,164,158,96.34,6,3.66,0,0.0,21066
21,67,139,129,92.81,8,5.76,2,1.44,21067
21,68,97,95,97.94,2,2.06,0,0.0,21068
21,69,119,111,93.28,7,5.88,1,0.84,21069
21,70,135,123,91.11,10,7.41,2,1.48,21070
22,1,81,73,90.12,7,8.64,1,1.23,22001
22,2,137,119,86.86,18,13.14,0,0.0,22002
22,3,165,146,88.48,18,10.91,1,0.61,22003
22,4,142,128,90.14,10,7.04,4,2.82,22004
22,5,208,188,90.38,16,7.69,4,1.92,22005
22,6,186,166,89.25,18,9.68,2,1.08,22006
22,7,153,146,95.42,6,3.92,1,0.65,22007
22,8,179,167,93.3,11,6.15,1,0.56,22008
22,9,186,167,89.78,15,8.06,4,2.15,22009
22,10,237,211,89.03,19,8.02,7,2.95,22010
22,11,166,147,88.55,15,9.04,4,2.41,22011
22,12,130,119,91.54,10,7.69,1,0.77,22012
22,13,140,117,83.57,18,12.86,5,3.57,22013
22,14,117,104,88.89,10,8.55,3,2.56,22014
22,15,166,157,94.58,7,4.22,2,1.2,22015
22,16,174,159,91.38,12,6.9,3,1.72,22016
22,17,188,170,90.43,16,8.51,2,1.06,22017
22,18,127,109,85.83,15,11.81,3,2.36,22018
22,19,105,89,84.76,15,14.29,1,0.95,22019
22,20,112,101,90.18,10,8.93,1,0.89,22020
22,21,203,193,95.07,9,4.43,1,0.49,22021
22,22,83,71,85.54,10,12.05,2,2.41,22022
22,23,179,159,88.83,13,7.26,7,3.91,22023
22,24,174,154,88.51,16,9.2,4,2.3,22024
22,25,172,151,87.79,21,12.21,0,0.0,22025
22,26,118,108,91.53,10,8.47,0,0.0,22026
22,27,205,174,84.88,22,10.73,9,4.39,22027
22,28,179,165,92.18,12,6.7,2,1.12,22028
22,29,77,70,90.91,4,5.19,3,3.9,22029
23,1,169,123,72.78,39,23.08,7,4.14,23001
23,2,211,160,75.83,45,21.33,6,2.84,23002
23,3,176,127,72.16,43,24.43,6,3.41,23003
23,4,152,124,81.58,24,15.79,4,2.63,23004
23,5,133,106,79.7,26,19.55,1,0.75,23005
23,6,187,156,83.42,29,15.51,2,1.07,23006
23,7,89,78,87.64,9,10.11,2,2.25,23007
23,8,153,119,77.78,31,20.26,3,1.96,23008
23,9,89,75,84.27,13,14.61,1,1.12,23009
23,10,231,177,76.62,48,20.78,6,2.6,23010
23,11,205,154,75.12,46,22.44,5,2.44,23011
23,12,103,74,71.84,24,23.3,5,4.85,23012
23,13,231,164,71.0,56,24.24,11,4.76,23013
23,14,155,125,80.65,29,18.71,1,0.65,23014
23,15,156,122,78.21,27,17.31,7,4.49,23015
23,16,180,141,78.33,34,18.89,5,2.78,23016
23,17,201,152,75.62,41,20.4,8,3.98,23017
23,18,149,123,82.55,22,14.77,4,2.68,23018
23,19,185,144,77.84,37,20.0,4,2.16,23019
23,20,170,131,77.06,36,21.18,3,1.76,23020
23,21,138,110,79.71,24,17.39,4,2.9,23021
23,22,109,89,81.65,17,15.6,3,2.75,23022
23,23,128,114,89.06,11,8.59,3,2.34,23023
23,24,99,84,84.85,12,12.12,3,3.03,23024
23,25,125,108,86.4,14,11.2,3,2.4,23025
23,26,181,131,72.38,43,23.76,7,3.87,23026
23,27,111,89,80.18,17,15.32,5,4.5,23027
23,28,164,129,78.66,31,18.9,4,2.44,23028
23,29,115,97,84.35,15,13.04,3,2.61,23029
23,30,200,157,78.5,36,18.0,7,3.5,23030
23,31,157,119,75.8,35,22.29,3,1.91,23031
23,32,193,154,79.79,32,16.58,7,3.63,23032
23,33,249,196,78.71,50,20.08,3,1.2,23033
23,34,138,108,78.26,29,21.01,1,0.72,23034
23,35,140,133,95.0,6,4.29,1,0.71,23035
23,36,187,147,78.61,34,18.18,6,3.21,23036
23,37,118,106,89.83,10,8.47,2,1.69,23037
23,38,152,123,80.92,26,17.11,3,1.97,23038
23,39,163,122,74.85,39,23.93,2,1.23,23039
23,40,182,139,76.37,34,18.68,9,4.95,23040
23,41,122,100,81.97,20,16.39,2,1.64,23041
23,42,160,121,75.63,31,19.38,8,5.0,23042
23,43,170,121,71.18,46,27.06,3,1.76,23043
23,44,206,154,74.76,47,22.82,5,2.43,23044
23,45,167,128,76.65,34,20.36,5,2.99,23045
23,46,155,122,78.71,29,18.71,4,2.58,23046
23,47,226,175,77.43,44,19.47,7,3.1,23047
23,48,155,125,80.65,20,12.9,10,6.45,23048
23,49,121,99,81.82,18,14.88,4,3.31,23049
23,50,117,99,84.62,15,12.82,3,2.56,23050
23,51,183,153,83.61,24,13.11,6,3.28,23051
23,52,198,163,82.32,31,15.66,4,2.02,23052
23,53,132,119,90.15,11,8.33,2,1.52,23053
23,54,209,166,79.43,37,17.7,6,2.87,23054
23,55,215,162,75.35,49,22.79,4,1.86,23055
23,56,148,113,76.35,30,20.27,5,3.38,23056
23,57,153,129,84.31,22,14.38,2,1.31,23057
23,58,260,183,70.38,66,25.38,11,4.23,23058
23,59,116,95,81.9,19,16.38,2,1.72,23059
23,60,182,147,80.77,30,16.48,5,2.75,23060
23,61,159,118,74.21,38,23.9,3,1.89,23061
23,62,172,145,84.3,26,15.12,1,0.58,23062
24,1,125,112,89.6,12,9.6,1,0.8,24001
24,2,117,101,86.32,14,11.97,2,1.71,24002
24,3,105,98,93.33,7,6.67,0,0.0,24003
24,4,111,100,90.09,10,9.01,1,0.9,24004
24,5,118,103,87.29,13,11.02,2,1.69,24005
24,6,162,146,90.12,16,9.88,0,0.0,24006
24,7,136,128,94.12,6,4.41,2,1.47,24007
24,8,135,117,86.67,17,12.59,1,0.74,24008
24,9,146,134,91.78,11,7.53,1,0.68,24009
24,10,151,139,92.05,9,5.96,3,1.99,24010
24,11,65,56,86.15,9,13.85,0,0.0,24011
24,12,80,75,93.75,4,5.0,1,1.25,24012
24,13,102,89,87.25,11,10.78,2,1.96,24013
24,14,138,112,81.16,19,13.77,7,5.07,24014
24,15,110,95,86.36,12,10.91,3,2.73,24015
24,16,103,99,96.12,4,3.88,0,0.0,24016
24,17,139,127,91.37,10,7.19,2,1.44,24017
24,18,86,79,91.86,7,8.14,0,0.0,24018
24,19,90,84,93.33,6,6.67,0,0.0,24019
24,20,120,111,92.5,7,5.83,2,1.67,24020
24,21,92,85,92.39,6,6.52,1,1.09,24021
24,22,138,126,91.3,10,7.25,2,1.45,24022
24,23,109,96,88.07,10,9.17,3,2.75,24023
24,24,80,73,91.25,7,8.75,0,0.0,24024
24,25,116,107,92.24,9,7.76,0,0.0,24025
24,26,137,120,87.59,15,10.95,2,1.46,24026
24,27,80,67,83.75,12,15.0,1,1.25,24027
24,28,130,122,93.85,8,6.15,0,0.0,24028
24,29,124,108,87.1,14,11.29,2,1.61,24029
24,30,120,112,93.33,6,5.0,2,1.67,24030
24,31,115,108,93.91,6,5.22,1,0.87,24031
24,32,139,128,92.09,8,5.76,3,2.16,24032
24,33,110,96,87.27,12,10.91,2,1.82,24033
24,34,105,93,88.57,9,8.57,3,2.86,24034
24,35,130,115,88.46,14,10.77,1,0.77,24035
24,36,121,109,90.08,11,9.09,1,0.83,24036
24,37,156,142,91.03,11,7.05,3,1.92,24037
24,38,133,121,90.98,9,6.77,3,2.26,24038
24,39,124,116,93.55,7,5.65,1,0.81,24039
24,40,221,198,89.59,19,8.6,4,1.81,24040
24,41,124,117,94.35,4,3.23,3,2.42,24041
24,42,115,104,90.43,9,7.83,2,1.74,24042
24,43,121,111,91.74,8,6.61,2,1.65,24043
24,44,53,51,96.23,2,3.77,0,0.0,24044
24,45,134,124,92.54,9,6.72,1,0.75,24045
24,46,141,131,92.91,8,5.67,2,1.42,24046
24,47,119,107,89.92,11,9.24,1,0.84,24047
24,48,25,24,96.0,1,4.0,0,0.0,24048
24,49,127,116,91.34,10,7.87,1,0.79,24049
24,50,157,143,91.08,10,6.37,4,2.55,24050
24,51,175,162,92.57,12,6.86,1,0.57,24051
24,52,141,134,95.04,6,4.26,1,0.71,24052
24,53,132,124,93.94,6,4.55,2,1.52,24053
25,1,122,105,86.07,15,12.3,2,1.64,25001
25,2,173,151,87.28,18,10.4,4,2.31,25002
25,3,138,127,92.03,10,7.25,1,0.72,25003
25,4,149,120,80.54,27,18.12,2,1.34,25004
25,5,171,134,78.36,30,17.54,7,4.09,25005
25,6,133,106,79.7,26,19.55,1,0.75,25006
25,7,128,114,89.06,14,10.94,0,0.0,25007
25,8,121,112,92.56,8,6.61,1,0.83,25008
25,9,222,195,87.84,22,9.91,5,2.25,25009
25,10,51,48,94.12,3,5.88,0,0.0,25010
25,11,197,173,87.82,18,9.14,6,3.05,25011
25,12,83,67,80.72,15,18.07,1,1.2,25012
25,13,124,109,87.9,13,10.48,2,1.61,25013
25,14,129,117,90.7,11,8.53,1,0.78,25014
25,15,126,106,84.13,14,11.11,6,4.76,25015
25,16,82,75,91.46,7,8.54,0,0.0,25016
25,17,151,136,90.07,12,7.95,3,1.99,25017
25,18,142,134,94.37,7,4.93,1,0.7,25018
25,19,148,137,92.57,8,5.41,3,2.03,25019
25,20,145,127,87.59,15,10.34,3,2.07,25020
25,21,99,83,83.84,16,16.16,0,0.0,25021
25,22,128,123,96.09,4,3.13,1,0.78,25022
25,23,119,112,94.12,6,5.04,1,0.84,25023
26,1,70,61,87.14,9,12.86,0,0.0,26001
26,2,129,116,89.92,9,6.98,4,3.1,26002
26,3,77,72,93.51,5,6.49,0,0.0,26003
26,4,193,173,89.64,13,6.74,7,3.63,26004
26,5,109,93,85.32,14,12.84,2,1.83,26005
26,6,156,134,85.9,20,12.82,2,1.28,26006
26,7,47,38,80.85,9,19.15,0,0.0,26007
26,8,182,145,79.67,35,19.23,2,1.1,26008
26,9,91,83,91.21,5,5.49,3,3.3,26009
26,10,100,91,91.0,7,7.0,2,2.0,26010
26,11,113,96,84.96,14,12.39,3,2.65,26011
26,12,91,77,84.62,12,13.19,2,2.2,26012
26,13,106,84,79.25,19,17.92,3,2.83,26013
26,14,114,102,89.47,10,8.77,2,1.75,26014
26,15,55,52,94.55,1,1.82,2,3.64,26015
26,16,78,68,87.18,9,11.54,1,1.28,26016
26,17,142,129,90.85,9,6.34,4,2.82,26017
26,18,104,92,88.46,11,10.58,1,0.96,26018
26,19,127,106,83.46,19,14.96,2,1.57,26019
26,20,134,117,87.31,14,10.45,3,2.24,26020
26,21,166,143,86.14,19,11.45,4,2.41,26021
26,22,123,96,78.05,22,17.89,5,4.07,26022
26,23,170,139,81.76,25,14.71,6,3.53,26023
26,24,183,155,84.7,25,13.66,3,1.64,26024
26,25,112,84,75.0,27,24.11,1,0.89,26025
26,26,86,82,95.35,3,3.49,1,1.16,26026
26,27,107,96,89.72,10,9.35,1,0.93,26027
26,28,162,137,84.57,21,12.96,4,2.47,26028
26,29,108,92,85.19,14,12.96,2,1.85,26029
26,30,107,89,83.18,17,15.89,1,0.93,26030
26,31,35,31,88.57,3,8.57,1,2.86,26031
26,32,77,69,89.61,8,10.39,0,0.0,26032
26,33,149,117,78.52,29,19.46,3,2.01,26033
26,34,109,84,77.06,21,19.27,4,3.67,26034
26,35,107,101,94.39,3,2.8,3,2.8,26035
26,36,154,125,81.17,24,15.58,5,3.25,26036
26,37,87,67,77.01,17,19.54,3,3.45,26037
27,1,171,131,76.61,38,22.22,2,1.17,27001
27,2,86,81,94.19,5,5.81,0,0.0,27002
27,3,118,112,94.92,6,5.08,0,0.0,27003
27,4,71,61,85.92,6,8.45,4,5.63,27004
27,5,84,72,85.71,10,11.9,2,2.38,27005
27,6,109,101,92.66,5,4.59,3,2.75,27006
27,7,140,128,91.43,6,4.29,6,4.29,27007
27,8,68,58,85.29,8,11.76,2,2.94,27008
27,9,203,192,94.58,10,4.93,1,0.49,27009
27,10,251,238,94.82,13,5.18,0,0.0,27010
27,11,77,68,88.31,7,9.09,2,2.6,27011
27,12,146,138,94.52,7,4.79,1,0.68,27012
27,13,248,219,88.31,26,10.48,3,1.21,27013
27,14,83,80,96.39,3,3.61,0,0.0,27014
27,15,99,93,93.94,5,5.05,1,1.01,27015
27,16,73,58,79.45,15,20.55,0,0.0,27016
27,17,151,135,89.4,13,8.61,3,1.99,27017
27,18,53,42,79.25,8,15.09,3,5.66,27018
27,19,108,103,95.37,3,2.78,2,1.85,27019
27,20,235,223,94.89,11,4.68,1,0.43,27020
27,21,65,61,93.85,3,4.62,1,1.54,27021
27,22,127,122,96.06,5,3.94,0,0.0,27022
27,23,37,34,91.89,3,8.11,0,0.0,27023
27,24,99,93,93.94,5,5.05,1,1.01,27024
27,25,80,73,91.25,5,6.25,2,2.5,27025
27,26,203,176,86.7,23,11.33,4,1.97,27026
27,27,68,58,85.29,8,11.76,2,2.94,27027
27,28,139,121,87.05,15,10.79,3,2.16,27028
27,29,105,95,90.48,9,8.57,1,0.95,27029
27,30,77,62,80.52,15,19.48,0,0.0,27030
27,31,134,125,93.28,8,5.97,1,0.75,27031
27,32,83,72,86.75,9,10.84,2,2.41,27032
27,33,144,131,90.97,11,7.64,2,1.39,27033
27,34,137,126,91.97,11,8.03,0,0.0,27034
27,35,181,160,88.4,18,9.94,3,1.66,27035
27,36,145,131,90.34,14,9.66,0,0.0,27036
27,37,194,181,93.3,10,5.15,3,1.55,27037
27,38,109,91,83.49,17,15.6,1,0.92,27038
27,39,86,80,93.02,5,5.81,1,1.16,27039
27,40,96,91,94.79,3,3.13,2,2.08,27040
27,41,72,65,90.28,6,8.33,1,1.39,27041
27,42,60,48,80.0,12,20.0,0,0.0,27042
27,43,100,89,89.0,8,8.0,3,3.0,27043
27,44,159,144,90.57,14,8.81,1,0.63,27044
27,45,173,163,94.22,10,5.78,0,0.0,27045
27,46,139,134,96.4,4,2.88,1,0.72,27046
27,47,97,95,97.94,2,2.06,0,0.0,27047
27,48,150,131,87.33,17,11.33,2,1.33,27048
27,49,84,71,84.52,10,11.9,3,3.57,27049
27,50,104,81,77.88,22,21.15,1,0.96,27050
27,51,97,90,92.78,7,7.22,0,0.0,27051
27,52,32,30,93.75,1,3.13,1,3.13,27052
27,53,147,120,81.63,27,18.37,0,0.0,27053
27,54,52,41,78.85,11,21.15,0,0.0,27054
27,55,50,42,84.0,7,14.0,1,2.0,27055
28,1,131,123,93.89,7,5.34,1,0.76,28001
28,2,77,68,88.31,8,10.39,1,1.3,28002
28,3,121,115,95.04,5,4.13,1,0.83,28003
28,4,179,164,91.62,12,6.7,3,1.68,28004
28,5,132,119,90.15,12,9.09,1,0.76,28005
28,6,149,140,93.96,9,6.04,0,0.0,28006
28,7,160,148,92.5,10,6.25,2,1.25,28007
28,8,66,59,89.39,6,9.09,1,1.52,28008
28,9,138,134,97.1,4,2.9,0,0.0,28009
28,10,139,131,94.24,8,5.76,0,0.0,28010
28,11,102,96,94.12,3,2.94,3,2.94,28011
28,12,107,104,97.2,3,2.8,0,0.0,28012
28,13,91,87,95.6,4,4.4,0,0.0,28013
28,14,43,37,86.05,4,9.3,2,4.65,28014
28,15,65,59,90.77,4,6.15,2,3.08,28015
28,16,110,103,93.64,5,4.55,2,1.82,28016
28,17,78,69,88.46,9,11.54,0,0.0,28017
28,18,172,163,94.77,6,3.49,3,1.74,28018
28,19,121,115,95.04,6,4.96,0,0.0,28019
28,20,146,131,89.73,14,9.59,1,0.68,28020
28,21,97,88,90.72,8,8.25,1,1.03,28021
28,22,111,110,99.1,1,0.9,0,0.0,28022
28,23,166,154,92.77,12,7.23,0,0.0,28023
28,24,56,55,98.21,1,1.79,0,0.0,28024
28,25,131,128,97.71,3,2.29,0,0.0,28025
28,26,143,135,94.41,6,4.2,2,1.4,28026
28,27,80,77,96.25,3,3.75,0,0.0,28027
28,28,123,109,88.62,13,10.57,1,0.81,28028
28,29,125,109,87.2,15,12.0,1,0.8,28029
28,30,72,64,88.89,6,8.33,2,2.78,28030
28,31,128,119,92.97,9,7.03,0,0.0,28031
28,32,109,95,87.16,12,11.01,2,1.83,28032
28,33,74,68,91.89,4,5.41,2,2.7,28033
28,34,108,97,89.81,8,7.41,3,2.78,28034
28,35,90,83,92.22,6,6.67,1,1.11,28035
28,36,106,93,87.74,13,12.26,0,0.0,28036
28,37,173,164,94.8,6,3.47,3,1.73,28037
28,38,117,109,93.16,6,5.13,2,1.71,28038
28,39,86,80,93.02,5,5.81,1,1.16,28039
28,40,160,153,95.63,7,4.38,0,0.0,28040
28,41,81,76,93.83,4,4.94,1,1.23,28041
28,42,95,90,94.74,4,4.21,1,1.05,28042
28,43,95,89,93.68,5,5.26,1,1.05,28043
28,44,71,63,88.73,6,8.45,2,2.82,28044
28,45,80,76,95.0,2,2.5,2,2.5,28045
28,46,90,85,94.44,5,5.56,0,0.0,28046
28,47,142,130,91.55,9,6.34,3,2.11,28047
28,48,20,17,85.0,2,10.0,1,5.0,28048
28,49,85,76,89.41,8,9.41,1,1.18,28049
28,50,54,48,88.89,6,11.11,0,0.0,28050
28,51,104,99,95.19,4,3.85,1,0.96,28051
28,52,99,89,89.9,9,9.09,1,1.01,28052
28,53,42,38,90.48,4,9.52,0,0.0,28053
28,54,73,70,95.89,3,4.11,0,0.0,28054
28,55,62,60,96.77,2,3.23,0,0.0,28055
28,56,112,102,91.07,10,8.93,0,0.0,28056
28,57,123,121,98.37,1,0.81,1,0.81,28057
28,58,68,60,88.24,6,8.82,2,2.94,28058
28,59,85,80,94.12,4,4.71,1,1.18,28059
28,60,77,71,92.21,5,6.49,1,1.3,28060
28,61,67,62,92.54,3,4.48,2,2.99,28061
29,1,161,152,94.41,9,5.59,0,0.0,29001
29,2,81,65,80.25,14,17.28,2,2.47,29002
29,3,187,178,95.19,8,4.28,1,0.53,29003
29,4,172,161,93.6,9,5.23,2,1.16,29004
29,5,184,167,90.76,12,6.52,5,2.72,29005
29,6,47,44,93.62,3,6.38,0,0.0,29006
29,7,108,102,94.44,4,3.7,2,1.85,29007
29,8,190,179,94.21,11,5.79,0,0.0,29008
29,9,220,186,84.55,23,10.45,11,5.0,29009
29,10,160,149,93.13,9,5.63,2,1.25,29010
29,11,166,155,93.37,8,4.82,3,1.81,29011
29,12,127,104,81.89,13,10.24,10,7.87,29012
29,13,206,192,93.2,9,4.37,5,2.43,29013
29,14,182,174,95.6,8,4.4,0,0.0,29014
29,15,196,188,95.92,5,2.55,3,1.53,29015
29,16,136,129,94.85,6,4.41,1,0.74,29016
29,17,129,117,90.7,10,7.75,2,1.55,29017
29,18,163,150,92.02,12,7.36,1,0.61,29018
29,19,161,151,93.79,8,4.97,2,1.24,29019
29,20,213,189,88.73,17,7.98,7,3.29,29020
29,21,156,137,87.82,16,10.26,3,1.92,29021
29,22,128,111,86.72,8,6.25,9,7.03,29022
29,23,122,115,94.26,7,5.74,0,0.0,29023
29,24,212,200,94.34,10,4.72,2,0.94,29024
29,25,217,205,94.47,10,4.61,2,0.92,29025
29,26,155,145,93.55,10,6.45,0,0.0,29026
29,27,113,104,92.04,9,7.96,0,0.0,29027
29,28,163,144,88.34,18,11.04,1,0.61,29028
29,29,208,191,91.83,16,7.69,1,0.48,29029
29,30,127,116,91.34,9,7.09,2,1.57,29030
29,31,186,175,94.09,10,5.38,1,0.54,29031
29,32,165,151,91.52,12,7.27,2,1.21,29032
29,33,177,162,91.53,11,6.21,4,2.26,29033
29,34,113,96,84.96,16,14.16,1,0.88,29034
29,35,229,222,96.94,6,2.62,1,0.44,29035
29,36,244,232,95.08,9,3.69,3,1.23,29036
29,37,169,156,92.31,10,5.92,3,1.78,29037
29,38,189,173,91.53,13,6.88,3,1.59,29038
29,39,107,101,94.39,5,4.67,1,0.93,29039
29,40,273,254,93.04,16,5.86,3,1.1,29040
29,41,236,224,94.92,11,4.66,1,0.42,29041
29,42,118,110,93.22,7,5.93,1,0.85,29042
29,43,226,211,93.36,14,6.19,1,0.44,29043
29,44,152,139,91.45,11,7.24,2,1.32,29044
29,45,193,177,91.71,11,5.7,5,2.59,29045
29,46,137,130,94.89,6,4.38,1,0.73,29046
29,47,250,228,91.2,20,8.0,2,0.8,29047
29,48,50,43,86.0,7,14.0,0,0.0,29048
29,49,273,253,92.67,19,6.96,1,0.37,29049
29,50,240,230,95.83,8,3.33,2,0.83,29050
29,51,170,160,94.12,7,4.12,3,1.76,29051
29,52,148,137,92.57,11,7.43,0,0.0,29052
29,53,102,84,82.35,16,15.69,2,1.96,29053
29,54,105,94,89.52,11,10.48,0,0.0,29054
29,55,42,37,88.1,5,11.9,0,0.0,29055
29,56,112,104,92.86,6,5.36,2,1.79,29056
30,1,175,127,72.57,45,25.71,3,1.71,30001
30,2,109,80,73.39,28,25.69,1,0.92,30002
30,3,145,117,80.69,24,16.55,4,2.76,30003
30,4,191,162,84.82,28,14.66,1,0.52,30004
30,5,92,78,84.78,13,14.13,1,1.09,30005
30,6,122,95,77.87,27,22.13,0,0.0,30006
30,7,110,83,75.45,21,19.09,6,5.45,30007
30,8,125,100,80.0,24,19.2,1,0.8,30008
30,9,227,185,81.5,35,15.42,7,3.08,30009
30,10,135,119,88.15,13,9.63,3,2.22,30010
30,11,131,104,79.39,26,19.85,1,0.76,30011
30,12,117,88,75.21,27,23.08,2,1.71,30012
30,13,76,56,73.68,18,23.68,2,2.63,30013
30,14,86,78,90.7,8,9.3,0,0.0,30014
30,15,139,105,75.54,29,20.86,5,3.6,30015
30,16,80,67,83.75,11,13.75,2,2.5,30016
30,17,80,69,86.25,9,11.25,2,2.5,30017
30,18,117,108,92.31,7,5.98,2,1.71,30018
30,19,120,105,87.5,15,12.5,0,0.0,30019
30,20,59,51,86.44,5,8.47,3,5.08,30020
30,21,34,29,85.29,3,8.82,2,5.88,30021
30,22,128,99,77.34,27,21.09,2,1.56,30022
30,23,61,52,85.25,9,14.75,0,0.0,30023
30,24,57,48,84.21,7,12.28,2,3.51,30024
30,25,110,88,80.0,19,17.27,3,2.73,30025
30,26,131,119,90.84,10,7.63,2,1.53,30026
30,27,130,109,83.85,17,13.08,4,3.08,30027
30,28,101,78,77.23,22,21.78,1,0.99,30028
30,29,131,88,67.18,41,31.3,2,1.53,30029
30,30,113,98,86.73,15,13.27,0,0.0,30030
30,31,98,83,84.69,11,11.22,4,4.08,30031
30,32,117,79,67.52,36,30.77,2,1.71,30032
30,33,76,69,90.79,6,7.89,1,1.32,30033
30,34,204,179,87.75,22,10.78,3,1.47,30034
30,35,86,75,87.21,11,12.79,0,0.0,30035
30,36,76,58,76.32,14,18.42,4,5.26,30036
30,37,110,92,83.64,11,10.0,7,6.36,30037
30,38,124,103,83.06,21,16.94,0,0.0,30038
30,39,121,100,82.64,21,17.36,0,0.0,30039
30,40,86,65,75.58,19,22.09,2,2.33,30040
30,41,47,44,93.62,2,4.26,1,2.13,30041
30,42,128,111,86.72,14,10.94,3,2.34,30042
30,43,88,77,87.5,10,11.36,1,1.14,30043
30,44,150,114,76.0,33,22.0,3,2.0,30044
30,45,80,71,88.75,8,10.0,1,1.25,30045
