ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Ricardo Mu̱oz,Ricardo Mu̱oz Percent,precinct_id
28,33,117,108,92.31,9,7.69,28033
28,34,106,30,28.3,76,71.7,28034
28,35,67,66,98.51,1,1.49,28035
28,36,146,130,89.04,16,10.96,28036
28,37,171,161,94.15,10,5.85,28037
28,38,87,85,97.7,2,2.3,28038
28,39,80,76,95.0,4,5.0,28039
28,40,132,125,94.7,7,5.3,28040
28,41,57,52,91.23,5,8.77,28041
28,42,60,57,95.0,3,5.0,28042
28,43,132,123,93.18,9,6.82,28043
28,44,118,109,92.37,9,7.63,28044
28,45,81,76,93.83,5,6.17,28045
28,46,66,63,95.45,3,4.55,28046
28,47,80,69,86.25,11,13.75,28047
28,48,75,70,93.33,5,6.67,28048
28,49,80,78,97.5,2,2.5,28049
28,50,61,51,83.61,10,16.39,28050
28,51,84,77,91.67,7,8.33,28051
28,52,60,49,81.67,11,18.33,28052
28,53,100,97,97.0,3,3.0,28053
28,54,72,68,94.44,4,5.56,28054
28,55,50,34,68.0,16,32.0,28055
29,1,207,201,97.1,6,2.9,29001
29,2,50,20,40.0,30,60.0,29002
29,3,171,163,95.32,8,4.68,29003
29,4,157,149,94.9,8,5.1,29004
29,5,114,108,94.74,6,5.26,29005
29,6,84,57,67.86,27,32.14,29006
29,7,40,21,52.5,19,47.5,29007
29,8,82,77,93.9,5,6.1,29008
29,9,53,23,43.4,30,56.6,29009
29,10,54,30,55.56,24,44.44,29010
29,11,126,114,90.48,12,9.52,29011
29,12,153,134,87.58,19,12.42,29012
29,13,132,125,94.7,7,5.3,29013
29,14,169,161,95.27,8,4.73,29014
29,15,177,165,93.22,12,6.78,29015
29,16,228,219,96.05,9,3.95,29016
29,17,127,118,92.91,9,7.09,29017
29,18,144,136,94.44,8,5.56,29018
29,19,181,170,93.92,11,6.08,29019
29,20,180,174,96.67,6,3.33,29020
29,21,104,100,96.15,4,3.85,29021
29,22,123,105,85.37,18,14.63,29022
29,23,116,105,90.52,11,9.48,29023
29,24,148,140,94.59,8,5.41,29024
29,25,128,124,96.88,4,3.13,29025
29,26,129,122,94.57,7,5.43,29026
29,27,80,75,93.75,5,6.25,29027
29,28,149,145,97.32,4,2.68,29028
29,29,185,177,95.68,8,4.32,29029
29,30,48,27,56.25,21,43.75,29030
29,31,98,95,96.94,3,3.06,29031
29,32,39,15,38.46,24,61.54,29032
29,33,152,141,92.76,11,7.24,29033
29,34,79,70,88.61,9,11.39,29034
29,35,119,116,97.48,3,2.52,29035
29,36,189,179,94.71,10,5.29,29036
29,37,124,120,96.77,4,3.23,29037
29,38,133,127,95.49,6,4.51,29038
29,39,52,27,51.92,25,48.08,29039
29,40,188,176,93.62,12,6.38,29040
29,41,148,135,91.22,13,8.78,29041
29,42,171,165,96.49,6,3.51,29042
29,43,178,166,93.26,12,6.74,29043
29,44,129,118,91.47,11,8.53,29044
29,45,102,91,89.22,11,10.78,29045
29,46,95,90,94.74,5,5.26,29046
29,47,186,157,84.41,29,15.59,29047
29,48,109,101,92.66,8,7.34,29048
30,1,76,38,50.0,38,50.0,30001
30,2,73,34,46.58,39,53.42,30002
30,3,72,26,36.11,46,63.89,30003
30,4,82,28,34.15,54,65.85,30004
30,5,52,16,30.77,36,69.23,30005
30,6,95,49,51.58,46,48.42,30006
30,7,54,22,40.74,32,59.26,30007
30,8,98,43,43.88,55,56.12,30008
30,9,155,63,40.65,92,59.35,30009
30,10,47,23,48.94,24,51.06,30010
30,11,63,34,53.97,29,46.03,30011
30,12,70,32,45.71,38,54.29,30012
30,13,125,52,41.6,73,58.4,30013
30,14,92,34,36.96,58,63.04,30014
30,15,58,12,20.69,46,79.31,30015
30,16,19,13,68.42,6,31.58,30016
30,17,36,19,52.78,17,47.22,30017
30,18,95,50,52.63,45,47.37,30018
30,19,43,16,37.21,27,62.79,30019
30,20,23,7,30.43,16,69.57,30020
30,21,48,17,35.42,31,64.58,30021
30,22,54,23,42.59,31,57.41,30022
30,23,40,21,52.5,19,47.5,30023
30,24,57,23,40.35,34,59.65,30024
30,25,32,21,65.63,11,34.38,30025
30,26,42,25,59.52,17,40.48,30026
30,27,71,36,50.7,35,49.3,30027
30,28,86,33,38.37,53,61.63,30028
30,29,19,7,36.84,12,63.16,30029
30,30,75,38,50.67,37,49.33,30030
30,31,25,8,32.0,17,68.0,30031
31,1,71,32,45.07,39,54.93,31001
31,2,82,30,36.59,52,63.41,31002
31,3,51,21,41.18,30,58.82,31003
31,4,57,30,52.63,27,47.37,31004
31,5,86,36,41.86,50,58.14,31005
31,6,61,21,34.43,40,65.57,31006
31,7,58,21,36.21,37,63.79,31007
31,8,59,21,35.59,38,64.41,31008
31,9,58,32,55.17,26,44.83,31009
31,10,56,22,39.29,34,60.71,31010
31,11,93,38,40.86,55,59.14,31011
31,12,40,20,50.0,20,50.0,31012
31,13,56,19,33.93,37,66.07,31013
31,14,53,17,32.08,36,67.92,31014
31,15,23,9,39.13,14,60.87,31015
31,16,36,17,47.22,19,52.78,31016
31,17,40,14,35.0,26,65.0,31017
31,18,43,16,37.21,27,62.79,31018
31,19,74,37,50.0,37,50.0,31019
31,20,43,26,60.47,17,39.53,31020
31,21,55,20,36.36,35,63.64,31021
31,22,43,17,39.53,26,60.47,31022
31,23,50,8,16.0,42,84.0,31023
31,24,79,31,39.24,48,60.76,31024
31,25,29,15,51.72,14,48.28,31025
31,26,39,22,56.41,17,43.59,31026
31,27,41,12,29.27,29,70.73,31027
31,28,57,19,33.33,38,66.67,31028
31,29,38,11,28.95,27,71.05,31029
31,30,82,33,40.24,49,59.76,31030
31,31,102,33,32.35,69,67.65,31031
31,32,94,39,41.49,55,58.51,31032
31,33,84,36,42.86,48,57.14,31033
31,34,25,9,36.0,16,64.0,31034
31,35,46,18,39.13,28,60.87,31035
31,36,57,21,36.84,36,63.16,31036
31,37,28,8,28.57,20,71.43,31037
31,38,47,25,53.19,22,46.81,31038
31,39,24,14,58.33,10,41.67,31039
31,40,63,33,52.38,30,47.62,31040
31,41,70,32,45.71,38,54.29,31041
31,42,55,23,41.82,32,58.18,31042
31,43,43,18,41.86,25,58.14,31043
31,44,29,11,37.93,18,62.07,31044
31,45,35,14,40.0,21,60.0,31045
31,46,70,36,51.43,34,48.57,31046
31,47,70,28,40.0,42,60.0,31047
32,1,81,26,32.1,55,67.9,32001
32,2,92,31,33.7,61,66.3,32002
32,3,52,24,46.15,28,53.85,32003
32,4,107,38,35.51,69,64.49,32004
32,5,48,17,35.42,31,64.58,32005
32,6,71,36,50.7,35,49.3,32006
32,7,41,15,36.59,26,63.41,32007
32,8,76,31,40.79,45,59.21,32008
32,9,91,26,28.57,65,71.43,32009
32,10,65,24,36.92,41,63.08,32010
32,11,59,24,40.68,35,59.32,32011
32,12,45,27,60.0,18,40.0,32012
32,13,18,8,44.44,10,55.56,32013
32,14,73,26,35.62,47,64.38,32014
32,15,30,17,56.67,13,43.33,32015
32,16,72,36,50.0,36,50.0,32016
32,17,77,39,50.65,38,49.35,32017
32,18,41,10,24.39,31,75.61,32018
32,19,61,26,42.62,35,57.38,32019
32,20,36,20,55.56,16,44.44,32020
32,21,39,16,41.03,23,58.97,32021
32,22,60,20,33.33,40,66.67,32022
32,23,70,47,67.14,23,32.86,32023
32,24,47,19,40.43,28,59.57,32024
32,25,43,25,58.14,18,41.86,32025
32,26,65,36,55.38,29,44.62,32026
32,27,50,24,48.0,26,52.0,32027
32,28,46,10,21.74,36,78.26,32028
32,29,62,31,50.0,31,50.0,32029
32,30,44,21,47.73,23,52.27,32030
32,31,101,39,38.61,62,61.39,32031
32,32,48,21,43.75,27,56.25,32032
32,33,74,34,45.95,40,54.05,32033
32,34,59,25,42.37,34,57.63,32034
32,35,69,30,43.48,39,56.52,32035
32,36,70,26,37.14,44,62.86,32036
32,37,56,31,55.36,25,44.64,32037
32,38,53,22,41.51,31,58.49,32038
32,39,62,25,40.32,37,59.68,32039
32,40,56,23,41.07,33,58.93,32040
32,41,60,30,50.0,30,50.0,32041
32,42,72,33,45.83,39,54.17,32042
32,43,55,17,30.91,38,69.09,32043
32,44,71,46,64.79,25,35.21,32044
32,45,35,19,54.29,16,45.71,32045
32,46,22,7,31.82,15,68.18,32046
32,47,69,29,42.03,40,57.97,32047
32,48,118,67,56.78,51,43.22,32048
32,49,36,16,44.44,20,55.56,32049
32,50,73,26,35.62,47,64.38,32050
32,51,79,38,48.1,41,51.9,32051
32,52,34,16,47.06,18,52.94,32052
33,1,69,39,56.52,30,43.48,33001
33,2,108,52,48.15,56,51.85,33002
33,3,72,34,47.22,38,52.78,33003
33,4,82,41,50.0,41,50.0,33004
33,5,66,30,45.45,36,54.55,33005
33,6,112,73,65.18,39,34.82,33006
33,7,154,63,40.91,91,59.09,33007
33,8,64,23,35.94,41,64.06,33008
33,9,78,39,50.0,39,50.0,33009
33,10,105,51,48.57,54,51.43,33010
33,11,81,44,54.32,37,45.68,33011
33,12,85,45,52.94,40,47.06,33012
33,13,77,36,46.75,41,53.25,33013
33,14,60,33,55.0,27,45.0,33014
33,15,83,38,45.78,45,54.22,33015
33,16,61,37,60.66,24,39.34,33016
33,17,88,47,53.41,41,46.59,33017
33,18,17,7,41.18,10,58.82,33018
33,19,74,44,59.46,30,40.54,33019
33,20,83,40,48.19,43,51.81,33020
33,21,86,43,50.0,43,50.0,33021
33,22,145,84,57.93,61,42.07,33022
33,23,87,42,48.28,45,51.72,33023
33,24,136,58,42.65,78,57.35,33024
33,25,97,44,45.36,53,54.64,33025
33,26,81,32,39.51,49,60.49,33026
33,27,66,31,46.97,35,53.03,33027
34,1,274,255,93.07,19,6.93,34001
34,2,169,150,88.76,19,11.24,34002
34,3,143,135,94.41,8,5.59,34003
34,4,183,173,94.54,10,5.46,34004
34,5,117,111,94.87,6,5.13,34005
34,6,318,295,92.77,23,7.23,34006
34,7,196,186,94.9,10,5.1,34007
34,8,250,233,93.2,17,6.8,34008
34,9,83,79,95.18,4,4.82,34009
34,10,156,152,97.44,4,2.56,34010
34,11,78,71,91.03,7,8.97,34011
34,12,170,152,89.41,18,10.59,34012
34,13,176,160,90.91,16,9.09,34013
34,14,94,80,85.11,14,14.89,34014
34,15,99,89,89.9,10,10.1,34015
34,16,81,79,97.53,2,2.47,34016
34,17,118,112,94.92,6,5.08,34017
34,18,159,153,96.23,6,3.77,34018
34,19,167,151,90.42,16,9.58,34019
34,20,234,219,93.59,15,6.41,34020
34,21,150,138,92.0,12,8.0,34021
34,22,193,181,93.78,12,6.22,34022
34,23,125,114,91.2,11,8.8,34023
34,24,146,137,93.84,9,6.16,34024
34,25,191,182,95.29,9,4.71,34025
34,26,160,151,94.38,9,5.63,34026
34,27,125,113,90.4,12,9.6,34027
34,28,95,93,97.89,2,2.11,34028
34,29,150,135,90.0,15,10.0,34029
34,30,213,200,93.9,13,6.1,34030
34,31,75,70,93.33,5,6.67,34031
34,32,328,306,93.29,22,6.71,34032
34,33,151,145,96.03,6,3.97,34033
34,34,199,182,91.46,17,8.54,34034
34,35,124,118,95.16,6,4.84,34035
34,36,182,175,96.15,7,3.85,34036
34,37,138,129,93.48,9,6.52,34037
34,38,102,96,94.12,6,5.88,34038
34,39,97,94,96.91,3,3.09,34039
34,40,156,147,94.23,9,5.77,34040
34,41,79,71,89.87,8,10.13,34041
34,42,203,189,93.1,14,6.9,34042
34,43,231,214,92.64,17,7.36,34043
34,44,158,148,93.67,10,6.33,34044
34,45,142,123,86.62,19,13.38,34045
34,46,143,135,94.41,8,5.59,34046
34,47,115,108,93.91,7,6.09,34047
34,48,199,193,96.98,6,3.02,34048
34,49,239,231,96.65,8,3.35,34049
34,50,143,134,93.71,9,6.29,34050
34,51,217,200,92.17,17,7.83,34051
34,52,99,94,94.95,5,5.05,34052
34,53,79,72,91.14,7,8.86,34053
34,54,92,83,90.22,9,9.78,34054
34,55,154,145,94.16,9,5.84,34055
35,1,74,29,39.19,45,60.81,35001
35,2,55,24,43.64,31,56.36,35002
35,3,57,29,50.88,28,49.12,35003
35,4,70,34,48.57,36,51.43,35004
35,5,62,32,51.61,30,48.39,35005
35,6,72,33,45.83,39,54.17,35006
35,7,127,56,44.09,71,55.91,35007
35,8,114,49,42.98,65,57.02,35008
35,9,66,33,50.0,33,50.0,35009
35,10,121,50,41.32,71,58.68,35010
35,11,85,36,42.35,49,57.65,35011
35,12,150,63,42.0,87,58.0,35012
35,13,11,5,45.45,6,54.55,35013
35,14,100,34,34.0,66,66.0,35014
35,15,106,35,33.02,71,66.98,35015
35,16,108,53,49.07,55,50.93,35016
35,17,99,54,54.55,45,45.45,35017
35,18,71,25,35.21,46,64.79,35018
35,19,97,36,37.11,61,62.89,35019
35,20,56,28,50.0,28,50.0,35020
35,21,83,38,45.78,45,54.22,35021
35,22,20,8,40.0,12,60.0,35022
35,23,47,14,29.79,33,70.21,35023
35,24,38,15,39.47,23,60.53,35024
35,25,128,64,50.0,64,50.0,35025
35,26,64,27,42.19,37,57.81,35026
35,27,144,54,37.5,90,62.5,35027
35,28,115,39,33.91,76,66.09,35028
35,29,126,68,53.97,58,46.03,35029
35,30,194,73,37.63,121,62.37,35030
35,31,48,21,43.75,27,56.25,35031
35,32,51,21,41.18,30,58.82,35032
35,33,58,23,39.66,35,60.34,35033
35,34,122,46,37.7,76,62.3,35034
35,35,78,32,41.03,46,58.97,35035
35,36,84,38,45.24,46,54.76,35036
36,1,77,30,38.96,47,61.04,36001
36,2,96,43,44.79,53,55.21,36002
36,3,219,151,68.95,68,31.05,36003
36,4,41,18,43.9,23,56.1,36004
36,5,164,69,42.07,95,57.93,36005
36,6,78,34,43.59,44,56.41,36006
36,7,89,38,42.7,51,57.3,36007
36,8,93,52,55.91,41,44.09,36008
36,9,150,82,54.67,68,45.33,36009
36,10,89,42,47.19,47,52.81,36010
36,11,121,65,53.72,56,46.28,36011
36,12,71,36,50.7,35,49.3,36012
36,13,155,76,49.03,79,50.97,36013
36,14,108,50,46.3,58,53.7,36014
36,15,97,42,43.3,55,56.7,36015
36,16,204,127,62.25,77,37.75,36016
36,17,55,25,45.45,30,54.55,36017
36,18,109,48,44.04,61,55.96,36018
36,19,104,44,42.31,60,57.69,36019
36,20,130,77,59.23,53,40.77,36020
36,21,150,59,39.33,91,60.67,36021
36,22,161,87,54.04,74,45.96,36022
36,23,245,169,68.98,76,31.02,36023
36,24,124,93,75.0,31,25.0,36024
36,25,161,77,47.83,84,52.17,36025
36,26,78,38,48.72,40,51.28,36026
36,27,70,30,42.86,40,57.14,36027
36,28,69,33,47.83,36,52.17,36028
36,29,89,43,48.31,46,51.69,36029
36,30,109,62,56.88,47,43.12,36030
36,31,92,37,40.22,55,59.78,36031
36,32,78,41,52.56,37,47.44,36032
36,33,110,59,53.64,51,46.36,36033
36,34,51,30,58.82,21,41.18,36034
36,35,101,44,43.56,57,56.44,36035
36,36,70,35,50.0,35,50.0,36036
36,37,85,42,49.41,43,50.59,36037
36,38,51,32,62.75,19,37.25,36038
36,39,69,37,53.62,32,46.38,36039
36,40,96,48,50.0,48,50.0,36040
36,41,64,25,39.06,39,60.94,36041
36,42,61,35,57.38,26,42.62,36042
36,43,82,28,34.15,54,65.85,36043
36,44,159,109,68.55,50,31.45,36044
36,45,154,82,53.25,72,46.75,36045
36,46,93,45,48.39,48,51.61,36046
36,47,220,118,53.64,102,46.36,36047
36,48,76,40,52.63,36,47.37,36048
36,49,130,70,53.85,60,46.15,36049
36,50,94,41,43.62,53,56.38,36050
36,51,103,40,38.83,63,61.17,36051
37,1,34,20,58.82,14,41.18,37001
37,2,92,75,81.52,17,18.48,37002
37,3,50,37,74.0,13,26.0,37003
37,4,112,102,91.07,10,8.93,37004
37,5,143,137,95.8,6,4.2,37005
37,6,147,138,93.88,9,6.12,37006
37,7,133,125,93.98,8,6.02,37007
37,8,62,53,85.48,9,14.52,37008
37,9,96,88,91.67,8,8.33,37009
37,10,139,127,91.37,12,8.63,37010
37,11,26,12,46.15,14,53.85,37011
37,12,72,57,79.17,15,20.83,37012
37,13,105,94,89.52,11,10.48,37013
37,14,175,170,97.14,5,2.86,37014
37,15,105,102,97.14,3,2.86,37015
37,16,113,103,91.15,10,8.85,37016
37,17,94,92,97.87,2,2.13,37017
37,18,156,147,94.23,9,5.77,37018
37,19,41,19,46.34,22,53.66,37019
37,20,95,91,95.79,4,4.21,37020
37,21,136,127,93.38,9,6.62,37021
37,22,82,81,98.78,1,1.22,37022
37,23,94,90,95.74,4,4.26,37023
37,24,80,77,96.25,3,3.75,37024
37,25,122,111,90.98,11,9.02,37025
37,26,138,128,92.75,10,7.25,37026
37,27,129,125,96.9,4,3.1,37027
37,28,122,113,92.62,9,7.38,37028
37,29,105,102,97.14,3,2.86,37029
37,30,68,61,89.71,7,10.29,37030
37,31,119,115,96.64,4,3.36,37031
37,32,109,104,95.41,5,4.59,37032
37,33,71,69,97.18,2,2.82,37033
37,34,113,102,90.27,11,9.73,37034
37,35,135,126,93.33,9,6.67,37035
37,36,96,89,92.71,7,7.29,37036
37,37,108,98,90.74,10,9.26,37037
37,38,121,112,92.56,9,7.44,37038
37,39,57,29,50.88,28,49.12,37039
37,40,115,111,96.52,4,3.48,37040
37,41,128,122,95.31,6,4.69,37041
37,42,40,27,67.5,13,32.5,37042
37,43,110,106,96.36,4,3.64,37043
38,1,77,40,51.95,37,48.05,38001
38,2,108,49,45.37,59,54.63,38002
38,3,46,29,63.04,17,36.96,38003
38,4,132,61,46.21,71,53.79,38004
38,5,88,40,45.45,48,54.55,38005
38,6,92,49,53.26,43,46.74,38006
38,7,63,21,33.33,42,66.67,38007
38,8,36,15,41.67,21,58.33,38008
38,9,73,31,42.47,42,57.53,38009
38,10,88,30,34.09,58,65.91,38010
38,11,115,49,42.61,66,57.39,38011
38,12,66,32,48.48,34,51.52,38012
38,13,129,49,37.98,80,62.02,38013
38,14,66,25,37.88,41,62.12,38014
38,15,91,50,54.95,41,45.05,38015
38,16,100,45,45.0,55,55.0,38016
38,17,79,37,46.84,42,53.16,38017
38,18,79,37,46.84,42,53.16,38018
38,19,92,54,58.7,38,41.3,38019
38,20,102,43,42.16,59,57.84,38020
38,21,53,23,43.4,30,56.6,38021
38,22,77,39,50.65,38,49.35,38022
38,23,161,65,40.37,96,59.63,38023
38,24,143,61,42.66,82,57.34,38024
38,25,52,23,44.23,29,55.77,38025
38,26,55,30,54.55,25,45.45,38026
38,27,82,34,41.46,48,58.54,38027
38,28,97,43,44.33,54,55.67,38028
38,29,86,39,45.35,47,54.65,38029
38,30,61,31,50.82,30,49.18,38030
38,31,114,49,42.98,65,57.02,38031
38,32,89,44,49.44,45,50.56,38032
38,33,73,41,56.16,32,43.84,38033
38,34,108,52,48.15,56,51.85,38034
38,35,128,53,41.41,75,58.59,38035
38,36,88,42,47.73,46,52.27,38036
38,37,91,38,41.76,53,58.24,38037
38,38,63,25,39.68,38,60.32,38038
38,39,87,43,49.43,44,50.57,38039
38,40,52,24,46.15,28,53.85,38040
38,41,122,52,42.62,70,57.38,38041
38,42,75,36,48.0,39,52.0,38042
38,43,65,30,46.15,35,53.85,38043
38,44,67,29,43.28,38,56.72,38044
38,45,75,38,50.67,37,49.33,38045
39,1,61,17,27.87,44,72.13,39001
39,2,117,53,45.3,64,54.7,39002
39,3,75,31,41.33,44,58.67,39003
39,4,55,23,41.82,32,58.18,39004
39,5,51,26,50.98,25,49.02,39005
39,6,49,24,48.98,25,51.02,39006
39,7,50,21,42.0,29,58.0,39007
39,8,88,43,48.86,45,51.14,39008
39,9,75,38,50.67,37,49.33,39009
39,10,50,21,42.0,29,58.0,39010
39,11,71,35,49.3,36,50.7,39011
39,12,92,40,43.48,52,56.52,39012
39,13,34,18,52.94,16,47.06,39013
39,14,67,40,59.7,27,40.3,39014
39,15,48,24,50.0,24,50.0,39015
39,16,45,23,51.11,22,48.89,39016
39,17,78,40,51.28,38,48.72,39017
39,18,76,36,47.37,40,52.63,39018
39,19,40,13,32.5,27,67.5,39019
39,20,67,21,31.34,46,68.66,39020
39,21,47,17,36.17,30,63.83,39021
39,22,54,28,51.85,26,48.15,39022
39,23,53,30,56.6,23,43.4,39023
39,24,58,32,55.17,26,44.83,39024
39,25,78,41,52.56,37,47.44,39025
39,26,62,28,45.16,34,54.84,39026
39,27,71,33,46.48,38,53.52,39027
39,28,144,64,44.44,80,55.56,39028
39,29,46,23,50.0,23,50.0,39029
39,30,58,31,53.45,27,46.55,39030
39,31,51,27,52.94,24,47.06,39031
39,32,44,23,52.27,21,47.73,39032
39,33,64,28,43.75,36,56.25,39033
39,34,85,44,51.76,41,48.24,39034
39,35,65,22,33.85,43,66.15,39035
39,36,84,48,57.14,36,42.86,39036
39,37,124,52,41.94,72,58.06,39037
39,38,86,42,48.84,44,51.16,39038
39,39,28,13,46.43,15,53.57,39039
39,40,48,27,56.25,21,43.75,39040
39,41,44,30,68.18,14,31.82,39041
39,42,49,20,40.82,29,59.18,39042
39,43,68,24,35.29,44,64.71,39043
40,1,60,32,53.33,28,46.67,40001
40,2,36,21,58.33,15,41.67,40002
40,3,77,26,33.77,51,66.23,40003
40,4,94,34,36.17,60,63.83,40004
40,5,113,55,48.67,58,51.33,40005
40,6,56,28,50.0,28,50.0,40006
40,7,79,38,48.1,41,51.9,40007
40,8,14,8,57.14,6,42.86,40008
40,9,86,54,62.79,32,37.21,40009
40,10,96,59,61.46,37,38.54,40010
40,11,68,32,47.06,36,52.94,40011
40,12,86,40,46.51,46,53.49,40012
40,13,188,88,46.81,100,53.19,40013
40,14,67,33,49.25,34,50.75,40014
40,15,62,34,54.84,28,45.16,40015
40,16,114,67,58.77,47,41.23,40016
40,17,72,42,58.33,30,41.67,40017
40,18,61,42,68.85,19,31.15,40018
40,19,95,52,54.74,43,45.26,40019
40,20,43,27,62.79,16,37.21,40020
40,21,56,33,58.93,23,41.07,40021
40,22,25,10,40.0,15,60.0,40022
40,23,74,35,47.3,39,52.7,40023
40,24,29,11,37.93,18,62.07,40024
40,25,32,14,43.75,18,56.25,40025
40,26,109,49,44.95,60,55.05,40026
40,27,58,30,51.72,28,48.28,40027
40,28,109,64,58.72,45,41.28,40028
40,29,83,49,59.04,34,40.96,40029
40,30,126,76,60.32,50,39.68,40030
40,31,67,29,43.28,38,56.72,40031
40,32,105,63,60.0,42,40.0,40032
40,33,74,26,35.14,48,64.86,40033
40,34,32,15,46.88,17,53.13,40034
40,35,78,48,61.54,30,38.46,40035
40,36,92,56,60.87,36,39.13,40036
40,37,65,33,50.77,32,49.23,40037
40,38,40,20,50.0,20,50.0,40038
40,39,48,28,58.33,20,41.67,40039
40,40,39,14,35.9,25,64.1,40040
40,41,172,80,46.51,92,53.49,40041
41,1,78,29,37.18,49,62.82,41001
41,2,130,64,49.23,66,50.77,41002
41,3,74,42,56.76,32,43.24,41003
41,4,94,48,51.06,46,48.94,41004
41,5,104,39,37.5,65,62.5,41005
41,6,94,35,37.23,59,62.77,41006
41,7,99,44,44.44,55,55.56,41007
41,8,66,30,45.45,36,54.55,41008
41,9,76,44,57.89,32,42.11,41009
41,10,85,34,40.0,51,60.0,41010
41,11,87,43,49.43,44,50.57,41011
41,12,81,33,40.74,48,59.26,41012
41,13,45,15,33.33,30,66.67,41013
41,14,116,45,38.79,71,61.21,41014
41,15,82,28,34.15,54,65.85,41015
41,16,91,40,43.96,51,56.04,41016
41,17,99,48,48.48,51,51.52,41017
41,18,81,54,66.67,27,33.33,41018
41,19,110,32,29.09,78,70.91,41019
41,20,107,53,49.53,54,50.47,41020
41,21,95,47,49.47,48,50.53,41021
41,22,73,38,52.05,35,47.95,41022
41,23,78,34,43.59,44,56.41,41023
41,24,85,39,45.88,46,54.12,41024
41,25,23,13,56.52,10,43.48,41025
41,26,29,10,34.48,19,65.52,41026
41,27,20,12,60.0,8,40.0,41027
41,28,60,31,51.67,29,48.33,41028
41,29,28,14,50.0,14,50.0,41029
41,30,85,35,41.18,50,58.82,41030
41,31,93,35,37.63,58,62.37,41031
41,32,43,26,60.47,17,39.53,41032
41,33,58,24,41.38,34,58.62,41033
41,34,70,22,31.43,48,68.57,41034
41,35,83,27,32.53,56,67.47,41035
41,36,91,37,40.66,54,59.34,41036
41,37,89,40,44.94,49,55.06,41037
41,38,97,42,43.3,55,56.7,41038
41,39,45,24,53.33,21,46.67,41039
41,40,90,35,38.89,55,61.11,41040
41,41,74,28,37.84,46,62.16,41041
41,42,112,47,41.96,65,58.04,41042
41,43,75,37,49.33,38,50.67,41043
41,44,86,26,30.23,60,69.77,41044
41,45,66,28,42.42,38,57.58,41045
41,46,73,40,54.79,33,45.21,41046
41,47,73,29,39.73,44,60.27,41047
41,48,51,25,49.02,26,50.98,41048
41,49,100,35,35.0,65,65.0,41049
41,50,90,45,50.0,45,50.0,41050
41,51,57,23,40.35,34,59.65,41051
41,52,160,54,33.75,106,66.25,41052
41,53,83,32,38.55,51,61.45,41053
41,54,70,26,37.14,44,62.86,41054
41,55,50,28,56.0,22,44.0,41055
41,56,106,49,46.23,57,53.77,41056
41,57,75,30,40.0,45,60.0,41057
42,1,110,54,49.09,56,50.91,42001
42,2,60,29,48.33,31,51.67,42002
42,3,65,39,60.0,26,40.0,42003
42,4,84,40,47.62,44,52.38,42004
42,5,73,28,38.36,45,61.64,42005
42,6,198,90,45.45,108,54.55,42006
42,7,69,30,43.48,39,56.52,42007
42,8,86,33,38.37,53,61.63,42008
42,9,167,73,43.71,94,56.29,42009
42,10,146,59,40.41,87,59.59,42010
42,11,112,51,45.54,61,54.46,42011
42,12,65,30,46.15,35,53.85,42012
42,13,176,79,44.89,97,55.11,42013
42,14,59,27,45.76,32,54.24,42014
42,15,69,24,34.78,45,65.22,42015
42,16,46,13,28.26,33,71.74,42016
42,17,182,128,70.33,54,29.67,42017
42,18,114,55,48.25,59,51.75,42018
42,19,20,7,35.0,13,65.0,42019
42,20,38,21,55.26,17,44.74,42020
42,21,33,11,33.33,22,66.67,42021
42,22,41,14,34.15,27,65.85,42022
42,23,103,34,33.01,69,66.99,42023
42,24,79,28,35.44,51,64.56,42024
42,25,78,33,42.31,45,57.69,42025
42,26,128,96,75.0,32,25.0,42026
42,27,91,50,54.95,41,45.05,42027
42,28,90,43,47.78,47,52.22,42028
42,29,87,37,42.53,50,57.47,42029
42,30,46,25,54.35,21,45.65,42030
42,31,61,19,31.15,42,68.85,42031
42,32,67,26,38.81,41,61.19,42032
42,33,130,54,41.54,76,58.46,42033
42,34,60,20,33.33,40,66.67,42034
42,35,88,30,34.09,58,65.91,42035
42,36,39,14,35.9,25,64.1,42036
42,37,63,27,42.86,36,57.14,42037
42,38,49,21,42.86,28,57.14,42038
42,39,53,36,67.92,17,32.08,42039
42,40,82,28,34.15,54,65.85,42040
42,41,80,35,43.75,45,56.25,42041
42,42,96,33,34.38,63,65.63,42042
42,43,92,48,52.17,44,47.83,42043
42,44,60,27,45.0,33,55.0,42044
42,45,71,25,35.21,46,64.79,42045
42,46,52,27,51.92,25,48.08,42046
42,47,56,18,32.14,38,67.86,42047
42,48,53,24,45.28,29,54.72,42048
42,49,23,16,69.57,7,30.43,42049
42,50,115,33,28.7,82,71.3,42050
42,51,157,77,49.04,80,50.96,42051
42,52,59,38,64.41,21,35.59,42052
42,53,120,56,46.67,64,53.33,42053
42,54,54,32,59.26,22,40.74,42054
42,55,73,33,45.21,40,54.79,42055
42,56,61,25,40.98,36,59.02,42056
42,57,64,45,70.31,19,29.69,42057
42,58,25,13,52.0,12,48.0,42058
42,59,55,26,47.27,29,52.73,42059
42,60,39,25,64.1,14,35.9,42060
42,61,44,23,52.27,21,47.73,42061
42,62,50,16,32.0,34,68.0,42062
42,63,104,51,49.04,53,50.96,42063
42,64,34,22,64.71,12,35.29,42064
