ward,precinct,total,"Alfred M. Swanson, Jr.","Alfred M. Swanson, Jr. Percent",Denise Marie Nalley,Denise Marie Nalley Percent,Elizabeth Mary Hayes,Elizabeth Mary Hayes Percent,Joan Marie Kubalanza,Joan Marie Kubalanza Percent,Peter J. Vilkelis,Peter J. Vilkelis Percent,Brian J. Stephenson,Brian J. Stephenson Percent,precinct_id
26,17,33,2,6.06,2,6.06,5,15.15,10,30.3,10,30.3,4,12.12,26017
26,18,28,5,17.86,3,10.71,13,46.43,2,7.14,3,10.71,2,7.14,26018
26,19,105,19,18.1,15,14.29,28,26.67,16,15.24,10,9.52,17,16.19,26019
26,20,38,7,18.42,7,18.42,15,39.47,2,5.26,4,10.53,3,7.89,26020
26,21,19,1,5.26,4,21.05,7,36.84,4,21.05,1,5.26,2,10.53,26021
26,22,29,1,3.45,4,13.79,10,34.48,7,24.14,4,13.79,3,10.34,26022
26,23,32,8,25.0,2,6.25,9,28.13,7,21.88,3,9.38,3,9.38,26023
26,24,36,6,16.67,4,11.11,17,47.22,2,5.56,0,0.0,7,19.44,26024
26,25,25,4,16.0,7,28.0,7,28.0,4,16.0,1,4.0,2,8.0,26025
26,26,23,3,13.04,2,8.7,11,47.83,1,4.35,3,13.04,3,13.04,26026
26,27,54,11,20.37,4,7.41,21,38.89,5,9.26,4,7.41,9,16.67,26027
26,28,14,3,21.43,2,14.29,4,28.57,2,14.29,2,14.29,1,7.14,26028
26,29,38,4,10.53,10,26.32,13,34.21,4,10.53,4,10.53,3,7.89,26029
26,30,22,3,13.64,3,13.64,12,54.55,2,9.09,2,9.09,0,0.0,26030
26,31,32,11,34.38,6,18.75,5,15.63,5,15.63,2,6.25,3,9.38,26031
26,32,36,5,13.89,12,33.33,6,16.67,3,8.33,6,16.67,4,11.11,26032
26,33,28,8,28.57,3,10.71,7,25.0,6,21.43,3,10.71,1,3.57,26033
26,34,69,12,17.39,9,13.04,26,37.68,9,13.04,11,15.94,2,2.9,26034
26,35,31,5,16.13,6,19.35,10,32.26,2,6.45,3,9.68,5,16.13,26035
26,36,31,7,22.58,7,22.58,13,41.94,1,3.23,0,0.0,3,9.68,26036
26,37,26,6,23.08,4,15.38,11,42.31,1,3.85,2,7.69,2,7.69,26037
26,38,18,3,16.67,4,22.22,7,38.89,1,5.56,2,11.11,1,5.56,26038
26,39,14,1,7.14,0,0.0,7,50.0,2,14.29,1,7.14,3,21.43,26039
26,40,18,5,27.78,1,5.56,7,38.89,3,16.67,0,0.0,2,11.11,26040
26,41,34,5,14.71,2,5.88,15,44.12,6,17.65,2,5.88,4,11.76,26041
26,42,19,2,10.53,2,10.53,8,42.11,4,21.05,2,10.53,1,5.26,26042
26,43,32,1,3.13,8,25.0,15,46.88,7,21.88,0,0.0,1,3.13,26043
26,44,42,7,16.67,4,9.52,14,33.33,8,19.05,7,16.67,2,4.76,26044
26,45,54,7,12.96,8,14.81,22,40.74,10,18.52,4,7.41,3,5.56,26045
26,46,33,6,18.18,6,18.18,10,30.3,4,12.12,5,15.15,2,6.06,26046
26,47,18,2,11.11,3,16.67,10,55.56,1,5.56,1,5.56,1,5.56,26047
26,48,47,4,8.51,7,14.89,17,36.17,11,23.4,3,6.38,5,10.64,26048
26,49,41,3,7.32,7,17.07,18,43.9,6,14.63,3,7.32,4,9.76,26049
26,50,29,4,13.79,3,10.34,7,24.14,7,24.14,4,13.79,4,13.79,26050
26,51,39,5,12.82,5,12.82,15,38.46,7,17.95,5,12.82,2,5.13,26051
26,52,42,5,11.9,7,16.67,13,30.95,6,14.29,5,11.9,6,14.29,26052
26,53,34,6,17.65,7,20.59,13,38.24,3,8.82,1,2.94,4,11.76,26053
27,1,60,17,28.33,4,6.67,10,16.67,5,8.33,17,28.33,7,11.67,27001
27,2,65,16,24.62,14,21.54,20,30.77,6,9.23,4,6.15,5,7.69,27002
27,3,108,40,37.04,10,9.26,35,32.41,10,9.26,4,3.7,9,8.33,27003
27,4,30,12,40.0,2,6.67,11,36.67,1,3.33,1,3.33,3,10.0,27004
27,5,21,3,14.29,1,4.76,11,52.38,5,23.81,0,0.0,1,4.76,27005
27,6,35,30,85.71,1,2.86,1,2.86,1,2.86,1,2.86,1,2.86,27006
27,7,61,20,32.79,5,8.2,11,18.03,10,16.39,11,18.03,4,6.56,27007
27,8,73,22,30.14,15,20.55,24,32.88,5,6.85,1,1.37,6,8.22,27008
27,9,117,39,33.33,17,14.53,33,28.21,8,6.84,4,3.42,16,13.68,27009
27,10,179,78,43.58,33,18.44,48,26.82,3,1.68,6,3.35,11,6.15,27010
27,11,42,11,26.19,5,11.9,7,16.67,5,11.9,10,23.81,4,9.52,27011
27,12,55,19,34.55,7,12.73,12,21.82,10,18.18,5,9.09,2,3.64,27012
27,13,95,30,31.58,6,6.32,16,16.84,25,26.32,13,13.68,5,5.26,27013
27,14,110,37,33.64,16,14.55,48,43.64,3,2.73,1,0.91,5,4.55,27014
27,15,126,35,27.78,16,12.7,58,46.03,4,3.17,3,2.38,10,7.94,27015
27,16,30,6,20.0,3,10.0,9,30.0,4,13.33,5,16.67,3,10.0,27016
27,17,49,10,20.41,3,6.12,13,26.53,8,16.33,12,24.49,3,6.12,27017
27,18,41,7,17.07,3,7.32,8,19.51,11,26.83,10,24.39,2,4.88,27018
27,19,119,53,44.54,14,11.76,39,32.77,5,4.2,2,1.68,6,5.04,27019
27,20,97,59,60.82,16,16.49,13,13.4,3,3.09,1,1.03,5,5.15,27020
27,21,90,45,50.0,9,10.0,18,20.0,5,5.56,2,2.22,11,12.22,27021
27,22,145,80,55.17,13,8.97,32,22.07,4,2.76,5,3.45,11,7.59,27022
27,23,87,45,51.72,17,19.54,14,16.09,6,6.9,2,2.3,3,3.45,27023
27,24,138,80,57.97,14,10.14,27,19.57,7,5.07,2,1.45,8,5.8,27024
27,25,46,16,34.78,2,4.35,19,41.3,3,6.52,2,4.35,4,8.7,27025
27,26,90,28,31.11,16,17.78,25,27.78,3,3.33,4,4.44,14,15.56,27026
27,27,72,35,48.61,11,15.28,14,19.44,4,5.56,3,4.17,5,6.94,27027
27,28,77,33,42.86,6,7.79,22,28.57,8,10.39,5,6.49,3,3.9,27028
27,29,44,17,38.64,8,18.18,13,29.55,2,4.55,2,4.55,2,4.55,27029
27,30,43,25,58.14,3,6.98,8,18.6,0,0.0,3,6.98,4,9.3,27030
27,31,73,39,53.42,6,8.22,20,27.4,4,5.48,2,2.74,2,2.74,27031
27,32,82,19,23.17,13,15.85,28,34.15,9,10.98,6,7.32,7,8.54,27032
27,33,48,19,39.58,4,8.33,16,33.33,3,6.25,0,0.0,6,12.5,27033
27,34,152,84,55.26,14,9.21,39,25.66,5,3.29,1,0.66,9,5.92,27034
27,35,65,11,16.92,9,13.85,13,20.0,14,21.54,12,18.46,6,9.23,27035
27,36,74,29,39.19,13,17.57,20,27.03,4,5.41,1,1.35,7,9.46,27036
27,37,133,92,69.17,7,5.26,23,17.29,3,2.26,4,3.01,4,3.01,27037
27,38,47,4,8.51,7,14.89,19,40.43,12,25.53,3,6.38,2,4.26,27038
27,39,77,40,51.95,5,6.49,12,15.58,11,14.29,2,2.6,7,9.09,27039
27,40,42,21,50.0,6,14.29,9,21.43,2,4.76,2,4.76,2,4.76,27040
27,41,45,9,20.0,10,22.22,9,20.0,10,22.22,3,6.67,4,8.89,27041
27,42,28,4,14.29,3,10.71,6,21.43,4,14.29,9,32.14,2,7.14,27042
27,43,40,11,27.5,2,5.0,6,15.0,5,12.5,11,27.5,5,12.5,27043
27,44,146,54,36.99,27,18.49,48,32.88,3,2.05,5,3.42,9,6.16,27044
27,45,19,5,26.32,4,21.05,2,10.53,4,21.05,2,10.53,2,10.53,27045
28,1,58,14,24.14,7,12.07,20,34.48,6,10.34,6,10.34,5,8.62,28001
28,2,83,23,27.71,8,9.64,40,48.19,4,4.82,3,3.61,5,6.02,28002
28,3,36,13,36.11,9,25.0,6,16.67,2,5.56,2,5.56,4,11.11,28003
28,4,78,18,23.08,15,19.23,26,33.33,5,6.41,8,10.26,6,7.69,28004
28,5,66,16,24.24,16,24.24,16,24.24,4,6.06,9,13.64,5,7.58,28005
28,6,49,16,32.65,6,12.24,15,30.61,3,6.12,3,6.12,6,12.24,28006
28,7,40,15,37.5,6,15.0,14,35.0,1,2.5,1,2.5,3,7.5,28007
28,8,63,23,36.51,7,11.11,26,41.27,2,3.17,1,1.59,4,6.35,28008
28,9,60,4,6.67,12,20.0,33,55.0,2,3.33,2,3.33,7,11.67,28009
28,10,21,7,33.33,3,14.29,9,42.86,0,0.0,1,4.76,1,4.76,28010
28,11,40,10,25.0,4,10.0,17,42.5,2,5.0,4,10.0,3,7.5,28011
28,12,31,10,32.26,2,6.45,9,29.03,0,0.0,4,12.9,6,19.35,28012
28,13,34,8,23.53,7,20.59,16,47.06,0,0.0,1,2.94,2,5.88,28013
28,14,87,25,28.74,19,21.84,27,31.03,4,4.6,4,4.6,8,9.2,28014
28,15,61,19,31.15,11,18.03,23,37.7,3,4.92,4,6.56,1,1.64,28015
28,16,48,9,18.75,11,22.92,15,31.25,3,6.25,4,8.33,6,12.5,28016
28,17,62,16,25.81,12,19.35,21,33.87,0,0.0,4,6.45,9,14.52,28017
28,18,99,37,37.37,17,17.17,34,34.34,3,3.03,2,2.02,6,6.06,28018
28,19,80,17,21.25,17,21.25,35,43.75,2,2.5,4,5.0,5,6.25,28019
28,20,100,21,21.0,21,21.0,35,35.0,5,5.0,7,7.0,11,11.0,28020
28,21,80,11,13.75,22,27.5,30,37.5,2,2.5,8,10.0,7,8.75,28021
28,22,64,17,26.56,11,17.19,22,34.38,3,4.69,3,4.69,8,12.5,28022
28,23,114,29,25.44,18,15.79,38,33.33,6,5.26,14,12.28,9,7.89,28023
28,24,36,8,22.22,5,13.89,16,44.44,1,2.78,3,8.33,3,8.33,28024
28,25,53,17,32.08,10,18.87,19,35.85,1,1.89,1,1.89,5,9.43,28025
28,26,47,9,19.15,11,23.4,10,21.28,0,0.0,12,25.53,5,10.64,28026
28,27,82,20,24.39,16,19.51,30,36.59,2,2.44,5,6.1,9,10.98,28027
28,28,50,13,26.0,16,32.0,10,20.0,0,0.0,3,6.0,8,16.0,28028
28,29,83,9,10.84,16,19.28,37,44.58,13,15.66,4,4.82,4,4.82,28029
28,30,40,11,27.5,7,17.5,12,30.0,1,2.5,2,5.0,7,17.5,28030
28,31,57,13,22.81,15,26.32,23,40.35,1,1.75,2,3.51,3,5.26,28031
28,32,60,11,18.33,10,16.67,25,41.67,1,1.67,5,8.33,8,13.33,28032
28,33,88,20,22.73,14,15.91,36,40.91,3,3.41,3,3.41,12,13.64,28033
28,34,99,18,18.18,20,20.2,31,31.31,14,14.14,7,7.07,9,9.09,28034
28,35,53,19,35.85,7,13.21,13,24.53,3,5.66,7,13.21,4,7.55,28035
28,36,107,23,21.5,19,17.76,41,38.32,5,4.67,4,3.74,15,14.02,28036
28,37,118,41,34.75,22,18.64,36,30.51,7,5.93,5,4.24,7,5.93,28037
28,38,66,20,30.3,18,27.27,18,27.27,1,1.52,2,3.03,7,10.61,28038
28,39,56,13,23.21,13,23.21,23,41.07,1,1.79,3,5.36,3,5.36,28039
28,40,93,25,26.88,14,15.05,29,31.18,4,4.3,10,10.75,11,11.83,28040
28,41,45,9,20.0,7,15.56,19,42.22,1,2.22,6,13.33,3,6.67,28041
28,42,52,9,17.31,7,13.46,31,59.62,1,1.92,1,1.92,3,5.77,28042
28,43,95,23,24.21,22,23.16,35,36.84,5,5.26,3,3.16,7,7.37,28043
28,44,88,15,17.05,19,21.59,38,43.18,3,3.41,4,4.55,9,10.23,28044
28,45,66,20,30.3,11,16.67,24,36.36,4,6.06,2,3.03,5,7.58,28045
28,46,57,13,22.81,12,21.05,22,38.6,2,3.51,3,5.26,5,8.77,28046
28,47,56,17,30.36,6,10.71,20,35.71,3,5.36,4,7.14,6,10.71,28047
28,48,59,8,13.56,15,25.42,25,42.37,1,1.69,3,5.08,7,11.86,28048
28,49,66,17,25.76,17,25.76,23,34.85,0,0.0,1,1.52,8,12.12,28049
28,50,43,5,11.63,12,27.91,17,39.53,1,2.33,3,6.98,5,11.63,28050
28,51,58,16,27.59,16,27.59,18,31.03,3,5.17,1,1.72,4,6.9,28051
28,52,43,4,9.3,8,18.6,13,30.23,7,16.28,2,4.65,9,20.93,28052
28,53,69,22,31.88,13,18.84,19,27.54,7,10.14,2,2.9,6,8.7,28053
28,54,50,8,16.0,7,14.0,21,42.0,3,6.0,3,6.0,8,16.0,28054
28,55,38,6,15.79,5,13.16,14,36.84,5,13.16,4,10.53,4,10.53,28055
29,1,174,92,52.87,21,12.07,41,23.56,5,2.87,3,1.72,12,6.9,29001
29,2,44,3,6.82,9,20.45,16,36.36,6,13.64,2,4.55,8,18.18,29002
29,3,148,49,33.11,28,18.92,50,33.78,1,0.68,6,4.05,14,9.46,29003
29,4,131,43,32.82,16,12.21,49,37.4,6,4.58,4,3.05,13,9.92,29004
29,5,98,17,17.35,15,15.31,51,52.04,3,3.06,1,1.02,11,11.22,29005
29,6,78,15,19.23,16,20.51,25,32.05,12,15.38,4,5.13,6,7.69,29006
29,7,34,9,26.47,5,14.71,16,47.06,3,8.82,0,0.0,1,2.94,29007
29,8,58,19,32.76,13,22.41,20,34.48,1,1.72,0,0.0,5,8.62,29008
29,9,43,6,13.95,2,4.65,16,37.21,12,27.91,2,4.65,5,11.63,29009
29,10,47,6,12.77,10,21.28,19,40.43,7,14.89,3,6.38,2,4.26,29010
29,11,102,31,30.39,22,21.57,28,27.45,7,6.86,5,4.9,9,8.82,29011
29,12,124,52,41.94,15,12.1,39,31.45,4,3.23,7,5.65,7,5.65,29012
29,13,67,21,31.34,10,14.93,30,44.78,1,1.49,0,0.0,5,7.46,29013
29,14,132,66,50.0,17,12.88,32,24.24,3,2.27,4,3.03,10,7.58,29014
29,15,146,51,34.93,29,19.86,49,33.56,4,2.74,4,2.74,9,6.16,29015
29,16,211,139,65.88,18,8.53,41,19.43,7,3.32,1,0.47,5,2.37,29016
29,17,103,37,35.92,16,15.53,33,32.04,7,6.8,3,2.91,7,6.8,29017
29,18,114,57,50.0,14,12.28,30,26.32,4,3.51,3,2.63,6,5.26,29018
29,19,154,78,50.65,12,7.79,41,26.62,7,4.55,3,1.95,13,8.44,29019
29,20,131,57,43.51,16,12.21,35,26.72,4,3.05,5,3.82,14,10.69,29020
29,21,75,23,30.67,12,16.0,29,38.67,1,1.33,5,6.67,5,6.67,29021
29,22,84,23,27.38,10,11.9,28,33.33,7,8.33,5,5.95,11,13.1,29022
29,23,104,51,49.04,20,19.23,25,24.04,1,0.96,0,0.0,7,6.73,29023
29,24,115,36,31.3,25,21.74,40,34.78,5,4.35,2,1.74,7,6.09,29024
29,25,111,79,71.17,8,7.21,17,15.32,1,0.9,1,0.9,5,4.5,29025
29,26,100,32,32.0,14,14.0,36,36.0,4,4.0,3,3.0,11,11.0,29026
29,27,68,18,26.47,12,17.65,30,44.12,1,1.47,0,0.0,7,10.29,29027
29,28,120,30,25.0,22,18.33,50,41.67,6,5.0,1,0.83,11,9.17,29028
29,29,171,108,63.16,19,11.11,26,15.2,5,2.92,1,0.58,12,7.02,29029
29,30,39,9,23.08,6,15.38,11,28.21,2,5.13,4,10.26,7,17.95,29030
29,31,79,37,46.84,12,15.19,18,22.78,4,5.06,4,5.06,4,5.06,29031
29,32,35,7,20.0,8,22.86,12,34.29,2,5.71,4,11.43,2,5.71,29032
29,33,109,37,33.94,17,15.6,36,33.03,4,3.67,4,3.67,11,10.09,29033
29,34,68,21,30.88,8,11.76,25,36.76,5,7.35,6,8.82,3,4.41,29034
29,35,92,36,39.13,19,20.65,29,31.52,2,2.17,1,1.09,5,5.43,29035
29,36,172,75,43.6,23,13.37,55,31.98,3,1.74,9,5.23,7,4.07,29036
29,37,94,27,28.72,16,17.02,37,39.36,1,1.06,2,2.13,11,11.7,29037
29,38,108,33,30.56,13,12.04,49,45.37,8,7.41,0,0.0,5,4.63,29038
29,39,49,13,26.53,5,10.2,17,34.69,6,12.24,5,10.2,3,6.12,29039
29,40,161,54,33.54,27,16.77,64,39.75,2,1.24,7,4.35,7,4.35,29040
29,41,122,42,34.43,17,13.93,48,39.34,2,1.64,2,1.64,11,9.02,29041
29,42,147,49,33.33,24,16.33,53,36.05,4,2.72,4,2.72,13,8.84,29042
29,43,135,53,39.26,24,17.78,48,35.56,1,0.74,3,2.22,6,4.44,29043
29,44,107,40,37.38,19,17.76,35,32.71,2,1.87,1,0.93,10,9.35,29044
29,45,76,15,19.74,14,18.42,33,43.42,2,2.63,5,6.58,7,9.21,29045
29,46,80,22,27.5,7,8.75,37,46.25,6,7.5,3,3.75,5,6.25,29046
29,47,161,60,37.27,24,14.91,45,27.95,10,6.21,9,5.59,13,8.07,29047
29,48,87,18,20.69,20,22.99,35,40.23,4,4.6,2,2.3,8,9.2,29048
30,1,66,12,18.18,10,15.15,13,19.7,12,18.18,11,16.67,8,12.12,30001
30,2,61,7,11.48,7,11.48,22,36.07,9,14.75,12,19.67,4,6.56,30002
30,3,62,7,11.29,4,6.45,19,30.65,9,14.52,19,30.65,4,6.45,30003
30,4,70,11,15.71,15,21.43,28,40.0,7,10.0,3,4.29,6,8.57,30004
30,5,46,7,15.22,11,23.91,17,36.96,2,4.35,8,17.39,1,2.17,30005
30,6,89,9,10.11,13,14.61,32,35.96,12,13.48,12,13.48,11,12.36,30006
30,7,44,6,13.64,4,9.09,17,38.64,7,15.91,3,6.82,7,15.91,30007
30,8,85,8,9.41,12,14.12,24,28.24,15,17.65,15,17.65,11,12.94,30008
30,9,138,15,10.87,18,13.04,49,35.51,16,11.59,27,19.57,13,9.42,30009
30,10,48,6,12.5,4,8.33,17,35.42,11,22.92,6,12.5,4,8.33,30010
30,11,49,9,18.37,10,20.41,15,30.61,3,6.12,6,12.24,6,12.24,30011
30,12,56,13,23.21,4,7.14,16,28.57,10,17.86,8,14.29,5,8.93,30012
30,13,109,19,17.43,12,11.01,34,31.19,19,17.43,20,18.35,5,4.59,30013
30,14,78,10,12.82,13,16.67,21,26.92,14,17.95,15,19.23,5,6.41,30014
30,15,46,10,21.74,5,10.87,4,8.7,11,23.91,12,26.09,4,8.7,30015
30,16,16,3,18.75,4,25.0,4,25.0,0,0.0,2,12.5,3,18.75,30016
30,17,31,9,29.03,5,16.13,6,19.35,7,22.58,4,12.9,0,0.0,30017
30,18,79,8,10.13,9,11.39,29,36.71,10,12.66,14,17.72,9,11.39,30018
30,19,35,4,11.43,9,25.71,9,25.71,6,17.14,6,17.14,1,2.86,30019
30,20,21,4,19.05,3,14.29,7,33.33,2,9.52,0,0.0,5,23.81,30020
30,21,35,5,14.29,8,22.86,19,54.29,2,5.71,1,2.86,0,0.0,30021
30,22,48,7,14.58,11,22.92,20,41.67,4,8.33,1,2.08,5,10.42,30022
30,23,35,7,20.0,5,14.29,13,37.14,2,5.71,2,5.71,6,17.14,30023
30,24,46,3,6.52,11,23.91,13,28.26,5,10.87,6,13.04,8,17.39,30024
30,25,21,5,23.81,2,9.52,5,23.81,8,38.1,0,0.0,1,4.76,30025
30,26,37,8,21.62,6,16.22,16,43.24,4,10.81,1,2.7,2,5.41,30026
30,27,62,7,11.29,18,29.03,21,33.87,5,8.06,3,4.84,8,12.9,30027
30,28,72,17,23.61,12,16.67,20,27.78,10,13.89,4,5.56,9,12.5,30028
30,29,15,1,6.67,3,20.0,8,53.33,1,6.67,2,13.33,0,0.0,30029
30,30,66,9,13.64,5,7.58,21,31.82,6,9.09,16,24.24,9,13.64,30030
30,31,21,5,23.81,4,19.05,7,33.33,4,19.05,0,0.0,1,4.76,30031
31,1,56,7,12.5,9,16.07,26,46.43,5,8.93,3,5.36,6,10.71,31001
31,2,68,12,17.65,11,16.18,19,27.94,6,8.82,8,11.76,12,17.65,31002
31,3,46,13,28.26,8,17.39,12,26.09,7,15.22,1,2.17,5,10.87,31003
31,4,48,13,27.08,7,14.58,17,35.42,3,6.25,2,4.17,6,12.5,31004
31,5,80,30,37.5,8,10.0,19,23.75,11,13.75,9,11.25,3,3.75,31005
31,6,49,11,22.45,7,14.29,15,30.61,8,16.33,4,8.16,4,8.16,31006
31,7,51,10,19.61,16,31.37,9,17.65,7,13.73,2,3.92,7,13.73,31007
31,8,49,11,22.45,4,8.16,12,24.49,10,20.41,3,6.12,9,18.37,31008
31,9,53,16,30.19,9,16.98,10,18.87,7,13.21,4,7.55,7,13.21,31009
31,10,44,2,4.55,7,15.91,16,36.36,4,9.09,9,20.45,6,13.64,31010
31,11,72,7,9.72,14,19.44,29,40.28,9,12.5,8,11.11,5,6.94,31011
31,12,31,5,16.13,3,9.68,13,41.94,5,16.13,0,0.0,5,16.13,31012
31,13,47,9,19.15,8,17.02,15,31.91,8,17.02,5,10.64,2,4.26,31013
31,14,44,11,25.0,6,13.64,17,38.64,6,13.64,1,2.27,3,6.82,31014
31,15,15,0,0.0,2,13.33,7,46.67,5,33.33,0,0.0,1,6.67,31015
31,16,28,4,14.29,4,14.29,7,25.0,7,25.0,4,14.29,2,7.14,31016
31,17,35,8,22.86,7,20.0,17,48.57,2,5.71,1,2.86,0,0.0,31017
31,18,39,10,25.64,7,17.95,14,35.9,3,7.69,3,7.69,2,5.13,31018
31,19,66,21,31.82,8,12.12,19,28.79,4,6.06,7,10.61,7,10.61,31019
31,20,37,7,18.92,4,10.81,15,40.54,5,13.51,3,8.11,3,8.11,31020
31,21,42,9,21.43,7,16.67,14,33.33,6,14.29,1,2.38,5,11.9,31021
31,22,36,7,19.44,3,8.33,8,22.22,8,22.22,7,19.44,3,8.33,31022
31,23,40,6,15.0,9,22.5,15,37.5,7,17.5,0,0.0,3,7.5,31023
31,24,67,6,8.96,18,26.87,27,40.3,5,7.46,6,8.96,5,7.46,31024
31,25,28,12,42.86,3,10.71,8,28.57,1,3.57,3,10.71,1,3.57,31025
31,26,36,8,22.22,5,13.89,10,27.78,6,16.67,2,5.56,5,13.89,31026
31,27,30,7,23.33,6,20.0,14,46.67,0,0.0,1,3.33,2,6.67,31027
31,28,52,10,19.23,11,21.15,17,32.69,5,9.62,5,9.62,4,7.69,31028
31,29,33,5,15.15,5,15.15,10,30.3,5,15.15,5,15.15,3,9.09,31029
31,30,75,26,34.67,11,14.67,17,22.67,10,13.33,7,9.33,4,5.33,31030
31,31,90,20,22.22,19,21.11,26,28.89,12,13.33,8,8.89,5,5.56,31031
31,32,77,15,19.48,6,7.79,33,42.86,9,11.69,3,3.9,11,14.29,31032
31,33,76,17,22.37,14,18.42,17,22.37,18,23.68,4,5.26,6,7.89,31033
31,34,25,2,8.0,7,28.0,12,48.0,3,12.0,0,0.0,1,4.0,31034
31,35,43,9,20.93,5,11.63,19,44.19,5,11.63,0,0.0,5,11.63,31035
31,36,50,9,18.0,8,16.0,23,46.0,5,10.0,2,4.0,3,6.0,31036
31,37,20,2,10.0,6,30.0,8,40.0,4,20.0,0,0.0,0,0.0,31037
31,38,44,4,9.09,10,22.73,19,43.18,3,6.82,2,4.55,6,13.64,31038
31,39,22,13,59.09,1,4.55,5,22.73,0,0.0,1,4.55,2,9.09,31039
31,40,52,10,19.23,10,19.23,15,28.85,7,13.46,6,11.54,4,7.69,31040
31,41,64,17,26.56,12,18.75,14,21.88,11,17.19,4,6.25,6,9.38,31041
31,42,53,14,26.42,6,11.32,21,39.62,5,9.43,1,1.89,6,11.32,31042
31,43,35,2,5.71,2,5.71,13,37.14,7,20.0,6,17.14,5,14.29,31043
31,44,21,6,28.57,4,19.05,6,28.57,0,0.0,0,0.0,5,23.81,31044
31,45,28,7,25.0,4,14.29,9,32.14,1,3.57,5,17.86,2,7.14,31045
31,46,59,24,40.68,8,13.56,18,30.51,2,3.39,4,6.78,3,5.08,31046
31,47,59,11,18.64,8,13.56,18,30.51,9,15.25,5,8.47,8,13.56,31047
32,1,68,10,14.71,3,4.41,16,23.53,15,22.06,20,29.41,4,5.88,32001
32,2,71,25,35.21,6,8.45,10,14.08,7,9.86,16,22.54,7,9.86,32002
32,3,44,12,27.27,3,6.82,10,22.73,4,9.09,10,22.73,5,11.36,32003
32,4,89,13,14.61,6,6.74,20,22.47,18,20.22,22,24.72,10,11.24,32004
32,5,41,6,14.63,3,7.32,10,24.39,10,24.39,9,21.95,3,7.32,32005
32,6,59,8,13.56,4,6.78,15,25.42,17,28.81,9,15.25,6,10.17,32006
32,7,36,9,25.0,1,2.78,8,22.22,8,22.22,8,22.22,2,5.56,32007
32,8,67,12,17.91,3,4.48,10,14.93,13,19.4,21,31.34,8,11.94,32008
32,9,79,25,31.65,4,5.06,13,16.46,14,17.72,16,20.25,7,8.86,32009
32,10,54,10,18.52,6,11.11,15,27.78,7,12.96,10,18.52,6,11.11,32010
32,11,50,6,12.0,5,10.0,15,30.0,11,22.0,9,18.0,4,8.0,32011
32,12,42,8,19.05,6,14.29,16,38.1,8,19.05,1,2.38,3,7.14,32012
32,13,14,1,7.14,0,0.0,3,21.43,2,14.29,4,28.57,4,28.57,32013
32,14,57,11,19.3,9,15.79,15,26.32,11,19.3,6,10.53,5,8.77,32014
32,15,23,4,17.39,0,0.0,6,26.09,6,26.09,5,21.74,2,8.7,32015
32,16,52,11,21.15,6,11.54,9,17.31,13,25.0,10,19.23,3,5.77,32016
32,17,65,17,26.15,5,7.69,10,15.38,13,20.0,15,23.08,5,7.69,32017
32,18,34,9,26.47,1,2.94,2,5.88,9,26.47,7,20.59,6,17.65,32018
32,19,52,7,13.46,4,7.69,25,48.08,4,7.69,8,15.38,4,7.69,32019
32,20,27,5,18.52,1,3.7,11,40.74,4,14.81,3,11.11,3,11.11,32020
32,21,30,6,20.0,2,6.67,12,40.0,4,13.33,6,20.0,0,0.0,32021
32,22,46,9,19.57,1,2.17,11,23.91,10,21.74,10,21.74,5,10.87,32022
32,23,58,14,24.14,1,1.72,17,29.31,7,12.07,12,20.69,7,12.07,32023
32,24,38,9,23.68,2,5.26,5,13.16,9,23.68,8,21.05,5,13.16,32024
32,25,37,6,16.22,5,13.51,5,13.51,13,35.14,3,8.11,5,13.51,32025
32,26,46,16,34.78,4,8.7,8,17.39,7,15.22,7,15.22,4,8.7,32026
32,27,42,7,16.67,1,2.38,8,19.05,11,26.19,10,23.81,5,11.9,32027
32,28,35,6,17.14,2,5.71,10,28.57,7,20.0,7,20.0,3,8.57,32028
32,29,54,11,20.37,3,5.56,12,22.22,13,24.07,12,22.22,3,5.56,32029
32,30,34,5,14.71,2,5.88,6,17.65,9,26.47,9,26.47,3,8.82,32030
32,31,78,8,10.26,9,11.54,19,24.36,16,20.51,16,20.51,10,12.82,32031
32,32,45,10,22.22,1,2.22,12,26.67,7,15.56,11,24.44,4,8.89,32032
32,33,55,4,7.27,6,10.91,15,27.27,11,20.0,13,23.64,6,10.91,32033
32,34,40,4,10.0,3,7.5,9,22.5,11,27.5,9,22.5,4,10.0,32034
32,35,59,13,22.03,2,3.39,12,20.34,14,23.73,17,28.81,1,1.69,32035
32,36,52,13,25.0,7,13.46,10,19.23,10,19.23,11,21.15,1,1.92,32036
32,37,46,7,15.22,6,13.04,12,26.09,7,15.22,7,15.22,7,15.22,32037
32,38,43,12,27.91,6,13.95,7,16.28,6,13.95,6,13.95,6,13.95,32038
32,39,51,4,7.84,6,11.76,14,27.45,10,19.61,13,25.49,4,7.84,32039
32,40,46,12,26.09,4,8.7,6,13.04,9,19.57,8,17.39,7,15.22,32040
32,41,49,12,24.49,5,10.2,9,18.37,5,10.2,8,16.33,10,20.41,32041
32,42,60,12,20.0,8,13.33,12,20.0,11,18.33,11,18.33,6,10.0,32042
32,43,48,10,20.83,0,0.0,10,20.83,6,12.5,17,35.42,5,10.42,32043
