ward,precinct,total,Maureen Elizabeth Connors,Maureen Elizabeth Connors Percent,precinct_id
40,35,64,64,100.0,40035
40,36,68,68,100.0,40036
40,37,51,51,100.0,40037
40,38,35,35,100.0,40038
40,39,45,45,100.0,40039
40,40,36,36,100.0,40040
40,41,138,138,100.0,40041
41,1,63,63,100.0,41001
41,2,114,114,100.0,41002
41,3,64,64,100.0,41003
41,4,80,80,100.0,41004
41,5,95,95,100.0,41005
41,6,65,65,100.0,41006
41,7,81,81,100.0,41007
41,8,56,56,100.0,41008
41,9,63,63,100.0,41009
41,10,65,65,100.0,41010
41,11,73,73,100.0,41011
41,12,69,69,100.0,41012
41,13,41,41,100.0,41013
41,14,94,94,100.0,41014
41,15,72,72,100.0,41015
41,16,64,64,100.0,41016
41,17,80,80,100.0,41017
41,18,75,75,100.0,41018
41,19,85,85,100.0,41019
41,20,103,103,100.0,41020
41,21,82,82,100.0,41021
41,22,64,64,100.0,41022
41,23,68,68,100.0,41023
41,24,72,72,100.0,41024
41,25,22,22,100.0,41025
41,26,19,19,100.0,41026
41,27,17,17,100.0,41027
41,28,54,54,100.0,41028
41,29,20,20,100.0,41029
41,30,66,66,100.0,41030
41,31,83,83,100.0,41031
41,32,36,36,100.0,41032
41,33,45,45,100.0,41033
41,34,60,60,100.0,41034
41,35,71,71,100.0,41035
41,36,83,83,100.0,41036
41,37,76,76,100.0,41037
41,38,86,86,100.0,41038
41,39,40,40,100.0,41039
41,40,78,78,100.0,41040
41,41,60,60,100.0,41041
41,42,97,97,100.0,41042
41,43,58,58,100.0,41043
41,44,65,65,100.0,41044
41,45,56,56,100.0,41045
41,46,61,61,100.0,41046
41,47,63,63,100.0,41047
41,48,45,45,100.0,41048
41,49,88,88,100.0,41049
41,50,78,78,100.0,41050
41,51,49,49,100.0,41051
41,52,125,125,100.0,41052
41,53,66,66,100.0,41053
41,54,56,56,100.0,41054
41,55,37,37,100.0,41055
41,56,92,92,100.0,41056
41,57,53,53,100.0,41057
42,1,86,86,100.0,42001
42,2,47,47,100.0,42002
42,3,50,50,100.0,42003
42,4,67,67,100.0,42004
42,5,60,60,100.0,42005
42,6,159,159,100.0,42006
42,7,52,52,100.0,42007
42,8,76,76,100.0,42008
42,9,129,129,100.0,42009
42,10,120,120,100.0,42010
42,11,91,91,100.0,42011
42,12,46,46,100.0,42012
42,13,140,140,100.0,42013
42,14,52,52,100.0,42014
42,15,54,54,100.0,42015
42,16,38,38,100.0,42016
42,17,142,142,100.0,42017
42,18,92,92,100.0,42018
42,19,15,15,100.0,42019
42,20,35,35,100.0,42020
42,21,28,28,100.0,42021
42,22,29,29,100.0,42022
42,23,82,82,100.0,42023
42,24,57,57,100.0,42024
42,25,54,54,100.0,42025
42,26,103,103,100.0,42026
42,27,67,67,100.0,42027
42,28,77,77,100.0,42028
42,29,75,75,100.0,42029
42,30,42,42,100.0,42030
42,31,44,44,100.0,42031
42,32,55,55,100.0,42032
42,33,108,108,100.0,42033
42,34,49,49,100.0,42034
42,35,63,63,100.0,42035
42,36,37,37,100.0,42036
42,37,45,45,100.0,42037
42,38,37,37,100.0,42038
42,39,44,44,100.0,42039
42,40,65,65,100.0,42040
42,41,68,68,100.0,42041
42,42,79,79,100.0,42042
42,43,75,75,100.0,42043
42,44,50,50,100.0,42044
42,45,56,56,100.0,42045
42,46,32,32,100.0,42046
42,47,49,49,100.0,42047
42,48,42,42,100.0,42048
42,49,15,15,100.0,42049
42,50,92,92,100.0,42050
42,51,131,131,100.0,42051
42,52,47,47,100.0,42052
42,53,94,94,100.0,42053
42,54,42,42,100.0,42054
42,55,57,57,100.0,42055
42,56,54,54,100.0,42056
42,57,45,45,100.0,42057
42,58,23,23,100.0,42058
42,59,44,44,100.0,42059
42,60,36,36,100.0,42060
42,61,30,30,100.0,42061
42,62,40,40,100.0,42062
42,63,70,70,100.0,42063
42,64,25,25,100.0,42064
42,65,70,70,100.0,42065
42,66,48,48,100.0,42066
42,67,75,75,100.0,42067
43,1,85,85,100.0,43001
43,2,48,48,100.0,43002
43,3,68,68,100.0,43003
43,4,70,70,100.0,43004
43,5,43,43,100.0,43005
43,6,93,93,100.0,43006
43,7,91,91,100.0,43007
43,8,92,92,100.0,43008
43,9,55,55,100.0,43009
43,10,48,48,100.0,43010
43,11,45,45,100.0,43011
43,12,78,78,100.0,43012
43,13,57,57,100.0,43013
43,14,63,63,100.0,43014
43,15,57,57,100.0,43015
43,16,52,52,100.0,43016
43,17,100,100,100.0,43017
43,18,76,76,100.0,43018
43,19,76,76,100.0,43019
43,20,87,87,100.0,43020
43,21,65,65,100.0,43021
43,22,41,41,100.0,43022
43,23,62,62,100.0,43023
43,24,72,72,100.0,43024
43,25,65,65,100.0,43025
43,26,58,58,100.0,43026
43,27,47,47,100.0,43027
43,28,71,71,100.0,43028
43,29,47,47,100.0,43029
43,30,57,57,100.0,43030
43,31,36,36,100.0,43031
43,32,65,65,100.0,43032
43,33,34,34,100.0,43033
43,34,25,25,100.0,43034
43,35,70,70,100.0,43035
43,36,50,50,100.0,43036
43,37,63,63,100.0,43037
43,38,28,28,100.0,43038
43,39,90,90,100.0,43039
43,40,72,72,100.0,43040
43,41,31,31,100.0,43041
43,42,27,27,100.0,43042
43,43,42,42,100.0,43043
43,44,55,55,100.0,43044
43,45,62,62,100.0,43045
43,46,57,57,100.0,43046
43,47,98,98,100.0,43047
43,48,42,42,100.0,43048
43,49,57,57,100.0,43049
43,50,42,42,100.0,43050
43,51,100,100,100.0,43051
44,1,62,62,100.0,44001
44,2,49,49,100.0,44002
44,3,90,90,100.0,44003
44,4,98,98,100.0,44004
44,5,80,80,100.0,44005
44,6,40,40,100.0,44006
44,7,62,62,100.0,44007
44,8,50,50,100.0,44008
44,9,32,32,100.0,44009
44,10,25,25,100.0,44010
44,11,55,55,100.0,44011
44,12,91,91,100.0,44012
44,13,36,36,100.0,44013
44,14,52,52,100.0,44014
44,15,82,82,100.0,44015
44,16,48,48,100.0,44016
44,17,88,88,100.0,44017
44,18,26,26,100.0,44018
44,19,89,89,100.0,44019
44,20,53,53,100.0,44020
44,21,53,53,100.0,44021
44,22,77,77,100.0,44022
44,23,49,49,100.0,44023
44,24,111,111,100.0,44024
44,25,34,34,100.0,44025
44,26,51,51,100.0,44026
44,27,62,62,100.0,44027
44,28,35,35,100.0,44028
44,29,51,51,100.0,44029
44,30,51,51,100.0,44030
44,31,50,50,100.0,44031
44,32,36,36,100.0,44032
44,33,70,70,100.0,44033
44,34,35,35,100.0,44034
44,35,147,147,100.0,44035
44,36,39,39,100.0,44036
44,37,69,69,100.0,44037
44,38,33,33,100.0,44038
44,39,47,47,100.0,44039
44,40,52,52,100.0,44040
44,41,79,79,100.0,44041
44,42,82,82,100.0,44042
44,43,47,47,100.0,44043
44,44,75,75,100.0,44044
44,45,56,56,100.0,44045
44,46,35,35,100.0,44046
44,47,70,70,100.0,44047
45,1,106,106,100.0,45001
45,2,85,85,100.0,45002
45,3,105,105,100.0,45003
45,4,84,84,100.0,45004
45,5,77,77,100.0,45005
45,6,71,71,100.0,45006
45,7,67,67,100.0,45007
45,8,62,62,100.0,45008
45,9,80,80,100.0,45009
45,10,78,78,100.0,45010
45,11,75,75,100.0,45011
45,12,85,85,100.0,45012
45,13,96,96,100.0,45013
45,14,88,88,100.0,45014
45,15,88,88,100.0,45015
45,16,85,85,100.0,45016
45,17,53,53,100.0,45017
45,18,101,101,100.0,45018
45,19,100,100,100.0,45019
45,20,79,79,100.0,45020
45,21,79,79,100.0,45021
45,22,54,54,100.0,45022
45,23,95,95,100.0,45023
45,24,85,85,100.0,45024
45,25,89,89,100.0,45025
45,26,99,99,100.0,45026
45,27,63,63,100.0,45027
45,28,95,95,100.0,45028
45,29,79,79,100.0,45029
45,30,64,64,100.0,45030
45,31,87,87,100.0,45031
45,32,39,39,100.0,45032
45,33,67,67,100.0,45033
45,34,71,71,100.0,45034
45,35,93,93,100.0,45035
45,36,86,86,100.0,45036
45,37,88,88,100.0,45037
45,38,89,89,100.0,45038
45,39,101,101,100.0,45039
45,40,109,109,100.0,45040
45,41,53,53,100.0,45041
45,42,77,77,100.0,45042
45,43,52,52,100.0,45043
45,44,83,83,100.0,45044
45,45,70,70,100.0,45045
45,46,106,106,100.0,45046
45,47,67,67,100.0,45047
45,48,86,86,100.0,45048
45,49,86,86,100.0,45049
45,50,58,58,100.0,45050
45,51,81,81,100.0,45051
45,52,78,78,100.0,45052
45,53,51,51,100.0,45053
46,1,152,152,100.0,46001
46,2,68,68,100.0,46002
46,3,75,75,100.0,46003
46,4,51,51,100.0,46004
46,5,35,35,100.0,46005
46,6,72,72,100.0,46006
46,7,46,46,100.0,46007
46,8,72,72,100.0,46008
46,9,57,57,100.0,46009
46,10,38,38,100.0,46010
46,11,65,65,100.0,46011
46,12,63,63,100.0,46012
46,13,56,56,100.0,46013
46,14,45,45,100.0,46014
46,15,76,76,100.0,46015
46,16,59,59,100.0,46016
46,17,108,108,100.0,46017
46,18,120,120,100.0,46018
46,19,77,77,100.0,46019
46,20,63,63,100.0,46020
46,21,20,20,100.0,46021
46,22,70,70,100.0,46022
46,23,68,68,100.0,46023
46,24,33,33,100.0,46024
46,25,71,71,100.0,46025
46,26,68,68,100.0,46026
46,27,74,74,100.0,46027
46,28,76,76,100.0,46028
46,29,75,75,100.0,46029
46,30,89,89,100.0,46030
46,31,95,95,100.0,46031
46,32,68,68,100.0,46032
46,33,74,74,100.0,46033
46,34,78,78,100.0,46034
46,35,89,89,100.0,46035
46,36,73,73,100.0,46036
46,37,66,66,100.0,46037
46,38,64,64,100.0,46038
46,39,95,95,100.0,46039
46,40,52,52,100.0,46040
46,41,65,65,100.0,46041
46,42,94,94,100.0,46042
46,43,94,94,100.0,46043
46,44,59,59,100.0,46044
46,45,67,67,100.0,46045
47,1,63,63,100.0,47001
47,2,65,65,100.0,47002
47,3,118,118,100.0,47003
47,4,75,75,100.0,47004
47,5,69,69,100.0,47005
47,6,66,66,100.0,47006
47,7,63,63,100.0,47007
47,8,67,67,100.0,47008
47,9,49,49,100.0,47009
47,10,43,43,100.0,47010
47,11,105,105,100.0,47011
47,12,50,50,100.0,47012
47,13,96,96,100.0,47013
47,14,48,48,100.0,47014
47,15,70,70,100.0,47015
47,16,70,70,100.0,47016
47,17,51,51,100.0,47017
47,18,62,62,100.0,47018
47,19,107,107,100.0,47019
47,20,74,74,100.0,47020
47,21,67,67,100.0,47021
47,22,58,58,100.0,47022
47,23,40,40,100.0,47023
47,24,54,54,100.0,47024
47,25,68,68,100.0,47025
47,26,78,78,100.0,47026
47,27,41,41,100.0,47027
47,28,64,64,100.0,47028
47,29,75,75,100.0,47029
47,30,84,84,100.0,47030
47,31,67,67,100.0,47031
47,32,72,72,100.0,47032
47,33,68,68,100.0,47033
47,34,75,75,100.0,47034
47,35,69,69,100.0,47035
47,36,87,87,100.0,47036
47,37,79,79,100.0,47037
47,38,65,65,100.0,47038
47,39,68,68,100.0,47039
47,40,38,38,100.0,47040
47,41,95,95,100.0,47041
47,42,47,47,100.0,47042
47,43,85,85,100.0,47043
47,44,69,69,100.0,47044
47,45,74,74,100.0,47045
47,46,39,39,100.0,47046
47,47,34,34,100.0,47047
47,48,24,24,100.0,47048
47,49,36,36,100.0,47049
47,50,44,44,100.0,47050
48,1,62,62,100.0,48001
48,2,84,84,100.0,48002
48,3,122,122,100.0,48003
48,4,85,85,100.0,48004
48,5,105,105,100.0,48005
48,6,103,103,100.0,48006
48,7,63,63,100.0,48007
48,8,58,58,100.0,48008
48,9,88,88,100.0,48009
48,10,49,49,100.0,48010
48,11,107,107,100.0,48011
48,12,72,72,100.0,48012
48,13,82,82,100.0,48013
48,14,100,100,100.0,48014
48,15,48,48,100.0,48015
48,16,74,74,100.0,48016
48,17,86,86,100.0,48017
48,18,68,68,100.0,48018
48,19,90,90,100.0,48019
48,20,65,65,100.0,48020
48,21,105,105,100.0,48021
48,22,142,142,100.0,48022
48,23,84,84,100.0,48023
48,24,41,41,100.0,48024
48,25,90,90,100.0,48025
48,26,83,83,100.0,48026
48,27,94,94,100.0,48027
48,28,92,92,100.0,48028
48,29,134,134,100.0,48029
48,30,95,95,100.0,48030
48,31,67,67,100.0,48031
48,32,65,65,100.0,48032
48,33,99,99,100.0,48033
48,34,71,71,100.0,48034
48,35,80,80,100.0,48035
48,36,85,85,100.0,48036
48,37,48,48,100.0,48037
48,38,116,116,100.0,48038
48,39,88,88,100.0,48039
48,40,62,62,100.0,48040
48,41,43,43,100.0,48041
48,42,76,76,100.0,48042
48,43,91,91,100.0,48043
48,44,94,94,100.0,48044
48,45,66,66,100.0,48045
48,46,112,112,100.0,48046
48,47,67,67,100.0,48047
48,48,89,89,100.0,48048
48,49,18,18,100.0,48049
48,50,96,96,100.0,48050
48,51,133,133,100.0,48051
48,52,61,61,100.0,48052
49,1,95,95,100.0,49001
49,2,116,116,100.0,49002
49,3,79,79,100.0,49003
49,4,50,50,100.0,49004
49,5,105,105,100.0,49005
49,6,96,96,100.0,49006
49,7,150,150,100.0,49007
49,8,96,96,100.0,49008
49,9,77,77,100.0,49009
49,10,87,87,100.0,49010
49,11,69,69,100.0,49011
49,12,104,104,100.0,49012
49,13,127,127,100.0,49013
49,14,75,75,100.0,49014
49,15,84,84,100.0,49015
49,16,94,94,100.0,49016
49,17,16,16,100.0,49017
49,18,64,64,100.0,49018
49,19,139,139,100.0,49019
49,20,125,125,100.0,49020
49,21,78,78,100.0,49021
49,22,96,96,100.0,49022
49,23,74,74,100.0,49023
49,24,172,172,100.0,49024
49,25,95,95,100.0,49025
49,26,96,96,100.0,49026
49,27,103,103,100.0,49027
49,28,60,60,100.0,49028
49,29,94,94,100.0,49029
49,30,99,99,100.0,49030
49,31,92,92,100.0,49031
49,32,91,91,100.0,49032
49,33,82,82,100.0,49033
49,34,96,96,100.0,49034
49,35,108,108,100.0,49035
49,36,119,119,100.0,49036
49,37,119,119,100.0,49037
49,38,73,73,100.0,49038
50,1,65,65,100.0,50001
50,2,72,72,100.0,50002
50,3,59,59,100.0,50003
50,4,63,63,100.0,50004
50,5,40,40,100.0,50005
50,6,65,65,100.0,50006
50,7,95,95,100.0,50007
50,8,29,29,100.0,50008
50,9,64,64,100.0,50009
50,10,31,31,100.0,50010
50,11,39,39,100.0,50011
50,12,56,56,100.0,50012
50,13,66,66,100.0,50013
50,14,34,34,100.0,50014
50,15,90,90,100.0,50015
50,16,45,45,100.0,50016
50,17,29,29,100.0,50017
50,18,55,55,100.0,50018
50,19,43,43,100.0,50019
50,20,72,72,100.0,50020
50,21,57,57,100.0,50021
50,22,44,44,100.0,50022
50,23,39,39,100.0,50023
50,24,57,57,100.0,50024
50,25,31,31,100.0,50025
50,26,31,31,100.0,50026
50,27,33,33,100.0,50027
50,28,71,71,100.0,50028
50,29,52,52,100.0,50029
50,30,44,44,100.0,50030
50,31,20,20,100.0,50031
50,32,57,57,100.0,50032
50,33,31,31,100.0,50033
50,34,58,58,100.0,50034
50,35,100,100,100.0,50035
50,36,56,56,100.0,50036
50,37,74,74,100.0,50037
50,38,63,63,100.0,50038
50,39,40,40,100.0,50039
50,40,32,32,100.0,50040
50,41,64,64,100.0,50041
50,42,66,66,100.0,50042
50,43,43,43,100.0,50043
50,44,25,25,100.0,50044
50,45,18,18,100.0,50045
