ward,precinct,total,Hillary Clinton,Hillary Clinton Percent,Willie L. Wilson,Willie L. Wilson Percent,Martin J. O'Malley,Martin J. O'Malley Percent,Roque ''Rocky'' De La Fuente,Roque ''Rocky'' De La Fuente Percent,Larry (Lawrence) Cohen,Larry (Lawrence) Cohen Percent,Bernie Sanders,Bernie Sanders Percent,precinct_id
15,24,279,190,68.1,4,1.43,0,0.0,0,0.0,0,0.0,85,30.47,15024
16,1,379,140,36.94,1,0.26,0,0.0,0,0.0,2,0.53,236,62.27,16001
16,2,337,205,60.83,3,0.89,0,0.0,0,0.0,1,0.3,128,37.98,16002
16,3,278,190,68.35,4,1.44,0,0.0,1,0.36,0,0.0,83,29.86,16003
16,4,277,180,64.98,3,1.08,1,0.36,0,0.0,1,0.36,92,33.21,16004
16,5,287,186,64.81,1,0.35,0,0.0,0,0.0,0,0.0,100,34.84,16005
16,6,309,209,67.64,0,0.0,0,0.0,0,0.0,0,0.0,100,32.36,16006
16,7,303,185,61.06,2,0.66,0,0.0,0,0.0,0,0.0,116,38.28,16007
16,8,246,149,60.57,0,0.0,0,0.0,0,0.0,0,0.0,97,39.43,16008
16,9,329,235,71.43,2,0.61,0,0.0,0,0.0,1,0.3,91,27.66,16009
16,10,295,222,75.25,2,0.68,0,0.0,0,0.0,0,0.0,71,24.07,16010
16,11,312,180,57.69,3,0.96,0,0.0,0,0.0,0,0.0,129,41.35,16011
16,12,281,185,65.84,3,1.07,1,0.36,1,0.36,0,0.0,91,32.38,16012
16,13,312,171,54.81,1,0.32,0,0.0,1,0.32,0,0.0,139,44.55,16013
16,14,269,180,66.91,4,1.49,1,0.37,0,0.0,0,0.0,84,31.23,16014
16,15,343,238,69.39,2,0.58,0,0.0,0,0.0,1,0.29,102,29.74,16015
16,16,328,229,69.82,2,0.61,1,0.3,0,0.0,0,0.0,96,29.27,16016
16,17,316,175,55.38,1,0.32,0,0.0,0,0.0,0,0.0,140,44.3,16017
16,18,315,209,66.35,1,0.32,0,0.0,0,0.0,0,0.0,105,33.33,16018
16,19,322,196,60.87,0,0.0,2,0.62,0,0.0,0,0.0,124,38.51,16019
16,20,286,190,66.43,5,1.75,1,0.35,0,0.0,0,0.0,90,31.47,16020
16,21,269,187,69.52,1,0.37,0,0.0,0,0.0,1,0.37,80,29.74,16021
16,22,297,199,67.0,8,2.69,0,0.0,0,0.0,0,0.0,90,30.3,16022
16,23,312,173,55.45,1,0.32,0,0.0,0,0.0,0,0.0,138,44.23,16023
16,24,216,149,68.98,2,0.93,0,0.0,1,0.46,1,0.46,63,29.17,16024
16,25,322,215,66.77,5,1.55,0,0.0,0,0.0,1,0.31,101,31.37,16025
16,26,273,191,69.96,5,1.83,1,0.37,0,0.0,0,0.0,76,27.84,16026
16,27,297,201,67.68,2,0.67,0,0.0,0,0.0,0,0.0,94,31.65,16027
16,28,313,210,67.09,2,0.64,0,0.0,1,0.32,0,0.0,100,31.95,16028
16,29,305,218,71.48,0,0.0,0,0.0,0,0.0,0,0.0,87,28.52,16029
16,30,259,183,70.66,3,1.16,1,0.39,0,0.0,1,0.39,71,27.41,16030
16,31,324,230,70.99,2,0.62,1,0.31,0,0.0,0,0.0,91,28.09,16031
16,32,345,158,45.8,2,0.58,0,0.0,1,0.29,0,0.0,184,53.33,16032
16,33,289,215,74.39,5,1.73,0,0.0,0,0.0,2,0.69,67,23.18,16033
16,34,300,215,71.67,3,1.0,0,0.0,0,0.0,0,0.0,82,27.33,16034
16,35,331,171,51.66,1,0.3,0,0.0,0,0.0,0,0.0,159,48.04,16035
16,36,230,164,71.3,0,0.0,0,0.0,0,0.0,0,0.0,66,28.7,16036
17,1,320,157,49.06,2,0.63,0,0.0,0,0.0,0,0.0,161,50.31,17001
17,2,337,226,67.06,2,0.59,0,0.0,0,0.0,1,0.3,108,32.05,17002
17,3,357,237,66.39,2,0.56,1,0.28,0,0.0,1,0.28,116,32.49,17003
17,4,489,329,67.28,8,1.64,0,0.0,0,0.0,0,0.0,152,31.08,17004
17,5,313,216,69.01,1,0.32,2,0.64,0,0.0,1,0.32,93,29.71,17005
17,6,349,201,57.59,4,1.15,0,0.0,1,0.29,0,0.0,143,40.97,17006
17,7,331,175,52.87,1,0.3,1,0.3,0,0.0,0,0.0,154,46.53,17007
17,8,372,240,64.52,2,0.54,0,0.0,0,0.0,0,0.0,130,34.95,17008
17,9,369,244,66.12,5,1.36,2,0.54,0,0.0,0,0.0,118,31.98,17009
17,10,392,261,66.58,4,1.02,0,0.0,0,0.0,0,0.0,127,32.4,17010
17,11,323,229,70.9,2,0.62,1,0.31,0,0.0,0,0.0,91,28.17,17011
17,12,447,231,51.68,1,0.22,0,0.0,0,0.0,1,0.22,214,47.87,17012
17,13,314,221,70.38,4,1.27,0,0.0,0,0.0,0,0.0,89,28.34,17013
17,14,372,227,61.02,2,0.54,0,0.0,0,0.0,0,0.0,143,38.44,17014
17,15,408,268,65.69,4,0.98,0,0.0,0,0.0,1,0.25,135,33.09,17015
17,16,337,190,56.38,1,0.3,0,0.0,0,0.0,0,0.0,146,43.32,17016
17,17,344,198,57.56,2,0.58,2,0.58,0,0.0,0,0.0,142,41.28,17017
17,18,385,268,69.61,1,0.26,0,0.0,1,0.26,0,0.0,115,29.87,17018
17,19,236,140,59.32,2,0.85,1,0.42,0,0.0,0,0.0,93,39.41,17019
17,20,451,284,62.97,5,1.11,0,0.0,0,0.0,0,0.0,162,35.92,17020
17,21,446,295,66.14,4,0.9,0,0.0,0,0.0,0,0.0,147,32.96,17021
17,22,320,223,69.69,6,1.88,0,0.0,0,0.0,1,0.31,90,28.13,17022
17,23,240,171,71.25,4,1.67,1,0.42,0,0.0,0,0.0,64,26.67,17023
17,24,432,294,68.06,7,1.62,0,0.0,0,0.0,1,0.23,130,30.09,17024
17,25,303,191,63.04,3,0.99,0,0.0,0,0.0,1,0.33,108,35.64,17025
17,26,415,269,64.82,6,1.45,0,0.0,1,0.24,0,0.0,139,33.49,17026
17,27,381,279,73.23,7,1.84,0,0.0,0,0.0,0,0.0,95,24.93,17027
17,28,316,231,73.1,3,0.95,0,0.0,0,0.0,0,0.0,82,25.95,17028
17,29,362,249,68.78,8,2.21,0,0.0,1,0.28,1,0.28,103,28.45,17029
17,30,291,157,53.95,2,0.69,1,0.34,1,0.34,0,0.0,130,44.67,17030
17,31,247,173,70.04,1,0.4,1,0.4,0,0.0,0,0.0,72,29.15,17031
17,32,320,232,72.5,0,0.0,1,0.31,0,0.0,0,0.0,87,27.19,17032
17,33,255,185,72.55,2,0.78,0,0.0,0,0.0,0,0.0,68,26.67,17033
17,34,277,197,71.12,3,1.08,0,0.0,0,0.0,1,0.36,76,27.44,17034
17,35,292,189,64.73,1,0.34,0,0.0,0,0.0,0,0.0,102,34.93,17035
17,36,418,278,66.51,2,0.48,1,0.24,0,0.0,0,0.0,137,32.78,17036
17,37,334,245,73.35,0,0.0,1,0.3,0,0.0,0,0.0,88,26.35,17037
17,38,379,255,67.28,2,0.53,1,0.26,0,0.0,0,0.0,121,31.93,17038
17,39,347,244,70.32,2,0.58,1,0.29,0,0.0,0,0.0,100,28.82,17039
17,40,388,249,64.18,4,1.03,1,0.26,0,0.0,0,0.0,134,34.54,17040
17,41,410,279,68.05,5,1.22,0,0.0,0,0.0,0,0.0,126,30.73,17041
18,1,333,181,54.35,1,0.3,0,0.0,0,0.0,0,0.0,151,45.35,18001
18,2,315,140,44.44,1,0.32,2,0.63,1,0.32,0,0.0,171,54.29,18002
18,3,268,136,50.75,5,1.87,3,1.12,0,0.0,0,0.0,124,46.27,18003
18,4,383,238,62.14,2,0.52,0,0.0,0,0.0,0,0.0,143,37.34,18004
18,5,246,179,72.76,1,0.41,0,0.0,1,0.41,0,0.0,65,26.42,18005
18,6,259,132,50.97,3,1.16,2,0.77,1,0.39,0,0.0,121,46.72,18006
18,7,354,197,55.65,3,0.85,0,0.0,0,0.0,1,0.28,153,43.22,18007
18,8,369,213,57.72,5,1.36,1,0.27,0,0.0,0,0.0,150,40.65,18008
18,9,343,207,60.35,1,0.29,1,0.29,0,0.0,2,0.58,132,38.48,18009
18,10,478,311,65.06,5,1.05,0,0.0,0,0.0,0,0.0,162,33.89,18010
18,11,303,160,52.81,3,0.99,1,0.33,0,0.0,0,0.0,139,45.87,18011
18,12,348,233,66.95,3,0.86,0,0.0,0,0.0,0,0.0,112,32.18,18012
18,13,386,229,59.33,7,1.81,0,0.0,0,0.0,1,0.26,149,38.6,18013
18,14,390,242,62.05,4,1.03,0,0.0,0,0.0,0,0.0,144,36.92,18014
18,15,418,218,52.15,0,0.0,0,0.0,1,0.24,1,0.24,198,47.37,18015
18,16,355,239,67.32,1,0.28,0,0.0,1,0.28,0,0.0,114,32.11,18016
18,17,349,197,56.45,0,0.0,0,0.0,0,0.0,0,0.0,152,43.55,18017
18,18,323,225,69.66,3,0.93,1,0.31,0,0.0,1,0.31,93,28.79,18018
18,19,362,262,72.38,2,0.55,0,0.0,0,0.0,1,0.28,97,26.8,18019
18,20,316,218,68.99,4,1.27,0,0.0,0,0.0,0,0.0,94,29.75,18020
18,21,453,268,59.16,4,0.88,1,0.22,0,0.0,1,0.22,179,39.51,18021
18,22,445,294,66.07,1,0.22,0,0.0,0,0.0,0,0.0,150,33.71,18022
18,23,352,207,58.81,1,0.28,0,0.0,0,0.0,0,0.0,144,40.91,18023
18,24,313,137,43.77,3,0.96,2,0.64,0,0.0,0,0.0,171,54.63,18024
18,25,301,139,46.18,1,0.33,2,0.66,0,0.0,0,0.0,159,52.82,18025
18,26,457,270,59.08,2,0.44,0,0.0,0,0.0,0,0.0,185,40.48,18026
18,27,278,165,59.35,0,0.0,0,0.0,0,0.0,0,0.0,113,40.65,18027
18,28,288,132,45.83,3,1.04,5,1.74,0,0.0,0,0.0,148,51.39,18028
18,29,342,212,61.99,1,0.29,0,0.0,0,0.0,0,0.0,129,37.72,18029
18,30,346,161,46.53,0,0.0,2,0.58,1,0.29,1,0.29,181,52.31,18030
18,31,379,214,56.46,3,0.79,0,0.0,0,0.0,0,0.0,162,42.74,18031
18,32,384,266,69.27,1,0.26,0,0.0,0,0.0,0,0.0,117,30.47,18032
18,33,325,216,66.46,4,1.23,0,0.0,0,0.0,1,0.31,104,32.0,18033
18,34,454,319,70.26,7,1.54,0,0.0,0,0.0,0,0.0,128,28.19,18034
18,35,411,261,63.5,5,1.22,1,0.24,0,0.0,1,0.24,143,34.79,18035
18,36,352,169,48.01,2,0.57,2,0.57,0,0.0,1,0.28,178,50.57,18036
18,37,401,231,57.61,2,0.5,1,0.25,0,0.0,0,0.0,167,41.65,18037
18,38,348,238,68.39,4,1.15,0,0.0,0,0.0,0,0.0,106,30.46,18038
18,39,280,172,61.43,3,1.07,1,0.36,1,0.36,0,0.0,103,36.79,18039
18,40,402,196,48.76,0,0.0,6,1.49,1,0.25,0,0.0,199,49.5,18040
18,41,410,259,63.17,1,0.24,1,0.24,0,0.0,1,0.24,148,36.1,18041
18,42,297,182,61.28,0,0.0,1,0.34,0,0.0,0,0.0,114,38.38,18042
18,43,282,129,45.74,0,0.0,2,0.71,0,0.0,0,0.0,151,53.55,18043
18,44,267,108,40.45,0,0.0,6,2.25,1,0.37,0,0.0,152,56.93,18044
18,45,312,177,56.73,4,1.28,0,0.0,0,0.0,0,0.0,131,41.99,18045
18,46,355,150,42.25,3,0.85,5,1.41,2,0.56,2,0.56,193,54.37,18046
18,47,269,166,61.71,0,0.0,0,0.0,0,0.0,0,0.0,103,38.29,18047
18,48,305,191,62.62,1,0.33,0,0.0,0,0.0,0,0.0,113,37.05,18048
18,49,263,150,57.03,4,1.52,0,0.0,0,0.0,0,0.0,109,41.44,18049
18,50,293,190,64.85,5,1.71,0,0.0,0,0.0,0,0.0,98,33.45,18050
19,1,274,112,40.88,3,1.09,12,4.38,1,0.36,0,0.0,146,53.28,19001
19,2,485,267,55.05,6,1.24,1,0.21,2,0.41,1,0.21,208,42.89,19002
19,3,182,66,36.26,4,2.2,7,3.85,1,0.55,1,0.55,103,56.59,19003
19,4,281,93,33.1,3,1.07,8,2.85,2,0.71,3,1.07,172,61.21,19004
19,5,395,207,52.41,1,0.25,7,1.77,1,0.25,0,0.0,179,45.32,19005
19,6,249,118,47.39,3,1.2,9,3.61,0,0.0,0,0.0,119,47.79,19006
19,7,291,128,43.99,7,2.41,11,3.78,0,0.0,3,1.03,142,48.8,19007
19,8,274,104,37.96,5,1.82,9,3.28,2,0.73,0,0.0,154,56.2,19008
19,9,204,111,54.41,5,2.45,6,2.94,2,0.98,0,0.0,80,39.22,19009
19,10,409,204,49.88,3,0.73,6,1.47,0,0.0,0,0.0,196,47.92,19010
19,11,234,78,33.33,7,2.99,19,8.12,2,0.85,3,1.28,125,53.42,19011
19,12,204,70,34.31,6,2.94,7,3.43,0,0.0,0,0.0,121,59.31,19012
19,13,478,268,56.07,2,0.42,1,0.21,0,0.0,0,0.0,207,43.31,19013
19,14,395,213,53.92,4,1.01,7,1.77,1,0.25,1,0.25,169,42.78,19014
19,15,300,107,35.67,4,1.33,7,2.33,2,0.67,1,0.33,179,59.67,19015
19,16,273,97,35.53,0,0.0,9,3.3,2,0.73,2,0.73,163,59.71,19016
19,17,259,88,33.98,4,1.54,10,3.86,3,1.16,1,0.39,153,59.07,19017
19,18,312,142,45.51,1,0.32,4,1.28,0,0.0,0,0.0,165,52.88,19018
19,19,433,217,50.12,1,0.23,8,1.85,1,0.23,0,0.0,206,47.58,19019
19,20,345,205,59.42,4,1.16,3,0.87,1,0.29,2,0.58,130,37.68,19020
19,21,216,69,31.94,1,0.46,8,3.7,1,0.46,1,0.46,136,62.96,19021
19,22,318,150,47.17,3,0.94,6,1.89,0,0.0,0,0.0,159,50.0,19022
19,23,304,112,36.84,5,1.64,16,5.26,2,0.66,0,0.0,169,55.59,19023
19,24,192,77,40.1,1,0.52,6,3.13,0,0.0,1,0.52,107,55.73,19024
19,25,311,145,46.62,4,1.29,1,0.32,2,0.64,0,0.0,159,51.13,19025
19,26,293,153,52.22,0,0.0,3,1.02,0,0.0,0,0.0,137,46.76,19026
19,27,388,171,44.07,1,0.26,0,0.0,1,0.26,0,0.0,215,55.41,19027
19,28,451,266,58.98,4,0.89,1,0.22,0,0.0,0,0.0,180,39.91,19028
19,29,241,80,33.2,3,1.24,4,1.66,1,0.41,0,0.0,153,63.49,19029
19,30,237,77,32.49,1,0.42,6,2.53,1,0.42,0,0.0,152,64.14,19030
19,31,289,137,47.4,3,1.04,0,0.0,0,0.0,0,0.0,149,51.56,19031
19,32,270,98,36.3,2,0.74,8,2.96,0,0.0,0,0.0,162,60.0,19032
19,33,249,91,36.55,6,2.41,12,4.82,3,1.2,0,0.0,137,55.02,19033
19,34,302,142,47.02,2,0.66,1,0.33,1,0.33,1,0.33,155,51.32,19034
19,35,302,135,44.7,2,0.66,9,2.98,1,0.33,1,0.33,154,50.99,19035
19,36,504,274,54.37,2,0.4,1,0.2,1,0.2,1,0.2,225,44.64,19036
19,37,369,182,49.32,1,0.27,4,1.08,0,0.0,0,0.0,182,49.32,19037
19,38,355,189,53.24,0,0.0,1,0.28,0,0.0,0,0.0,165,46.48,19038
19,39,160,95,59.38,2,1.25,0,0.0,0,0.0,0,0.0,63,39.38,19039
19,40,382,195,51.05,4,1.05,6,1.57,0,0.0,2,0.52,175,45.81,19040
19,41,234,71,30.34,5,2.14,9,3.85,0,0.0,1,0.43,148,63.25,19041
19,42,287,163,56.79,1,0.35,1,0.35,0,0.0,1,0.35,121,42.16,19042
19,43,554,359,64.8,11,1.99,1,0.18,0,0.0,1,0.18,182,32.85,19043
19,44,287,89,31.01,5,1.74,15,5.23,0,0.0,0,0.0,178,62.02,19044
19,45,275,94,34.18,7,2.55,13,4.73,1,0.36,0,0.0,160,58.18,19045
19,46,295,111,37.63,6,2.03,10,3.39,0,0.0,0,0.0,168,56.95,19046
19,47,565,294,52.04,3,0.53,3,0.53,0,0.0,2,0.35,263,46.55,19047
19,48,494,311,62.96,1,0.2,0,0.0,1,0.2,0,0.0,181,36.64,19048
19,49,489,288,58.9,6,1.23,1,0.2,0,0.0,1,0.2,193,39.47,19049
19,50,252,116,46.03,3,1.19,8,3.17,3,1.19,0,0.0,122,48.41,19050
19,51,362,158,43.65,1,0.28,10,2.76,0,0.0,1,0.28,192,53.04,19051
19,52,266,90,33.83,1,0.38,12,4.51,0,0.0,0,0.0,163,61.28,19052
19,53,265,104,39.25,3,1.13,10,3.77,0,0.0,0,0.0,148,55.85,19053
19,54,181,47,25.97,6,3.31,13,7.18,2,1.1,2,1.1,111,61.33,19054
19,55,203,76,37.44,4,1.97,12,5.91,1,0.49,0,0.0,110,54.19,19055
19,56,355,213,60.0,2,0.56,3,0.85,0,0.0,1,0.28,136,38.31,19056
19,57,309,158,51.13,6,1.94,4,1.29,0,0.0,0,0.0,141,45.63,19057
20,1,346,228,65.9,1,0.29,0,0.0,0,0.0,0,0.0,117,33.82,20001
20,2,175,128,73.14,2,1.14,0,0.0,0,0.0,0,0.0,45,25.71,20002
20,3,315,205,65.08,2,0.63,0,0.0,0,0.0,0,0.0,108,34.29,20003
20,4,178,106,59.55,1,0.56,0,0.0,0,0.0,1,0.56,70,39.33,20004
20,5,385,217,56.36,5,1.3,1,0.26,0,0.0,0,0.0,162,42.08,20005
20,6,218,148,67.89,2,0.92,2,0.92,0,0.0,0,0.0,66,30.28,20006
20,7,382,244,63.87,3,0.79,1,0.26,0,0.0,0,0.0,134,35.08,20007
20,8,362,274,75.69,5,1.38,0,0.0,0,0.0,0,0.0,83,22.93,20008
20,9,447,263,58.84,0,0.0,1,0.22,0,0.0,0,0.0,183,40.94,20009
20,10,305,202,66.23,2,0.66,0,0.0,0,0.0,0,0.0,101,33.11,20010
20,11,486,299,61.52,4,0.82,0,0.0,0,0.0,0,0.0,183,37.65,20011
20,12,268,169,63.06,5,1.87,0,0.0,0,0.0,0,0.0,94,35.07,20012
20,13,421,299,71.02,7,1.66,2,0.48,0,0.0,0,0.0,113,26.84,20013
20,14,223,154,69.06,1,0.45,0,0.0,0,0.0,0,0.0,68,30.49,20014
20,15,371,165,44.47,0,0.0,1,0.27,1,0.27,1,0.27,203,54.72,20015
20,16,406,246,60.59,4,0.99,0,0.0,0,0.0,0,0.0,156,38.42,20016
20,17,210,117,55.71,3,1.43,1,0.48,1,0.48,0,0.0,88,41.9,20017
20,18,305,206,67.54,5,1.64,0,0.0,0,0.0,0,0.0,94,30.82,20018
20,19,414,250,60.39,2,0.48,0,0.0,0,0.0,1,0.24,161,38.89,20019
20,20,278,129,46.4,2,0.72,0,0.0,0,0.0,1,0.36,146,52.52,20020
20,21,310,201,64.84,3,0.97,0,0.0,0,0.0,1,0.32,105,33.87,20021
20,22,475,273,57.47,4,0.84,0,0.0,0,0.0,0,0.0,198,41.68,20022
20,23,400,271,67.75,8,2.0,0,0.0,0,0.0,0,0.0,121,30.25,20023
20,24,349,176,50.43,1,0.29,0,0.0,0,0.0,1,0.29,171,49.0,20024
20,25,305,205,67.21,1,0.33,0,0.0,0,0.0,0,0.0,99,32.46,20025
20,26,402,188,46.77,4,1.0,2,0.5,0,0.0,0,0.0,208,51.74,20026
20,27,250,174,69.6,4,1.6,0,0.0,0,0.0,0,0.0,72,28.8,20027
20,28,257,173,67.32,2,0.78,0,0.0,0,0.0,0,0.0,82,31.91,20028
20,29,414,275,66.43,6,1.45,0,0.0,0,0.0,0,0.0,133,32.13,20029
20,30,197,132,67.01,2,1.02,0,0.0,1,0.51,0,0.0,62,31.47,20030
20,31,471,301,63.91,6,1.27,0,0.0,0,0.0,0,0.0,164,34.82,20031
20,32,381,273,71.65,1,0.26,0,0.0,0,0.0,0,0.0,107,28.08,20032
20,33,225,164,72.89,1,0.44,0,0.0,0,0.0,0,0.0,60,26.67,20033
20,34,543,230,42.36,2,0.37,0,0.0,0,0.0,0,0.0,311,57.27,20034
20,35,378,235,62.17,4,1.06,1,0.26,0,0.0,0,0.0,138,36.51,20035
20,36,135,104,77.04,2,1.48,0,0.0,1,0.74,0,0.0,28,20.74,20036
20,37,145,92,63.45,2,1.38,0,0.0,0,0.0,0,0.0,51,35.17,20037
20,38,164,112,68.29,0,0.0,1,0.61,0,0.0,0,0.0,51,31.1,20038
20,39,58,36,62.07,0,0.0,0,0.0,1,1.72,0,0.0,21,36.21,20039
21,1,402,264,65.67,4,1.0,2,0.5,0,0.0,0,0.0,132,32.84,21001
21,2,290,183,63.1,0,0.0,0,0.0,0,0.0,0,0.0,107,36.9,21002
21,3,407,287,70.52,6,1.47,0,0.0,1,0.25,0,0.0,113,27.76,21003
21,4,404,277,68.56,2,0.5,0,0.0,0,0.0,0,0.0,125,30.94,21004
21,5,424,273,64.39,2,0.47,2,0.47,0,0.0,0,0.0,147,34.67,21005
21,6,339,234,69.03,4,1.18,0,0.0,0,0.0,0,0.0,101,29.79,21006
21,7,403,290,71.96,2,0.5,0,0.0,0,0.0,0,0.0,111,27.54,21007
21,8,383,272,71.02,3,0.78,0,0.0,0,0.0,0,0.0,108,28.2,21008
21,9,414,294,71.01,5,1.21,1,0.24,0,0.0,0,0.0,114,27.54,21009
21,10,349,233,66.76,3,0.86,0,0.0,0,0.0,0,0.0,113,32.38,21010
21,11,386,262,67.88,4,1.04,0,0.0,0,0.0,0,0.0,120,31.09,21011
21,12,369,244,66.12,2,0.54,1,0.27,0,0.0,0,0.0,122,33.06,21012
21,13,344,221,64.24,2,0.58,2,0.58,0,0.0,0,0.0,119,34.59,21013
21,14,454,282,62.11,8,1.76,0,0.0,0,0.0,1,0.22,163,35.9,21014
21,15,354,251,70.9,5,1.41,0,0.0,0,0.0,0,0.0,98,27.68,21015
21,16,375,243,64.8,3,0.8,0,0.0,0,0.0,0,0.0,129,34.4,21016
21,17,361,237,65.65,8,2.22,0,0.0,0,0.0,0,0.0,116,32.13,21017
21,18,440,299,67.95,2,0.45,0,0.0,0,0.0,0,0.0,139,31.59,21018
21,19,391,273,69.82,3,0.77,0,0.0,0,0.0,0,0.0,115,29.41,21019
21,20,348,235,67.53,2,0.57,0,0.0,0,0.0,0,0.0,111,31.9,21020
21,21,342,224,65.5,3,0.88,1,0.29,0,0.0,0,0.0,114,33.33,21021
21,22,360,231,64.17,4,1.11,0,0.0,0,0.0,0,0.0,125,34.72,21022
21,23,340,227,66.76,7,2.06,2,0.59,0,0.0,0,0.0,104,30.59,21023
21,24,359,257,71.59,2,0.56,0,0.0,0,0.0,0,0.0,100,27.86,21024
21,25,344,242,70.35,5,1.45,0,0.0,0,0.0,0,0.0,97,28.2,21025
21,26,374,260,69.52,1,0.27,0,0.0,0,0.0,0,0.0,113,30.21,21026
21,27,374,244,65.24,1,0.27,0,0.0,0,0.0,0,0.0,129,34.49,21027
21,28,446,310,69.51,3,0.67,0,0.0,0,0.0,0,0.0,133,29.82,21028
21,29,405,290,71.6,2,0.49,0,0.0,0,0.0,0,0.0,113,27.9,21029
21,30,318,227,71.38,2,0.63,0,0.0,0,0.0,0,0.0,89,27.99,21030
21,31,270,175,64.81,3,1.11,0,0.0,0,0.0,0,0.0,92,34.07,21031
21,32,361,251,69.53,2,0.55,0,0.0,0,0.0,0,0.0,108,29.92,21032
21,33,394,268,68.02,1,0.25,0,0.0,0,0.0,1,0.25,124,31.47,21033
21,34,376,246,65.43,0,0.0,1,0.27,0,0.0,0,0.0,129,34.31,21034
21,35,394,275,69.8,2,0.51,0,0.0,0,0.0,1,0.25,116,29.44,21035
21,36,394,263,66.75,2,0.51,0,0.0,0,0.0,0,0.0,129,32.74,21036
21,37,312,212,67.95,5,1.6,1,0.32,0,0.0,1,0.32,93,29.81,21037
21,38,387,264,68.22,1,0.26,1,0.26,0,0.0,0,0.0,121,31.27,21038
21,39,302,215,71.19,3,0.99,0,0.0,0,0.0,0,0.0,84,27.81,21039
21,40,326,222,68.1,6,1.84,2,0.61,0,0.0,0,0.0,96,29.45,21040
21,41,379,260,68.6,4,1.06,0,0.0,0,0.0,1,0.26,114,30.08,21041
21,42,400,266,66.5,2,0.5,0,0.0,0,0.0,1,0.25,131,32.75,21042
21,43,426,274,64.32,2,0.47,0,0.0,0,0.0,0,0.0,150,35.21,21043
21,44,351,230,65.53,3,0.85,1,0.28,0,0.0,0,0.0,117,33.33,21044
21,45,356,225,63.2,7,1.97,0,0.0,0,0.0,0,0.0,124,34.83,21045
21,46,405,271,66.91,5,1.23,0,0.0,0,0.0,0,0.0,129,31.85,21046
21,47,358,236,65.92,4,1.12,1,0.28,0,0.0,0,0.0,117,32.68,21047
21,48,347,243,70.03,2,0.58,0,0.0,0,0.0,0,0.0,102,29.39,21048
21,49,405,283,69.88,4,0.99,0,0.0,0,0.0,0,0.0,118,29.14,21049
21,50,335,213,63.58,1,0.3,0,0.0,1,0.3,0,0.0,120,35.82,21050
21,51,368,273,74.18,4,1.09,0,0.0,0,0.0,0,0.0,91,24.73,21051
21,52,393,283,72.01,2,0.51,1,0.25,0,0.0,0,0.0,107,27.23,21052
21,53,297,190,63.97,3,1.01,0,0.0,0,0.0,0,0.0,104,35.02,21053
21,54,344,256,74.42,0,0.0,0,0.0,0,0.0,0,0.0,88,25.58,21054
22,1,235,150,63.83,1,0.43,0,0.0,0,0.0,0,0.0,84,35.74,22001
22,2,347,159,45.82,3,0.86,2,0.58,0,0.0,2,0.58,181,52.16,22002
22,3,490,191,38.98,0,0.0,1,0.2,0,0.0,0,0.0,298,60.82,22003
22,4,308,121,39.29,0,0.0,0,0.0,0,0.0,0,0.0,187,60.71,22004
22,5,366,134,36.61,0,0.0,0,0.0,1,0.27,0,0.0,231,63.11,22005
22,6,332,131,39.46,1,0.3,0,0.0,0,0.0,1,0.3,199,59.94,22006
22,7,267,110,41.2,1,0.37,0,0.0,0,0.0,0,0.0,156,58.43,22007
22,8,395,192,48.61,1,0.25,2,0.51,0,0.0,0,0.0,200,50.63,22008
22,9,308,102,33.12,0,0.0,0,0.0,0,0.0,0,0.0,206,66.88,22009
22,10,470,202,42.98,0,0.0,0,0.0,0,0.0,1,0.21,267,56.81,22010
22,11,285,114,40.0,2,0.7,0,0.0,0,0.0,1,0.35,168,58.95,22011
22,12,305,146,47.87,3,0.98,1,0.33,0,0.0,1,0.33,154,50.49,22012
22,13,369,149,40.38,0,0.0,0,0.0,0,0.0,0,0.0,220,59.62,22013
22,14,298,108,36.24,5,1.68,0,0.0,0,0.0,0,0.0,185,62.08,22014
22,15,291,124,42.61,0,0.0,0,0.0,0,0.0,1,0.34,166,57.04,22015
22,16,340,137,40.29,1,0.29,0,0.0,0,0.0,1,0.29,201,59.12,22016
22,17,357,131,36.69,0,0.0,0,0.0,0,0.0,0,0.0,226,63.31,22017
22,18,332,151,45.48,0,0.0,2,0.6,1,0.3,0,0.0,178,53.61,22018
22,19,182,103,56.59,3,1.65,0,0.0,0,0.0,1,0.55,75,41.21,22019
22,20,353,140,39.66,0,0.0,0,0.0,1,0.28,0,0.0,212,60.06,22020
22,21,436,274,62.84,4,0.92,0,0.0,0,0.0,0,0.0,158,36.24,22021
22,22,320,107,33.44,1,0.31,1,0.31,0,0.0,2,0.63,209,65.31,22022
22,23,476,309,64.92,0,0.0,0,0.0,0,0.0,0,0.0,167,35.08,22023
22,24,433,181,41.8,1,0.23,2,0.46,1,0.23,0,0.0,248,57.27,22024
22,25,364,168,46.15,1,0.27,0,0.0,0,0.0,0,0.0,195,53.57,22025
23,1,288,137,47.57,0,0.0,7,2.43,0,0.0,0,0.0,144,50.0,23001
23,2,264,132,50.0,1,0.38,3,1.14,0,0.0,0,0.0,128,48.48,23002
23,3,229,92,40.17,2,0.87,3,1.31,1,0.44,1,0.44,130,56.77,23003
23,4,330,143,43.33,3,0.91,14,4.24,0,0.0,0,0.0,170,51.52,23004
