ward,precinct,total,Jim Oberweis,Jim Oberweis Percent,Andy McKenna,Andy McKenna Percent,John Borling,John Borling Percent,Steven J. Rauschenberger,Steven J. Rauschenberger Percent,Jack Ryan,Jack Ryan Percent,Chirinjeev Kathuria,Chirinjeev Kathuria Percent,Jonathan C. Wright,Jonathan C. Wright Percent,Norm Hill,Norm Hill Percent,precinct_id
9,7,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09007
9,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09008
9,9,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,09009
9,10,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,09010
9,11,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,09011
9,12,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09012
9,13,4,0,0.0,0,0.0,0,0.0,1,25.0,3,75.0,0,0.0,0,0.0,0,0.0,09013
9,14,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,09014
9,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09015
9,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09016
9,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09017
9,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09018
9,19,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09019
9,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09020
9,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09021
9,22,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09022
9,23,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09023
9,24,3,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,09024
9,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09025
9,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09026
9,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09027
9,28,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,09028
9,29,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09029
9,30,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09030
9,31,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,09031
9,32,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09032
9,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09033
9,34,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,09034
9,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09035
9,36,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09036
9,37,10,1,10.0,0,0.0,0,0.0,3,30.0,4,40.0,0,0.0,1,10.0,1,10.0,09037
9,38,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09038
9,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09039
9,40,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09040
9,41,3,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,09041
9,42,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,09042
9,43,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,09043
9,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09044
9,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09045
9,46,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09046
9,47,3,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,09047
9,48,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,09048
9,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09049
9,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09050
9,51,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09051
9,52,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09052
9,53,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09053
9,54,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,09054
9,55,7,0,0.0,6,85.71,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,09055
9,56,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09056
9,57,15,2,13.33,2,13.33,0,0.0,4,26.67,6,40.0,0,0.0,0,0.0,1,6.67,09057
9,58,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09058
10,1,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10001
10,2,6,1,16.67,0,0.0,1,16.67,1,16.67,3,50.0,0,0.0,0,0.0,0,0.0,10002
10,3,16,4,25.0,3,18.75,0,0.0,3,18.75,6,37.5,0,0.0,0,0.0,0,0.0,10003
10,4,5,0,0.0,1,20.0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,10004
10,5,10,3,30.0,1,10.0,0,0.0,1,10.0,5,50.0,0,0.0,0,0.0,0,0.0,10005
10,6,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,10006
10,7,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,10007
10,8,15,6,40.0,2,13.33,0,0.0,0,0.0,7,46.67,0,0.0,0,0.0,0,0.0,10008
10,9,17,10,58.82,1,5.88,0,0.0,2,11.76,4,23.53,0,0.0,0,0.0,0,0.0,10009
10,10,40,17,42.5,1,2.5,0,0.0,0,0.0,21,52.5,1,2.5,0,0.0,0,0.0,10010
10,11,21,6,28.57,0,0.0,2,9.52,1,4.76,11,52.38,0,0.0,1,4.76,0,0.0,10011
10,12,15,4,26.67,0,0.0,0,0.0,3,20.0,8,53.33,0,0.0,0,0.0,0,0.0,10012
10,13,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,10013
10,14,21,6,28.57,0,0.0,0,0.0,7,33.33,7,33.33,0,0.0,0,0.0,1,4.76,10014
10,15,10,4,40.0,1,10.0,0,0.0,0,0.0,4,40.0,0,0.0,1,10.0,0,0.0,10015
10,16,7,5,71.43,0,0.0,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,0,0.0,10016
10,17,9,3,33.33,2,22.22,0,0.0,1,11.11,2,22.22,0,0.0,0,0.0,1,11.11,10017
10,18,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,10018
10,19,21,7,33.33,2,9.52,0,0.0,0,0.0,9,42.86,1,4.76,2,9.52,0,0.0,10019
10,20,15,5,33.33,2,13.33,0,0.0,0,0.0,8,53.33,0,0.0,0,0.0,0,0.0,10020
10,21,21,11,52.38,0,0.0,1,4.76,1,4.76,8,38.1,0,0.0,0,0.0,0,0.0,10021
10,22,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10022
10,23,9,4,44.44,0,0.0,0,0.0,0,0.0,5,55.56,0,0.0,0,0.0,0,0.0,10023
10,24,15,3,20.0,1,6.67,0,0.0,3,20.0,7,46.67,0,0.0,0,0.0,1,6.67,10024
10,25,4,1,25.0,0,0.0,0,0.0,1,25.0,2,50.0,0,0.0,0,0.0,0,0.0,10025
10,26,10,2,20.0,1,10.0,0,0.0,1,10.0,6,60.0,0,0.0,0,0.0,0,0.0,10026
10,27,10,7,70.0,0,0.0,0,0.0,1,10.0,2,20.0,0,0.0,0,0.0,0,0.0,10027
10,28,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,10028
10,29,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,10029
10,30,5,1,20.0,0,0.0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,10030
10,31,16,6,37.5,0,0.0,0,0.0,1,6.25,8,50.0,0,0.0,1,6.25,0,0.0,10031
10,32,19,5,26.32,1,5.26,1,5.26,4,21.05,7,36.84,0,0.0,0,0.0,1,5.26,10032
10,33,12,5,41.67,2,16.67,1,8.33,3,25.0,0,0.0,0,0.0,1,8.33,0,0.0,10033
10,34,9,3,33.33,0,0.0,0,0.0,2,22.22,4,44.44,0,0.0,0,0.0,0,0.0,10034
10,35,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,10035
10,36,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,10036
10,37,3,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,10037
10,38,18,5,27.78,1,5.56,0,0.0,6,33.33,6,33.33,0,0.0,0,0.0,0,0.0,10038
10,39,8,3,37.5,0,0.0,0,0.0,0,0.0,5,62.5,0,0.0,0,0.0,0,0.0,10039
10,40,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,10040
10,41,20,2,10.0,1,5.0,0,0.0,2,10.0,15,75.0,0,0.0,0,0.0,0,0.0,10041
10,42,19,9,47.37,1,5.26,0,0.0,1,5.26,8,42.11,0,0.0,0,0.0,0,0.0,10042
10,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10043
10,44,9,3,33.33,1,11.11,1,11.11,0,0.0,4,44.44,0,0.0,0,0.0,0,0.0,10044
10,45,5,1,20.0,1,20.0,0,0.0,1,20.0,2,40.0,0,0.0,0,0.0,0,0.0,10045
10,46,10,3,30.0,2,20.0,0,0.0,1,10.0,4,40.0,0,0.0,0,0.0,0,0.0,10046
10,47,12,2,16.67,1,8.33,0,0.0,4,33.33,5,41.67,0,0.0,0,0.0,0,0.0,10047
10,48,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10048
10,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10049
11,1,12,3,25.0,2,16.67,0,0.0,0,0.0,7,58.33,0,0.0,0,0.0,0,0.0,11001
11,2,9,3,33.33,1,11.11,0,0.0,2,22.22,2,22.22,1,11.11,0,0.0,0,0.0,11002
11,3,7,2,28.57,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,3,42.86,0,0.0,11003
11,4,7,1,14.29,0,0.0,0,0.0,2,28.57,4,57.14,0,0.0,0,0.0,0,0.0,11004
11,5,8,1,12.5,0,0.0,0,0.0,1,12.5,5,62.5,1,12.5,0,0.0,0,0.0,11005
11,6,12,5,41.67,1,8.33,0,0.0,0,0.0,6,50.0,0,0.0,0,0.0,0,0.0,11006
11,7,12,6,50.0,1,8.33,0,0.0,0,0.0,5,41.67,0,0.0,0,0.0,0,0.0,11007
11,8,14,8,57.14,2,14.29,0,0.0,0,0.0,2,14.29,2,14.29,0,0.0,0,0.0,11008
11,9,4,2,50.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11009
11,10,6,3,50.0,0,0.0,0,0.0,0,0.0,3,50.0,0,0.0,0,0.0,0,0.0,11010
11,11,12,5,41.67,2,16.67,0,0.0,1,8.33,4,33.33,0,0.0,0,0.0,0,0.0,11011
11,12,6,1,16.67,1,16.67,0,0.0,0,0.0,4,66.67,0,0.0,0,0.0,0,0.0,11012
11,13,8,3,37.5,0,0.0,0,0.0,0,0.0,4,50.0,0,0.0,1,12.5,0,0.0,11013
11,14,12,5,41.67,2,16.67,0,0.0,1,8.33,3,25.0,1,8.33,0,0.0,0,0.0,11014
11,15,10,2,20.0,2,20.0,0,0.0,2,20.0,2,20.0,0,0.0,1,10.0,1,10.0,11015
11,16,9,3,33.33,2,22.22,0,0.0,0,0.0,4,44.44,0,0.0,0,0.0,0,0.0,11016
11,17,17,7,41.18,1,5.88,0,0.0,1,5.88,5,29.41,1,5.88,1,5.88,1,5.88,11017
11,18,11,4,36.36,0,0.0,0,0.0,3,27.27,4,36.36,0,0.0,0,0.0,0,0.0,11018
11,19,9,4,44.44,0,0.0,0,0.0,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,11019
11,20,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11020
11,21,6,0,0.0,0,0.0,1,16.67,0,0.0,4,66.67,0,0.0,1,16.67,0,0.0,11021
11,22,7,2,28.57,2,28.57,0,0.0,2,28.57,1,14.29,0,0.0,0,0.0,0,0.0,11022
11,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11023
11,24,9,3,33.33,2,22.22,0,0.0,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,11024
11,25,6,2,33.33,1,16.67,0,0.0,1,16.67,2,33.33,0,0.0,0,0.0,0,0.0,11025
11,26,15,7,46.67,2,13.33,0,0.0,0,0.0,6,40.0,0,0.0,0,0.0,0,0.0,11026
11,27,17,6,35.29,1,5.88,0,0.0,1,5.88,5,29.41,0,0.0,4,23.53,0,0.0,11027
11,28,7,3,42.86,2,28.57,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,0,0.0,11028
11,29,8,3,37.5,2,25.0,0,0.0,0,0.0,3,37.5,0,0.0,0,0.0,0,0.0,11029
11,30,7,1,14.29,0,0.0,0,0.0,1,14.29,5,71.43,0,0.0,0,0.0,0,0.0,11030
11,31,7,2,28.57,0,0.0,0,0.0,0,0.0,5,71.43,0,0.0,0,0.0,0,0.0,11031
11,32,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,11032
11,33,4,2,50.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,11033
11,34,8,1,12.5,0,0.0,0,0.0,3,37.5,1,12.5,0,0.0,3,37.5,0,0.0,11034
11,35,9,2,22.22,0,0.0,1,11.11,1,11.11,4,44.44,1,11.11,0,0.0,0,0.0,11035
11,36,3,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,11036
11,37,13,2,15.38,1,7.69,0,0.0,3,23.08,7,53.85,0,0.0,0,0.0,0,0.0,11037
11,38,5,1,20.0,2,40.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,11038
11,39,9,4,44.44,1,11.11,0,0.0,0,0.0,4,44.44,0,0.0,0,0.0,0,0.0,11039
11,40,8,3,37.5,0,0.0,0,0.0,0,0.0,5,62.5,0,0.0,0,0.0,0,0.0,11040
11,41,9,3,33.33,0,0.0,0,0.0,2,22.22,2,22.22,0,0.0,2,22.22,0,0.0,11041
11,42,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11042
11,43,14,3,21.43,3,21.43,1,7.14,0,0.0,6,42.86,0,0.0,0,0.0,1,7.14,11043
11,44,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,11044
11,45,5,3,60.0,1,20.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,11045
11,46,5,0,0.0,0,0.0,0,0.0,0,0.0,5,100.0,0,0.0,0,0.0,0,0.0,11046
11,47,6,2,33.33,0,0.0,0,0.0,0,0.0,4,66.67,0,0.0,0,0.0,0,0.0,11047
11,48,6,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11048
11,49,4,2,50.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,11049
11,50,8,2,25.0,0,0.0,0,0.0,1,12.5,2,25.0,2,25.0,1,12.5,0,0.0,11050
12,1,7,3,42.86,0,0.0,1,14.29,0,0.0,2,28.57,0,0.0,0,0.0,1,14.29,12001
12,2,4,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,12002
12,3,5,0,0.0,0,0.0,1,20.0,0,0.0,3,60.0,0,0.0,0,0.0,1,20.0,12003
12,4,3,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,12004
12,5,10,5,50.0,2,20.0,0,0.0,1,10.0,2,20.0,0,0.0,0,0.0,0,0.0,12005
12,6,5,2,40.0,0,0.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,1,20.0,12006
12,7,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12007
12,8,16,10,62.5,1,6.25,0,0.0,0,0.0,4,25.0,0,0.0,0,0.0,1,6.25,12008
12,9,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,12009
12,10,8,1,12.5,0,0.0,0,0.0,4,50.0,1,12.5,1,12.5,1,12.5,0,0.0,12010
12,11,4,2,50.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,12011
12,12,4,1,25.0,1,25.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,12012
12,13,4,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,12013
12,14,5,1,20.0,0,0.0,1,20.0,0,0.0,2,40.0,0,0.0,1,20.0,0,0.0,12014
12,15,5,3,60.0,1,20.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,12015
12,16,5,0,0.0,1,20.0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,12016
12,17,3,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,12017
12,18,5,3,60.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,12018
12,19,6,0,0.0,1,16.67,0,0.0,0,0.0,3,50.0,0,0.0,1,16.67,1,16.67,12019
12,20,4,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,12020
12,21,8,3,37.5,0,0.0,0,0.0,0,0.0,4,50.0,1,12.5,0,0.0,0,0.0,12021
12,22,7,3,42.86,1,14.29,0,0.0,0,0.0,3,42.86,0,0.0,0,0.0,0,0.0,12022
12,23,7,1,14.29,0,0.0,0,0.0,1,14.29,5,71.43,0,0.0,0,0.0,0,0.0,12023
12,24,8,6,75.0,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,0,0.0,0,0.0,12024
12,25,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,12025
12,26,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,12026
12,27,9,4,44.44,1,11.11,0,0.0,0,0.0,3,33.33,1,11.11,0,0.0,0,0.0,12027
12,28,10,6,60.0,0,0.0,0,0.0,0,0.0,4,40.0,0,0.0,0,0.0,0,0.0,12028
12,29,12,4,33.33,2,16.67,1,8.33,0,0.0,4,33.33,0,0.0,1,8.33,0,0.0,12029
13,1,14,6,42.86,1,7.14,0,0.0,0,0.0,5,35.71,1,7.14,1,7.14,0,0.0,13001
13,2,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,13002
13,3,19,5,26.32,2,10.53,0,0.0,6,31.58,5,26.32,0,0.0,1,5.26,0,0.0,13003
13,4,13,2,15.38,0,0.0,0,0.0,3,23.08,8,61.54,0,0.0,0,0.0,0,0.0,13004
13,5,2,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,13005
13,6,15,6,40.0,3,20.0,0,0.0,3,20.0,3,20.0,0,0.0,0,0.0,0,0.0,13006
13,7,9,4,44.44,0,0.0,0,0.0,1,11.11,3,33.33,0,0.0,0,0.0,1,11.11,13007
13,8,12,3,25.0,1,8.33,0,0.0,1,8.33,6,50.0,1,8.33,0,0.0,0,0.0,13008
13,9,8,0,0.0,1,12.5,0,0.0,3,37.5,4,50.0,0,0.0,0,0.0,0,0.0,13009
13,10,10,1,10.0,0,0.0,1,10.0,2,20.0,5,50.0,0,0.0,0,0.0,1,10.0,13010
13,11,4,1,25.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,13011
13,12,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,13012
13,13,11,3,27.27,0,0.0,0,0.0,4,36.36,3,27.27,1,9.09,0,0.0,0,0.0,13013
13,14,6,2,33.33,1,16.67,0,0.0,1,16.67,2,33.33,0,0.0,0,0.0,0,0.0,13014
13,15,12,5,41.67,1,8.33,0,0.0,2,16.67,4,33.33,0,0.0,0,0.0,0,0.0,13015
13,16,10,3,30.0,2,20.0,0,0.0,2,20.0,2,20.0,1,10.0,0,0.0,0,0.0,13016
13,17,15,7,46.67,2,13.33,1,6.67,0,0.0,5,33.33,0,0.0,0,0.0,0,0.0,13017
13,18,10,6,60.0,0,0.0,1,10.0,0,0.0,2,20.0,1,10.0,0,0.0,0,0.0,13018
13,19,4,1,25.0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,13019
13,20,6,3,50.0,0,0.0,0,0.0,0,0.0,3,50.0,0,0.0,0,0.0,0,0.0,13020
13,21,5,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,13021
13,22,9,3,33.33,2,22.22,0,0.0,0,0.0,3,33.33,0,0.0,0,0.0,1,11.11,13022
13,23,9,3,33.33,3,33.33,0,0.0,0,0.0,3,33.33,0,0.0,0,0.0,0,0.0,13023
13,24,7,2,28.57,0,0.0,0,0.0,1,14.29,4,57.14,0,0.0,0,0.0,0,0.0,13024
13,25,12,4,33.33,0,0.0,0,0.0,2,16.67,5,41.67,1,8.33,0,0.0,0,0.0,13025
13,26,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13026
13,27,14,5,35.71,4,28.57,0,0.0,1,7.14,4,28.57,0,0.0,0,0.0,0,0.0,13027
13,28,4,3,75.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,13028
13,29,11,2,18.18,1,9.09,2,18.18,1,9.09,5,45.45,0,0.0,0,0.0,0,0.0,13029
13,30,5,0,0.0,1,20.0,0,0.0,1,20.0,3,60.0,0,0.0,0,0.0,0,0.0,13030
13,31,5,1,20.0,2,40.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,13031
13,32,10,4,40.0,1,10.0,0,0.0,2,20.0,3,30.0,0,0.0,0,0.0,0,0.0,13032
13,33,5,2,40.0,1,20.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,13033
13,34,9,2,22.22,0,0.0,0,0.0,1,11.11,3,33.33,2,22.22,0,0.0,1,11.11,13034
13,35,13,2,15.38,2,15.38,0,0.0,2,15.38,5,38.46,0,0.0,1,7.69,1,7.69,13035
13,36,5,2,40.0,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,0,0.0,13036
13,37,7,4,57.14,1,14.29,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,0,0.0,13037
13,38,15,4,26.67,4,26.67,0,0.0,1,6.67,6,40.0,0,0.0,0,0.0,0,0.0,13038
13,39,7,2,28.57,2,28.57,0,0.0,1,14.29,1,14.29,0,0.0,1,14.29,0,0.0,13039
13,40,11,1,9.09,1,9.09,1,9.09,1,9.09,6,54.55,0,0.0,0,0.0,1,9.09,13040
13,41,7,3,42.86,1,14.29,0,0.0,1,14.29,2,28.57,0,0.0,0,0.0,0,0.0,13041
13,42,11,6,54.55,1,9.09,0,0.0,1,9.09,3,27.27,0,0.0,0,0.0,0,0.0,13042
13,43,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,13043
13,44,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,13044
13,45,14,4,28.57,3,21.43,2,14.29,1,7.14,4,28.57,0,0.0,0,0.0,0,0.0,13045
13,46,7,4,57.14,0,0.0,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,1,14.29,13046
13,47,14,6,42.86,1,7.14,0,0.0,0,0.0,7,50.0,0,0.0,0,0.0,0,0.0,13047
13,48,14,6,42.86,1,7.14,0,0.0,1,7.14,6,42.86,0,0.0,0,0.0,0,0.0,13048
13,49,12,4,33.33,0,0.0,0,0.0,1,8.33,6,50.0,0,0.0,0,0.0,1,8.33,13049
13,50,7,5,71.43,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,13050
13,51,10,4,40.0,0,0.0,0,0.0,1,10.0,4,40.0,0,0.0,0,0.0,1,10.0,13051
13,52,9,2,22.22,3,33.33,0,0.0,1,11.11,2,22.22,1,11.11,0,0.0,0,0.0,13052
13,53,19,1,5.26,5,26.32,0,0.0,3,15.79,10,52.63,0,0.0,0,0.0,0,0.0,13053
13,54,6,3,50.0,0,0.0,0,0.0,0,0.0,2,33.33,1,16.67,0,0.0,0,0.0,13054
14,1,7,0,0.0,0,0.0,0,0.0,0,0.0,7,100.0,0,0.0,0,0.0,0,0.0,14001
14,2,16,5,31.25,1,6.25,1,6.25,1,6.25,6,37.5,0,0.0,1,6.25,1,6.25,14002
14,3,3,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14003
14,4,9,3,33.33,2,22.22,1,11.11,0,0.0,3,33.33,0,0.0,0,0.0,0,0.0,14004
14,5,5,1,20.0,1,20.0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0,14005
14,6,7,3,42.86,2,28.57,0,0.0,0,0.0,2,28.57,0,0.0,0,0.0,0,0.0,14006
14,7,10,4,40.0,2,20.0,0,0.0,1,10.0,3,30.0,0,0.0,0,0.0,0,0.0,14007
14,8,4,2,50.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,14008
