ward,precinct,total,DENISE MARGARET O'MALLEY,DENISE MARGARET O'MALLEY Percent,precinct_id
34,70,208,208,100.0,34070
34,71,195,195,100.0,34071
34,72,176,176,100.0,34072
34,73,152,152,100.0,34073
35,1,206,206,100.0,35001
35,2,174,174,100.0,35002
35,3,129,129,100.0,35003
35,4,254,254,100.0,35004
35,5,170,170,100.0,35005
35,6,173,173,100.0,35006
35,7,238,238,100.0,35007
35,8,204,204,100.0,35008
35,9,179,179,100.0,35009
35,10,167,167,100.0,35010
35,11,165,165,100.0,35011
35,12,232,232,100.0,35012
35,13,104,104,100.0,35013
35,14,212,212,100.0,35014
35,15,169,169,100.0,35015
35,16,174,174,100.0,35016
35,17,191,191,100.0,35017
35,18,202,202,100.0,35018
35,19,154,154,100.0,35019
35,20,193,193,100.0,35020
35,21,198,198,100.0,35021
35,22,60,60,100.0,35022
35,23,144,144,100.0,35023
35,24,151,151,100.0,35024
35,25,204,204,100.0,35025
35,26,250,250,100.0,35026
35,27,244,244,100.0,35027
35,28,215,215,100.0,35028
35,29,244,244,100.0,35029
35,30,241,241,100.0,35030
35,31,250,250,100.0,35031
35,32,118,118,100.0,35032
35,33,152,152,100.0,35033
35,34,177,177,100.0,35034
35,35,182,182,100.0,35035
36,1,184,184,100.0,36001
36,2,138,138,100.0,36002
36,3,169,169,100.0,36003
36,4,141,141,100.0,36004
36,5,162,162,100.0,36005
36,6,200,200,100.0,36006
36,7,185,185,100.0,36007
36,8,189,189,100.0,36008
36,9,211,211,100.0,36009
36,10,144,144,100.0,36010
36,11,265,265,100.0,36011
36,12,158,158,100.0,36012
36,13,264,264,100.0,36013
36,14,210,210,100.0,36014
36,15,192,192,100.0,36015
36,16,308,308,100.0,36016
36,17,170,170,100.0,36017
36,18,238,238,100.0,36018
36,19,246,246,100.0,36019
36,20,260,260,100.0,36020
36,21,335,335,100.0,36021
36,22,313,313,100.0,36022
36,23,108,108,100.0,36023
36,24,167,167,100.0,36024
36,25,161,161,100.0,36025
36,26,239,239,100.0,36026
36,27,122,122,100.0,36027
36,28,158,158,100.0,36028
36,29,193,193,100.0,36029
36,30,259,259,100.0,36030
36,31,261,261,100.0,36031
36,32,214,214,100.0,36032
36,33,146,146,100.0,36033
36,34,178,178,100.0,36034
36,35,264,264,100.0,36035
36,36,187,187,100.0,36036
36,37,172,172,100.0,36037
36,38,156,156,100.0,36038
36,39,217,217,100.0,36039
36,40,232,232,100.0,36040
36,41,167,167,100.0,36041
36,42,184,184,100.0,36042
36,43,168,168,100.0,36043
36,44,211,211,100.0,36044
36,45,187,187,100.0,36045
36,46,200,200,100.0,36046
36,47,149,149,100.0,36047
36,48,223,223,100.0,36048
36,49,265,265,100.0,36049
36,50,181,181,100.0,36050
36,51,230,230,100.0,36051
36,52,213,213,100.0,36052
36,53,133,133,100.0,36053
36,54,248,248,100.0,36054
36,55,262,262,100.0,36055
37,1,106,106,100.0,37001
37,2,141,141,100.0,37002
37,3,118,118,100.0,37003
37,4,79,79,100.0,37004
37,5,189,189,100.0,37005
37,6,195,195,100.0,37006
37,7,153,153,100.0,37007
37,8,145,145,100.0,37008
37,9,202,202,100.0,37009
37,10,188,188,100.0,37010
37,11,113,113,100.0,37011
37,12,128,128,100.0,37012
37,13,142,142,100.0,37013
37,14,167,167,100.0,37014
37,15,154,154,100.0,37015
37,16,207,207,100.0,37016
37,17,191,191,100.0,37017
37,18,178,178,100.0,37018
37,19,71,71,100.0,37019
37,20,134,134,100.0,37020
37,21,160,160,100.0,37021
37,22,213,213,100.0,37022
37,23,153,153,100.0,37023
37,24,167,167,100.0,37024
37,25,206,206,100.0,37025
37,26,96,96,100.0,37026
37,27,124,124,100.0,37027
37,28,134,134,100.0,37028
37,29,179,179,100.0,37029
37,30,157,157,100.0,37030
37,31,191,191,100.0,37031
37,32,199,199,100.0,37032
37,33,144,144,100.0,37033
37,34,178,178,100.0,37034
37,35,88,88,100.0,37035
37,36,157,157,100.0,37036
37,37,163,163,100.0,37037
37,38,187,187,100.0,37038
37,39,84,84,100.0,37039
37,40,201,201,100.0,37040
37,41,171,171,100.0,37041
37,42,40,40,100.0,37042
37,43,110,110,100.0,37043
37,44,174,174,100.0,37044
37,45,103,103,100.0,37045
37,46,165,165,100.0,37046
37,47,38,38,100.0,37047
37,48,194,194,100.0,37048
37,49,167,167,100.0,37049
37,50,168,168,100.0,37050
37,51,131,131,100.0,37051
37,52,115,115,100.0,37052
37,53,140,140,100.0,37053
37,54,186,186,100.0,37054
37,55,175,175,100.0,37055
37,56,110,110,100.0,37056
37,57,103,103,100.0,37057
37,58,151,151,100.0,37058
38,1,217,217,100.0,38001
38,2,156,156,100.0,38002
38,3,191,191,100.0,38003
38,4,104,104,100.0,38004
38,5,314,314,100.0,38005
38,6,171,171,100.0,38006
38,7,244,244,100.0,38007
38,8,139,139,100.0,38008
38,9,171,171,100.0,38009
38,10,255,255,100.0,38010
38,11,151,151,100.0,38011
38,12,211,211,100.0,38012
38,13,179,179,100.0,38013
38,14,175,175,100.0,38014
38,15,152,152,100.0,38015
38,16,237,237,100.0,38016
38,17,158,158,100.0,38017
38,18,166,166,100.0,38018
38,19,236,236,100.0,38019
38,20,219,219,100.0,38020
38,21,194,194,100.0,38021
38,22,188,188,100.0,38022
38,23,149,149,100.0,38023
38,24,139,139,100.0,38024
38,25,170,170,100.0,38025
38,26,171,171,100.0,38026
38,27,125,125,100.0,38027
38,28,163,163,100.0,38028
38,29,170,170,100.0,38029
38,30,173,173,100.0,38030
38,31,221,221,100.0,38031
38,32,229,229,100.0,38032
38,33,175,175,100.0,38033
38,34,117,117,100.0,38034
38,35,60,60,100.0,38035
38,36,196,196,100.0,38036
38,37,189,189,100.0,38037
38,38,241,241,100.0,38038
38,39,196,196,100.0,38039
38,40,136,136,100.0,38040
38,41,241,241,100.0,38041
38,42,211,211,100.0,38042
38,43,198,198,100.0,38043
38,44,173,173,100.0,38044
38,45,210,210,100.0,38045
38,46,171,171,100.0,38046
38,47,187,187,100.0,38047
38,48,200,200,100.0,38048
38,49,176,176,100.0,38049
38,50,217,217,100.0,38050
38,51,175,175,100.0,38051
38,52,186,186,100.0,38052
38,53,31,31,100.0,38053
39,1,178,178,100.0,39001
39,2,270,270,100.0,39002
39,3,226,226,100.0,39003
39,4,147,147,100.0,39004
39,5,145,145,100.0,39005
39,6,205,205,100.0,39006
39,7,147,147,100.0,39007
39,8,232,232,100.0,39008
39,9,227,227,100.0,39009
39,10,185,185,100.0,39010
39,11,248,248,100.0,39011
39,12,158,158,100.0,39012
39,13,125,125,100.0,39013
39,14,183,183,100.0,39014
39,15,159,159,100.0,39015
39,16,142,142,100.0,39016
39,17,141,141,100.0,39017
39,18,225,225,100.0,39018
39,19,153,153,100.0,39019
39,20,150,150,100.0,39020
39,21,130,130,100.0,39021
39,22,139,139,100.0,39022
39,23,106,106,100.0,39023
39,24,118,118,100.0,39024
39,25,210,210,100.0,39025
39,26,183,183,100.0,39026
39,27,208,208,100.0,39027
39,28,205,205,100.0,39028
39,29,194,194,100.0,39029
39,30,137,137,100.0,39030
39,31,135,135,100.0,39031
39,32,144,144,100.0,39032
39,33,218,218,100.0,39033
39,34,248,248,100.0,39034
39,35,219,219,100.0,39035
39,36,229,229,100.0,39036
39,37,264,264,100.0,39037
39,38,221,221,100.0,39038
39,39,95,95,100.0,39039
39,40,124,124,100.0,39040
39,41,86,86,100.0,39041
39,42,180,180,100.0,39042
39,43,218,218,100.0,39043
39,44,211,211,100.0,39044
39,45,100,100,100.0,39045
39,46,163,163,100.0,39046
39,47,131,131,100.0,39047
40,1,130,130,100.0,40001
40,2,147,147,100.0,40002
40,3,173,173,100.0,40003
40,4,181,181,100.0,40004
40,5,98,98,100.0,40005
40,6,177,177,100.0,40006
40,7,173,173,100.0,40007
40,8,52,52,100.0,40008
40,9,116,116,100.0,40009
40,10,223,223,100.0,40010
40,11,172,172,100.0,40011
40,12,155,155,100.0,40012
40,13,217,217,100.0,40013
40,14,183,183,100.0,40014
40,15,213,213,100.0,40015
40,16,184,184,100.0,40016
40,17,110,110,100.0,40017
40,18,195,195,100.0,40018
40,19,172,172,100.0,40019
40,20,149,149,100.0,40020
40,21,195,195,100.0,40021
40,22,75,75,100.0,40022
40,23,227,227,100.0,40023
40,24,115,115,100.0,40024
40,25,135,135,100.0,40025
40,26,200,200,100.0,40026
40,27,152,152,100.0,40027
40,28,199,199,100.0,40028
40,29,235,235,100.0,40029
40,30,229,229,100.0,40030
40,31,186,186,100.0,40031
40,32,113,113,100.0,40032
40,33,190,190,100.0,40033
40,34,133,133,100.0,40034
40,35,185,185,100.0,40035
40,36,189,189,100.0,40036
40,37,154,154,100.0,40037
40,38,98,98,100.0,40038
40,39,152,152,100.0,40039
40,40,107,107,100.0,40040
40,41,224,224,100.0,40041
40,42,246,246,100.0,40042
40,43,216,216,100.0,40043
40,44,142,142,100.0,40044
40,45,264,264,100.0,40045
40,46,222,222,100.0,40046
40,47,202,202,100.0,40047
40,48,136,136,100.0,40048
40,49,117,117,100.0,40049
41,1,177,177,100.0,41001
41,2,285,285,100.0,41002
41,3,167,167,100.0,41003
41,4,231,231,100.0,41004
41,5,312,312,100.0,41005
41,6,212,212,100.0,41006
41,7,324,324,100.0,41007
41,8,199,199,100.0,41008
41,9,196,196,100.0,41009
41,10,224,224,100.0,41010
41,11,183,183,100.0,41011
41,12,288,288,100.0,41012
41,13,207,207,100.0,41013
41,14,269,269,100.0,41014
41,15,165,165,100.0,41015
41,16,236,236,100.0,41016
41,17,224,224,100.0,41017
41,18,169,169,100.0,41018
41,19,223,223,100.0,41019
41,20,241,241,100.0,41020
41,21,270,270,100.0,41021
41,22,189,189,100.0,41022
41,23,229,229,100.0,41023
41,24,161,161,100.0,41024
41,25,126,126,100.0,41025
41,26,143,143,100.0,41026
41,27,108,108,100.0,41027
41,28,140,140,100.0,41028
41,29,107,107,100.0,41029
41,30,221,221,100.0,41030
41,31,241,241,100.0,41031
41,32,202,202,100.0,41032
41,33,209,209,100.0,41033
41,34,221,221,100.0,41034
41,35,213,213,100.0,41035
41,36,229,229,100.0,41036
41,37,265,265,100.0,41037
41,38,200,200,100.0,41038
41,39,181,181,100.0,41039
41,40,167,167,100.0,41040
41,41,204,204,100.0,41041
41,42,203,203,100.0,41042
41,43,183,183,100.0,41043
41,44,214,214,100.0,41044
41,45,187,187,100.0,41045
41,46,188,188,100.0,41046
41,47,230,230,100.0,41047
41,48,170,170,100.0,41048
41,49,165,165,100.0,41049
41,50,238,238,100.0,41050
41,51,184,184,100.0,41051
41,52,226,226,100.0,41052
41,53,257,257,100.0,41053
41,54,185,185,100.0,41054
41,55,203,203,100.0,41055
41,56,253,253,100.0,41056
41,57,208,208,100.0,41057
41,58,158,158,100.0,41058
41,59,200,200,100.0,41059
41,60,156,156,100.0,41060
41,61,283,283,100.0,41061
41,62,204,204,100.0,41062
41,63,203,203,100.0,41063
41,64,196,196,100.0,41064
41,65,288,288,100.0,41065
41,66,223,223,100.0,41066
41,67,158,158,100.0,41067
41,68,154,154,100.0,41068
41,69,259,259,100.0,41069
41,70,163,163,100.0,41070
41,71,119,119,100.0,41071
42,1,274,274,100.0,42001
42,2,161,161,100.0,42002
42,3,162,162,100.0,42003
42,4,203,203,100.0,42004
42,5,191,191,100.0,42005
42,6,355,355,100.0,42006
42,7,199,199,100.0,42007
42,8,280,280,100.0,42008
42,9,186,186,100.0,42009
42,10,189,189,100.0,42010
42,11,216,216,100.0,42011
42,12,149,149,100.0,42012
42,13,360,360,100.0,42013
42,14,245,245,100.0,42014
42,15,244,244,100.0,42015
42,16,139,139,100.0,42016
42,17,180,180,100.0,42017
42,18,214,214,100.0,42018
42,19,110,110,100.0,42019
42,20,120,120,100.0,42020
42,21,131,131,100.0,42021
42,22,138,138,100.0,42022
42,23,257,257,100.0,42023
42,24,234,234,100.0,42024
42,25,201,201,100.0,42025
42,26,190,190,100.0,42026
42,27,245,245,100.0,42027
42,28,225,225,100.0,42028
42,29,205,205,100.0,42029
42,30,155,155,100.0,42030
42,31,126,126,100.0,42031
42,32,240,240,100.0,42032
42,33,269,269,100.0,42033
42,34,202,202,100.0,42034
42,35,170,170,100.0,42035
42,36,174,174,100.0,42036
42,37,183,183,100.0,42037
42,38,210,210,100.0,42038
42,39,191,191,100.0,42039
42,40,129,129,100.0,42040
42,41,204,204,100.0,42041
42,42,150,150,100.0,42042
42,43,209,209,100.0,42043
42,44,162,162,100.0,42044
42,45,191,191,100.0,42045
42,46,117,117,100.0,42046
42,47,120,120,100.0,42047
42,48,131,131,100.0,42048
42,49,88,88,100.0,42049
42,50,132,132,100.0,42050
42,51,193,193,100.0,42051
42,52,135,135,100.0,42052
42,53,134,134,100.0,42053
42,54,169,169,100.0,42054
42,55,214,214,100.0,42055
42,56,161,161,100.0,42056
42,57,176,176,100.0,42057
42,58,73,73,100.0,42058
42,59,68,68,100.0,42059
42,60,118,118,100.0,42060
42,61,146,146,100.0,42061
42,62,128,128,100.0,42062
42,63,178,178,100.0,42063
42,64,92,92,100.0,42064
42,65,196,196,100.0,42065
42,66,150,150,100.0,42066
42,67,120,120,100.0,42067
42,68,253,253,100.0,42068
42,69,266,266,100.0,42069
43,1,145,145,100.0,43001
43,2,226,226,100.0,43002
43,3,200,200,100.0,43003
43,4,247,247,100.0,43004
43,5,233,233,100.0,43005
43,6,192,192,100.0,43006
43,7,124,124,100.0,43007
43,8,221,221,100.0,43008
43,9,175,175,100.0,43009
43,10,115,115,100.0,43010
43,11,154,154,100.0,43011
43,12,258,258,100.0,43012
43,13,112,112,100.0,43013
43,14,190,190,100.0,43014
43,15,185,185,100.0,43015
43,16,215,215,100.0,43016
43,17,132,132,100.0,43017
43,18,270,270,100.0,43018
43,19,170,170,100.0,43019
43,20,217,217,100.0,43020
43,21,132,132,100.0,43021
43,22,143,143,100.0,43022
43,23,187,187,100.0,43023
43,24,180,180,100.0,43024
43,25,205,205,100.0,43025
43,26,160,160,100.0,43026
43,27,177,177,100.0,43027
43,28,181,181,100.0,43028
43,29,203,203,100.0,43029
43,30,109,109,100.0,43030
43,31,175,175,100.0,43031
43,32,174,174,100.0,43032
43,33,132,132,100.0,43033
43,34,128,128,100.0,43034
43,35,226,226,100.0,43035
43,36,180,180,100.0,43036
43,37,179,179,100.0,43037
43,38,194,194,100.0,43038
43,39,169,169,100.0,43039
43,40,121,121,100.0,43040
43,41,150,150,100.0,43041
43,42,202,202,100.0,43042
43,43,188,188,100.0,43043
43,44,264,264,100.0,43044
43,45,39,39,100.0,43045
43,46,282,282,100.0,43046
43,47,211,211,100.0,43047
43,48,234,234,100.0,43048
43,49,155,155,100.0,43049
43,50,171,171,100.0,43050
43,51,240,240,100.0,43051
43,52,239,239,100.0,43052
43,53,239,239,100.0,43053
43,54,160,160,100.0,43054
43,55,152,152,100.0,43055
43,56,143,143,100.0,43056
43,57,180,180,100.0,43057
43,58,226,226,100.0,43058
43,59,202,202,100.0,43059
43,60,145,145,100.0,43060
43,61,122,122,100.0,43061
43,62,198,198,100.0,43062
43,63,125,125,100.0,43063
43,64,137,137,100.0,43064
43,65,126,126,100.0,43065
43,66,73,73,100.0,43066
43,67,132,132,100.0,43067
44,1,228,228,100.0,44001
44,2,182,182,100.0,44002
44,3,263,263,100.0,44003
44,4,274,274,100.0,44004
44,5,286,286,100.0,44005
44,6,229,229,100.0,44006
44,7,285,285,100.0,44007
44,8,153,153,100.0,44008
44,9,386,386,100.0,44009
44,10,187,187,100.0,44010
44,11,293,293,100.0,44011
44,12,169,169,100.0,44012
44,13,166,166,100.0,44013
44,14,251,251,100.0,44014
44,15,287,287,100.0,44015
44,16,266,266,100.0,44016
44,17,281,281,100.0,44017
44,18,173,173,100.0,44018
44,19,152,152,100.0,44019
44,20,223,223,100.0,44020
44,21,297,297,100.0,44021
44,22,284,284,100.0,44022
44,23,272,272,100.0,44023
44,24,196,196,100.0,44024
44,25,236,236,100.0,44025
44,26,207,207,100.0,44026
44,27,283,283,100.0,44027
44,28,190,190,100.0,44028
44,29,272,272,100.0,44029
44,30,227,227,100.0,44030
44,31,271,271,100.0,44031
44,32,155,155,100.0,44032
44,33,330,330,100.0,44033
44,34,162,162,100.0,44034
44,35,195,195,100.0,44035
44,36,251,251,100.0,44036
44,37,305,305,100.0,44037
44,38,248,248,100.0,44038
44,39,288,288,100.0,44039
44,40,242,242,100.0,44040
44,41,261,261,100.0,44041
44,42,260,260,100.0,44042
44,43,248,248,100.0,44043
44,44,288,288,100.0,44044
44,45,268,268,100.0,44045
44,46,185,185,100.0,44046
44,47,313,313,100.0,44047
44,48,190,190,100.0,44048
44,49,357,357,100.0,44049
44,50,273,273,100.0,44050
45,1,200,200,100.0,45001
45,2,268,268,100.0,45002
45,3,332,332,100.0,45003
45,4,265,265,100.0,45004
45,5,261,261,100.0,45005
45,6,231,231,100.0,45006
45,7,205,205,100.0,45007
45,8,213,213,100.0,45008
45,9,265,265,100.0,45009
45,10,265,265,100.0,45010
45,11,214,214,100.0,45011
45,12,235,235,100.0,45012
45,13,269,269,100.0,45013
45,14,281,281,100.0,45014
45,15,271,271,100.0,45015
45,16,248,248,100.0,45016
45,17,227,227,100.0,45017
45,18,232,232,100.0,45018
45,19,264,264,100.0,45019
45,20,230,230,100.0,45020
45,21,233,233,100.0,45021
45,22,197,197,100.0,45022
45,23,252,252,100.0,45023
45,24,262,262,100.0,45024
45,25,248,248,100.0,45025
45,26,265,265,100.0,45026
45,27,231,231,100.0,45027
45,28,231,231,100.0,45028
45,29,209,209,100.0,45029
45,30,221,221,100.0,45030
45,31,213,213,100.0,45031
45,32,170,170,100.0,45032
45,33,221,221,100.0,45033
45,34,188,188,100.0,45034
45,35,237,237,100.0,45035
45,36,206,206,100.0,45036
45,37,196,196,100.0,45037
45,38,285,285,100.0,45038
45,39,259,259,100.0,45039
45,40,287,287,100.0,45040
45,41,174,174,100.0,45041
45,42,208,208,100.0,45042
45,43,217,217,100.0,45043
45,44,259,259,100.0,45044
45,45,209,209,100.0,45045
45,46,256,256,100.0,45046
45,47,243,243,100.0,45047
45,48,190,190,100.0,45048
45,49,215,215,100.0,45049
45,50,203,203,100.0,45050
45,51,221,221,100.0,45051
45,52,217,217,100.0,45052
45,53,212,212,100.0,45053
46,1,372,372,100.0,46001
46,2,198,198,100.0,46002
46,3,303,303,100.0,46003
46,4,208,208,100.0,46004
46,5,228,228,100.0,46005
46,6,205,205,100.0,46006
46,7,325,325,100.0,46007
46,8,250,250,100.0,46008
46,9,280,280,100.0,46009
46,10,132,132,100.0,46010
46,11,251,251,100.0,46011
46,12,204,204,100.0,46012
46,13,356,356,100.0,46013
46,14,211,211,100.0,46014
46,15,252,252,100.0,46015
46,16,230,230,100.0,46016
46,17,388,388,100.0,46017
46,18,262,262,100.0,46018
46,19,275,275,100.0,46019
46,20,198,198,100.0,46020
46,21,55,55,100.0,46021
46,22,146,146,100.0,46022
46,23,177,177,100.0,46023
46,24,218,218,100.0,46024
46,25,164,164,100.0,46025
46,26,195,195,100.0,46026
46,27,252,252,100.0,46027
46,28,252,252,100.0,46028
46,29,212,212,100.0,46029
46,30,254,254,100.0,46030
46,31,295,295,100.0,46031
46,32,208,208,100.0,46032
46,33,237,237,100.0,46033
46,34,325,325,100.0,46034
46,35,142,142,100.0,46035
46,36,272,272,100.0,46036
46,37,179,179,100.0,46037
46,38,121,121,100.0,46038
46,39,260,260,100.0,46039
46,40,169,169,100.0,46040
46,41,208,208,100.0,46041
46,42,250,250,100.0,46042
46,43,165,165,100.0,46043
47,1,270,270,100.0,47001
47,2,226,226,100.0,47002
47,3,217,217,100.0,47003
47,4,267,267,100.0,47004
47,5,215,215,100.0,47005
47,6,310,310,100.0,47006
47,7,243,243,100.0,47007
47,8,331,331,100.0,47008
47,9,160,160,100.0,47009
47,10,221,221,100.0,47010
47,11,446,446,100.0,47011
47,12,242,242,100.0,47012
47,13,383,383,100.0,47013
47,14,175,175,100.0,47014
47,15,304,304,100.0,47015
47,16,243,243,100.0,47016
47,17,235,235,100.0,47017
47,18,301,301,100.0,47018
47,19,290,290,100.0,47019
47,20,276,276,100.0,47020
47,21,297,297,100.0,47021
47,22,253,253,100.0,47022
47,23,122,122,100.0,47023
47,24,259,259,100.0,47024
47,25,273,273,100.0,47025
47,26,387,387,100.0,47026
47,27,233,233,100.0,47027
47,28,346,346,100.0,47028
47,29,277,277,100.0,47029
47,30,276,276,100.0,47030
47,31,252,252,100.0,47031
47,32,285,285,100.0,47032
47,33,246,246,100.0,47033
47,34,309,309,100.0,47034
47,35,370,370,100.0,47035
47,36,347,347,100.0,47036
47,37,319,319,100.0,47037
47,38,260,260,100.0,47038
47,39,270,270,100.0,47039
47,40,214,214,100.0,47040
47,41,372,372,100.0,47041
47,42,204,204,100.0,47042
47,43,183,183,100.0,47043
47,44,293,293,100.0,47044
47,45,246,246,100.0,47045
47,46,192,192,100.0,47046
47,47,259,259,100.0,47047
47,48,46,46,100.0,47048
47,49,210,210,100.0,47049
47,50,185,185,100.0,47050
47,51,170,170,100.0,47051
48,1,270,270,100.0,48001
48,2,205,205,100.0,48002
48,3,278,278,100.0,48003
48,4,274,274,100.0,48004
48,5,200,200,100.0,48005
48,6,297,297,100.0,48006
48,7,215,215,100.0,48007
48,8,176,176,100.0,48008
48,9,223,223,100.0,48009
48,10,147,147,100.0,48010
48,11,305,305,100.0,48011
48,12,210,210,100.0,48012
48,13,183,183,100.0,48013
48,14,288,288,100.0,48014
48,15,180,180,100.0,48015
48,16,163,163,100.0,48016
48,17,182,182,100.0,48017
48,18,169,169,100.0,48018
48,19,200,200,100.0,48019
48,20,100,100,100.0,48020
48,21,100,100,100.0,48021
48,22,305,305,100.0,48022
48,23,202,202,100.0,48023
48,24,221,221,100.0,48024
48,25,214,214,100.0,48025
48,26,260,260,100.0,48026
48,27,132,132,100.0,48027
48,28,209,209,100.0,48028
48,29,200,200,100.0,48029
48,30,234,234,100.0,48030
48,31,184,184,100.0,48031
48,32,205,205,100.0,48032
48,33,179,179,100.0,48033
48,34,115,115,100.0,48034
48,35,170,170,100.0,48035
48,36,194,194,100.0,48036
48,37,194,194,100.0,48037
48,38,276,276,100.0,48038
48,39,155,155,100.0,48039
48,40,116,116,100.0,48040
48,41,146,146,100.0,48041
48,42,181,181,100.0,48042
48,43,303,303,100.0,48043
48,44,226,226,100.0,48044
48,45,195,195,100.0,48045
48,46,172,172,100.0,48046
48,47,146,146,100.0,48047
48,48,186,186,100.0,48048
48,49,91,91,100.0,48049
48,50,244,244,100.0,48050
48,51,280,280,100.0,48051
48,52,143,143,100.0,48052
48,53,178,178,100.0,48053
48,54,178,178,100.0,48054
48,55,57,57,100.0,48055
48,56,136,136,100.0,48056
49,1,202,202,100.0,49001
49,2,218,218,100.0,49002
49,3,153,153,100.0,49003
49,4,100,100,100.0,49004
49,5,147,147,100.0,49005
49,6,211,211,100.0,49006
49,7,170,170,100.0,49007
49,8,184,184,100.0,49008
49,9,167,167,100.0,49009
49,10,182,182,100.0,49010
49,11,117,117,100.0,49011
49,12,207,207,100.0,49012
49,13,212,212,100.0,49013
49,14,223,223,100.0,49014
49,15,181,181,100.0,49015
49,16,169,169,100.0,49016
49,17,26,26,100.0,49017
49,18,122,122,100.0,49018
49,19,145,145,100.0,49019
49,20,228,228,100.0,49020
49,21,182,182,100.0,49021
49,22,155,155,100.0,49022
49,23,140,140,100.0,49023
49,24,77,77,100.0,49024
49,25,234,234,100.0,49025
49,26,224,224,100.0,49026
49,27,266,266,100.0,49027
49,28,169,169,100.0,49028
49,29,224,224,100.0,49029
49,30,172,172,100.0,49030
49,31,74,74,100.0,49031
49,32,176,176,100.0,49032
49,33,157,157,100.0,49033
49,34,183,183,100.0,49034
49,35,268,268,100.0,49035
49,36,273,273,100.0,49036
49,37,97,97,100.0,49037
49,38,162,162,100.0,49038
49,39,172,172,100.0,49039
49,40,171,171,100.0,49040
49,41,186,186,100.0,49041
49,42,205,205,100.0,49042
49,43,203,203,100.0,49043
49,44,222,222,100.0,49044
50,1,267,267,100.0,50001
50,2,235,235,100.0,50002
50,3,209,209,100.0,50003
50,4,224,224,100.0,50004
50,5,228,228,100.0,50005
50,6,184,184,100.0,50006
50,7,238,238,100.0,50007
50,8,174,174,100.0,50008
50,9,160,160,100.0,50009
50,10,141,141,100.0,50010
50,11,175,175,100.0,50011
50,12,146,146,100.0,50012
50,13,242,242,100.0,50013
50,14,128,128,100.0,50014
50,15,246,246,100.0,50015
50,16,124,124,100.0,50016
50,17,160,160,100.0,50017
50,18,155,155,100.0,50018
50,19,163,163,100.0,50019
50,20,201,201,100.0,50020
50,21,217,217,100.0,50021
50,22,210,210,100.0,50022
50,23,119,119,100.0,50023
50,24,178,178,100.0,50024
50,25,220,220,100.0,50025
50,26,129,129,100.0,50026
50,27,89,89,100.0,50027
50,28,165,165,100.0,50028
50,29,192,192,100.0,50029
50,30,174,174,100.0,50030
50,31,86,86,100.0,50031
50,32,165,165,100.0,50032
50,33,119,119,100.0,50033
50,34,107,107,100.0,50034
50,35,248,248,100.0,50035
50,36,190,190,100.0,50036
50,37,249,249,100.0,50037
50,38,139,139,100.0,50038
50,39,190,190,100.0,50039
50,40,203,203,100.0,50040
50,41,239,239,100.0,50041
50,42,255,255,100.0,50042
50,43,168,168,100.0,50043
50,44,165,165,100.0,50044
50,45,95,95,100.0,50045
