ward,precinct,total,Robert Russell Kijak (Christie),Robert Russell Kijak (Christie) Percent,Jean Wayner (Christie),Jean Wayner (Christie) Percent,Antonio Alonso (Trump),Antonio Alonso (Trump) Percent,Michael Burke (Trump),Michael Burke (Trump) Percent,Christopher Hilliard (Trump),Christopher Hilliard (Trump) Percent,Kirstie Ann Brenson (Bush),Kirstie Ann Brenson (Bush) Percent,Jeffrey S. Arseneau (Bush),Jeffrey S. Arseneau (Bush) Percent,Patrick E. Rea (Bush),Patrick E. Rea (Bush) Percent,Karen Ann Hayes (Cruz),Karen Ann Hayes (Cruz) Percent,Audrey A. Tancos (Cruz),Audrey A. Tancos (Cruz) Percent,Gina M. Danaher (Cruz),Gina M. Danaher (Cruz) Percent,Joann Kelly (Fiorina),Joann Kelly (Fiorina) Percent,Norman Stanley (Fiorina),Norman Stanley (Fiorina) Percent,Mary P. Geringer (Fiorina),Mary P. Geringer (Fiorina) Percent,Shaun Colin Murphy (Kasich),Shaun Colin Murphy (Kasich) Percent,Matthew T. Murphy (Kasich),Matthew T. Murphy (Kasich) Percent,Kevin Suggs (Kasich),Kevin Suggs (Kasich) Percent,Darnell B. Macklin (Carson),Darnell B. Macklin (Carson) Percent,Michael J. Uremovich (Carson),Michael J. Uremovich (Carson) Percent,Symeon Brown (Paul),Symeon Brown (Paul) Percent,Margo McDermed (Rubio),Margo McDermed (Rubio) Percent,Corey Brooks (Rubio),Corey Brooks (Rubio) Percent,Raymond Tuminello (Rubio),Raymond Tuminello (Rubio) Percent,precinct_id
16,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16027
16,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16028
16,30,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16030
16,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16031
16,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16034
17,1,43,0,0.0,0,0.0,6,13.95,7,16.28,6,13.95,1,2.33,1,2.33,2,4.65,3,6.98,4,9.3,3,6.98,0,0.0,0,0.0,0,0.0,2,4.65,1,2.33,2,4.65,0,0.0,1,2.33,0,0.0,1,2.33,1,2.33,2,4.65,17001
17,2,6,0,0.0,0,0.0,1,16.67,1,16.67,2,33.33,0,0.0,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17002
17,3,7,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,17003
17,4,7,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,17004
17,5,14,0,0.0,1,7.14,0,0.0,1,7.14,0,0.0,1,7.14,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,2,14.29,1,7.14,0,0.0,0,0.0,1,7.14,1,7.14,17005
17,6,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17006
17,8,12,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,17008
17,9,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17009
17,10,2,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17010
17,11,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17011
17,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17012
17,13,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17013
17,15,21,0,0.0,1,4.76,3,14.29,2,9.52,1,4.76,1,4.76,1,4.76,1,4.76,1,4.76,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,2,9.52,1,4.76,2,9.52,1,4.76,0,0.0,1,4.76,1,4.76,1,4.76,0,0.0,17015
17,16,21,1,4.76,1,4.76,2,9.52,1,4.76,1,4.76,2,9.52,1,4.76,2,9.52,3,14.29,2,9.52,3,14.29,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,17016
17,17,24,0,0.0,0,0.0,5,20.83,5,20.83,5,20.83,1,4.17,1,4.17,0,0.0,1,4.17,1,4.17,2,8.33,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,1,4.17,17017
17,18,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,17018
17,20,8,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17020
17,21,10,0,0.0,0,0.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,0,0.0,17021
17,22,5,0,0.0,0,0.0,1,20.0,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17022
17,23,8,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,37.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17024
17,25,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,17025
17,26,12,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,2,16.67,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,17026
17,27,15,0,0.0,0,0.0,3,20.0,3,20.0,3,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,0,0.0,1,6.67,2,13.33,1,6.67,17027
17,28,7,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,2,28.57,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17028
17,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17029
17,30,77,0,0.0,0,0.0,12,15.58,12,15.58,9,11.69,3,3.9,1,1.3,0,0.0,8,10.39,5,6.49,5,6.49,0,0.0,0,0.0,0,0.0,0,0.0,1,1.3,1,1.3,1,1.3,1,1.3,1,1.3,8,10.39,5,6.49,4,5.19,17030
17,32,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,17032
17,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17033
17,34,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17034
17,35,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,17035
17,36,4,1,25.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17036
17,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17037
17,38,8,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,2,25.0,1,12.5,17038
17,39,13,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,2,15.38,0,0.0,1,7.69,0,0.0,2,15.38,0,0.0,2,15.38,0,0.0,17039
17,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17040
17,41,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,17041
18,1,18,1,5.56,0,0.0,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,2,11.11,2,11.11,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,0,0.0,0,0.0,0,0.0,1,5.56,2,11.11,3,16.67,2,11.11,18001
18,2,81,1,1.23,0,0.0,11,13.58,13,16.05,13,16.05,0,0.0,2,2.47,0,0.0,7,8.64,5,6.17,6,7.41,1,1.23,1,1.23,1,1.23,4,4.94,4,4.94,4,4.94,0,0.0,0,0.0,0,0.0,2,2.47,4,4.94,2,2.47,18002
18,3,128,0,0.0,1,0.78,24,18.75,26,20.31,21,16.41,0,0.0,0,0.0,0,0.0,12,9.38,12,9.38,11,8.59,1,0.78,0,0.0,0,0.0,3,2.34,3,2.34,3,2.34,0,0.0,0,0.0,0,0.0,4,3.13,3,2.34,4,3.13,18003
18,4,15,0,0.0,0,0.0,2,13.33,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,3,20.0,3,20.0,3,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18004
18,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18005
18,6,158,0,0.0,2,1.27,27,17.09,26,16.46,23,14.56,1,0.63,0,0.0,0,0.0,17,10.76,18,11.39,16,10.13,1,0.63,0,0.0,0,0.0,2,1.27,5,3.16,6,3.8,2,1.27,0,0.0,2,1.27,4,2.53,3,1.9,3,1.9,18006
18,7,32,0,0.0,0,0.0,3,9.38,2,6.25,3,9.38,0,0.0,0,0.0,0,0.0,5,15.63,8,25.0,6,18.75,0,0.0,1,3.13,0,0.0,1,3.13,1,3.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.13,1,3.13,18007
18,8,25,0,0.0,0,0.0,8,32.0,9,36.0,8,32.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18008
18,9,27,0,0.0,0,0.0,1,3.7,1,3.7,3,11.11,0,0.0,0,0.0,0,0.0,4,14.81,3,11.11,3,11.11,1,3.7,0,0.0,0,0.0,3,11.11,3,11.11,4,14.81,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18009
18,10,15,0,0.0,0,0.0,2,13.33,2,13.33,3,20.0,0,0.0,0,0.0,0,0.0,2,13.33,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,1,6.67,2,13.33,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18010
18,11,59,0,0.0,0,0.0,15,25.42,15,25.42,14,23.73,0,0.0,0,0.0,0,0.0,3,5.08,2,3.39,3,5.08,0,0.0,0,0.0,0,0.0,0,0.0,1,1.69,0,0.0,1,1.69,1,1.69,0,0.0,2,3.39,1,1.69,1,1.69,18011
18,12,34,1,2.94,0,0.0,3,8.82,5,14.71,1,2.94,0,0.0,0,0.0,0,0.0,2,5.88,2,5.88,2,5.88,0,0.0,0,0.0,0,0.0,4,11.76,4,11.76,2,5.88,1,2.94,0,0.0,0,0.0,3,8.82,3,8.82,1,2.94,18012
18,13,18,0,0.0,0,0.0,3,16.67,2,11.11,2,11.11,0,0.0,0,0.0,0,0.0,2,11.11,2,11.11,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,0,0.0,0,0.0,1,5.56,1,5.56,1,5.56,1,5.56,18013
18,14,8,0,0.0,0,0.0,2,25.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,18014
18,15,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18015
18,16,22,0,0.0,1,4.55,4,18.18,5,22.73,5,22.73,1,4.55,1,4.55,0,0.0,1,4.55,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,18016
18,17,37,0,0.0,0,0.0,6,16.22,6,16.22,6,16.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,13.51,3,8.11,3,8.11,1,2.7,0,0.0,0,0.0,3,8.11,3,8.11,1,2.7,18017
18,18,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18018
18,19,11,0,0.0,0,0.0,2,18.18,3,27.27,1,9.09,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,0,0.0,18019
18,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18020
18,21,31,0,0.0,0,0.0,4,12.9,3,9.68,4,12.9,2,6.45,2,6.45,2,6.45,1,3.23,1,3.23,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,0,0.0,1,3.23,1,3.23,2,6.45,2,6.45,3,9.68,18021
18,22,24,0,0.0,1,4.17,3,12.5,2,8.33,3,12.5,0,0.0,0,0.0,0,0.0,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,2,8.33,2,8.33,2,8.33,0,0.0,0,0.0,1,4.17,2,8.33,2,8.33,2,8.33,18022
18,23,30,0,0.0,0,0.0,8,26.67,9,30.0,8,26.67,0,0.0,0,0.0,0,0.0,0,0.0,1,3.33,0,0.0,0,0.0,1,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.33,1,3.33,1,3.33,18023
18,26,21,0,0.0,0,0.0,1,4.76,2,9.52,1,4.76,0,0.0,0,0.0,0,0.0,4,19.05,4,19.05,4,19.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,0,0.0,18026
18,27,24,0,0.0,0,0.0,3,12.5,5,20.83,3,12.5,1,4.17,0,0.0,0,0.0,2,8.33,2,8.33,2,8.33,1,4.17,0,0.0,0,0.0,0,0.0,1,4.17,2,8.33,0,0.0,0,0.0,0,0.0,1,4.17,1,4.17,0,0.0,18027
18,28,153,0,0.0,1,0.65,28,18.3,31,20.26,25,16.34,1,0.65,1,0.65,1,0.65,10,6.54,10,6.54,10,6.54,2,1.31,0,0.0,0,0.0,3,1.96,10,6.54,9,5.88,0,0.0,1,0.65,2,1.31,3,1.96,2,1.31,3,1.96,18028
18,29,88,1,1.14,0,0.0,13,14.77,14,15.91,11,12.5,3,3.41,0,0.0,1,1.14,7,7.95,8,9.09,8,9.09,0,0.0,0,0.0,0,0.0,3,3.41,1,1.14,2,2.27,1,1.14,1,1.14,1,1.14,4,4.55,5,5.68,4,4.55,18029
18,31,12,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,2,16.67,1,8.33,3,25.0,18031
18,32,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,18032
18,33,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18033
18,34,36,0,0.0,0,0.0,5,13.89,5,13.89,4,11.11,0,0.0,0,0.0,0,0.0,5,13.89,5,13.89,5,13.89,1,2.78,0,0.0,1,2.78,1,2.78,2,5.56,1,2.78,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18034
18,35,13,0,0.0,1,7.69,2,15.38,2,15.38,1,7.69,0,0.0,0,0.0,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,18035
18,36,71,0,0.0,0,0.0,8,11.27,10,14.08,8,11.27,1,1.41,0,0.0,0,0.0,5,7.04,5,7.04,4,5.63,1,1.41,0,0.0,1,1.41,3,4.23,2,2.82,3,4.23,0,0.0,1,1.41,1,1.41,6,8.45,6,8.45,6,8.45,18036
18,37,19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,4,21.05,3,15.79,2,10.53,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,1,5.26,1,5.26,1,5.26,1,5.26,1,5.26,1,5.26,1,5.26,18037
18,38,7,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,18038
18,39,12,0,0.0,0,0.0,2,16.67,3,25.0,2,16.67,1,8.33,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,2,16.67,0,0.0,0,0.0,18039
18,41,25,0,0.0,0,0.0,5,20.0,6,24.0,6,24.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,1,4.0,1,4.0,0,0.0,0,0.0,1,4.0,1,4.0,1,4.0,1,4.0,18041
18,42,22,1,4.55,2,9.09,0,0.0,1,4.55,0,0.0,1,4.55,0,0.0,0,0.0,3,13.64,3,13.64,4,18.18,1,4.55,0,0.0,1,4.55,1,4.55,1,4.55,1,4.55,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,18042
18,44,179,0,0.0,1,0.56,34,18.99,34,18.99,29,16.2,2,1.12,0,0.0,0,0.0,20,11.17,20,11.17,21,11.73,0,0.0,0,0.0,0,0.0,5,2.79,6,3.35,3,1.68,0,0.0,0,0.0,1,0.56,2,1.12,0,0.0,1,0.56,18044
18,45,41,0,0.0,1,2.44,6,14.63,7,17.07,5,12.2,0,0.0,0,0.0,0,0.0,3,7.32,2,4.88,1,2.44,0,0.0,0,0.0,0,0.0,1,2.44,1,2.44,0,0.0,2,4.88,0,0.0,1,2.44,3,7.32,4,9.76,4,9.76,18045
18,47,11,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,3,27.27,2,18.18,2,18.18,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,18047
18,48,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,2,22.22,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,0,0.0,18048
18,49,25,0,0.0,0,0.0,3,12.0,3,12.0,3,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,20.0,6,24.0,5,20.0,18049
18,50,11,0,0.0,0,0.0,2,18.18,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,2,18.18,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18050
19,2,111,0,0.0,1,0.9,16,14.41,16,14.41,16,14.41,1,0.9,0,0.0,0,0.0,7,6.31,6,5.41,7,6.31,0,0.0,0,0.0,0,0.0,5,4.5,8,7.21,9,8.11,5,4.5,1,0.9,1,0.9,3,2.7,5,4.5,4,3.6,19002
19,5,102,0,0.0,0,0.0,15,14.71,15,14.71,15,14.71,1,0.98,0,0.0,0,0.0,6,5.88,5,4.9,4,3.92,0,0.0,0,0.0,0,0.0,10,9.8,14,13.73,11,10.78,0,0.0,1,0.98,1,0.98,2,1.96,1,0.98,1,0.98,19005
19,10,18,0,0.0,0,0.0,2,11.11,3,16.67,2,11.11,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,0,0.0,1,5.56,0,0.0,2,11.11,1,5.56,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,1,5.56,19010
