ward,precinct,total,James T. Marter,James T. Marter Percent,Mark Steven Kirk,Mark Steven Kirk Percent,precinct_id
32,38,87,14,16.09,73,83.91,32038
32,39,133,22,16.54,111,83.46,32039
32,40,73,17,23.29,56,76.71,32040
32,41,115,19,16.52,96,83.48,32041
32,42,70,11,15.71,59,84.29,32042
32,43,17,4,23.53,13,76.47,32043
33,1,30,12,40.0,18,60.0,33001
33,2,34,13,38.24,21,61.76,33002
33,3,39,12,30.77,27,69.23,33003
33,4,54,19,35.19,35,64.81,33004
33,5,50,13,26.0,37,74.0,33005
33,6,30,6,20.0,24,80.0,33006
33,7,46,18,39.13,28,60.87,33007
33,8,61,16,26.23,45,73.77,33008
33,9,58,25,43.1,33,56.9,33009
33,10,52,14,26.92,38,73.08,33010
33,11,41,13,31.71,28,68.29,33011
33,12,44,13,29.55,31,70.45,33012
33,13,23,6,26.09,17,73.91,33013
33,14,15,4,26.67,11,73.33,33014
33,15,43,17,39.53,26,60.47,33015
33,16,68,20,29.41,48,70.59,33016
33,17,52,20,38.46,32,61.54,33017
33,18,44,15,34.09,29,65.91,33018
33,19,58,22,37.93,36,62.07,33019
33,20,40,8,20.0,32,80.0,33020
33,21,31,8,25.81,23,74.19,33021
33,22,32,10,31.25,22,68.75,33022
33,23,59,25,42.37,34,57.63,33023
33,24,66,16,24.24,50,75.76,33024
33,25,40,12,30.0,28,70.0,33025
33,26,33,13,39.39,20,60.61,33026
33,27,55,23,41.82,32,58.18,33027
33,28,29,7,24.14,22,75.86,33028
34,1,1,0,0.0,1,100.0,34001
34,2,1,0,0.0,1,100.0,34002
34,3,3,2,66.67,1,33.33,34003
34,4,2,0,0.0,2,100.0,34004
34,5,3,0,0.0,3,100.0,34005
34,6,7,2,28.57,5,71.43,34006
34,7,4,1,25.0,3,75.0,34007
34,8,0,0,0.0,0,0.0,34008
34,9,4,1,25.0,3,75.0,34009
34,10,2,1,50.0,1,50.0,34010
34,11,2,1,50.0,1,50.0,34011
34,12,3,1,33.33,2,66.67,34012
34,13,0,0,0.0,0,0.0,34013
34,14,3,2,66.67,1,33.33,34014
34,15,5,1,20.0,4,80.0,34015
34,16,2,0,0.0,2,100.0,34016
34,17,3,1,33.33,2,66.67,34017
34,18,5,0,0.0,5,100.0,34018
34,19,6,2,33.33,4,66.67,34019
34,20,1,0,0.0,1,100.0,34020
34,21,5,3,60.0,2,40.0,34021
34,22,2,2,100.0,0,0.0,34022
34,23,1,1,100.0,0,0.0,34023
34,24,5,2,40.0,3,60.0,34024
34,25,2,2,100.0,0,0.0,34025
34,26,3,2,66.67,1,33.33,34026
34,27,1,0,0.0,1,100.0,34027
34,28,2,0,0.0,2,100.0,34028
34,29,1,0,0.0,1,100.0,34029
34,30,3,2,66.67,1,33.33,34030
34,31,1,1,100.0,0,0.0,34031
34,32,1,1,100.0,0,0.0,34032
34,33,2,2,100.0,0,0.0,34033
34,34,0,0,0.0,0,0.0,34034
34,35,6,3,50.0,3,50.0,34035
34,36,3,0,0.0,3,100.0,34036
34,37,1,0,0.0,1,100.0,34037
34,38,1,0,0.0,1,100.0,34038
34,39,2,1,50.0,1,50.0,34039
34,40,2,0,0.0,2,100.0,34040
34,41,2,2,100.0,0,0.0,34041
34,42,1,0,0.0,1,100.0,34042
34,43,6,3,50.0,3,50.0,34043
34,44,3,0,0.0,3,100.0,34044
34,45,3,2,66.67,1,33.33,34045
34,46,2,1,50.0,1,50.0,34046
34,47,3,2,66.67,1,33.33,34047
34,48,3,1,33.33,2,66.67,34048
34,49,7,6,85.71,1,14.29,34049
34,50,3,1,33.33,2,66.67,34050
34,51,5,2,40.0,3,60.0,34051
34,52,0,0,0.0,0,0.0,34052
34,53,3,2,66.67,1,33.33,34053
35,1,33,9,27.27,24,72.73,35001
35,2,44,16,36.36,28,63.64,35002
35,3,16,6,37.5,10,62.5,35003
35,4,40,15,37.5,25,62.5,35004
35,5,21,7,33.33,14,66.67,35005
35,6,24,10,41.67,14,58.33,35006
35,7,13,7,53.85,6,46.15,35007
35,8,18,8,44.44,10,55.56,35008
35,9,31,12,38.71,19,61.29,35009
35,10,23,7,30.43,16,69.57,35010
35,11,29,11,37.93,18,62.07,35011
35,12,10,5,50.0,5,50.0,35012
35,13,17,7,41.18,10,58.82,35013
35,14,17,7,41.18,10,58.82,35014
35,15,23,7,30.43,16,69.57,35015
35,16,9,7,77.78,2,22.22,35016
35,17,24,7,29.17,17,70.83,35017
35,18,7,2,28.57,5,71.43,35018
35,19,13,5,38.46,8,61.54,35019
35,20,23,4,17.39,19,82.61,35020
35,21,27,16,59.26,11,40.74,35021
35,22,45,15,33.33,30,66.67,35022
35,23,31,9,29.03,22,70.97,35023
35,24,28,10,35.71,18,64.29,35024
35,25,28,9,32.14,19,67.86,35025
35,26,38,13,34.21,25,65.79,35026
35,27,33,16,48.48,17,51.52,35027
35,28,34,11,32.35,23,67.65,35028
35,29,27,14,51.85,13,48.15,35029
35,30,41,16,39.02,25,60.98,35030
35,31,50,20,40.0,30,60.0,35031
36,1,51,21,41.18,30,58.82,36001
36,2,34,8,23.53,26,76.47,36002
36,3,30,11,36.67,19,63.33,36003
36,4,18,9,50.0,9,50.0,36004
36,5,24,10,41.67,14,58.33,36005
36,6,33,13,39.39,20,60.61,36006
36,7,91,32,35.16,59,64.84,36007
36,8,5,2,40.0,3,60.0,36008
36,9,18,8,44.44,10,55.56,36009
36,10,53,16,30.19,37,69.81,36010
36,11,17,7,41.18,10,58.82,36011
36,12,6,2,33.33,4,66.67,36012
36,13,14,7,50.0,7,50.0,36013
36,14,42,14,33.33,28,66.67,36014
36,15,50,16,32.0,34,68.0,36015
36,16,54,19,35.19,35,64.81,36016
36,17,50,14,28.0,36,72.0,36017
36,18,47,16,34.04,31,65.96,36018
36,19,42,14,33.33,28,66.67,36019
36,20,56,21,37.5,35,62.5,36020
36,21,18,7,38.89,11,61.11,36021
36,22,23,7,30.43,16,69.57,36022
36,23,24,10,41.67,14,58.33,36023
36,24,68,12,17.65,56,82.35,36024
36,25,22,9,40.91,13,59.09,36025
36,26,80,29,36.25,51,63.75,36026
36,27,31,10,32.26,21,67.74,36027
36,28,68,17,25.0,51,75.0,36028
36,29,71,18,25.35,53,74.65,36029
36,30,37,14,37.84,23,62.16,36030
37,1,14,3,21.43,11,78.57,37001
37,2,4,1,25.0,3,75.0,37002
37,3,4,2,50.0,2,50.0,37003
37,4,10,7,70.0,3,30.0,37004
37,5,5,2,40.0,3,60.0,37005
37,6,1,1,100.0,0,0.0,37006
37,7,4,2,50.0,2,50.0,37007
37,8,3,3,100.0,0,0.0,37008
37,9,6,1,16.67,5,83.33,37009
37,10,10,5,50.0,5,50.0,37010
37,11,4,0,0.0,4,100.0,37011
37,12,10,5,50.0,5,50.0,37012
37,13,6,0,0.0,6,100.0,37013
37,14,4,2,50.0,2,50.0,37014
37,15,2,1,50.0,1,50.0,37015
37,16,5,3,60.0,2,40.0,37016
37,17,0,0,0.0,0,0.0,37017
37,18,5,2,40.0,3,60.0,37018
37,19,8,1,12.5,7,87.5,37019
37,20,1,0,0.0,1,100.0,37020
37,21,10,5,50.0,5,50.0,37021
37,22,10,6,60.0,4,40.0,37022
37,23,0,0,0.0,0,0.0,37023
37,24,3,2,66.67,1,33.33,37024
37,25,4,2,50.0,2,50.0,37025
37,26,7,1,14.29,6,85.71,37026
37,27,6,2,33.33,4,66.67,37027
37,28,5,3,60.0,2,40.0,37028
37,29,6,2,33.33,4,66.67,37029
37,30,2,2,100.0,0,0.0,37030
37,31,5,3,60.0,2,40.0,37031
37,32,4,2,50.0,2,50.0,37032
37,33,0,0,0.0,0,0.0,37033
37,34,3,1,33.33,2,66.67,37034
37,35,1,0,0.0,1,100.0,37035
37,36,0,0,0.0,0,0.0,37036
37,37,6,1,16.67,5,83.33,37037
37,38,5,1,20.0,4,80.0,37038
37,39,1,1,100.0,0,0.0,37039
37,40,1,0,0.0,1,100.0,37040
37,41,5,2,40.0,3,60.0,37041
38,1,57,20,35.09,37,64.91,38001
38,2,123,38,30.89,85,69.11,38002
38,3,68,17,25.0,51,75.0,38003
38,4,77,12,15.58,65,84.42,38004
38,5,93,23,24.73,70,75.27,38005
38,6,89,26,29.21,63,70.79,38006
38,7,91,28,30.77,63,69.23,38007
38,8,76,35,46.05,41,53.95,38008
38,9,100,42,42.0,58,58.0,38009
38,10,58,22,37.93,36,62.07,38010
38,11,71,17,23.94,54,76.06,38011
38,12,95,28,29.47,67,70.53,38012
38,13,99,26,26.26,73,73.74,38013
38,14,84,21,25.0,63,75.0,38014
38,15,64,30,46.88,34,53.13,38015
38,16,101,31,30.69,70,69.31,38016
38,17,103,37,35.92,66,64.08,38017
38,18,86,31,36.05,55,63.95,38018
38,19,77,18,23.38,59,76.62,38019
38,20,97,32,32.99,65,67.01,38020
38,21,66,17,25.76,49,74.24,38021
38,22,65,20,30.77,45,69.23,38022
38,23,77,36,46.75,41,53.25,38023
38,24,105,32,30.48,73,69.52,38024
38,25,72,22,30.56,50,69.44,38025
38,26,83,21,25.3,62,74.7,38026
38,27,86,23,26.74,63,73.26,38027
38,28,107,47,43.93,60,56.07,38028
38,29,46,9,19.57,37,80.43,38029
38,30,88,28,31.82,60,68.18,38030
38,31,58,14,24.14,44,75.86,38031
38,32,69,28,40.58,41,59.42,38032
38,33,56,17,30.36,39,69.64,38033
38,34,58,17,29.31,41,70.69,38034
38,35,52,20,38.46,32,61.54,38035
38,36,66,17,25.76,49,74.24,38036
38,37,65,16,24.62,49,75.38,38037
38,38,77,27,35.06,50,64.94,38038
38,39,75,27,36.0,48,64.0,38039
38,40,82,30,36.59,52,63.41,38040
38,41,52,18,34.62,34,65.38,38041
39,1,91,31,34.07,60,65.93,39001
39,2,43,12,27.91,31,72.09,39002
39,3,74,26,35.14,48,64.86,39003
39,4,81,30,37.04,51,62.96,39004
39,5,67,26,38.81,41,61.19,39005
39,6,44,15,34.09,29,65.91,39006
39,7,43,13,30.23,30,69.77,39007
39,8,26,10,38.46,16,61.54,39008
39,9,53,17,32.08,36,67.92,39009
39,10,19,9,47.37,10,52.63,39010
39,11,38,11,28.95,27,71.05,39011
39,12,39,15,38.46,24,61.54,39012
39,13,49,12,24.49,37,75.51,39013
39,14,59,25,42.37,34,57.63,39014
39,15,108,26,24.07,82,75.93,39015
39,16,50,12,24.0,38,76.0,39016
39,17,85,22,25.88,63,74.12,39017
39,18,50,17,34.0,33,66.0,39018
39,19,71,15,21.13,56,78.87,39019
39,20,121,48,39.67,73,60.33,39020
39,21,107,33,30.84,74,69.16,39021
39,22,42,15,35.71,27,64.29,39022
39,23,90,27,30.0,63,70.0,39023
39,24,126,34,26.98,92,73.02,39024
39,25,43,8,18.6,35,81.4,39025
39,26,63,21,33.33,42,66.67,39026
39,27,15,7,46.67,8,53.33,39027
39,28,56,21,37.5,35,62.5,39028
39,29,12,3,25.0,9,75.0,39029
39,30,48,17,35.42,31,64.58,39030
39,31,31,13,41.94,18,58.06,39031
39,32,60,17,28.33,43,71.67,39032
39,33,51,11,21.57,40,78.43,39033
39,34,73,27,36.99,46,63.01,39034
39,35,59,16,27.12,43,72.88,39035
39,36,10,5,50.0,5,50.0,39036
39,37,82,28,34.15,54,65.85,39037
39,38,50,10,20.0,40,80.0,39038
39,39,37,14,37.84,23,62.16,39039
39,40,60,23,38.33,37,61.67,39040
39,41,108,37,34.26,71,65.74,39041
39,42,82,25,30.49,57,69.51,39042
39,43,92,36,39.13,56,60.87,39043
39,44,77,22,28.57,55,71.43,39044
39,45,71,19,26.76,52,73.24,39045
40,1,40,11,27.5,29,72.5,40001
40,2,40,15,37.5,25,62.5,40002
40,3,47,12,25.53,35,74.47,40003
40,4,25,7,28.0,18,72.0,40004
40,5,48,13,27.08,35,72.92,40005
40,6,44,11,25.0,33,75.0,40006
40,7,46,16,34.78,30,65.22,40007
40,8,43,13,30.23,30,69.77,40008
40,9,34,10,29.41,24,70.59,40009
40,10,47,17,36.17,30,63.83,40010
40,11,38,9,23.68,29,76.32,40011
40,12,40,8,20.0,32,80.0,40012
40,13,44,14,31.82,30,68.18,40013
40,14,54,10,18.52,44,81.48,40014
40,15,51,23,45.1,28,54.9,40015
40,16,41,15,36.59,26,63.41,40016
40,17,43,15,34.88,28,65.12,40017
40,18,18,6,33.33,12,66.67,40018
40,19,60,21,35.0,39,65.0,40019
40,20,47,10,21.28,37,78.72,40020
40,21,62,17,27.42,45,72.58,40021
40,22,38,9,23.68,29,76.32,40022
40,23,58,16,27.59,42,72.41,40023
40,24,39,14,35.9,25,64.1,40024
40,25,36,17,47.22,19,52.78,40025
40,26,29,9,31.03,20,68.97,40026
40,27,39,13,33.33,26,66.67,40027
40,28,37,14,37.84,23,62.16,40028
40,29,59,19,32.2,40,67.8,40029
40,30,62,15,24.19,47,75.81,40030
40,31,39,10,25.64,29,74.36,40031
40,32,44,8,18.18,36,81.82,40032
40,33,35,16,45.71,19,54.29,40033
40,34,40,9,22.5,31,77.5,40034
40,35,38,17,44.74,21,55.26,40035
40,36,42,11,26.19,31,73.81,40036
40,37,34,13,38.24,21,61.76,40037
40,38,55,15,27.27,40,72.73,40038
40,39,4,2,50.0,2,50.0,40039
41,1,144,44,30.56,100,69.44,41001
41,2,131,48,36.64,83,63.36,41002
41,3,85,28,32.94,57,67.06,41003
41,4,99,28,28.28,71,71.72,41004
41,5,122,35,28.69,87,71.31,41005
41,6,109,28,25.69,81,74.31,41006
41,7,141,47,33.33,94,66.67,41007
41,8,145,42,28.97,103,71.03,41008
41,9,90,22,24.44,68,75.56,41009
41,10,122,37,30.33,85,69.67,41010
41,11,132,51,38.64,81,61.36,41011
41,12,116,37,31.9,79,68.1,41012
41,13,170,54,31.76,116,68.24,41013
41,14,129,24,18.6,105,81.4,41014
41,15,144,47,32.64,97,67.36,41015
41,16,127,44,34.65,83,65.35,41016
41,17,140,40,28.57,100,71.43,41017
41,18,120,36,30.0,84,70.0,41018
41,19,131,25,19.08,106,80.92,41019
41,20,109,25,22.94,84,77.06,41020
41,21,107,37,34.58,70,65.42,41021
41,22,139,36,25.9,103,74.1,41022
41,23,142,43,30.28,99,69.72,41023
41,24,120,33,27.5,87,72.5,41024
41,25,76,23,30.26,53,69.74,41025
41,26,112,39,34.82,73,65.18,41026
41,27,92,24,26.09,68,73.91,41027
41,28,94,32,34.04,62,65.96,41028
41,29,88,37,42.05,51,57.95,41029
41,30,127,41,32.28,86,67.72,41030
41,31,136,36,26.47,100,73.53,41031
41,32,91,29,31.87,62,68.13,41032
41,33,96,30,31.25,66,68.75,41033
41,34,88,33,37.5,55,62.5,41034
41,35,157,47,29.94,110,70.06,41035
41,36,133,52,39.1,81,60.9,41036
41,37,119,31,26.05,88,73.95,41037
41,38,93,27,29.03,66,70.97,41038
41,39,99,26,26.26,73,73.74,41039
41,40,156,47,30.13,109,69.87,41040
41,41,130,39,30.0,91,70.0,41041
41,42,125,45,36.0,80,64.0,41042
41,43,134,41,30.6,93,69.4,41043
41,44,159,60,37.74,99,62.26,41044
41,45,115,31,26.96,84,73.04,41045
41,46,125,33,26.4,92,73.6,41046
41,47,103,35,33.98,68,66.02,41047
42,1,119,12,10.08,107,89.92,42001
42,2,109,24,22.02,85,77.98,42002
42,3,66,18,27.27,48,72.73,42003
42,4,174,39,22.41,135,77.59,42004
42,5,86,18,20.93,68,79.07,42005
42,6,108,22,20.37,86,79.63,42006
42,7,136,26,19.12,110,80.88,42007
42,8,93,12,12.9,81,87.1,42008
42,9,85,25,29.41,60,70.59,42009
42,10,114,21,18.42,93,81.58,42010
42,11,112,19,16.96,93,83.04,42011
42,12,102,19,18.63,83,81.37,42012
42,13,119,22,18.49,97,81.51,42013
42,14,119,27,22.69,92,77.31,42014
42,15,91,22,24.18,69,75.82,42015
42,16,112,24,21.43,88,78.57,42016
42,17,176,35,19.89,141,80.11,42017
42,18,119,24,20.17,95,79.83,42018
42,19,166,29,17.47,137,82.53,42019
42,20,135,28,20.74,107,79.26,42020
42,21,86,18,20.93,68,79.07,42021
42,22,74,11,14.86,63,85.14,42022
42,23,122,21,17.21,101,82.79,42023
42,24,136,24,17.65,112,82.35,42024
42,25,141,36,25.53,105,74.47,42025
42,26,134,38,28.36,96,71.64,42026
42,27,87,15,17.24,72,82.76,42027
42,28,150,33,22.0,117,78.0,42028
42,29,107,21,19.63,86,80.37,42029
42,30,118,20,16.95,98,83.05,42030
42,31,149,31,20.81,118,79.19,42031
42,32,148,41,27.7,107,72.3,42032
42,33,75,18,24.0,57,76.0,42033
42,34,140,25,17.86,115,82.14,42034
42,35,119,27,22.69,92,77.31,42035
42,36,146,34,23.29,112,76.71,42036
42,37,93,19,20.43,74,79.57,42037
42,38,101,13,12.87,88,87.13,42038
42,39,102,21,20.59,81,79.41,42039
42,40,136,39,28.68,97,71.32,42040
42,41,80,22,27.5,58,72.5,42041
42,42,127,26,20.47,101,79.53,42042
43,1,43,7,16.28,36,83.72,43001
43,2,107,17,15.89,90,84.11,43002
43,3,122,19,15.57,103,84.43,43003
43,4,131,31,23.66,100,76.34,43004
43,5,111,19,17.12,92,82.88,43005
43,6,90,18,20.0,72,80.0,43006
43,7,60,11,18.33,49,81.67,43007
43,8,74,16,21.62,58,78.38,43008
43,9,112,24,21.43,88,78.57,43009
43,10,145,23,15.86,122,84.14,43010
43,11,95,18,18.95,77,81.05,43011
43,12,81,15,18.52,66,81.48,43012
43,13,99,28,28.28,71,71.72,43013
43,14,131,21,16.03,110,83.97,43014
43,15,111,24,21.62,87,78.38,43015
43,16,108,13,12.04,95,87.96,43016
43,17,105,22,20.95,83,79.05,43017
43,18,134,35,26.12,99,73.88,43018
43,19,97,18,18.56,79,81.44,43019
43,20,100,19,19.0,81,81.0,43020
43,21,106,24,22.64,82,77.36,43021
43,22,68,13,19.12,55,80.88,43022
43,23,66,15,22.73,51,77.27,43023
43,24,75,15,20.0,60,80.0,43024
43,25,81,17,20.99,64,79.01,43025
43,26,59,9,15.25,50,84.75,43026
43,27,109,22,20.18,87,79.82,43027
43,28,177,38,21.47,139,78.53,43028
43,29,105,20,19.05,85,80.95,43029
43,30,137,29,21.17,108,78.83,43030
43,31,106,32,30.19,74,69.81,43031
43,32,108,24,22.22,84,77.78,43032
43,33,130,19,14.62,111,85.38,43033
43,34,83,16,19.28,67,80.72,43034
43,35,159,34,21.38,125,78.62,43035
43,36,33,8,24.24,25,75.76,43036
43,37,90,22,24.44,68,75.56,43037
43,38,108,15,13.89,93,86.11,43038
43,39,95,20,21.05,75,78.95,43039
43,40,56,17,30.36,39,69.64,43040
43,41,109,28,25.69,81,74.31,43041
43,42,90,26,28.89,64,71.11,43042
43,43,148,35,23.65,113,76.35,43043
43,44,85,20,23.53,65,76.47,43044
43,45,79,24,30.38,55,69.62,43045
43,46,50,12,24.0,38,76.0,43046
44,1,112,16,14.29,96,85.71,44001
44,2,79,16,20.25,63,79.75,44002
44,3,53,10,18.87,43,81.13,44003
44,4,85,19,22.35,66,77.65,44004
44,5,66,16,24.24,50,75.76,44005
44,6,88,14,15.91,74,84.09,44006
44,7,90,19,21.11,71,78.89,44007
44,8,96,21,21.88,75,78.13,44008
44,9,97,9,9.28,88,90.72,44009
44,10,105,28,26.67,77,73.33,44010
44,11,93,19,20.43,74,79.57,44011
44,12,67,10,14.93,57,85.07,44012
44,13,114,12,10.53,102,89.47,44013
44,14,85,17,20.0,68,80.0,44014
44,15,60,11,18.33,49,81.67,44015
44,16,98,27,27.55,71,72.45,44016
44,17,74,15,20.27,59,79.73,44017
44,18,72,20,27.78,52,72.22,44018
44,19,98,17,17.35,81,82.65,44019
44,20,70,24,34.29,46,65.71,44020
44,21,69,26,37.68,43,62.32,44021
44,22,76,10,13.16,66,86.84,44022
44,23,84,21,25.0,63,75.0,44023
44,24,65,15,23.08,50,76.92,44024
44,25,88,15,17.05,73,82.95,44025
44,26,87,25,28.74,62,71.26,44026
44,27,112,21,18.75,91,81.25,44027
44,28,68,13,19.12,55,80.88,44028
44,29,105,22,20.95,83,79.05,44029
44,30,103,24,23.3,79,76.7,44030
44,31,75,17,22.67,58,77.33,44031
44,32,101,24,23.76,77,76.24,44032
44,33,36,12,33.33,24,66.67,44033
44,34,71,15,21.13,56,78.87,44034
44,35,119,30,25.21,89,74.79,44035
44,36,72,15,20.83,57,79.17,44036
44,37,60,16,26.67,44,73.33,44037
44,38,110,30,27.27,80,72.73,44038
44,39,124,19,15.32,105,84.68,44039
44,40,99,22,22.22,77,77.78,44040
44,41,82,30,36.59,52,63.41,44041
45,1,31,10,32.26,21,67.74,45001
45,2,33,12,36.36,21,63.64,45002
45,3,58,21,36.21,37,63.79,45003
45,4,60,19,31.67,41,68.33,45004
45,5,55,17,30.91,38,69.09,45005
45,6,83,21,25.3,62,74.7,45006
45,7,103,29,28.16,74,71.84,45007
45,8,59,18,30.51,41,69.49,45008
45,9,57,17,29.82,40,70.18,45009
45,10,88,28,31.82,60,68.18,45010
45,11,35,14,40.0,21,60.0,45011
45,12,67,26,38.81,41,61.19,45012
45,13,59,20,33.9,39,66.1,45013
45,14,81,30,37.04,51,62.96,45014
45,15,53,20,37.74,33,62.26,45015
45,16,47,15,31.91,32,68.09,45016
45,17,91,28,30.77,63,69.23,45017
45,18,89,36,40.45,53,59.55,45018
45,19,35,9,25.71,26,74.29,45019
45,20,59,20,33.9,39,66.1,45020
45,21,81,30,37.04,51,62.96,45021
45,22,75,19,25.33,56,74.67,45022
45,23,91,33,36.26,58,63.74,45023
45,24,91,31,34.07,60,65.93,45024
45,25,67,15,22.39,52,77.61,45025
45,26,53,14,26.42,39,73.58,45026
45,27,72,28,38.89,44,61.11,45027
45,28,81,22,27.16,59,72.84,45028
45,29,64,15,23.44,49,76.56,45029
45,30,41,17,41.46,24,58.54,45030
45,31,55,14,25.45,41,74.55,45031
45,32,56,18,32.14,38,67.86,45032
45,33,45,9,20.0,36,80.0,45033
45,34,58,16,27.59,42,72.41,45034
45,35,85,24,28.24,61,71.76,45035
45,36,81,22,27.16,59,72.84,45036
45,37,74,27,36.49,47,63.51,45037
45,38,58,14,24.14,44,75.86,45038
45,39,82,22,26.83,60,73.17,45039
45,40,103,43,41.75,60,58.25,45040
45,41,82,31,37.8,51,62.2,45041
45,42,71,21,29.58,50,70.42,45042
45,43,116,38,32.76,78,67.24,45043
45,44,114,28,24.56,86,75.44,45044
45,45,70,14,20.0,56,80.0,45045
45,46,80,28,35.0,52,65.0,45046
45,47,68,26,38.24,42,61.76,45047
45,48,109,35,32.11,74,67.89,45048
46,1,43,11,25.58,32,74.42,46001
46,2,26,7,26.92,19,73.08,46002
46,3,87,21,24.14,66,75.86,46003
46,4,38,10,26.32,28,73.68,46004
46,5,74,20,27.03,54,72.97,46005
46,6,13,6,46.15,7,53.85,46006
46,7,85,27,31.76,58,68.24,46007
46,8,38,6,15.79,32,84.21,46008
46,9,48,14,29.17,34,70.83,46009
46,10,95,18,18.95,77,81.05,46010
46,11,84,20,23.81,64,76.19,46011
46,12,27,8,29.63,19,70.37,46012
46,13,55,14,25.45,41,74.55,46013
46,14,32,8,25.0,24,75.0,46014
46,15,80,22,27.5,58,72.5,46015
46,16,51,17,33.33,34,66.67,46016
46,17,86,22,25.58,64,74.42,46017
46,18,97,20,20.62,77,79.38,46018
46,19,52,14,26.92,38,73.08,46019
46,20,27,10,37.04,17,62.96,46020
46,21,19,4,21.05,15,78.95,46021
46,22,41,10,24.39,31,75.61,46022
46,23,28,7,25.0,21,75.0,46023
46,24,78,19,24.36,59,75.64,46024
46,25,25,10,40.0,15,60.0,46025
46,26,33,7,21.21,26,78.79,46026
46,27,75,24,32.0,51,68.0,46027
46,28,66,17,25.76,49,74.24,46028
46,29,41,17,41.46,24,58.54,46029
46,30,39,15,38.46,24,61.54,46030
46,31,52,11,21.15,41,78.85,46031
46,32,41,13,31.71,28,68.29,46032
46,33,72,15,20.83,57,79.17,46033
46,34,45,12,26.67,33,73.33,46034
46,35,49,9,18.37,40,81.63,46035
46,36,84,23,27.38,61,72.62,46036
46,37,18,7,38.89,11,61.11,46037
46,38,34,5,14.71,29,85.29,46038
46,39,76,24,31.58,52,68.42,46039
46,40,29,6,20.69,23,79.31,46040
47,1,44,9,20.45,35,79.55,47001
47,2,66,17,25.76,49,74.24,47002
47,3,72,13,18.06,59,81.94,47003
47,4,81,11,13.58,70,86.42,47004
47,5,56,17,30.36,39,69.64,47005
47,6,77,17,22.08,60,77.92,47006
47,7,55,14,25.45,41,74.55,47007
47,8,82,12,14.63,70,85.37,47008
47,9,71,19,26.76,52,73.24,47009
47,10,55,11,20.0,44,80.0,47010
47,11,77,17,22.08,60,77.92,47011
47,12,67,12,17.91,55,82.09,47012
47,13,39,7,17.95,32,82.05,47013
47,14,69,12,17.39,57,82.61,47014
47,15,31,11,35.48,20,64.52,47015
47,16,59,13,22.03,46,77.97,47016
47,17,71,20,28.17,51,71.83,47017
47,18,78,20,25.64,58,74.36,47018
47,19,29,9,31.03,20,68.97,47019
47,20,57,17,29.82,40,70.18,47020
47,21,37,5,13.51,32,86.49,47021
47,22,55,13,23.64,42,76.36,47022
47,23,28,5,17.86,23,82.14,47023
47,24,56,14,25.0,42,75.0,47024
47,25,76,24,31.58,52,68.42,47025
47,26,66,23,34.85,43,65.15,47026
47,27,60,17,28.33,43,71.67,47027
47,28,54,16,29.63,38,70.37,47028
47,29,79,19,24.05,60,75.95,47029
47,30,58,13,22.41,45,77.59,47030
47,31,44,16,36.36,28,63.64,47031
47,32,57,13,22.81,44,77.19,47032
47,33,72,13,18.06,59,81.94,47033
47,34,69,13,18.84,56,81.16,47034
47,35,80,12,15.0,68,85.0,47035
47,36,58,15,25.86,43,74.14,47036
47,37,60,18,30.0,42,70.0,47037
47,38,59,16,27.12,43,72.88,47038
47,39,59,18,30.51,41,69.49,47039
47,40,52,12,23.08,40,76.92,47040
47,41,57,20,35.09,37,64.91,47041
47,42,40,10,25.0,30,75.0,47042
47,43,81,24,29.63,57,70.37,47043
47,44,72,18,25.0,54,75.0,47044
47,45,45,11,24.44,34,75.56,47045
47,46,57,14,24.56,43,75.44,47046
47,47,93,20,21.51,73,78.49,47047
47,48,6,1,16.67,5,83.33,47048
48,1,38,11,28.95,27,71.05,48001
48,2,28,3,10.71,25,89.29,48002
48,3,35,11,31.43,24,68.57,48003
48,4,27,6,22.22,21,77.78,48004
48,5,31,2,6.45,29,93.55,48005
48,6,50,18,36.0,32,64.0,48006
48,7,21,7,33.33,14,66.67,48007
48,8,46,18,39.13,28,60.87,48008
48,9,50,13,26.0,37,74.0,48009
48,10,41,8,19.51,33,80.49,48010
48,11,33,8,24.24,25,75.76,48011
48,12,48,14,29.17,34,70.83,48012
48,13,75,27,36.0,48,64.0,48013
48,14,43,8,18.6,35,81.4,48014
48,15,42,13,30.95,29,69.05,48015
48,16,35,13,37.14,22,62.86,48016
48,17,40,9,22.5,31,77.5,48017
48,18,37,15,40.54,22,59.46,48018
48,19,28,5,17.86,23,82.14,48019
48,20,39,11,28.21,28,71.79,48020
48,21,42,11,26.19,31,73.81,48021
48,22,71,17,23.94,54,76.06,48022
48,23,76,12,15.79,64,84.21,48023
48,24,72,24,33.33,48,66.67,48024
48,25,41,15,36.59,26,63.41,48025
48,26,18,6,33.33,12,66.67,48026
48,27,52,20,38.46,32,61.54,48027
48,28,90,16,17.78,74,82.22,48028
48,29,29,6,20.69,23,79.31,48029
48,30,30,7,23.33,23,76.67,48030
48,31,53,15,28.3,38,71.7,48031
48,32,27,13,48.15,14,51.85,48032
48,33,42,9,21.43,33,78.57,48033
48,34,30,9,30.0,21,70.0,48034
48,35,35,11,31.43,24,68.57,48035
48,36,35,5,14.29,30,85.71,48036
48,37,34,7,20.59,27,79.41,48037
