ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,Sylvester E. Baker Jr.,Sylvester E. Baker Jr. Percent,precinct_id
26,26,39,28,71.79,11,28.21,26026
26,27,73,62,84.93,11,15.07,26027
26,28,55,39,70.91,16,29.09,26028
26,29,52,39,75.0,13,25.0,26029
26,30,51,33,64.71,18,35.29,26030
26,31,62,40,64.52,22,35.48,26031
26,32,65,56,86.15,9,13.85,26032
26,33,27,25,92.59,2,7.41,26033
26,34,75,52,69.33,23,30.67,26034
26,35,82,65,79.27,17,20.73,26035
26,36,46,34,73.91,12,26.09,26036
26,37,37,24,64.86,13,35.14,26037
26,38,40,19,47.5,21,52.5,26038
26,39,52,42,80.77,10,19.23,26039
26,40,45,31,68.89,14,31.11,26040
26,41,67,46,68.66,21,31.34,26041
26,42,34,22,64.71,12,35.29,26042
26,43,58,40,68.97,18,31.03,26043
26,44,41,28,68.29,13,31.71,26044
26,45,77,47,61.04,30,38.96,26045
26,46,95,81,85.26,14,14.74,26046
26,47,28,21,75.0,7,25.0,26047
26,48,92,56,60.87,36,39.13,26048
26,49,43,29,67.44,14,32.56,26049
26,50,39,29,74.36,10,25.64,26050
26,51,81,62,76.54,19,23.46,26051
26,52,25,22,88.0,3,12.0,26052
26,53,35,31,88.57,4,11.43,26053
26,54,42,30,71.43,12,28.57,26054
26,55,60,46,76.67,14,23.33,26055
26,56,54,41,75.93,13,24.07,26056
26,57,58,40,68.97,18,31.03,26057
26,58,63,45,71.43,18,28.57,26058
26,59,60,38,63.33,22,36.67,26059
26,60,53,44,83.02,9,16.98,26060
26,61,32,20,62.5,12,37.5,26061
26,62,69,56,81.16,13,18.84,26062
26,63,22,19,86.36,3,13.64,26063
27,1,120,103,85.83,17,14.17,27001
27,2,72,44,61.11,28,38.89,27002
27,3,72,44,61.11,28,38.89,27003
27,4,54,40,74.07,14,25.93,27004
27,5,44,41,93.18,3,6.82,27005
27,6,33,23,69.7,10,30.3,27006
27,7,94,74,78.72,20,21.28,27007
27,8,94,48,51.06,46,48.94,27008
27,9,162,100,61.73,62,38.27,27009
27,10,197,131,66.5,66,33.5,27010
27,11,102,82,80.39,20,19.61,27011
27,12,112,79,70.54,33,29.46,27012
27,13,89,69,77.53,20,22.47,27013
27,14,108,67,62.04,41,37.96,27014
27,15,59,40,67.8,19,32.2,27015
27,16,24,16,66.67,8,33.33,27016
27,17,91,79,86.81,12,13.19,27017
27,18,73,67,91.78,6,8.22,27018
27,19,87,47,54.02,40,45.98,27019
27,20,93,56,60.22,37,39.78,27020
27,21,77,51,66.23,26,33.77,27021
27,22,95,70,73.68,25,26.32,27022
27,23,22,7,31.82,15,68.18,27023
27,24,74,52,70.27,22,29.73,27024
27,25,60,30,50.0,30,50.0,27025
27,26,116,67,57.76,49,42.24,27026
27,27,97,61,62.89,36,37.11,27027
27,28,125,83,66.4,42,33.6,27028
27,29,66,44,66.67,22,33.33,27029
27,30,45,32,71.11,13,28.89,27030
27,31,66,36,54.55,30,45.45,27031
27,32,114,89,78.07,25,21.93,27032
27,33,86,62,72.09,24,27.91,27033
27,34,86,61,70.93,25,29.07,27034
27,35,83,69,83.13,14,16.87,27035
27,36,125,85,68.0,40,32.0,27036
27,37,106,74,69.81,32,30.19,27037
27,38,58,49,84.48,9,15.52,27038
27,39,32,23,71.88,9,28.13,27039
27,40,84,65,77.38,19,22.62,27040
27,41,74,60,81.08,14,18.92,27041
27,42,59,55,93.22,4,6.78,27042
27,43,60,36,60.0,24,40.0,27043
27,44,80,42,52.5,38,47.5,27044
27,45,85,54,63.53,31,36.47,27045
27,46,100,84,84.0,16,16.0,27046
27,47,64,38,59.38,26,40.63,27047
27,48,125,68,54.4,57,45.6,27048
27,49,93,47,50.54,46,49.46,27049
27,50,102,93,91.18,9,8.82,27050
27,51,14,10,71.43,4,28.57,27051
27,52,70,41,58.57,29,41.43,27052
27,53,75,63,84.0,12,16.0,27053
27,54,95,76,80.0,19,20.0,27054
27,55,85,54,63.53,31,36.47,27055
27,56,50,42,84.0,8,16.0,27056
27,57,60,51,85.0,9,15.0,27057
27,58,28,26,92.86,2,7.14,27058
27,59,113,92,81.42,21,18.58,27059
28,1,82,41,50.0,41,50.0,28001
28,2,115,58,50.43,57,49.57,28002
28,3,67,37,55.22,30,44.78,28003
28,4,104,69,66.35,35,33.65,28004
28,5,68,36,52.94,32,47.06,28005
28,6,66,43,65.15,23,34.85,28006
28,7,85,53,62.35,32,37.65,28007
28,8,88,61,69.32,27,30.68,28008
28,9,85,51,60.0,34,40.0,28009
28,10,30,15,50.0,15,50.0,28010
28,11,67,31,46.27,36,53.73,28011
28,12,57,30,52.63,27,47.37,28012
28,13,37,26,70.27,11,29.73,28013
28,14,54,25,46.3,29,53.7,28014
28,15,83,44,53.01,39,46.99,28015
28,16,69,44,63.77,25,36.23,28016
28,17,80,40,50.0,40,50.0,28017
28,18,115,63,54.78,52,45.22,28018
28,19,99,60,60.61,39,39.39,28019
28,20,96,57,59.38,39,40.63,28020
28,21,113,73,64.6,40,35.4,28021
28,22,85,55,64.71,30,35.29,28022
28,23,77,45,58.44,32,41.56,28023
28,24,54,28,51.85,26,48.15,28024
28,25,72,32,44.44,40,55.56,28025
28,26,89,56,62.92,33,37.08,28026
28,27,101,73,72.28,28,27.72,28027
28,28,50,29,58.0,21,42.0,28028
28,29,91,65,71.43,26,28.57,28029
28,30,64,33,51.56,31,48.44,28030
28,31,75,49,65.33,26,34.67,28031
28,32,79,47,59.49,32,40.51,28032
28,33,119,55,46.22,64,53.78,28033
28,34,20,13,65.0,7,35.0,28034
28,35,73,43,58.9,30,41.1,28035
28,36,57,39,68.42,18,31.58,28036
28,37,158,97,61.39,61,38.61,28037
28,38,40,27,67.5,13,32.5,28038
28,39,95,61,64.21,34,35.79,28039
28,40,131,83,63.36,48,36.64,28040
28,41,81,44,54.32,37,45.68,28041
28,42,69,37,53.62,32,46.38,28042
28,43,141,91,64.54,50,35.46,28043
28,44,128,73,57.03,55,42.97,28044
28,45,90,53,58.89,37,41.11,28045
28,46,91,54,59.34,37,40.66,28046
28,47,117,60,51.28,57,48.72,28047
28,48,44,25,56.82,19,43.18,28048
28,49,39,19,48.72,20,51.28,28049
28,50,58,32,55.17,26,44.83,28050
28,51,95,57,60.0,38,40.0,28051
28,52,67,45,67.16,22,32.84,28052
28,53,57,38,66.67,19,33.33,28053
28,54,63,40,63.49,23,36.51,28054
28,55,82,50,60.98,32,39.02,28055
28,56,83,48,57.83,35,42.17,28056
28,57,95,55,57.89,40,42.11,28057
28,58,88,50,56.82,38,43.18,28058
28,59,74,44,59.46,30,40.54,28059
28,60,52,31,59.62,21,40.38,28060
28,61,52,32,61.54,20,38.46,28061
29,1,204,142,69.61,62,30.39,29001
29,2,67,50,74.63,17,25.37,29002
29,3,190,109,57.37,81,42.63,29003
29,4,138,91,65.94,47,34.06,29004
29,5,120,81,67.5,39,32.5,29005
29,6,52,40,76.92,12,23.08,29006
29,7,65,47,72.31,18,27.69,29007
29,8,89,61,68.54,28,31.46,29008
29,9,65,52,80.0,13,20.0,29009
29,10,59,44,74.58,15,25.42,29010
29,11,130,74,56.92,56,43.08,29011
29,12,179,126,70.39,53,29.61,29012
29,13,128,75,58.59,53,41.41,29013
29,14,156,91,58.33,65,41.67,29014
29,15,171,116,67.84,55,32.16,29015
29,16,200,156,78.0,44,22.0,29016
29,17,107,76,71.03,31,28.97,29017
29,18,159,80,50.31,79,49.69,29018
29,19,173,118,68.21,55,31.79,29019
29,20,150,101,67.33,49,32.67,29020
29,21,90,52,57.78,38,42.22,29021
29,22,101,71,70.3,30,29.7,29022
29,23,114,78,68.42,36,31.58,29023
29,24,73,49,67.12,24,32.88,29024
29,25,125,99,79.2,26,20.8,29025
29,26,92,64,69.57,28,30.43,29026
29,27,75,44,58.67,31,41.33,29027
29,28,154,86,55.84,68,44.16,29028
29,29,151,112,74.17,39,25.83,29029
29,30,59,47,79.66,12,20.34,29030
29,31,130,70,53.85,60,46.15,29031
29,32,62,41,66.13,21,33.87,29032
29,33,134,77,57.46,57,42.54,29033
29,34,89,50,56.18,39,43.82,29034
29,35,97,51,52.58,46,47.42,29035
29,36,159,102,64.15,57,35.85,29036
29,37,116,77,66.38,39,33.62,29037
29,38,119,64,53.78,55,46.22,29038
29,39,77,55,71.43,22,28.57,29039
29,40,176,111,63.07,65,36.93,29040
29,41,153,96,62.75,57,37.25,29041
29,42,140,83,59.29,57,40.71,29042
29,43,162,110,67.9,52,32.1,29043
29,44,118,79,66.95,39,33.05,29044
29,45,106,54,50.94,52,49.06,29045
29,46,122,74,60.66,48,39.34,29046
29,47,175,116,66.29,59,33.71,29047
29,48,103,57,55.34,46,44.66,29048
29,49,172,110,63.95,62,36.05,29049
30,1,115,98,85.22,17,14.78,30001
30,2,63,52,82.54,11,17.46,30002
30,3,118,102,86.44,16,13.56,30003
30,4,65,45,69.23,20,30.77,30004
30,5,34,24,70.59,10,29.41,30005
30,6,61,47,77.05,14,22.95,30006
30,7,63,48,76.19,15,23.81,30007
30,8,89,73,82.02,16,17.98,30008
30,9,101,86,85.15,15,14.85,30009
30,10,45,32,71.11,13,28.89,30010
30,11,46,38,82.61,8,17.39,30011
30,12,42,31,73.81,11,26.19,30012
30,13,62,48,77.42,14,22.58,30013
30,14,32,27,84.38,5,15.63,30014
30,15,141,130,92.2,11,7.8,30015
30,16,76,67,88.16,9,11.84,30016
30,17,49,36,73.47,13,26.53,30017
30,18,51,39,76.47,12,23.53,30018
30,19,52,38,73.08,14,26.92,30019
30,20,60,39,65.0,21,35.0,30020
30,21,64,41,64.06,23,35.94,30021
30,22,63,49,77.78,14,22.22,30022
30,23,66,39,59.09,27,40.91,30023
30,24,62,48,77.42,14,22.58,30024
30,25,39,25,64.1,14,35.9,30025
30,26,50,26,52.0,24,48.0,30026
30,27,86,56,65.12,30,34.88,30027
30,28,74,62,83.78,12,16.22,30028
30,29,40,29,72.5,11,27.5,30029
30,30,86,67,77.91,19,22.09,30030
30,31,47,37,78.72,10,21.28,30031
30,32,31,19,61.29,12,38.71,30032
30,33,59,36,61.02,23,38.98,30033
30,34,82,65,79.27,17,20.73,30034
30,35,68,47,69.12,21,30.88,30035
30,36,85,60,70.59,25,29.41,30036
30,37,57,45,78.95,12,21.05,30037
30,38,131,106,80.92,25,19.08,30038
30,39,85,66,77.65,19,22.35,30039
30,40,63,45,71.43,18,28.57,30040
30,41,52,34,65.38,18,34.62,30041
31,1,33,29,87.88,4,12.12,31001
31,2,44,27,61.36,17,38.64,31002
31,3,72,61,84.72,11,15.28,31003
31,4,66,51,77.27,15,22.73,31004
31,5,79,66,83.54,13,16.46,31005
31,6,53,42,79.25,11,20.75,31006
31,7,58,45,77.59,13,22.41,31007
31,8,46,43,93.48,3,6.52,31008
31,9,56,45,80.36,11,19.64,31009
31,10,21,16,76.19,5,23.81,31010
31,11,71,49,69.01,22,30.99,31011
31,12,67,43,64.18,24,35.82,31012
31,13,51,42,82.35,9,17.65,31013
31,14,57,43,75.44,14,24.56,31014
31,15,30,24,80.0,6,20.0,31015
31,16,46,36,78.26,10,21.74,31016
31,17,52,43,82.69,9,17.31,31017
31,18,54,40,74.07,14,25.93,31018
31,19,61,51,83.61,10,16.39,31019
31,20,46,33,71.74,13,28.26,31020
31,21,75,54,72.0,21,28.0,31021
31,22,57,39,68.42,18,31.58,31022
31,23,49,42,85.71,7,14.29,31023
31,24,61,48,78.69,13,21.31,31024
31,25,74,62,83.78,12,16.22,31025
31,26,53,39,73.58,14,26.42,31026
31,27,35,23,65.71,12,34.29,31027
31,28,71,55,77.46,16,22.54,31028
31,29,57,43,75.44,14,24.56,31029
31,30,102,87,85.29,15,14.71,31030
31,31,99,78,78.79,21,21.21,31031
31,32,93,74,79.57,19,20.43,31032
31,33,69,47,68.12,22,31.88,31033
31,34,34,17,50.0,17,50.0,31034
31,35,49,36,73.47,13,26.53,31035
31,36,75,56,74.67,19,25.33,31036
31,37,55,39,70.91,16,29.09,31037
31,38,41,31,75.61,10,24.39,31038
31,39,24,20,83.33,4,16.67,31039
31,40,44,33,75.0,11,25.0,31040
31,41,56,46,82.14,10,17.86,31041
31,42,90,62,68.89,28,31.11,31042
31,43,67,58,86.57,9,13.43,31043
31,44,41,30,73.17,11,26.83,31044
31,45,55,43,78.18,12,21.82,31045
31,46,69,56,81.16,13,18.84,31046
31,47,58,44,75.86,14,24.14,31047
31,48,50,38,76.0,12,24.0,31048
31,49,30,23,76.67,7,23.33,31049
31,50,62,53,85.48,9,14.52,31050
31,51,43,37,86.05,6,13.95,31051
32,1,115,100,86.96,15,13.04,32001
32,2,143,111,77.62,32,22.38,32002
32,3,78,61,78.21,17,21.79,32003
32,4,125,115,92.0,10,8.0,32004
32,5,73,60,82.19,13,17.81,32005
32,6,112,92,82.14,20,17.86,32006
32,7,59,54,91.53,5,8.47,32007
32,8,147,133,90.48,14,9.52,32008
32,9,163,153,93.87,10,6.13,32009
32,10,105,98,93.33,7,6.67,32010
32,11,102,92,90.2,10,9.8,32011
32,12,75,64,85.33,11,14.67,32012
32,13,46,42,91.3,4,8.7,32013
32,14,99,88,88.89,11,11.11,32014
32,15,75,65,86.67,10,13.33,32015
32,16,113,104,92.04,9,7.96,32016
32,17,102,92,90.2,10,9.8,32017
32,18,77,70,90.91,7,9.09,32018
32,19,125,105,84.0,20,16.0,32019
32,20,102,89,87.25,13,12.75,32020
32,21,87,81,93.1,6,6.9,32021
32,22,139,125,89.93,14,10.07,32022
32,23,126,109,86.51,17,13.49,32023
32,24,111,105,94.59,6,5.41,32024
32,25,87,73,83.91,14,16.09,32025
32,26,93,79,84.95,14,15.05,32026
32,27,97,88,90.72,9,9.28,32027
32,28,79,70,88.61,9,11.39,32028
32,29,101,93,92.08,8,7.92,32029
32,30,96,90,93.75,6,6.25,32030
32,31,135,117,86.67,18,13.33,32031
32,32,109,98,89.91,11,10.09,32032
32,33,83,67,80.72,16,19.28,32033
32,34,119,99,83.19,20,16.81,32034
32,35,132,112,84.85,20,15.15,32035
32,36,95,82,86.32,13,13.68,32036
32,37,99,82,82.83,17,17.17,32037
32,38,113,103,91.15,10,8.85,32038
32,39,98,88,89.8,10,10.2,32039
32,40,116,100,86.21,16,13.79,32040
32,41,116,103,88.79,13,11.21,32041
32,42,132,118,89.39,14,10.61,32042
32,43,118,114,96.61,4,3.39,32043
32,44,118,74,62.71,44,37.29,32044
32,45,100,92,92.0,8,8.0,32045
32,46,38,29,76.32,9,23.68,32046
32,47,122,110,90.16,12,9.84,32047
32,48,169,145,85.8,24,14.2,32048
32,49,61,58,95.08,3,4.92,32049
32,50,149,140,93.96,9,6.04,32050
32,51,115,107,93.04,8,6.96,32051
32,52,46,41,89.13,5,10.87,32052
33,1,136,113,83.09,23,16.91,33001
33,2,158,132,83.54,26,16.46,33002
33,3,152,121,79.61,31,20.39,33003
33,4,165,133,80.61,32,19.39,33004
33,5,115,89,77.39,26,22.61,33005
33,6,160,130,81.25,30,18.75,33006
33,7,244,232,95.08,12,4.92,33007
33,8,135,119,88.15,16,11.85,33008
33,9,146,121,82.88,25,17.12,33009
33,10,176,156,88.64,20,11.36,33010
33,11,137,114,83.21,23,16.79,33011
33,12,144,122,84.72,22,15.28,33012
33,13,159,124,77.99,35,22.01,33013
33,14,114,87,76.32,27,23.68,33014
33,15,136,111,81.62,25,18.38,33015
33,16,94,77,81.91,17,18.09,33016
33,17,171,143,83.63,28,16.37,33017
33,18,43,36,83.72,7,16.28,33018
33,19,138,115,83.33,23,16.67,33019
33,20,145,122,84.14,23,15.86,33020
33,21,151,115,76.16,36,23.84,33021
33,22,205,178,86.83,27,13.17,33022
33,23,135,120,88.89,15,11.11,33023
33,24,214,190,88.79,24,11.21,33024
33,25,187,151,80.75,36,19.25,33025
33,26,136,109,80.15,27,19.85,33026
33,27,105,94,89.52,11,10.48,33027
34,1,248,149,60.08,99,39.92,34001
34,2,187,126,67.38,61,32.62,34002
34,3,175,92,52.57,83,47.43,34003
34,4,174,104,59.77,70,40.23,34004
34,5,131,89,67.94,42,32.06,34005
34,6,115,75,65.22,40,34.78,34006
34,7,247,142,57.49,105,42.51,34007
34,8,163,96,58.9,67,41.1,34008
34,9,118,63,53.39,55,46.61,34009
34,10,174,120,68.97,54,31.03,34010
34,11,90,54,60.0,36,40.0,34011
34,12,194,114,58.76,80,41.24,34012
34,13,197,124,62.94,73,37.06,34013
34,14,132,77,58.33,55,41.67,34014
34,15,123,85,69.11,38,30.89,34015
34,16,89,37,41.57,52,58.43,34016
34,17,110,66,60.0,44,40.0,34017
34,18,96,71,73.96,25,26.04,34018
34,19,30,20,66.67,10,33.33,34019
34,20,284,201,70.77,83,29.23,34020
34,21,173,109,63.01,64,36.99,34021
34,22,213,144,67.61,69,32.39,34022
34,23,160,93,58.13,67,41.88,34023
34,24,153,87,56.86,66,43.14,34024
34,25,200,135,67.5,65,32.5,34025
34,26,85,57,67.06,28,32.94,34026
34,27,135,84,62.22,51,37.78,34027
34,28,99,73,73.74,26,26.26,34028
34,29,169,103,60.95,66,39.05,34029
34,30,232,140,60.34,92,39.66,34030
34,31,82,51,62.2,31,37.8,34031
34,32,122,83,68.03,39,31.97,34032
34,33,75,38,50.67,37,49.33,34033
34,34,221,144,65.16,77,34.84,34034
34,35,208,135,64.9,73,35.1,34035
34,36,205,137,66.83,68,33.17,34036
34,37,152,95,62.5,57,37.5,34037
34,38,124,80,64.52,44,35.48,34038
34,39,100,57,57.0,43,43.0,34039
34,40,181,109,60.22,72,39.78,34040
34,41,89,57,64.04,32,35.96,34041
34,42,233,144,61.8,89,38.2,34042
34,43,233,123,52.79,110,47.21,34043
34,44,233,172,73.82,61,26.18,34044
34,45,159,93,58.49,66,41.51,34045
34,46,153,107,69.93,46,30.07,34046
34,47,91,61,67.03,30,32.97,34047
34,48,239,151,63.18,88,36.82,34048
34,49,264,166,62.88,98,37.12,34049
34,50,168,104,61.9,64,38.1,34050
34,51,254,153,60.24,101,39.76,34051
34,52,117,73,62.39,44,37.61,34052
34,53,94,57,60.64,37,39.36,34053
34,54,113,68,60.18,45,39.82,34054
34,55,176,93,52.84,83,47.16,34055
34,56,70,45,64.29,25,35.71,34056
34,57,106,83,78.3,23,21.7,34057
34,58,200,143,71.5,57,28.5,34058
34,59,149,90,60.4,59,39.6,34059
34,60,169,108,63.91,61,36.09,34060
34,61,136,84,61.76,52,38.24,34061
35,1,116,93,80.17,23,19.83,35001
35,2,81,58,71.6,23,28.4,35002
35,3,68,50,73.53,18,26.47,35003
35,4,138,109,78.99,29,21.01,35004
35,5,101,78,77.23,23,22.77,35005
35,6,97,75,77.32,22,22.68,35006
35,7,109,94,86.24,15,13.76,35007
35,8,91,79,86.81,12,13.19,35008
35,9,86,72,83.72,14,16.28,35009
35,10,109,81,74.31,28,25.69,35010
35,11,87,67,77.01,20,22.99,35011
35,12,131,110,83.97,21,16.03,35012
35,13,29,22,75.86,7,24.14,35013
35,14,110,75,68.18,35,31.82,35014
35,15,106,82,77.36,24,22.64,35015
35,16,110,86,78.18,24,21.82,35016
35,17,88,58,65.91,30,34.09,35017
35,18,120,92,76.67,28,23.33,35018
35,19,87,65,74.71,22,25.29,35019
35,20,77,59,76.62,18,23.38,35020
35,21,96,74,77.08,22,22.92,35021
35,22,56,46,82.14,10,17.86,35022
35,23,68,55,80.88,13,19.12,35023
35,24,62,53,85.48,9,14.52,35024
35,25,106,83,78.3,23,21.7,35025
35,26,131,106,80.92,25,19.08,35026
35,27,128,102,79.69,26,20.31,35027
35,28,100,86,86.0,14,14.0,35028
35,29,121,110,90.91,11,9.09,35029
35,30,162,130,80.25,32,19.75,35030
35,31,44,31,70.45,13,29.55,35031
35,32,67,52,77.61,15,22.39,35032
35,33,92,79,85.87,13,14.13,35033
35,34,104,83,79.81,21,20.19,35034
35,35,115,85,73.91,30,26.09,35035
35,36,65,48,73.85,17,26.15,35036
36,1,111,95,85.59,16,14.41,36001
36,2,98,73,74.49,25,25.51,36002
36,3,236,177,75.0,59,25.0,36003
36,4,66,43,65.15,23,34.85,36004
36,5,98,91,92.86,7,7.14,36005
36,6,115,100,86.96,15,13.04,36006
36,7,95,84,88.42,11,11.58,36007
36,8,96,82,85.42,14,14.58,36008
36,9,101,89,88.12,12,11.88,36009
36,10,110,100,90.91,10,9.09,36010
36,11,174,153,87.93,21,12.07,36011
36,12,90,72,80.0,18,20.0,36012
36,13,205,185,90.24,20,9.76,36013
36,14,131,112,85.5,19,14.5,36014
36,15,102,86,84.31,16,15.69,36015
36,16,205,171,83.41,34,16.59,36016
36,17,106,94,88.68,12,11.32,36017
36,18,148,133,89.86,15,10.14,36018
36,19,133,112,84.21,21,15.79,36019
36,20,154,127,82.47,27,17.53,36020
36,21,224,193,86.16,31,13.84,36021
36,22,160,137,85.63,23,14.38,36022
36,23,90,73,81.11,17,18.89,36023
36,24,139,100,71.94,39,28.06,36024
36,25,95,83,87.37,12,12.63,36025
36,26,116,94,81.03,22,18.97,36026
36,27,71,65,91.55,6,8.45,36027
36,28,109,93,85.32,16,14.68,36028
36,29,89,76,85.39,13,14.61,36029
36,30,145,132,91.03,13,8.97,36030
36,31,148,136,91.89,12,8.11,36031
36,32,104,91,87.5,13,12.5,36032
36,33,107,83,77.57,24,22.43,36033
36,34,93,81,87.1,12,12.9,36034
36,35,137,119,86.86,18,13.14,36035
36,36,110,90,81.82,20,18.18,36036
36,37,76,67,88.16,9,11.84,36037
36,38,90,78,86.67,12,13.33,36038
36,39,105,93,88.57,12,11.43,36039
36,40,130,110,84.62,20,15.38,36040
36,41,93,75,80.65,18,19.35,36041
36,42,105,91,86.67,14,13.33,36042
36,43,102,88,86.27,14,13.73,36043
36,44,159,123,77.36,36,22.64,36044
36,45,140,113,80.71,27,19.29,36045
36,46,101,91,90.1,10,9.9,36046
36,47,94,81,86.17,13,13.83,36047
36,48,105,94,89.52,11,10.48,36048
36,49,157,138,87.9,19,12.1,36049
36,50,102,89,87.25,13,12.75,36050
36,51,108,89,82.41,19,17.59,36051
36,52,100,80,80.0,20,20.0,36052
36,53,82,63,76.83,19,23.17,36053
36,54,186,128,68.82,58,31.18,36054
36,55,185,150,81.08,35,18.92,36055
37,1,62,45,72.58,17,27.42,37001
37,2,96,59,61.46,37,38.54,37002
37,3,61,37,60.66,24,39.34,37003
37,4,131,78,59.54,53,40.46,37004
37,5,147,84,57.14,63,42.86,37005
37,6,132,84,63.64,48,36.36,37006
37,7,132,80,60.61,52,39.39,37007
37,8,76,49,64.47,27,35.53,37008
37,9,118,73,61.86,45,38.14,37009
37,10,128,87,67.97,41,32.03,37010
37,11,31,21,67.74,10,32.26,37011
37,12,69,51,73.91,18,26.09,37012
37,13,102,54,52.94,48,47.06,37013
37,14,161,94,58.39,67,41.61,37014
37,15,128,79,61.72,49,38.28,37015
37,16,116,66,56.9,50,43.1,37016
37,17,118,67,56.78,51,43.22,37017
37,18,143,86,60.14,57,39.86,37018
37,19,72,46,63.89,26,36.11,37019
37,20,87,52,59.77,35,40.23,37020
37,21,131,88,67.18,43,32.82,37021
37,22,72,45,62.5,27,37.5,37022
37,23,96,54,56.25,42,43.75,37023
37,24,118,71,60.17,47,39.83,37024
37,25,148,90,60.81,58,39.19,37025
37,26,145,89,61.38,56,38.62,37026
37,27,115,66,57.39,49,42.61,37027
37,28,121,71,58.68,50,41.32,37028
37,29,120,65,54.17,55,45.83,37029
37,30,70,40,57.14,30,42.86,37030
37,31,145,77,53.1,68,46.9,37031
37,32,111,60,54.05,51,45.95,37032
37,33,103,67,65.05,36,34.95,37033
37,34,118,66,55.93,52,44.07,37034
37,35,134,77,57.46,57,42.54,37035
37,36,130,77,59.23,53,40.77,37036
37,37,106,57,53.77,49,46.23,37037
37,38,112,62,55.36,50,44.64,37038
37,39,98,66,67.35,32,32.65,37039
37,40,128,73,57.03,55,42.97,37040
37,41,136,77,56.62,59,43.38,37041
37,42,65,43,66.15,22,33.85,37042
37,43,91,61,67.03,30,32.97,37043
38,1,129,111,86.05,18,13.95,38001
38,2,74,56,75.68,18,24.32,38002
38,3,74,59,79.73,15,20.27,38003
38,4,50,42,84.0,8,16.0,38004
38,5,200,164,82.0,36,18.0,38005
38,6,87,79,90.8,8,9.2,38006
38,7,111,92,82.88,19,17.12,38007
38,8,70,58,82.86,12,17.14,38008
38,9,109,98,89.91,11,10.09,38009
38,10,149,137,91.95,12,8.05,38010
38,11,88,69,78.41,19,21.59,38011
38,12,120,103,85.83,17,14.17,38012
38,13,85,69,81.18,16,18.82,38013
38,14,99,89,89.9,10,10.1,38014
38,15,76,72,94.74,4,5.26,38015
38,16,110,91,82.73,19,17.27,38016
38,17,94,77,81.91,17,18.09,38017
38,18,128,103,80.47,25,19.53,38018
38,19,134,109,81.34,25,18.66,38019
38,20,153,142,92.81,11,7.19,38020
38,21,90,75,83.33,15,16.67,38021
38,22,111,98,88.29,13,11.71,38022
38,23,91,76,83.52,15,16.48,38023
38,24,68,57,83.82,11,16.18,38024
38,25,115,101,87.83,14,12.17,38025
38,26,53,48,90.57,5,9.43,38026
38,27,61,51,83.61,10,16.39,38027
38,28,88,81,92.05,7,7.95,38028
38,29,97,83,85.57,14,14.43,38029
38,30,86,68,79.07,18,20.93,38030
38,31,110,90,81.82,20,18.18,38031
38,32,138,127,92.03,11,7.97,38032
38,33,90,74,82.22,16,17.78,38033
38,34,65,53,81.54,12,18.46,38034
38,35,124,107,86.29,17,13.71,38035
38,36,94,78,82.98,16,17.02,38036
38,37,101,82,81.19,19,18.81,38037
38,38,112,93,83.04,19,16.96,38038
38,39,85,66,77.65,19,22.35,38039
38,40,100,92,92.0,8,8.0,38040
38,41,164,153,93.29,11,6.71,38041
38,42,136,122,89.71,14,10.29,38042
38,43,112,96,85.71,16,14.29,38043
38,44,116,98,84.48,18,15.52,38044
38,45,117,103,88.03,14,11.97,38045
38,46,98,86,87.76,12,12.24,38046
38,47,94,83,88.3,11,11.7,38047
38,48,101,94,93.07,7,6.93,38048
38,49,95,84,88.42,11,11.58,38049
38,50,96,80,83.33,16,16.67,38050
38,51,70,64,91.43,6,8.57,38051
38,52,113,102,90.27,11,9.73,38052
38,53,32,23,71.88,9,28.13,38053
39,1,115,107,93.04,8,6.96,39001
39,2,159,127,79.87,32,20.13,39002
39,3,154,143,92.86,11,7.14,39003
39,4,117,110,94.02,7,5.98,39004
39,5,91,79,86.81,12,13.19,39005
39,6,113,95,84.07,18,15.93,39006
39,7,98,82,83.67,16,16.33,39007
39,8,130,113,86.92,17,13.08,39008
39,9,144,126,87.5,18,12.5,39009
39,10,98,85,86.73,13,13.27,39010
39,11,147,132,89.8,15,10.2,39011
39,12,90,71,78.89,19,21.11,39012
39,13,84,72,85.71,12,14.29,39013
39,14,133,108,81.2,25,18.8,39014
39,15,121,109,90.08,12,9.92,39015
39,16,90,78,86.67,12,13.33,39016
39,17,87,71,81.61,16,18.39,39017
39,18,129,109,84.5,20,15.5,39018
39,19,76,69,90.79,7,9.21,39019
39,20,109,94,86.24,15,13.76,39020
39,21,86,72,83.72,14,16.28,39021
39,22,99,82,82.83,17,17.17,39022
39,23,98,89,90.82,9,9.18,39023
39,24,106,75,70.75,31,29.25,39024
39,25,111,91,81.98,20,18.02,39025
39,26,117,109,93.16,8,6.84,39026
39,27,134,119,88.81,15,11.19,39027
39,28,141,119,84.4,22,15.6,39028
39,29,137,120,87.59,17,12.41,39029
39,30,53,35,66.04,18,33.96,39030
39,31,70,63,90.0,7,10.0,39031
39,32,82,75,91.46,7,8.54,39032
39,33,131,113,86.26,18,13.74,39033
39,34,137,119,86.86,18,13.14,39034
39,35,128,117,91.41,11,8.59,39035
39,36,118,97,82.2,21,17.8,39036
39,37,209,193,92.34,16,7.66,39037
