ward,precinct,total,Frederick Collins,Frederick Collins Percent,Thomas J. Dart,Thomas J. Dart Percent,Marshall P. Lewis,Marshall P. Lewis Percent,precinct_id
20,28,228,2,0.88,216,94.74,10,4.39,20028
20,29,282,11,3.9,254,90.07,17,6.03,20029
20,30,224,9,4.02,210,93.75,5,2.23,20030
20,31,278,7,2.52,263,94.6,8,2.88,20031
20,32,170,6,3.53,159,93.53,5,2.94,20032
20,33,275,5,1.82,261,94.91,9,3.27,20033
20,34,394,15,3.81,346,87.82,33,8.38,20034
20,35,123,5,4.07,116,94.31,2,1.63,20035
20,36,195,5,2.56,181,92.82,9,4.62,20036
20,37,234,6,2.56,220,94.02,8,3.42,20037
20,38,47,1,2.13,43,91.49,3,6.38,20038
20,39,212,3,1.42,204,96.23,5,2.36,20039
20,40,180,2,1.11,174,96.67,4,2.22,20040
20,41,82,4,4.88,71,86.59,7,8.54,20041
20,42,193,3,1.55,183,94.82,7,3.63,20042
20,43,71,1,1.41,70,98.59,0,0.0,20043
20,44,265,8,3.02,252,95.09,5,1.89,20044
20,45,153,4,2.61,146,95.42,3,1.96,20045
20,46,203,6,2.96,192,94.58,5,2.46,20046
20,47,187,4,2.14,179,95.72,4,2.14,20047
20,48,90,1,1.11,85,94.44,4,4.44,20048
20,49,153,8,5.23,140,91.5,5,3.27,20049
20,50,126,2,1.59,123,97.62,1,0.79,20050
21,1,416,11,2.64,395,94.95,10,2.4,21001
21,2,281,9,3.2,265,94.31,7,2.49,21002
21,3,255,5,1.96,245,96.08,5,1.96,21003
21,4,287,2,0.7,280,97.56,5,1.74,21004
21,5,291,4,1.37,280,96.22,7,2.41,21005
21,6,251,3,1.2,239,95.22,9,3.59,21006
21,7,297,1,0.34,292,98.32,4,1.35,21007
21,8,305,7,2.3,287,94.1,11,3.61,21008
21,9,335,9,2.69,312,93.13,14,4.18,21009
21,10,231,6,2.6,219,94.81,6,2.6,21010
21,11,304,8,2.63,289,95.07,7,2.3,21011
21,12,307,9,2.93,293,95.44,5,1.63,21012
21,13,164,2,1.22,158,96.34,4,2.44,21013
21,14,265,2,0.75,254,95.85,9,3.4,21014
21,15,233,6,2.58,216,92.7,11,4.72,21015
21,16,264,5,1.89,252,95.45,7,2.65,21016
21,17,293,4,1.37,282,96.25,7,2.39,21017
21,18,249,5,2.01,239,95.98,5,2.01,21018
21,19,245,4,1.63,235,95.92,6,2.45,21019
21,20,179,4,2.23,166,92.74,9,5.03,21020
21,21,332,8,2.41,317,95.48,7,2.11,21021
21,22,258,2,0.78,251,97.29,5,1.94,21022
21,23,220,8,3.64,205,93.18,7,3.18,21023
21,24,314,8,2.55,299,95.22,7,2.23,21024
21,25,240,8,3.33,221,92.08,11,4.58,21025
21,26,232,2,0.86,221,95.26,9,3.88,21026
21,27,314,7,2.23,294,93.63,13,4.14,21027
21,28,214,6,2.8,202,94.39,6,2.8,21028
21,29,155,0,0.0,152,98.06,3,1.94,21029
21,30,202,6,2.97,191,94.55,5,2.48,21030
21,31,386,5,1.3,367,95.08,14,3.63,21031
21,32,266,4,1.5,256,96.24,6,2.26,21032
21,33,288,4,1.39,276,95.83,8,2.78,21033
21,34,340,3,0.88,332,97.65,5,1.47,21034
21,35,169,3,1.78,162,95.86,4,2.37,21035
21,36,244,9,3.69,227,93.03,8,3.28,21036
21,37,317,7,2.21,299,94.32,11,3.47,21037
21,38,285,3,1.05,272,95.44,10,3.51,21038
21,39,254,2,0.79,248,97.64,4,1.57,21039
21,40,247,2,0.81,237,95.95,8,3.24,21040
21,41,234,7,2.99,219,93.59,8,3.42,21041
21,42,293,4,1.37,278,94.88,11,3.75,21042
21,43,268,5,1.87,256,95.52,7,2.61,21043
21,44,286,6,2.1,267,93.36,13,4.55,21044
21,45,247,5,2.02,234,94.74,8,3.24,21045
21,46,235,2,0.85,230,97.87,3,1.28,21046
21,47,343,7,2.04,327,95.34,9,2.62,21047
21,48,309,7,2.27,296,95.79,6,1.94,21048
21,49,377,14,3.71,352,93.37,11,2.92,21049
21,50,284,3,1.06,274,96.48,7,2.46,21050
21,51,305,8,2.62,293,96.07,4,1.31,21051
21,52,289,7,2.42,278,96.19,4,1.38,21052
21,53,256,5,1.95,245,95.7,6,2.34,21053
21,54,257,10,3.89,238,92.61,9,3.5,21054
21,55,295,7,2.37,279,94.58,9,3.05,21055
21,56,236,2,0.85,224,94.92,10,4.24,21056
21,57,266,6,2.26,249,93.61,11,4.14,21057
21,58,220,4,1.82,212,96.36,4,1.82,21058
21,59,338,5,1.48,325,96.15,8,2.37,21059
21,60,292,10,3.42,271,92.81,11,3.77,21060
21,61,331,6,1.81,317,95.77,8,2.42,21061
21,62,309,10,3.24,290,93.85,9,2.91,21062
21,63,245,4,1.63,236,96.33,5,2.04,21063
21,64,163,5,3.07,150,92.02,8,4.91,21064
21,65,389,8,2.06,375,96.4,6,1.54,21065
21,66,229,6,2.62,216,94.32,7,3.06,21066
21,67,301,6,1.99,291,96.68,4,1.33,21067
21,68,306,3,0.98,294,96.08,9,2.94,21068
21,69,225,5,2.22,216,96.0,4,1.78,21069
21,70,238,1,0.42,233,97.9,4,1.68,21070
21,71,239,2,0.84,231,96.65,6,2.51,21071
21,72,293,9,3.07,272,92.83,12,4.1,21072
21,73,360,3,0.83,342,95.0,15,4.17,21073
21,74,104,4,3.85,97,93.27,3,2.88,21074
22,1,129,14,10.85,110,85.27,5,3.88,22001
22,2,119,8,6.72,105,88.24,6,5.04,22002
22,3,197,25,12.69,168,85.28,4,2.03,22003
22,4,159,11,6.92,138,86.79,10,6.29,22004
22,5,166,24,14.46,137,82.53,5,3.01,22005
22,6,134,8,5.97,120,89.55,6,4.48,22006
22,7,242,2,0.83,235,97.11,5,2.07,22007
22,8,120,10,8.33,106,88.33,4,3.33,22008
22,9,167,10,5.99,144,86.23,13,7.78,22009
22,10,169,13,7.69,143,84.62,13,7.69,22010
22,11,149,12,8.05,129,86.58,8,5.37,22011
22,12,131,18,13.74,109,83.21,4,3.05,22012
22,13,190,13,6.84,156,82.11,21,11.05,22013
22,14,112,7,6.25,99,88.39,6,5.36,22014
22,15,123,7,5.69,112,91.06,4,3.25,22015
22,16,189,23,12.17,153,80.95,13,6.88,22016
22,17,162,18,11.11,138,85.19,6,3.7,22017
22,18,176,12,6.82,153,86.93,11,6.25,22018
22,19,169,4,2.37,162,95.86,3,1.78,22019
22,20,167,14,8.38,150,89.82,3,1.8,22020
22,21,219,10,4.57,206,94.06,3,1.37,22021
22,22,140,14,10.0,117,83.57,9,6.43,22022
22,23,171,14,8.19,148,86.55,9,5.26,22023
22,24,106,4,3.77,97,91.51,5,4.72,22024
22,25,126,7,5.56,111,88.1,8,6.35,22025
22,26,137,9,6.57,115,83.94,13,9.49,22026
22,27,199,20,10.05,171,85.93,8,4.02,22027
22,28,104,7,6.73,89,85.58,8,7.69,22028
22,29,106,9,8.49,92,86.79,5,4.72,22029
23,1,293,50,17.06,238,81.23,5,1.71,23001
23,2,358,54,15.08,295,82.4,9,2.51,23002
23,3,301,47,15.61,243,80.73,11,3.65,23003
23,4,272,41,15.07,218,80.15,13,4.78,23004
23,5,221,23,10.41,184,83.26,14,6.33,23005
23,6,265,37,13.96,219,82.64,9,3.4,23006
23,7,279,44,15.77,231,82.8,4,1.43,23007
23,8,267,43,16.1,217,81.27,7,2.62,23008
23,9,280,25,8.93,245,87.5,10,3.57,23009
23,10,304,21,6.91,275,90.46,8,2.63,23010
23,11,335,48,14.33,278,82.99,9,2.69,23011
23,12,311,65,20.9,242,77.81,4,1.29,23012
23,13,352,52,14.77,290,82.39,10,2.84,23013
23,14,252,50,19.84,198,78.57,4,1.59,23014
23,15,304,55,18.09,238,78.29,11,3.62,23015
23,16,311,40,12.86,261,83.92,10,3.22,23016
23,17,342,54,15.79,285,83.33,3,0.88,23017
23,18,239,32,13.39,198,82.85,9,3.77,23018
23,19,264,45,17.05,207,78.41,12,4.55,23019
23,20,240,39,16.25,196,81.67,5,2.08,23020
23,21,323,10,3.1,307,95.05,6,1.86,23021
23,22,290,42,14.48,244,84.14,4,1.38,23022
23,23,266,42,15.79,221,83.08,3,1.13,23023
23,24,180,18,10.0,155,86.11,7,3.89,23024
23,25,190,26,13.68,156,82.11,8,4.21,23025
23,26,301,71,23.59,226,75.08,4,1.33,23026
23,27,263,45,17.11,213,80.99,5,1.9,23027
23,28,300,67,22.33,224,74.67,9,3.0,23028
23,29,208,22,10.58,178,85.58,8,3.85,23029
23,30,274,43,15.69,225,82.12,6,2.19,23030
23,31,256,34,13.28,210,82.03,12,4.69,23031
23,32,288,19,6.6,263,91.32,6,2.08,23032
23,33,304,41,13.49,253,83.22,10,3.29,23033
23,34,237,37,15.61,187,78.9,13,5.49,23034
23,35,201,2,1.0,194,96.52,5,2.49,23035
23,36,372,69,18.55,293,78.76,10,2.69,23036
23,37,187,7,3.74,179,95.72,1,0.53,23037
23,38,234,37,15.81,189,80.77,8,3.42,23038
23,39,261,52,19.92,203,77.78,6,2.3,23039
23,40,296,53,17.91,235,79.39,8,2.7,23040
23,41,256,42,16.41,205,80.08,9,3.52,23041
23,42,244,45,18.44,192,78.69,7,2.87,23042
23,43,345,65,18.84,269,77.97,11,3.19,23043
23,44,287,42,14.63,235,81.88,10,3.48,23044
23,45,343,49,14.29,285,83.09,9,2.62,23045
23,46,298,48,16.11,236,79.19,14,4.7,23046
23,47,345,68,19.71,265,76.81,12,3.48,23047
23,48,212,45,21.23,157,74.06,10,4.72,23048
23,49,366,59,16.12,299,81.69,8,2.19,23049
23,50,173,19,10.98,151,87.28,3,1.73,23050
23,51,219,23,10.5,193,88.13,3,1.37,23051
23,52,352,48,13.64,289,82.1,15,4.26,23052
23,53,170,19,11.18,146,85.88,5,2.94,23053
23,54,341,65,19.06,267,78.3,9,2.64,23054
24,1,298,8,2.68,283,94.97,7,2.35,24001
24,2,185,1,0.54,178,96.22,6,3.24,24002
24,3,198,9,4.55,184,92.93,5,2.53,24003
24,4,223,5,2.24,213,95.52,5,2.24,24004
24,5,220,7,3.18,206,93.64,7,3.18,24005
24,6,278,6,2.16,263,94.6,9,3.24,24006
24,7,189,4,2.12,181,95.77,4,2.12,24007
24,8,217,6,2.76,206,94.93,5,2.3,24008
24,9,227,12,5.29,208,91.63,7,3.08,24009
24,10,168,1,0.6,163,97.02,4,2.38,24010
24,11,151,3,1.99,143,94.7,5,3.31,24011
24,12,210,4,1.9,201,95.71,5,2.38,24012
24,13,191,4,2.09,183,95.81,4,2.09,24013
24,14,285,6,2.11,275,96.49,4,1.4,24014
24,15,189,3,1.59,181,95.77,5,2.65,24015
24,16,160,5,3.13,153,95.63,2,1.25,24016
24,17,198,2,1.01,190,95.96,6,3.03,24017
24,18,144,2,1.39,139,96.53,3,2.08,24018
24,19,146,3,2.05,142,97.26,1,0.68,24019
24,20,173,2,1.16,168,97.11,3,1.73,24020
24,21,139,3,2.16,129,92.81,7,5.04,24021
24,22,237,3,1.27,222,93.67,12,5.06,24022
24,23,158,1,0.63,153,96.84,4,2.53,24023
24,24,159,5,3.14,150,94.34,4,2.52,24024
24,25,278,4,1.44,270,97.12,4,1.44,24025
24,26,262,13,4.96,239,91.22,10,3.82,24026
24,27,112,8,7.14,102,91.07,2,1.79,24027
24,28,270,9,3.33,254,94.07,7,2.59,24028
24,29,267,8,3.0,255,95.51,4,1.5,24029
24,30,244,3,1.23,232,95.08,9,3.69,24030
24,31,215,2,0.93,205,95.35,8,3.72,24031
24,32,203,1,0.49,195,96.06,7,3.45,24032
24,33,167,1,0.6,164,98.2,2,1.2,24033
24,34,225,6,2.67,209,92.89,10,4.44,24034
24,35,312,4,1.28,295,94.55,13,4.17,24035
24,36,204,6,2.94,192,94.12,6,2.94,24036
24,37,227,3,1.32,219,96.48,5,2.2,24037
24,38,259,7,2.7,246,94.98,6,2.32,24038
24,39,210,3,1.43,200,95.24,7,3.33,24039
24,40,267,18,6.74,246,92.13,3,1.12,24040
24,41,211,10,4.74,197,93.36,4,1.9,24041
24,42,146,2,1.37,139,95.21,5,3.42,24042
24,43,276,15,5.43,257,93.12,4,1.45,24043
24,44,270,14,5.19,250,92.59,6,2.22,24044
24,45,193,2,1.04,191,98.96,0,0.0,24045
24,46,269,6,2.23,256,95.17,7,2.6,24046
24,47,178,1,0.56,172,96.63,5,2.81,24047
24,48,121,6,4.96,111,91.74,4,3.31,24048
24,49,395,4,1.01,384,97.22,7,1.77,24049
24,50,363,9,2.48,343,94.49,11,3.03,24050
24,51,322,11,3.42,306,95.03,5,1.55,24051
24,52,182,5,2.75,173,95.05,4,2.2,24052
24,53,169,11,6.51,154,91.12,4,2.37,24053
24,54,255,5,1.96,244,95.69,6,2.35,24054
24,55,216,6,2.78,202,93.52,8,3.7,24055
24,56,265,5,1.89,254,95.85,6,2.26,24056
25,1,239,10,4.18,217,90.79,12,5.02,25001
25,2,327,20,6.12,282,86.24,25,7.65,25002
25,3,314,40,12.74,267,85.03,7,2.23,25003
25,4,277,38,13.72,222,80.14,17,6.14,25004
25,5,234,29,12.39,193,82.48,12,5.13,25005
25,6,186,15,8.06,150,80.65,21,11.29,25006
25,7,231,28,12.12,177,76.62,26,11.26,25007
25,8,245,21,8.57,209,85.31,15,6.12,25008
25,9,312,23,7.37,257,82.37,32,10.26,25009
25,10,155,3,1.94,147,94.84,5,3.23,25010
25,11,279,28,10.04,228,81.72,23,8.24,25011
25,12,250,27,10.8,197,78.8,26,10.4,25012
25,13,255,10,3.92,220,86.27,25,9.8,25013
25,14,142,30,21.13,109,76.76,3,2.11,25014
25,15,230,31,13.48,180,78.26,19,8.26,25015
25,16,186,22,11.83,153,82.26,11,5.91,25016
25,17,377,33,8.75,311,82.49,33,8.75,25017
25,18,238,37,15.55,191,80.25,10,4.2,25018
25,19,263,15,5.7,232,88.21,16,6.08,25019
25,20,264,16,6.06,234,88.64,14,5.3,25020
25,21,182,34,18.68,142,78.02,6,3.3,25021
25,22,133,11,8.27,113,84.96,9,6.77,25022
25,23,302,21,6.95,259,85.76,22,7.28,25023
25,24,302,20,6.62,254,84.11,28,9.27,25024
25,25,256,48,18.75,190,74.22,18,7.03,25025
25,26,187,27,14.44,157,83.96,3,1.6,25026
25,27,236,31,13.14,194,82.2,11,4.66,25027
25,28,342,50,14.62,268,78.36,24,7.02,25028
25,29,654,106,16.21,520,79.51,28,4.28,25029
25,30,249,14,5.62,205,82.33,30,12.05,25030
25,31,154,16,10.39,127,82.47,11,7.14,25031
26,1,150,21,14.0,113,75.33,16,10.67,26001
26,2,177,13,7.34,151,85.31,13,7.34,26002
26,3,169,16,9.47,143,84.62,10,5.92,26003
26,4,135,8,5.93,109,80.74,18,13.33,26004
26,5,207,8,3.86,190,91.79,9,4.35,26005
26,6,108,12,11.11,92,85.19,4,3.7,26006
26,7,141,23,16.31,109,77.3,9,6.38,26007
26,8,154,11,7.14,127,82.47,16,10.39,26008
26,9,89,11,12.36,77,86.52,1,1.12,26009
26,10,120,6,5.0,106,88.33,8,6.67,26010
26,11,149,20,13.42,121,81.21,8,5.37,26011
26,12,98,7,7.14,85,86.73,6,6.12,26012
26,13,173,18,10.4,141,81.5,14,8.09,26013
26,14,100,11,11.0,87,87.0,2,2.0,26014
26,15,131,17,12.98,103,78.63,11,8.4,26015
26,16,101,3,2.97,93,92.08,5,4.95,26016
26,17,130,38,29.23,82,63.08,10,7.69,26017
26,18,96,6,6.25,84,87.5,6,6.25,26018
26,19,273,30,10.99,202,73.99,41,15.02,26019
26,20,185,13,7.03,156,84.32,16,8.65,26020
26,21,168,9,5.36,147,87.5,12,7.14,26021
26,22,122,9,7.38,101,82.79,12,9.84,26022
26,23,102,9,8.82,86,84.31,7,6.86,26023
26,24,137,11,8.03,116,84.67,10,7.3,26024
26,25,50,1,2.0,47,94.0,2,4.0,26025
26,26,102,12,11.76,83,81.37,7,6.86,26026
26,27,151,13,8.61,130,86.09,8,5.3,26027
26,28,130,16,12.31,106,81.54,8,6.15,26028
26,29,123,13,10.57,105,85.37,5,4.07,26029
26,30,127,13,10.24,108,85.04,6,4.72,26030
26,31,131,17,12.98,109,83.21,5,3.82,26031
26,32,187,31,16.58,146,78.07,10,5.35,26032
26,33,99,30,30.3,65,65.66,4,4.04,26033
26,34,186,13,6.99,147,79.03,26,13.98,26034
26,35,198,31,15.66,150,75.76,17,8.59,26035
26,36,123,9,7.32,106,86.18,8,6.5,26036
26,37,84,8,9.52,74,88.1,2,2.38,26037
26,38,140,15,10.71,115,82.14,10,7.14,26038
26,39,138,8,5.8,120,86.96,10,7.25,26039
26,40,92,6,6.52,74,80.43,12,13.04,26040
26,41,129,8,6.2,106,82.17,15,11.63,26041
26,42,143,15,10.49,112,78.32,16,11.19,26042
26,43,114,7,6.14,96,84.21,11,9.65,26043
26,44,84,5,5.95,71,84.52,8,9.52,26044
26,45,187,9,4.81,164,87.7,14,7.49,26045
26,46,254,42,16.54,198,77.95,14,5.51,26046
26,47,83,10,12.05,68,81.93,5,6.02,26047
26,48,175,15,8.57,147,84.0,13,7.43,26048
26,49,106,6,5.66,98,92.45,2,1.89,26049
26,50,95,15,15.79,75,78.95,5,5.26,26050
26,51,160,24,15.0,124,77.5,12,7.5,26051
26,52,63,3,4.76,56,88.89,4,6.35,26052
26,53,111,8,7.21,95,85.59,8,7.21,26053
26,54,114,15,13.16,92,80.7,7,6.14,26054
26,55,101,10,9.9,84,83.17,7,6.93,26055
26,56,124,11,8.87,96,77.42,17,13.71,26056
26,57,119,14,11.76,97,81.51,8,6.72,26057
26,58,99,5,5.05,91,91.92,3,3.03,26058
26,59,158,17,10.76,123,77.85,18,11.39,26059
26,60,121,11,9.09,99,81.82,11,9.09,26060
26,61,84,9,10.71,67,79.76,8,9.52,26061
26,62,188,13,6.91,152,80.85,23,12.23,26062
26,63,51,5,9.8,39,76.47,7,13.73,26063
27,1,514,162,31.52,335,65.18,17,3.31,27001
27,2,167,5,2.99,159,95.21,3,1.8,27002
27,3,174,5,2.87,159,91.38,10,5.75,27003
27,4,143,10,6.99,129,90.21,4,2.8,27004
27,5,159,41,25.79,113,71.07,5,3.14,27005
27,6,70,2,2.86,67,95.71,1,1.43,27006
27,7,370,75,20.27,279,75.41,16,4.32,27007
27,8,209,6,2.87,199,95.22,4,1.91,27008
27,9,302,25,8.28,267,88.41,10,3.31,27009
27,10,325,6,1.85,311,95.69,8,2.46,27010
27,11,269,48,17.84,203,75.46,18,6.69,27011
27,12,358,102,28.49,242,67.6,14,3.91,27012
27,13,244,29,11.89,192,78.69,23,9.43,27013
27,14,290,11,3.79,268,92.41,11,3.79,27014
27,15,123,9,7.32,109,88.62,5,4.07,27015
27,16,115,34,29.57,77,66.96,4,3.48,27016
27,17,346,84,24.28,247,71.39,15,4.34,27017
27,18,242,64,26.45,162,66.94,16,6.61,27018
27,19,208,8,3.85,195,93.75,5,2.4,27019
27,20,314,2,0.64,309,98.41,3,0.96,27020
27,21,183,12,6.56,168,91.8,3,1.64,27021
27,22,219,5,2.28,208,94.98,6,2.74,27022
27,23,40,0,0.0,37,92.5,3,7.5,27023
27,24,173,5,2.89,163,94.22,5,2.89,27024
27,25,128,3,2.34,121,94.53,4,3.13,27025
27,26,197,7,3.55,184,93.4,6,3.05,27026
27,27,255,21,8.24,223,87.45,11,4.31,27027
27,28,283,72,25.44,201,71.02,10,3.53,27028
27,29,166,3,1.81,161,96.99,2,1.2,27029
27,30,125,4,3.2,114,91.2,7,5.6,27030
27,31,156,1,0.64,149,95.51,6,3.85,27031
27,32,216,16,7.41,186,86.11,14,6.48,27032
27,33,212,21,9.91,180,84.91,11,5.19,27033
27,34,252,2,0.79,248,98.41,2,0.79,27034
27,35,228,30,13.16,180,78.95,18,7.89,27035
27,36,221,8,3.62,197,89.14,16,7.24,27036
27,37,275,21,7.64,247,89.82,7,2.55,27037
27,38,177,21,11.86,142,80.23,14,7.91,27038
27,39,106,8,7.55,94,88.68,4,3.77,27039
27,40,175,5,2.86,165,94.29,5,2.86,27040
27,41,273,44,16.12,215,78.75,14,5.13,27041
27,42,242,57,23.55,177,73.14,8,3.31,27042
27,43,72,3,4.17,67,93.06,2,2.78,27043
27,44,157,4,2.55,150,95.54,3,1.91,27044
27,45,174,3,1.72,169,97.13,2,1.15,27045
27,46,170,8,4.71,158,92.94,4,2.35,27046
27,47,172,1,0.58,166,96.51,5,2.91,27047
27,48,260,6,2.31,245,94.23,9,3.46,27048
27,49,201,4,1.99,192,95.52,5,2.49,27049
27,50,336,71,21.13,246,73.21,19,5.65,27050
27,51,38,1,2.63,37,97.37,0,0.0,27051
27,52,191,3,1.57,182,95.29,6,3.14,27052
27,53,207,21,10.14,173,83.57,13,6.28,27053
27,54,368,83,22.55,268,72.83,17,4.62,27054
27,55,180,2,1.11,175,97.22,3,1.67,27055
27,56,190,34,17.89,142,74.74,14,7.37,27056
27,57,190,40,21.05,145,76.32,5,2.63,27057
27,58,151,40,26.49,102,67.55,9,5.96,27058
27,59,254,29,11.42,205,80.71,20,7.87,27059
28,1,229,3,1.31,223,97.38,3,1.31,28001
28,2,265,13,4.91,242,91.32,10,3.77,28002
28,3,169,5,2.96,160,94.67,4,2.37,28003
28,4,236,2,0.85,234,99.15,0,0.0,28004
28,5,194,11,5.67,178,91.75,5,2.58,28005
28,6,139,0,0.0,135,97.12,4,2.88,28006
28,7,175,4,2.29,169,96.57,2,1.14,28007
28,8,195,6,3.08,187,95.9,2,1.03,28008
28,9,171,5,2.92,164,95.91,2,1.17,28009
28,10,56,1,1.79,54,96.43,1,1.79,28010
28,11,166,6,3.61,154,92.77,6,3.61,28011
28,12,146,2,1.37,141,96.58,3,2.05,28012
28,13,128,3,2.34,121,94.53,4,3.13,28013
28,14,129,2,1.55,124,96.12,3,2.33,28014
28,15,188,2,1.06,181,96.28,5,2.66,28015
28,16,180,5,2.78,171,95.0,4,2.22,28016
28,17,184,6,3.26,176,95.65,2,1.09,28017
28,18,266,7,2.63,255,95.86,4,1.5,28018
28,19,255,11,4.31,237,92.94,7,2.75,28019
28,20,231,9,3.9,219,94.81,3,1.3,28020
28,21,265,4,1.51,256,96.6,5,1.89,28021
28,22,191,7,3.66,183,95.81,1,0.52,28022
28,23,177,5,2.82,169,95.48,3,1.69,28023
28,24,152,9,5.92,137,90.13,6,3.95,28024
28,25,156,4,2.56,145,92.95,7,4.49,28025
28,26,176,4,2.27,171,97.16,1,0.57,28026
28,27,234,4,1.71,226,96.58,4,1.71,28027
28,28,128,3,2.34,120,93.75,5,3.91,28028
28,29,186,15,8.06,159,85.48,12,6.45,28029
28,30,160,4,2.5,152,95.0,4,2.5,28030
28,31,183,5,2.73,173,94.54,5,2.73,28031
28,32,203,6,2.96,194,95.57,3,1.48,28032
28,33,238,9,3.78,226,94.96,3,1.26,28033
28,34,56,5,8.93,48,85.71,3,5.36,28034
28,35,191,3,1.57,184,96.34,4,2.09,28035
28,36,180,1,0.56,177,98.33,2,1.11,28036
28,37,300,9,3.0,283,94.33,8,2.67,28037
28,38,90,8,8.89,76,84.44,6,6.67,28038
28,39,228,5,2.19,221,96.93,2,0.88,28039
28,40,280,10,3.57,265,94.64,5,1.79,28040
28,41,198,4,2.02,189,95.45,5,2.53,28041
28,42,155,4,2.58,149,96.13,2,1.29,28042
28,43,269,5,1.86,253,94.05,11,4.09,28043
28,44,274,9,3.28,260,94.89,5,1.82,28044
28,45,227,7,3.08,217,95.59,3,1.32,28045
28,46,185,2,1.08,179,96.76,4,2.16,28046
28,47,223,11,4.93,201,90.13,11,4.93,28047
28,48,118,1,0.85,113,95.76,4,3.39,28048
28,49,94,1,1.06,90,95.74,3,3.19,28049
28,50,128,3,2.34,121,94.53,4,3.13,28050
28,51,200,8,4.0,188,94.0,4,2.0,28051
28,52,174,8,4.6,161,92.53,5,2.87,28052
28,53,105,10,9.52,91,86.67,4,3.81,28053
28,54,156,4,2.56,145,92.95,7,4.49,28054
28,55,190,2,1.05,186,97.89,2,1.05,28055
28,56,188,7,3.72,177,94.15,4,2.13,28056
28,57,188,3,1.6,181,96.28,4,2.13,28057
28,58,231,11,4.76,214,92.64,6,2.6,28058
28,59,168,3,1.79,159,94.64,6,3.57,28059
28,60,147,1,0.68,144,97.96,2,1.36,28060
28,61,154,16,10.39,129,83.77,9,5.84,28061
29,1,389,6,1.54,377,96.92,6,1.54,29001
29,2,167,27,16.17,137,82.04,3,1.8,29002
29,3,362,4,1.1,354,97.79,4,1.1,29003
29,4,268,6,2.24,257,95.9,5,1.87,29004
29,5,238,6,2.52,229,96.22,3,1.26,29005
29,6,114,19,16.67,93,81.58,2,1.75,29006
29,7,132,13,9.85,117,88.64,2,1.52,29007
29,8,185,2,1.08,181,97.84,2,1.08,29008
29,9,177,36,20.34,138,77.97,3,1.69,29009
29,10,137,17,12.41,114,83.21,6,4.38,29010
29,11,300,11,3.67,278,92.67,11,3.67,29011
29,12,330,14,4.24,305,92.42,11,3.33,29012
29,13,297,5,1.68,288,96.97,4,1.35,29013
29,14,334,17,5.09,311,93.11,6,1.8,29014
29,15,315,8,2.54,302,95.87,5,1.59,29015
29,16,407,5,1.23,397,97.54,5,1.23,29016
29,17,259,6,2.32,248,95.75,5,1.93,29017
29,18,316,2,0.63,298,94.3,16,5.06,29018
29,19,376,8,2.13,355,94.41,13,3.46,29019
29,20,325,12,3.69,304,93.54,9,2.77,29020
29,21,260,10,3.85,242,93.08,8,3.08,29021
29,22,262,24,9.16,220,83.97,18,6.87,29022
29,23,252,4,1.59,241,95.63,7,2.78,29023
29,24,164,15,9.15,141,85.98,8,4.88,29024
29,25,307,2,0.65,301,98.05,4,1.3,29025
29,26,249,3,1.2,241,96.79,5,2.01,29026
29,27,240,2,0.83,232,96.67,6,2.5,29027
29,28,365,9,2.47,352,96.44,4,1.1,29028
29,29,352,12,3.41,336,95.45,4,1.14,29029
29,30,148,23,15.54,119,80.41,6,4.05,29030
29,31,257,3,1.17,250,97.28,4,1.56,29031
29,32,193,32,16.58,155,80.31,6,3.11,29032
29,33,256,6,2.34,246,96.09,4,1.56,29033
29,34,198,13,6.57,182,91.92,3,1.52,29034
29,35,242,7,2.89,229,94.63,6,2.48,29035
29,36,351,4,1.14,340,96.87,7,1.99,29036
29,37,275,6,2.18,265,96.36,4,1.45,29037
29,38,263,3,1.14,259,98.48,1,0.38,29038
29,39,179,15,8.38,156,87.15,8,4.47,29039
29,40,391,6,1.53,375,95.91,10,2.56,29040
29,41,328,6,1.83,318,96.95,4,1.22,29041
29,42,331,11,3.32,312,94.26,8,2.42,29042
29,43,320,10,3.13,306,95.63,4,1.25,29043
29,44,260,6,2.31,246,94.62,8,3.08,29044
29,45,249,8,3.21,238,95.58,3,1.2,29045
29,46,277,5,1.81,268,96.75,4,1.44,29046
29,47,351,14,3.99,325,92.59,12,3.42,29047
29,48,271,6,2.21,259,95.57,6,2.21,29048
29,49,366,4,1.09,353,96.45,9,2.46,29049
30,1,231,41,17.75,178,77.06,12,5.19,30001
30,2,147,26,17.69,120,81.63,1,0.68,30002
30,3,241,26,10.79,191,79.25,24,9.96,30003
30,4,165,24,14.55,131,79.39,10,6.06,30004
30,5,101,6,5.94,91,90.1,4,3.96,30005
30,6,134,13,9.7,115,85.82,6,4.48,30006
30,7,147,16,10.88,121,82.31,10,6.8,30007
30,8,215,48,22.33,156,72.56,11,5.12,30008
30,9,192,21,10.94,161,83.85,10,5.21,30009
30,10,158,25,15.82,125,79.11,8,5.06,30010
30,11,120,22,18.33,95,79.17,3,2.5,30011
30,12,134,26,19.4,106,79.1,2,1.49,30012
30,13,184,35,19.02,137,74.46,12,6.52,30013
30,14,63,9,14.29,49,77.78,5,7.94,30014
30,15,243,39,16.05,197,81.07,7,2.88,30015
30,16,208,38,18.27,157,75.48,13,6.25,30016
