ward,precinct,total,Dan Rutherford,Dan Rutherford Percent,Robin Kelly,Robin Kelly Percent,Scott K. Summers,Scott K. Summers Percent,James Pauly,James Pauly Percent,precinct_id
33,4,368,88,23.91,247,67.12,26,7.07,7,1.9,33004
33,5,295,47,15.93,216,73.22,25,8.47,7,2.37,33005
33,6,316,80,25.32,222,70.25,11,3.48,3,0.95,33006
33,7,473,131,27.7,305,64.48,25,5.29,12,2.54,33007
33,8,351,78,22.22,238,67.81,30,8.55,5,1.42,33008
33,9,354,73,20.62,243,68.64,29,8.19,9,2.54,33009
33,10,369,110,29.81,239,64.77,17,4.61,3,0.81,33010
33,11,366,83,22.68,253,69.13,26,7.1,4,1.09,33011
33,12,324,68,20.99,234,72.22,20,6.17,2,0.62,33012
33,13,335,59,17.61,244,72.84,29,8.66,3,0.9,33013
33,14,314,63,20.06,218,69.43,31,9.87,2,0.64,33014
33,15,356,96,26.97,231,64.89,25,7.02,4,1.12,33015
33,16,286,68,23.78,191,66.78,19,6.64,8,2.8,33016
33,17,365,106,29.04,232,63.56,21,5.75,6,1.64,33017
33,18,118,28,23.73,76,64.41,12,10.17,2,1.69,33018
33,19,343,68,19.83,240,69.97,26,7.58,9,2.62,33019
33,20,362,69,19.06,255,70.44,33,9.12,5,1.38,33020
33,21,393,79,20.1,289,73.54,17,4.33,8,2.04,33021
33,22,395,68,17.22,301,76.2,20,5.06,6,1.52,33022
33,23,392,85,21.68,270,68.88,27,6.89,10,2.55,33023
33,24,438,128,29.22,282,64.38,22,5.02,6,1.37,33024
33,25,427,105,24.59,284,66.51,32,7.49,6,1.41,33025
33,26,387,80,20.67,267,68.99,30,7.75,10,2.58,33026
33,27,336,63,18.75,242,72.02,25,7.44,6,1.79,33027
34,1,465,6,1.29,456,98.06,2,0.43,1,0.22,34001
34,2,275,6,2.18,264,96.0,4,1.45,1,0.36,34002
34,3,345,8,2.32,335,97.1,2,0.58,0,0.0,34003
34,4,406,9,2.22,392,96.55,4,0.99,1,0.25,34004
34,5,309,2,0.65,304,98.38,2,0.65,1,0.32,34005
34,6,201,4,1.99,193,96.02,3,1.49,1,0.5,34006
34,7,400,8,2.0,389,97.25,3,0.75,0,0.0,34007
34,8,351,10,2.85,336,95.73,4,1.14,1,0.28,34008
34,9,259,6,2.32,248,95.75,4,1.54,1,0.39,34009
34,10,322,5,1.55,314,97.52,3,0.93,0,0.0,34010
34,11,237,6,2.53,225,94.94,3,1.27,3,1.27,34011
34,12,375,8,2.13,362,96.53,3,0.8,2,0.53,34012
34,13,384,7,1.82,368,95.83,7,1.82,2,0.52,34013
34,14,246,2,0.81,242,98.37,0,0.0,2,0.81,34014
34,15,282,10,3.55,267,94.68,4,1.42,1,0.35,34015
34,16,240,8,3.33,227,94.58,3,1.25,2,0.83,34016
34,17,299,12,4.01,282,94.31,4,1.34,1,0.33,34017
34,18,216,6,2.78,205,94.91,2,0.93,3,1.39,34018
34,19,67,2,2.99,63,94.03,1,1.49,1,1.49,34019
34,20,471,5,1.06,454,96.39,12,2.55,0,0.0,34020
34,21,314,3,0.96,308,98.09,3,0.96,0,0.0,34021
34,22,363,9,2.48,346,95.32,6,1.65,2,0.55,34022
34,23,293,10,3.41,280,95.56,2,0.68,1,0.34,34023
34,24,283,3,1.06,273,96.47,4,1.41,3,1.06,34024
34,25,363,8,2.2,351,96.69,2,0.55,2,0.55,34025
34,26,208,1,0.48,202,97.12,2,0.96,3,1.44,34026
34,27,276,12,4.35,263,95.29,1,0.36,0,0.0,34027
34,28,198,3,1.52,189,95.45,3,1.52,3,1.52,34028
34,29,326,6,1.84,317,97.24,1,0.31,2,0.61,34029
34,30,383,8,2.09,370,96.61,4,1.04,1,0.26,34030
34,31,189,4,2.12,181,95.77,4,2.12,0,0.0,34031
34,32,202,3,1.49,197,97.52,2,0.99,0,0.0,34032
34,33,179,1,0.56,178,99.44,0,0.0,0,0.0,34033
34,34,378,9,2.38,360,95.24,6,1.59,3,0.79,34034
34,35,372,7,1.88,363,97.58,2,0.54,0,0.0,34035
34,36,359,10,2.79,340,94.71,5,1.39,4,1.11,34036
34,37,307,6,1.95,297,96.74,3,0.98,1,0.33,34037
34,38,274,4,1.46,267,97.45,1,0.36,2,0.73,34038
34,39,250,3,1.2,241,96.4,3,1.2,3,1.2,34039
34,40,345,2,0.58,339,98.26,3,0.87,1,0.29,34040
34,41,195,7,3.59,180,92.31,5,2.56,3,1.54,34041
34,42,386,4,1.04,377,97.67,3,0.78,2,0.52,34042
34,43,465,8,1.72,448,96.34,5,1.08,4,0.86,34043
34,44,362,6,1.66,346,95.58,9,2.49,1,0.28,34044
34,45,311,4,1.29,303,97.43,3,0.96,1,0.32,34045
34,46,307,2,0.65,301,98.05,3,0.98,1,0.33,34046
34,47,207,5,2.42,201,97.1,1,0.48,0,0.0,34047
34,48,414,6,1.45,405,97.83,2,0.48,1,0.24,34048
34,49,437,5,1.14,431,98.63,0,0.0,1,0.23,34049
34,50,317,5,1.58,309,97.48,2,0.63,1,0.32,34050
34,51,499,12,2.4,481,96.39,3,0.6,3,0.6,34051
34,52,279,4,1.43,272,97.49,3,1.08,0,0.0,34052
34,53,216,7,3.24,208,96.3,1,0.46,0,0.0,34053
34,54,255,5,1.96,247,96.86,2,0.78,1,0.39,34054
34,55,368,8,2.17,351,95.38,6,1.63,3,0.82,34055
34,56,178,2,1.12,174,97.75,1,0.56,1,0.56,34056
34,57,303,4,1.32,294,97.03,1,0.33,4,1.32,34057
34,58,336,7,2.08,323,96.13,3,0.89,3,0.89,34058
34,59,353,5,1.42,342,96.88,4,1.13,2,0.57,34059
34,60,342,2,0.58,334,97.66,4,1.17,2,0.58,34060
34,61,277,12,4.33,261,94.22,2,0.72,2,0.72,34061
35,1,319,66,20.69,209,65.52,34,10.66,10,3.13,35001
35,2,230,36,15.65,166,72.17,25,10.87,3,1.3,35002
35,3,231,42,18.18,148,64.07,33,14.29,8,3.46,35003
35,4,303,81,26.73,186,61.39,26,8.58,10,3.3,35004
35,5,278,44,15.83,199,71.58,28,10.07,7,2.52,35005
35,6,267,62,23.22,163,61.05,36,13.48,6,2.25,35006
35,7,348,70,20.11,230,66.09,40,11.49,8,2.3,35007
35,8,247,40,16.19,186,75.3,17,6.88,4,1.62,35008
35,9,285,50,17.54,191,67.02,38,13.33,6,2.11,35009
35,10,290,55,18.97,190,65.52,37,12.76,8,2.76,35010
35,11,265,63,23.77,174,65.66,25,9.43,3,1.13,35011
35,12,352,69,19.6,238,67.61,37,10.51,8,2.27,35012
35,13,72,18,25.0,50,69.44,1,1.39,3,4.17,35013
35,14,312,42,13.46,238,76.28,25,8.01,7,2.24,35014
35,15,265,44,16.6,185,69.81,33,12.45,3,1.13,35015
35,16,308,59,19.16,201,65.26,42,13.64,6,1.95,35016
35,17,306,62,20.26,197,64.38,36,11.76,11,3.59,35017
35,18,342,64,18.71,237,69.3,32,9.36,9,2.63,35018
35,19,293,42,14.33,208,70.99,36,12.29,7,2.39,35019
35,20,265,43,16.23,189,71.32,26,9.81,7,2.64,35020
35,21,268,45,16.79,185,69.03,29,10.82,9,3.36,35021
35,22,103,20,19.42,76,73.79,4,3.88,3,2.91,35022
35,23,150,21,14.0,109,72.67,15,10.0,5,3.33,35023
35,24,164,31,18.9,115,70.12,12,7.32,6,3.66,35024
35,25,326,60,18.4,215,65.95,42,12.88,9,2.76,35025
35,26,330,95,28.79,207,62.73,22,6.67,6,1.82,35026
35,27,351,71,20.23,239,68.09,32,9.12,9,2.56,35027
35,28,337,47,13.95,239,70.92,47,13.95,4,1.19,35028
35,29,361,83,22.99,231,63.99,41,11.36,6,1.66,35029
35,30,395,60,15.19,269,68.1,59,14.94,7,1.77,35030
35,31,159,30,18.87,105,66.04,19,11.95,5,3.14,35031
35,32,150,15,10.0,118,78.67,13,8.67,4,2.67,35032
35,33,251,66,26.29,169,67.33,14,5.58,2,0.8,35033
35,34,332,59,17.77,221,66.57,44,13.25,8,2.41,35034
35,35,255,44,17.25,187,73.33,22,8.63,2,0.78,35035
35,36,200,46,23.0,127,63.5,22,11.0,5,2.5,35036
36,1,204,67,32.84,124,60.78,9,4.41,4,1.96,36001
36,2,223,67,30.04,150,67.26,4,1.79,2,0.9,36002
36,3,380,73,19.21,294,77.37,6,1.58,7,1.84,36003
36,4,151,26,17.22,116,76.82,7,4.64,2,1.32,36004
36,5,201,122,60.7,73,36.32,4,1.99,2,1.0,36005
36,6,224,84,37.5,121,54.02,15,6.7,4,1.79,36006
36,7,192,96,50.0,86,44.79,6,3.13,4,2.08,36007
36,8,254,122,48.03,107,42.13,16,6.3,9,3.54,36008
36,9,231,112,48.48,107,46.32,8,3.46,4,1.73,36009
36,10,182,87,47.8,90,49.45,5,2.75,0,0.0,36010
36,11,327,156,47.71,154,47.09,12,3.67,5,1.53,36011
36,12,177,80,45.2,90,50.85,5,2.82,2,1.13,36012
36,13,330,146,44.24,170,51.52,10,3.03,4,1.21,36013
36,14,245,86,35.1,145,59.18,9,3.67,5,2.04,36014
36,15,223,77,34.53,132,59.19,9,4.04,5,2.24,36015
36,16,385,99,25.71,272,70.65,8,2.08,6,1.56,36016
36,17,250,150,60.0,90,36.0,6,2.4,4,1.6,36017
36,18,308,196,63.64,104,33.77,6,1.95,2,0.65,36018
36,19,253,86,33.99,151,59.68,8,3.16,8,3.16,36019
36,20,325,123,37.85,183,56.31,11,3.38,8,2.46,36020
36,21,428,198,46.26,209,48.83,15,3.5,6,1.4,36021
36,22,360,126,35.0,217,60.28,9,2.5,8,2.22,36022
36,23,124,22,17.74,98,79.03,2,1.61,2,1.61,36023
36,24,307,31,10.1,270,87.95,4,1.3,2,0.65,36024
36,25,188,90,47.87,85,45.21,9,4.79,4,2.13,36025
36,26,285,133,46.67,134,47.02,11,3.86,7,2.46,36026
36,27,139,67,48.2,64,46.04,6,4.32,2,1.44,36027
36,28,210,95,45.24,103,49.05,7,3.33,5,2.38,36028
36,29,210,93,44.29,105,50.0,10,4.76,2,0.95,36029
36,30,318,174,54.72,130,40.88,9,2.83,5,1.57,36030
36,31,270,119,44.07,140,51.85,5,1.85,6,2.22,36031
36,32,251,107,42.63,122,48.61,17,6.77,5,1.99,36032
36,33,199,57,28.64,129,64.82,11,5.53,2,1.01,36033
36,34,204,110,53.92,81,39.71,7,3.43,6,2.94,36034
36,35,277,124,44.77,139,50.18,10,3.61,4,1.44,36035
36,36,225,83,36.89,131,58.22,8,3.56,3,1.33,36036
36,37,234,104,44.44,111,47.44,7,2.99,12,5.13,36037
36,38,160,69,43.13,81,50.63,7,4.38,3,1.88,36038
36,39,243,130,53.5,96,39.51,12,4.94,5,2.06,36039
36,40,292,143,48.97,133,45.55,9,3.08,7,2.4,36040
36,41,210,78,37.14,116,55.24,12,5.71,4,1.9,36041
36,42,235,92,39.15,124,52.77,12,5.11,7,2.98,36042
36,43,229,75,32.75,137,59.83,10,4.37,7,3.06,36043
36,44,303,68,22.44,224,73.93,9,2.97,2,0.66,36044
36,45,250,63,25.2,176,70.4,7,2.8,4,1.6,36045
36,46,205,113,55.12,88,42.93,3,1.46,1,0.49,36046
36,47,155,72,46.45,76,49.03,3,1.94,4,2.58,36047
36,48,207,102,49.28,96,46.38,8,3.86,1,0.48,36048
36,49,338,178,52.66,149,44.08,7,2.07,4,1.18,36049
36,50,210,92,43.81,107,50.95,7,3.33,4,1.9,36050
36,51,230,69,30.0,152,66.09,8,3.48,1,0.43,36051
36,52,250,83,33.2,155,62.0,10,4.0,2,0.8,36052
36,53,164,55,33.54,95,57.93,11,6.71,3,1.83,36053
36,54,351,51,14.53,286,81.48,9,2.56,5,1.42,36054
36,55,373,124,33.24,236,63.27,10,2.68,3,0.8,36055
37,1,159,22,13.84,130,81.76,6,3.77,1,0.63,37001
37,2,256,12,4.69,234,91.41,7,2.73,3,1.17,37002
37,3,180,8,4.44,170,94.44,1,0.56,1,0.56,37003
37,4,313,14,4.47,297,94.89,0,0.0,2,0.64,37004
37,5,325,6,1.85,316,97.23,2,0.62,1,0.31,37005
37,6,321,10,3.12,306,95.33,4,1.25,1,0.31,37006
37,7,331,6,1.81,321,96.98,2,0.6,2,0.6,37007
37,8,242,9,3.72,232,95.87,0,0.0,1,0.41,37008
37,9,278,6,2.16,261,93.88,6,2.16,5,1.8,37009
37,10,274,13,4.74,258,94.16,3,1.09,0,0.0,37010
37,11,94,21,22.34,69,73.4,1,1.06,3,3.19,37011
37,12,202,12,5.94,186,92.08,2,0.99,2,0.99,37012
37,13,249,11,4.42,231,92.77,3,1.2,4,1.61,37013
37,14,358,10,2.79,341,95.25,5,1.4,2,0.56,37014
37,15,289,6,2.08,278,96.19,5,1.73,0,0.0,37015
37,16,321,15,4.67,302,94.08,1,0.31,3,0.93,37016
37,17,259,4,1.54,250,96.53,5,1.93,0,0.0,37017
37,18,327,4,1.22,315,96.33,7,2.14,1,0.31,37018
37,19,160,27,16.88,125,78.13,5,3.13,3,1.88,37019
37,20,282,8,2.84,271,96.1,3,1.06,0,0.0,37020
37,21,285,8,2.81,270,94.74,4,1.4,3,1.05,37021
37,22,181,6,3.31,168,92.82,2,1.1,5,2.76,37022
37,23,221,5,2.26,214,96.83,0,0.0,2,0.9,37023
37,24,271,9,3.32,258,95.2,2,0.74,2,0.74,37024
37,25,334,7,2.1,319,95.51,7,2.1,1,0.3,37025
37,26,335,6,1.79,322,96.12,6,1.79,1,0.3,37026
37,27,321,9,2.8,309,96.26,1,0.31,2,0.62,37027
37,28,265,14,5.28,247,93.21,2,0.75,2,0.75,37028
37,29,306,4,1.31,297,97.06,3,0.98,2,0.65,37029
37,30,193,10,5.18,180,93.26,2,1.04,1,0.52,37030
37,31,295,7,2.37,280,94.92,7,2.37,1,0.34,37031
37,32,297,7,2.36,281,94.61,4,1.35,5,1.68,37032
37,33,254,7,2.76,242,95.28,4,1.57,1,0.39,37033
37,34,317,9,2.84,300,94.64,8,2.52,0,0.0,37034
37,35,283,8,2.83,272,96.11,2,0.71,1,0.35,37035
37,36,260,5,1.92,245,94.23,5,1.92,5,1.92,37036
37,37,261,5,1.92,246,94.25,6,2.3,4,1.53,37037
37,38,310,13,4.19,292,94.19,5,1.61,0,0.0,37038
37,39,213,49,23.0,148,69.48,9,4.23,7,3.29,37039
37,40,273,7,2.56,263,96.34,2,0.73,1,0.37,37040
37,41,339,9,2.65,325,95.87,3,0.88,2,0.59,37041
37,42,172,19,11.05,147,85.47,6,3.49,0,0.0,37042
37,43,241,9,3.73,230,95.44,0,0.0,2,0.83,37043
38,1,279,110,39.43,148,53.05,11,3.94,10,3.58,38001
38,2,199,69,34.67,120,60.3,8,4.02,2,1.01,38002
38,3,192,95,49.48,86,44.79,5,2.6,6,3.13,38003
38,4,139,57,41.01,74,53.24,5,3.6,3,2.16,38004
38,5,433,147,33.95,264,60.97,15,3.46,7,1.62,38005
38,6,229,93,40.61,120,52.4,12,5.24,4,1.75,38006
38,7,286,108,37.76,159,55.59,17,5.94,2,0.7,38007
38,8,181,86,47.51,82,45.3,9,4.97,4,2.21,38008
38,9,274,101,36.86,159,58.03,8,2.92,6,2.19,38009
38,10,328,105,32.01,198,60.37,20,6.1,5,1.52,38010
38,11,186,70,37.63,104,55.91,10,5.38,2,1.08,38011
38,12,246,120,48.78,114,46.34,7,2.85,5,2.03,38012
38,13,221,89,40.27,120,54.3,7,3.17,5,2.26,38013
38,14,200,79,39.5,112,56.0,7,3.5,2,1.0,38014
38,15,168,59,35.12,95,56.55,9,5.36,5,2.98,38015
38,16,237,73,30.8,147,62.03,13,5.49,4,1.69,38016
38,17,192,46,23.96,139,72.4,5,2.6,2,1.04,38017
38,18,253,111,43.87,114,45.06,18,7.11,10,3.95,38018
38,19,288,127,44.1,143,49.65,13,4.51,5,1.74,38019
38,20,338,135,39.94,186,55.03,12,3.55,5,1.48,38020
38,21,228,105,46.05,110,48.25,8,3.51,5,2.19,38021
38,22,249,98,39.36,130,52.21,11,4.42,10,4.02,38022
38,23,178,62,34.83,105,58.99,7,3.93,4,2.25,38023
38,24,162,53,32.72,104,64.2,2,1.23,3,1.85,38024
38,25,203,56,27.59,134,66.01,9,4.43,4,1.97,38025
38,26,172,77,44.77,83,48.26,9,5.23,3,1.74,38026
38,27,146,63,43.15,76,52.05,6,4.11,1,0.68,38027
38,28,181,62,34.25,110,60.77,7,3.87,2,1.1,38028
38,29,201,80,39.8,106,52.74,9,4.48,6,2.99,38029
38,30,220,79,35.91,122,55.45,13,5.91,6,2.73,38030
38,31,264,77,29.17,169,64.02,13,4.92,5,1.89,38031
38,32,287,119,41.46,152,52.96,14,4.88,2,0.7,38032
38,33,196,66,33.67,115,58.67,10,5.1,5,2.55,38033
38,34,146,42,28.77,95,65.07,6,4.11,3,2.05,38034
38,35,289,109,37.72,161,55.71,15,5.19,4,1.38,38035
38,36,236,92,38.98,138,58.47,6,2.54,0,0.0,38036
38,37,242,85,35.12,149,61.57,6,2.48,2,0.83,38037
38,38,273,133,48.72,124,45.42,6,2.2,10,3.66,38038
38,39,244,91,37.3,139,56.97,11,4.51,3,1.23,38039
38,40,199,75,37.69,106,53.27,11,5.53,7,3.52,38040
38,41,344,120,34.88,192,55.81,26,7.56,6,1.74,38041
38,42,278,112,40.29,147,52.88,11,3.96,8,2.88,38042
38,43,253,77,30.43,157,62.06,12,4.74,7,2.77,38043
38,44,253,103,40.71,130,51.38,11,4.35,9,3.56,38044
38,45,302,123,40.73,165,54.64,7,2.32,7,2.32,38045
38,46,214,86,40.19,122,57.01,4,1.87,2,0.93,38046
38,47,240,98,40.83,122,50.83,16,6.67,4,1.67,38047
38,48,237,96,40.51,131,55.27,8,3.38,2,0.84,38048
38,49,244,115,47.13,116,47.54,9,3.69,4,1.64,38049
38,50,257,120,46.69,122,47.47,9,3.5,6,2.33,38050
38,51,185,70,37.84,107,57.84,4,2.16,4,2.16,38051
38,52,254,81,31.89,158,62.2,9,3.54,6,2.36,38052
38,53,53,15,28.3,36,67.92,2,3.77,0,0.0,38053
39,1,273,149,54.58,108,39.56,10,3.66,6,2.2,39001
39,2,390,182,46.67,195,50.0,6,1.54,7,1.79,39002
39,3,285,165,57.89,113,39.65,4,1.4,3,1.05,39003
39,4,223,104,46.64,107,47.98,5,2.24,7,3.14,39004
39,5,211,81,38.39,113,53.55,13,6.16,4,1.9,39005
39,6,296,133,44.93,142,47.97,15,5.07,6,2.03,39006
39,7,181,47,25.97,119,65.75,10,5.52,5,2.76,39007
39,8,279,82,29.39,177,63.44,13,4.66,7,2.51,39008
39,9,316,88,27.85,203,64.24,17,5.38,8,2.53,39009
39,10,217,48,22.12,148,68.2,14,6.45,7,3.23,39010
39,11,299,92,30.77,186,62.21,15,5.02,6,2.01,39011
39,12,243,46,18.93,189,77.78,6,2.47,2,0.82,39012
39,13,169,44,26.04,106,62.72,12,7.1,7,4.14,39013
39,14,282,66,23.4,186,65.96,21,7.45,9,3.19,39014
39,15,265,158,59.62,101,38.11,5,1.89,1,0.38,39015
39,16,207,60,28.99,139,67.15,4,1.93,4,1.93,39016
39,17,230,64,27.83,153,66.52,10,4.35,3,1.3,39017
39,18,309,98,31.72,187,60.52,21,6.8,3,0.97,39018
39,19,176,54,30.68,108,61.36,13,7.39,1,0.57,39019
39,20,270,143,52.96,118,43.7,7,2.59,2,0.74,39020
39,21,178,50,28.09,116,65.17,10,5.62,2,1.12,39021
39,22,255,43,16.86,198,77.65,7,2.75,7,2.75,39022
39,23,156,42,26.92,108,69.23,5,3.21,1,0.64,39023
39,24,238,37,15.55,182,76.47,16,6.72,3,1.26,39024
39,25,301,88,29.24,188,62.46,16,5.32,9,2.99,39025
39,26,291,178,61.17,96,32.99,16,5.5,1,0.34,39026
39,27,290,84,28.97,174,60.0,28,9.66,4,1.38,39027
39,28,309,77,24.92,214,69.26,13,4.21,5,1.62,39028
39,29,275,71,25.82,173,62.91,26,9.45,5,1.82,39029
39,30,162,38,23.46,113,69.75,10,6.17,1,0.62,39030
39,31,189,48,25.4,125,66.14,13,6.88,3,1.59,39031
39,32,201,69,34.33,125,62.19,7,3.48,0,0.0,39032
39,33,336,119,35.42,199,59.23,13,3.87,5,1.49,39033
39,34,328,100,30.49,192,58.54,27,8.23,9,2.74,39034
39,35,326,108,33.13,194,59.51,19,5.83,5,1.53,39035
39,36,222,78,35.14,132,59.46,7,3.15,5,2.25,39036
39,37,395,196,49.62,182,46.08,8,2.03,9,2.28,39037
39,38,313,148,47.28,150,47.92,9,2.88,6,1.92,39038
39,39,107,25,23.36,75,70.09,6,5.61,1,0.93,39039
39,40,188,106,56.38,77,40.96,4,2.13,1,0.53,39040
39,41,116,44,37.93,63,54.31,6,5.17,3,2.59,39041
39,42,244,147,60.25,85,34.84,8,3.28,4,1.64,39042
39,43,273,74,27.11,174,63.74,22,8.06,3,1.1,39043
39,44,378,97,25.66,247,65.34,23,6.08,11,2.91,39044
39,45,163,30,18.4,123,75.46,6,3.68,4,2.45,39045
39,46,228,57,25.0,156,68.42,11,4.82,4,1.75,39046
39,47,178,88,49.44,81,45.51,7,3.93,2,1.12,39047
40,1,177,43,24.29,110,62.15,18,10.17,6,3.39,40001
40,2,167,47,28.14,109,65.27,9,5.39,2,1.2,40002
40,3,274,55,20.07,189,68.98,28,10.22,2,0.73,40003
40,4,276,58,21.01,198,71.74,15,5.43,5,1.81,40004
40,5,306,89,29.08,189,61.76,24,7.84,4,1.31,40005
40,6,289,50,17.3,197,68.17,34,11.76,8,2.77,40006
40,7,295,41,13.9,225,76.27,25,8.47,4,1.36,40007
40,8,83,26,31.33,50,60.24,6,7.23,1,1.2,40008
40,9,255,60,23.53,173,67.84,13,5.1,9,3.53,40009
40,10,297,91,30.64,189,63.64,14,4.71,3,1.01,40010
40,11,235,53,22.55,162,68.94,17,7.23,3,1.28,40011
40,12,199,30,15.08,154,77.39,14,7.04,1,0.5,40012
40,13,333,47,14.11,258,77.48,20,6.01,8,2.4,40013
40,14,293,77,26.28,193,65.87,18,6.14,5,1.71,40014
40,15,248,56,22.58,180,72.58,9,3.63,3,1.21,40015
40,16,273,61,22.34,193,70.7,11,4.03,8,2.93,40016
40,17,128,33,25.78,83,64.84,9,7.03,3,2.34,40017
40,18,302,59,19.54,230,76.16,11,3.64,2,0.66,40018
40,19,259,79,30.5,165,63.71,13,5.02,2,0.77,40019
40,20,240,70,29.17,154,64.17,15,6.25,1,0.42,40020
40,21,255,63,24.71,170,66.67,19,7.45,3,1.18,40021
40,22,181,45,24.86,124,68.51,11,6.08,1,0.55,40022
40,23,365,65,17.81,269,73.7,21,5.75,10,2.74,40023
40,24,173,63,36.42,95,54.91,13,7.51,2,1.16,40024
40,25,196,62,31.63,126,64.29,5,2.55,3,1.53,40025
40,26,318,40,12.58,244,76.73,29,9.12,5,1.57,40026
40,27,229,46,20.09,162,70.74,17,7.42,4,1.75,40027
40,28,320,42,13.13,250,78.13,23,7.19,5,1.56,40028
40,29,301,99,32.89,183,60.8,14,4.65,5,1.66,40029
40,30,299,115,38.46,169,56.52,12,4.01,3,1.0,40030
40,31,223,82,36.77,132,59.19,6,2.69,3,1.35,40031
40,32,148,54,36.49,85,57.43,7,4.73,2,1.35,40032
40,33,270,59,21.85,188,69.63,15,5.56,8,2.96,40033
40,34,164,52,31.71,104,63.41,5,3.05,3,1.83,40034
40,35,289,87,30.1,188,65.05,10,3.46,4,1.38,40035
40,36,301,70,23.26,211,70.1,16,5.32,4,1.33,40036
40,37,217,46,21.2,158,72.81,10,4.61,3,1.38,40037
40,38,148,33,22.3,101,68.24,12,8.11,2,1.35,40038
40,39,202,48,23.76,136,67.33,12,5.94,6,2.97,40039
40,40,168,46,27.38,111,66.07,10,5.95,1,0.6,40040
40,41,350,62,17.71,257,73.43,24,6.86,7,2.0,40041
40,42,316,81,25.63,214,67.72,18,5.7,3,0.95,40042
40,43,314,63,20.06,219,69.75,26,8.28,6,1.91,40043
40,44,176,48,27.27,112,63.64,9,5.11,7,3.98,40044
40,45,443,135,30.47,269,60.72,28,6.32,11,2.48,40045
40,46,352,91,25.85,239,67.9,15,4.26,7,1.99,40046
40,47,271,37,13.65,215,79.34,15,5.54,4,1.48,40047
40,48,168,61,36.31,94,55.95,11,6.55,2,1.19,40048
40,49,185,47,25.41,126,68.11,10,5.41,2,1.08,40049
41,1,412,251,60.92,138,33.5,16,3.88,7,1.7,41001
41,2,429,247,57.58,170,39.63,9,2.1,3,0.7,41002
41,3,347,185,53.31,139,40.06,17,4.9,6,1.73,41003
41,4,406,239,58.87,145,35.71,9,2.22,13,3.2,41004
41,5,472,262,55.51,189,40.04,12,2.54,9,1.91,41005
41,6,340,196,57.65,129,37.94,13,3.82,2,0.59,41006
41,7,455,260,57.14,174,38.24,15,3.3,6,1.32,41007
41,8,388,227,58.51,140,36.08,17,4.38,4,1.03,41008
41,9,391,215,54.99,158,40.41,13,3.32,5,1.28,41009
41,10,337,203,60.24,118,35.01,13,3.86,3,0.89,41010
41,11,390,225,57.69,148,37.95,12,3.08,5,1.28,41011
41,12,361,185,51.25,161,44.6,12,3.32,3,0.83,41012
41,13,222,125,56.31,86,38.74,9,4.05,2,0.9,41013
41,14,376,198,52.66,154,40.96,16,4.26,8,2.13,41014
41,15,435,254,58.39,162,37.24,10,2.3,9,2.07,41015
41,16,373,186,49.87,159,42.63,16,4.29,12,3.22,41016
41,17,391,202,51.66,162,41.43,19,4.86,8,2.05,41017
41,18,325,164,50.46,141,43.38,11,3.38,9,2.77,41018
41,19,416,250,60.1,148,35.58,13,3.13,5,1.2,41019
41,20,417,253,60.67,154,36.93,6,1.44,4,0.96,41020
41,21,394,209,53.05,164,41.62,15,3.81,6,1.52,41021
41,22,325,198,60.92,112,34.46,10,3.08,5,1.54,41022
41,23,322,173,53.73,128,39.75,13,4.04,8,2.48,41023
41,24,366,230,62.84,125,34.15,5,1.37,6,1.64,41024
41,25,171,70,40.94,95,55.56,2,1.17,4,2.34,41025
41,26,172,110,63.95,57,33.14,4,2.33,1,0.58,41026
41,27,129,73,56.59,50,38.76,2,1.55,4,3.1,41027
41,28,333,124,37.24,189,56.76,8,2.4,12,3.6,41028
41,29,197,75,38.07,112,56.85,8,4.06,2,1.02,41029
41,30,431,222,51.51,193,44.78,9,2.09,7,1.62,41030
41,31,412,223,54.13,172,41.75,11,2.67,6,1.46,41031
41,32,254,155,61.02,89,35.04,3,1.18,7,2.76,41032
41,33,276,158,57.25,107,38.77,5,1.81,6,2.17,41033
41,34,323,213,65.94,97,30.03,9,2.79,4,1.24,41034
41,35,424,255,60.14,145,34.2,18,4.25,6,1.42,41035
41,36,404,221,54.7,166,41.09,10,2.48,7,1.73,41036
41,37,445,277,62.25,141,31.69,19,4.27,8,1.8,41037
41,38,382,220,57.59,144,37.7,12,3.14,6,1.57,41038
41,39,257,145,56.42,96,37.35,11,4.28,5,1.95,41039
41,40,441,275,62.36,146,33.11,16,3.63,4,0.91,41040
41,41,396,218,55.05,160,40.4,12,3.03,6,1.52,41041
41,42,442,269,60.86,155,35.07,10,2.26,8,1.81,41042
41,43,368,218,59.24,142,38.59,7,1.9,1,0.27,41043
41,44,396,217,54.8,155,39.14,13,3.28,11,2.78,41044
41,45,383,184,48.04,182,47.52,11,2.87,6,1.57,41045
41,46,285,157,55.09,111,38.95,12,4.21,5,1.75,41046
41,47,327,204,62.39,107,32.72,13,3.98,3,0.92,41047
41,48,206,92,44.66,102,49.51,9,4.37,3,1.46,41048
41,49,444,264,59.46,161,36.26,16,3.6,3,0.68,41049
41,50,403,194,48.14,185,45.91,17,4.22,7,1.74,41050
41,51,264,117,44.32,133,50.38,10,3.79,4,1.52,41051
41,52,456,257,56.36,163,35.75,25,5.48,11,2.41,41052
41,53,377,189,50.13,161,42.71,20,5.31,7,1.86,41053
