ward,precinct,total,Mark Steven Kirk,Mark Steven Kirk Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,LeAlan M. Jones,LeAlan M. Jones Percent,Mike Labno,Mike Labno Percent,precinct_id
17,26,303,6,1.98,291,96.04,5,1.65,1,0.33,17026
17,27,302,5,1.66,293,97.02,3,0.99,1,0.33,17027
17,28,197,3,1.52,193,97.97,1,0.51,0,0.0,17028
17,29,246,4,1.63,240,97.56,1,0.41,1,0.41,17029
17,30,282,5,1.77,269,95.39,7,2.48,1,0.35,17030
17,31,206,2,0.97,197,95.63,6,2.91,1,0.49,17031
17,32,272,3,1.1,266,97.79,2,0.74,1,0.37,17032
17,33,190,3,1.58,184,96.84,3,1.58,0,0.0,17033
17,34,198,1,0.51,194,97.98,2,1.01,1,0.51,17034
17,35,139,3,2.16,134,96.4,2,1.44,0,0.0,17035
17,36,126,0,0.0,120,95.24,3,2.38,3,2.38,17036
17,37,192,4,2.08,183,95.31,5,2.6,0,0.0,17037
17,38,207,8,3.86,195,94.2,4,1.93,0,0.0,17038
17,39,188,6,3.19,176,93.62,5,2.66,1,0.53,17039
17,40,203,6,2.96,191,94.09,5,2.46,1,0.49,17040
17,41,185,2,1.08,180,97.3,3,1.62,0,0.0,17041
17,42,205,0,0.0,203,99.02,2,0.98,0,0.0,17042
17,43,170,2,1.18,163,95.88,5,2.94,0,0.0,17043
17,44,147,2,1.36,142,96.6,3,2.04,0,0.0,17044
17,45,135,0,0.0,131,97.04,4,2.96,0,0.0,17045
17,46,205,2,0.98,195,95.12,4,1.95,4,1.95,17046
17,47,132,3,2.27,126,95.45,2,1.52,1,0.76,17047
17,48,238,4,1.68,224,94.12,10,4.2,0,0.0,17048
17,49,154,5,3.25,146,94.81,2,1.3,1,0.65,17049
17,50,230,5,2.17,221,96.09,2,0.87,2,0.87,17050
17,51,283,5,1.77,269,95.05,8,2.83,1,0.35,17051
17,52,321,3,0.93,315,98.13,3,0.93,0,0.0,17052
17,53,233,7,3.0,224,96.14,1,0.43,1,0.43,17053
17,54,250,3,1.2,239,95.6,8,3.2,0,0.0,17054
17,55,215,4,1.86,208,96.74,2,0.93,1,0.47,17055
17,56,245,3,1.22,234,95.51,7,2.86,1,0.41,17056
17,57,263,1,0.38,256,97.34,4,1.52,2,0.76,17057
17,58,208,2,0.96,205,98.56,1,0.48,0,0.0,17058
17,59,140,3,2.14,135,96.43,1,0.71,1,0.71,17059
17,60,303,5,1.65,290,95.71,6,1.98,2,0.66,17060
17,61,218,4,1.83,209,95.87,4,1.83,1,0.46,17061
17,62,177,3,1.69,173,97.74,0,0.0,1,0.56,17062
17,63,178,5,2.81,171,96.07,2,1.12,0,0.0,17063
17,64,161,4,2.48,151,93.79,6,3.73,0,0.0,17064
18,1,154,12,7.79,141,91.56,0,0.0,1,0.65,18001
18,2,316,23,7.28,289,91.46,3,0.95,1,0.32,18002
18,3,218,83,38.07,120,55.05,6,2.75,9,4.13,18003
18,4,348,16,4.6,323,92.82,8,2.3,1,0.29,18004
18,5,270,3,1.11,261,96.67,6,2.22,0,0.0,18005
18,6,256,87,33.98,160,62.5,6,2.34,3,1.17,18006
18,7,270,32,11.85,227,84.07,8,2.96,3,1.11,18007
18,8,118,6,5.08,109,92.37,3,2.54,0,0.0,18008
18,9,338,37,10.95,287,84.91,9,2.66,5,1.48,18009
18,10,468,13,2.78,441,94.23,11,2.35,3,0.64,18010
18,11,309,45,14.56,253,81.88,5,1.62,6,1.94,18011
18,12,369,20,5.42,342,92.68,4,1.08,3,0.81,18012
18,13,369,21,5.69,340,92.14,6,1.63,2,0.54,18013
18,14,363,22,6.06,337,92.84,4,1.1,0,0.0,18014
18,15,166,38,22.89,118,71.08,6,3.61,4,2.41,18015
18,16,382,15,3.93,356,93.19,10,2.62,1,0.26,18016
18,17,299,22,7.36,274,91.64,2,0.67,1,0.33,18017
18,18,276,10,3.62,254,92.03,7,2.54,5,1.81,18018
18,19,364,5,1.37,354,97.25,3,0.82,2,0.55,18019
18,20,310,3,0.97,300,96.77,7,2.26,0,0.0,18020
18,21,452,25,5.53,420,92.92,6,1.33,1,0.22,18021
18,22,412,18,4.37,386,93.69,7,1.7,1,0.24,18022
18,23,283,14,4.95,261,92.23,5,1.77,3,1.06,18023
18,24,342,3,0.88,336,98.25,2,0.58,1,0.29,18024
18,25,323,3,0.93,318,98.45,1,0.31,1,0.31,18025
18,26,257,13,5.06,238,92.61,6,2.33,0,0.0,18026
18,27,305,24,7.87,276,90.49,3,0.98,2,0.66,18027
18,28,277,115,41.52,153,55.23,6,2.17,3,1.08,18028
18,29,340,52,15.29,277,81.47,9,2.65,2,0.59,18029
18,30,261,1,0.38,256,98.08,4,1.53,0,0.0,18030
18,31,297,14,4.71,274,92.26,6,2.02,3,1.01,18031
18,32,403,6,1.49,390,96.77,4,0.99,3,0.74,18032
18,33,277,5,1.81,268,96.75,2,0.72,2,0.72,18033
18,34,404,27,6.68,369,91.34,6,1.49,2,0.5,18034
18,35,390,20,5.13,359,92.05,10,2.56,1,0.26,18035
18,36,214,21,9.81,184,85.98,7,3.27,2,0.93,18036
18,37,268,14,5.22,252,94.03,2,0.75,0,0.0,18037
18,38,346,6,1.73,335,96.82,4,1.16,1,0.29,18038
18,39,296,12,4.05,276,93.24,5,1.69,3,1.01,18039
18,40,369,12,3.25,352,95.39,2,0.54,3,0.81,18040
18,41,288,105,36.46,171,59.38,4,1.39,8,2.78,18041
18,42,243,21,8.64,216,88.89,5,2.06,1,0.41,18042
18,43,217,34,15.67,174,80.18,5,2.3,4,1.84,18043
18,44,207,17,8.21,186,89.86,3,1.45,1,0.48,18044
18,45,332,1,0.3,322,96.99,9,2.71,0,0.0,18045
18,46,301,3,1.0,295,98.01,3,1.0,0,0.0,18046
18,47,286,20,6.99,257,89.86,6,2.1,3,1.05,18047
18,48,168,52,30.95,109,64.88,4,2.38,3,1.79,18048
18,49,220,8,3.64,209,95.0,3,1.36,0,0.0,18049
18,50,289,12,4.15,275,95.16,2,0.69,0,0.0,18050
18,51,375,4,1.07,367,97.87,3,0.8,1,0.27,18051
18,52,341,3,0.88,334,97.95,2,0.59,2,0.59,18052
18,53,197,0,0.0,195,98.98,2,1.02,0,0.0,18053
18,54,293,10,3.41,277,94.54,4,1.37,2,0.68,18054
18,55,270,112,41.48,151,55.93,3,1.11,4,1.48,18055
18,56,274,30,10.95,228,83.21,11,4.01,5,1.82,18056
18,57,224,24,10.71,191,85.27,5,2.23,4,1.79,18057
18,58,288,6,2.08,279,96.88,3,1.04,0,0.0,18058
18,59,287,7,2.44,276,96.17,3,1.05,1,0.35,18059
18,60,350,8,2.29,335,95.71,6,1.71,1,0.29,18060
18,61,296,3,1.01,286,96.62,6,2.03,1,0.34,18061
18,62,211,37,17.54,167,79.15,4,1.9,3,1.42,18062
19,1,381,191,50.13,177,46.46,7,1.84,6,1.57,19001
19,2,346,66,19.08,268,77.46,7,2.02,5,1.45,19002
19,3,326,214,65.64,96,29.45,9,2.76,7,2.15,19003
19,4,346,184,53.18,151,43.64,5,1.45,6,1.73,19004
19,5,425,87,20.47,319,75.06,7,1.65,12,2.82,19005
19,6,327,175,53.52,132,40.37,10,3.06,10,3.06,19006
19,7,347,146,42.07,183,52.74,8,2.31,10,2.88,19007
19,8,289,154,53.29,117,40.48,6,2.08,12,4.15,19008
19,9,267,149,55.81,107,40.07,3,1.12,8,3.0,19009
19,10,478,164,34.31,299,62.55,8,1.67,7,1.46,19010
19,11,397,252,63.48,132,33.25,7,1.76,6,1.51,19011
19,12,354,211,59.6,131,37.01,2,0.56,10,2.82,19012
19,13,279,26,9.32,242,86.74,10,3.58,1,0.36,19013
19,14,435,134,30.8,283,65.06,14,3.22,4,0.92,19014
19,15,328,183,55.79,121,36.89,11,3.35,13,3.96,19015
19,16,432,236,54.63,185,42.82,7,1.62,4,0.93,19016
19,17,384,201,52.34,167,43.49,3,0.78,13,3.39,19017
19,18,439,170,38.72,260,59.23,8,1.82,1,0.23,19018
19,19,399,123,30.83,262,65.66,12,3.01,2,0.5,19019
19,20,361,56,15.51,294,81.44,7,1.94,4,1.11,19020
19,21,266,146,54.89,103,38.72,8,3.01,9,3.38,19021
19,22,443,183,41.31,246,55.53,7,1.58,7,1.58,19022
19,23,428,214,50.0,203,47.43,4,0.93,7,1.64,19023
19,24,337,199,59.05,124,36.8,8,2.37,6,1.78,19024
19,25,443,199,44.92,229,51.69,8,1.81,7,1.58,19025
19,26,447,186,41.61,241,53.91,9,2.01,11,2.46,19026
19,27,273,38,13.92,224,82.05,11,4.03,0,0.0,19027
19,28,409,22,5.38,373,91.2,12,2.93,2,0.49,19028
19,29,344,199,57.85,131,38.08,8,2.33,6,1.74,19029
19,30,382,199,52.09,169,44.24,7,1.83,7,1.83,19030
19,31,328,141,42.99,168,51.22,13,3.96,6,1.83,19031
19,32,380,170,44.74,192,50.53,13,3.42,5,1.32,19032
19,33,421,235,55.82,179,42.52,3,0.71,4,0.95,19033
19,34,368,153,41.58,205,55.71,7,1.9,3,0.82,19034
19,35,369,126,34.15,231,62.6,7,1.9,5,1.36,19035
19,36,489,68,13.91,396,80.98,20,4.09,5,1.02,19036
19,37,397,68,17.13,310,78.09,10,2.52,9,2.27,19037
19,38,395,55,13.92,327,82.78,8,2.03,5,1.27,19038
19,39,182,11,6.04,168,92.31,0,0.0,3,1.65,19039
19,40,407,111,27.27,278,68.3,12,2.95,6,1.47,19040
19,41,300,166,55.33,117,39.0,7,2.33,10,3.33,19041
19,42,407,77,18.92,310,76.17,13,3.19,7,1.72,19042
19,43,553,18,3.25,516,93.31,15,2.71,4,0.72,19043
19,44,355,207,58.31,133,37.46,7,1.97,8,2.25,19044
19,45,377,192,50.93,160,42.44,10,2.65,15,3.98,19045
19,46,447,254,56.82,170,38.03,12,2.68,11,2.46,19046
19,47,538,94,17.47,423,78.62,12,2.23,9,1.67,19047
19,48,546,12,2.2,520,95.24,13,2.38,1,0.18,19048
19,49,457,67,14.66,377,82.49,11,2.41,2,0.44,19049
19,50,446,8,1.79,428,95.96,7,1.57,3,0.67,19050
19,51,278,147,52.88,118,42.45,10,3.6,3,1.08,19051
19,52,320,154,48.13,147,45.94,6,1.88,13,4.06,19052
19,53,373,156,41.82,198,53.08,9,2.41,10,2.68,19053
19,54,298,169,56.71,119,39.93,5,1.68,5,1.68,19054
19,55,302,158,52.32,129,42.72,7,2.32,8,2.65,19055
19,56,467,159,34.05,291,62.31,12,2.57,5,1.07,19056
19,57,433,112,25.87,294,67.9,13,3.0,14,3.23,19057
19,58,364,210,57.69,142,39.01,6,1.65,6,1.65,19058
19,59,422,228,54.03,176,41.71,9,2.13,9,2.13,19059
19,60,308,11,3.57,285,92.53,10,3.25,2,0.65,19060
19,61,443,199,44.92,226,51.02,7,1.58,11,2.48,19061
19,62,358,141,39.39,199,55.59,6,1.68,12,3.35,19062
19,63,271,48,17.71,214,78.97,7,2.58,2,0.74,19063
20,1,248,7,2.82,238,95.97,3,1.21,0,0.0,20001
20,2,207,5,2.42,199,96.14,3,1.45,0,0.0,20002
20,3,234,5,2.14,223,95.3,5,2.14,1,0.43,20003
20,4,182,17,9.34,155,85.16,8,4.4,2,1.1,20004
20,5,164,2,1.22,156,95.12,5,3.05,1,0.61,20005
20,6,280,6,2.14,269,96.07,4,1.43,1,0.36,20006
20,7,70,5,7.14,60,85.71,4,5.71,1,1.43,20007
20,8,75,19,25.33,51,68.0,4,5.33,1,1.33,20008
20,9,353,10,2.83,338,95.75,3,0.85,2,0.57,20009
20,10,191,3,1.57,185,96.86,3,1.57,0,0.0,20010
20,11,166,5,3.01,156,93.98,5,3.01,0,0.0,20011
20,12,138,6,4.35,130,94.2,2,1.45,0,0.0,20012
20,13,205,5,2.44,197,96.1,3,1.46,0,0.0,20013
20,14,320,4,1.25,309,96.56,5,1.56,2,0.63,20014
20,15,198,22,11.11,165,83.33,9,4.55,2,1.01,20015
20,16,325,19,5.85,298,91.69,8,2.46,0,0.0,20016
20,17,177,6,3.39,162,91.53,6,3.39,3,1.69,20017
20,18,163,1,0.61,159,97.55,3,1.84,0,0.0,20018
20,19,206,1,0.49,202,98.06,3,1.46,0,0.0,20019
20,20,111,1,0.9,109,98.2,1,0.9,0,0.0,20020
20,21,103,9,8.74,88,85.44,2,1.94,4,3.88,20021
20,22,365,13,3.56,342,93.7,7,1.92,3,0.82,20022
20,23,317,7,2.21,299,94.32,9,2.84,2,0.63,20023
20,24,288,9,3.13,269,93.4,9,3.13,1,0.35,20024
20,25,177,8,4.52,168,94.92,1,0.56,0,0.0,20025
20,26,251,13,5.18,230,91.63,5,1.99,3,1.2,20026
20,27,204,5,2.45,197,96.57,2,0.98,0,0.0,20027
20,28,235,9,3.83,223,94.89,3,1.28,0,0.0,20028
20,29,291,10,3.44,263,90.38,15,5.15,3,1.03,20029
20,30,228,6,2.63,215,94.3,5,2.19,2,0.88,20030
20,31,281,5,1.78,263,93.59,11,3.91,2,0.71,20031
20,32,179,7,3.91,167,93.3,3,1.68,2,1.12,20032
20,33,279,6,2.15,267,95.7,5,1.79,1,0.36,20033
20,34,427,19,4.45,399,93.44,5,1.17,4,0.94,20034
20,35,125,2,1.6,119,95.2,2,1.6,2,1.6,20035
20,36,201,4,1.99,192,95.52,3,1.49,2,1.0,20036
20,37,241,6,2.49,228,94.61,7,2.9,0,0.0,20037
20,38,46,0,0.0,45,97.83,1,2.17,0,0.0,20038
20,39,218,2,0.92,213,97.71,2,0.92,1,0.46,20039
20,40,183,4,2.19,175,95.63,3,1.64,1,0.55,20040
20,41,85,8,9.41,72,84.71,3,3.53,2,2.35,20041
20,42,199,5,2.51,188,94.47,6,3.02,0,0.0,20042
20,43,70,1,1.43,67,95.71,0,0.0,2,2.86,20043
20,44,266,13,4.89,247,92.86,5,1.88,1,0.38,20044
20,45,158,4,2.53,150,94.94,2,1.27,2,1.27,20045
20,46,203,4,1.97,193,95.07,2,0.99,4,1.97,20046
20,47,190,4,2.11,183,96.32,3,1.58,0,0.0,20047
20,48,90,0,0.0,89,98.89,1,1.11,0,0.0,20048
20,49,156,5,3.21,147,94.23,4,2.56,0,0.0,20049
20,50,126,5,3.97,116,92.06,5,3.97,0,0.0,20050
21,1,420,7,1.67,405,96.43,8,1.9,0,0.0,21001
21,2,288,4,1.39,279,96.88,5,1.74,0,0.0,21002
21,3,264,4,1.52,257,97.35,3,1.14,0,0.0,21003
21,4,289,2,0.69,281,97.23,6,2.08,0,0.0,21004
21,5,295,2,0.68,288,97.63,5,1.69,0,0.0,21005
21,6,258,3,1.16,246,95.35,9,3.49,0,0.0,21006
21,7,296,4,1.35,283,95.61,8,2.7,1,0.34,21007
21,8,317,5,1.58,306,96.53,5,1.58,1,0.32,21008
21,9,344,3,0.87,331,96.22,8,2.33,2,0.58,21009
21,10,232,5,2.16,224,96.55,3,1.29,0,0.0,21010
21,11,312,5,1.6,299,95.83,6,1.92,2,0.64,21011
21,12,311,3,0.96,298,95.82,7,2.25,3,0.96,21012
21,13,162,2,1.23,159,98.15,1,0.62,0,0.0,21013
21,14,273,6,2.2,261,95.6,4,1.47,2,0.73,21014
21,15,238,4,1.68,228,95.8,6,2.52,0,0.0,21015
21,16,267,5,1.87,254,95.13,7,2.62,1,0.37,21016
21,17,298,6,2.01,290,97.32,2,0.67,0,0.0,21017
21,18,258,2,0.78,249,96.51,5,1.94,2,0.78,21018
21,19,250,2,0.8,244,97.6,4,1.6,0,0.0,21019
21,20,182,5,2.75,176,96.7,1,0.55,0,0.0,21020
21,21,333,4,1.2,319,95.8,8,2.4,2,0.6,21021
21,22,260,6,2.31,250,96.15,3,1.15,1,0.38,21022
21,23,223,4,1.79,218,97.76,1,0.45,0,0.0,21023
21,24,321,3,0.93,313,97.51,4,1.25,1,0.31,21024
21,25,241,4,1.66,227,94.19,10,4.15,0,0.0,21025
21,26,236,2,0.85,229,97.03,3,1.27,2,0.85,21026
21,27,314,8,2.55,303,96.5,3,0.96,0,0.0,21027
21,28,217,3,1.38,213,98.16,1,0.46,0,0.0,21028
21,29,155,1,0.65,147,94.84,5,3.23,2,1.29,21029
21,30,205,6,2.93,195,95.12,1,0.49,3,1.46,21030
21,31,393,5,1.27,379,96.44,8,2.04,1,0.25,21031
21,32,270,5,1.85,257,95.19,7,2.59,1,0.37,21032
21,33,292,3,1.03,283,96.92,5,1.71,1,0.34,21033
21,34,344,3,0.87,338,98.26,3,0.87,0,0.0,21034
21,35,173,4,2.31,169,97.69,0,0.0,0,0.0,21035
21,36,251,4,1.59,239,95.22,7,2.79,1,0.4,21036
21,37,317,7,2.21,300,94.64,8,2.52,2,0.63,21037
21,38,286,1,0.35,277,96.85,8,2.8,0,0.0,21038
21,39,262,3,1.15,257,98.09,1,0.38,1,0.38,21039
21,40,255,3,1.18,248,97.25,3,1.18,1,0.39,21040
21,41,238,9,3.78,222,93.28,6,2.52,1,0.42,21041
21,42,299,9,3.01,283,94.65,6,2.01,1,0.33,21042
21,43,276,6,2.17,266,96.38,4,1.45,0,0.0,21043
21,44,292,4,1.37,275,94.18,10,3.42,3,1.03,21044
21,45,242,3,1.24,238,98.35,1,0.41,0,0.0,21045
21,46,234,5,2.14,226,96.58,2,0.85,1,0.43,21046
21,47,346,5,1.45,338,97.69,3,0.87,0,0.0,21047
21,48,319,2,0.63,311,97.49,6,1.88,0,0.0,21048
21,49,388,8,2.06,368,94.85,9,2.32,3,0.77,21049
21,50,297,3,1.01,282,94.95,8,2.69,4,1.35,21050
21,51,313,4,1.28,302,96.49,6,1.92,1,0.32,21051
21,52,302,3,0.99,292,96.69,5,1.66,2,0.66,21052
21,53,260,5,1.92,247,95.0,7,2.69,1,0.38,21053
21,54,258,7,2.71,242,93.8,9,3.49,0,0.0,21054
21,55,298,6,2.01,288,96.64,3,1.01,1,0.34,21055
21,56,238,5,2.1,226,94.96,6,2.52,1,0.42,21056
21,57,259,4,1.54,251,96.91,1,0.39,3,1.16,21057
21,58,222,5,2.25,214,96.4,3,1.35,0,0.0,21058
21,59,348,2,0.57,337,96.84,6,1.72,3,0.86,21059
21,60,295,10,3.39,279,94.58,6,2.03,0,0.0,21060
21,61,364,2,0.55,353,96.98,8,2.2,1,0.27,21061
21,62,309,10,3.24,289,93.53,9,2.91,1,0.32,21062
21,63,245,4,1.63,237,96.73,3,1.22,1,0.41,21063
21,64,170,5,2.94,164,96.47,0,0.0,1,0.59,21064
21,65,392,9,2.3,372,94.9,9,2.3,2,0.51,21065
21,66,232,2,0.86,228,98.28,1,0.43,1,0.43,21066
21,67,304,3,0.99,299,98.36,2,0.66,0,0.0,21067
21,68,306,5,1.63,295,96.41,4,1.31,2,0.65,21068
21,69,227,4,1.76,217,95.59,4,1.76,2,0.88,21069
21,70,241,3,1.24,230,95.44,8,3.32,0,0.0,21070
21,71,242,1,0.41,237,97.93,4,1.65,0,0.0,21071
21,72,301,10,3.32,285,94.68,4,1.33,2,0.66,21072
21,73,360,5,1.39,347,96.39,7,1.94,1,0.28,21073
21,74,105,4,3.81,100,95.24,1,0.95,0,0.0,21074
22,1,135,9,6.67,116,85.93,6,4.44,4,2.96,22001
22,2,126,20,15.87,100,79.37,3,2.38,3,2.38,22002
22,3,203,28,13.79,166,81.77,4,1.97,5,2.46,22003
22,4,162,21,12.96,134,82.72,3,1.85,4,2.47,22004
22,5,182,19,10.44,155,85.16,6,3.3,2,1.1,22005
22,6,157,15,9.55,133,84.71,7,4.46,2,1.27,22006
22,7,247,3,1.21,241,97.57,3,1.21,0,0.0,22007
22,8,130,13,10.0,114,87.69,2,1.54,1,0.77,22008
22,9,185,19,10.27,159,85.95,6,3.24,1,0.54,22009
22,10,180,23,12.78,150,83.33,3,1.67,4,2.22,22010
22,11,164,18,10.98,134,81.71,7,4.27,5,3.05,22011
22,12,144,23,15.97,116,80.56,3,2.08,2,1.39,22012
22,13,202,28,13.86,157,77.72,13,6.44,4,1.98,22013
22,14,117,9,7.69,103,88.03,2,1.71,3,2.56,22014
22,15,124,13,10.48,106,85.48,2,1.61,3,2.42,22015
22,16,204,21,10.29,171,83.82,6,2.94,6,2.94,22016
22,17,172,24,13.95,140,81.4,8,4.65,0,0.0,22017
22,18,195,17,8.72,171,87.69,4,2.05,3,1.54,22018
22,19,170,6,3.53,158,92.94,3,1.76,3,1.76,22019
22,20,178,24,13.48,146,82.02,5,2.81,3,1.69,22020
22,21,226,7,3.1,214,94.69,3,1.33,2,0.88,22021
22,22,154,23,14.94,125,81.17,4,2.6,2,1.3,22022
22,23,197,24,12.18,165,83.76,3,1.52,5,2.54,22023
22,24,119,6,5.04,102,85.71,7,5.88,4,3.36,22024
22,25,133,15,11.28,114,85.71,3,2.26,1,0.75,22025
22,26,139,18,12.95,107,76.98,13,9.35,1,0.72,22026
22,27,207,27,13.04,168,81.16,8,3.86,4,1.93,22027
22,28,110,14,12.73,90,81.82,4,3.64,2,1.82,22028
22,29,112,17,15.18,89,79.46,4,3.57,2,1.79,22029
23,1,302,154,50.99,130,43.05,6,1.99,12,3.97,23001
23,2,355,138,38.87,198,55.77,11,3.1,8,2.25,23002
23,3,299,149,49.83,131,43.81,13,4.35,6,2.01,23003
23,4,279,118,42.29,149,53.41,5,1.79,7,2.51,23004
23,5,227,40,17.62,169,74.45,7,3.08,11,4.85,23005
23,6,265,78,29.43,174,65.66,9,3.4,4,1.51,23006
23,7,281,131,46.62,129,45.91,9,3.2,12,4.27,23007
23,8,270,94,34.81,163,60.37,8,2.96,5,1.85,23008
23,9,280,72,25.71,195,69.64,7,2.5,6,2.14,23009
23,10,292,50,17.12,224,76.71,11,3.77,7,2.4,23010
23,11,335,178,53.13,138,41.19,9,2.69,10,2.99,23011
23,12,308,146,47.4,138,44.81,12,3.9,12,3.9,23012
23,13,351,183,52.14,146,41.6,12,3.42,10,2.85,23013
23,14,252,149,59.13,91,36.11,8,3.17,4,1.59,23014
23,15,308,152,49.35,145,47.08,5,1.62,6,1.95,23015
23,16,311,129,41.48,164,52.73,9,2.89,9,2.89,23016
23,17,346,158,45.66,170,49.13,9,2.6,9,2.6,23017
23,18,238,94,39.5,126,52.94,10,4.2,8,3.36,23018
23,19,258,108,41.86,134,51.94,12,4.65,4,1.55,23019
23,20,240,112,46.67,120,50.0,6,2.5,2,0.83,23020
23,21,326,3,0.92,319,97.85,4,1.23,0,0.0,23021
23,22,288,126,43.75,145,50.35,7,2.43,10,3.47,23022
23,23,267,140,52.43,112,41.95,7,2.62,8,3.0,23023
23,24,179,44,24.58,129,72.07,4,2.23,2,1.12,23024
23,25,196,48,24.49,139,70.92,6,3.06,3,1.53,23025
23,26,299,151,50.5,135,45.15,1,0.33,12,4.01,23026
23,27,259,115,44.4,129,49.81,6,2.32,9,3.47,23027
23,28,299,133,44.48,149,49.83,4,1.34,13,4.35,23028
23,29,215,50,23.26,158,73.49,1,0.47,6,2.79,23029
23,30,278,119,42.81,143,51.44,9,3.24,7,2.52,23030
23,31,254,50,19.69,188,74.02,10,3.94,6,2.36,23031
23,32,292,70,23.97,211,72.26,6,2.05,5,1.71,23032
23,33,305,94,30.82,191,62.62,10,3.28,10,3.28,23033
23,34,234,81,34.62,133,56.84,11,4.7,9,3.85,23034
23,35,199,1,0.5,193,96.98,4,2.01,1,0.5,23035
23,36,378,191,50.53,174,46.03,10,2.65,3,0.79,23036
23,37,185,4,2.16,178,96.22,2,1.08,1,0.54,23037
23,38,242,97,40.08,131,54.13,6,2.48,8,3.31,23038
23,39,254,118,46.46,116,45.67,12,4.72,8,3.15,23039
23,40,289,150,51.9,117,40.48,15,5.19,7,2.42,23040
23,41,256,72,28.13,171,66.8,5,1.95,8,3.13,23041
23,42,245,98,40.0,134,54.69,6,2.45,7,2.86,23042
23,43,349,174,49.86,156,44.7,14,4.01,5,1.43,23043
23,44,284,116,40.85,153,53.87,7,2.46,8,2.82,23044
23,45,339,133,39.23,187,55.16,12,3.54,7,2.06,23045
23,46,293,135,46.08,138,47.1,11,3.75,9,3.07,23046
23,47,343,173,50.44,150,43.73,9,2.62,11,3.21,23047
23,48,215,74,34.42,127,59.07,5,2.33,9,4.19,23048
23,49,363,157,43.25,179,49.31,13,3.58,14,3.86,23049
23,50,176,51,28.98,116,65.91,2,1.14,7,3.98,23050
23,51,221,66,29.86,148,66.97,5,2.26,2,0.9,23051
23,52,351,151,43.02,168,47.86,18,5.13,14,3.99,23052
23,53,170,42,24.71,119,70.0,3,1.76,6,3.53,23053
23,54,338,157,46.45,163,48.22,9,2.66,9,2.66,23054
24,1,314,3,0.96,306,97.45,3,0.96,2,0.64,24001
24,2,190,1,0.53,183,96.32,4,2.11,2,1.05,24002
24,3,206,6,2.91,194,94.17,4,1.94,2,0.97,24003
24,4,226,0,0.0,225,99.56,1,0.44,0,0.0,24004
24,5,226,7,3.1,215,95.13,4,1.77,0,0.0,24005
24,6,285,6,2.11,273,95.79,5,1.75,1,0.35,24006
24,7,194,3,1.55,187,96.39,3,1.55,1,0.52,24007
24,8,226,7,3.1,212,93.81,3,1.33,4,1.77,24008
24,9,234,11,4.7,222,94.87,1,0.43,0,0.0,24009
24,10,174,5,2.87,165,94.83,4,2.3,0,0.0,24010
24,11,158,3,1.9,153,96.84,1,0.63,1,0.63,24011
24,12,215,8,3.72,204,94.88,1,0.47,2,0.93,24012
24,13,191,7,3.66,179,93.72,4,2.09,1,0.52,24013
24,14,298,6,2.01,286,95.97,5,1.68,1,0.34,24014
24,15,191,2,1.05,184,96.34,5,2.62,0,0.0,24015
24,16,162,3,1.85,157,96.91,2,1.23,0,0.0,24016
24,17,203,1,0.49,196,96.55,4,1.97,2,0.99,24017
24,18,152,1,0.66,150,98.68,1,0.66,0,0.0,24018
24,19,151,1,0.66,145,96.03,5,3.31,0,0.0,24019
24,20,175,3,1.71,168,96.0,4,2.29,0,0.0,24020
24,21,149,5,3.36,142,95.3,2,1.34,0,0.0,24021
24,22,241,3,1.24,233,96.68,2,0.83,3,1.24,24022
24,23,166,4,2.41,159,95.78,2,1.2,1,0.6,24023
24,24,161,6,3.73,153,95.03,2,1.24,0,0.0,24024
24,25,281,2,0.71,273,97.15,6,2.14,0,0.0,24025
24,26,263,9,3.42,246,93.54,8,3.04,0,0.0,24026
24,27,120,6,5.0,109,90.83,2,1.67,3,2.5,24027
24,28,279,9,3.23,262,93.91,7,2.51,1,0.36,24028
24,29,271,5,1.85,266,98.15,0,0.0,0,0.0,24029
24,30,249,5,2.01,239,95.98,3,1.2,2,0.8,24030
24,31,227,6,2.64,217,95.59,3,1.32,1,0.44,24031
24,32,209,3,1.44,203,97.13,3,1.44,0,0.0,24032
24,33,176,4,2.27,169,96.02,2,1.14,1,0.57,24033
24,34,229,2,0.87,216,94.32,8,3.49,3,1.31,24034
24,35,316,7,2.22,300,94.94,7,2.22,2,0.63,24035
24,36,209,3,1.44,204,97.61,2,0.96,0,0.0,24036
24,37,231,4,1.73,221,95.67,5,2.16,1,0.43,24037
24,38,267,9,3.37,253,94.76,3,1.12,2,0.75,24038
24,39,210,1,0.48,206,98.1,2,0.95,1,0.48,24039
24,40,271,11,4.06,258,95.2,2,0.74,0,0.0,24040
24,41,215,5,2.33,205,95.35,3,1.4,2,0.93,24041
24,42,149,1,0.67,147,98.66,1,0.67,0,0.0,24042
24,43,279,8,2.87,266,95.34,5,1.79,0,0.0,24043
24,44,273,18,6.59,252,92.31,3,1.1,0,0.0,24044
24,45,197,4,2.03,192,97.46,1,0.51,0,0.0,24045
24,46,272,4,1.47,262,96.32,4,1.47,2,0.74,24046
24,47,180,1,0.56,176,97.78,2,1.11,1,0.56,24047
24,48,128,3,2.34,120,93.75,4,3.13,1,0.78,24048
24,49,410,9,2.2,392,95.61,8,1.95,1,0.24,24049
