ward,precinct,total,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Rachel Wales,Rachel Wales Percent,precinct_id
32,37,514,388,75.49,126,24.51,32037
32,38,472,357,75.64,115,24.36,32038
32,39,560,407,72.68,153,27.32,32039
32,40,571,441,77.23,130,22.77,32040
32,41,543,397,73.11,146,26.89,32041
32,42,457,332,72.65,125,27.35,32042
32,43,513,362,70.57,151,29.43,32043
33,1,505,371,73.47,134,26.53,33001
33,2,640,469,73.28,171,26.72,33002
33,3,735,499,67.89,236,32.11,33003
33,4,685,495,72.26,190,27.74,33004
33,5,473,334,70.61,139,29.39,33005
33,6,444,361,81.31,83,18.69,33006
33,7,588,427,72.62,161,27.38,33007
33,8,697,494,70.88,203,29.12,33008
33,9,571,423,74.08,148,25.92,33009
33,10,492,370,75.2,122,24.8,33010
33,11,566,412,72.79,154,27.21,33011
33,12,509,380,74.66,129,25.34,33012
33,13,506,360,71.15,146,28.85,33013
33,14,268,175,65.3,93,34.7,33014
33,15,515,385,74.76,130,25.24,33015
33,16,673,497,73.85,176,26.15,33016
33,17,580,416,71.72,164,28.28,33017
33,18,708,500,70.62,208,29.38,33018
33,19,585,435,74.36,150,25.64,33019
33,20,612,426,69.61,186,30.39,33020
33,21,546,397,72.71,149,27.29,33021
33,22,477,348,72.96,129,27.04,33022
33,23,557,414,74.33,143,25.67,33023
33,24,687,479,69.72,208,30.28,33024
33,25,642,475,73.99,167,26.01,33025
33,26,430,290,67.44,140,32.56,33026
33,27,576,405,70.31,171,29.69,33027
33,28,516,361,69.96,155,30.04,33028
34,1,398,382,95.98,16,4.02,34001
34,2,296,285,96.28,11,3.72,34002
34,3,381,366,96.06,15,3.94,34003
34,4,279,267,95.7,12,4.3,34004
34,5,321,309,96.26,12,3.74,34005
34,6,427,398,93.21,29,6.79,34006
34,7,421,397,94.3,24,5.7,34007
34,8,307,294,95.77,13,4.23,34008
34,9,255,237,92.94,18,7.06,34009
34,10,362,341,94.2,21,5.8,34010
34,11,318,297,93.4,21,6.6,34011
34,12,405,385,95.06,20,4.94,34012
34,13,361,341,94.46,20,5.54,34013
34,14,283,276,97.53,7,2.47,34014
34,15,322,309,95.96,13,4.04,34015
34,16,305,290,95.08,15,4.92,34016
34,17,459,443,96.51,16,3.49,34017
34,18,285,267,93.68,18,6.32,34018
34,19,400,377,94.25,23,5.75,34019
34,20,418,398,95.22,20,4.78,34020
34,21,441,415,94.1,26,5.9,34021
34,22,372,344,92.47,28,7.53,34022
34,23,299,279,93.31,20,6.69,34023
34,24,335,320,95.52,15,4.48,34024
34,25,554,530,95.67,24,4.33,34025
34,26,398,382,95.98,16,4.02,34026
34,27,314,301,95.86,13,4.14,34027
34,28,243,237,97.53,6,2.47,34028
34,29,291,277,95.19,14,4.81,34029
34,30,363,340,93.66,23,6.34,34030
34,31,307,286,93.16,21,6.84,34031
34,32,367,348,94.82,19,5.18,34032
34,33,300,277,92.33,23,7.67,34033
34,34,386,369,95.6,17,4.4,34034
34,35,404,381,94.31,23,5.69,34035
34,36,329,307,93.31,22,6.69,34036
34,37,226,215,95.13,11,4.87,34037
34,38,176,167,94.89,9,5.11,34038
34,39,264,248,93.94,16,6.06,34039
34,40,398,382,95.98,16,4.02,34040
34,41,229,220,96.07,9,3.93,34041
34,42,364,332,91.21,32,8.79,34042
34,43,336,318,94.64,18,5.36,34043
34,44,372,354,95.16,18,4.84,34044
34,45,392,378,96.43,14,3.57,34045
34,46,251,240,95.62,11,4.38,34046
34,47,356,345,96.91,11,3.09,34047
34,48,387,365,94.32,22,5.68,34048
34,49,347,328,94.52,19,5.48,34049
34,50,300,286,95.33,14,4.67,34050
34,51,381,356,93.44,25,6.56,34051
34,52,279,264,94.62,15,5.38,34052
34,53,232,220,94.83,12,5.17,34053
35,1,457,341,74.62,116,25.38,35001
35,2,504,343,68.06,161,31.94,35002
35,3,417,292,70.02,125,29.98,35003
35,4,427,305,71.43,122,28.57,35004
35,5,412,294,71.36,118,28.64,35005
35,6,424,290,68.4,134,31.6,35006
35,7,481,329,68.4,152,31.6,35007
35,8,489,334,68.3,155,31.7,35008
35,9,377,302,80.11,75,19.89,35009
35,10,600,393,65.5,207,34.5,35010
35,11,503,344,68.39,159,31.61,35011
35,12,294,240,81.63,54,18.37,35012
35,13,296,249,84.12,47,15.88,35013
35,14,307,251,81.76,56,18.24,35014
35,15,546,375,68.68,171,31.32,35015
35,16,251,220,87.65,31,12.35,35016
35,17,501,352,70.26,149,29.74,35017
35,18,285,237,83.16,48,16.84,35018
35,19,241,203,84.23,38,15.77,35019
35,20,405,294,72.59,111,27.41,35020
35,21,397,296,74.56,101,25.44,35021
35,22,559,393,70.3,166,29.7,35022
35,23,451,342,75.83,109,24.17,35023
35,24,404,274,67.82,130,32.18,35024
35,25,522,354,67.82,168,32.18,35025
35,26,391,280,71.61,111,28.39,35026
35,27,378,287,75.93,91,24.07,35027
35,28,435,309,71.03,126,28.97,35028
35,29,374,284,75.94,90,24.06,35029
35,30,415,332,80.0,83,20.0,35030
35,31,463,331,71.49,132,28.51,35031
36,1,331,281,84.89,50,15.11,36001
36,2,326,270,82.82,56,17.18,36002
36,3,317,273,86.12,44,13.88,36003
36,4,327,283,86.54,44,13.46,36004
36,5,327,286,87.46,41,12.54,36005
36,6,295,252,85.42,43,14.58,36006
36,7,412,289,70.15,123,29.85,36007
36,8,250,211,84.4,39,15.6,36008
36,9,315,273,86.67,42,13.33,36009
36,10,419,336,80.19,83,19.81,36010
36,11,235,195,82.98,40,17.02,36011
36,12,221,185,83.71,36,16.29,36012
36,13,241,214,88.8,27,11.2,36013
36,14,361,275,76.18,86,23.82,36014
36,15,363,283,77.96,80,22.04,36015
36,16,357,288,80.67,69,19.33,36016
36,17,401,306,76.31,95,23.69,36017
36,18,364,279,76.65,85,23.35,36018
36,19,400,344,86.0,56,14.0,36019
36,20,380,297,78.16,83,21.84,36020
36,21,273,236,86.45,37,13.55,36021
36,22,262,238,90.84,24,9.16,36022
36,23,285,238,83.51,47,16.49,36023
36,24,353,280,79.32,73,20.68,36024
36,25,342,294,85.96,48,14.04,36025
36,26,331,250,75.53,81,24.47,36026
36,27,348,281,80.75,67,19.25,36027
36,28,300,219,73.0,81,27.0,36028
36,29,370,283,76.49,87,23.51,36029
36,30,348,280,80.46,68,19.54,36030
37,1,233,215,92.27,18,7.73,37001
37,2,278,254,91.37,24,8.63,37002
37,3,252,232,92.06,20,7.94,37003
37,4,264,241,91.29,23,8.71,37004
37,5,369,353,95.66,16,4.34,37005
37,6,387,367,94.83,20,5.17,37006
37,7,251,237,94.42,14,5.58,37007
37,8,241,226,93.78,15,6.22,37008
37,9,359,344,95.82,15,4.18,37009
37,10,402,374,93.03,28,6.97,37010
37,11,230,218,94.78,12,5.22,37011
37,12,254,235,92.52,19,7.48,37012
37,13,244,222,90.98,22,9.02,37013
37,14,350,330,94.29,20,5.71,37014
37,15,349,337,96.56,12,3.44,37015
37,16,378,358,94.71,20,5.29,37016
37,17,280,265,94.64,15,5.36,37017
37,18,302,288,95.36,14,4.64,37018
37,19,237,221,93.25,16,6.75,37019
37,20,281,268,95.37,13,4.63,37020
37,21,316,286,90.51,30,9.49,37021
37,22,299,269,89.97,30,10.03,37022
37,23,320,304,95.0,16,5.0,37023
37,24,373,353,94.64,20,5.36,37024
37,25,303,285,94.06,18,5.94,37025
37,26,440,414,94.09,26,5.91,37026
37,27,308,297,96.43,11,3.57,37027
37,28,288,269,93.4,19,6.6,37028
37,29,302,281,93.05,21,6.95,37029
37,30,333,319,95.8,14,4.2,37030
37,31,343,323,94.17,20,5.83,37031
37,32,303,280,92.41,23,7.59,37032
37,33,349,327,93.7,22,6.3,37033
37,34,319,303,94.98,16,5.02,37034
37,35,356,340,95.51,16,4.49,37035
37,36,327,312,95.41,15,4.59,37036
37,37,372,347,93.28,25,6.72,37037
37,38,335,314,93.73,21,6.27,37038
37,39,321,300,93.46,21,6.54,37039
37,40,350,334,95.43,16,4.57,37040
37,41,342,325,95.03,17,4.97,37041
38,1,376,282,75.0,94,25.0,38001
38,2,349,222,63.61,127,36.39,38002
38,3,364,245,67.31,119,32.69,38003
38,4,334,230,68.86,104,31.14,38004
38,5,371,254,68.46,117,31.54,38005
38,6,360,244,67.78,116,32.22,38006
38,7,323,226,69.97,97,30.03,38007
38,8,328,236,71.95,92,28.05,38008
38,9,413,279,67.55,134,32.45,38009
38,10,296,215,72.64,81,27.36,38010
38,11,333,228,68.47,105,31.53,38011
38,12,321,221,68.85,100,31.15,38012
38,13,377,256,67.9,121,32.1,38013
38,14,408,290,71.08,118,28.92,38014
38,15,342,254,74.27,88,25.73,38015
38,16,341,265,77.71,76,22.29,38016
38,17,449,293,65.26,156,34.74,38017
38,18,410,264,64.39,146,35.61,38018
38,19,446,308,69.06,138,30.94,38019
38,20,356,236,66.29,120,33.71,38020
38,21,329,234,71.12,95,28.88,38021
38,22,373,263,70.51,110,29.49,38022
38,23,384,284,73.96,100,26.04,38023
38,24,377,257,68.17,120,31.83,38024
38,25,329,259,78.72,70,21.28,38025
38,26,386,283,73.32,103,26.68,38026
38,27,374,263,70.32,111,29.68,38027
38,28,434,279,64.29,155,35.71,38028
38,29,372,287,77.15,85,22.85,38029
38,30,357,260,72.83,97,27.17,38030
38,31,384,278,72.4,106,27.6,38031
38,32,371,259,69.81,112,30.19,38032
38,33,373,273,73.19,100,26.81,38033
38,34,389,299,76.86,90,23.14,38034
38,35,391,293,74.94,98,25.06,38035
38,36,346,243,70.23,103,29.77,38036
38,37,362,265,73.2,97,26.8,38037
38,38,355,253,71.27,102,28.73,38038
38,39,419,318,75.89,101,24.11,38039
38,40,387,285,73.64,102,26.36,38040
38,41,364,268,73.63,96,26.37,38041
39,1,413,274,66.34,139,33.66,39001
39,2,380,286,75.26,94,24.74,39002
39,3,450,313,69.56,137,30.44,39003
39,4,368,249,67.66,119,32.34,39004
39,5,416,306,73.56,110,26.44,39005
39,6,394,299,75.89,95,24.11,39006
39,7,378,275,72.75,103,27.25,39007
39,8,416,333,80.05,83,19.95,39008
39,9,385,288,74.81,97,25.19,39009
39,10,213,153,71.83,60,28.17,39010
39,11,366,267,72.95,99,27.05,39011
39,12,546,388,71.06,158,28.94,39012
39,13,317,233,73.5,84,26.5,39013
39,14,449,323,71.94,126,28.06,39014
39,15,428,301,70.33,127,29.67,39015
39,16,328,245,74.7,83,25.3,39016
39,17,446,300,67.26,146,32.74,39017
39,18,397,288,72.54,109,27.46,39018
39,19,429,299,69.7,130,30.3,39019
39,20,477,325,68.13,152,31.87,39020
39,21,371,255,68.73,116,31.27,39021
39,22,349,254,72.78,95,27.22,39022
39,23,417,274,65.71,143,34.29,39023
39,24,493,316,64.1,177,35.9,39024
39,25,360,267,74.17,93,25.83,39025
39,26,370,248,67.03,122,32.97,39026
39,27,69,52,75.36,17,24.64,39027
39,28,530,368,69.43,162,30.57,39028
39,29,246,188,76.42,58,23.58,39029
39,30,517,361,69.83,156,30.17,39030
39,31,362,283,78.18,79,21.82,39031
39,32,332,238,71.69,94,28.31,39032
39,33,453,311,68.65,142,31.35,39033
39,34,452,311,68.81,141,31.19,39034
39,35,425,292,68.71,133,31.29,39035
39,36,117,99,84.62,18,15.38,39036
39,37,396,270,68.18,126,31.82,39037
39,38,235,181,77.02,54,22.98,39038
39,39,268,191,71.27,77,28.73,39039
39,40,366,263,71.86,103,28.14,39040
39,41,417,288,69.06,129,30.94,39041
39,42,424,282,66.51,142,33.49,39042
39,43,415,266,64.1,149,35.9,39043
39,44,299,202,67.56,97,32.44,39044
39,45,371,264,71.16,107,28.84,39045
40,1,372,275,73.92,97,26.08,40001
40,2,393,300,76.34,93,23.66,40002
40,3,610,432,70.82,178,29.18,40003
40,4,249,189,75.9,60,24.1,40004
40,5,494,364,73.68,130,26.32,40005
40,6,610,411,67.38,199,32.62,40006
40,7,485,353,72.78,132,27.22,40007
40,8,639,445,69.64,194,30.36,40008
40,9,377,316,83.82,61,16.18,40009
40,10,424,335,79.01,89,20.99,40010
40,11,518,341,65.83,177,34.17,40011
40,12,420,300,71.43,120,28.57,40012
40,13,797,546,68.51,251,31.49,40013
40,14,375,290,77.33,85,22.67,40014
40,15,413,310,75.06,103,24.94,40015
40,16,669,463,69.21,206,30.79,40016
40,17,389,283,72.75,106,27.25,40017
40,18,358,292,81.56,66,18.44,40018
40,19,520,386,74.23,134,25.77,40019
40,20,476,361,75.84,115,24.16,40020
40,21,537,407,75.79,130,24.21,40021
40,22,551,418,75.86,133,24.14,40022
40,23,584,440,75.34,144,24.66,40023
40,24,385,293,76.1,92,23.9,40024
40,25,604,418,69.21,186,30.79,40025
40,26,537,396,73.74,141,26.26,40026
40,27,652,473,72.55,179,27.45,40027
40,28,539,368,68.27,171,31.73,40028
40,29,444,332,74.77,112,25.23,40029
40,30,374,289,77.27,85,22.73,40030
40,31,563,373,66.25,190,33.75,40031
40,32,554,416,75.09,138,24.91,40032
40,33,508,354,69.69,154,30.31,40033
40,34,390,281,72.05,109,27.95,40034
40,35,311,238,76.53,73,23.47,40035
40,36,453,356,78.59,97,21.41,40036
40,37,444,342,77.03,102,22.97,40037
40,38,624,429,68.75,195,31.25,40038
40,39,178,154,86.52,24,13.48,40039
41,1,353,220,62.32,133,37.68,41001
41,2,346,228,65.9,118,34.1,41002
41,3,380,258,67.89,122,32.11,41003
41,4,404,283,70.05,121,29.95,41004
41,5,462,303,65.58,159,34.42,41005
41,6,472,314,66.53,158,33.47,41006
41,7,429,279,65.03,150,34.97,41007
41,8,387,241,62.27,146,37.73,41008
41,9,387,269,69.51,118,30.49,41009
41,10,424,287,67.69,137,32.31,41010
41,11,421,273,64.85,148,35.15,41011
41,12,411,287,69.83,124,30.17,41012
41,13,460,295,64.13,165,35.87,41013
41,14,448,299,66.74,149,33.26,41014
41,15,505,346,68.51,159,31.49,41015
41,16,359,230,64.07,129,35.93,41016
41,17,390,250,64.1,140,35.9,41017
41,18,355,244,68.73,111,31.27,41018
41,19,466,304,65.24,162,34.76,41019
41,20,292,175,59.93,117,40.07,41020
41,21,437,309,70.71,128,29.29,41021
41,22,434,280,64.52,154,35.48,41022
41,23,367,224,61.04,143,38.96,41023
41,24,351,222,63.25,129,36.75,41024
41,25,296,185,62.5,111,37.5,41025
41,26,398,266,66.83,132,33.17,41026
41,27,317,222,70.03,95,29.97,41027
41,28,403,304,75.43,99,24.57,41028
41,29,280,191,68.21,89,31.79,41029
41,30,413,267,64.65,146,35.35,41030
41,31,447,300,67.11,147,32.89,41031
41,32,332,213,64.16,119,35.84,41032
41,33,377,257,68.17,120,31.83,41033
41,34,344,241,70.06,103,29.94,41034
41,35,458,288,62.88,170,37.12,41035
41,36,402,277,68.91,125,31.09,41036
41,37,460,322,70.0,138,30.0,41037
41,38,390,252,64.62,138,35.38,41038
41,39,418,278,66.51,140,33.49,41039
41,40,395,246,62.28,149,37.72,41040
41,41,388,248,63.92,140,36.08,41041
41,42,372,238,63.98,134,36.02,41042
41,43,408,301,73.77,107,26.23,41043
41,44,381,220,57.74,161,42.26,41044
41,45,376,256,68.09,120,31.91,41045
41,46,429,282,65.73,147,34.27,41046
41,47,409,266,65.04,143,34.96,41047
42,1,438,346,79.0,92,21.0,42001
42,2,582,457,78.52,125,21.48,42002
42,3,565,435,76.99,130,23.01,42003
42,4,1051,799,76.02,252,23.98,42004
42,5,449,344,76.61,105,23.39,42005
42,6,512,381,74.41,131,25.59,42006
42,7,644,489,75.93,155,24.07,42007
42,8,451,355,78.71,96,21.29,42008
42,9,653,475,72.74,178,27.26,42009
42,10,723,538,74.41,185,25.59,42010
42,11,339,252,74.34,87,25.66,42011
42,12,449,344,76.61,105,23.39,42012
42,13,446,338,75.78,108,24.22,42013
42,14,684,539,78.8,145,21.2,42014
42,15,577,443,76.78,134,23.22,42015
42,16,557,396,71.1,161,28.9,42016
42,17,716,543,75.84,173,24.16,42017
42,18,596,453,76.01,143,23.99,42018
42,19,663,520,78.43,143,21.57,42019
42,20,591,448,75.8,143,24.2,42020
42,21,588,457,77.72,131,22.28,42021
42,22,271,199,73.43,72,26.57,42022
42,23,554,424,76.53,130,23.47,42023
42,24,530,420,79.25,110,20.75,42024
42,25,510,375,73.53,135,26.47,42025
42,26,711,526,73.98,185,26.02,42026
42,27,390,270,69.23,120,30.77,42027
42,28,582,434,74.57,148,25.43,42028
42,29,572,427,74.65,145,25.35,42029
42,30,439,310,70.62,129,29.38,42030
42,31,616,469,76.14,147,23.86,42031
42,32,553,415,75.05,138,24.95,42032
42,33,624,480,76.92,144,23.08,42033
42,34,433,338,78.06,95,21.94,42034
42,35,703,542,77.1,161,22.9,42035
42,36,902,700,77.61,202,22.39,42036
42,37,394,307,77.92,87,22.08,42037
42,38,499,384,76.95,115,23.05,42038
42,39,749,577,77.04,172,22.96,42039
42,40,757,584,77.15,173,22.85,42040
42,41,565,412,72.92,153,27.08,42041
42,42,912,685,75.11,227,24.89,42042
43,1,283,210,74.2,73,25.8,43001
43,2,562,421,74.91,141,25.09,43002
43,3,508,386,75.98,122,24.02,43003
43,4,608,465,76.48,143,23.52,43004
43,5,451,359,79.6,92,20.4,43005
43,6,407,307,75.43,100,24.57,43006
43,7,340,265,77.94,75,22.06,43007
43,8,386,293,75.91,93,24.09,43008
43,9,519,406,78.23,113,21.77,43009
43,10,615,469,76.26,146,23.74,43010
43,11,480,367,76.46,113,23.54,43011
43,12,364,269,73.9,95,26.1,43012
43,13,503,391,77.73,112,22.27,43013
43,14,523,364,69.6,159,30.4,43014
43,15,511,382,74.76,129,25.24,43015
43,16,632,474,75.0,158,25.0,43016
43,17,402,302,75.12,100,24.88,43017
43,18,596,445,74.66,151,25.34,43018
43,19,577,456,79.03,121,20.97,43019
43,20,602,445,73.92,157,26.08,43020
43,21,591,420,71.07,171,28.93,43021
43,22,384,276,71.88,108,28.13,43022
43,23,381,276,72.44,105,27.56,43023
43,24,396,306,77.27,90,22.73,43024
43,25,428,340,79.44,88,20.56,43025
43,26,344,259,75.29,85,24.71,43026
43,27,509,380,74.66,129,25.34,43027
43,28,657,520,79.15,137,20.85,43028
43,29,504,385,76.39,119,23.61,43029
43,30,571,445,77.93,126,22.07,43030
43,31,523,424,81.07,99,18.93,43031
43,32,547,405,74.04,142,25.96,43032
43,33,523,385,73.61,138,26.39,43033
43,34,386,303,78.5,83,21.5,43034
43,35,548,433,79.01,115,20.99,43035
43,36,306,242,79.08,64,20.92,43036
43,37,580,443,76.38,137,23.62,43037
43,38,392,301,76.79,91,23.21,43038
43,39,495,365,73.74,130,26.26,43039
43,40,400,283,70.75,117,29.25,43040
43,41,692,518,74.86,174,25.14,43041
43,42,500,406,81.2,94,18.8,43042
43,43,459,349,76.03,110,23.97,43043
43,44,492,372,75.61,120,24.39,43044
43,45,313,242,77.32,71,22.68,43045
43,46,304,232,76.32,72,23.68,43046
44,1,873,681,78.01,192,21.99,44001
44,2,544,409,75.18,135,24.82,44002
44,3,349,283,81.09,66,18.91,44003
44,4,500,388,77.6,112,22.4,44004
44,5,657,520,79.15,137,20.85,44005
44,6,729,551,75.58,178,24.42,44006
44,7,386,312,80.83,74,19.17,44007
44,8,797,624,78.29,173,21.71,44008
44,9,567,416,73.37,151,26.63,44009
44,10,567,433,76.37,134,23.63,44010
44,11,620,452,72.9,168,27.1,44011
44,12,600,464,77.33,136,22.67,44012
44,13,460,346,75.22,114,24.78,44013
44,14,526,393,74.71,133,25.29,44014
44,15,515,404,78.45,111,21.55,44015
44,16,638,473,74.14,165,25.86,44016
44,17,776,603,77.71,173,22.29,44017
44,18,620,493,79.52,127,20.48,44018
44,19,694,547,78.82,147,21.18,44019
44,20,627,471,75.12,156,24.88,44020
44,21,730,568,77.81,162,22.19,44021
44,22,602,482,80.07,120,19.93,44022
44,23,584,444,76.03,140,23.97,44023
44,24,426,320,75.12,106,24.88,44024
44,25,562,419,74.56,143,25.44,44025
44,26,701,556,79.32,145,20.68,44026
44,27,683,518,75.84,165,24.16,44027
44,28,548,412,75.18,136,24.82,44028
44,29,588,454,77.21,134,22.79,44029
44,30,683,520,76.13,163,23.87,44030
44,31,489,363,74.23,126,25.77,44031
44,32,637,466,73.16,171,26.84,44032
44,33,635,501,78.9,134,21.1,44033
44,34,626,505,80.67,121,19.33,44034
44,35,674,516,76.56,158,23.44,44035
44,36,605,468,77.36,137,22.64,44036
44,37,645,505,78.29,140,21.71,44037
44,38,556,424,76.26,132,23.74,44038
44,39,604,458,75.83,146,24.17,44039
44,40,539,399,74.03,140,25.97,44040
44,41,730,563,77.12,167,22.88,44041
45,1,368,249,67.66,119,32.34,45001
45,2,437,305,69.79,132,30.21,45002
45,3,394,284,72.08,110,27.92,45003
45,4,529,361,68.24,168,31.76,45004
45,5,440,281,63.86,159,36.14,45005
45,6,589,403,68.42,186,31.58,45006
45,7,608,454,74.67,154,25.33,45007
45,8,440,333,75.68,107,24.32,45008
45,9,412,300,72.82,112,27.18,45009
45,10,411,294,71.53,117,28.47,45010
45,11,305,220,72.13,85,27.87,45011
45,12,399,275,68.92,124,31.08,45012
45,13,368,247,67.12,121,32.88,45013
45,14,533,394,73.92,139,26.08,45014
45,15,531,385,72.5,146,27.5,45015
45,16,371,261,70.35,110,29.65,45016
45,17,491,344,70.06,147,29.94,45017
45,18,441,315,71.43,126,28.57,45018
45,19,223,166,74.44,57,25.56,45019
45,20,308,217,70.45,91,29.55,45020
45,21,365,254,69.59,111,30.41,45021
45,22,376,280,74.47,96,25.53,45022
45,23,360,254,70.56,106,29.44,45023
45,24,304,215,70.72,89,29.28,45024
45,25,249,170,68.27,79,31.73,45025
45,26,212,137,64.62,75,35.38,45026
45,27,378,252,66.67,126,33.33,45027
45,28,323,208,64.4,115,35.6,45028
45,29,264,186,70.45,78,29.55,45029
45,30,362,276,76.24,86,23.76,45030
45,31,343,263,76.68,80,23.32,45031
45,32,357,247,69.19,110,30.81,45032
45,33,305,211,69.18,94,30.82,45033
45,34,415,292,70.36,123,29.64,45034
45,35,429,298,69.46,131,30.54,45035
45,36,426,282,66.2,144,33.8,45036
45,37,413,281,68.04,132,31.96,45037
45,38,372,261,70.16,111,29.84,45038
45,39,404,281,69.55,123,30.45,45039
45,40,390,245,62.82,145,37.18,45040
45,41,371,241,64.96,130,35.04,45041
45,42,369,247,66.94,122,33.06,45042
45,43,378,247,65.34,131,34.66,45043
45,44,375,257,68.53,118,31.47,45044
45,45,273,167,61.17,106,38.83,45045
45,46,279,194,69.53,85,30.47,45046
45,47,267,200,74.91,67,25.09,45047
45,48,321,203,63.24,118,36.76,45048
46,1,401,304,75.81,97,24.19,46001
46,2,505,373,73.86,132,26.14,46002
46,3,631,488,77.34,143,22.66,46003
46,4,513,383,74.66,130,25.34,46004
46,5,716,542,75.7,174,24.3,46005
46,6,464,384,82.76,80,17.24,46006
46,7,568,449,79.05,119,20.95,46007
46,8,358,281,78.49,77,21.51,46008
46,9,604,437,72.35,167,27.65,46009
46,10,849,660,77.74,189,22.26,46010
46,11,500,391,78.2,109,21.8,46011
46,12,600,418,69.67,182,30.33,46012
46,13,527,412,78.18,115,21.82,46013
46,14,500,428,85.6,72,14.4,46014
46,15,530,410,77.36,120,22.64,46015
46,16,647,491,75.89,156,24.11,46016
46,17,606,475,78.38,131,21.62,46017
46,18,598,465,77.76,133,22.24,46018
46,19,392,318,81.12,74,18.88,46019
46,20,439,349,79.5,90,20.5,46020
46,21,354,262,74.01,92,25.99,46021
46,22,413,290,70.22,123,29.78,46022
46,23,441,342,77.55,99,22.45,46023
46,24,635,498,78.43,137,21.57,46024
46,25,523,398,76.1,125,23.9,46025
46,26,626,453,72.36,173,27.64,46026
46,27,699,524,74.96,175,25.04,46027
46,28,527,445,84.44,82,15.56,46028
46,29,450,348,77.33,102,22.67,46029
46,30,577,469,81.28,108,18.72,46030
46,31,561,444,79.14,117,20.86,46031
46,32,543,439,80.85,104,19.15,46032
46,33,627,491,78.31,136,21.69,46033
46,34,631,469,74.33,162,25.67,46034
46,35,615,511,83.09,104,16.91,46035
46,36,521,402,77.16,119,22.84,46036
46,37,485,394,81.24,91,18.76,46037
46,38,581,478,82.27,103,17.73,46038
46,39,536,422,78.73,114,21.27,46039
46,40,457,319,69.8,138,30.2,46040
47,1,384,285,74.22,99,25.78,47001
47,2,552,407,73.73,145,26.27,47002
47,3,507,403,79.49,104,20.51,47003
47,4,588,442,75.17,146,24.83,47004
47,5,599,438,73.12,161,26.88,47005
47,6,669,499,74.59,170,25.41,47006
47,7,487,360,73.92,127,26.08,47007
47,8,542,404,74.54,138,25.46,47008
47,9,519,378,72.83,141,27.17,47009
47,10,713,502,70.41,211,29.59,47010
47,11,540,413,76.48,127,23.52,47011
47,12,598,433,72.41,165,27.59,47012
47,13,539,397,73.65,142,26.35,47013
47,14,495,377,76.16,118,23.84,47014
47,15,696,478,68.68,218,31.32,47015
47,16,543,415,76.43,128,23.57,47016
47,17,556,398,71.58,158,28.42,47017
47,18,530,386,72.83,144,27.17,47018
47,19,724,506,69.89,218,30.11,47019
47,20,546,386,70.7,160,29.3,47020
47,21,540,384,71.11,156,28.89,47021
47,22,567,402,70.9,165,29.1,47022
47,23,633,455,71.88,178,28.12,47023
47,24,576,402,69.79,174,30.21,47024
47,25,657,482,73.36,175,26.64,47025
47,26,728,565,77.61,163,22.39,47026
47,27,526,390,74.14,136,25.86,47027
47,28,521,384,73.7,137,26.3,47028
47,29,609,468,76.85,141,23.15,47029
47,30,698,514,73.64,184,26.36,47030
47,31,568,409,72.01,159,27.99,47031
47,32,689,498,72.28,191,27.72,47032
47,33,517,387,74.85,130,25.15,47033
47,34,576,444,77.08,132,22.92,47034
47,35,566,421,74.38,145,25.62,47035
47,36,637,476,74.73,161,25.27,47036
47,37,548,409,74.64,139,25.36,47037
47,38,547,433,79.16,114,20.84,47038
47,39,557,419,75.22,138,24.78,47039
47,40,563,372,66.07,191,33.93,47040
47,41,632,473,74.84,159,25.16,47041
47,42,587,407,69.34,180,30.66,47042
47,43,518,402,77.61,116,22.39,47043
47,44,525,424,80.76,101,19.24,47044
47,45,547,394,72.03,153,27.97,47045
47,46,532,376,70.68,156,29.32,47046
47,47,640,471,73.59,169,26.41,47047
47,48,43,39,90.7,4,9.3,47048
48,1,505,387,76.63,118,23.37,48001
48,2,253,194,76.68,59,23.32,48002
48,3,586,439,74.91,147,25.09,48003
48,4,513,369,71.93,144,28.07,48004
48,5,325,245,75.38,80,24.62,48005
48,6,628,508,80.89,120,19.11,48006
48,7,545,403,73.94,142,26.06,48007
48,8,278,202,72.66,76,27.34,48008
48,9,326,231,70.86,95,29.14,48009
48,10,786,560,71.25,226,28.75,48010
48,11,480,346,72.08,134,27.92,48011
48,12,652,499,76.53,153,23.47,48012
48,13,651,499,76.65,152,23.35,48013
48,14,253,198,78.26,55,21.74,48014
48,15,356,277,77.81,79,22.19,48015
48,16,557,424,76.12,133,23.88,48016
48,17,481,374,77.75,107,22.25,48017
48,18,356,287,80.62,69,19.38,48018
48,19,365,276,75.62,89,24.38,48019
48,20,622,431,69.29,191,30.71,48020
48,21,655,529,80.76,126,19.24,48021
48,22,451,376,83.37,75,16.63,48022
48,23,557,458,82.23,99,17.77,48023
48,24,569,425,74.69,144,25.31,48024
48,25,492,338,68.7,154,31.3,48025
48,26,261,200,76.63,61,23.37,48026
48,27,763,590,77.33,173,22.67,48027
48,28,543,413,76.06,130,23.94,48028
48,29,260,225,86.54,35,13.46,48029
48,30,475,328,69.05,147,30.95,48030
48,31,654,507,77.52,147,22.48,48031
48,32,548,423,77.19,125,22.81,48032
48,33,274,225,82.12,49,17.88,48033
48,34,466,330,70.82,136,29.18,48034
48,35,345,266,77.1,79,22.9,48035
48,36,308,251,81.49,57,18.51,48036
