ward,precinct,total,(JB Pritzker,(JB Pritzker Percent,(Bruce Rauner,(Bruce Rauner Percent,(Grayson Kash Jackson,(Grayson Kash Jackson Percent,(William ''Sam'' McCann,(William ''Sam'' McCann Percent,precinct_id
21,4,361,353,97.78,4,1.11,2,0.55,2,0.55,21004
21,5,419,398,94.99,14,3.34,6,1.43,1,0.24,21005
21,6,313,303,96.81,5,1.6,2,0.64,3,0.96,21006
21,7,389,370,95.12,9,2.31,8,2.06,2,0.51,21007
21,8,395,378,95.7,8,2.03,4,1.01,5,1.27,21008
21,9,433,424,97.92,5,1.15,3,0.69,1,0.23,21009
21,10,341,316,92.67,11,3.23,8,2.35,6,1.76,21010
21,11,352,340,96.59,6,1.7,4,1.14,2,0.57,21011
21,12,358,349,97.49,4,1.12,3,0.84,2,0.56,21012
21,13,371,344,92.72,16,4.31,5,1.35,6,1.62,21013
21,14,403,382,94.79,15,3.72,5,1.24,1,0.25,21014
21,15,335,319,95.22,9,2.69,4,1.19,3,0.9,21015
21,16,361,345,95.57,11,3.05,3,0.83,2,0.55,21016
21,17,347,324,93.37,10,2.88,5,1.44,8,2.31,21017
21,18,428,413,96.5,5,1.17,9,2.1,1,0.23,21018
21,19,387,373,96.38,5,1.29,8,2.07,1,0.26,21019
21,20,332,314,94.58,6,1.81,7,2.11,5,1.51,21020
21,21,320,297,92.81,9,2.81,11,3.44,3,0.94,21021
21,22,331,317,95.77,7,2.11,5,1.51,2,0.6,21022
21,23,330,320,96.97,4,1.21,4,1.21,2,0.61,21023
21,24,370,357,96.49,5,1.35,6,1.62,2,0.54,21024
21,25,327,310,94.8,5,1.53,9,2.75,3,0.92,21025
21,26,377,349,92.57,15,3.98,7,1.86,6,1.59,21026
21,27,378,361,95.5,10,2.65,5,1.32,2,0.53,21027
21,28,466,446,95.71,11,2.36,7,1.5,2,0.43,21028
21,29,431,414,96.06,5,1.16,3,0.7,9,2.09,21029
21,30,314,296,94.27,5,1.59,10,3.18,3,0.96,21030
21,31,281,268,95.37,6,2.14,3,1.07,4,1.42,21031
21,32,348,338,97.13,3,0.86,2,0.57,5,1.44,21032
21,33,335,318,94.93,6,1.79,7,2.09,4,1.19,21033
21,34,340,325,95.59,9,2.65,3,0.88,3,0.88,21034
21,35,436,417,95.64,8,1.83,7,1.61,4,0.92,21035
21,36,356,333,93.54,11,3.09,10,2.81,2,0.56,21036
21,37,277,261,94.22,8,2.89,4,1.44,4,1.44,21037
21,38,363,350,96.42,6,1.65,5,1.38,2,0.55,21038
21,39,319,309,96.87,2,0.63,6,1.88,2,0.63,21039
21,40,343,323,94.17,13,3.79,3,0.87,4,1.17,21040
21,41,382,369,96.6,5,1.31,4,1.05,4,1.05,21041
21,42,416,401,96.39,7,1.68,4,0.96,4,0.96,21042
21,43,366,353,96.45,6,1.64,3,0.82,4,1.09,21043
21,44,376,356,94.68,8,2.13,8,2.13,4,1.06,21044
21,45,352,338,96.02,7,1.99,5,1.42,2,0.57,21045
21,46,418,399,95.45,10,2.39,6,1.44,3,0.72,21046
21,47,362,341,94.2,12,3.31,6,1.66,3,0.83,21047
21,48,379,354,93.4,13,3.43,5,1.32,7,1.85,21048
21,49,413,400,96.85,6,1.45,5,1.21,2,0.48,21049
21,50,308,292,94.81,7,2.27,3,0.97,6,1.95,21050
21,51,352,335,95.17,6,1.7,5,1.42,6,1.7,21051
21,52,354,336,94.92,10,2.82,3,0.85,5,1.41,21052
21,53,331,306,92.45,11,3.32,6,1.81,8,2.42,21053
21,54,326,310,95.09,7,2.15,4,1.23,5,1.53,21054
22,1,208,196,94.23,4,1.92,4,1.92,4,1.92,22001
22,2,419,298,71.12,99,23.63,8,1.91,14,3.34,22002
22,3,470,428,91.06,26,5.53,10,2.13,6,1.28,22003
22,4,268,247,92.16,15,5.6,5,1.87,1,0.37,22004
22,5,337,309,91.69,22,6.53,1,0.3,5,1.48,22005
22,6,318,293,92.14,13,4.09,6,1.89,6,1.89,22006
22,7,246,228,92.68,11,4.47,4,1.63,3,1.22,22007
22,8,459,368,80.17,75,16.34,6,1.31,10,2.18,22008
22,9,271,251,92.62,13,4.8,5,1.85,2,0.74,22009
22,10,447,395,88.37,40,8.95,8,1.79,4,0.89,22010
22,11,268,244,91.04,18,6.72,2,0.75,4,1.49,22011
22,12,322,260,80.75,52,16.15,6,1.86,4,1.24,22012
22,13,331,290,87.61,23,6.95,10,3.02,8,2.42,22013
22,14,252,232,92.06,19,7.54,1,0.4,0,0.0,22014
22,15,270,245,90.74,19,7.04,4,1.48,2,0.74,22015
22,16,292,273,93.49,14,4.79,3,1.03,2,0.68,22016
22,17,349,302,86.53,34,9.74,9,2.58,4,1.15,22017
22,18,295,264,89.49,20,6.78,6,2.03,5,1.69,22018
22,19,180,167,92.78,6,3.33,6,3.33,1,0.56,22019
22,20,302,262,86.75,22,7.28,14,4.64,4,1.32,22020
22,21,367,356,97.0,5,1.36,2,0.54,4,1.09,22021
22,22,295,257,87.12,28,9.49,7,2.37,3,1.02,22022
22,23,461,434,94.14,14,3.04,6,1.3,7,1.52,22023
22,24,356,319,89.61,24,6.74,9,2.53,4,1.12,22024
22,25,336,305,90.77,27,8.04,3,0.89,1,0.3,22025
23,1,353,181,51.27,149,42.21,6,1.7,17,4.82,23001
23,2,381,241,63.25,115,30.18,6,1.57,19,4.99,23002
23,3,370,182,49.19,166,44.86,11,2.97,11,2.97,23003
23,4,401,256,63.84,121,30.17,10,2.49,14,3.49,23004
23,5,357,312,87.39,33,9.24,6,1.68,6,1.68,23005
23,6,374,293,78.34,69,18.45,5,1.34,7,1.87,23006
23,7,285,238,83.51,35,12.28,6,2.11,6,2.11,23007
23,8,417,304,72.9,86,20.62,14,3.36,13,3.12,23008
23,9,290,243,83.79,38,13.1,7,2.41,2,0.69,23009
23,10,394,323,81.98,55,13.96,7,1.78,9,2.28,23010
23,11,357,300,84.03,38,10.64,8,2.24,11,3.08,23011
23,12,369,187,50.68,163,44.17,7,1.9,12,3.25,23012
23,13,291,253,86.94,32,11.0,4,1.37,2,0.69,23013
23,14,346,200,57.8,123,35.55,12,3.47,11,3.18,23014
23,15,293,249,84.98,26,8.87,11,3.75,7,2.39,23015
23,16,359,199,55.43,137,38.16,8,2.23,15,4.18,23016
23,17,236,212,89.83,16,6.78,5,2.12,3,1.27,23017
23,18,298,170,57.05,117,39.26,3,1.01,8,2.68,23018
23,19,280,245,87.5,24,8.57,9,3.21,2,0.71,23019
23,20,206,166,80.58,24,11.65,11,5.34,5,2.43,23020
23,21,375,177,47.2,187,49.87,2,0.53,9,2.4,23021
23,22,379,251,66.23,106,27.97,7,1.85,15,3.96,23022
23,23,363,219,60.33,119,32.78,9,2.48,16,4.41,23023
23,24,291,239,82.13,43,14.78,6,2.06,3,1.03,23024
23,25,289,231,79.93,47,16.26,8,2.77,3,1.04,23025
23,26,355,275,77.46,66,18.59,6,1.69,8,2.25,23026
23,27,311,147,47.27,143,45.98,11,3.54,10,3.22,23027
23,28,373,225,60.32,121,32.44,8,2.14,19,5.09,23028
23,29,310,198,63.87,88,28.39,8,2.58,16,5.16,23029
23,30,388,307,79.12,64,16.49,9,2.32,8,2.06,23030
23,31,287,228,79.44,42,14.63,11,3.83,6,2.09,23031
23,32,334,286,85.63,37,11.08,7,2.1,4,1.2,23032
23,33,355,293,82.54,47,13.24,10,2.82,5,1.41,23033
23,34,327,271,82.87,41,12.54,8,2.45,7,2.14,23034
23,35,264,134,50.76,118,44.7,2,0.76,10,3.79,23035
23,36,340,190,55.88,123,36.18,7,2.06,20,5.88,23036
23,37,376,190,50.53,165,43.88,3,0.8,18,4.79,23037
23,38,334,200,59.88,119,35.63,7,2.1,8,2.4,23038
23,39,357,301,84.31,41,11.48,10,2.8,5,1.4,23039
24,1,287,275,95.82,5,1.74,4,1.39,3,1.05,24001
24,2,301,292,97.01,6,1.99,0,0.0,3,1.0,24002
24,3,330,313,94.85,10,3.03,4,1.21,3,0.91,24003
24,4,246,241,97.97,5,2.03,0,0.0,0,0.0,24004
24,5,178,172,96.63,2,1.12,4,2.25,0,0.0,24005
24,6,324,311,95.99,8,2.47,3,0.93,2,0.62,24006
24,7,218,192,88.07,18,8.26,7,3.21,1,0.46,24007
24,8,162,154,95.06,2,1.23,3,1.85,3,1.85,24008
24,9,303,280,92.41,13,4.29,8,2.64,2,0.66,24009
24,10,140,133,95.0,3,2.14,3,2.14,1,0.71,24010
24,11,366,346,94.54,10,2.73,4,1.09,6,1.64,24011
24,12,185,171,92.43,10,5.41,1,0.54,3,1.62,24012
24,13,176,163,92.61,4,2.27,5,2.84,4,2.27,24013
24,14,301,283,94.02,13,4.32,3,1.0,2,0.66,24014
24,15,167,159,95.21,6,3.59,0,0.0,2,1.2,24015
24,16,445,379,85.17,43,9.66,18,4.04,5,1.12,24016
24,17,255,240,94.12,2,0.78,5,1.96,8,3.14,24017
24,18,359,349,97.21,9,2.51,1,0.28,0,0.0,24018
24,19,378,365,96.56,9,2.38,1,0.26,3,0.79,24019
24,20,267,255,95.51,5,1.87,3,1.12,4,1.5,24020
24,21,149,144,96.64,1,0.67,3,2.01,1,0.67,24021
24,22,385,368,95.58,7,1.82,8,2.08,2,0.52,24022
24,23,259,240,92.66,13,5.02,3,1.16,3,1.16,24023
24,24,341,329,96.48,8,2.35,1,0.29,3,0.88,24024
24,25,268,253,94.4,8,2.99,5,1.87,2,0.75,24025
24,26,443,420,94.81,11,2.48,9,2.03,3,0.68,24026
24,27,335,322,96.12,5,1.49,4,1.19,4,1.19,24027
24,28,208,192,92.31,7,3.37,7,3.37,2,0.96,24028
24,29,250,234,93.6,4,1.6,7,2.8,5,2.0,24029
24,30,184,178,96.74,4,2.17,0,0.0,2,1.09,24030
24,31,346,331,95.66,6,1.73,2,0.58,7,2.02,24031
24,32,172,158,91.86,8,4.65,3,1.74,3,1.74,24032
24,33,191,181,94.76,3,1.57,4,2.09,3,1.57,24033
24,34,303,290,95.71,8,2.64,1,0.33,4,1.32,24034
24,35,298,284,95.3,9,3.02,2,0.67,3,1.01,24035
24,36,374,344,91.98,19,5.08,6,1.6,5,1.34,24036
24,37,184,176,95.65,3,1.63,1,0.54,4,2.17,24037
24,38,265,246,92.83,12,4.53,5,1.89,2,0.75,24038
24,39,324,300,92.59,20,6.17,3,0.93,1,0.31,24039
24,40,373,358,95.98,9,2.41,4,1.07,2,0.54,24040
24,41,223,210,94.17,9,4.04,4,1.79,0,0.0,24041
25,1,361,320,88.64,29,8.03,4,1.11,8,2.22,25001
25,2,529,469,88.66,31,5.86,22,4.16,7,1.32,25002
25,3,798,564,70.68,197,24.69,24,3.01,13,1.63,25003
25,4,396,349,88.13,35,8.84,8,2.02,4,1.01,25004
25,5,484,406,83.88,57,11.78,18,3.72,3,0.62,25005
25,6,161,106,65.84,49,30.43,1,0.62,5,3.11,25006
25,7,483,421,87.16,40,8.28,17,3.52,5,1.04,25007
25,8,500,455,91.0,37,7.4,7,1.4,1,0.2,25008
25,9,432,392,90.74,26,6.02,11,2.55,3,0.69,25009
25,10,763,557,73.0,186,24.38,17,2.23,3,0.39,25010
25,11,489,438,89.57,31,6.34,11,2.25,9,1.84,25011
25,12,455,404,88.79,35,7.69,10,2.2,6,1.32,25012
25,13,524,491,93.7,20,3.82,11,2.1,2,0.38,25013
25,14,320,254,79.38,47,14.69,8,2.5,11,3.44,25014
25,15,411,347,84.43,43,10.46,16,3.89,5,1.22,25015
25,16,779,546,70.09,216,27.73,9,1.16,8,1.03,25016
25,17,517,456,88.2,41,7.93,11,2.13,9,1.74,25017
25,18,389,309,79.43,68,17.48,6,1.54,6,1.54,25018
25,19,491,448,91.24,26,5.3,12,2.44,5,1.02,25019
25,20,299,279,93.31,9,3.01,7,2.34,4,1.34,25020
25,21,881,714,81.04,131,14.87,29,3.29,7,0.79,25021
25,22,441,397,90.02,28,6.35,12,2.72,4,0.91,25022
25,23,529,475,89.79,41,7.75,10,1.89,3,0.57,25023
25,24,463,418,90.28,30,6.48,9,1.94,6,1.3,25024
25,25,493,345,69.98,110,22.31,26,5.27,12,2.43,25025
25,26,400,356,89.0,35,8.75,5,1.25,4,1.0,25026
25,27,617,485,78.61,113,18.31,16,2.59,3,0.49,25027
25,28,467,412,88.22,43,9.21,9,1.93,3,0.64,25028
25,29,360,334,92.78,15,4.17,8,2.22,3,0.83,25029
25,30,436,388,88.99,30,6.88,14,3.21,4,0.92,25030
25,31,926,640,69.11,263,28.4,15,1.62,8,0.86,25031
25,32,373,306,82.04,56,15.01,6,1.61,5,1.34,25032
26,1,407,359,88.21,30,7.37,17,4.18,1,0.25,26001
26,2,330,297,90.0,23,6.97,7,2.12,3,0.91,26002
26,3,443,369,83.3,62,14.0,9,2.03,3,0.68,26003
26,4,234,217,92.74,8,3.42,7,2.99,2,0.85,26004
26,5,342,310,90.64,19,5.56,11,3.22,2,0.58,26005
26,6,315,278,88.25,26,8.25,7,2.22,4,1.27,26006
26,7,375,343,91.47,19,5.07,12,3.2,1,0.27,26007
26,8,192,163,84.9,21,10.94,4,2.08,4,2.08,26008
26,9,264,236,89.39,18,6.82,6,2.27,4,1.52,26009
26,10,323,291,90.09,20,6.19,10,3.1,2,0.62,26010
26,11,322,281,87.27,32,9.94,5,1.55,4,1.24,26011
26,12,402,348,86.57,28,6.97,19,4.73,7,1.74,26012
26,13,191,176,92.15,8,4.19,5,2.62,2,1.05,26013
26,14,275,249,90.55,16,5.82,7,2.55,3,1.09,26014
26,15,215,189,87.91,18,8.37,5,2.33,3,1.4,26015
26,16,194,168,86.6,17,8.76,7,3.61,2,1.03,26016
26,17,320,233,72.81,76,23.75,5,1.56,6,1.88,26017
26,18,270,234,86.67,23,8.52,6,2.22,7,2.59,26018
26,19,222,197,88.74,22,9.91,3,1.35,0,0.0,26019
26,20,330,281,85.15,40,12.12,9,2.73,0,0.0,26020
26,21,443,395,89.16,32,7.22,8,1.81,8,1.81,26021
26,22,183,162,88.52,13,7.1,5,2.73,3,1.64,26022
26,23,240,207,86.25,22,9.17,7,2.92,4,1.67,26023
26,24,300,263,87.67,26,8.67,8,2.67,3,1.0,26024
26,25,335,295,88.06,23,6.87,13,3.88,4,1.19,26025
26,26,257,228,88.72,22,8.56,7,2.72,0,0.0,26026
26,27,446,395,88.57,34,7.62,14,3.14,3,0.67,26027
26,28,550,438,79.64,100,18.18,11,2.0,1,0.18,26028
26,29,235,194,82.55,34,14.47,5,2.13,2,0.85,26029
26,30,284,263,92.61,15,5.28,3,1.06,3,1.06,26030
26,31,159,133,83.65,19,11.95,4,2.52,3,1.89,26031
26,32,448,349,77.9,75,16.74,20,4.46,4,0.89,26032
26,33,425,369,86.82,36,8.47,18,4.24,2,0.47,26033
26,34,460,415,90.22,34,7.39,8,1.74,3,0.65,26034
26,35,315,287,91.11,17,5.4,9,2.86,2,0.63,26035
26,36,379,316,83.38,42,11.08,19,5.01,2,0.53,26036
26,37,396,361,91.16,21,5.3,10,2.53,4,1.01,26037
26,38,154,140,90.91,7,4.55,2,1.3,5,3.25,26038
26,39,412,347,84.22,50,12.14,9,2.18,6,1.46,26039
26,40,247,225,91.09,10,4.05,10,4.05,2,0.81,26040
26,41,430,382,88.84,29,6.74,16,3.72,3,0.7,26041
26,42,303,271,89.44,23,7.59,8,2.64,1,0.33,26042
26,43,198,188,94.95,7,3.54,2,1.01,1,0.51,26043
26,44,211,190,90.05,14,6.64,5,2.37,2,0.95,26044
26,45,172,146,84.88,19,11.05,4,2.33,3,1.74,26045
26,46,268,204,76.12,53,19.78,7,2.61,4,1.49,26046
26,47,235,204,86.81,23,9.79,5,2.13,3,1.28,26047
26,48,357,303,84.87,31,8.68,16,4.48,7,1.96,26048
26,49,200,178,89.0,17,8.5,2,1.0,3,1.5,26049
27,1,931,711,76.37,190,20.41,25,2.69,5,0.54,27001
27,2,475,363,76.42,97,20.42,9,1.89,6,1.26,27002
27,3,252,235,93.25,10,3.97,3,1.19,4,1.59,27003
27,4,223,208,93.27,13,5.83,1,0.45,1,0.45,27004
27,5,324,286,88.27,22,6.79,10,3.09,6,1.85,27005
27,6,527,434,82.35,82,15.56,9,1.71,2,0.38,27006
27,7,630,531,84.29,82,13.02,14,2.22,3,0.48,27007
27,8,312,290,92.95,16,5.13,4,1.28,2,0.64,27008
27,9,242,173,71.49,69,28.51,0,0.0,0,0.0,27009
27,10,439,409,93.17,18,4.1,6,1.37,6,1.37,27010
27,11,614,452,73.62,134,21.82,19,3.09,9,1.47,27011
27,12,340,228,67.06,109,32.06,3,0.88,0,0.0,27012
27,13,570,519,91.05,40,7.02,8,1.4,3,0.53,27013
27,14,198,191,96.46,5,2.53,1,0.51,1,0.51,27014
27,15,213,205,96.24,2,0.94,3,1.41,3,1.41,27015
27,16,517,397,76.79,100,19.34,16,3.09,4,0.77,27016
27,17,408,363,88.97,34,8.33,6,1.47,5,1.23,27017
27,18,284,256,90.14,15,5.28,10,3.52,3,1.06,27018
27,19,205,186,90.73,12,5.85,5,2.44,2,0.98,27019
27,20,324,310,95.68,3,0.93,7,2.16,4,1.23,27020
27,21,477,351,73.58,116,24.32,9,1.89,1,0.21,27021
27,22,193,182,94.3,7,3.63,2,1.04,2,1.04,27022
27,23,282,266,94.33,8,2.84,4,1.42,4,1.42,27023
27,24,286,265,92.66,18,6.29,3,1.05,0,0.0,27024
27,25,385,342,88.83,31,8.05,8,2.08,4,1.04,27025
27,26,313,287,91.69,16,5.11,8,2.56,2,0.64,27026
27,27,504,451,89.48,34,6.75,15,2.98,4,0.79,27027
27,28,431,316,73.32,102,23.67,8,1.86,5,1.16,27028
27,29,264,239,90.53,11,4.17,10,3.79,4,1.52,27029
27,30,189,179,94.71,6,3.17,3,1.59,1,0.53,27030
27,31,318,295,92.77,11,3.46,9,2.83,3,0.94,27031
27,32,372,335,90.05,23,6.18,9,2.42,5,1.34,27032
27,33,486,389,80.04,79,16.26,16,3.29,2,0.41,27033
27,34,287,277,96.52,8,2.79,1,0.35,1,0.35,27034
27,35,527,387,73.43,120,22.77,10,1.9,10,1.9,27035
27,36,334,299,89.52,14,4.19,8,2.4,13,3.89,27036
27,37,554,437,78.88,101,18.23,12,2.17,4,0.72,27037
27,38,670,530,79.1,113,16.87,15,2.24,12,1.79,27038
27,39,293,276,94.2,11,3.75,3,1.02,3,1.02,27039
27,40,642,499,77.73,123,19.16,16,2.49,4,0.62,27040
27,41,333,319,95.8,8,2.4,3,0.9,3,0.9,27041
27,42,312,243,77.88,52,16.67,15,4.81,2,0.64,27042
27,43,269,242,89.96,16,5.95,8,2.97,3,1.12,27043
27,44,268,257,95.9,4,1.49,6,2.24,1,0.37,27044
27,45,987,726,73.56,238,24.11,21,2.13,2,0.2,27045
27,46,383,247,64.49,126,32.9,7,1.83,3,0.78,27046
27,47,295,262,88.81,22,7.46,7,2.37,4,1.36,27047
27,48,844,682,80.81,139,16.47,15,1.78,8,0.95,27048
27,49,287,273,95.12,8,2.79,5,1.74,1,0.35,27049
27,50,371,356,95.96,10,2.7,3,0.81,2,0.54,27050
28,1,232,221,95.26,6,2.59,1,0.43,4,1.72,28001
28,2,306,289,94.44,10,3.27,5,1.63,2,0.65,28002
28,3,269,252,93.68,5,1.86,7,2.6,5,1.86,28003
28,4,347,260,74.93,69,19.88,13,3.75,5,1.44,28004
28,5,228,202,88.6,15,6.58,9,3.95,2,0.88,28005
28,6,204,175,85.78,25,12.25,2,0.98,2,0.98,28006
28,7,313,302,96.49,6,1.92,4,1.28,1,0.32,28007
28,8,445,339,76.18,92,20.67,13,2.92,1,0.22,28008
28,9,326,315,96.63,5,1.53,5,1.53,1,0.31,28009
28,10,465,379,81.51,67,14.41,12,2.58,7,1.51,28010
28,11,696,604,86.78,64,9.2,17,2.44,11,1.58,28011
28,12,320,309,96.56,5,1.56,4,1.25,2,0.63,28012
28,13,377,356,94.43,13,3.45,3,0.8,5,1.33,28013
28,14,249,240,96.39,3,1.2,3,1.2,3,1.2,28014
28,15,75,69,92.0,2,2.67,1,1.33,3,4.0,28015
28,16,199,190,95.48,5,2.51,1,0.5,3,1.51,28016
28,17,280,269,96.07,4,1.43,6,2.14,1,0.36,28017
28,18,284,276,97.18,2,0.7,3,1.06,3,1.06,28018
28,19,305,268,87.87,27,8.85,6,1.97,4,1.31,28019
28,20,297,280,94.28,9,3.03,5,1.68,3,1.01,28020
28,21,268,255,95.15,5,1.87,4,1.49,4,1.49,28021
28,22,299,274,91.64,8,2.68,12,4.01,5,1.67,28022
28,23,366,341,93.17,17,4.64,4,1.09,4,1.09,28023
28,24,267,246,92.13,12,4.49,7,2.62,2,0.75,28024
28,25,438,411,93.84,16,3.65,6,1.37,5,1.14,28025
28,26,317,301,94.95,10,3.15,2,0.63,4,1.26,28026
28,27,386,264,68.39,109,28.24,8,2.07,5,1.3,28027
28,28,453,347,76.6,93,20.53,6,1.32,7,1.55,28028
28,29,174,163,93.68,7,4.02,4,2.3,0,0.0,28029
28,30,52,50,96.15,1,1.92,1,1.92,0,0.0,28030
28,31,438,414,94.52,14,3.2,6,1.37,4,0.91,28031
28,32,305,284,93.11,6,1.97,4,1.31,11,3.61,28032
28,33,340,327,96.18,7,2.06,2,0.59,4,1.18,28033
28,34,567,526,92.77,22,3.88,12,2.12,7,1.23,28034
28,35,377,359,95.23,4,1.06,10,2.65,4,1.06,28035
28,36,180,176,97.78,0,0.0,2,1.11,2,1.11,28036
28,37,395,384,97.22,7,1.77,3,0.76,1,0.25,28037
28,38,158,150,94.94,3,1.9,0,0.0,5,3.16,28038
28,39,238,226,94.96,6,2.52,4,1.68,2,0.84,28039
28,40,436,425,97.48,2,0.46,3,0.69,6,1.38,28040
28,41,235,225,95.74,5,2.13,3,1.28,2,0.85,28041
28,42,326,308,94.48,9,2.76,4,1.23,5,1.53,28042
28,43,397,385,96.98,6,1.51,3,0.76,3,0.76,28043
28,44,222,213,95.95,3,1.35,3,1.35,3,1.35,28044
28,45,459,353,76.91,87,18.95,10,2.18,9,1.96,28045
28,46,678,537,79.2,107,15.78,28,4.13,6,0.88,28046
29,1,534,426,79.78,84,15.73,13,2.43,11,2.06,29001
29,2,531,500,94.16,16,3.01,6,1.13,9,1.69,29002
29,3,431,402,93.27,13,3.02,13,3.02,3,0.7,29003
29,4,429,407,94.87,8,1.86,8,1.86,6,1.4,29004
29,5,337,318,94.36,10,2.97,4,1.19,5,1.48,29005
29,6,343,326,95.04,7,2.04,6,1.75,4,1.17,29006
29,7,419,362,86.4,42,10.02,10,2.39,5,1.19,29007
29,8,355,338,95.21,7,1.97,5,1.41,5,1.41,29008
29,9,468,352,75.21,90,19.23,12,2.56,14,2.99,29009
29,10,562,454,80.78,83,14.77,10,1.78,15,2.67,29010
29,11,233,222,95.28,4,1.72,6,2.58,1,0.43,29011
29,12,483,453,93.79,25,5.18,4,0.83,1,0.21,29012
29,13,432,410,94.91,15,3.47,3,0.69,4,0.93,29013
29,14,364,346,95.05,6,1.65,8,2.2,4,1.1,29014
29,15,466,429,92.06,19,4.08,9,1.93,9,1.93,29015
29,16,381,358,93.96,7,1.84,10,2.62,6,1.57,29016
29,17,356,345,96.91,2,0.56,6,1.69,3,0.84,29017
29,18,389,368,94.6,8,2.06,8,2.06,5,1.29,29018
29,19,409,386,94.38,10,2.44,10,2.44,3,0.73,29019
29,20,498,468,93.98,10,2.01,17,3.41,3,0.6,29020
29,21,506,480,94.86,10,1.98,9,1.78,7,1.38,29021
29,22,291,253,86.94,26,8.93,6,2.06,6,2.06,29022
29,23,467,342,73.23,103,22.06,11,2.36,11,2.36,29023
29,24,360,344,95.56,10,2.78,1,0.28,5,1.39,29024
29,25,479,462,96.45,13,2.71,3,0.63,1,0.21,29025
29,26,407,371,91.15,26,6.39,5,1.23,5,1.23,29026
29,27,358,349,97.49,4,1.12,3,0.84,2,0.56,29027
29,28,488,454,93.03,20,4.1,7,1.43,7,1.43,29028
29,29,389,265,68.12,106,27.25,6,1.54,12,3.08,29029
29,30,553,476,86.08,64,11.57,5,0.9,8,1.45,29030
29,31,428,251,58.64,153,35.75,8,1.87,16,3.74,29031
29,32,400,230,57.5,138,34.5,20,5.0,12,3.0,29032
29,33,293,277,94.54,7,2.39,5,1.71,4,1.37,29033
29,34,301,260,86.38,27,8.97,5,1.66,9,2.99,29034
29,35,296,288,97.3,2,0.68,3,1.01,3,1.01,29035
29,36,346,322,93.06,12,3.47,9,2.6,3,0.87,29036
29,37,400,372,93.0,14,3.5,6,1.5,8,2.0,29037
29,38,439,329,74.94,88,20.05,8,1.82,14,3.19,29038
29,39,391,285,72.89,79,20.2,14,3.58,13,3.32,29039
29,40,449,431,95.99,6,1.34,8,1.78,4,0.89,29040
29,41,326,314,96.32,7,2.15,2,0.61,3,0.92,29041
29,42,441,419,95.01,16,3.63,5,1.13,1,0.23,29042
29,43,511,454,88.85,39,7.63,13,2.54,5,0.98,29043
29,44,518,489,94.4,16,3.09,3,0.58,10,1.93,29044
30,1,488,364,74.59,94,19.26,18,3.69,12,2.46,30001
30,2,412,320,77.67,77,18.69,10,2.43,5,1.21,30002
30,3,357,294,82.35,47,13.17,10,2.8,6,1.68,30003
30,4,416,303,72.84,94,22.6,15,3.61,4,0.96,30004
30,5,302,252,83.44,40,13.25,4,1.32,6,1.99,30005
30,6,350,292,83.43,48,13.71,5,1.43,5,1.43,30006
30,7,454,345,75.99,89,19.6,12,2.64,8,1.76,30007
30,8,534,446,83.52,67,12.55,15,2.81,6,1.12,30008
30,9,352,253,71.88,79,22.44,13,3.69,7,1.99,30009
30,10,439,346,78.82,73,16.63,13,2.96,7,1.59,30010
30,11,383,328,85.64,36,9.4,8,2.09,11,2.87,30011
30,12,362,286,79.01,57,15.75,12,3.31,7,1.93,30012
30,13,414,320,77.29,76,18.36,11,2.66,7,1.69,30013
30,14,268,225,83.96,33,12.31,7,2.61,3,1.12,30014
30,15,424,319,75.24,87,20.52,12,2.83,6,1.42,30015
30,16,203,159,78.33,35,17.24,5,2.46,4,1.97,30016
30,17,403,309,76.67,77,19.11,15,3.72,2,0.5,30017
30,18,517,458,88.59,39,7.54,14,2.71,6,1.16,30018
30,19,378,329,87.04,40,10.58,2,0.53,7,1.85,30019
30,20,461,359,77.87,75,16.27,18,3.9,9,1.95,30020
30,21,319,241,75.55,61,19.12,9,2.82,8,2.51,30021
30,22,574,489,85.19,63,10.98,16,2.79,6,1.05,30022
30,23,463,386,83.37,60,12.96,9,1.94,8,1.73,30023
30,24,550,475,86.36,60,10.91,14,2.55,1,0.18,30024
30,25,607,507,83.53,76,12.52,16,2.64,8,1.32,30025
30,26,258,193,74.81,59,22.87,3,1.16,3,1.16,30026
30,27,292,221,75.68,62,21.23,2,0.68,7,2.4,30027
30,28,439,369,84.05,54,12.3,12,2.73,4,0.91,30028
30,29,234,199,85.04,25,10.68,2,0.85,8,3.42,30029
30,30,196,163,83.16,23,11.73,5,2.55,5,2.55,30030
30,31,288,215,74.65,66,22.92,5,1.74,2,0.69,30031
30,32,324,266,82.1,43,13.27,11,3.4,4,1.23,30032
31,1,253,221,87.35,23,9.09,3,1.19,6,2.37,31001
31,2,233,200,85.84,27,11.59,2,0.86,4,1.72,31002
31,3,232,173,74.57,47,20.26,8,3.45,4,1.72,31003
31,4,404,355,87.87,31,7.67,11,2.72,7,1.73,31004
31,5,294,231,78.57,46,15.65,13,4.42,4,1.36,31005
31,6,206,177,85.92,19,9.22,4,1.94,6,2.91,31006
31,7,431,393,91.18,30,6.96,6,1.39,2,0.46,31007
31,8,218,181,83.03,24,11.01,6,2.75,7,3.21,31008
31,9,272,224,82.35,36,13.24,8,2.94,4,1.47,31009
31,10,242,199,82.23,35,14.46,2,0.83,6,2.48,31010
31,11,221,166,75.11,47,21.27,4,1.81,4,1.81,31011
