ward,precinct,total,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Linda L. Mastandrea,Linda L. Mastandrea Percent,precinct_id
32,36,31,16,51.61,15,48.39,32036
32,37,18,10,55.56,8,44.44,32037
32,38,26,17,65.38,9,34.62,32038
32,39,26,15,57.69,11,42.31,32039
32,40,26,15,57.69,11,42.31,32040
32,41,34,15,44.12,19,55.88,32041
32,42,30,15,50.0,15,50.0,32042
32,43,64,38,59.38,26,40.63,32043
33,1,81,47,58.02,34,41.98,33001
33,2,51,34,66.67,17,33.33,33002
33,3,80,42,52.5,38,47.5,33003
33,4,78,46,58.97,32,41.03,33004
33,5,47,26,55.32,21,44.68,33005
33,6,105,81,77.14,24,22.86,33006
33,7,88,55,62.5,33,37.5,33007
33,8,69,46,66.67,23,33.33,33008
33,9,90,58,64.44,32,35.56,33009
33,10,66,38,57.58,28,42.42,33010
33,11,79,51,64.56,28,35.44,33011
33,12,123,88,71.54,35,28.46,33012
33,13,72,46,63.89,26,36.11,33013
33,14,39,26,66.67,13,33.33,33014
33,15,96,61,63.54,35,36.46,33015
33,16,151,92,60.93,59,39.07,33016
33,17,95,59,62.11,36,37.89,33017
33,18,62,37,59.68,25,40.32,33018
33,19,71,38,53.52,33,46.48,33019
33,20,96,58,60.42,38,39.58,33020
33,21,95,48,50.53,47,49.47,33021
33,22,157,112,71.34,45,28.66,33022
33,23,69,46,66.67,23,33.33,33023
33,24,100,48,48.0,52,52.0,33024
33,25,107,67,62.62,40,37.38,33025
33,26,58,29,50.0,29,50.0,33026
33,27,50,31,62.0,19,38.0,33027
33,28,74,48,64.86,26,35.14,33028
34,1,144,133,92.36,11,7.64,34001
34,2,125,122,97.6,3,2.4,34002
34,3,99,93,93.94,6,6.06,34003
34,4,71,60,84.51,11,15.49,34004
34,5,98,84,85.71,14,14.29,34005
34,6,147,129,87.76,18,12.24,34006
34,7,126,114,90.48,12,9.52,34007
34,8,82,73,89.02,9,10.98,34008
34,9,59,58,98.31,1,1.69,34009
34,10,145,132,91.03,13,8.97,34010
34,11,63,57,90.48,6,9.52,34011
34,12,117,109,93.16,8,6.84,34012
34,13,130,119,91.54,11,8.46,34013
34,14,82,71,86.59,11,13.41,34014
34,15,52,46,88.46,6,11.54,34015
34,16,75,68,90.67,7,9.33,34016
34,17,112,104,92.86,8,7.14,34017
34,18,71,59,83.1,12,16.9,34018
34,19,87,74,85.06,13,14.94,34019
34,20,163,152,93.25,11,6.75,34020
34,21,174,159,91.38,15,8.62,34021
34,22,111,102,91.89,9,8.11,34022
34,23,90,85,94.44,5,5.56,34023
34,24,87,74,85.06,13,14.94,34024
34,25,141,135,95.74,6,4.26,34025
34,26,114,105,92.11,9,7.89,34026
34,27,85,71,83.53,14,16.47,34027
34,28,58,47,81.03,11,18.97,34028
34,29,68,55,80.88,13,19.12,34029
34,30,129,121,93.8,8,6.2,34030
34,31,100,78,78.0,22,22.0,34031
34,32,110,104,94.55,6,5.45,34032
34,33,87,77,88.51,10,11.49,34033
34,34,128,124,96.88,4,3.13,34034
34,35,87,84,96.55,3,3.45,34035
34,36,133,128,96.24,5,3.76,34036
34,37,44,43,97.73,1,2.27,34037
34,38,56,47,83.93,9,16.07,34038
34,39,64,61,95.31,3,4.69,34039
34,40,123,119,96.75,4,3.25,34040
34,41,82,70,85.37,12,14.63,34041
34,42,132,119,90.15,13,9.85,34042
34,43,130,117,90.0,13,10.0,34043
34,44,121,114,94.21,7,5.79,34044
34,45,120,110,91.67,10,8.33,34045
34,46,92,85,92.39,7,7.61,34046
34,47,74,70,94.59,4,5.41,34047
34,48,138,129,93.48,9,6.52,34048
34,49,116,105,90.52,11,9.48,34049
34,50,80,74,92.5,6,7.5,34050
34,51,124,117,94.35,7,5.65,34051
34,52,134,126,94.03,8,5.97,34052
34,53,51,45,88.24,6,11.76,34053
35,1,65,40,61.54,25,38.46,35001
35,2,84,45,53.57,39,46.43,35002
35,3,53,35,66.04,18,33.96,35003
35,4,76,36,47.37,40,52.63,35004
35,5,42,22,52.38,20,47.62,35005
35,6,51,32,62.75,19,37.25,35006
35,7,48,30,62.5,18,37.5,35007
35,8,48,28,58.33,20,41.67,35008
35,9,48,31,64.58,17,35.42,35009
35,10,92,62,67.39,30,32.61,35010
35,11,61,33,54.1,28,45.9,35011
35,12,36,13,36.11,23,63.89,35012
35,13,49,26,53.06,23,46.94,35013
35,14,37,19,51.35,18,48.65,35014
35,15,81,43,53.09,38,46.91,35015
35,16,44,28,63.64,16,36.36,35016
35,17,68,34,50.0,34,50.0,35017
35,18,41,20,48.78,21,51.22,35018
35,19,33,18,54.55,15,45.45,35019
35,20,60,42,70.0,18,30.0,35020
35,21,48,26,54.17,22,45.83,35021
35,22,55,31,56.36,24,43.64,35022
35,23,71,43,60.56,28,39.44,35023
35,24,65,37,56.92,28,43.08,35024
35,25,77,45,58.44,32,41.56,35025
35,26,52,28,53.85,24,46.15,35026
35,27,57,36,63.16,21,36.84,35027
35,28,81,40,49.38,41,50.62,35028
35,29,36,21,58.33,15,41.67,35029
35,30,53,33,62.26,20,37.74,35030
35,31,66,34,51.52,32,48.48,35031
36,1,52,33,63.46,19,36.54,36001
36,2,40,27,67.5,13,32.5,36002
36,3,62,38,61.29,24,38.71,36003
36,4,43,28,65.12,15,34.88,36004
36,5,60,39,65.0,21,35.0,36005
36,6,41,23,56.1,18,43.9,36006
36,7,52,28,53.85,24,46.15,36007
36,8,44,27,61.36,17,38.64,36008
36,9,44,26,59.09,18,40.91,36009
36,10,59,24,40.68,35,59.32,36010
36,11,33,22,66.67,11,33.33,36011
36,12,23,12,52.17,11,47.83,36012
36,13,21,9,42.86,12,57.14,36013
36,14,83,41,49.4,42,50.6,36014
36,15,37,23,62.16,14,37.84,36015
36,16,112,68,60.71,44,39.29,36016
36,17,121,66,54.55,55,45.45,36017
36,18,78,39,50.0,39,50.0,36018
36,19,54,24,44.44,30,55.56,36019
36,20,96,41,42.71,55,57.29,36020
36,21,41,17,41.46,24,58.54,36021
36,22,30,16,53.33,14,46.67,36022
36,23,38,23,60.53,15,39.47,36023
36,24,44,22,50.0,22,50.0,36024
36,25,33,16,48.48,17,51.52,36025
36,26,40,24,60.0,16,40.0,36026
36,27,56,22,39.29,34,60.71,36027
36,28,47,31,65.96,16,34.04,36028
36,29,68,34,50.0,34,50.0,36029
36,30,39,20,51.28,19,48.72,36030
37,1,34,29,85.29,5,14.71,37001
37,2,49,30,61.22,19,38.78,37002
37,3,46,37,80.43,9,19.57,37003
37,4,66,55,83.33,11,16.67,37004
37,5,109,93,85.32,16,14.68,37005
37,6,111,97,87.39,14,12.61,37006
37,7,44,33,75.0,11,25.0,37007
37,8,54,44,81.48,10,18.52,37008
37,9,78,63,80.77,15,19.23,37009
37,10,83,66,79.52,17,20.48,37010
37,11,45,34,75.56,11,24.44,37011
37,12,37,33,89.19,4,10.81,37012
37,13,76,66,86.84,10,13.16,37013
37,14,67,60,89.55,7,10.45,37014
37,15,96,79,82.29,17,17.71,37015
37,16,89,78,87.64,11,12.36,37016
37,17,72,64,88.89,8,11.11,37017
37,18,107,89,83.18,18,16.82,37018
37,19,63,51,80.95,12,19.05,37019
37,20,58,45,77.59,13,22.41,37020
37,21,60,52,86.67,8,13.33,37021
37,22,66,54,81.82,12,18.18,37022
37,23,101,83,82.18,18,17.82,37023
37,24,71,65,91.55,6,8.45,37024
37,25,88,78,88.64,10,11.36,37025
37,26,109,86,78.9,23,21.1,37026
37,27,102,87,85.29,15,14.71,37027
37,28,70,60,85.71,10,14.29,37028
37,29,84,76,90.48,8,9.52,37029
37,30,84,70,83.33,14,16.67,37030
37,31,101,88,87.13,13,12.87,37031
37,32,93,87,93.55,6,6.45,37032
37,33,131,113,86.26,18,13.74,37033
37,34,77,60,77.92,17,22.08,37034
37,35,103,89,86.41,14,13.59,37035
37,36,65,57,87.69,8,12.31,37036
37,37,89,78,87.64,11,12.36,37037
37,38,109,98,89.91,11,10.09,37038
37,39,81,66,81.48,15,18.52,37039
37,40,119,105,88.24,14,11.76,37040
37,41,78,67,85.9,11,14.1,37041
38,1,42,23,54.76,19,45.24,38001
38,2,54,25,46.3,29,53.7,38002
38,3,33,17,51.52,16,48.48,38003
38,4,68,33,48.53,35,51.47,38004
38,5,57,22,38.6,35,61.4,38005
38,6,52,28,53.85,24,46.15,38006
38,7,64,34,53.13,30,46.88,38007
38,8,48,23,47.92,25,52.08,38008
38,9,61,27,44.26,34,55.74,38009
38,10,37,24,64.86,13,35.14,38010
38,11,50,32,64.0,18,36.0,38011
38,12,64,24,37.5,40,62.5,38012
38,13,71,35,49.3,36,50.7,38013
38,14,74,40,54.05,34,45.95,38014
38,15,28,15,53.57,13,46.43,38015
38,16,40,14,35.0,26,65.0,38016
38,17,71,33,46.48,38,53.52,38017
38,18,51,21,41.18,30,58.82,38018
38,19,70,38,54.29,32,45.71,38019
38,20,53,29,54.72,24,45.28,38020
38,21,37,18,48.65,19,51.35,38021
38,22,50,30,60.0,20,40.0,38022
38,23,130,73,56.15,57,43.85,38023
38,24,56,33,58.93,23,41.07,38024
38,25,38,20,52.63,18,47.37,38025
38,26,57,24,42.11,33,57.89,38026
38,27,42,22,52.38,20,47.62,38027
38,28,63,36,57.14,27,42.86,38028
38,29,44,20,45.45,24,54.55,38029
38,30,44,21,47.73,23,52.27,38030
38,31,61,34,55.74,27,44.26,38031
38,32,54,32,59.26,22,40.74,38032
38,33,56,28,50.0,28,50.0,38033
38,34,87,47,54.02,40,45.98,38034
38,35,93,53,56.99,40,43.01,38035
38,36,40,22,55.0,18,45.0,38036
38,37,45,25,55.56,20,44.44,38037
38,38,44,26,59.09,18,40.91,38038
38,39,79,43,54.43,36,45.57,38039
38,40,54,32,59.26,22,40.74,38040
38,41,59,40,67.8,19,32.2,38041
39,1,52,23,44.23,29,55.77,39001
39,2,78,49,62.82,29,37.18,39002
39,3,52,28,53.85,24,46.15,39003
39,4,56,27,48.21,29,51.79,39004
39,5,41,24,58.54,17,41.46,39005
39,6,46,26,56.52,20,43.48,39006
39,7,49,28,57.14,21,42.86,39007
39,8,60,41,68.33,19,31.67,39008
39,9,59,38,64.41,21,35.59,39009
39,10,18,14,77.78,4,22.22,39010
39,11,63,35,55.56,28,44.44,39011
39,12,63,31,49.21,32,50.79,39012
39,13,40,29,72.5,11,27.5,39013
39,14,32,18,56.25,14,43.75,39014
39,15,56,26,46.43,30,53.57,39015
39,16,30,16,53.33,14,46.67,39016
39,17,51,31,60.78,20,39.22,39017
39,18,40,22,55.0,18,45.0,39018
39,19,55,34,61.82,21,38.18,39019
39,20,68,32,47.06,36,52.94,39020
39,21,44,30,68.18,14,31.82,39021
39,22,29,12,41.38,17,58.62,39022
39,23,52,30,57.69,22,42.31,39023
39,24,65,36,55.38,29,44.62,39024
39,25,40,19,47.5,21,52.5,39025
39,26,42,25,59.52,17,40.48,39026
39,27,28,15,53.57,13,46.43,39027
39,28,87,44,50.57,43,49.43,39028
39,29,43,23,53.49,20,46.51,39029
39,30,50,25,50.0,25,50.0,39030
39,31,60,34,56.67,26,43.33,39031
39,32,62,40,64.52,22,35.48,39032
39,33,39,22,56.41,17,43.59,39033
39,34,59,34,57.63,25,42.37,39034
39,35,51,29,56.86,22,43.14,39035
39,36,34,19,55.88,15,44.12,39036
39,37,83,54,65.06,29,34.94,39037
39,38,33,23,69.7,10,30.3,39038
39,39,12,10,83.33,2,16.67,39039
39,40,51,36,70.59,15,29.41,39040
39,41,53,30,56.6,23,43.4,39041
39,42,86,44,51.16,42,48.84,39042
39,43,64,31,48.44,33,51.56,39043
39,44,40,22,55.0,18,45.0,39044
39,45,64,26,40.63,38,59.38,39045
40,1,41,21,51.22,20,48.78,40001
40,2,44,29,65.91,15,34.09,40002
40,3,47,36,76.6,11,23.4,40003
40,4,40,31,77.5,9,22.5,40004
40,5,70,55,78.57,15,21.43,40005
40,6,51,33,64.71,18,35.29,40006
40,7,75,57,76.0,18,24.0,40007
40,8,41,30,73.17,11,26.83,40008
40,9,73,50,68.49,23,31.51,40009
40,10,56,35,62.5,21,37.5,40010
40,11,81,62,76.54,19,23.46,40011
40,12,23,16,69.57,7,30.43,40012
40,13,45,30,66.67,15,33.33,40013
40,14,49,24,48.98,25,51.02,40014
40,15,53,39,73.58,14,26.42,40015
40,16,54,34,62.96,20,37.04,40016
40,17,58,35,60.34,23,39.66,40017
40,18,36,28,77.78,8,22.22,40018
40,19,80,50,62.5,30,37.5,40019
40,20,60,37,61.67,23,38.33,40020
40,21,47,34,72.34,13,27.66,40021
40,22,44,41,93.18,3,6.82,40022
40,23,73,47,64.38,26,35.62,40023
40,24,44,24,54.55,20,45.45,40024
40,25,54,30,55.56,24,44.44,40025
40,26,52,34,65.38,18,34.62,40026
40,27,80,54,67.5,26,32.5,40027
40,28,66,41,62.12,25,37.88,40028
40,29,90,59,65.56,31,34.44,40029
40,30,94,70,74.47,24,25.53,40030
40,31,55,38,69.09,17,30.91,40031
40,32,50,36,72.0,14,28.0,40032
40,33,43,29,67.44,14,32.56,40033
40,34,51,32,62.75,19,37.25,40034
40,35,52,34,65.38,18,34.62,40035
40,36,47,33,70.21,14,29.79,40036
40,37,60,35,58.33,25,41.67,40037
40,38,52,33,63.46,19,36.54,40038
40,39,11,8,72.73,3,27.27,40039
41,1,46,27,58.7,19,41.3,41001
41,2,76,43,56.58,33,43.42,41002
41,3,56,24,42.86,32,57.14,41003
41,4,81,47,58.02,34,41.98,41004
41,5,68,42,61.76,26,38.24,41005
41,6,77,41,53.25,36,46.75,41006
41,7,47,27,57.45,20,42.55,41007
41,8,52,29,55.77,23,44.23,41008
41,9,66,31,46.97,35,53.03,41009
41,10,66,33,50.0,33,50.0,41010
41,11,62,41,66.13,21,33.87,41011
41,12,76,44,57.89,32,42.11,41012
41,13,39,20,51.28,19,48.72,41013
41,14,61,36,59.02,25,40.98,41014
41,15,73,40,54.79,33,45.21,41015
41,16,70,39,55.71,31,44.29,41016
41,17,86,52,60.47,34,39.53,41017
41,18,40,27,67.5,13,32.5,41018
41,19,64,28,43.75,36,56.25,41019
41,20,66,40,60.61,26,39.39,41020
41,21,70,40,57.14,30,42.86,41021
41,22,69,45,65.22,24,34.78,41022
41,23,60,29,48.33,31,51.67,41023
41,24,53,29,54.72,24,45.28,41024
41,25,28,16,57.14,12,42.86,41025
41,26,64,35,54.69,29,45.31,41026
41,27,47,24,51.06,23,48.94,41027
41,28,46,30,65.22,16,34.78,41028
41,29,31,21,67.74,10,32.26,41029
41,30,56,31,55.36,25,44.64,41030
41,31,105,63,60.0,42,40.0,41031
41,32,51,22,43.14,29,56.86,41032
41,33,52,30,57.69,22,42.31,41033
41,34,48,33,68.75,15,31.25,41034
41,35,75,32,42.67,43,57.33,41035
41,36,55,31,56.36,24,43.64,41036
41,37,56,29,51.79,27,48.21,41037
41,38,55,24,43.64,31,56.36,41038
41,39,63,42,66.67,21,33.33,41039
41,40,63,38,60.32,25,39.68,41040
41,41,47,26,55.32,21,44.68,41041
41,42,55,32,58.18,23,41.82,41042
41,43,55,31,56.36,24,43.64,41043
41,44,58,34,58.62,24,41.38,41044
41,45,50,29,58.0,21,42.0,41045
41,46,87,41,47.13,46,52.87,41046
41,47,69,40,57.97,29,42.03,41047
42,1,72,42,58.33,30,41.67,42001
42,2,32,20,62.5,12,37.5,42002
42,3,26,18,69.23,8,30.77,42003
42,4,55,42,76.36,13,23.64,42004
42,5,19,6,31.58,13,68.42,42005
42,6,133,81,60.9,52,39.1,42006
42,7,49,32,65.31,17,34.69,42007
42,8,54,31,57.41,23,42.59,42008
42,9,44,28,63.64,16,36.36,42009
42,10,32,19,59.38,13,40.63,42010
42,11,53,27,50.94,26,49.06,42011
42,12,31,18,58.06,13,41.94,42012
42,13,107,70,65.42,37,34.58,42013
42,14,21,13,61.9,8,38.1,42014
42,15,12,7,58.33,5,41.67,42015
42,16,30,21,70.0,9,30.0,42016
42,17,27,16,59.26,11,40.74,42017
42,18,31,17,54.84,14,45.16,42018
42,19,53,32,60.38,21,39.62,42019
42,20,13,10,76.92,3,23.08,42020
42,21,17,10,58.82,7,41.18,42021
42,22,19,8,42.11,11,57.89,42022
42,23,18,9,50.0,9,50.0,42023
42,24,40,26,65.0,14,35.0,42024
42,25,45,27,60.0,18,40.0,42025
42,26,43,25,58.14,18,41.86,42026
42,27,42,21,50.0,21,50.0,42027
42,28,100,65,65.0,35,35.0,42028
42,29,27,18,66.67,9,33.33,42029
42,30,63,38,60.32,25,39.68,42030
42,31,33,23,69.7,10,30.3,42031
42,32,17,9,52.94,8,47.06,42032
42,33,32,19,59.38,13,40.63,42033
42,34,43,25,58.14,18,41.86,42034
42,35,81,51,62.96,30,37.04,42035
42,36,32,16,50.0,16,50.0,42036
42,37,13,8,61.54,5,38.46,42037
42,38,23,15,65.22,8,34.78,42038
42,39,19,17,89.47,2,10.53,42039
42,40,24,15,62.5,9,37.5,42040
42,41,31,17,54.84,14,45.16,42041
42,42,31,19,61.29,12,38.71,42042
43,1,35,25,71.43,10,28.57,43001
43,2,33,19,57.58,14,42.42,43002
43,3,35,24,68.57,11,31.43,43003
43,4,26,11,42.31,15,57.69,43004
43,5,27,17,62.96,10,37.04,43005
43,6,20,9,45.0,11,55.0,43006
43,7,55,36,65.45,19,34.55,43007
43,8,39,26,66.67,13,33.33,43008
43,9,72,48,66.67,24,33.33,43009
43,10,33,21,63.64,12,36.36,43010
43,11,36,23,63.89,13,36.11,43011
43,12,25,17,68.0,8,32.0,43012
43,13,59,39,66.1,20,33.9,43013
43,14,37,17,45.95,20,54.05,43014
43,15,42,31,73.81,11,26.19,43015
43,16,35,24,68.57,11,31.43,43016
43,17,30,20,66.67,10,33.33,43017
43,18,34,20,58.82,14,41.18,43018
43,19,42,31,73.81,11,26.19,43019
43,20,48,34,70.83,14,29.17,43020
43,21,43,27,62.79,16,37.21,43021
43,22,31,18,58.06,13,41.94,43022
43,23,23,13,56.52,10,43.48,43023
43,24,38,25,65.79,13,34.21,43024
43,25,58,33,56.9,25,43.1,43025
43,26,41,29,70.73,12,29.27,43026
43,27,35,21,60.0,14,40.0,43027
43,28,46,29,63.04,17,36.96,43028
43,29,34,28,82.35,6,17.65,43029
43,30,37,22,59.46,15,40.54,43030
43,31,71,43,60.56,28,39.44,43031
43,32,50,32,64.0,18,36.0,43032
43,33,68,51,75.0,17,25.0,43033
43,34,54,27,50.0,27,50.0,43034
43,35,73,37,50.68,36,49.32,43035
43,36,17,14,82.35,3,17.65,43036
43,37,30,15,50.0,15,50.0,43037
43,38,35,25,71.43,10,28.57,43038
43,39,32,20,62.5,12,37.5,43039
43,40,22,18,81.82,4,18.18,43040
43,41,69,52,75.36,17,24.64,43041
43,42,28,19,67.86,9,32.14,43042
43,43,54,41,75.93,13,24.07,43043
43,44,51,25,49.02,26,50.98,43044
43,45,35,23,65.71,12,34.29,43045
43,46,15,8,53.33,7,46.67,43046
44,1,84,57,67.86,27,32.14,44001
44,2,35,20,57.14,15,42.86,44002
44,3,62,41,66.13,21,33.87,44003
44,4,78,52,66.67,26,33.33,44004
44,5,31,14,45.16,17,54.84,44005
44,6,32,20,62.5,12,37.5,44006
44,7,46,27,58.7,19,41.3,44007
44,8,45,31,68.89,14,31.11,44008
44,9,11,5,45.45,6,54.55,44009
44,10,20,15,75.0,5,25.0,44010
44,11,36,22,61.11,14,38.89,44011
44,12,45,21,46.67,24,53.33,44012
44,13,14,5,35.71,9,64.29,44013
44,14,24,15,62.5,9,37.5,44014
44,15,46,34,73.91,12,26.09,44015
44,16,40,24,60.0,16,40.0,44016
44,17,65,36,55.38,29,44.62,44017
44,18,35,24,68.57,11,31.43,44018
44,19,49,32,65.31,17,34.69,44019
44,20,15,8,53.33,7,46.67,44020
44,21,27,18,66.67,9,33.33,44021
44,22,48,27,56.25,21,43.75,44022
44,23,26,16,61.54,10,38.46,44023
44,24,66,41,62.12,25,37.88,44024
44,25,25,14,56.0,11,44.0,44025
44,26,37,19,51.35,18,48.65,44026
44,27,38,24,63.16,14,36.84,44027
44,28,41,25,60.98,16,39.02,44028
44,29,32,20,62.5,12,37.5,44029
44,30,31,19,61.29,12,38.71,44030
44,31,25,16,64.0,9,36.0,44031
44,32,40,24,60.0,16,40.0,44032
44,33,33,25,75.76,8,24.24,44033
44,34,68,46,67.65,22,32.35,44034
44,35,96,56,58.33,40,41.67,44035
44,36,23,9,39.13,14,60.87,44036
44,37,50,35,70.0,15,30.0,44037
44,38,18,11,61.11,7,38.89,44038
44,39,22,12,54.55,10,45.45,44039
44,40,31,22,70.97,9,29.03,44040
44,41,58,38,65.52,20,34.48,44041
45,1,56,32,57.14,24,42.86,45001
45,2,74,46,62.16,28,37.84,45002
45,3,67,40,59.7,27,40.3,45003
45,4,100,63,63.0,37,37.0,45004
45,5,99,53,53.54,46,46.46,45005
45,6,107,54,50.47,53,49.53,45006
45,7,103,64,62.14,39,37.86,45007
45,8,90,57,63.33,33,36.67,45008
45,9,110,74,67.27,36,32.73,45009
45,10,99,62,62.63,37,37.37,45010
45,11,80,34,42.5,46,57.5,45011
45,12,61,33,54.1,28,45.9,45012
45,13,46,24,52.17,22,47.83,45013
45,14,72,42,58.33,30,41.67,45014
45,15,92,47,51.09,45,48.91,45015
45,16,64,39,60.94,25,39.06,45016
45,17,65,29,44.62,36,55.38,45017
45,18,68,40,58.82,28,41.18,45018
45,19,26,15,57.69,11,42.31,45019
45,20,42,26,61.9,16,38.1,45020
45,21,52,33,63.46,19,36.54,45021
45,22,59,31,52.54,28,47.46,45022
45,23,61,37,60.66,24,39.34,45023
45,24,48,23,47.92,25,52.08,45024
45,25,47,33,70.21,14,29.79,45025
45,26,31,16,51.61,15,48.39,45026
45,27,60,27,45.0,33,55.0,45027
45,28,37,20,54.05,17,45.95,45028
45,29,35,14,40.0,21,60.0,45029
45,30,51,30,58.82,21,41.18,45030
45,31,57,30,52.63,27,47.37,45031
45,32,40,18,45.0,22,55.0,45032
45,33,33,18,54.55,15,45.45,45033
45,34,56,29,51.79,27,48.21,45034
45,35,62,33,53.23,29,46.77,45035
45,36,64,35,54.69,29,45.31,45036
45,37,44,30,68.18,14,31.82,45037
45,38,38,25,65.79,13,34.21,45038
45,39,52,32,61.54,20,38.46,45039
45,40,55,32,58.18,23,41.82,45040
45,41,37,19,51.35,18,48.65,45041
45,42,87,49,56.32,38,43.68,45042
45,43,59,29,49.15,30,50.85,45043
45,44,63,35,55.56,28,44.44,45044
45,45,18,10,55.56,8,44.44,45045
45,46,34,21,61.76,13,38.24,45046
45,47,44,26,59.09,18,40.91,45047
45,48,27,17,62.96,10,37.04,45048
46,1,68,39,57.35,29,42.65,46001
46,2,49,37,75.51,12,24.49,46002
46,3,74,50,67.57,24,32.43,46003
46,4,56,36,64.29,20,35.71,46004
46,5,25,14,56.0,11,44.0,46005
46,6,31,19,61.29,12,38.71,46006
46,7,110,76,69.09,34,30.91,46007
46,8,35,23,65.71,12,34.29,46008
46,9,39,23,58.97,16,41.03,46009
46,10,25,15,60.0,10,40.0,46010
46,11,49,28,57.14,21,42.86,46011
46,12,45,32,71.11,13,28.89,46012
46,13,41,30,73.17,11,26.83,46013
46,14,89,69,77.53,20,22.47,46014
46,15,39,22,56.41,17,43.59,46015
46,16,63,43,68.25,20,31.75,46016
46,17,77,56,72.73,21,27.27,46017
46,18,49,31,63.27,18,36.73,46018
46,19,64,44,68.75,20,31.25,46019
46,20,80,53,66.25,27,33.75,46020
46,21,22,12,54.55,10,45.45,46021
46,22,38,21,55.26,17,44.74,46022
46,23,55,39,70.91,16,29.09,46023
46,24,57,38,66.67,19,33.33,46024
46,25,45,34,75.56,11,24.44,46025
46,26,35,28,80.0,7,20.0,46026
46,27,52,35,67.31,17,32.69,46027
46,28,91,64,70.33,27,29.67,46028
46,29,57,37,64.91,20,35.09,46029
46,30,61,44,72.13,17,27.87,46030
46,31,38,24,63.16,14,36.84,46031
46,32,78,47,60.26,31,39.74,46032
46,33,61,38,62.3,23,37.7,46033
46,34,46,30,65.22,16,34.78,46034
46,35,58,35,60.34,23,39.66,46035
46,36,72,49,68.06,23,31.94,46036
46,37,64,43,67.19,21,32.81,46037
46,38,47,31,65.96,16,34.04,46038
46,39,35,25,71.43,10,28.57,46039
46,40,69,49,71.01,20,28.99,46040
47,1,23,13,56.52,10,43.48,47001
47,2,53,30,56.6,23,43.4,47002
47,3,95,61,64.21,34,35.79,47003
47,4,55,29,52.73,26,47.27,47004
47,5,45,31,68.89,14,31.11,47005
47,6,34,15,44.12,19,55.88,47006
47,7,33,21,63.64,12,36.36,47007
47,8,37,19,51.35,18,48.65,47008
47,9,25,13,52.0,12,48.0,47009
47,10,36,18,50.0,18,50.0,47010
47,11,27,18,66.67,9,33.33,47011
47,12,42,22,52.38,20,47.62,47012
47,13,43,27,62.79,16,37.21,47013
47,14,32,16,50.0,16,50.0,47014
47,15,55,39,70.91,16,29.09,47015
47,16,60,49,81.67,11,18.33,47016
47,17,53,33,62.26,20,37.74,47017
47,18,26,14,53.85,12,46.15,47018
47,19,56,35,62.5,21,37.5,47019
47,20,44,28,63.64,16,36.36,47020
47,21,50,27,54.0,23,46.0,47021
47,22,55,30,54.55,25,45.45,47022
47,23,60,43,71.67,17,28.33,47023
47,24,40,22,55.0,18,45.0,47024
47,25,30,18,60.0,12,40.0,47025
47,26,29,15,51.72,14,48.28,47026
47,27,40,27,67.5,13,32.5,47027
47,28,44,24,54.55,20,45.45,47028
47,29,56,39,69.64,17,30.36,47029
47,30,58,32,55.17,26,44.83,47030
47,31,55,38,69.09,17,30.91,47031
47,32,49,36,73.47,13,26.53,47032
47,33,33,21,63.64,12,36.36,47033
47,34,43,21,48.84,22,51.16,47034
47,35,40,23,57.5,17,42.5,47035
47,36,52,30,57.69,22,42.31,47036
47,37,39,17,43.59,22,56.41,47037
47,38,31,17,54.84,14,45.16,47038
47,39,54,34,62.96,20,37.04,47039
47,40,59,41,69.49,18,30.51,47040
47,41,55,37,67.27,18,32.73,47041
47,42,32,22,68.75,10,31.25,47042
47,43,42,29,69.05,13,30.95,47043
47,44,60,39,65.0,21,35.0,47044
47,45,52,25,48.08,27,51.92,47045
47,46,49,28,57.14,21,42.86,47046
47,47,42,23,54.76,19,45.24,47047
47,48,31,20,64.52,11,35.48,47048
48,1,36,29,80.56,7,19.44,48001
48,2,26,18,69.23,8,30.77,48002
48,3,75,49,65.33,26,34.67,48003
48,4,81,56,69.14,25,30.86,48004
48,5,84,53,63.1,31,36.9,48005
48,6,72,49,68.06,23,31.94,48006
48,7,46,29,63.04,17,36.96,48007
48,8,34,21,61.76,13,38.24,48008
48,9,49,35,71.43,14,28.57,48009
48,10,75,54,72.0,21,28.0,48010
48,11,55,35,63.64,20,36.36,48011
48,12,66,48,72.73,18,27.27,48012
48,13,88,57,64.77,31,35.23,48013
48,14,66,46,69.7,20,30.3,48014
48,15,52,31,59.62,21,40.38,48015
48,16,75,53,70.67,22,29.33,48016
48,17,64,54,84.38,10,15.63,48017
48,18,93,57,61.29,36,38.71,48018
48,19,35,25,71.43,10,28.57,48019
48,20,66,41,62.12,25,37.88,48020
48,21,106,74,69.81,32,30.19,48021
48,22,106,79,74.53,27,25.47,48022
48,23,98,71,72.45,27,27.55,48023
48,24,56,43,76.79,13,23.21,48024
48,25,66,39,59.09,27,40.91,48025
48,26,39,25,64.1,14,35.9,48026
48,27,47,34,72.34,13,27.66,48027
48,28,99,75,75.76,24,24.24,48028
48,29,92,64,69.57,28,30.43,48029
48,30,62,37,59.68,25,40.32,48030
48,31,76,54,71.05,22,28.95,48031
48,32,57,33,57.89,24,42.11,48032
48,33,86,57,66.28,29,33.72,48033
48,34,49,26,53.06,23,46.94,48034
48,35,68,42,61.76,26,38.24,48035
