ward,precinct,total,Sharon Oden Johnson,Sharon Oden Johnson Percent,John B. Simon,John B. Simon Percent,precinct_id
32,38,28,10,35.71,18,64.29,32038
32,39,31,8,25.81,23,74.19,32039
32,40,29,8,27.59,21,72.41,32040
32,41,35,10,28.57,25,71.43,32041
32,42,31,11,35.48,20,64.52,32042
32,43,74,27,36.49,47,63.51,32043
33,1,86,28,32.56,58,67.44,33001
33,2,59,19,32.2,40,67.8,33002
33,3,82,32,39.02,50,60.98,33003
33,4,80,29,36.25,51,63.75,33004
33,5,52,18,34.62,34,65.38,33005
33,6,107,36,33.64,71,66.36,33006
33,7,90,33,36.67,57,63.33,33007
33,8,80,12,15.0,68,85.0,33008
33,9,102,36,35.29,66,64.71,33009
33,10,69,23,33.33,46,66.67,33010
33,11,92,34,36.96,58,63.04,33011
33,12,127,50,39.37,77,60.63,33012
33,13,78,37,47.44,41,52.56,33013
33,14,39,18,46.15,21,53.85,33014
33,15,104,35,33.65,69,66.35,33015
33,16,153,62,40.52,91,59.48,33016
33,17,95,40,42.11,55,57.89,33017
33,18,66,22,33.33,44,66.67,33018
33,19,77,31,40.26,46,59.74,33019
33,20,106,49,46.23,57,53.77,33020
33,21,97,39,40.21,58,59.79,33021
33,22,173,68,39.31,105,60.69,33022
33,23,73,25,34.25,48,65.75,33023
33,24,108,29,26.85,79,73.15,33024
33,25,109,38,34.86,71,65.14,33025
33,26,58,26,44.83,32,55.17,33026
33,27,58,23,39.66,35,60.34,33027
33,28,81,23,28.4,58,71.6,33028
34,1,144,92,63.89,52,36.11,34001
34,2,131,75,57.25,56,42.75,34002
34,3,98,61,62.24,37,37.76,34003
34,4,69,42,60.87,27,39.13,34004
34,5,98,62,63.27,36,36.73,34005
34,6,150,72,48.0,78,52.0,34006
34,7,127,63,49.61,64,50.39,34007
34,8,83,48,57.83,35,42.17,34008
34,9,61,36,59.02,25,40.98,34009
34,10,151,101,66.89,50,33.11,34010
34,11,64,36,56.25,28,43.75,34011
34,12,113,72,63.72,41,36.28,34012
34,13,133,86,64.66,47,35.34,34013
34,14,79,44,55.7,35,44.3,34014
34,15,51,27,52.94,24,47.06,34015
34,16,78,50,64.1,28,35.9,34016
34,17,110,66,60.0,44,40.0,34017
34,18,72,44,61.11,28,38.89,34018
34,19,81,49,60.49,32,39.51,34019
34,20,160,97,60.63,63,39.38,34020
34,21,179,82,45.81,97,54.19,34021
34,22,125,67,53.6,58,46.4,34022
34,23,92,58,63.04,34,36.96,34023
34,24,90,58,64.44,32,35.56,34024
34,25,147,83,56.46,64,43.54,34025
34,26,110,64,58.18,46,41.82,34026
34,27,89,53,59.55,36,40.45,34027
34,28,55,25,45.45,30,54.55,34028
34,29,66,31,46.97,35,53.03,34029
34,30,141,87,61.7,54,38.3,34030
34,31,104,64,61.54,40,38.46,34031
34,32,109,68,62.39,41,37.61,34032
34,33,90,53,58.89,37,41.11,34033
34,34,126,55,43.65,71,56.35,34034
34,35,90,54,60.0,36,40.0,34035
34,36,139,78,56.12,61,43.88,34036
34,37,42,17,40.48,25,59.52,34037
34,38,57,30,52.63,27,47.37,34038
34,39,62,38,61.29,24,38.71,34039
34,40,120,66,55.0,54,45.0,34040
34,41,85,52,61.18,33,38.82,34041
34,42,120,69,57.5,51,42.5,34042
34,43,129,67,51.94,62,48.06,34043
34,44,121,61,50.41,60,49.59,34044
34,45,125,65,52.0,60,48.0,34045
34,46,95,54,56.84,41,43.16,34046
34,47,73,35,47.95,38,52.05,34047
34,48,145,78,53.79,67,46.21,34048
34,49,113,67,59.29,46,40.71,34049
34,50,79,51,64.56,28,35.44,34050
34,51,127,70,55.12,57,44.88,34051
34,52,133,61,45.86,72,54.14,34052
34,53,55,29,52.73,26,47.27,34053
35,1,67,18,26.87,49,73.13,35001
35,2,92,26,28.26,66,71.74,35002
35,3,54,23,42.59,31,57.41,35003
35,4,75,30,40.0,45,60.0,35004
35,5,47,25,53.19,22,46.81,35005
35,6,50,24,48.0,26,52.0,35006
35,7,54,21,38.89,33,61.11,35007
35,8,55,26,47.27,29,52.73,35008
35,9,56,29,51.79,27,48.21,35009
35,10,113,44,38.94,69,61.06,35010
35,11,71,35,49.3,36,50.7,35011
35,12,33,16,48.48,17,51.52,35012
35,13,47,24,51.06,23,48.94,35013
35,14,39,24,61.54,15,38.46,35014
35,15,86,37,43.02,49,56.98,35015
35,16,48,26,54.17,22,45.83,35016
35,17,71,36,50.7,35,49.3,35017
35,18,45,24,53.33,21,46.67,35018
35,19,41,18,43.9,23,56.1,35019
35,20,57,26,45.61,31,54.39,35020
35,21,54,24,44.44,30,55.56,35021
35,22,63,22,34.92,41,65.08,35022
35,23,83,33,39.76,50,60.24,35023
35,24,66,35,53.03,31,46.97,35024
35,25,87,40,45.98,47,54.02,35025
35,26,53,24,45.28,29,54.72,35026
35,27,60,24,40.0,36,60.0,35027
35,28,83,51,61.45,32,38.55,35028
35,29,36,17,47.22,19,52.78,35029
35,30,56,33,58.93,23,41.07,35030
35,31,73,36,49.32,37,50.68,35031
36,1,56,19,33.93,37,66.07,36001
36,2,39,18,46.15,21,53.85,36002
36,3,60,24,40.0,36,60.0,36003
36,4,44,23,52.27,21,47.73,36004
36,5,67,34,50.75,33,49.25,36005
36,6,40,21,52.5,19,47.5,36006
36,7,57,13,22.81,44,77.19,36007
36,8,41,16,39.02,25,60.98,36008
36,9,49,22,44.9,27,55.1,36009
36,10,62,28,45.16,34,54.84,36010
36,11,33,14,42.42,19,57.58,36011
36,12,25,10,40.0,15,60.0,36012
36,13,22,10,45.45,12,54.55,36013
36,14,94,41,43.62,53,56.38,36014
36,15,39,14,35.9,25,64.1,36015
36,16,124,49,39.52,75,60.48,36016
36,17,135,59,43.7,76,56.3,36017
36,18,82,37,45.12,45,54.88,36018
36,19,58,23,39.66,35,60.34,36019
36,20,100,48,48.0,52,52.0,36020
36,21,41,19,46.34,22,53.66,36021
36,22,34,16,47.06,18,52.94,36022
36,23,36,21,58.33,15,41.67,36023
36,24,50,25,50.0,25,50.0,36024
36,25,30,17,56.67,13,43.33,36025
36,26,45,19,42.22,26,57.78,36026
36,27,61,24,39.34,37,60.66,36027
36,28,54,25,46.3,29,53.7,36028
36,29,70,29,41.43,41,58.57,36029
36,30,47,19,40.43,28,59.57,36030
37,1,43,31,72.09,12,27.91,37001
37,2,49,29,59.18,20,40.82,37002
37,3,48,30,62.5,18,37.5,37003
37,4,73,50,68.49,23,31.51,37004
37,5,122,89,72.95,33,27.05,37005
37,6,102,76,74.51,26,25.49,37006
37,7,54,29,53.7,25,46.3,37007
37,8,57,34,59.65,23,40.35,37008
37,9,81,49,60.49,32,39.51,37009
37,10,79,54,68.35,25,31.65,37010
37,11,46,30,65.22,16,34.78,37011
37,12,34,20,58.82,14,41.18,37012
37,13,78,46,58.97,32,41.03,37013
37,14,88,45,51.14,43,48.86,37014
37,15,109,57,52.29,52,47.71,37015
37,16,85,64,75.29,21,24.71,37016
37,17,75,40,53.33,35,46.67,37017
37,18,103,67,65.05,36,34.95,37018
37,19,61,38,62.3,23,37.7,37019
37,20,62,47,75.81,15,24.19,37020
37,21,64,42,65.63,22,34.38,37021
37,22,63,45,71.43,18,28.57,37022
37,23,98,69,70.41,29,29.59,37023
37,24,68,41,60.29,27,39.71,37024
37,25,92,63,68.48,29,31.52,37025
37,26,109,74,67.89,35,32.11,37026
37,27,104,69,66.35,35,33.65,37027
37,28,69,46,66.67,23,33.33,37028
37,29,87,59,67.82,28,32.18,37029
37,30,88,56,63.64,32,36.36,37030
37,31,95,71,74.74,24,25.26,37031
37,32,87,53,60.92,34,39.08,37032
37,33,134,92,68.66,42,31.34,37033
37,34,87,57,65.52,30,34.48,37034
37,35,105,68,64.76,37,35.24,37035
37,36,77,54,70.13,23,29.87,37036
37,37,88,57,64.77,31,35.23,37037
37,38,106,78,73.58,28,26.42,37038
37,39,87,64,73.56,23,26.44,37039
37,40,121,88,72.73,33,27.27,37040
37,41,82,63,76.83,19,23.17,37041
38,1,47,17,36.17,30,63.83,38001
38,2,55,17,30.91,38,69.09,38002
38,3,33,10,30.3,23,69.7,38003
38,4,76,27,35.53,49,64.47,38004
38,5,64,29,45.31,35,54.69,38005
38,6,52,26,50.0,26,50.0,38006
38,7,66,27,40.91,39,59.09,38007
38,8,46,22,47.83,24,52.17,38008
38,9,62,25,40.32,37,59.68,38009
38,10,42,17,40.48,25,59.52,38010
38,11,58,16,27.59,42,72.41,38011
38,12,67,28,41.79,39,58.21,38012
38,13,68,26,38.24,42,61.76,38013
38,14,76,29,38.16,47,61.84,38014
38,15,31,17,54.84,14,45.16,38015
38,16,44,15,34.09,29,65.91,38016
38,17,71,27,38.03,44,61.97,38017
38,18,55,22,40.0,33,60.0,38018
38,19,72,19,26.39,53,73.61,38019
38,20,60,22,36.67,38,63.33,38020
38,21,38,9,23.68,29,76.32,38021
38,22,59,31,52.54,28,47.46,38022
38,23,134,54,40.3,80,59.7,38023
38,24,54,17,31.48,37,68.52,38024
38,25,44,19,43.18,25,56.82,38025
38,26,60,29,48.33,31,51.67,38026
38,27,47,20,42.55,27,57.45,38027
38,28,68,23,33.82,45,66.18,38028
38,29,51,20,39.22,31,60.78,38029
38,30,44,18,40.91,26,59.09,38030
38,31,68,19,27.94,49,72.06,38031
38,32,58,24,41.38,34,58.62,38032
38,33,64,26,40.63,38,59.38,38033
38,34,98,41,41.84,57,58.16,38034
38,35,99,40,40.4,59,59.6,38035
38,36,44,17,38.64,27,61.36,38036
38,37,52,19,36.54,33,63.46,38037
38,38,50,21,42.0,29,58.0,38038
38,39,85,27,31.76,58,68.24,38039
38,40,56,22,39.29,34,60.71,38040
38,41,69,24,34.78,45,65.22,38041
39,1,58,17,29.31,41,70.69,39001
39,2,94,35,37.23,59,62.77,39002
39,3,61,14,22.95,47,77.05,39003
39,4,57,12,21.05,45,78.95,39004
39,5,42,13,30.95,29,69.05,39005
39,6,48,16,33.33,32,66.67,39006
39,7,54,17,31.48,37,68.52,39007
39,8,63,29,46.03,34,53.97,39008
39,9,67,25,37.31,42,62.69,39009
39,10,21,12,57.14,9,42.86,39010
39,11,71,24,33.8,47,66.2,39011
39,12,69,25,36.23,44,63.77,39012
39,13,47,14,29.79,33,70.21,39013
39,14,37,12,32.43,25,67.57,39014
39,15,69,15,21.74,54,78.26,39015
39,16,34,18,52.94,16,47.06,39016
39,17,58,19,32.76,39,67.24,39017
39,18,45,11,24.44,34,75.56,39018
39,19,64,24,37.5,40,62.5,39019
39,20,76,30,39.47,46,60.53,39020
39,21,46,16,34.78,30,65.22,39021
39,22,30,13,43.33,17,56.67,39022
39,23,53,15,28.3,38,71.7,39023
39,24,69,24,34.78,45,65.22,39024
39,25,45,16,35.56,29,64.44,39025
39,26,54,19,35.19,35,64.81,39026
39,27,30,5,16.67,25,83.33,39027
39,28,105,41,39.05,64,60.95,39028
39,29,46,21,45.65,25,54.35,39029
39,30,59,21,35.59,38,64.41,39030
39,31,62,22,35.48,40,64.52,39031
39,32,65,26,40.0,39,60.0,39032
39,33,45,16,35.56,29,64.44,39033
39,34,80,37,46.25,43,53.75,39034
39,35,55,16,29.09,39,70.91,39035
39,36,34,13,38.24,21,61.76,39036
39,37,86,18,20.93,68,79.07,39037
39,38,35,8,22.86,27,77.14,39038
39,39,15,3,20.0,12,80.0,39039
39,40,52,16,30.77,36,69.23,39040
39,41,57,20,35.09,37,64.91,39041
39,42,88,23,26.14,65,73.86,39042
39,43,67,20,29.85,47,70.15,39043
39,44,43,13,30.23,30,69.77,39044
39,45,73,19,26.03,54,73.97,39045
40,1,41,18,43.9,23,56.1,40001
40,2,47,13,27.66,34,72.34,40002
40,3,49,10,20.41,39,79.59,40003
40,4,42,13,30.95,29,69.05,40004
40,5,71,14,19.72,57,80.28,40005
40,6,53,14,26.42,39,73.58,40006
40,7,81,22,27.16,59,72.84,40007
40,8,40,7,17.5,33,82.5,40008
40,9,78,31,39.74,47,60.26,40009
40,10,57,21,36.84,36,63.16,40010
40,11,86,23,26.74,63,73.26,40011
40,12,25,6,24.0,19,76.0,40012
40,13,50,13,26.0,37,74.0,40013
40,14,50,20,40.0,30,60.0,40014
40,15,59,16,27.12,43,72.88,40015
40,16,58,20,34.48,38,65.52,40016
40,17,62,22,35.48,40,64.52,40017
40,18,37,14,37.84,23,62.16,40018
40,19,84,28,33.33,56,66.67,40019
40,20,64,33,51.56,31,48.44,40020
40,21,51,9,17.65,42,82.35,40021
40,22,48,8,16.67,40,83.33,40022
40,23,75,27,36.0,48,64.0,40023
40,24,44,15,34.09,29,65.91,40024
40,25,56,15,26.79,41,73.21,40025
40,26,61,16,26.23,45,73.77,40026
40,27,83,40,48.19,43,51.81,40027
40,28,71,17,23.94,54,76.06,40028
40,29,91,21,23.08,70,76.92,40029
40,30,92,20,21.74,72,78.26,40030
40,31,55,19,34.55,36,65.45,40031
40,32,52,14,26.92,38,73.08,40032
40,33,48,19,39.58,29,60.42,40033
40,34,56,11,19.64,45,80.36,40034
40,35,53,24,45.28,29,54.72,40035
40,36,50,14,28.0,36,72.0,40036
40,37,65,24,36.92,41,63.08,40037
40,38,55,12,21.82,43,78.18,40038
40,39,12,6,50.0,6,50.0,40039
41,1,54,14,25.93,40,74.07,41001
41,2,86,25,29.07,61,70.93,41002
41,3,58,25,43.1,33,56.9,41003
41,4,91,15,16.48,76,83.52,41004
41,5,75,15,20.0,60,80.0,41005
41,6,80,19,23.75,61,76.25,41006
41,7,54,13,24.07,41,75.93,41007
41,8,56,16,28.57,40,71.43,41008
41,9,68,21,30.88,47,69.12,41009
41,10,70,24,34.29,46,65.71,41010
41,11,65,25,38.46,40,61.54,41011
41,12,74,31,41.89,43,58.11,41012
41,13,42,17,40.48,25,59.52,41013
41,14,70,17,24.29,53,75.71,41014
41,15,76,27,35.53,49,64.47,41015
41,16,80,22,27.5,58,72.5,41016
41,17,89,23,25.84,66,74.16,41017
41,18,43,9,20.93,34,79.07,41018
41,19,78,22,28.21,56,71.79,41019
41,20,84,42,50.0,42,50.0,41020
41,21,73,26,35.62,47,64.38,41021
41,22,75,23,30.67,52,69.33,41022
41,23,66,19,28.79,47,71.21,41023
41,24,54,19,35.19,35,64.81,41024
41,25,37,13,35.14,24,64.86,41025
41,26,72,17,23.61,55,76.39,41026
41,27,46,16,34.78,30,65.22,41027
41,28,49,30,61.22,19,38.78,41028
41,29,31,9,29.03,22,70.97,41029
41,30,57,22,38.6,35,61.4,41030
41,31,106,34,32.08,72,67.92,41031
41,32,56,21,37.5,35,62.5,41032
41,33,54,13,24.07,41,75.93,41033
41,34,55,20,36.36,35,63.64,41034
41,35,81,26,32.1,55,67.9,41035
41,36,61,17,27.87,44,72.13,41036
41,37,57,19,33.33,38,66.67,41037
41,38,55,22,40.0,33,60.0,41038
41,39,73,21,28.77,52,71.23,41039
41,40,66,23,34.85,43,65.15,41040
41,41,48,19,39.58,29,60.42,41041
41,42,61,29,47.54,32,52.46,41042
41,43,61,27,44.26,34,55.74,41043
41,44,67,25,37.31,42,62.69,41044
41,45,55,17,30.91,38,69.09,41045
41,46,98,21,21.43,77,78.57,41046
41,47,80,19,23.75,61,76.25,41047
42,1,86,27,31.4,59,68.6,42001
42,2,36,7,19.44,29,80.56,42002
42,3,27,11,40.74,16,59.26,42003
42,4,59,23,38.98,36,61.02,42004
42,5,21,7,33.33,14,66.67,42005
42,6,143,48,33.57,95,66.43,42006
42,7,61,16,26.23,45,73.77,42007
42,8,77,13,16.88,64,83.12,42008
42,9,49,20,40.82,29,59.18,42009
42,10,33,6,18.18,27,81.82,42010
42,11,60,26,43.33,34,56.67,42011
42,12,37,10,27.03,27,72.97,42012
42,13,124,36,29.03,88,70.97,42013
42,14,25,9,36.0,16,64.0,42014
42,15,14,2,14.29,12,85.71,42015
42,16,40,14,35.0,26,65.0,42016
42,17,30,11,36.67,19,63.33,42017
42,18,35,12,34.29,23,65.71,42018
42,19,61,16,26.23,45,73.77,42019
42,20,18,4,22.22,14,77.78,42020
42,21,22,8,36.36,14,63.64,42021
42,22,25,5,20.0,20,80.0,42022
42,23,22,3,13.64,19,86.36,42023
42,24,55,21,38.18,34,61.82,42024
42,25,49,13,26.53,36,73.47,42025
42,26,50,13,26.0,37,74.0,42026
42,27,44,14,31.82,30,68.18,42027
42,28,106,48,45.28,58,54.72,42028
42,29,29,10,34.48,19,65.52,42029
42,30,69,17,24.64,52,75.36,42030
42,31,44,12,27.27,32,72.73,42031
42,32,19,4,21.05,15,78.95,42032
42,33,36,10,27.78,26,72.22,42033
42,34,58,13,22.41,45,77.59,42034
42,35,89,32,35.96,57,64.04,42035
42,36,32,13,40.63,19,59.38,42036
42,37,12,5,41.67,7,58.33,42037
42,38,23,3,13.04,20,86.96,42038
42,39,25,8,32.0,17,68.0,42039
42,40,22,11,50.0,11,50.0,42040
42,41,33,13,39.39,20,60.61,42041
42,42,34,16,47.06,18,52.94,42042
43,1,36,14,38.89,22,61.11,43001
43,2,33,2,6.06,31,93.94,43002
43,3,39,4,10.26,35,89.74,43003
43,4,29,5,17.24,24,82.76,43004
43,5,33,2,6.06,31,93.94,43005
43,6,22,8,36.36,14,63.64,43006
43,7,61,19,31.15,42,68.85,43007
43,8,39,9,23.08,30,76.92,43008
43,9,76,27,35.53,49,64.47,43009
43,10,42,3,7.14,39,92.86,43010
43,11,39,7,17.95,32,82.05,43011
43,12,26,6,23.08,20,76.92,43012
43,13,65,21,32.31,44,67.69,43013
43,14,42,9,21.43,33,78.57,43014
43,15,46,17,36.96,29,63.04,43015
43,16,39,11,28.21,28,71.79,43016
43,17,32,4,12.5,28,87.5,43017
43,18,42,4,9.52,38,90.48,43018
43,19,43,6,13.95,37,86.05,43019
43,20,57,15,26.32,42,73.68,43020
43,21,49,10,20.41,39,79.59,43021
43,22,36,12,33.33,24,66.67,43022
43,23,30,8,26.67,22,73.33,43023
43,24,47,13,27.66,34,72.34,43024
43,25,62,18,29.03,44,70.97,43025
43,26,48,10,20.83,38,79.17,43026
43,27,40,9,22.5,31,77.5,43027
43,28,50,11,22.0,39,78.0,43028
43,29,42,5,11.9,37,88.1,43029
43,30,41,7,17.07,34,82.93,43030
43,31,81,24,29.63,57,70.37,43031
43,32,60,17,28.33,43,71.67,43032
43,33,71,19,26.76,52,73.24,43033
43,34,55,16,29.09,39,70.91,43034
43,35,95,20,21.05,75,78.95,43035
43,36,18,4,22.22,14,77.78,43036
43,37,34,9,26.47,25,73.53,43037
43,38,48,1,2.08,47,97.92,43038
43,39,36,11,30.56,25,69.44,43039
43,40,23,10,43.48,13,56.52,43040
43,41,75,7,9.33,68,90.67,43041
43,42,33,6,18.18,27,81.82,43042
43,43,63,12,19.05,51,80.95,43043
43,44,57,9,15.79,48,84.21,43044
43,45,37,9,24.32,28,75.68,43045
43,46,15,6,40.0,9,60.0,43046
44,1,88,21,23.86,67,76.14,44001
44,2,38,10,26.32,28,73.68,44002
44,3,71,17,23.94,54,76.06,44003
44,4,92,16,17.39,76,82.61,44004
44,5,37,11,29.73,26,70.27,44005
44,6,34,10,29.41,24,70.59,44006
44,7,53,10,18.87,43,81.13,44007
44,8,51,19,37.25,32,62.75,44008
44,9,16,1,6.25,15,93.75,44009
44,10,21,3,14.29,18,85.71,44010
44,11,39,11,28.21,28,71.79,44011
44,12,50,12,24.0,38,76.0,44012
44,13,15,0,0.0,15,100.0,44013
44,14,25,8,32.0,17,68.0,44014
44,15,52,11,21.15,41,78.85,44015
44,16,42,12,28.57,30,71.43,44016
44,17,69,17,24.64,52,75.36,44017
44,18,38,16,42.11,22,57.89,44018
44,19,50,13,26.0,37,74.0,44019
44,20,16,5,31.25,11,68.75,44020
44,21,29,9,31.03,20,68.97,44021
44,22,60,20,33.33,40,66.67,44022
44,23,29,13,44.83,16,55.17,44023
44,24,73,9,12.33,64,87.67,44024
44,25,24,9,37.5,15,62.5,44025
44,26,37,8,21.62,29,78.38,44026
44,27,42,10,23.81,32,76.19,44027
44,28,55,25,45.45,30,54.55,44028
44,29,35,15,42.86,20,57.14,44029
44,30,33,11,33.33,22,66.67,44030
44,31,27,3,11.11,24,88.89,44031
44,32,43,6,13.95,37,86.05,44032
44,33,35,12,34.29,23,65.71,44033
44,34,79,26,32.91,53,67.09,44034
44,35,101,17,16.83,84,83.17,44035
44,36,22,10,45.45,12,54.55,44036
44,37,54,15,27.78,39,72.22,44037
44,38,20,5,25.0,15,75.0,44038
44,39,22,1,4.55,21,95.45,44039
44,40,35,9,25.71,26,74.29,44040
44,41,67,30,44.78,37,55.22,44041
45,1,61,21,34.43,40,65.57,45001
45,2,84,34,40.48,50,59.52,45002
45,3,79,32,40.51,47,59.49,45003
45,4,110,41,37.27,69,62.73,45004
45,5,103,24,23.3,79,76.7,45005
45,6,116,32,27.59,84,72.41,45006
45,7,110,38,34.55,72,65.45,45007
45,8,97,45,46.39,52,53.61,45008
45,9,125,53,42.4,72,57.6,45009
45,10,111,38,34.23,73,65.77,45010
45,11,89,33,37.08,56,62.92,45011
45,12,71,33,46.48,38,53.52,45012
45,13,51,15,29.41,36,70.59,45013
45,14,91,28,30.77,63,69.23,45014
45,15,104,44,42.31,60,57.69,45015
45,16,64,20,31.25,44,68.75,45016
45,17,69,23,33.33,46,66.67,45017
45,18,72,33,45.83,39,54.17,45018
45,19,26,11,42.31,15,57.69,45019
45,20,45,21,46.67,24,53.33,45020
45,21,59,27,45.76,32,54.24,45021
45,22,65,28,43.08,37,56.92,45022
45,23,65,23,35.38,42,64.62,45023
45,24,50,18,36.0,32,64.0,45024
45,25,48,17,35.42,31,64.58,45025
45,26,35,15,42.86,20,57.14,45026
45,27,63,27,42.86,36,57.14,45027
45,28,41,18,43.9,23,56.1,45028
45,29,40,18,45.0,22,55.0,45029
45,30,53,23,43.4,30,56.6,45030
45,31,60,26,43.33,34,56.67,45031
45,32,47,20,42.55,27,57.45,45032
45,33,36,12,33.33,24,66.67,45033
45,34,57,23,40.35,34,59.65,45034
45,35,64,12,18.75,52,81.25,45035
45,36,75,27,36.0,48,64.0,45036
45,37,52,18,34.62,34,65.38,45037
45,38,40,10,25.0,30,75.0,45038
45,39,52,19,36.54,33,63.46,45039
45,40,59,23,38.98,36,61.02,45040
45,41,44,12,27.27,32,72.73,45041
45,42,87,38,43.68,49,56.32,45042
45,43,61,17,27.87,44,72.13,45043
45,44,72,28,38.89,44,61.11,45044
45,45,20,3,15.0,17,85.0,45045
45,46,37,10,27.03,27,72.97,45046
45,47,45,14,31.11,31,68.89,45047
45,48,29,9,31.03,20,68.97,45048
46,1,80,31,38.75,49,61.25,46001
46,2,48,23,47.92,25,52.08,46002
46,3,81,23,28.4,58,71.6,46003
46,4,62,22,35.48,40,64.52,46004
46,5,29,7,24.14,22,75.86,46005
46,6,33,14,42.42,19,57.58,46006
46,7,123,35,28.46,88,71.54,46007
46,8,46,24,52.17,22,47.83,46008
46,9,43,14,32.56,29,67.44,46009
46,10,32,10,31.25,22,68.75,46010
46,11,54,23,42.59,31,57.41,46011
46,12,51,25,49.02,26,50.98,46012
46,13,45,14,31.11,31,68.89,46013
46,14,86,43,50.0,43,50.0,46014
46,15,45,12,26.67,33,73.33,46015
46,16,66,25,37.88,41,62.12,46016
46,17,82,20,24.39,62,75.61,46017
46,18,58,27,46.55,31,53.45,46018
46,19,67,16,23.88,51,76.12,46019
46,20,79,38,48.1,41,51.9,46020
46,21,26,9,34.62,17,65.38,46021
46,22,41,23,56.1,18,43.9,46022
46,23,59,34,57.63,25,42.37,46023
46,24,61,12,19.67,49,80.33,46024
46,25,46,15,32.61,31,67.39,46025
46,26,39,13,33.33,26,66.67,46026
46,27,53,26,49.06,27,50.94,46027
46,28,95,19,20.0,76,80.0,46028
46,29,65,23,35.38,42,64.62,46029
46,30,67,32,47.76,35,52.24,46030
46,31,41,4,9.76,37,90.24,46031
46,32,88,38,43.18,50,56.82,46032
46,33,67,17,25.37,50,74.63,46033
46,34,50,20,40.0,30,60.0,46034
46,35,67,29,43.28,38,56.72,46035
46,36,78,23,29.49,55,70.51,46036
46,37,66,25,37.88,41,62.12,46037
46,38,48,24,50.0,24,50.0,46038
46,39,36,8,22.22,28,77.78,46039
46,40,71,21,29.58,50,70.42,46040
47,1,24,3,12.5,21,87.5,47001
47,2,61,13,21.31,48,78.69,47002
47,3,106,35,33.02,71,66.98,47003
47,4,60,14,23.33,46,76.67,47004
47,5,44,7,15.91,37,84.09,47005
47,6,37,10,27.03,27,72.97,47006
47,7,38,9,23.68,29,76.32,47007
47,8,43,9,20.93,34,79.07,47008
47,9,25,9,36.0,16,64.0,47009
47,10,38,7,18.42,31,81.58,47010
47,11,32,13,40.63,19,59.38,47011
47,12,45,18,40.0,27,60.0,47012
47,13,45,12,26.67,33,73.33,47013
47,14,38,11,28.95,27,71.05,47014
47,15,59,24,40.68,35,59.32,47015
47,16,67,15,22.39,52,77.61,47016
47,17,63,15,23.81,48,76.19,47017
47,18,29,8,27.59,21,72.41,47018
47,19,60,19,31.67,41,68.33,47019
47,20,47,8,17.02,39,82.98,47020
47,21,52,13,25.0,39,75.0,47021
47,22,69,25,36.23,44,63.77,47022
47,23,61,25,40.98,36,59.02,47023
47,24,44,14,31.82,30,68.18,47024
47,25,36,14,38.89,22,61.11,47025
47,26,30,8,26.67,22,73.33,47026
47,27,38,6,15.79,32,84.21,47027
47,28,47,12,25.53,35,74.47,47028
47,29,58,16,27.59,42,72.41,47029
47,30,67,22,32.84,45,67.16,47030
47,31,58,18,31.03,40,68.97,47031
47,32,59,12,20.34,47,79.66,47032
47,33,39,8,20.51,31,79.49,47033
47,34,50,17,34.0,33,66.0,47034
47,35,45,10,22.22,35,77.78,47035
47,36,56,16,28.57,40,71.43,47036
47,37,43,16,37.21,27,62.79,47037
47,38,36,7,19.44,29,80.56,47038
47,39,56,15,26.79,41,73.21,47039
47,40,64,12,18.75,52,81.25,47040
47,41,58,10,17.24,48,82.76,47041
47,42,32,13,40.63,19,59.38,47042
47,43,46,9,19.57,37,80.43,47043
47,44,66,22,33.33,44,66.67,47044
47,45,59,14,23.73,45,76.27,47045
47,46,55,13,23.64,42,76.36,47046
47,47,49,13,26.53,36,73.47,47047
47,48,31,15,48.39,16,51.61,47048
48,1,39,13,33.33,26,66.67,48001
48,2,33,3,9.09,30,90.91,48002
48,3,77,31,40.26,46,59.74,48003
48,4,87,36,41.38,51,58.62,48004
48,5,93,21,22.58,72,77.42,48005
48,6,72,31,43.06,41,56.94,48006
48,7,48,16,33.33,32,66.67,48007
48,8,35,12,34.29,23,65.71,48008
48,9,54,14,25.93,40,74.07,48009
48,10,77,11,14.29,66,85.71,48010
48,11,61,10,16.39,51,83.61,48011
48,12,71,27,38.03,44,61.97,48012
48,13,96,31,32.29,65,67.71,48013
48,14,69,24,34.78,45,65.22,48014
48,15,53,22,41.51,31,58.49,48015
48,16,77,33,42.86,44,57.14,48016
48,17,80,32,40.0,48,60.0,48017
48,18,105,48,45.71,57,54.29,48018
48,19,39,4,10.26,35,89.74,48019
48,20,72,17,23.61,55,76.39,48020
48,21,110,61,55.45,49,44.55,48021
48,22,117,41,35.04,76,64.96,48022
48,23,105,32,30.48,73,69.52,48023
48,24,60,18,30.0,42,70.0,48024
48,25,73,10,13.7,63,86.3,48025
48,26,38,10,26.32,28,73.68,48026
48,27,50,17,34.0,33,66.0,48027
48,28,105,49,46.67,56,53.33,48028
48,29,104,31,29.81,73,70.19,48029
48,30,67,12,17.91,55,82.09,48030
48,31,76,41,53.95,35,46.05,48031
48,32,57,22,38.6,35,61.4,48032
48,33,88,23,26.14,65,73.86,48033
48,34,53,8,15.09,45,84.91,48034
48,35,78,45,57.69,33,42.31,48035
48,36,72,15,20.83,57,79.17,48036
48,37,40,9,22.5,31,77.5,48037
