ward,precinct,total,Jesse G. Reyes,Jesse G. Reyes Percent,Terry MacCarthy,Terry MacCarthy Percent,precinct_id
26,21,126,93,73.81,33,26.19,26021
26,22,80,55,68.75,25,31.25,26022
26,23,100,84,84.0,16,16.0,26023
26,24,78,48,61.54,30,38.46,26024
26,25,46,39,84.78,7,15.22,26025
26,26,80,65,81.25,15,18.75,26026
26,27,113,80,70.8,33,29.2,26027
26,28,108,79,73.15,29,26.85,26028
26,29,134,88,65.67,46,34.33,26029
26,30,114,87,76.32,27,23.68,26030
26,31,93,78,83.87,15,16.13,26031
26,32,128,86,67.19,42,32.81,26032
26,33,49,27,55.1,22,44.9,26033
26,34,116,89,76.72,27,23.28,26034
26,35,136,80,58.82,56,41.18,26035
26,36,120,86,71.67,34,28.33,26036
26,37,81,70,86.42,11,13.58,26037
26,38,69,53,76.81,16,23.19,26038
26,39,105,79,75.24,26,24.76,26039
26,40,57,45,78.95,12,21.05,26040
26,41,121,100,82.64,21,17.36,26041
26,42,93,79,84.95,14,15.05,26042
26,43,100,83,83.0,17,17.0,26043
26,44,62,45,72.58,17,27.42,26044
26,45,141,102,72.34,39,27.66,26045
26,46,132,73,55.3,59,44.7,26046
26,47,70,60,85.71,10,14.29,26047
26,48,118,98,83.05,20,16.95,26048
26,49,88,70,79.55,18,20.45,26049
26,50,91,68,74.73,23,25.27,26050
26,51,113,83,73.45,30,26.55,26051
26,52,50,37,74.0,13,26.0,26052
26,53,72,52,72.22,20,27.78,26053
26,54,111,92,82.88,19,17.12,26054
26,55,85,69,81.18,16,18.82,26055
26,56,71,54,76.06,17,23.94,26056
26,57,115,93,80.87,22,19.13,26057
26,58,99,75,75.76,24,24.24,26058
26,59,99,76,76.77,23,23.23,26059
26,60,119,84,70.59,35,29.41,26060
26,61,67,53,79.1,14,20.9,26061
26,62,138,101,73.19,37,26.81,26062
26,63,54,44,81.48,10,18.52,26063
27,1,169,80,47.34,89,52.66,27001
27,2,148,108,72.97,40,27.03,27002
27,3,175,118,67.43,57,32.57,27003
27,4,116,91,78.45,25,21.55,27004
27,5,50,27,54.0,23,46.0,27005
27,6,80,46,57.5,34,42.5,27006
27,7,146,78,53.42,68,46.58,27007
27,8,178,118,66.29,60,33.71,27008
27,9,202,135,66.83,67,33.17,27009
27,10,295,204,69.15,91,30.85,27010
27,11,191,118,61.78,73,38.22,27011
27,12,142,79,55.63,63,44.37,27012
27,13,103,54,52.43,49,47.57,27013
27,14,215,154,71.63,61,28.37,27014
27,15,110,69,62.73,41,37.27,27015
27,16,49,31,63.27,18,36.73,27016
27,17,130,66,50.77,64,49.23,27017
27,18,132,65,49.24,67,50.76,27018
27,19,165,117,70.91,48,29.09,27019
27,20,277,200,72.2,77,27.8,27020
27,21,111,85,76.58,26,23.42,27021
27,22,170,114,67.06,56,32.94,27022
27,23,36,26,72.22,10,27.78,27023
27,24,162,131,80.86,31,19.14,27024
27,25,109,66,60.55,43,39.45,27025
27,26,151,106,70.2,45,29.8,27026
27,27,147,95,64.63,52,35.37,27027
27,28,152,100,65.79,52,34.21,27028
27,29,143,87,60.84,56,39.16,27029
27,30,107,76,71.03,31,28.97,27030
27,31,125,87,69.6,38,30.4,27031
27,32,129,86,66.67,43,33.33,27032
27,33,161,99,61.49,62,38.51,27033
27,34,151,117,77.48,34,22.52,27034
27,35,139,87,62.59,52,37.41,27035
27,36,163,106,65.03,57,34.97,27036
27,37,95,56,58.95,39,41.05,27037
27,38,118,88,74.58,30,25.42,27038
27,39,103,85,82.52,18,17.48,27039
27,40,138,105,76.09,33,23.91,27040
27,41,160,97,60.63,63,39.38,27041
27,42,107,66,61.68,41,38.32,27042
27,43,100,75,75.0,25,25.0,27043
27,44,135,87,64.44,48,35.56,27044
27,45,141,102,72.34,39,27.66,27045
27,46,205,167,81.46,38,18.54,27046
27,47,150,91,60.67,59,39.33,27047
27,48,175,114,65.14,61,34.86,27048
27,49,214,129,60.28,85,39.72,27049
27,50,181,106,58.56,75,41.44,27050
27,51,84,69,82.14,15,17.86,27051
27,52,156,91,58.33,65,41.67,27052
27,53,133,80,60.15,53,39.85,27053
27,54,151,84,55.63,67,44.37,27054
27,55,163,112,68.71,51,31.29,27055
27,56,121,76,62.81,45,37.19,27056
27,57,110,62,56.36,48,43.64,27057
27,58,52,22,42.31,30,57.69,27058
27,59,174,127,72.99,47,27.01,27059
28,1,195,121,62.05,74,37.95,28001
28,2,194,123,63.4,71,36.6,28002
28,3,123,79,64.23,44,35.77,28003
28,4,218,138,63.3,80,36.7,28004
28,5,160,106,66.25,54,33.75,28005
28,6,142,95,66.9,47,33.1,28006
28,7,165,93,56.36,72,43.64,28007
28,8,110,62,56.36,48,43.64,28008
28,9,143,92,64.34,51,35.66,28009
28,10,57,36,63.16,21,36.84,28010
28,11,139,89,64.03,50,35.97,28011
28,12,139,79,56.83,60,43.17,28012
28,13,91,60,65.93,31,34.07,28013
28,14,105,60,57.14,45,42.86,28014
28,15,166,104,62.65,62,37.35,28015
28,16,146,88,60.27,58,39.73,28016
28,17,140,93,66.43,47,33.57,28017
28,18,236,172,72.88,64,27.12,28018
28,19,163,117,71.78,46,28.22,28019
28,20,196,135,68.88,61,31.12,28020
28,21,238,146,61.34,92,38.66,28021
28,22,166,119,71.69,47,28.31,28022
28,23,162,102,62.96,60,37.04,28023
28,24,128,73,57.03,55,42.97,28024
28,25,95,58,61.05,37,38.95,28025
28,26,170,120,70.59,50,29.41,28026
28,27,217,130,59.91,87,40.09,28027
28,28,121,81,66.94,40,33.06,28028
28,29,176,153,86.93,23,13.07,28029
28,30,95,68,71.58,27,28.42,28030
28,31,150,100,66.67,50,33.33,28031
28,32,169,85,50.3,84,49.7,28032
28,33,169,111,65.68,58,34.32,28033
28,34,47,38,80.85,9,19.15,28034
28,35,150,99,66.0,51,34.0,28035
28,36,134,93,69.4,41,30.6,28036
28,37,187,113,60.43,74,39.57,28037
28,38,64,51,79.69,13,20.31,28038
28,39,158,102,64.56,56,35.44,28039
28,40,230,140,60.87,90,39.13,28040
28,41,180,113,62.78,67,37.22,28041
28,42,143,86,60.14,57,39.86,28042
28,43,232,159,68.53,73,31.47,28043
28,44,166,95,57.23,71,42.77,28044
28,45,165,98,59.39,67,40.61,28045
28,46,162,111,68.52,51,31.48,28046
28,47,176,106,60.23,70,39.77,28047
28,48,83,49,59.04,34,40.96,28048
28,49,76,49,64.47,27,35.53,28049
28,50,111,65,58.56,46,41.44,28050
28,51,140,80,57.14,60,42.86,28051
28,52,138,102,73.91,36,26.09,28052
28,53,97,75,77.32,22,22.68,28053
28,54,140,93,66.43,47,33.57,28054
28,55,153,94,61.44,59,38.56,28055
28,56,163,89,54.6,74,45.4,28056
28,57,168,95,56.55,73,43.45,28057
28,58,167,106,63.47,61,36.53,28058
28,59,123,88,71.54,35,28.46,28059
28,60,105,70,66.67,35,33.33,28060
28,61,93,57,61.29,36,38.71,28061
29,1,408,288,70.59,120,29.41,29001
29,2,162,119,73.46,43,26.54,29002
29,3,305,191,62.62,114,37.38,29003
29,4,248,173,69.76,75,30.24,29004
29,5,194,122,62.89,72,37.11,29005
29,6,102,74,72.55,28,27.45,29006
29,7,146,112,76.71,34,23.29,29007
29,8,162,102,62.96,60,37.04,29008
29,9,130,83,63.85,47,36.15,29009
29,10,109,81,74.31,28,25.69,29010
29,11,204,147,72.06,57,27.94,29011
29,12,298,193,64.77,105,35.23,29012
29,13,230,165,71.74,65,28.26,29013
29,14,293,205,69.97,88,30.03,29014
29,15,270,185,68.52,85,31.48,29015
29,16,361,295,81.72,66,18.28,29016
29,17,183,138,75.41,45,24.59,29017
29,18,255,174,68.24,81,31.76,29018
29,19,350,244,69.71,106,30.29,29019
29,20,245,183,74.69,62,25.31,29020
29,21,186,139,74.73,47,25.27,29021
29,22,165,102,61.82,63,38.18,29022
29,23,251,185,73.71,66,26.29,29023
29,24,167,120,71.86,47,28.14,29024
29,25,275,224,81.45,51,18.55,29025
29,26,208,151,72.6,57,27.4,29026
29,27,202,127,62.87,75,37.13,29027
29,28,285,202,70.88,83,29.12,29028
29,29,334,271,81.14,63,18.86,29029
29,30,126,82,65.08,44,34.92,29030
29,31,228,155,67.98,73,32.02,29031
29,32,157,113,71.97,44,28.03,29032
29,33,179,109,60.89,70,39.11,29033
29,34,152,92,60.53,60,39.47,29034
29,35,182,118,64.84,64,35.16,29035
29,36,358,272,75.98,86,24.02,29036
29,37,228,143,62.72,85,37.28,29037
29,38,209,127,60.77,82,39.23,29038
29,39,176,131,74.43,45,25.57,29039
29,40,328,254,77.44,74,22.56,29040
29,41,293,215,73.38,78,26.62,29041
29,42,262,176,67.18,86,32.82,29042
29,43,281,198,70.46,83,29.54,29043
29,44,193,128,66.32,65,33.68,29044
29,45,196,127,64.8,69,35.2,29045
29,46,234,154,65.81,80,34.19,29046
29,47,278,195,70.14,83,29.86,29047
29,48,243,160,65.84,83,34.16,29048
29,49,340,236,69.41,104,30.59,29049
30,1,142,71,50.0,71,50.0,30001
30,2,132,91,68.94,41,31.06,30002
30,3,200,118,59.0,82,41.0,30003
30,4,142,117,82.39,25,17.61,30004
30,5,85,70,82.35,15,17.65,30005
30,6,112,73,65.18,39,34.82,30006
30,7,122,83,68.03,39,31.97,30007
30,8,159,112,70.44,47,29.56,30008
30,9,149,112,75.17,37,24.83,30009
30,10,144,107,74.31,37,25.69,30010
30,11,105,74,70.48,31,29.52,30011
30,12,152,108,71.05,44,28.95,30012
30,13,135,90,66.67,45,33.33,30013
30,14,57,34,59.65,23,40.35,30014
30,15,147,68,46.26,79,53.74,30015
30,16,141,86,60.99,55,39.01,30016
30,17,106,71,66.98,35,33.02,30017
30,18,91,56,61.54,35,38.46,30018
30,19,97,75,77.32,22,22.68,30019
30,20,116,98,84.48,18,15.52,30020
30,21,165,139,84.24,26,15.76,30021
30,22,142,115,80.99,27,19.01,30022
30,23,148,120,81.08,28,18.92,30023
30,24,133,106,79.7,27,20.3,30024
30,25,64,43,67.19,21,32.81,30025
30,26,99,79,79.8,20,20.2,30026
30,27,196,152,77.55,44,22.45,30027
30,28,107,68,63.55,39,36.45,30028
30,29,101,82,81.19,19,18.81,30029
30,30,184,125,67.93,59,32.07,30030
30,31,128,106,82.81,22,17.19,30031
30,32,59,44,74.58,15,25.42,30032
30,33,143,115,80.42,28,19.58,30033
30,34,153,107,69.93,46,30.07,30034
30,35,143,111,77.62,32,22.38,30035
30,36,136,100,73.53,36,26.47,30036
30,37,123,84,68.29,39,31.71,30037
30,38,198,111,56.06,87,43.94,30038
30,39,153,99,64.71,54,35.29,30039
30,40,157,116,73.89,41,26.11,30040
30,41,169,154,91.12,15,8.88,30041
31,1,65,52,80.0,13,20.0,31001
31,2,100,81,81.0,19,19.0,31002
31,3,129,93,72.09,36,27.91,31003
31,4,126,93,73.81,33,26.19,31004
31,5,134,95,70.9,39,29.1,31005
31,6,134,96,71.64,38,28.36,31006
31,7,127,104,81.89,23,18.11,31007
31,8,118,76,64.41,42,35.59,31008
31,9,119,78,65.55,41,34.45,31009
31,10,56,51,91.07,5,8.93,31010
31,11,95,71,74.74,24,25.26,31011
31,12,117,93,79.49,24,20.51,31012
31,13,113,97,85.84,16,14.16,31013
31,14,109,90,82.57,19,17.43,31014
31,15,70,48,68.57,22,31.43,31015
31,16,81,50,61.73,31,38.27,31016
31,17,126,99,78.57,27,21.43,31017
31,18,112,93,83.04,19,16.96,31018
31,19,105,79,75.24,26,24.76,31019
31,20,111,81,72.97,30,27.03,31020
31,21,145,111,76.55,34,23.45,31021
31,22,102,73,71.57,29,28.43,31022
31,23,64,48,75.0,16,25.0,31023
31,24,100,85,85.0,15,15.0,31024
31,25,140,123,87.86,17,12.14,31025
31,26,75,52,69.33,23,30.67,31026
31,27,115,95,82.61,20,17.39,31027
31,28,128,94,73.44,34,26.56,31028
31,29,121,85,70.25,36,29.75,31029
31,30,156,116,74.36,40,25.64,31030
31,31,178,128,71.91,50,28.09,31031
31,32,142,90,63.38,52,36.62,31032
31,33,116,85,73.28,31,26.72,31033
31,34,106,90,84.91,16,15.09,31034
31,35,96,74,77.08,22,22.92,31035
31,36,139,111,79.86,28,20.14,31036
31,37,110,86,78.18,24,21.82,31037
31,38,79,46,58.23,33,41.77,31038
31,39,58,50,86.21,8,13.79,31039
31,40,68,56,82.35,12,17.65,31040
31,41,128,102,79.69,26,20.31,31041
31,42,166,134,80.72,32,19.28,31042
31,43,134,93,69.4,41,30.6,31043
31,44,116,100,86.21,16,13.79,31044
31,45,119,86,72.27,33,27.73,31045
31,46,110,93,84.55,17,15.45,31046
31,47,141,98,69.5,43,30.5,31047
31,48,113,76,67.26,37,32.74,31048
31,49,62,46,74.19,16,25.81,31049
31,50,133,86,64.66,47,35.34,31050
31,51,88,69,78.41,19,21.59,31051
32,1,180,90,50.0,90,50.0,32001
32,2,191,118,61.78,73,38.22,32002
32,3,151,91,60.26,60,39.74,32003
32,4,205,121,59.02,84,40.98,32004
32,5,132,84,63.64,48,36.36,32005
32,6,177,84,47.46,93,52.54,32006
32,7,131,69,52.67,62,47.33,32007
32,8,212,120,56.6,92,43.4,32008
32,9,246,143,58.13,103,41.87,32009
32,10,174,96,55.17,78,44.83,32010
32,11,140,74,52.86,66,47.14,32011
32,12,119,75,63.03,44,36.97,32012
32,13,77,40,51.95,37,48.05,32013
32,14,154,98,63.64,56,36.36,32014
32,15,131,71,54.2,60,45.8,32015
32,16,153,94,61.44,59,38.56,32016
32,17,186,92,49.46,94,50.54,32017
32,18,132,62,46.97,70,53.03,32018
32,19,174,89,51.15,85,48.85,32019
32,20,146,84,57.53,62,42.47,32020
32,21,150,69,46.0,81,54.0,32021
32,22,218,99,45.41,119,54.59,32022
32,23,165,81,49.09,84,50.91,32023
32,24,155,82,52.9,73,47.1,32024
32,25,144,78,54.17,66,45.83,32025
32,26,126,58,46.03,68,53.97,32026
32,27,151,86,56.95,65,43.05,32027
32,28,146,84,57.53,62,42.47,32028
32,29,160,84,52.5,76,47.5,32029
32,30,160,84,52.5,76,47.5,32030
32,31,202,122,60.4,80,39.6,32031
32,32,141,77,54.61,64,45.39,32032
32,33,108,61,56.48,47,43.52,32033
32,34,180,108,60.0,72,40.0,32034
32,35,193,95,49.22,98,50.78,32035
32,36,170,90,52.94,80,47.06,32036
32,37,153,79,51.63,74,48.37,32037
32,38,184,110,59.78,74,40.22,32038
32,39,170,90,52.94,80,47.06,32039
32,40,202,113,55.94,89,44.06,32040
32,41,172,105,61.05,67,38.95,32041
32,42,221,124,56.11,97,43.89,32042
32,43,162,91,56.17,71,43.83,32043
32,44,137,75,54.74,62,45.26,32044
32,45,154,91,59.09,63,40.91,32045
32,46,75,43,57.33,32,42.67,32046
32,47,196,101,51.53,95,48.47,32047
32,48,182,86,47.25,96,52.75,32048
32,49,112,65,58.04,47,41.96,32049
32,50,191,107,56.02,84,43.98,32050
32,51,205,118,57.56,87,42.44,32051
32,52,101,62,61.39,39,38.61,32052
33,1,251,175,69.72,76,30.28,33001
33,2,274,186,67.88,88,32.12,33002
33,3,239,156,65.27,83,34.73,33003
33,4,278,201,72.3,77,27.7,33004
33,5,215,144,66.98,71,33.02,33005
33,6,268,177,66.04,91,33.96,33006
33,7,276,160,57.97,116,42.03,33007
33,8,185,94,50.81,91,49.19,33008
33,9,234,141,60.26,93,39.74,33009
33,10,275,158,57.45,117,42.55,33010
33,11,244,155,63.52,89,36.48,33011
33,12,264,171,64.77,93,35.23,33012
33,13,289,218,75.43,71,24.57,33013
33,14,199,134,67.34,65,32.66,33014
33,15,218,138,63.3,80,36.7,33015
33,16,245,166,67.76,79,32.24,33016
33,17,291,194,66.67,97,33.33,33017
33,18,83,51,61.45,32,38.55,33018
33,19,261,173,66.28,88,33.72,33019
33,20,253,171,67.59,82,32.41,33020
33,21,250,164,65.6,86,34.4,33021
33,22,308,218,70.78,90,29.22,33022
33,23,224,134,59.82,90,40.18,33023
33,24,267,149,55.81,118,44.19,33024
33,25,308,202,65.58,106,34.42,33025
33,26,241,152,63.07,89,36.93,33026
33,27,201,131,65.17,70,34.83,33027
34,1,389,293,75.32,96,24.68,34001
34,2,247,191,77.33,56,22.67,34002
34,3,320,207,64.69,113,35.31,34003
34,4,331,252,76.13,79,23.87,34004
34,5,278,200,71.94,78,28.06,34005
34,6,182,133,73.08,49,26.92,34006
34,7,335,231,68.96,104,31.04,34007
34,8,288,206,71.53,82,28.47,34008
34,9,215,138,64.19,77,35.81,34009
34,10,281,188,66.9,93,33.1,34010
34,11,216,148,68.52,68,31.48,34011
34,12,345,238,68.99,107,31.01,34012
34,13,329,211,64.13,118,35.87,34013
34,14,243,177,72.84,66,27.16,34014
34,15,230,160,69.57,70,30.43,34015
34,16,212,134,63.21,78,36.79,34016
34,17,236,156,66.1,80,33.9,34017
34,18,192,138,71.88,54,28.13,34018
34,19,57,27,47.37,30,52.63,34019
34,20,400,305,76.25,95,23.75,34020
34,21,263,196,74.52,67,25.48,34021
34,22,313,214,68.37,99,31.63,34022
34,23,243,174,71.6,69,28.4,34023
34,24,280,212,75.71,68,24.29,34024
34,25,323,218,67.49,105,32.51,34025
34,26,166,119,71.69,47,28.31,34026
34,27,229,159,69.43,70,30.57,34027
34,28,164,132,80.49,32,19.51,34028
34,29,289,194,67.13,95,32.87,34029
34,30,307,216,70.36,91,29.64,34030
34,31,154,104,67.53,50,32.47,34031
34,32,167,125,74.85,42,25.15,34032
34,33,140,102,72.86,38,27.14,34033
34,34,322,224,69.57,98,30.43,34034
34,35,352,279,79.26,73,20.74,34035
34,36,285,189,66.32,96,33.68,34036
34,37,282,221,78.37,61,21.63,34037
34,38,228,165,72.37,63,27.63,34038
34,39,222,174,78.38,48,21.62,34039
34,40,322,224,69.57,98,30.43,34040
34,41,167,123,73.65,44,26.35,34041
34,42,345,261,75.65,84,24.35,34042
34,43,386,291,75.39,95,24.61,34043
34,44,323,250,77.4,73,22.6,34044
34,45,287,195,67.94,92,32.06,34045
34,46,270,188,69.63,82,30.37,34046
34,47,158,121,76.58,37,23.42,34047
34,48,347,250,72.05,97,27.95,34048
34,49,411,281,68.37,130,31.63,34049
34,50,269,200,74.35,69,25.65,34050
34,51,421,286,67.93,135,32.07,34051
34,52,214,175,81.78,39,18.22,34052
34,53,209,143,68.42,66,31.58,34053
34,54,223,167,74.89,56,25.11,34054
34,55,284,197,69.37,87,30.63,34055
34,56,147,111,75.51,36,24.49,34056
34,57,276,197,71.38,79,28.62,34057
34,58,291,191,65.64,100,34.36,34058
34,59,299,223,74.58,76,25.42,34059
34,60,280,195,69.64,85,30.36,34060
34,61,231,157,67.97,74,32.03,34061
35,1,236,166,70.34,70,29.66,35001
35,2,167,132,79.04,35,20.96,35002
35,3,130,90,69.23,40,30.77,35003
35,4,219,137,62.56,82,37.44,35004
35,5,198,147,74.24,51,25.76,35005
35,6,221,159,71.95,62,28.05,35006
35,7,229,161,70.31,68,29.69,35007
35,8,158,92,58.23,66,41.77,35008
35,9,184,127,69.02,57,30.98,35009
35,10,199,142,71.36,57,28.64,35010
35,11,214,139,64.95,75,35.05,35011
35,12,223,136,60.99,87,39.01,35012
35,13,63,55,87.3,8,12.7,35013
35,14,210,161,76.67,49,23.33,35014
35,15,203,145,71.43,58,28.57,35015
35,16,181,132,72.93,49,27.07,35016
35,17,202,140,69.31,62,30.69,35017
35,18,228,153,67.11,75,32.89,35018
35,19,204,158,77.45,46,22.55,35019
35,20,169,129,76.33,40,23.67,35020
35,21,208,148,71.15,60,28.85,35021
35,22,81,52,64.2,29,35.8,35022
35,23,126,91,72.22,35,27.78,35023
35,24,121,86,71.07,35,28.93,35024
35,25,170,110,64.71,60,35.29,35025
35,26,262,168,64.12,94,35.88,35026
35,27,215,137,63.72,78,36.28,35027
35,28,192,140,72.92,52,27.08,35028
35,29,241,152,63.07,89,36.93,35029
35,30,231,151,65.37,80,34.63,35030
35,31,101,60,59.41,41,40.59,35031
35,32,115,90,78.26,25,21.74,35032
35,33,184,120,65.22,64,34.78,35033
35,34,181,109,60.22,72,39.78,35034
35,35,191,137,71.73,54,28.27,35035
35,36,137,83,60.58,54,39.42,35036
36,1,180,127,70.56,53,29.44,36001
36,2,140,99,70.71,41,29.29,36002
36,3,324,231,71.3,93,28.7,36003
36,4,162,119,73.46,43,26.54,36004
36,5,130,62,47.69,68,52.31,36005
36,6,178,101,56.74,77,43.26,36006
36,7,135,72,53.33,63,46.67,36007
36,8,163,86,52.76,77,47.24,36008
36,9,154,61,39.61,93,60.39,36009
36,10,114,44,38.6,70,61.4,36010
36,11,205,92,44.88,113,55.12,36011
36,12,139,66,47.48,73,52.52,36012
36,13,302,228,75.5,74,24.5,36013
36,14,228,182,79.82,46,20.18,36014
36,15,206,157,76.21,49,23.79,36015
36,16,295,172,58.31,123,41.69,36016
36,17,116,39,33.62,77,66.38,36017
36,18,202,92,45.54,110,54.46,36018
36,19,224,147,65.63,77,34.38,36019
36,20,205,120,58.54,85,41.46,36020
36,21,275,134,48.73,141,51.27,36021
36,22,226,120,53.1,106,46.9,36022
36,23,110,81,73.64,29,26.36,36023
36,24,252,180,71.43,72,28.57,36024
36,25,128,70,54.69,58,45.31,36025
36,26,154,69,44.81,85,55.19,36026
36,27,102,39,38.24,63,61.76,36027
36,28,155,96,61.94,59,38.06,36028
36,29,148,61,41.22,87,58.78,36029
36,30,175,60,34.29,115,65.71,36030
36,31,188,103,54.79,85,45.21,36031
36,32,157,57,36.31,100,63.69,36032
36,33,157,104,66.24,53,33.76,36033
36,34,126,46,36.51,80,63.49,36034
36,35,194,111,57.22,83,42.78,36035
36,36,170,92,54.12,78,45.88,36036
36,37,141,78,55.32,63,44.68,36037
36,38,124,70,56.45,54,43.55,36038
36,39,167,74,44.31,93,55.69,36039
36,40,190,64,33.68,126,66.32,36040
36,41,159,93,58.49,66,41.51,36041
36,42,143,55,38.46,88,61.54,36042
36,43,142,76,53.52,66,46.48,36043
36,44,200,123,61.5,77,38.5,36044
36,45,188,99,52.66,89,47.34,36045
36,46,142,63,44.37,79,55.63,36046
36,47,115,52,45.22,63,54.78,36047
36,48,117,49,41.88,68,58.12,36048
36,49,184,62,33.7,122,66.3,36049
36,50,162,109,67.28,53,32.72,36050
36,51,199,123,61.81,76,38.19,36051
36,52,179,118,65.92,61,34.08,36052
36,53,130,85,65.38,45,34.62,36053
36,54,281,197,70.11,84,29.89,36054
36,55,281,188,66.9,93,33.1,36055
37,1,144,117,81.25,27,18.75,37001
37,2,251,171,68.13,80,31.87,37002
37,3,140,92,65.71,48,34.29,37003
37,4,277,167,60.29,110,39.71,37004
37,5,247,140,56.68,107,43.32,37005
37,6,240,145,60.42,95,39.58,37006
37,7,254,131,51.57,123,48.43,37007
37,8,203,126,62.07,77,37.93,37008
37,9,203,125,61.58,78,38.42,37009
37,10,221,145,65.61,76,34.39,37010
37,11,85,70,82.35,15,17.65,37011
37,12,152,102,67.11,50,32.89,37012
37,13,214,140,65.42,74,34.58,37013
37,14,256,151,58.98,105,41.02,37014
37,15,218,112,51.38,106,48.62,37015
37,16,227,128,56.39,99,43.61,37016
37,17,194,117,60.31,77,39.69,37017
37,18,251,145,57.77,106,42.23,37018
37,19,180,140,77.78,40,22.22,37019
37,20,226,152,67.26,74,32.74,37020
37,21,226,130,57.52,96,42.48,37021
37,22,150,88,58.67,62,41.33,37022
37,23,192,106,55.21,86,44.79,37023
37,24,217,132,60.83,85,39.17,37024
37,25,253,150,59.29,103,40.71,37025
37,26,275,158,57.45,117,42.55,37026
37,27,216,116,53.7,100,46.3,37027
37,28,206,132,64.08,74,35.92,37028
37,29,242,145,59.92,97,40.08,37029
37,30,161,95,59.01,66,40.99,37030
37,31,254,164,64.57,90,35.43,37031
37,32,228,124,54.39,104,45.61,37032
37,33,203,117,57.64,86,42.36,37033
37,34,226,128,56.64,98,43.36,37034
37,35,239,135,56.49,104,43.51,37035
37,36,250,168,67.2,82,32.8,37036
37,37,240,142,59.17,98,40.83,37037
37,38,250,151,60.4,99,39.6,37038
37,39,203,153,75.37,50,24.63,37039
37,40,238,162,68.07,76,31.93,37040
37,41,268,174,64.93,94,35.07,37041
37,42,134,102,76.12,32,23.88,37042
37,43,205,134,65.37,71,34.63,37043
38,1,193,106,54.92,87,45.08,38001
38,2,146,81,55.48,65,44.52,38002
38,3,117,41,35.04,76,64.96,38003
38,4,80,43,53.75,37,46.25,38004
38,5,278,151,54.32,127,45.68,38005
38,6,163,84,51.53,79,48.47,38006
38,7,200,89,44.5,111,55.5,38007
38,8,104,46,44.23,58,55.77,38008
38,9,154,77,50.0,77,50.0,38009
38,10,190,98,51.58,92,48.42,38010
38,11,124,54,43.55,70,56.45,38011
38,12,145,57,39.31,88,60.69,38012
38,13,135,69,51.11,66,48.89,38013
38,14,143,52,36.36,91,63.64,38014
38,15,114,41,35.96,73,64.04,38015
38,16,173,102,58.96,71,41.04,38016
38,17,153,88,57.52,65,42.48,38017
38,18,170,58,34.12,112,65.88,38018
38,19,195,82,42.05,113,57.95,38019
38,20,195,87,44.62,108,55.38,38020
38,21,155,71,45.81,84,54.19,38021
38,22,172,76,44.19,96,55.81,38022
38,23,131,54,41.22,77,58.78,38023
38,24,122,76,62.3,46,37.7,38024
38,25,175,99,56.57,76,43.43,38025
38,26,130,67,51.54,63,48.46,38026
38,27,115,61,53.04,54,46.96,38027
38,28,148,66,44.59,82,55.41,38028
38,29,154,81,52.6,73,47.4,38029
38,30,169,81,47.93,88,52.07,38030
38,31,211,126,59.72,85,40.28,38031
38,32,179,72,40.22,107,59.78,38032
38,33,129,72,55.81,57,44.19,38033
38,34,115,77,66.96,38,33.04,38034
38,35,192,95,49.48,97,50.52,38035
38,36,175,84,48.0,91,52.0,38036
38,37,192,115,59.9,77,40.1,38037
38,38,190,85,44.74,105,55.26,38038
38,39,173,97,56.07,76,43.93,38039
38,40,118,49,41.53,69,58.47,38040
38,41,226,121,53.54,105,46.46,38041
38,42,204,98,48.04,106,51.96,38042
38,43,173,71,41.04,102,58.96,38043
38,44,168,77,45.83,91,54.17,38044
38,45,175,76,43.43,99,56.57,38045
38,46,144,61,42.36,83,57.64,38046
38,47,167,76,45.51,91,54.49,38047
38,48,160,68,42.5,92,57.5,38048
38,49,154,62,40.26,92,59.74,38049
38,50,172,72,41.86,100,58.14,38050
38,51,121,45,37.19,76,62.81,38051
38,52,177,76,42.94,101,57.06,38052
38,53,50,33,66.0,17,34.0,38053
39,1,171,62,36.26,109,63.74,39001
39,2,220,96,43.64,124,56.36,39002
39,3,168,81,48.21,87,51.79,39003
39,4,122,57,46.72,65,53.28,39004
39,5,133,52,39.1,81,60.9,39005
39,6,151,60,39.74,91,60.26,39006
39,7,132,89,67.42,43,32.58,39007
39,8,195,104,53.33,91,46.67,39008
39,9,207,117,56.52,90,43.48,39009
39,10,154,105,68.18,49,31.82,39010
39,11,214,127,59.35,87,40.65,39011
39,12,179,115,64.25,64,35.75,39012
39,13,115,59,51.3,56,48.7,39013
39,14,173,109,63.01,64,36.99,39014
39,15,139,53,38.13,86,61.87,39015
39,16,127,66,51.97,61,48.03,39016
39,17,149,89,59.73,60,40.27,39017
39,18,177,92,51.98,85,48.02,39018
39,19,136,83,61.03,53,38.97,39019
39,20,136,80,58.82,56,41.18,39020
39,21,135,82,60.74,53,39.26,39021
39,22,178,129,72.47,49,27.53,39022
39,23,116,59,50.86,57,49.14,39023
39,24,196,123,62.76,73,37.24,39024
39,25,162,79,48.77,83,51.23,39025
39,26,155,66,42.58,89,57.42,39026
39,27,193,111,57.51,82,42.49,39027
39,28,201,112,55.72,89,44.28,39028
39,29,182,101,55.49,81,44.51,39029
39,30,112,70,62.5,42,37.5,39030
39,31,116,63,54.31,53,45.69,39031
39,32,117,57,48.72,60,51.28,39032
