ward,precinct,total,"Levander ''Van'' Smith, Jr.","Levander ''Van'' Smith, Jr. Percent",Suzanne Therese McEneely,Suzanne Therese McEneely Percent,Megan Kathleen Mulay,Megan Kathleen Mulay Percent,precinct_id
25,32,179,48,26.82,77,43.02,54,30.17,25032
26,1,190,80,42.11,74,38.95,36,18.95,26001
26,2,144,41,28.47,69,47.92,34,23.61,26002
26,3,187,68,36.36,69,36.9,50,26.74,26003
26,4,109,45,41.28,48,44.04,16,14.68,26004
26,5,194,83,42.78,66,34.02,45,23.2,26005
26,6,164,76,46.34,57,34.76,31,18.9,26006
26,7,197,82,41.62,75,38.07,40,20.3,26007
26,8,92,27,29.35,38,41.3,27,29.35,26008
26,9,147,63,42.86,55,37.41,29,19.73,26009
26,10,149,54,36.24,60,40.27,35,23.49,26010
26,11,169,57,33.73,68,40.24,44,26.04,26011
26,12,183,67,36.61,74,40.44,42,22.95,26012
26,13,89,31,34.83,37,41.57,21,23.6,26013
26,14,133,57,42.86,52,39.1,24,18.05,26014
26,15,88,36,40.91,31,35.23,21,23.86,26015
26,16,69,22,31.88,29,42.03,18,26.09,26016
26,17,139,47,33.81,56,40.29,36,25.9,26017
26,18,72,31,43.06,22,30.56,19,26.39,26018
26,19,107,39,36.45,43,40.19,25,23.36,26019
26,20,155,62,40.0,60,38.71,33,21.29,26020
26,21,200,87,43.5,76,38.0,37,18.5,26021
26,22,82,24,29.27,38,46.34,20,24.39,26022
26,23,136,50,36.76,59,43.38,27,19.85,26023
26,24,100,35,35.0,48,48.0,17,17.0,26024
26,25,118,55,46.61,43,36.44,20,16.95,26025
26,26,102,48,47.06,40,39.22,14,13.73,26026
26,27,164,80,48.78,55,33.54,29,17.68,26027
26,28,224,90,40.18,72,32.14,62,27.68,26028
26,29,76,25,32.89,28,36.84,23,30.26,26029
26,30,134,48,35.82,55,41.04,31,23.13,26030
26,31,79,26,32.91,30,37.97,23,29.11,26031
26,32,179,68,37.99,69,38.55,42,23.46,26032
26,33,194,75,38.66,86,44.33,33,17.01,26033
26,34,149,66,44.3,50,33.56,33,22.15,26034
26,35,143,57,39.86,57,39.86,29,20.28,26035
26,36,157,50,31.85,73,46.5,34,21.66,26036
26,37,167,65,38.92,70,41.92,32,19.16,26037
26,38,65,21,32.31,24,36.92,20,30.77,26038
26,39,179,65,36.31,59,32.96,55,30.73,26039
26,40,135,50,37.04,47,34.81,38,28.15,26040
26,41,178,72,40.45,59,33.15,47,26.4,26041
26,42,121,37,30.58,54,44.63,30,24.79,26042
26,43,94,22,23.4,41,43.62,31,32.98,26043
26,44,61,27,44.26,26,42.62,8,13.11,26044
26,45,75,21,28.0,29,38.67,25,33.33,26045
26,46,119,50,42.02,38,31.93,31,26.05,26046
26,47,97,28,28.87,40,41.24,29,29.9,26047
26,48,166,67,40.36,65,39.16,34,20.48,26048
26,49,77,22,28.57,29,37.66,26,33.77,26049
27,1,265,120,45.28,80,30.19,65,24.53,27001
27,2,169,76,44.97,59,34.91,34,20.12,27002
27,3,100,66,66.0,20,20.0,14,14.0,27003
27,4,110,62,56.36,25,22.73,23,20.91,27004
27,5,159,98,61.64,37,23.27,24,15.09,27005
27,6,205,104,50.73,68,33.17,33,16.1,27006
27,7,249,95,38.15,88,35.34,66,26.51,27007
27,8,153,102,66.67,35,22.88,16,10.46,27008
27,9,89,38,42.7,31,34.83,20,22.47,27009
27,10,218,130,59.63,61,27.98,27,12.39,27010
27,11,145,56,38.62,40,27.59,49,33.79,27011
27,12,134,49,36.57,44,32.84,41,30.6,27012
27,13,314,214,68.15,68,21.66,32,10.19,27013
27,14,86,45,52.33,29,33.72,12,13.95,27014
27,15,108,66,61.11,22,20.37,20,18.52,27015
27,16,159,65,40.88,42,26.42,52,32.7,27016
27,17,196,114,58.16,45,22.96,37,18.88,27017
27,18,142,77,54.23,38,26.76,27,19.01,27018
27,19,99,64,64.65,17,17.17,18,18.18,27019
27,20,130,72,55.38,36,27.69,22,16.92,27020
27,21,168,70,41.67,55,32.74,43,25.6,27021
27,22,107,57,53.27,29,27.1,21,19.63,27022
27,23,155,105,67.74,29,18.71,21,13.55,27023
27,24,117,60,51.28,27,23.08,30,25.64,27024
27,25,201,117,58.21,49,24.38,35,17.41,27025
27,26,150,94,62.67,34,22.67,22,14.67,27026
27,27,226,123,54.42,62,27.43,41,18.14,27027
27,28,161,90,55.9,35,21.74,36,22.36,27028
27,29,124,74,59.68,31,25.0,19,15.32,27029
27,30,103,55,53.4,31,30.1,17,16.5,27030
27,31,160,106,66.25,36,22.5,18,11.25,27031
27,32,200,108,54.0,59,29.5,33,16.5,27032
27,33,206,111,53.88,62,30.1,33,16.02,27033
27,34,128,86,67.19,21,16.41,21,16.41,27034
27,35,224,84,37.5,80,35.71,60,26.79,27035
27,36,160,112,70.0,27,16.88,21,13.13,27036
27,37,178,88,49.44,50,28.09,40,22.47,27037
27,38,253,126,49.8,70,27.67,57,22.53,27038
27,39,170,110,64.71,36,21.18,24,14.12,27039
27,40,219,105,47.95,69,31.51,45,20.55,27040
27,41,202,117,57.92,54,26.73,31,15.35,27041
27,42,132,58,43.94,39,29.55,35,26.52,27042
27,43,133,72,54.14,37,27.82,24,18.05,27043
27,44,136,86,63.24,24,17.65,26,19.12,27044
27,45,339,138,40.71,123,36.28,78,23.01,27045
27,46,140,52,37.14,51,36.43,37,26.43,27046
27,47,149,79,53.02,40,26.85,30,20.13,27047
27,48,296,147,49.66,82,27.7,67,22.64,27048
27,49,158,103,65.19,30,18.99,25,15.82,27049
27,50,187,106,56.68,39,20.86,42,22.46,27050
28,1,100,67,67.0,19,19.0,14,14.0,28001
28,2,151,93,61.59,36,23.84,22,14.57,28002
28,3,132,82,62.12,31,23.48,19,14.39,28003
28,4,113,47,41.59,37,32.74,29,25.66,28004
28,5,134,75,55.97,38,28.36,21,15.67,28005
28,6,79,37,46.84,24,30.38,18,22.78,28006
28,7,148,110,74.32,25,16.89,13,8.78,28007
28,8,129,53,41.09,48,37.21,28,21.71,28008
28,9,141,89,63.12,33,23.4,19,13.48,28009
28,10,188,76,40.43,64,34.04,48,25.53,28010
28,11,359,172,47.91,112,31.2,75,20.89,28011
28,12,142,86,60.56,36,25.35,20,14.08,28012
28,13,186,106,56.99,49,26.34,31,16.67,28013
28,14,141,88,62.41,29,20.57,24,17.02,28014
28,15,35,22,62.86,10,28.57,3,8.57,28015
28,16,86,56,65.12,20,23.26,10,11.63,28016
28,17,131,94,71.76,17,12.98,20,15.27,28017
28,18,140,85,60.71,33,23.57,22,15.71,28018
28,19,141,63,44.68,46,32.62,32,22.7,28019
28,20,133,82,61.65,28,21.05,23,17.29,28020
28,21,142,97,68.31,26,18.31,19,13.38,28021
28,22,177,95,53.67,48,27.12,34,19.21,28022
28,23,206,145,70.39,43,20.87,18,8.74,28023
28,24,135,71,52.59,39,28.89,25,18.52,28024
28,25,235,169,71.91,42,17.87,24,10.21,28025
28,26,139,91,65.47,31,22.3,17,12.23,28026
28,27,167,71,42.51,48,28.74,48,28.74,28027
28,28,213,82,38.5,79,37.09,52,24.41,28028
28,29,74,45,60.81,16,21.62,13,17.57,28029
28,30,31,24,77.42,3,9.68,4,12.9,28030
28,31,212,139,65.57,50,23.58,23,10.85,28031
28,32,142,93,65.49,27,19.01,22,15.49,28032
28,33,179,118,65.92,37,20.67,24,13.41,28033
28,34,247,135,54.66,70,28.34,42,17.0,28034
28,35,150,87,58.0,36,24.0,27,18.0,28035
28,36,88,62,70.45,14,15.91,12,13.64,28036
28,37,191,138,72.25,37,19.37,16,8.38,28037
28,38,54,27,50.0,15,27.78,12,22.22,28038
28,39,98,79,80.61,11,11.22,8,8.16,28039
28,40,217,154,70.97,44,20.28,19,8.76,28040
28,41,113,69,61.06,26,23.01,18,15.93,28041
28,42,148,104,70.27,27,18.24,17,11.49,28042
28,43,173,117,67.63,32,18.5,24,13.87,28043
28,44,121,89,73.55,18,14.88,14,11.57,28044
28,45,154,64,41.56,50,32.47,40,25.97,28045
28,46,295,129,43.73,92,31.19,74,25.08,28046
29,1,277,140,50.54,80,28.88,57,20.58,29001
29,2,251,166,66.14,46,18.33,39,15.54,29002
29,3,218,131,60.09,50,22.94,37,16.97,29003
29,4,251,167,66.53,48,19.12,36,14.34,29004
29,5,130,83,63.85,28,21.54,19,14.62,29005
29,6,137,91,66.42,28,20.44,18,13.14,29006
29,7,221,148,66.97,40,18.1,33,14.93,29007
29,8,161,87,54.04,49,30.43,25,15.53,29008
29,9,233,103,44.21,78,33.48,52,22.32,29009
29,10,291,142,48.8,82,28.18,67,23.02,29010
29,11,109,69,63.3,29,26.61,11,10.09,29011
29,12,275,167,60.73,68,24.73,40,14.55,29012
29,13,201,125,62.19,45,22.39,31,15.42,29013
29,14,193,134,69.43,36,18.65,23,11.92,29014
29,15,248,179,72.18,42,16.94,27,10.89,29015
29,16,189,131,69.31,32,16.93,26,13.76,29016
29,17,208,154,74.04,35,16.83,19,9.13,29017
29,18,184,110,59.78,42,22.83,32,17.39,29018
29,19,216,148,68.52,38,17.59,30,13.89,29019
29,20,208,131,62.98,43,20.67,34,16.35,29020
29,21,233,132,56.65,57,24.46,44,18.88,29021
29,22,183,95,51.91,49,26.78,39,21.31,29022
29,23,222,81,36.49,76,34.23,65,29.28,29023
29,24,187,105,56.15,51,27.27,31,16.58,29024
29,25,260,187,71.92,48,18.46,25,9.62,29025
29,26,186,135,72.58,35,18.82,16,8.6,29026
29,27,176,125,71.02,34,19.32,17,9.66,29027
29,28,261,174,66.67,55,21.07,32,12.26,29028
29,29,172,42,24.42,74,43.02,56,32.56,29029
29,30,216,112,51.85,59,27.31,45,20.83,29030
29,31,122,37,30.33,49,40.16,36,29.51,29031
29,32,149,41,27.52,53,35.57,55,36.91,29032
29,33,143,91,63.64,25,17.48,27,18.88,29033
29,34,155,94,60.65,33,21.29,28,18.06,29034
29,35,148,81,54.73,34,22.97,33,22.3,29035
29,36,202,135,66.83,43,21.29,24,11.88,29036
29,37,218,149,68.35,46,21.1,23,10.55,29037
29,38,203,62,30.54,89,43.84,52,25.62,29038
29,39,127,66,51.97,38,29.92,23,18.11,29039
29,40,264,160,60.61,69,26.14,35,13.26,29040
29,41,171,123,71.93,24,14.04,24,14.04,29041
29,42,238,146,61.34,51,21.43,41,17.23,29042
29,43,271,162,59.78,66,24.35,43,15.87,29043
29,44,254,168,66.14,56,22.05,30,11.81,29044
30,1,232,87,37.5,84,36.21,61,26.29,30001
30,2,174,58,33.33,70,40.23,46,26.44,30002
30,3,183,73,39.89,77,42.08,33,18.03,30003
30,4,178,64,35.96,65,36.52,49,27.53,30004
30,5,141,43,30.5,59,41.84,39,27.66,30005
30,6,179,54,30.17,78,43.58,47,26.26,30006
30,7,225,71,31.56,92,40.89,62,27.56,30007
30,8,266,91,34.21,120,45.11,55,20.68,30008
30,9,153,56,36.6,57,37.25,40,26.14,30009
30,10,189,61,32.28,77,40.74,51,26.98,30010
30,11,182,64,35.16,68,37.36,50,27.47,30011
30,12,153,53,34.64,62,40.52,38,24.84,30012
30,13,169,57,33.73,62,36.69,50,29.59,30013
30,14,136,39,28.68,49,36.03,48,35.29,30014
30,15,252,98,38.89,81,32.14,73,28.97,30015
30,16,91,28,30.77,44,48.35,19,20.88,30016
30,17,157,56,35.67,62,39.49,39,24.84,30017
30,18,259,96,37.07,98,37.84,65,25.1,30018
30,19,189,64,33.86,75,39.68,50,26.46,30019
30,20,200,76,38.0,69,34.5,55,27.5,30020
30,21,140,40,28.57,51,36.43,49,35.0,30021
30,22,291,104,35.74,121,41.58,66,22.68,30022
30,23,218,84,38.53,87,39.91,47,21.56,30023
30,24,296,110,37.16,120,40.54,66,22.3,30024
30,25,282,115,40.78,108,38.3,59,20.92,30025
30,26,120,35,29.17,48,40.0,37,30.83,30026
30,27,139,46,33.09,54,38.85,39,28.06,30027
30,28,227,84,37.0,94,41.41,49,21.59,30028
30,29,103,26,25.24,52,50.49,25,24.27,30029
30,30,80,19,23.75,43,53.75,18,22.5,30030
30,31,115,46,40.0,37,32.17,32,27.83,30031
30,32,177,59,33.33,77,43.5,41,23.16,30032
31,1,100,33,33.0,38,38.0,29,29.0,31001
31,2,96,34,35.42,38,39.58,24,25.0,31002
31,3,126,36,28.57,48,38.1,42,33.33,31003
31,4,145,59,40.69,50,34.48,36,24.83,31004
31,5,144,49,34.03,56,38.89,39,27.08,31005
31,6,76,30,39.47,21,27.63,25,32.89,31006
31,7,241,92,38.17,95,39.42,54,22.41,31007
31,8,111,34,30.63,42,37.84,35,31.53,31008
31,9,124,32,25.81,48,38.71,44,35.48,31009
31,10,162,67,41.36,59,36.42,36,22.22,31010
31,11,102,23,22.55,45,44.12,34,33.33,31011
31,12,103,32,31.07,39,37.86,32,31.07,31012
31,13,136,40,29.41,58,42.65,38,27.94,31013
31,14,113,32,28.32,52,46.02,29,25.66,31014
31,15,122,45,36.89,41,33.61,36,29.51,31015
31,16,209,80,38.28,86,41.15,43,20.57,31016
31,17,95,39,41.05,32,33.68,24,25.26,31017
31,18,112,35,31.25,43,38.39,34,30.36,31018
31,19,125,44,35.2,53,42.4,28,22.4,31019
31,20,99,31,31.31,43,43.43,25,25.25,31020
31,21,99,27,27.27,42,42.42,30,30.3,31021
31,22,100,36,36.0,37,37.0,27,27.0,31022
31,23,128,45,35.16,46,35.94,37,28.91,31023
31,24,144,53,36.81,58,40.28,33,22.92,31024
31,25,122,44,36.07,47,38.52,31,25.41,31025
31,26,150,41,27.33,60,40.0,49,32.67,31026
31,27,115,36,31.3,46,40.0,33,28.7,31027
31,28,87,27,31.03,37,42.53,23,26.44,31028
31,29,94,38,40.43,38,40.43,18,19.15,31029
31,30,94,39,41.49,29,30.85,26,27.66,31030
31,31,94,37,39.36,33,35.11,24,25.53,31031
31,32,90,29,32.22,36,40.0,25,27.78,31032
31,33,117,39,33.33,46,39.32,32,27.35,31033
31,34,142,47,33.1,50,35.21,45,31.69,31034
31,35,149,44,29.53,58,38.93,47,31.54,31035
31,36,106,30,28.3,45,42.45,31,29.25,31036
31,37,135,45,33.33,55,40.74,35,25.93,31037
31,38,93,26,27.96,42,45.16,25,26.88,31038
31,39,149,46,30.87,71,47.65,32,21.48,31039
31,40,143,55,38.46,62,43.36,26,18.18,31040
31,41,98,36,36.73,45,45.92,17,17.35,31041
32,1,293,92,31.4,121,41.3,80,27.3,32001
32,2,238,97,40.76,85,35.71,56,23.53,32002
32,3,311,123,39.55,114,36.66,74,23.79,32003
32,4,223,97,43.5,77,34.53,49,21.97,32004
32,5,234,91,38.89,84,35.9,59,25.21,32005
32,6,247,93,37.65,99,40.08,55,22.27,32006
32,7,240,90,37.5,99,41.25,51,21.25,32007
32,8,241,106,43.98,87,36.1,48,19.92,32008
32,9,216,66,30.56,87,40.28,63,29.17,32009
32,10,224,82,36.61,85,37.95,57,25.45,32010
32,11,244,96,39.34,88,36.07,60,24.59,32011
32,12,192,83,43.23,71,36.98,38,19.79,32012
32,13,219,81,36.99,84,38.36,54,24.66,32013
32,14,277,118,42.6,97,35.02,62,22.38,32014
32,15,223,80,35.87,79,35.43,64,28.7,32015
32,16,232,80,34.48,100,43.1,52,22.41,32016
32,17,298,124,41.61,111,37.25,63,21.14,32017
32,18,191,82,42.93,65,34.03,44,23.04,32018
32,19,210,68,32.38,92,43.81,50,23.81,32019
32,20,286,119,41.61,114,39.86,53,18.53,32020
32,21,260,108,41.54,94,36.15,58,22.31,32021
32,22,281,138,49.11,95,33.81,48,17.08,32022
32,23,250,102,40.8,72,28.8,76,30.4,32023
32,24,135,52,38.52,52,38.52,31,22.96,32024
32,25,207,77,37.2,82,39.61,48,23.19,32025
32,26,313,134,42.81,111,35.46,68,21.73,32026
32,27,180,83,46.11,54,30.0,43,23.89,32027
32,28,294,111,37.76,119,40.48,64,21.77,32028
32,29,254,87,34.25,104,40.94,63,24.8,32029
32,30,168,72,42.86,55,32.74,41,24.4,32030
32,31,220,82,37.27,78,35.45,60,27.27,32031
32,32,257,103,40.08,98,38.13,56,21.79,32032
32,33,223,80,35.87,90,40.36,53,23.77,32033
32,34,244,97,39.75,92,37.7,55,22.54,32034
32,35,184,65,35.33,77,41.85,42,22.83,32035
32,36,214,87,40.65,78,36.45,49,22.9,32036
32,37,224,80,35.71,83,37.05,61,27.23,32037
32,38,206,87,42.23,72,34.95,47,22.82,32038
32,39,223,71,31.84,90,40.36,62,27.8,32039
32,40,241,89,36.93,97,40.25,55,22.82,32040
32,41,243,79,32.51,106,43.62,58,23.87,32041
32,42,184,62,33.7,77,41.85,45,24.46,32042
32,43,271,130,47.97,92,33.95,49,18.08,32043
33,1,321,133,41.43,115,35.83,73,22.74,33001
33,2,355,119,33.52,133,37.46,103,29.01,33002
33,3,418,134,32.06,156,37.32,128,30.62,33003
33,4,394,152,38.58,138,35.03,104,26.4,33004
33,5,220,97,44.09,72,32.73,51,23.18,33005
33,6,247,92,37.25,86,34.82,69,27.94,33006
33,7,304,113,37.17,122,40.13,69,22.7,33007
33,8,447,163,36.47,172,38.48,112,25.06,33008
33,9,279,110,39.43,92,32.97,77,27.6,33009
33,10,236,73,30.93,104,44.07,59,25.0,33010
33,11,285,108,37.89,109,38.25,68,23.86,33011
33,12,264,96,36.36,101,38.26,67,25.38,33012
33,13,271,105,38.75,96,35.42,70,25.83,33013
33,14,112,38,33.93,43,38.39,31,27.68,33014
33,15,281,107,38.08,97,34.52,77,27.4,33015
33,16,384,130,33.85,144,37.5,110,28.65,33016
33,17,270,91,33.7,112,41.48,67,24.81,33017
33,18,346,117,33.82,131,37.86,98,28.32,33018
33,19,325,123,37.85,123,37.85,79,24.31,33019
33,20,365,139,38.08,145,39.73,81,22.19,33020
33,21,292,108,36.99,118,40.41,66,22.6,33021
33,22,255,96,37.65,86,33.73,73,28.63,33022
33,23,307,115,37.46,121,39.41,71,23.13,33023
33,24,428,183,42.76,143,33.41,102,23.83,33024
33,25,350,114,32.57,140,40.0,96,27.43,33025
33,26,214,77,35.98,82,38.32,55,25.7,33026
33,27,307,133,43.32,110,35.83,64,20.85,33027
33,28,261,103,39.46,101,38.7,57,21.84,33028
34,1,240,161,67.08,36,15.0,43,17.92,34001
34,2,198,123,62.12,27,13.64,48,24.24,34002
34,3,228,154,67.54,43,18.86,31,13.6,34003
34,4,144,79,54.86,29,20.14,36,25.0,34004
34,5,201,137,68.16,28,13.93,36,17.91,34005
34,6,244,149,61.07,52,21.31,43,17.62,34006
34,7,268,157,58.58,48,17.91,63,23.51,34007
34,8,161,110,68.32,21,13.04,30,18.63,34008
34,9,122,74,60.66,24,19.67,24,19.67,34009
34,10,229,145,63.32,37,16.16,47,20.52,34010
34,11,159,92,57.86,31,19.5,36,22.64,34011
34,12,242,162,66.94,40,16.53,40,16.53,34012
34,13,231,144,62.34,36,15.58,51,22.08,34013
34,14,165,94,56.97,42,25.45,29,17.58,34014
34,15,176,111,63.07,31,17.61,34,19.32,34015
34,16,172,110,63.95,38,22.09,24,13.95,34016
34,17,280,193,68.93,36,12.86,51,18.21,34017
34,18,141,80,56.74,28,19.86,33,23.4,34018
34,19,210,137,65.24,31,14.76,42,20.0,34019
34,20,287,195,67.94,46,16.03,46,16.03,34020
34,21,277,195,70.4,35,12.64,47,16.97,34021
34,22,204,130,63.73,37,18.14,37,18.14,34022
34,23,184,117,63.59,31,16.85,36,19.57,34023
34,24,183,120,65.57,31,16.94,32,17.49,34024
34,25,336,216,64.29,65,19.35,55,16.37,34025
34,26,253,176,69.57,39,15.42,38,15.02,34026
34,27,161,116,72.05,26,16.15,19,11.8,34027
34,28,105,61,58.1,31,29.52,13,12.38,34028
34,29,181,99,54.7,40,22.1,42,23.2,34029
34,30,219,152,69.41,37,16.89,30,13.7,34030
34,31,138,93,67.39,30,21.74,15,10.87,34031
34,32,197,115,58.38,36,18.27,46,23.35,34032
34,33,141,96,68.09,21,14.89,24,17.02,34033
34,34,267,181,67.79,49,18.35,37,13.86,34034
34,35,247,165,66.8,43,17.41,39,15.79,34035
34,36,194,140,72.16,23,11.86,31,15.98,34036
34,37,109,68,62.39,21,19.27,20,18.35,34037
34,38,83,52,62.65,16,19.28,15,18.07,34038
34,39,135,82,60.74,25,18.52,28,20.74,34039
34,40,228,125,54.82,45,19.74,58,25.44,34040
34,41,136,82,60.29,29,21.32,25,18.38,34041
34,42,230,145,63.04,45,19.57,40,17.39,34042
34,43,215,151,70.23,23,10.7,41,19.07,34043
34,44,221,153,69.23,41,18.55,27,12.22,34044
34,45,191,126,65.97,35,18.32,30,15.71,34045
34,46,161,114,70.81,28,17.39,19,11.8,34046
34,47,223,144,64.57,46,20.63,33,14.8,34047
34,48,259,182,70.27,36,13.9,41,15.83,34048
34,49,210,140,66.67,34,16.19,36,17.14,34049
34,50,163,97,59.51,34,20.86,32,19.63,34050
34,51,265,180,67.92,39,14.72,46,17.36,34051
34,52,180,134,74.44,24,13.33,22,12.22,34052
34,53,124,64,51.61,34,27.42,26,20.97,34053
35,1,253,108,42.69,89,35.18,56,22.13,35001
35,2,259,102,39.38,109,42.08,48,18.53,35002
35,3,209,78,37.32,82,39.23,49,23.44,35003
35,4,237,94,39.66,90,37.97,53,22.36,35004
35,5,193,79,40.93,66,34.2,48,24.87,35005
35,6,238,78,32.77,93,39.08,67,28.15,35006
35,7,255,117,45.88,100,39.22,38,14.9,35007
35,8,234,102,43.59,90,38.46,42,17.95,35008
35,9,194,55,28.35,86,44.33,53,27.32,35009
35,10,330,142,43.03,114,34.55,74,22.42,35010
35,11,258,86,33.33,99,38.37,73,28.29,35011
35,12,144,39,27.08,55,38.19,50,34.72,35012
35,13,138,54,39.13,53,38.41,31,22.46,35013
35,14,180,50,27.78,75,41.67,55,30.56,35014
35,15,283,126,44.52,111,39.22,46,16.25,35015
35,16,130,40,30.77,55,42.31,35,26.92,35016
35,17,215,91,42.33,75,34.88,49,22.79,35017
35,18,171,53,30.99,75,43.86,43,25.15,35018
35,19,142,41,28.87,59,41.55,42,29.58,35019
35,20,212,68,32.08,78,36.79,66,31.13,35020
35,21,224,74,33.04,89,39.73,61,27.23,35021
35,22,284,101,35.56,109,38.38,74,26.06,35022
35,23,252,91,36.11,89,35.32,72,28.57,35023
35,24,210,68,32.38,87,41.43,55,26.19,35024
35,25,193,87,45.08,72,37.31,34,17.62,35025
35,26,201,61,30.35,89,44.28,51,25.37,35026
35,27,227,71,31.28,93,40.97,63,27.75,35027
35,28,230,80,34.78,92,40.0,58,25.22,35028
35,29,192,67,34.9,85,44.27,40,20.83,35029
35,30,196,62,31.63,76,38.78,58,29.59,35030
35,31,203,78,38.42,72,35.47,53,26.11,35031
36,1,167,43,25.75,62,37.13,62,37.13,36001
36,2,201,60,29.85,72,35.82,69,34.33,36002
36,3,153,52,33.99,64,41.83,37,24.18,36003
36,4,154,45,29.22,60,38.96,49,31.82,36004
36,5,114,39,34.21,48,42.11,27,23.68,36005
36,6,132,39,29.55,52,39.39,41,31.06,36006
36,7,203,57,28.08,89,43.84,57,28.08,36007
36,8,133,53,39.85,51,38.35,29,21.8,36008
36,9,157,55,35.03,67,42.68,35,22.29,36009
36,10,203,52,25.62,94,46.31,57,28.08,36010
36,11,107,30,28.04,46,42.99,31,28.97,36011
36,12,90,32,35.56,39,43.33,19,21.11,36012
36,13,112,37,33.04,40,35.71,35,31.25,36013
36,14,167,47,28.14,71,42.51,49,29.34,36014
36,15,193,47,24.35,74,38.34,72,37.31,36015
36,16,154,44,28.57,65,42.21,45,29.22,36016
36,17,210,74,35.24,83,39.52,53,25.24,36017
36,18,177,55,31.07,64,36.16,58,32.77,36018
36,19,234,72,30.77,89,38.03,73,31.2,36019
36,20,171,55,32.16,73,42.69,43,25.15,36020
36,21,149,48,32.21,61,40.94,40,26.85,36021
36,22,128,40,31.25,49,38.28,39,30.47,36022
36,23,126,42,33.33,41,32.54,43,34.13,36023
36,24,193,60,31.09,84,43.52,49,25.39,36024
36,25,167,40,23.95,76,45.51,51,30.54,36025
36,26,144,57,39.58,42,29.17,45,31.25,36026
36,27,152,53,34.87,55,36.18,44,28.95,36027
36,28,156,40,25.64,73,46.79,43,27.56,36028
36,29,201,55,27.36,82,40.8,64,31.84,36029
36,30,162,53,32.72,52,32.1,57,35.19,36030
37,1,159,75,47.17,50,31.45,34,21.38,37001
37,2,119,63,52.94,36,30.25,20,16.81,37002
37,3,114,65,57.02,28,24.56,21,18.42,37003
37,4,121,74,61.16,26,21.49,21,17.36,37004
37,5,200,131,65.5,46,23.0,23,11.5,37005
37,6,178,106,59.55,42,23.6,30,16.85,37006
37,7,123,66,53.66,37,30.08,20,16.26,37007
37,8,100,51,51.0,27,27.0,22,22.0,37008
37,9,182,114,62.64,43,23.63,25,13.74,37009
37,10,201,107,53.23,56,27.86,38,18.91,37010
37,11,97,51,52.58,29,29.9,17,17.53,37011
37,12,143,73,51.05,35,24.48,35,24.48,37012
37,13,134,83,61.94,34,25.37,17,12.69,37013
37,14,181,107,59.12,44,24.31,30,16.57,37014
37,15,201,124,61.69,47,23.38,30,14.93,37015
37,16,188,114,60.64,46,24.47,28,14.89,37016
37,17,122,84,68.85,23,18.85,15,12.3,37017
37,18,180,98,54.44,52,28.89,30,16.67,37018
37,19,124,77,62.1,32,25.81,15,12.1,37019
37,20,131,78,59.54,33,25.19,20,15.27,37020
37,21,125,77,61.6,28,22.4,20,16.0,37021
37,22,142,66,46.48,42,29.58,34,23.94,37022
37,23,180,108,60.0,52,28.89,20,11.11,37023
37,24,172,102,59.3,33,19.19,37,21.51,37024
37,25,164,110,67.07,31,18.9,23,14.02,37025
37,26,221,129,58.37,51,23.08,41,18.55,37026
37,27,156,106,67.95,30,19.23,20,12.82,37027
37,28,162,88,54.32,46,28.4,28,17.28,37028
37,29,155,103,66.45,32,20.65,20,12.9,37029
37,30,166,97,58.43,37,22.29,32,19.28,37030
37,31,182,112,61.54,41,22.53,29,15.93,37031
37,32,152,102,67.11,28,18.42,22,14.47,37032
37,33,195,117,60.0,51,26.15,27,13.85,37033
37,34,167,106,63.47,40,23.95,21,12.57,37034
37,35,226,139,61.5,61,26.99,26,11.5,37035
37,36,148,85,57.43,40,27.03,23,15.54,37036
37,37,189,109,57.67,47,24.87,33,17.46,37037
37,38,208,139,66.83,39,18.75,30,14.42,37038
37,39,148,86,58.11,33,22.3,29,19.59,37039
37,40,208,143,68.75,41,19.71,24,11.54,37040
37,41,164,100,60.98,38,23.17,26,15.85,37041
38,1,165,55,33.33,59,35.76,51,30.91,38001
38,2,147,41,27.89,54,36.73,52,35.37,38002
38,3,151,28,18.54,66,43.71,57,37.75,38003
38,4,184,43,23.37,70,38.04,71,38.59,38004
38,5,152,40,26.32,64,42.11,48,31.58,38005
38,6,121,36,29.75,52,42.98,33,27.27,38006
38,7,142,34,23.94,58,40.85,50,35.21,38007
38,8,158,46,29.11,56,35.44,56,35.44,38008
38,9,185,46,24.86,81,43.78,58,31.35,38009
38,10,144,39,27.08,58,40.28,47,32.64,38010
38,11,151,41,27.15,61,40.4,49,32.45,38011
38,12,167,42,25.15,63,37.72,62,37.13,38012
38,13,193,55,28.5,87,45.08,51,26.42,38013
38,14,184,54,29.35,73,39.67,57,30.98,38014
38,15,174,49,28.16,70,40.23,55,31.61,38015
38,16,167,37,22.16,59,35.33,71,42.51,38016
38,17,191,42,21.99,70,36.65,79,41.36,38017
38,18,192,58,30.21,67,34.9,67,34.9,38018
38,19,205,59,28.78,64,31.22,82,40.0,38019
38,20,151,40,26.49,59,39.07,52,34.44,38020
38,21,167,43,25.75,65,38.92,59,35.33,38021
38,22,197,69,35.03,70,35.53,58,29.44,38022
38,23,209,64,30.62,88,42.11,57,27.27,38023
38,24,183,45,24.59,61,33.33,77,42.08,38024
38,25,159,44,27.67,62,38.99,53,33.33,38025
