ward,precinct,total,Teresa Molina,Teresa Molina Percent,Michael O'Malley,Michael O'Malley Percent,precinct_id
32,39,222,167,75.23,55,24.77,32039
32,40,244,191,78.28,53,21.72,32040
32,41,245,197,80.41,48,19.59,32041
32,42,188,150,79.79,38,20.21,32042
32,43,274,227,82.85,47,17.15,32043
33,1,329,278,84.5,51,15.5,33001
33,2,364,308,84.62,56,15.38,33002
33,3,416,356,85.58,60,14.42,33003
33,4,403,347,86.1,56,13.9,33004
33,5,234,191,81.62,43,18.38,33005
33,6,262,222,84.73,40,15.27,33006
33,7,304,252,82.89,52,17.11,33007
33,8,458,380,82.97,78,17.03,33008
33,9,283,235,83.04,48,16.96,33009
33,10,242,176,72.73,66,27.27,33010
33,11,290,234,80.69,56,19.31,33011
33,12,267,224,83.9,43,16.1,33012
33,13,280,238,85.0,42,15.0,33013
33,14,116,104,89.66,12,10.34,33014
33,15,287,229,79.79,58,20.21,33015
33,16,395,316,80.0,79,20.0,33016
33,17,273,226,82.78,47,17.22,33017
33,18,346,299,86.42,47,13.58,33018
33,19,327,270,82.57,57,17.43,33019
33,20,370,310,83.78,60,16.22,33020
33,21,300,232,77.33,68,22.67,33021
33,22,265,196,73.96,69,26.04,33022
33,23,310,250,80.65,60,19.35,33023
33,24,435,346,79.54,89,20.46,33024
33,25,361,269,74.52,92,25.48,33025
33,26,215,190,88.37,25,11.63,33026
33,27,316,272,86.08,44,13.92,33027
33,28,269,233,86.62,36,13.38,33028
34,1,237,188,79.32,49,20.68,34001
34,2,181,139,76.8,42,23.2,34002
34,3,229,162,70.74,67,29.26,34003
34,4,140,88,62.86,52,37.14,34004
34,5,200,146,73.0,54,27.0,34005
34,6,242,159,65.7,83,34.3,34006
34,7,247,196,79.35,51,20.65,34007
34,8,157,115,73.25,42,26.75,34008
34,9,115,79,68.7,36,31.3,34009
34,10,222,174,78.38,48,21.62,34010
34,11,151,110,72.85,41,27.15,34011
34,12,238,182,76.47,56,23.53,34012
34,13,221,165,74.66,56,25.34,34013
34,14,161,115,71.43,46,28.57,34014
34,15,172,115,66.86,57,33.14,34015
34,16,166,118,71.08,48,28.92,34016
34,17,273,212,77.66,61,22.34,34017
34,18,138,100,72.46,38,27.54,34018
34,19,203,162,79.8,41,20.2,34019
34,20,279,200,71.68,79,28.32,34020
34,21,268,224,83.58,44,16.42,34021
34,22,204,157,76.96,47,23.04,34022
34,23,180,135,75.0,45,25.0,34023
34,24,184,129,70.11,55,29.89,34024
34,25,327,249,76.15,78,23.85,34025
34,26,243,171,70.37,72,29.63,34026
34,27,159,107,67.3,52,32.7,34027
34,28,106,65,61.32,41,38.68,34028
34,29,176,137,77.84,39,22.16,34029
34,30,207,168,81.16,39,18.84,34030
34,31,135,90,66.67,45,33.33,34031
34,32,194,137,70.62,57,29.38,34032
34,33,142,98,69.01,44,30.99,34033
34,34,266,201,75.56,65,24.44,34034
34,35,242,185,76.45,57,23.55,34035
34,36,185,133,71.89,52,28.11,34036
34,37,111,76,68.47,35,31.53,34037
34,38,82,52,63.41,30,36.59,34038
34,39,126,68,53.97,58,46.03,34039
34,40,220,166,75.45,54,24.55,34040
34,41,133,86,64.66,47,35.34,34041
34,42,225,176,78.22,49,21.78,34042
34,43,202,159,78.71,43,21.29,34043
34,44,219,164,74.89,55,25.11,34044
34,45,183,146,79.78,37,20.22,34045
34,46,165,133,80.61,32,19.39,34046
34,47,217,157,72.35,60,27.65,34047
34,48,250,210,84.0,40,16.0,34048
34,49,203,152,74.88,51,25.12,34049
34,50,155,113,72.9,42,27.1,34050
34,51,250,188,75.2,62,24.8,34051
34,52,176,151,85.8,25,14.2,34052
34,53,126,94,74.6,32,25.4,34053
35,1,265,237,89.43,28,10.57,35001
35,2,268,234,87.31,34,12.69,35002
35,3,210,186,88.57,24,11.43,35003
35,4,238,202,84.87,36,15.13,35004
35,5,198,175,88.38,23,11.62,35005
35,6,243,199,81.89,44,18.11,35006
35,7,259,229,88.42,30,11.58,35007
35,8,237,209,88.19,28,11.81,35008
35,9,194,143,73.71,51,26.29,35009
35,10,327,292,89.3,35,10.7,35010
35,11,257,223,86.77,34,13.23,35011
35,12,146,130,89.04,16,10.96,35012
35,13,141,111,78.72,30,21.28,35013
35,14,183,160,87.43,23,12.57,35014
35,15,285,255,89.47,30,10.53,35015
35,16,133,116,87.22,17,12.78,35016
35,17,217,191,88.02,26,11.98,35017
35,18,178,155,87.08,23,12.92,35018
35,19,150,129,86.0,21,14.0,35019
35,20,212,183,86.32,29,13.68,35020
35,21,233,200,85.84,33,14.16,35021
35,22,285,228,80.0,57,20.0,35022
35,23,253,209,82.61,44,17.39,35023
35,24,210,165,78.57,45,21.43,35024
35,25,193,178,92.23,15,7.77,35025
35,26,209,173,82.78,36,17.22,35026
35,27,226,177,78.32,49,21.68,35027
35,28,230,203,88.26,27,11.74,35028
35,29,199,170,85.43,29,14.57,35029
35,30,195,158,81.03,37,18.97,35030
35,31,207,163,78.74,44,21.26,35031
36,1,175,136,77.71,39,22.29,36001
36,2,200,160,80.0,40,20.0,36002
36,3,160,130,81.25,30,18.75,36003
36,4,162,131,80.86,31,19.14,36004
36,5,118,96,81.36,22,18.64,36005
36,6,143,114,79.72,29,20.28,36006
36,7,211,141,66.82,70,33.18,36007
36,8,141,117,82.98,24,17.02,36008
36,9,161,139,86.34,22,13.66,36009
36,10,216,179,82.87,37,17.13,36010
36,11,119,97,81.51,22,18.49,36011
36,12,98,83,84.69,15,15.31,36012
36,13,113,96,84.96,17,15.04,36013
36,14,176,131,74.43,45,25.57,36014
36,15,196,127,64.8,69,35.2,36015
36,16,160,115,71.88,45,28.13,36016
36,17,220,151,68.64,69,31.36,36017
36,18,189,140,74.07,49,25.93,36018
36,19,245,191,77.96,54,22.04,36019
36,20,176,138,78.41,38,21.59,36020
36,21,160,133,83.13,27,16.88,36021
36,22,133,117,87.97,16,12.03,36022
36,23,132,113,85.61,19,14.39,36023
36,24,197,170,86.29,27,13.71,36024
36,25,179,155,86.59,24,13.41,36025
36,26,155,111,71.61,44,28.39,36026
36,27,163,118,72.39,45,27.61,36027
36,28,158,121,76.58,37,23.42,36028
36,29,205,143,69.76,62,30.24,36029
36,30,171,125,73.1,46,26.9,36030
37,1,157,98,62.42,59,37.58,37001
37,2,123,88,71.54,35,28.46,37002
37,3,110,72,65.45,38,34.55,37003
37,4,115,83,72.17,32,27.83,37004
37,5,196,140,71.43,56,28.57,37005
37,6,172,130,75.58,42,24.42,37006
37,7,110,66,60.0,44,40.0,37007
37,8,103,67,65.05,36,34.95,37008
37,9,180,126,70.0,54,30.0,37009
37,10,206,147,71.36,59,28.64,37010
37,11,95,63,66.32,32,33.68,37011
37,12,145,99,68.28,46,31.72,37012
37,13,131,86,65.65,45,34.35,37013
37,14,182,110,60.44,72,39.56,37014
37,15,198,117,59.09,81,40.91,37015
37,16,182,129,70.88,53,29.12,37016
37,17,118,81,68.64,37,31.36,37017
37,18,176,113,64.2,63,35.8,37018
37,19,121,87,71.9,34,28.1,37019
37,20,121,78,64.46,43,35.54,37020
37,21,120,89,74.17,31,25.83,37021
37,22,145,102,70.34,43,29.66,37022
37,23,178,131,73.6,47,26.4,37023
37,24,170,118,69.41,52,30.59,37024
37,25,161,93,57.76,68,42.24,37025
37,26,216,138,63.89,78,36.11,37026
37,27,148,104,70.27,44,29.73,37027
37,28,157,111,70.7,46,29.3,37028
37,29,150,102,68.0,48,32.0,37029
37,30,165,108,65.45,57,34.55,37030
37,31,179,130,72.63,49,27.37,37031
37,32,150,91,60.67,59,39.33,37032
37,33,197,111,56.35,86,43.65,37033
37,34,165,99,60.0,66,40.0,37034
37,35,219,158,72.15,61,27.85,37035
37,36,136,81,59.56,55,40.44,37036
37,37,188,126,67.02,62,32.98,37037
37,38,207,135,65.22,72,34.78,37038
37,39,148,100,67.57,48,32.43,37039
37,40,205,134,65.37,71,34.63,37040
37,41,158,110,69.62,48,30.38,37041
38,1,174,127,72.99,47,27.01,38001
38,2,156,73,46.79,83,53.21,38002
38,3,148,87,58.78,61,41.22,38003
38,4,186,116,62.37,70,37.63,38004
38,5,154,103,66.88,51,33.12,38005
38,6,122,71,58.2,51,41.8,38006
38,7,146,82,56.16,64,43.84,38007
38,8,162,108,66.67,54,33.33,38008
38,9,182,103,56.59,79,43.41,38009
38,10,146,100,68.49,46,31.51,38010
38,11,151,100,66.23,51,33.77,38011
38,12,164,76,46.34,88,53.66,38012
38,13,197,124,62.94,73,37.06,38013
38,14,191,121,63.35,70,36.65,38014
38,15,175,125,71.43,50,28.57,38015
38,16,167,95,56.89,72,43.11,38016
38,17,194,99,51.03,95,48.97,38017
38,18,195,128,65.64,67,34.36,38018
38,19,205,116,56.59,89,43.41,38019
38,20,159,82,51.57,77,48.43,38020
38,21,171,114,66.67,57,33.33,38021
38,22,195,141,72.31,54,27.69,38022
38,23,217,142,65.44,75,34.56,38023
38,24,192,96,50.0,96,50.0,38024
38,25,161,96,59.63,65,40.37,38025
38,26,157,105,66.88,52,33.12,38026
38,27,164,96,58.54,68,41.46,38027
38,28,198,109,55.05,89,44.95,38028
38,29,182,122,67.03,60,32.97,38029
38,30,150,80,53.33,70,46.67,38030
38,31,235,162,68.94,73,31.06,38031
38,32,173,124,71.68,49,28.32,38032
38,33,157,114,72.61,43,27.39,38033
38,34,186,148,79.57,38,20.43,38034
38,35,204,151,74.02,53,25.98,38035
38,36,163,110,67.48,53,32.52,38036
38,37,178,116,65.17,62,34.83,38037
38,38,159,106,66.67,53,33.33,38038
38,39,247,168,68.02,79,31.98,38039
38,40,204,122,59.8,82,40.2,38040
38,41,220,150,68.18,70,31.82,38041
39,1,210,124,59.05,86,40.95,39001
39,2,150,91,60.67,59,39.33,39002
39,3,274,211,77.01,63,22.99,39003
39,4,205,123,60.0,82,40.0,39004
39,5,218,171,78.44,47,21.56,39005
39,6,216,153,70.83,63,29.17,39006
39,7,182,122,67.03,60,32.97,39007
39,8,195,144,73.85,51,26.15,39008
39,9,161,103,63.98,58,36.02,39009
39,10,127,101,79.53,26,20.47,39010
39,11,181,128,70.72,53,29.28,39011
39,12,264,225,85.23,39,14.77,39012
39,13,153,115,75.16,38,24.84,39013
39,14,196,141,71.94,55,28.06,39014
39,15,208,110,52.88,98,47.12,39015
39,16,131,97,74.05,34,25.95,39016
39,17,234,170,72.65,64,27.35,39017
39,18,209,166,79.43,43,20.57,39018
39,19,225,158,70.22,67,29.78,39019
39,20,240,127,52.92,113,47.08,39020
39,21,171,88,51.46,83,48.54,39021
39,22,134,100,74.63,34,25.37,39022
39,23,229,135,58.95,94,41.05,39023
39,24,222,136,61.26,86,38.74,39024
39,25,147,113,76.87,34,23.13,39025
39,26,154,96,62.34,58,37.66,39026
39,27,43,30,69.77,13,30.23,39027
39,28,308,248,80.52,60,19.48,39028
39,29,128,100,78.13,28,21.88,39029
39,30,243,206,84.77,37,15.23,39030
39,31,205,164,80.0,41,20.0,39031
39,32,153,89,58.17,64,41.83,39032
39,33,195,154,78.97,41,21.03,39033
39,34,232,189,81.47,43,18.53,39034
39,35,208,175,84.13,33,15.87,39035
39,36,59,46,77.97,13,22.03,39036
39,37,194,109,56.19,85,43.81,39037
39,38,140,102,72.86,38,27.14,39038
39,39,165,120,72.73,45,27.27,39039
39,40,204,125,61.27,79,38.73,39040
39,41,239,160,66.95,79,33.05,39041
39,42,239,111,46.44,128,53.56,39042
39,43,190,110,57.89,80,42.11,39043
39,44,165,101,61.21,64,38.79,39044
39,45,203,114,56.16,89,43.84,39045
40,1,190,133,70.0,57,30.0,40001
40,2,201,149,74.13,52,25.87,40002
40,3,320,251,78.44,69,21.56,40003
40,4,104,76,73.08,28,26.92,40004
40,5,267,213,79.78,54,20.22,40005
40,6,359,334,93.04,25,6.96,40006
40,7,267,217,81.27,50,18.73,40007
40,8,359,307,85.52,52,14.48,40008
40,9,175,130,74.29,45,25.71,40009
40,10,216,166,76.85,50,23.15,40010
40,11,296,249,84.12,47,15.88,40011
40,12,215,179,83.26,36,16.74,40012
40,13,462,411,88.96,51,11.04,40013
40,14,172,115,66.86,57,33.14,40014
40,15,202,144,71.29,58,28.71,40015
40,16,391,330,84.4,61,15.6,40016
40,17,220,187,85.0,33,15.0,40017
40,18,160,122,76.25,38,23.75,40018
40,19,277,212,76.53,65,23.47,40019
40,20,191,151,79.06,40,20.94,40020
40,21,319,262,82.13,57,17.87,40021
40,22,297,247,83.16,50,16.84,40022
40,23,379,313,82.59,66,17.41,40023
40,24,184,133,72.28,51,27.72,40024
40,25,352,307,87.22,45,12.78,40025
40,26,328,261,79.57,67,20.43,40026
40,27,350,276,78.86,74,21.14,40027
40,28,303,254,83.83,49,16.17,40028
40,29,249,189,75.9,60,24.1,40029
40,30,213,164,77.0,49,23.0,40030
40,31,322,277,86.02,45,13.98,40031
40,32,318,266,83.65,52,16.35,40032
40,33,294,252,85.71,42,14.29,40033
40,34,207,143,69.08,64,30.92,40034
40,35,106,84,79.25,22,20.75,40035
40,36,243,194,79.84,49,20.16,40036
40,37,255,202,79.22,53,20.78,40037
40,38,371,324,87.33,47,12.67,40038
40,39,64,52,81.25,12,18.75,40039
41,1,203,85,41.87,118,58.13,41001
41,2,186,79,42.47,107,57.53,41002
41,3,194,110,56.7,84,43.3,41003
41,4,224,102,45.54,122,54.46,41004
41,5,227,121,53.3,106,46.7,41005
41,6,296,145,48.99,151,51.01,41006
41,7,196,101,51.53,95,48.47,41007
41,8,219,99,45.21,120,54.79,41008
41,9,172,93,54.07,79,45.93,41009
41,10,254,104,40.94,150,59.06,41010
41,11,228,88,38.6,140,61.4,41011
41,12,176,97,55.11,79,44.89,41012
41,13,200,96,48.0,104,52.0,41013
41,14,270,148,54.81,122,45.19,41014
41,15,247,112,45.34,135,54.66,41015
41,16,189,82,43.39,107,56.61,41016
41,17,181,96,53.04,85,46.96,41017
41,18,183,83,45.36,100,54.64,41018
41,19,234,146,62.39,88,37.61,41019
41,20,141,75,53.19,66,46.81,41020
41,21,212,110,51.89,102,48.11,41021
41,22,251,117,46.61,134,53.39,41022
41,23,176,84,47.73,92,52.27,41023
41,24,167,90,53.89,77,46.11,41024
41,25,104,69,66.35,35,33.65,41025
41,26,209,105,50.24,104,49.76,41026
41,27,115,69,60.0,46,40.0,41027
41,28,140,95,67.86,45,32.14,41028
41,29,98,56,57.14,42,42.86,41029
41,30,176,92,52.27,84,47.73,41030
41,31,212,103,48.58,109,51.42,41031
41,32,182,96,52.75,86,47.25,41032
41,33,185,86,46.49,99,53.51,41033
41,34,189,101,53.44,88,46.56,41034
41,35,241,113,46.89,128,53.11,41035
41,36,191,123,64.4,68,35.6,41036
41,37,235,114,48.51,121,51.49,41037
41,38,181,96,53.04,85,46.96,41038
41,39,253,119,47.04,134,52.96,41039
41,40,198,80,40.4,118,59.6,41040
41,41,177,74,41.81,103,58.19,41041
41,42,182,65,35.71,117,64.29,41042
41,43,185,100,54.05,85,45.95,41043
41,44,212,79,37.26,133,62.74,41044
41,45,202,104,51.49,98,48.51,41045
41,46,249,133,53.41,116,46.59,41046
41,47,222,120,54.05,102,45.95,41047
42,1,191,149,78.01,42,21.99,42001
42,2,192,167,86.98,25,13.02,42002
42,3,215,169,78.6,46,21.4,42003
42,4,406,321,79.06,85,20.94,42004
42,5,173,141,81.5,32,18.5,42005
42,6,245,180,73.47,65,26.53,42006
42,7,239,203,84.94,36,15.06,42007
42,8,215,173,80.47,42,19.53,42008
42,9,271,222,81.92,49,18.08,42009
42,10,315,253,80.32,62,19.68,42010
42,11,83,69,83.13,14,16.87,42011
42,12,191,155,81.15,36,18.85,42012
42,13,260,196,75.38,64,24.62,42013
42,14,206,163,79.13,43,20.87,42014
42,15,217,170,78.34,47,21.66,42015
42,16,211,166,78.67,45,21.33,42016
42,17,185,152,82.16,33,17.84,42017
42,18,175,139,79.43,36,20.57,42018
42,19,258,202,78.29,56,21.71,42019
42,20,172,150,87.21,22,12.79,42020
42,21,164,139,84.76,25,15.24,42021
42,22,74,56,75.68,18,24.32,42022
42,23,199,156,78.39,43,21.61,42023
42,24,146,120,82.19,26,17.81,42024
42,25,224,168,75.0,56,25.0,42025
42,26,243,200,82.3,43,17.7,42026
42,27,188,139,73.94,49,26.06,42027
42,28,203,166,81.77,37,18.23,42028
42,29,167,139,83.23,28,16.77,42029
42,30,167,134,80.24,33,19.76,42030
42,31,218,166,76.15,52,23.85,42031
42,32,182,138,75.82,44,24.18,42032
42,33,265,210,79.25,55,20.75,42033
42,34,170,122,71.76,48,28.24,42034
42,35,258,208,80.62,50,19.38,42035
42,36,229,200,87.34,29,12.66,42036
42,37,140,110,78.57,30,21.43,42037
42,38,182,154,84.62,28,15.38,42038
42,39,234,188,80.34,46,19.66,42039
42,40,224,180,80.36,44,19.64,42040
42,41,190,156,82.11,34,17.89,42041
42,42,393,323,82.19,70,17.81,42042
43,1,115,93,80.87,22,19.13,43001
43,2,234,192,82.05,42,17.95,43002
43,3,245,195,79.59,50,20.41,43003
43,4,217,178,82.03,39,17.97,43004
43,5,203,165,81.28,38,18.72,43005
43,6,172,144,83.72,28,16.28,43006
43,7,169,134,79.29,35,20.71,43007
43,8,164,128,78.05,36,21.95,43008
43,9,249,184,73.9,65,26.1,43009
43,10,287,226,78.75,61,21.25,43010
43,11,167,129,77.25,38,22.75,43011
43,12,127,97,76.38,30,23.62,43012
43,13,197,160,81.22,37,18.78,43013
43,14,258,222,86.05,36,13.95,43014
43,15,229,178,77.73,51,22.27,43015
43,16,245,205,83.67,40,16.33,43016
43,17,178,147,82.58,31,17.42,43017
43,18,237,195,82.28,42,17.72,43018
43,19,237,189,79.75,48,20.25,43019
43,20,253,217,85.77,36,14.23,43020
43,21,235,190,80.85,45,19.15,43021
43,22,183,147,80.33,36,19.67,43022
43,23,156,130,83.33,26,16.67,43023
43,24,151,108,71.52,43,28.48,43024
43,25,205,164,80.0,41,20.0,43025
43,26,184,147,79.89,37,20.11,43026
43,27,231,188,81.39,43,18.61,43027
43,28,201,162,80.6,39,19.4,43028
43,29,279,234,83.87,45,16.13,43029
43,30,284,227,79.93,57,20.07,43030
43,31,239,185,77.41,54,22.59,43031
43,32,255,214,83.92,41,16.08,43032
43,33,251,200,79.68,51,20.32,43033
43,34,147,122,82.99,25,17.01,43034
43,35,212,165,77.83,47,22.17,43035
43,36,134,119,88.81,15,11.19,43036
43,37,206,178,86.41,28,13.59,43037
43,38,166,131,78.92,35,21.08,43038
43,39,155,110,70.97,45,29.03,43039
43,40,178,153,85.96,25,14.04,43040
43,41,314,264,84.08,50,15.92,43041
43,42,208,177,85.1,31,14.9,43042
43,43,225,166,73.78,59,26.22,43043
43,44,222,189,85.14,33,14.86,43044
43,45,166,126,75.9,40,24.1,43045
43,46,120,95,79.17,25,20.83,43046
44,1,305,260,85.25,45,14.75,44001
44,2,233,195,83.69,38,16.31,44002
44,3,204,166,81.37,38,18.63,44003
44,4,168,135,80.36,33,19.64,44004
44,5,202,169,83.66,33,16.34,44005
44,6,337,287,85.16,50,14.84,44006
44,7,199,158,79.4,41,20.6,44007
44,8,236,197,83.47,39,16.53,44008
44,9,223,188,84.3,35,15.7,44009
44,10,224,184,82.14,40,17.86,44010
44,11,272,206,75.74,66,24.26,44011
44,12,282,234,82.98,48,17.02,44012
44,13,204,151,74.02,53,25.98,44013
44,14,157,137,87.26,20,12.74,44014
44,15,248,204,82.26,44,17.74,44015
44,16,285,231,81.05,54,18.95,44016
44,17,321,273,85.05,48,14.95,44017
44,18,238,205,86.13,33,13.87,44018
44,19,315,252,80.0,63,20.0,44019
44,20,234,199,85.04,35,14.96,44020
44,21,264,223,84.47,41,15.53,44021
44,22,282,227,80.5,55,19.5,44022
44,23,258,217,84.11,41,15.89,44023
44,24,187,163,87.17,24,12.83,44024
44,25,267,223,83.52,44,16.48,44025
44,26,313,253,80.83,60,19.17,44026
44,27,314,266,84.71,48,15.29,44027
44,28,235,184,78.3,51,21.7,44028
44,29,268,230,85.82,38,14.18,44029
44,30,283,234,82.69,49,17.31,44030
44,31,192,145,75.52,47,24.48,44031
44,32,270,223,82.59,47,17.41,44032
44,33,225,198,88.0,27,12.0,44033
44,34,286,219,76.57,67,23.43,44034
44,35,227,190,83.7,37,16.3,44035
44,36,215,172,80.0,43,20.0,44036
44,37,336,279,83.04,57,16.96,44037
44,38,216,165,76.39,51,23.61,44038
44,39,241,198,82.16,43,17.84,44039
44,40,243,187,76.95,56,23.05,44040
44,41,343,280,81.63,63,18.37,44041
45,1,217,168,77.42,49,22.58,45001
45,2,222,184,82.88,38,17.12,45002
45,3,246,199,80.89,47,19.11,45003
45,4,318,229,72.01,89,27.99,45004
45,5,264,202,76.52,62,23.48,45005
45,6,347,271,78.1,76,21.9,45006
45,7,348,251,72.13,97,27.87,45007
45,8,206,159,77.18,47,22.82,45008
45,9,214,157,73.36,57,26.64,45009
45,10,212,141,66.51,71,33.49,45010
45,11,164,127,77.44,37,22.56,45011
45,12,186,137,73.66,49,26.34,45012
45,13,213,155,72.77,58,27.23,45013
45,14,311,218,70.1,93,29.9,45014
45,15,331,229,69.18,102,30.82,45015
45,16,197,121,61.42,76,38.58,45016
45,17,234,163,69.66,71,30.34,45017
45,18,206,124,60.19,82,39.81,45018
45,19,114,77,67.54,37,32.46,45019
45,20,128,103,80.47,25,19.53,45020
45,21,175,107,61.14,68,38.86,45021
45,22,139,83,59.71,56,40.29,45022
45,23,151,87,57.62,64,42.38,45023
45,24,138,84,60.87,54,39.13,45024
45,25,132,69,52.27,63,47.73,45025
45,26,87,50,57.47,37,42.53,45026
45,27,184,114,61.96,70,38.04,45027
45,28,128,90,70.31,38,29.69,45028
45,29,102,61,59.8,41,40.2,45029
45,30,183,136,74.32,47,25.68,45030
45,31,186,133,71.51,53,28.49,45031
45,32,181,124,68.51,57,31.49,45032
45,33,162,114,70.37,48,29.63,45033
45,34,238,175,73.53,63,26.47,45034
45,35,254,155,61.02,99,38.98,45035
45,36,231,151,65.37,80,34.63,45036
45,37,196,133,67.86,63,32.14,45037
45,38,203,132,65.02,71,34.98,45038
45,39,194,125,64.43,69,35.57,45039
45,40,165,91,55.15,74,44.85,45040
45,41,188,97,51.6,91,48.4,45041
45,42,210,101,48.1,109,51.9,45042
45,43,188,86,45.74,102,54.26,45043
45,44,216,107,49.54,109,50.46,45044
45,45,119,57,47.9,62,52.1,45045
45,46,120,67,55.83,53,44.17,45046
45,47,135,82,60.74,53,39.26,45047
45,48,134,69,51.49,65,48.51,45048
46,1,221,186,84.16,35,15.84,46001
46,2,251,210,83.67,41,16.33,46002
46,3,345,280,81.16,65,18.84,46003
46,4,279,229,82.08,50,17.92,46004
46,5,310,257,82.9,53,17.1,46005
46,6,235,190,80.85,45,19.15,46006
46,7,299,231,77.26,68,22.74,46007
46,8,185,154,83.24,31,16.76,46008
46,9,334,289,86.53,45,13.47,46009
46,10,426,352,82.63,74,17.37,46010
46,11,226,192,84.96,34,15.04,46011
46,12,341,289,84.75,52,15.25,46012
46,13,263,217,82.51,46,17.49,46013
46,14,199,137,68.84,62,31.16,46014
46,15,281,227,80.78,54,19.22,46015
46,16,372,314,84.41,58,15.59,46016
46,17,336,272,80.95,64,19.05,46017
46,18,313,264,84.35,49,15.65,46018
46,19,222,177,79.73,45,20.27,46019
46,20,206,160,77.67,46,22.33,46020
46,21,160,132,82.5,28,17.5,46021
46,22,205,171,83.41,34,16.59,46022
46,23,235,195,82.98,40,17.02,46023
46,24,328,270,82.32,58,17.68,46024
46,25,248,219,88.31,29,11.69,46025
46,26,349,295,84.53,54,15.47,46026
46,27,353,291,82.44,62,17.56,46027
46,28,186,150,80.65,36,19.35,46028
46,29,186,154,82.8,32,17.2,46029
46,30,305,256,83.93,49,16.07,46030
46,31,295,250,84.75,45,15.25,46031
46,32,247,198,80.16,49,19.84,46032
46,33,293,255,87.03,38,12.97,46033
46,34,315,263,83.49,52,16.51,46034
46,35,217,173,79.72,44,20.28,46035
46,36,267,209,78.28,58,21.72,46036
46,37,192,160,83.33,32,16.67,46037
46,38,272,224,82.35,48,17.65,46038
46,39,225,178,79.11,47,20.89,46039
46,40,262,217,82.82,45,17.18,46040
47,1,189,161,85.19,28,14.81,47001
47,2,290,235,81.03,55,18.97,47002
47,3,235,189,80.43,46,19.57,47003
47,4,335,252,75.22,83,24.78,47004
47,5,292,251,85.96,41,14.04,47005
47,6,303,255,84.16,48,15.84,47006
47,7,275,216,78.55,59,21.45,47007
47,8,290,236,81.38,54,18.62,47008
47,9,247,201,81.38,46,18.62,47009
47,10,418,362,86.6,56,13.4,47010
47,11,256,202,78.91,54,21.09,47011
47,12,304,258,84.87,46,15.13,47012
47,13,326,281,86.2,45,13.8,47013
47,14,259,211,81.47,48,18.53,47014
47,15,399,370,92.73,29,7.27,47015
47,16,313,252,80.51,61,19.49,47016
47,17,295,219,74.24,76,25.76,47017
47,18,273,230,84.25,43,15.75,47018
47,19,440,390,88.64,50,11.36,47019
47,20,286,247,86.36,39,13.64,47020
47,21,298,252,84.56,46,15.44,47021
47,22,346,270,78.03,76,21.97,47022
47,23,389,348,89.46,41,10.54,47023
47,24,315,265,84.13,50,15.87,47024
47,25,294,258,87.76,36,12.24,47025
47,26,377,326,86.47,51,13.53,47026
47,27,250,208,83.2,42,16.8,47027
47,28,279,235,84.23,44,15.77,47028
47,29,308,259,84.09,49,15.91,47029
47,30,361,305,84.49,56,15.51,47030
47,31,328,279,85.06,49,14.94,47031
47,32,369,317,85.91,52,14.09,47032
47,33,254,204,80.31,50,19.69,47033
47,34,347,288,83.0,59,17.0,47034
47,35,293,233,79.52,60,20.48,47035
47,36,363,319,87.88,44,12.12,47036
47,37,284,237,83.45,47,16.55,47037
47,38,280,239,85.36,41,14.64,47038
47,39,313,260,83.07,53,16.93,47039
47,40,344,297,86.34,47,13.66,47040
47,41,370,326,88.11,44,11.89,47041
47,42,302,272,90.07,30,9.93,47042
47,43,231,186,80.52,45,19.48,47043
47,44,218,178,81.65,40,18.35,47044
47,45,302,256,84.77,46,15.23,47045
47,46,269,198,73.61,71,26.39,47046
47,47,317,265,83.6,52,16.4,47047
47,48,33,22,66.67,11,33.33,47048
48,1,331,299,90.33,32,9.67,48001
48,2,142,117,82.39,25,17.61,48002
48,3,329,261,79.33,68,20.67,48003
48,4,270,232,85.93,38,14.07,48004
48,5,180,149,82.78,31,17.22,48005
48,6,362,298,82.32,64,17.68,48006
48,7,332,295,88.86,37,11.14,48007
48,8,144,114,79.17,30,20.83,48008
48,9,196,158,80.61,38,19.39,48009
48,10,466,412,88.41,54,11.59,48010
48,11,268,234,87.31,34,12.69,48011
48,12,392,345,88.01,47,11.99,48012
48,13,362,286,79.01,76,20.99,48013
48,14,134,109,81.34,25,18.66,48014
48,15,177,139,78.53,38,21.47,48015
48,16,295,248,84.07,47,15.93,48016
48,17,252,213,84.52,39,15.48,48017
48,18,176,126,71.59,50,28.41,48018
48,19,252,205,81.35,47,18.65,48019
48,20,360,308,85.56,52,14.44,48020
48,21,359,284,79.11,75,20.89,48021
48,22,262,211,80.53,51,19.47,48022
48,23,302,255,84.44,47,15.56,48023
48,24,292,240,82.19,52,17.81,48024
48,25,264,224,84.85,40,15.15,48025
48,26,114,92,80.7,22,19.3,48026
48,27,264,228,86.36,36,13.64,48027
48,28,264,207,78.41,57,21.59,48028
48,29,73,62,84.93,11,15.07,48029
48,30,282,248,87.94,34,12.06,48030
48,31,322,265,82.3,57,17.7,48031
48,32,303,245,80.86,58,19.14,48032
48,33,171,134,78.36,37,21.64,48033
48,34,250,210,84.0,40,16.0,48034
48,35,174,124,71.26,50,28.74,48035
48,36,173,132,76.3,41,23.7,48036
48,37,307,275,89.58,32,10.42,48037
48,38,354,304,85.88,50,14.12,48038
48,39,181,148,81.77,33,18.23,48039
