ward,precinct,total,Ann Collins Dole,Ann Collins Dole Percent,Joanne Guillemette,Joanne Guillemette Percent,Paul M. McMahon,Paul M. McMahon Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,precinct_id
17,7,169,42,24.85,69,40.83,14,8.28,44,26.04,17007
17,8,122,41,33.61,33,27.05,14,11.48,34,27.87,17008
17,9,92,26,28.26,21,22.83,12,13.04,33,35.87,17009
17,10,134,40,29.85,53,39.55,11,8.21,30,22.39,17010
17,11,127,52,40.94,32,25.2,12,9.45,31,24.41,17011
17,12,168,47,27.98,74,44.05,10,5.95,37,22.02,17012
17,13,75,18,24.0,26,34.67,11,14.67,20,26.67,17013
17,14,118,33,27.97,31,26.27,9,7.63,45,38.14,17014
17,15,105,34,32.38,25,23.81,11,10.48,35,33.33,17015
17,16,99,26,26.26,24,24.24,17,17.17,32,32.32,17016
17,17,71,15,21.13,22,30.99,9,12.68,25,35.21,17017
17,18,161,38,23.6,74,45.96,8,4.97,41,25.47,17018
17,19,40,6,15.0,13,32.5,6,15.0,15,37.5,17019
17,20,101,32,31.68,36,35.64,11,10.89,22,21.78,17020
17,21,204,49,24.02,87,42.65,18,8.82,50,24.51,17021
17,22,138,37,26.81,50,36.23,18,13.04,33,23.91,17022
17,23,107,33,30.84,39,36.45,13,12.15,22,20.56,17023
17,24,126,36,28.57,25,19.84,22,17.46,43,34.13,17024
17,25,76,16,21.05,36,47.37,9,11.84,15,19.74,17025
17,26,162,43,26.54,46,28.4,19,11.73,54,33.33,17026
17,27,173,56,32.37,40,23.12,30,17.34,47,27.17,17027
17,28,102,30,29.41,28,27.45,13,12.75,31,30.39,17028
17,29,148,45,30.41,51,34.46,16,10.81,36,24.32,17029
17,30,147,35,23.81,69,46.94,15,10.2,28,19.05,17030
17,31,116,39,33.62,29,25.0,15,12.93,33,28.45,17031
17,32,132,38,28.79,42,31.82,16,12.12,36,27.27,17032
17,33,111,30,27.03,28,25.23,17,15.32,36,32.43,17033
17,34,92,29,31.52,32,34.78,8,8.7,23,25.0,17034
17,35,80,18,22.5,28,35.0,5,6.25,29,36.25,17035
17,36,76,20,26.32,31,40.79,10,13.16,15,19.74,17036
17,37,85,31,36.47,31,36.47,8,9.41,15,17.65,17037
17,38,131,34,25.95,52,39.69,9,6.87,36,27.48,17038
17,39,77,26,33.77,17,22.08,13,16.88,21,27.27,17039
17,40,93,30,32.26,21,22.58,13,13.98,29,31.18,17040
17,41,108,32,29.63,26,24.07,20,18.52,30,27.78,17041
17,42,97,28,28.87,42,43.3,8,8.25,19,19.59,17042
17,43,96,23,23.96,40,41.67,10,10.42,23,23.96,17043
17,44,87,14,16.09,39,44.83,10,11.49,24,27.59,17044
17,45,71,18,25.35,21,29.58,7,9.86,25,35.21,17045
17,46,127,36,28.35,41,32.28,15,11.81,35,27.56,17046
17,47,66,18,27.27,19,28.79,11,16.67,18,27.27,17047
17,48,150,40,26.67,64,42.67,12,8.0,34,22.67,17048
17,49,95,26,27.37,20,21.05,17,17.89,32,33.68,17049
17,50,97,28,28.87,25,25.77,18,18.56,26,26.8,17050
17,51,138,40,28.99,41,29.71,13,9.42,44,31.88,17051
17,52,162,54,33.33,37,22.84,13,8.02,58,35.8,17052
17,53,107,35,32.71,30,28.04,12,11.21,30,28.04,17053
17,54,151,40,26.49,61,40.4,12,7.95,38,25.17,17054
17,55,114,34,29.82,36,31.58,17,14.91,27,23.68,17055
17,56,128,42,32.81,29,22.66,19,14.84,38,29.69,17056
17,57,139,48,34.53,35,25.18,20,14.39,36,25.9,17057
17,58,104,30,28.85,31,29.81,14,13.46,29,27.88,17058
17,59,43,8,18.6,14,32.56,4,9.3,17,39.53,17059
17,60,191,46,24.08,85,44.5,21,10.99,39,20.42,17060
17,61,109,29,26.61,28,25.69,18,16.51,34,31.19,17061
17,62,110,42,38.18,33,30.0,7,6.36,28,25.45,17062
17,63,67,13,19.4,24,35.82,10,14.93,20,29.85,17063
17,64,78,32,41.03,13,16.67,12,15.38,21,26.92,17064
18,1,87,18,20.69,23,26.44,6,6.9,40,45.98,18001
18,2,162,47,29.01,41,25.31,14,8.64,60,37.04,18002
18,3,131,14,10.69,23,17.56,19,14.5,75,57.25,18003
18,4,203,44,21.67,78,38.42,19,9.36,62,30.54,18004
18,5,156,50,32.05,62,39.74,11,7.05,33,21.15,18005
18,6,141,15,10.64,33,23.4,26,18.44,67,47.52,18006
18,7,116,28,24.14,31,26.72,15,12.93,42,36.21,18007
18,8,68,11,16.18,18,26.47,13,19.12,26,38.24,18008
18,9,198,42,21.21,58,29.29,24,12.12,74,37.37,18009
18,10,261,69,26.44,84,32.18,26,9.96,82,31.42,18010
18,11,151,26,17.22,60,39.74,28,18.54,37,24.5,18011
18,12,215,37,17.21,66,30.7,31,14.42,81,37.67,18012
18,13,191,44,23.04,57,29.84,16,8.38,74,38.74,18013
18,14,217,50,23.04,75,34.56,20,9.22,72,33.18,18014
18,15,85,11,12.94,22,25.88,11,12.94,41,48.24,18015
18,16,193,45,23.32,77,39.9,18,9.33,53,27.46,18016
18,17,140,24,17.14,48,34.29,19,13.57,49,35.0,18017
18,18,206,64,31.07,61,29.61,25,12.14,56,27.18,18018
18,19,227,42,18.5,84,37.0,25,11.01,76,33.48,18019
18,20,186,43,23.12,75,40.32,16,8.6,52,27.96,18020
18,21,241,54,22.41,72,29.88,23,9.54,92,38.17,18021
18,22,191,41,21.47,70,36.65,19,9.95,61,31.94,18022
18,23,151,39,25.83,50,33.11,13,8.61,49,32.45,18023
18,24,223,56,25.11,61,27.35,26,11.66,80,35.87,18024
18,25,64,16,25.0,24,37.5,6,9.38,18,28.13,18025
18,26,150,34,22.67,64,42.67,11,7.33,41,27.33,18026
18,27,125,27,21.6,50,40.0,12,9.6,36,28.8,18027
18,28,195,21,10.77,48,24.62,34,17.44,92,47.18,18028
18,29,178,37,20.79,45,25.28,24,13.48,72,40.45,18029
18,30,115,25,21.74,41,35.65,9,7.83,40,34.78,18030
18,31,134,35,26.12,31,23.13,15,11.19,53,39.55,18031
18,32,226,64,28.32,66,29.2,28,12.39,68,30.09,18032
18,33,141,51,36.17,31,21.99,19,13.48,40,28.37,18033
18,34,247,54,21.86,85,34.41,25,10.12,83,33.6,18034
18,35,197,45,22.84,66,33.5,16,8.12,70,35.53,18035
18,36,121,21,17.36,41,33.88,13,10.74,46,38.02,18036
18,37,120,29,24.17,36,30.0,10,8.33,45,37.5,18037
18,38,219,64,29.22,73,33.33,20,9.13,62,28.31,18038
18,39,126,28,22.22,30,23.81,17,13.49,51,40.48,18039
18,40,222,41,18.47,88,39.64,14,6.31,79,35.59,18040
18,41,175,17,9.71,62,35.43,24,13.71,72,41.14,18041
18,42,90,23,25.56,23,25.56,13,14.44,31,34.44,18042
18,43,104,23,22.12,18,17.31,8,7.69,55,52.88,18043
18,44,86,23,26.74,24,27.91,13,15.12,26,30.23,18044
18,45,199,50,25.13,66,33.17,23,11.56,60,30.15,18045
18,46,206,62,30.1,68,33.01,23,11.17,53,25.73,18046
18,47,119,32,26.89,42,35.29,8,6.72,37,31.09,18047
18,48,84,17,20.24,17,20.24,13,15.48,37,44.05,18048
18,49,121,32,26.45,47,38.84,14,11.57,28,23.14,18049
18,50,154,34,22.08,62,40.26,16,10.39,42,27.27,18050
18,51,219,51,23.29,81,36.99,17,7.76,70,31.96,18051
18,52,186,52,27.96,61,32.8,22,11.83,51,27.42,18052
18,53,133,37,27.82,41,30.83,13,9.77,42,31.58,18053
18,54,183,44,24.04,57,31.15,18,9.84,64,34.97,18054
18,55,165,11,6.67,37,22.42,31,18.79,86,52.12,18055
18,56,130,31,23.85,36,27.69,12,9.23,51,39.23,18056
18,57,135,12,8.89,57,42.22,13,9.63,53,39.26,18057
18,58,142,40,28.17,43,30.28,16,11.27,43,30.28,18058
18,59,111,22,19.82,41,36.94,10,9.01,38,34.23,18059
18,60,206,45,21.84,88,42.72,9,4.37,64,31.07,18060
18,61,164,53,32.32,41,25.0,13,7.93,57,34.76,18061
18,62,111,16,14.41,34,30.63,12,10.81,49,44.14,18062
19,1,261,35,13.41,86,32.95,48,18.39,92,35.25,19001
19,2,208,36,17.31,52,25.0,38,18.27,82,39.42,19002
19,3,198,16,8.08,47,23.74,46,23.23,89,44.95,19003
19,4,195,22,11.28,41,21.03,32,16.41,100,51.28,19004
19,5,250,60,24.0,71,28.4,26,10.4,93,37.2,19005
19,6,185,18,9.73,34,18.38,45,24.32,88,47.57,19006
19,7,203,28,13.79,40,19.7,46,22.66,89,43.84,19007
19,8,169,6,3.55,64,37.87,33,19.53,66,39.05,19008
19,9,155,20,12.9,34,21.94,25,16.13,76,49.03,19009
19,10,304,85,27.96,87,28.62,48,15.79,84,27.63,19010
19,11,246,24,9.76,67,27.24,54,21.95,101,41.06,19011
19,12,220,11,5.0,68,30.91,39,17.73,102,46.36,19012
19,13,172,29,16.86,73,42.44,15,8.72,55,31.98,19013
19,14,148,10,6.76,44,29.73,32,21.62,62,41.89,19014
19,15,141,15,10.64,38,26.95,37,26.24,51,36.17,19015
19,16,300,21,7.0,139,46.33,41,13.67,99,33.0,19016
19,17,241,30,12.45,71,29.46,46,19.09,94,39.0,19017
19,18,286,75,26.22,93,32.52,34,11.89,84,29.37,19018
19,19,236,38,16.1,56,23.73,35,14.83,107,45.34,19019
19,20,182,42,23.08,53,29.12,19,10.44,68,37.36,19020
19,21,173,11,6.36,51,29.48,45,26.01,66,38.15,19021
19,22,249,52,20.88,75,30.12,35,14.06,87,34.94,19022
19,23,241,36,14.94,80,33.2,43,17.84,82,34.02,19023
19,24,199,21,10.55,53,26.63,37,18.59,88,44.22,19024
19,25,275,51,18.55,56,20.36,62,22.55,106,38.55,19025
19,26,251,56,22.31,79,31.47,43,17.13,73,29.08,19026
19,27,128,31,24.22,32,25.0,13,10.16,52,40.63,19027
19,28,240,59,24.58,88,36.67,16,6.67,77,32.08,19028
19,29,179,16,8.94,33,18.44,62,34.64,68,37.99,19029
19,30,190,24,12.63,51,26.84,42,22.11,73,38.42,19030
19,31,217,42,19.35,52,23.96,34,15.67,89,41.01,19031
19,32,287,33,11.5,120,41.81,47,16.38,87,30.31,19032
19,33,222,19,8.56,56,25.23,50,22.52,97,43.69,19033
19,34,231,44,19.05,61,26.41,47,20.35,79,34.2,19034
19,35,236,46,19.49,54,22.88,45,19.07,91,38.56,19035
19,36,140,31,22.14,25,17.86,17,12.14,67,47.86,19036
19,37,226,39,17.26,80,35.4,32,14.16,75,33.19,19037
19,38,92,31,33.7,19,20.65,12,13.04,30,32.61,19038
19,39,120,23,19.17,40,33.33,19,15.83,38,31.67,19039
19,40,204,49,24.02,54,26.47,33,16.18,68,33.33,19040
19,41,168,13,7.74,36,21.43,34,20.24,85,50.6,19041
19,42,161,38,23.6,47,29.19,10,6.21,66,40.99,19042
19,43,232,71,30.6,69,29.74,17,7.33,75,32.33,19043
19,44,168,19,11.31,45,26.79,42,25.0,62,36.9,19044
19,45,251,22,8.76,82,32.67,42,16.73,105,41.83,19045
19,46,313,47,15.02,102,32.59,62,19.81,102,32.59,19046
19,47,158,29,18.35,56,35.44,14,8.86,59,37.34,19047
19,48,165,32,19.39,81,49.09,11,6.67,41,24.85,19048
19,49,301,70,23.26,127,42.19,26,8.64,78,25.91,19049
19,50,216,38,17.59,97,44.91,24,11.11,57,26.39,19050
19,51,193,22,11.4,52,26.94,39,20.21,80,41.45,19051
19,52,134,14,10.45,32,23.88,29,21.64,59,44.03,19052
19,53,231,27,11.69,47,20.35,59,25.54,98,42.42,19053
19,54,154,18,11.69,18,11.69,45,29.22,73,47.4,19054
19,55,199,20,10.05,56,28.14,40,20.1,83,41.71,19055
19,56,282,62,21.99,57,20.21,32,11.35,131,46.45,19056
19,57,279,72,25.81,71,25.45,41,14.7,95,34.05,19057
19,58,228,21,9.21,86,37.72,44,19.3,77,33.77,19058
19,59,232,17,7.33,54,23.28,50,21.55,111,47.84,19059
19,60,201,44,21.89,99,49.25,10,4.98,48,23.88,19060
19,61,301,40,13.29,104,34.55,45,14.95,112,37.21,19061
19,62,230,26,11.3,93,40.43,49,21.3,62,26.96,19062
19,63,169,33,19.53,66,39.05,15,8.88,55,32.54,19063
19,64,281,55,19.57,103,36.65,35,12.46,88,31.32,19064
19,65,180,38,21.11,48,26.67,27,15.0,67,37.22,19065
19,66,294,73,24.83,119,40.48,19,6.46,83,28.23,19066
19,67,46,9,19.57,10,21.74,11,23.91,16,34.78,19067
20,1,122,29,23.77,37,30.33,17,13.93,39,31.97,20001
20,2,115,32,27.83,39,33.91,10,8.7,34,29.57,20002
20,3,110,27,24.55,44,40.0,10,9.09,29,26.36,20003
20,4,88,11,12.5,25,28.41,14,15.91,38,43.18,20004
20,5,79,20,25.32,21,26.58,9,11.39,29,36.71,20005
20,6,131,29,22.14,60,45.8,12,9.16,30,22.9,20006
20,7,58,15,25.86,15,25.86,13,22.41,15,25.86,20007
20,8,46,6,13.04,7,15.22,7,15.22,26,56.52,20008
20,9,116,18,15.52,55,47.41,8,6.9,35,30.17,20009
20,10,105,30,28.57,26,24.76,9,8.57,40,38.1,20010
20,11,81,21,25.93,23,28.4,7,8.64,30,37.04,20011
20,12,82,29,35.37,24,29.27,8,9.76,21,25.61,20012
20,13,114,36,31.58,28,24.56,21,18.42,29,25.44,20013
20,14,199,64,32.16,59,29.65,18,9.05,58,29.15,20014
20,15,79,13,16.46,17,21.52,7,8.86,42,53.16,20015
20,16,157,35,22.29,51,32.48,20,12.74,51,32.48,20016
20,17,92,24,26.09,24,26.09,13,14.13,31,33.7,20017
20,18,124,29,23.39,46,37.1,14,11.29,35,28.23,20018
20,19,89,21,23.6,34,38.2,8,8.99,26,29.21,20019
20,20,84,13,15.48,39,46.43,10,11.9,22,26.19,20020
20,21,42,5,11.9,6,14.29,5,11.9,26,61.9,20021
20,22,138,30,21.74,56,40.58,17,12.32,35,25.36,20022
20,23,153,38,24.84,53,34.64,20,13.07,42,27.45,20023
20,24,129,36,27.91,38,29.46,14,10.85,41,31.78,20024
20,25,87,28,32.18,28,32.18,10,11.49,21,24.14,20025
20,26,153,50,32.68,30,19.61,25,16.34,48,31.37,20026
20,27,71,21,29.58,24,33.8,1,1.41,25,35.21,20027
20,28,149,18,12.08,79,53.02,16,10.74,36,24.16,20028
20,29,116,38,32.76,44,37.93,11,9.48,23,19.83,20029
20,30,134,34,25.37,57,42.54,9,6.72,34,25.37,20030
20,31,120,28,23.33,39,32.5,18,15.0,35,29.17,20031
20,32,120,34,28.33,32,26.67,15,12.5,39,32.5,20032
20,33,136,35,25.74,51,37.5,14,10.29,36,26.47,20033
20,34,146,38,26.03,46,31.51,20,13.7,42,28.77,20034
20,35,70,25,35.71,27,38.57,8,11.43,10,14.29,20035
20,36,106,27,25.47,26,24.53,16,15.09,37,34.91,20036
20,37,149,22,14.77,78,52.35,11,7.38,38,25.5,20037
20,38,25,4,16.0,9,36.0,3,12.0,9,36.0,20038
20,39,99,20,20.2,37,37.37,11,11.11,31,31.31,20039
20,40,83,20,24.1,35,42.17,9,10.84,19,22.89,20040
20,41,35,6,17.14,7,20.0,5,14.29,17,48.57,20041
20,42,93,25,26.88,36,38.71,6,6.45,26,27.96,20042
20,43,33,11,33.33,12,36.36,4,12.12,6,18.18,20043
20,44,178,58,32.58,69,38.76,12,6.74,39,21.91,20044
20,45,87,19,21.84,37,42.53,10,11.49,21,24.14,20045
20,46,77,20,25.97,30,38.96,6,7.79,21,27.27,20046
20,47,86,29,33.72,15,17.44,10,11.63,32,37.21,20047
20,48,59,9,15.25,33,55.93,8,13.56,9,15.25,20048
20,49,104,21,20.19,54,51.92,10,9.62,19,18.27,20049
20,50,77,18,23.38,31,40.26,8,10.39,20,25.97,20050
21,1,273,61,22.34,111,40.66,24,8.79,77,28.21,21001
21,2,165,51,30.91,35,21.21,20,12.12,59,35.76,21002
21,3,168,39,23.21,65,38.69,16,9.52,48,28.57,21003
21,4,181,55,30.39,72,39.78,9,4.97,45,24.86,21004
21,5,162,35,21.6,66,40.74,14,8.64,47,29.01,21005
21,6,132,27,20.45,39,29.55,16,12.12,50,37.88,21006
21,7,166,50,30.12,53,31.93,16,9.64,47,28.31,21007
21,8,207,57,27.54,66,31.88,30,14.49,54,26.09,21008
21,9,193,47,24.35,53,27.46,23,11.92,70,36.27,21009
21,10,126,34,26.98,40,31.75,12,9.52,40,31.75,21010
21,11,197,63,31.98,76,38.58,18,9.14,40,20.3,21011
21,12,173,49,28.32,58,33.53,15,8.67,51,29.48,21012
21,13,98,34,34.69,23,23.47,12,12.24,29,29.59,21013
21,14,157,27,17.2,77,49.04,11,7.01,42,26.75,21014
21,15,138,28,20.29,47,34.06,16,11.59,47,34.06,21015
21,16,161,43,26.71,57,35.4,23,14.29,38,23.6,21016
21,17,164,37,22.56,55,33.54,16,9.76,56,34.15,21017
21,18,174,36,20.69,94,54.02,11,6.32,33,18.97,21018
21,19,127,28,22.05,36,28.35,20,15.75,43,33.86,21019
21,20,96,25,26.04,23,23.96,15,15.63,33,34.38,21020
21,21,187,46,24.6,74,39.57,17,9.09,50,26.74,21021
21,22,167,31,18.56,69,41.32,18,10.78,49,29.34,21022
21,23,140,35,25.0,57,40.71,8,5.71,40,28.57,21023
21,24,180,44,24.44,63,35.0,13,7.22,60,33.33,21024
21,25,148,38,25.68,54,36.49,12,8.11,44,29.73,21025
21,26,135,27,20.0,50,37.04,18,13.33,40,29.63,21026
21,27,203,62,30.54,69,33.99,23,11.33,49,24.14,21027
21,28,142,38,26.76,40,28.17,17,11.97,47,33.1,21028
21,29,89,24,26.97,25,28.09,10,11.24,30,33.71,21029
21,30,139,42,30.22,41,29.5,10,7.19,46,33.09,21030
21,31,220,53,24.09,77,35.0,18,8.18,72,32.73,21031
21,32,148,36,24.32,55,37.16,14,9.46,43,29.05,21032
21,33,163,40,24.54,59,36.2,11,6.75,53,32.52,21033
21,34,214,63,29.44,67,31.31,18,8.41,66,30.84,21034
21,35,103,23,22.33,36,34.95,11,10.68,33,32.04,21035
21,36,147,38,25.85,51,34.69,18,12.24,40,27.21,21036
21,37,103,40,38.83,26,25.24,11,10.68,26,25.24,21037
21,38,161,34,21.12,49,30.43,15,9.32,63,39.13,21038
21,39,140,44,31.43,31,22.14,15,10.71,50,35.71,21039
21,40,188,53,28.19,58,30.85,21,11.17,56,29.79,21040
21,41,134,49,36.57,26,19.4,13,9.7,46,34.33,21041
21,42,172,53,30.81,50,29.07,15,8.72,54,31.4,21042
21,43,131,31,23.66,46,35.11,11,8.4,43,32.82,21043
21,44,148,42,28.38,36,24.32,15,10.14,55,37.16,21044
21,45,134,33,24.63,39,29.1,15,11.19,47,35.07,21045
21,46,100,36,36.0,26,26.0,10,10.0,28,28.0,21046
21,47,224,68,30.36,67,29.91,17,7.59,72,32.14,21047
21,48,216,44,20.37,72,33.33,15,6.94,85,39.35,21048
21,49,220,59,26.82,70,31.82,29,13.18,62,28.18,21049
21,50,151,41,27.15,50,33.11,13,8.61,47,31.13,21050
21,51,190,53,27.89,69,36.32,25,13.16,43,22.63,21051
21,52,183,51,27.87,52,28.42,23,12.57,57,31.15,21052
21,53,112,25,22.32,29,25.89,15,13.39,43,38.39,21053
21,54,176,48,27.27,63,35.8,14,7.95,51,28.98,21054
21,55,180,58,32.22,52,28.89,21,11.67,49,27.22,21055
21,56,130,34,26.15,27,20.77,15,11.54,54,41.54,21056
21,57,138,33,23.91,41,29.71,17,12.32,47,34.06,21057
21,58,138,38,27.54,47,34.06,11,7.97,42,30.43,21058
21,59,214,49,22.9,92,42.99,21,9.81,52,24.3,21059
21,60,184,54,29.35,37,20.11,28,15.22,65,35.33,21060
21,61,162,37,22.84,39,24.07,33,20.37,53,32.72,21061
21,62,180,57,31.67,56,31.11,12,6.67,55,30.56,21062
21,63,165,29,17.58,85,51.52,15,9.09,36,21.82,21063
21,64,103,29,28.16,25,24.27,15,14.56,34,33.01,21064
21,65,265,61,23.02,110,41.51,22,8.3,72,27.17,21065
21,66,124,34,27.42,32,25.81,12,9.68,46,37.1,21066
21,67,164,59,35.98,41,25.0,18,10.98,46,28.05,21067
21,68,168,52,30.95,54,32.14,16,9.52,46,27.38,21068
21,69,137,35,25.55,44,32.12,15,10.95,43,31.39,21069
21,70,171,50,29.24,55,32.16,19,11.11,47,27.49,21070
21,71,134,37,27.61,38,28.36,12,8.96,47,35.07,21071
21,72,141,50,35.46,35,24.82,13,9.22,43,30.5,21072
21,73,200,52,26.0,67,33.5,21,10.5,60,30.0,21073
21,74,60,12,20.0,16,26.67,12,20.0,20,33.33,21074
22,1,72,12,16.67,22,30.56,5,6.94,33,45.83,22001
22,2,56,13,23.21,9,16.07,5,8.93,29,51.79,22002
22,3,110,18,16.36,17,15.45,14,12.73,61,55.45,22003
22,4,96,9,9.38,30,31.25,6,6.25,51,53.13,22004
22,5,101,14,13.86,32,31.68,7,6.93,48,47.52,22005
22,6,101,15,14.85,49,48.51,4,3.96,33,32.67,22006
22,7,113,33,29.2,35,30.97,12,10.62,33,29.2,22007
22,8,72,8,11.11,22,30.56,5,6.94,37,51.39,22008
22,9,107,17,15.89,21,19.63,6,5.61,63,58.88,22009
22,10,81,11,13.58,19,23.46,13,16.05,38,46.91,22010
22,11,73,12,16.44,13,17.81,14,19.18,34,46.58,22011
22,12,80,10,12.5,20,25.0,11,13.75,39,48.75,22012
22,13,107,15,14.02,19,17.76,11,10.28,62,57.94,22013
22,14,71,17,23.94,14,19.72,8,11.27,32,45.07,22014
22,15,78,11,14.1,14,17.95,10,12.82,43,55.13,22015
22,16,110,14,12.73,29,26.36,16,14.55,51,46.36,22016
22,17,94,12,12.77,21,22.34,14,14.89,47,50.0,22017
22,18,97,11,11.34,20,20.62,14,14.43,52,53.61,22018
22,19,94,36,38.3,13,13.83,13,13.83,32,34.04,22019
22,20,123,30,24.39,31,25.2,7,5.69,55,44.72,22020
22,21,141,37,26.24,47,33.33,14,9.93,43,30.5,22021
22,22,69,11,15.94,25,36.23,6,8.7,27,39.13,22022
22,23,96,14,14.58,30,31.25,6,6.25,46,47.92,22023
22,24,70,15,21.43,15,21.43,7,10.0,33,47.14,22024
22,25,72,18,25.0,15,20.83,6,8.33,33,45.83,22025
22,26,80,7,8.75,12,15.0,7,8.75,54,67.5,22026
22,27,103,14,13.59,24,23.3,8,7.77,57,55.34,22027
22,28,57,8,14.04,12,21.05,6,10.53,31,54.39,22028
22,29,63,12,19.05,20,31.75,3,4.76,28,44.44,22029
23,1,182,19,10.44,61,33.52,27,14.84,75,41.21,23001
23,2,241,17,7.05,114,47.3,27,11.2,83,34.44,23002
23,3,179,22,12.29,47,26.26,31,17.32,79,44.13,23003
23,4,188,11,5.85,58,30.85,33,17.55,86,45.74,23004
23,5,162,22,13.58,26,16.05,13,8.02,101,62.35,23005
23,6,193,15,7.77,72,37.31,14,7.25,92,47.67,23006
23,7,64,11,17.19,39,60.94,3,4.69,11,17.19,23007
23,8,199,17,8.54,70,35.18,21,10.55,91,45.73,23008
23,9,173,27,15.61,31,17.92,11,6.36,104,60.12,23009
23,10,223,13,5.83,124,55.61,16,7.17,70,31.39,23010
23,11,217,18,8.29,79,36.41,27,12.44,93,42.86,23011
23,12,195,11,5.64,54,27.69,28,14.36,102,52.31,23012
23,13,231,31,13.42,51,22.08,22,9.52,127,54.98,23013
23,14,82,19,23.17,38,46.34,9,10.98,16,19.51,23014
23,15,158,19,12.03,21,13.29,23,14.56,95,60.13,23015
23,16,202,21,10.4,56,27.72,28,13.86,97,48.02,23016
23,17,234,42,17.95,54,23.08,36,15.38,102,43.59,23017
23,18,151,9,5.96,46,30.46,19,12.58,77,50.99,23018
23,19,174,8,4.6,59,33.91,15,8.62,92,52.87,23019
23,20,197,11,5.58,61,30.96,22,11.17,103,52.28,23020
23,21,154,42,27.27,50,32.47,10,6.49,52,33.77,23021
23,22,186,21,11.29,56,30.11,24,12.9,85,45.7,23022
23,23,161,16,9.94,50,31.06,16,9.94,79,49.07,23023
23,24,99,17,17.17,19,19.19,7,7.07,56,56.57,23024
23,25,120,18,15.0,22,18.33,13,10.83,67,55.83,23025
23,26,186,21,11.29,55,29.57,28,15.05,82,44.09,23026
23,27,123,11,8.94,37,30.08,16,13.01,59,47.97,23027
23,28,181,20,11.05,51,28.18,27,14.92,83,45.86,23028
23,29,153,18,11.76,38,24.84,9,5.88,88,57.52,23029
23,30,193,15,7.77,77,39.9,17,8.81,84,43.52,23030
23,31,158,25,15.82,51,32.28,17,10.76,65,41.14,23031
23,32,217,28,12.9,77,35.48,21,9.68,91,41.94,23032
23,33,194,13,6.7,63,32.47,18,9.28,100,51.55,23033
23,34,128,13,10.16,23,17.97,12,9.38,80,62.5,23034
23,35,140,40,28.57,45,32.14,11,7.86,44,31.43,23035
23,36,260,16,6.15,93,35.77,32,12.31,119,45.77,23036
23,37,130,30,23.08,58,44.62,12,9.23,30,23.08,23037
23,38,135,16,11.85,41,30.37,17,12.59,61,45.19,23038
23,39,148,8,5.41,60,40.54,19,12.84,61,41.22,23039
23,40,177,13,7.34,52,29.38,32,18.08,80,45.2,23040
23,41,146,17,11.64,31,21.23,17,11.64,81,55.48,23041
23,42,169,14,8.28,64,37.87,22,13.02,69,40.83,23042
23,43,187,16,8.56,38,20.32,17,9.09,116,62.03,23043
23,44,203,17,8.37,79,38.92,16,7.88,91,44.83,23044
23,45,196,18,9.18,68,34.69,20,10.2,90,45.92,23045
23,46,244,12,4.92,101,41.39,35,14.34,96,39.34,23046
23,47,221,20,9.05,59,26.7,24,10.86,118,53.39,23047
23,48,148,11,7.43,66,44.59,13,8.78,58,39.19,23048
23,49,232,27,11.64,62,26.72,32,13.79,111,47.84,23049
23,50,121,17,14.05,33,27.27,14,11.57,57,47.11,23050
23,51,188,28,14.89,58,30.85,19,10.11,83,44.15,23051
23,52,217,24,11.06,66,30.41,24,11.06,103,47.47,23052
23,53,128,9,7.03,57,44.53,11,8.59,51,39.84,23053
23,54,221,19,8.6,59,26.7,25,11.31,118,53.39,23054
23,55,205,18,8.78,57,27.8,22,10.73,108,52.68,23055
23,56,137,14,10.22,38,27.74,16,11.68,69,50.36,23056
24,1,99,32,32.32,33,33.33,4,4.04,30,30.3,24001
24,2,81,27,33.33,27,33.33,7,8.64,20,24.69,24002
24,3,104,21,20.19,43,41.35,8,7.69,32,30.77,24003
24,4,119,46,38.66,22,18.49,11,9.24,40,33.61,24004
24,5,115,27,23.48,25,21.74,20,17.39,43,37.39,24005
24,6,133,31,23.31,48,36.09,19,14.29,35,26.32,24006
24,7,120,37,30.83,43,35.83,20,16.67,20,16.67,24007
24,8,88,30,34.09,23,26.14,12,13.64,23,26.14,24008
24,9,107,34,31.78,41,38.32,9,8.41,23,21.5,24009
24,10,113,41,36.28,43,38.05,6,5.31,23,20.35,24010
24,11,53,17,32.08,13,24.53,13,24.53,10,18.87,24011
24,12,79,16,20.25,29,36.71,7,8.86,27,34.18,24012
24,13,104,23,22.12,32,30.77,15,14.42,34,32.69,24013
24,14,183,47,25.68,59,32.24,30,16.39,47,25.68,24014
24,15,102,34,33.33,24,23.53,13,12.75,31,30.39,24015
24,16,93,22,23.66,35,37.63,9,9.68,27,29.03,24016
24,17,95,20,21.05,26,27.37,16,16.84,33,34.74,24017
24,18,63,26,41.27,10,15.87,6,9.52,21,33.33,24018
24,19,95,22,23.16,21,22.11,17,17.89,35,36.84,24019
24,20,119,43,36.13,26,21.85,17,14.29,33,27.73,24020
24,21,79,23,29.11,21,26.58,16,20.25,19,24.05,24021
24,22,108,25,23.15,42,38.89,11,10.19,30,27.78,24022
24,23,97,31,31.96,27,27.84,11,11.34,28,28.87,24023
24,24,84,26,30.95,24,28.57,11,13.1,23,27.38,24024
