ward,precinct,total,Jesse White,Jesse White Percent,Michael Webster,Michael Webster Percent,Christopher Michel,Christopher Michel Percent,precinct_id
26,5,208,187,89.9,15,7.21,6,2.88,26005
26,6,198,171,86.36,21,10.61,6,3.03,26006
26,7,160,134,83.75,18,11.25,8,5.0,26007
26,8,100,87,87.0,11,11.0,2,2.0,26008
26,9,191,178,93.19,4,2.09,9,4.71,26009
26,10,227,194,85.46,23,10.13,10,4.41,26010
26,11,208,177,85.1,24,11.54,7,3.37,26011
26,12,191,175,91.62,10,5.24,6,3.14,26012
26,13,137,122,89.05,10,7.3,5,3.65,26013
26,14,120,109,90.83,4,3.33,7,5.83,26014
26,15,120,110,91.67,7,5.83,3,2.5,26015
26,16,112,97,86.61,11,9.82,4,3.57,26016
26,17,191,141,73.82,42,21.99,8,4.19,26017
26,18,167,153,91.62,7,4.19,7,4.19,26018
26,19,147,136,92.52,8,5.44,3,2.04,26019
26,20,200,179,89.5,14,7.0,7,3.5,26020
26,21,254,226,88.98,18,7.09,10,3.94,26021
26,22,122,107,87.7,9,7.38,6,4.92,26022
26,23,140,121,86.43,11,7.86,8,5.71,26023
26,24,182,167,91.76,13,7.14,2,1.1,26024
26,25,189,165,87.3,15,7.94,9,4.76,26025
26,26,137,126,91.97,10,7.3,1,0.73,26026
26,27,211,192,91.0,15,7.11,4,1.9,26027
26,28,262,213,81.3,40,15.27,9,3.44,26028
26,29,113,102,90.27,8,7.08,3,2.65,26029
26,30,152,147,96.71,2,1.32,3,1.97,26030
26,31,118,103,87.29,13,11.02,2,1.69,26031
26,32,240,182,75.83,41,17.08,17,7.08,26032
26,33,207,184,88.89,15,7.25,8,3.86,26033
26,34,239,214,89.54,15,6.28,10,4.18,26034
26,35,187,169,90.37,10,5.35,8,4.28,26035
26,36,172,138,80.23,23,13.37,11,6.4,26036
26,37,207,193,93.24,9,4.35,5,2.42,26037
26,38,121,109,90.08,10,8.26,2,1.65,26038
26,39,217,189,87.1,21,9.68,7,3.23,26039
26,40,106,94,88.68,10,9.43,2,1.89,26040
26,41,207,193,93.24,9,4.35,5,2.42,26041
26,42,148,131,88.51,12,8.11,5,3.38,26042
26,43,115,104,90.43,5,4.35,6,5.22,26043
26,44,117,110,94.02,5,4.27,2,1.71,26044
26,45,84,75,89.29,4,4.76,5,5.95,26045
26,46,159,122,76.73,33,20.75,4,2.52,26046
26,47,146,134,91.78,10,6.85,2,1.37,26047
26,48,190,172,90.53,10,5.26,8,4.21,26048
26,49,115,103,89.57,7,6.09,5,4.35,26049
27,1,322,235,72.98,69,21.43,18,5.59,27001
27,2,374,322,86.1,37,9.89,15,4.01,27002
27,3,198,188,94.95,6,3.03,4,2.02,27003
27,4,203,185,91.13,10,4.93,8,3.94,27004
27,5,213,208,97.65,4,1.88,1,0.47,27005
27,6,233,200,85.84,28,12.02,5,2.15,27006
27,7,324,271,83.64,37,11.42,16,4.94,27007
27,8,263,256,97.34,4,1.52,3,1.14,27008
27,9,148,106,71.62,38,25.68,4,2.7,27009
27,10,324,309,95.37,9,2.78,6,1.85,27010
27,11,278,211,75.9,58,20.86,9,3.24,27011
27,12,227,168,74.01,54,23.79,5,2.2,27012
27,13,428,402,93.93,17,3.97,9,2.1,27013
27,14,210,205,97.62,2,0.95,3,1.43,27014
27,15,270,264,97.78,3,1.11,3,1.11,27015
27,16,265,187,70.57,73,27.55,5,1.89,27016
27,17,289,280,96.89,5,1.73,4,1.38,27017
27,18,290,284,97.93,6,2.07,0,0.0,27018
27,19,205,190,92.68,10,4.88,5,2.44,27019
27,20,291,286,98.28,2,0.69,3,1.03,27020
27,21,277,218,78.7,56,20.22,3,1.08,27021
27,22,222,215,96.85,3,1.35,4,1.8,27022
27,23,253,248,98.02,2,0.79,3,1.19,27023
27,24,236,229,97.03,5,2.12,2,0.85,27024
27,25,264,239,90.53,17,6.44,8,3.03,27025
27,26,272,260,95.59,6,2.21,6,2.21,27026
27,27,340,319,93.82,18,5.29,3,0.88,27027
27,28,150,131,87.33,18,12.0,1,0.67,27028
27,29,254,243,95.67,8,3.15,3,1.18,27029
27,30,193,187,96.89,5,2.59,1,0.52,27030
27,31,279,271,97.13,2,0.72,6,2.15,27031
27,32,236,216,91.53,11,4.66,9,3.81,27032
27,33,316,268,84.81,43,13.61,5,1.58,27033
27,34,337,328,97.33,5,1.48,4,1.19,27034
27,35,317,239,75.39,59,18.61,19,5.99,27035
27,36,227,213,93.83,9,3.96,5,2.2,27036
27,37,365,332,90.96,26,7.12,7,1.92,27037
27,38,473,399,84.36,59,12.47,15,3.17,27038
27,39,240,235,97.92,3,1.25,2,0.83,27039
27,40,314,268,85.35,41,13.06,5,1.59,27040
27,41,321,315,98.13,4,1.25,2,0.62,27041
27,42,217,183,84.33,32,14.75,2,0.92,27042
27,43,273,259,94.87,6,2.2,8,2.93,27043
27,44,291,284,97.59,2,0.69,5,1.72,27044
27,45,324,233,71.91,78,24.07,13,4.01,27045
27,46,223,165,73.99,56,25.11,2,0.9,27046
27,47,251,232,92.43,18,7.17,1,0.4,27047
27,48,442,390,88.24,42,9.5,10,2.26,27048
27,49,214,207,96.73,4,1.87,3,1.4,27049
27,50,288,281,97.57,3,1.04,4,1.39,27050
28,1,281,273,97.15,2,0.71,6,2.14,28001
28,2,247,239,96.76,2,0.81,6,2.43,28002
28,3,250,243,97.2,4,1.6,3,1.2,28003
28,4,217,179,82.49,29,13.36,9,4.15,28004
28,5,189,185,97.88,3,1.59,1,0.53,28005
28,6,167,148,88.62,13,7.78,6,3.59,28006
28,7,318,316,99.37,1,0.31,1,0.31,28007
28,8,197,146,74.11,40,20.3,11,5.58,28008
28,9,313,312,99.68,0,0.0,1,0.32,28009
28,10,282,239,84.75,37,13.12,6,2.13,28010
28,11,437,385,88.1,35,8.01,17,3.89,28011
28,12,328,324,98.78,1,0.3,3,0.91,28012
28,13,301,295,98.01,5,1.66,1,0.33,28013
28,14,212,209,98.58,1,0.47,2,0.94,28014
28,15,118,113,95.76,3,2.54,2,1.69,28015
28,16,171,170,99.42,0,0.0,1,0.58,28016
28,17,263,257,97.72,2,0.76,4,1.52,28017
28,18,222,217,97.75,2,0.9,3,1.35,28018
28,19,208,180,86.54,16,7.69,12,5.77,28019
28,20,260,249,95.77,3,1.15,8,3.08,28020
28,21,272,269,98.9,0,0.0,3,1.1,28021
28,22,259,252,97.3,3,1.16,4,1.54,28022
28,23,354,342,96.61,10,2.82,2,0.56,28023
28,24,281,276,98.22,0,0.0,5,1.78,28024
28,25,385,372,96.62,10,2.6,3,0.78,28025
28,26,349,340,97.42,4,1.15,5,1.43,28026
28,27,254,198,77.95,48,18.9,8,3.15,28027
28,28,303,249,82.18,47,15.51,7,2.31,28028
28,29,149,145,97.32,4,2.68,0,0.0,28029
28,30,52,52,100.0,0,0.0,0,0.0,28030
28,31,421,408,96.91,8,1.9,5,1.19,28031
28,32,301,286,95.02,11,3.65,4,1.33,28032
28,33,345,331,95.94,5,1.45,9,2.61,28033
28,34,419,407,97.14,7,1.67,5,1.19,28034
28,35,366,352,96.17,5,1.37,9,2.46,28035
28,36,182,176,96.7,2,1.1,4,2.2,28036
28,37,428,420,98.13,3,0.7,5,1.17,28037
28,38,174,170,97.7,2,1.15,2,1.15,28038
28,39,243,237,97.53,3,1.23,3,1.23,28039
28,40,410,402,98.05,5,1.22,3,0.73,28040
28,41,236,230,97.46,2,0.85,4,1.69,28041
28,42,336,325,96.73,6,1.79,5,1.49,28042
28,43,402,394,98.01,2,0.5,6,1.49,28043
28,44,253,249,98.42,2,0.79,2,0.79,28044
28,45,232,186,80.17,34,14.66,12,5.17,28045
28,46,401,334,83.29,48,11.97,19,4.74,28046
29,1,419,373,89.02,35,8.35,11,2.63,29001
29,2,542,529,97.6,8,1.48,5,0.92,29002
29,3,424,418,98.58,2,0.47,4,0.94,29003
29,4,436,429,98.39,2,0.46,5,1.15,29004
29,5,341,331,97.07,5,1.47,5,1.47,29005
29,6,329,323,98.18,3,0.91,3,0.91,29006
29,7,327,303,92.66,19,5.81,5,1.53,29007
29,8,295,289,97.97,3,1.02,3,1.02,29008
29,9,424,366,86.32,51,12.03,7,1.65,29009
29,10,444,388,87.39,48,10.81,8,1.8,29010
29,11,258,253,98.06,1,0.39,4,1.55,29011
29,12,424,410,96.7,7,1.65,7,1.65,29012
29,13,406,395,97.29,9,2.22,2,0.49,29013
29,14,378,369,97.62,4,1.06,5,1.32,29014
29,15,421,413,98.1,2,0.48,6,1.43,29015
29,16,394,391,99.24,1,0.25,2,0.51,29016
29,17,322,314,97.52,4,1.24,4,1.24,29017
29,18,351,342,97.44,6,1.71,3,0.85,29018
29,19,392,376,95.92,9,2.3,7,1.79,29019
29,20,452,436,96.46,10,2.21,6,1.33,29020
29,21,408,398,97.55,2,0.49,8,1.96,29021
29,22,325,300,92.31,15,4.62,10,3.08,29022
29,23,344,282,81.98,49,14.24,13,3.78,29023
29,24,337,327,97.03,9,2.67,1,0.3,29024
29,25,421,413,98.1,6,1.43,2,0.48,29025
29,26,372,357,95.97,9,2.42,6,1.61,29026
29,27,289,282,97.58,2,0.69,5,1.73,29027
29,28,492,485,98.58,0,0.0,7,1.42,29028
29,29,298,226,75.84,68,22.82,4,1.34,29029
29,30,415,376,90.6,29,6.99,10,2.41,29030
29,31,285,206,72.28,67,23.51,12,4.21,29031
29,32,281,203,72.24,68,24.2,10,3.56,29032
29,33,293,286,97.61,5,1.71,2,0.68,29033
29,34,231,205,88.74,23,9.96,3,1.3,29034
29,35,279,270,96.77,4,1.43,5,1.79,29035
29,36,333,327,98.2,2,0.6,4,1.2,29036
29,37,357,344,96.36,5,1.4,8,2.24,29037
29,38,292,236,80.82,45,15.41,11,3.77,29038
29,39,278,217,78.06,51,18.35,10,3.6,29039
29,40,419,414,98.81,2,0.48,3,0.72,29040
29,41,338,333,98.52,3,0.89,2,0.59,29041
29,42,383,379,98.96,1,0.26,3,0.78,29042
29,43,439,407,92.71,24,5.47,8,1.82,29043
29,44,460,449,97.61,7,1.52,4,0.87,29044
30,1,283,238,84.1,30,10.6,15,5.3,30001
30,2,279,232,83.15,40,14.34,7,2.51,30002
30,3,216,179,82.87,28,12.96,9,4.17,30003
30,4,270,221,81.85,41,15.19,8,2.96,30004
30,5,177,157,88.7,16,9.04,4,2.26,30005
30,6,211,177,83.89,22,10.43,12,5.69,30006
30,7,273,218,79.85,37,13.55,18,6.59,30007
30,8,313,254,81.15,41,13.1,18,5.75,30008
30,9,227,178,78.41,42,18.5,7,3.08,30009
30,10,282,229,81.21,45,15.96,8,2.84,30010
30,11,223,197,88.34,23,10.31,3,1.35,30011
30,12,231,191,82.68,36,15.58,4,1.73,30012
30,13,226,186,82.3,32,14.16,8,3.54,30013
30,14,166,135,81.33,22,13.25,9,5.42,30014
30,15,316,254,80.38,55,17.41,7,2.22,30015
30,16,132,100,75.76,28,21.21,4,3.03,30016
30,17,290,239,82.41,39,13.45,12,4.14,30017
30,18,220,191,86.82,21,9.55,8,3.64,30018
30,19,207,180,86.96,21,10.14,6,2.9,30019
30,20,299,257,85.95,36,12.04,6,2.01,30020
30,21,224,189,84.38,25,11.16,10,4.46,30021
30,22,257,214,83.27,36,14.01,7,2.72,30022
30,23,206,178,86.41,19,9.22,9,4.37,30023
30,24,227,168,74.01,41,18.06,18,7.93,30024
30,25,292,226,77.4,48,16.44,18,6.16,30025
30,26,168,140,83.33,22,13.1,6,3.57,30026
30,27,154,133,86.36,11,7.14,10,6.49,30027
30,28,284,253,89.08,23,8.1,8,2.82,30028
30,29,149,126,84.56,18,12.08,5,3.36,30029
30,30,79,70,88.61,7,8.86,2,2.53,30030
30,31,197,160,81.22,30,15.23,7,3.55,30031
30,32,201,167,83.08,22,10.95,12,5.97,30032
31,1,169,152,89.94,16,9.47,1,0.59,31001
31,2,152,144,94.74,6,3.95,2,1.32,31002
31,3,184,148,80.43,29,15.76,7,3.8,31003
31,4,236,204,86.44,15,6.36,17,7.2,31004
31,5,188,163,86.7,21,11.17,4,2.13,31005
31,6,165,143,86.67,13,7.88,9,5.45,31006
31,7,215,191,88.84,13,6.05,11,5.12,31007
31,8,119,103,86.55,11,9.24,5,4.2,31008
31,9,166,148,89.16,14,8.43,4,2.41,31009
31,10,156,134,85.9,19,12.18,3,1.92,31010
31,11,140,122,87.14,17,12.14,1,0.71,31011
31,12,167,136,81.44,23,13.77,8,4.79,31012
31,13,163,144,88.34,12,7.36,7,4.29,31013
31,14,147,129,87.76,17,11.56,1,0.68,31014
31,15,141,110,78.01,27,19.15,4,2.84,31015
31,16,200,170,85.0,19,9.5,11,5.5,31016
31,17,184,153,83.15,27,14.67,4,2.17,31017
31,18,173,151,87.28,14,8.09,8,4.62,31018
31,19,143,124,86.71,15,10.49,4,2.8,31019
31,20,147,124,84.35,18,12.24,5,3.4,31020
31,21,151,126,83.44,15,9.93,10,6.62,31021
31,22,142,123,86.62,15,10.56,4,2.82,31022
31,23,170,141,82.94,18,10.59,11,6.47,31023
31,24,188,163,86.7,21,11.17,4,2.13,31024
31,25,164,130,79.27,32,19.51,2,1.22,31025
31,26,190,169,88.95,18,9.47,3,1.58,31026
31,27,159,139,87.42,18,11.32,2,1.26,31027
31,28,120,100,83.33,17,14.17,3,2.5,31028
31,29,195,171,87.69,20,10.26,4,2.05,31029
31,30,127,108,85.04,15,11.81,4,3.15,31030
31,31,186,161,86.56,22,11.83,3,1.61,31031
31,32,146,124,84.93,16,10.96,6,4.11,31032
31,33,164,130,79.27,25,15.24,9,5.49,31033
31,34,153,129,84.31,19,12.42,5,3.27,31034
31,35,201,171,85.07,26,12.94,4,1.99,31035
31,36,191,158,82.72,21,10.99,12,6.28,31036
31,37,159,131,82.39,24,15.09,4,2.52,31037
31,38,157,141,89.81,10,6.37,6,3.82,31038
31,39,147,127,86.39,10,6.8,10,6.8,31039
31,40,171,147,85.96,18,10.53,6,3.51,31040
31,41,157,132,84.08,21,13.38,4,2.55,31041
32,1,331,258,77.95,58,17.52,15,4.53,32001
32,2,287,207,72.13,67,23.34,13,4.53,32002
32,3,393,330,83.97,43,10.94,20,5.09,32003
32,4,330,243,73.64,73,22.12,14,4.24,32004
32,5,326,257,78.83,50,15.34,19,5.83,32005
32,6,300,237,79.0,53,17.67,10,3.33,32006
32,7,367,263,71.66,92,25.07,12,3.27,32007
32,8,350,243,69.43,95,27.14,12,3.43,32008
32,9,332,260,78.31,54,16.27,18,5.42,32009
32,10,375,287,76.53,79,21.07,9,2.4,32010
32,11,319,283,88.71,23,7.21,13,4.08,32011
32,12,272,244,89.71,10,3.68,18,6.62,32012
32,13,347,242,69.74,91,26.22,14,4.03,32013
32,14,305,253,82.95,31,10.16,21,6.89,32014
32,15,325,232,71.38,77,23.69,16,4.92,32015
32,16,324,254,78.4,53,16.36,17,5.25,32016
32,17,322,284,88.2,21,6.52,17,5.28,32017
32,18,365,246,67.4,105,28.77,14,3.84,32018
32,19,314,225,71.66,74,23.57,15,4.78,32019
32,20,324,285,87.96,27,8.33,12,3.7,32020
32,21,369,300,81.3,61,16.53,8,2.17,32021
32,22,371,304,81.94,38,10.24,29,7.82,32022
32,23,323,219,67.8,82,25.39,22,6.81,32023
32,24,257,162,63.04,82,31.91,13,5.06,32024
32,25,320,254,79.38,60,18.75,6,1.88,32025
32,26,390,335,85.9,41,10.51,14,3.59,32026
32,27,331,221,66.77,103,31.12,7,2.11,32027
32,28,354,309,87.29,29,8.19,16,4.52,32028
32,29,328,268,81.71,47,14.33,13,3.96,32029
32,30,345,237,68.7,99,28.7,9,2.61,32030
32,31,333,248,74.47,72,21.62,13,3.9,32031
32,32,335,260,77.61,63,18.81,12,3.58,32032
32,33,352,257,73.01,76,21.59,19,5.4,32033
32,34,298,236,79.19,47,15.77,15,5.03,32034
32,35,310,227,73.23,70,22.58,13,4.19,32035
32,36,341,257,75.37,65,19.06,19,5.57,32036
32,37,270,191,70.74,61,22.59,18,6.67,32037
32,38,304,223,73.36,69,22.7,12,3.95,32038
32,39,398,263,66.08,128,32.16,7,1.76,32039
32,40,372,276,74.19,76,20.43,20,5.38,32040
32,41,370,264,71.35,94,25.41,12,3.24,32041
32,42,332,256,77.11,67,20.18,9,2.71,32042
32,43,319,268,84.01,30,9.4,21,6.58,32043
33,1,353,300,84.99,36,10.2,17,4.82,33001
33,2,408,350,85.78,44,10.78,14,3.43,33002
33,3,398,338,84.92,43,10.8,17,4.27,33003
33,4,386,326,84.46,50,12.95,10,2.59,33004
33,5,288,228,79.17,48,16.67,12,4.17,33005
33,6,300,265,88.33,28,9.33,7,2.33,33006
33,7,342,292,85.38,34,9.94,16,4.68,33007
33,8,546,466,85.35,59,10.81,21,3.85,33008
33,9,393,309,78.63,63,16.03,21,5.34,33009
33,10,378,325,85.98,38,10.05,15,3.97,33010
33,11,350,298,85.14,40,11.43,12,3.43,33011
33,12,369,325,88.08,33,8.94,11,2.98,33012
33,13,302,263,87.09,20,6.62,19,6.29,33013
33,14,150,133,88.67,12,8.0,5,3.33,33014
33,15,372,326,87.63,30,8.06,16,4.3,33015
33,16,482,420,87.14,43,8.92,19,3.94,33016
33,17,342,286,83.63,40,11.7,16,4.68,33017
33,18,405,354,87.41,40,9.88,11,2.72,33018
33,19,305,245,80.33,49,16.07,11,3.61,33019
33,20,408,351,86.03,35,8.58,22,5.39,33020
33,21,347,292,84.15,42,12.1,13,3.75,33021
33,22,360,308,85.56,41,11.39,11,3.06,33022
33,23,372,308,82.8,44,11.83,20,5.38,33023
33,24,528,466,88.26,49,9.28,13,2.46,33024
33,25,444,374,84.23,46,10.36,24,5.41,33025
33,26,228,209,91.67,12,5.26,7,3.07,33026
33,27,296,248,83.78,33,11.15,15,5.07,33027
33,28,266,236,88.72,21,7.89,9,3.38,33028
34,1,404,398,98.51,1,0.25,5,1.24,34001
34,2,337,334,99.11,2,0.59,1,0.3,34002
34,3,382,378,98.95,2,0.52,2,0.52,34003
34,4,317,310,97.79,4,1.26,3,0.95,34004
34,5,336,332,98.81,1,0.3,3,0.89,34005
34,6,439,430,97.95,4,0.91,5,1.14,34006
34,7,407,405,99.51,1,0.25,1,0.25,34007
34,8,304,295,97.04,3,0.99,6,1.97,34008
34,9,321,311,96.88,4,1.25,6,1.87,34009
34,10,366,361,98.63,2,0.55,3,0.82,34010
34,11,306,300,98.04,4,1.31,2,0.65,34011
34,12,417,408,97.84,7,1.68,2,0.48,34012
34,13,378,369,97.62,3,0.79,6,1.59,34013
34,14,299,290,96.99,4,1.34,5,1.67,34014
34,15,298,296,99.33,1,0.34,1,0.34,34015
34,16,303,301,99.34,1,0.33,1,0.33,34016
34,17,449,445,99.11,0,0.0,4,0.89,34017
34,18,334,326,97.6,2,0.6,6,1.8,34018
34,19,383,375,97.91,3,0.78,5,1.31,34019
34,20,424,417,98.35,3,0.71,4,0.94,34020
34,21,446,438,98.21,2,0.45,6,1.35,34021
34,22,360,350,97.22,7,1.94,3,0.83,34022
34,23,297,291,97.98,2,0.67,4,1.35,34023
34,24,338,332,98.22,4,1.18,2,0.59,34024
34,25,409,407,99.51,1,0.24,1,0.24,34025
34,26,389,384,98.71,0,0.0,5,1.29,34026
34,27,311,305,98.07,2,0.64,4,1.29,34027
34,28,247,243,98.38,1,0.4,3,1.21,34028
34,29,285,282,98.95,1,0.35,2,0.7,34029
34,30,360,355,98.61,3,0.83,2,0.56,34030
34,31,309,299,96.76,4,1.29,6,1.94,34031
34,32,354,348,98.31,4,1.13,2,0.56,34032
34,33,334,327,97.9,3,0.9,4,1.2,34033
34,34,388,381,98.2,3,0.77,4,1.03,34034
34,35,392,378,96.43,8,2.04,6,1.53,34035
34,36,343,335,97.67,3,0.87,5,1.46,34036
34,37,231,224,96.97,6,2.6,1,0.43,34037
34,38,241,237,98.34,3,1.24,1,0.41,34038
34,39,289,283,97.92,2,0.69,4,1.38,34039
34,40,423,411,97.16,1,0.24,11,2.6,34040
34,41,259,254,98.07,3,1.16,2,0.77,34041
34,42,352,344,97.73,6,1.7,2,0.57,34042
34,43,342,337,98.54,5,1.46,0,0.0,34043
34,44,365,359,98.36,2,0.55,4,1.1,34044
34,45,380,376,98.95,2,0.53,2,0.53,34045
34,46,237,231,97.47,1,0.42,5,2.11,34046
34,47,341,336,98.53,1,0.29,4,1.17,34047
34,48,385,375,97.4,7,1.82,3,0.78,34048
34,49,438,431,98.4,4,0.91,3,0.68,34049
34,50,351,344,98.01,3,0.85,4,1.14,34050
34,51,375,370,98.67,2,0.53,3,0.8,34051
34,52,298,295,98.99,1,0.34,2,0.67,34052
34,53,280,278,99.29,2,0.71,0,0.0,34053
35,1,270,229,84.81,29,10.74,12,4.44,35001
35,2,313,270,86.26,25,7.99,18,5.75,35002
35,3,247,225,91.09,13,5.26,9,3.64,35003
35,4,319,258,80.88,43,13.48,18,5.64,35004
35,5,249,220,88.35,20,8.03,9,3.61,35005
35,6,235,191,81.28,33,14.04,11,4.68,35006
35,7,276,250,90.58,15,5.43,11,3.99,35007
35,8,248,208,83.87,20,8.06,20,8.06,35008
35,9,332,294,88.55,28,8.43,10,3.01,35009
35,10,369,339,91.87,19,5.15,11,2.98,35010
35,11,273,236,86.45,25,9.16,12,4.4,35011
35,12,176,156,88.64,13,7.39,7,3.98,35012
35,13,158,140,88.61,14,8.86,4,2.53,35013
35,14,203,180,88.67,19,9.36,4,1.97,35014
35,15,276,248,89.86,21,7.61,7,2.54,35015
35,16,152,131,86.18,16,10.53,5,3.29,35016
35,17,281,252,89.68,23,8.19,6,2.14,35017
35,18,202,179,88.61,13,6.44,10,4.95,35018
35,19,157,145,92.36,11,7.01,1,0.64,35019
35,20,240,206,85.83,29,12.08,5,2.08,35020
35,21,233,210,90.13,18,7.73,5,2.15,35021
35,22,307,270,87.95,22,7.17,15,4.89,35022
35,23,312,272,87.18,27,8.65,13,4.17,35023
35,24,242,209,86.36,24,9.92,9,3.72,35024
35,25,303,261,86.14,29,9.57,13,4.29,35025
35,26,231,185,80.09,36,15.58,10,4.33,35026
35,27,246,208,84.55,28,11.38,10,4.07,35027
35,28,264,223,84.47,27,10.23,14,5.3,35028
35,29,244,217,88.93,20,8.2,7,2.87,35029
35,30,282,250,88.65,26,9.22,6,2.13,35030
35,31,305,265,86.89,29,9.51,11,3.61,35031
36,1,264,217,82.2,41,15.53,6,2.27,36001
36,2,210,180,85.71,23,10.95,7,3.33,36002
36,3,242,210,86.78,27,11.16,5,2.07,36003
36,4,224,193,86.16,21,9.38,10,4.46,36004
36,5,258,230,89.15,28,10.85,0,0.0,36005
36,6,204,178,87.25,20,9.8,6,2.94,36006
36,7,363,268,73.83,82,22.59,13,3.58,36007
36,8,162,146,90.12,11,6.79,5,3.09,36008
36,9,179,155,86.59,20,11.17,4,2.23,36009
36,10,281,228,81.14,41,14.59,12,4.27,36010
36,11,172,142,82.56,22,12.79,8,4.65,36011
36,12,127,113,88.98,9,7.09,5,3.94,36012
36,13,166,157,94.58,6,3.61,3,1.81,36013
36,14,281,223,79.36,45,16.01,13,4.63,36014
36,15,292,224,76.71,57,19.52,11,3.77,36015
36,16,276,226,81.88,46,16.67,4,1.45,36016
36,17,286,238,83.22,37,12.94,11,3.85,36017
36,18,270,208,77.04,54,20.0,8,2.96,36018
36,19,292,248,84.93,33,11.3,11,3.77,36019
36,20,260,208,80.0,46,17.69,6,2.31,36020
36,21,195,164,84.1,25,12.82,6,3.08,36021
36,22,162,146,90.12,13,8.02,3,1.85,36022
36,23,187,155,82.89,24,12.83,8,4.28,36023
36,24,268,197,73.51,61,22.76,10,3.73,36024
36,25,188,161,85.64,16,8.51,11,5.85,36025
36,26,255,177,69.41,71,27.84,7,2.75,36026
36,27,241,197,81.74,36,14.94,8,3.32,36027
36,28,256,185,72.27,56,21.88,15,5.86,36028
36,29,314,245,78.03,58,18.47,11,3.5,36029
36,30,260,212,81.54,40,15.38,8,3.08,36030
37,1,339,318,93.81,14,4.13,7,2.06,37001
37,2,217,205,94.47,5,2.3,7,3.23,37002
37,3,233,224,96.14,4,1.72,5,2.15,37003
37,4,264,255,96.59,4,1.52,5,1.89,37004
37,5,378,371,98.15,6,1.59,1,0.26,37005
37,6,318,313,98.43,3,0.94,2,0.63,37006
37,7,234,232,99.15,1,0.43,1,0.43,37007
37,8,245,240,97.96,3,1.22,2,0.82,37008
37,9,341,335,98.24,3,0.88,3,0.88,37009
37,10,318,309,97.17,7,2.2,2,0.63,37010
37,11,252,242,96.03,7,2.78,3,1.19,37011
37,12,221,212,95.93,7,3.17,2,0.9,37012
37,13,247,240,97.17,3,1.21,4,1.62,37013
37,14,313,307,98.08,1,0.32,5,1.6,37014
37,15,361,352,97.51,5,1.39,4,1.11,37015
37,16,400,385,96.25,9,2.25,6,1.5,37016
37,17,312,306,98.08,0,0.0,6,1.92,37017
37,18,329,319,96.96,6,1.82,4,1.22,37018
37,19,229,222,96.94,3,1.31,4,1.75,37019
37,20,286,282,98.6,4,1.4,0,0.0,37020
37,21,264,253,95.83,7,2.65,4,1.52,37021
37,22,285,275,96.49,6,2.11,4,1.4,37022
37,23,350,341,97.43,4,1.14,5,1.43,37023
37,24,317,309,97.48,4,1.26,4,1.26,37024
37,25,327,320,97.86,3,0.92,4,1.22,37025
37,26,380,367,96.58,8,2.11,5,1.32,37026
37,27,327,317,96.94,5,1.53,5,1.53,37027
37,28,251,236,94.02,11,4.38,4,1.59,37028
37,29,328,320,97.56,4,1.22,4,1.22,37029
37,30,339,335,98.82,2,0.59,2,0.59,37030
37,31,350,338,96.57,7,2.0,5,1.43,37031
37,32,310,303,97.74,5,1.61,2,0.65,37032
37,33,356,342,96.07,4,1.12,10,2.81,37033
37,34,328,321,97.87,6,1.83,1,0.3,37034
37,35,340,333,97.94,2,0.59,5,1.47,37035
37,36,334,332,99.4,1,0.3,1,0.3,37036
37,37,391,379,96.93,5,1.28,7,1.79,37037
37,38,357,349,97.76,5,1.4,3,0.84,37038
37,39,334,330,98.8,1,0.3,3,0.9,37039
37,40,358,351,98.04,2,0.56,5,1.4,37040
37,41,312,301,96.47,7,2.24,4,1.28,37041
38,1,281,205,72.95,60,21.35,16,5.69,38001
38,2,408,302,74.02,93,22.79,13,3.19,38002
38,3,313,234,74.76,70,22.36,9,2.88,38003
38,4,328,258,78.66,61,18.6,9,2.74,38004
38,5,319,241,75.55,69,21.63,9,2.82,38005
38,6,292,218,74.66,61,20.89,13,4.45,38006
38,7,332,252,75.9,69,20.78,11,3.31,38007
38,8,284,207,72.89,64,22.54,13,4.58,38008
38,9,363,256,70.52,94,25.9,13,3.58,38009
38,10,258,200,77.52,43,16.67,15,5.81,38010
38,11,305,235,77.05,55,18.03,15,4.92,38011
38,12,351,248,70.66,95,27.07,8,2.28,38012
38,13,342,239,69.88,91,26.61,12,3.51,38013
38,14,345,258,74.78,67,19.42,20,5.8,38014
38,15,277,219,79.06,50,18.05,8,2.89,38015
38,16,335,238,71.04,82,24.48,15,4.48,38016
38,17,370,269,72.7,90,24.32,11,2.97,38017
38,18,344,243,70.64,85,24.71,16,4.65,38018
38,19,379,292,77.04,81,21.37,6,1.58,38019
38,20,337,235,69.73,87,25.82,15,4.45,38020
38,21,263,202,76.81,49,18.63,12,4.56,38021
38,22,299,233,77.93,53,17.73,13,4.35,38022
38,23,360,283,78.61,73,20.28,4,1.11,38023
38,24,377,305,80.9,61,16.18,11,2.92,38024
38,25,272,211,77.57,51,18.75,10,3.68,38025
38,26,345,275,79.71,60,17.39,10,2.9,38026
38,27,320,254,79.38,59,18.44,7,2.19,38027
38,28,414,299,72.22,106,25.6,9,2.17,38028
38,29,286,218,76.22,57,19.93,11,3.85,38029
38,30,321,226,70.4,81,25.23,14,4.36,38030
38,31,306,243,79.41,54,17.65,9,2.94,38031
38,32,272,210,77.21,54,19.85,8,2.94,38032
