ward,precinct,total,NANCY F. MYNARD,NANCY F. MYNARD Percent,DOROTHY A. BROWN,DOROTHY A. BROWN Percent,precinct_id
26,36,354,42,11.86,312,88.14,26036
26,37,292,58,19.86,234,80.14,26037
27,1,1413,474,33.55,939,66.45,27001
27,2,115,2,1.74,113,98.26,27002
27,3,346,5,1.45,341,98.55,27003
27,4,291,20,6.87,271,93.13,27004
27,5,281,152,54.09,129,45.91,27005
27,6,369,3,0.81,366,99.19,27006
27,7,142,7,4.93,135,95.07,27007
27,8,207,1,0.48,206,99.52,27008
27,9,428,30,7.01,398,92.99,27009
27,10,438,5,1.14,433,98.86,27010
27,11,163,2,1.23,161,98.77,27011
27,12,222,1,0.45,221,99.55,27012
27,13,662,152,22.96,510,77.04,27013
27,14,231,3,1.3,228,98.7,27014
27,15,244,3,1.23,241,98.77,27015
27,16,287,78,27.18,209,72.82,27016
27,17,503,53,10.54,450,89.46,27017
27,18,169,49,28.99,120,71.01,27018
27,19,356,14,3.93,342,96.07,27019
27,20,726,83,11.43,643,88.57,27020
27,21,156,0,0.0,156,100.0,27021
27,22,298,3,1.01,295,98.99,27022
27,23,161,3,1.86,158,98.14,27023
27,24,344,9,2.62,335,97.38,27024
27,25,237,4,1.69,233,98.31,27025
27,26,430,4,0.93,426,99.07,27026
27,27,236,8,3.39,228,96.61,27027
27,28,316,71,22.47,245,77.53,27028
27,29,270,5,1.85,265,98.15,27029
27,30,205,37,18.05,168,81.95,27030
27,31,287,0,0.0,287,100.0,27031
27,32,196,41,20.92,155,79.08,27032
27,33,331,41,12.39,290,87.61,27033
27,34,329,1,0.3,328,99.7,27034
27,35,261,44,16.86,217,83.14,27035
27,36,341,6,1.76,335,98.24,27036
27,37,491,133,27.09,358,72.91,27037
27,38,576,212,36.81,364,63.19,27038
27,39,222,3,1.35,219,98.65,27039
27,40,284,6,2.11,278,97.89,27040
27,41,446,177,39.69,269,60.31,27041
27,42,396,131,33.08,265,66.92,27042
27,43,332,4,1.2,328,98.8,27043
27,44,374,2,0.53,372,99.47,27044
27,45,402,5,1.24,397,98.76,27045
27,46,284,9,3.17,275,96.83,27046
27,47,139,2,1.44,137,98.56,27047
27,48,433,3,0.69,430,99.31,27048
27,49,279,7,2.51,272,97.49,27049
27,50,455,123,27.03,332,72.97,27050
27,51,275,2,0.73,273,99.27,27051
27,52,103,5,4.85,98,95.15,27052
27,53,662,225,33.99,437,66.01,27053
27,54,378,124,32.8,254,67.2,27054
27,55,140,40,28.57,100,71.43,27055
28,1,392,2,0.51,390,99.49,28001
28,2,186,2,1.08,184,98.92,28002
28,3,329,2,0.61,327,99.39,28003
28,4,407,6,1.47,401,98.53,28004
28,5,283,3,1.06,280,98.94,28005
28,6,435,2,0.46,433,99.54,28006
28,7,432,8,1.85,424,98.15,28007
28,8,188,1,0.53,187,99.47,28008
28,9,373,1,0.27,372,99.73,28009
28,10,355,4,1.13,351,98.87,28010
28,11,276,1,0.36,275,99.64,28011
28,12,283,1,0.35,282,99.65,28012
28,13,319,3,0.94,316,99.06,28013
28,14,157,16,10.19,141,89.81,28014
28,15,229,0,0.0,229,100.0,28015
28,16,268,3,1.12,265,98.88,28016
28,17,215,2,0.93,213,99.07,28017
28,18,395,6,1.52,389,98.48,28018
28,19,372,3,0.81,369,99.19,28019
28,20,385,6,1.56,379,98.44,28020
28,21,333,2,0.6,331,99.4,28021
28,22,302,1,0.33,301,99.67,28022
28,23,378,6,1.59,372,98.41,28023
28,24,192,3,1.56,189,98.44,28024
28,25,230,2,0.87,228,99.13,28025
28,26,305,1,0.33,304,99.67,28026
28,27,252,3,1.19,249,98.81,28027
28,28,294,3,1.02,291,98.98,28028
28,29,273,4,1.47,269,98.53,28029
28,30,227,4,1.76,223,98.24,28030
28,31,307,2,0.65,305,99.35,28031
28,32,293,5,1.71,288,98.29,28032
28,33,215,4,1.86,211,98.14,28033
28,34,296,4,1.35,292,98.65,28034
28,35,271,3,1.11,268,98.89,28035
28,36,318,1,0.31,317,99.69,28036
28,37,274,4,1.46,270,98.54,28037
28,38,293,3,1.02,290,98.98,28038
28,39,185,4,2.16,181,97.84,28039
28,40,349,2,0.57,347,99.43,28040
28,41,177,1,0.56,176,99.44,28041
28,42,265,1,0.38,264,99.62,28042
28,43,213,4,1.88,209,98.12,28043
28,44,186,0,0.0,186,100.0,28044
28,45,227,1,0.44,226,99.56,28045
28,46,213,4,1.88,209,98.12,28046
28,47,378,4,1.06,374,98.94,28047
28,48,117,2,1.71,115,98.29,28048
28,49,225,3,1.33,222,98.67,28049
28,50,176,2,1.14,174,98.86,28050
28,51,293,3,1.02,290,98.98,28051
28,52,296,2,0.68,294,99.32,28052
28,53,81,8,9.88,73,90.12,28053
28,54,247,2,0.81,245,99.19,28054
28,55,194,2,1.03,192,98.97,28055
28,56,294,4,1.36,290,98.64,28056
28,57,315,3,0.95,312,99.05,28057
28,58,216,2,0.93,214,99.07,28058
28,59,241,1,0.41,240,99.59,28059
28,60,262,1,0.38,261,99.62,28060
28,61,165,0,0.0,165,100.0,28061
29,1,333,4,1.2,329,98.8,29001
29,2,180,37,20.56,143,79.44,29002
29,3,338,5,1.48,333,98.52,29003
29,4,358,7,1.96,351,98.04,29004
29,5,400,2,0.5,398,99.5,29005
29,6,156,35,22.44,121,77.56,29006
29,7,252,37,14.68,215,85.32,29007
29,8,452,7,1.55,445,98.45,29008
29,9,351,6,1.71,345,98.29,29009
29,10,333,1,0.3,332,99.7,29010
29,11,354,6,1.69,348,98.31,29011
29,12,244,6,2.46,238,97.54,29012
29,13,379,4,1.06,375,98.94,29013
29,14,335,0,0.0,335,100.0,29014
29,15,435,6,1.38,429,98.62,29015
29,16,257,0,0.0,257,100.0,29016
29,17,233,35,15.02,198,84.98,29017
29,18,351,3,0.85,348,99.15,29018
29,19,280,2,0.71,278,99.29,29019
29,20,382,8,2.09,374,97.91,29020
29,21,405,2,0.49,403,99.51,29021
29,22,243,39,16.05,204,83.95,29022
29,23,305,2,0.66,303,99.34,29023
29,24,484,10,2.07,474,97.93,29024
29,25,577,11,1.91,566,98.09,29025
29,26,326,8,2.45,318,97.55,29026
29,27,320,4,1.25,316,98.75,29027
29,28,279,2,0.72,277,99.28,29028
29,29,434,14,3.23,420,96.77,29029
29,30,308,9,2.92,299,97.08,29030
29,31,358,2,0.56,356,99.44,29031
29,32,343,4,1.17,339,98.83,29032
29,33,282,2,0.71,280,99.29,29033
29,34,243,32,13.17,211,86.83,29034
29,35,313,5,1.6,308,98.4,29035
29,36,433,7,1.62,426,98.38,29036
29,37,324,4,1.23,320,98.77,29037
29,38,285,0,0.0,285,100.0,29038
29,39,236,38,16.1,198,83.9,29039
29,40,178,7,3.93,171,96.07,29040
29,41,410,9,2.2,401,97.8,29041
29,42,255,2,0.78,253,99.22,29042
29,43,331,5,1.51,326,98.49,29043
29,44,263,4,1.52,259,98.48,29044
29,45,266,0,0.0,266,100.0,29045
29,46,225,4,1.78,221,98.22,29046
29,47,413,16,3.87,397,96.13,29047
29,48,84,15,17.86,69,82.14,29048
29,49,481,2,0.42,479,99.58,29049
29,50,331,9,2.72,322,97.28,29050
29,51,349,7,2.01,342,97.99,29051
29,52,277,38,13.72,239,86.28,29052
29,53,210,38,18.1,172,81.9,29053
29,54,238,52,21.85,186,78.15,29054
29,55,81,0,0.0,81,100.0,29055
29,56,312,0,0.0,312,100.0,29056
30,1,365,106,29.04,259,70.96,30001
30,2,302,91,30.13,211,69.87,30002
30,3,411,91,22.14,320,77.86,30003
30,4,436,83,19.04,353,80.96,30004
30,5,199,51,25.63,148,74.37,30005
30,6,260,64,24.62,196,75.38,30006
30,7,278,68,24.46,210,75.54,30007
30,8,279,61,21.86,218,78.14,30008
30,9,396,85,21.46,311,78.54,30009
30,10,285,57,20.0,228,80.0,30010
30,11,282,65,23.05,217,76.95,30011
30,12,380,114,30.0,266,70.0,30012
30,13,225,52,23.11,173,76.89,30013
30,14,242,58,23.97,184,76.03,30014
30,15,369,111,30.08,258,69.92,30015
30,16,218,58,26.61,160,73.39,30016
30,17,221,31,14.03,190,85.97,30017
30,18,314,57,18.15,257,81.85,30018
30,19,255,39,15.29,216,84.71,30019
30,20,133,25,18.8,108,81.2,30020
30,21,98,14,14.29,84,85.71,30021
30,22,262,60,22.9,202,77.1,30022
30,23,155,32,20.65,123,79.35,30023
30,24,179,46,25.7,133,74.3,30024
30,25,284,63,22.18,221,77.82,30025
30,26,301,56,18.6,245,81.4,30026
30,27,256,56,21.88,200,78.13,30027
30,28,338,79,23.37,259,76.63,30028
30,29,309,76,24.6,233,75.4,30029
30,30,297,55,18.52,242,81.48,30030
30,31,263,65,24.71,198,75.29,30031
30,32,322,92,28.57,230,71.43,30032
30,33,189,34,17.99,155,82.01,30033
30,34,479,99,20.67,380,79.33,30034
30,35,255,77,30.2,178,69.8,30035
30,36,244,64,26.23,180,73.77,30036
30,37,247,55,22.27,192,77.73,30037
30,38,280,61,21.79,219,78.21,30038
30,39,262,68,25.95,194,74.05,30039
30,40,264,61,23.11,203,76.89,30040
30,41,126,25,19.84,101,80.16,30041
30,42,261,59,22.61,202,77.39,30042
30,43,241,42,17.43,199,82.57,30043
30,44,362,107,29.56,255,70.44,30044
30,45,231,38,16.45,193,83.55,30045
31,1,218,21,9.63,197,90.37,31001
31,2,223,38,17.04,185,82.96,31002
31,3,269,25,9.29,244,90.71,31003
31,4,319,50,15.67,269,84.33,31004
31,5,191,38,19.9,153,80.1,31005
31,6,75,18,24.0,57,76.0,31006
31,7,229,38,16.59,191,83.41,31007
31,8,109,16,14.68,93,85.32,31008
31,9,258,33,12.79,225,87.21,31009
31,10,210,17,8.1,193,91.9,31010
31,11,159,32,20.13,127,79.87,31011
31,12,242,40,16.53,202,83.47,31012
31,13,205,33,16.1,172,83.9,31013
31,14,324,62,19.14,262,80.86,31014
31,15,249,26,10.44,223,89.56,31015
31,16,182,19,10.44,163,89.56,31016
31,17,219,16,7.31,203,92.69,31017
31,18,69,16,23.19,53,76.81,31018
31,19,76,0,0.0,76,100.0,31019
31,20,177,21,11.86,156,88.14,31020
31,21,202,33,16.34,169,83.66,31021
31,22,205,22,10.73,183,89.27,31022
31,23,223,36,16.14,187,83.86,31023
31,24,284,43,15.14,241,84.86,31024
31,25,250,27,10.8,223,89.2,31025
31,26,164,19,11.59,145,88.41,31026
31,27,190,28,14.74,162,85.26,31027
31,28,161,17,10.56,144,89.44,31028
31,29,142,19,13.38,123,86.62,31029
31,30,217,39,17.97,178,82.03,31030
31,31,267,60,22.47,207,77.53,31031
31,32,166,35,21.08,131,78.92,31032
31,33,295,64,21.69,231,78.31,31033
31,34,192,25,13.02,167,86.98,31034
31,35,199,21,10.55,178,89.45,31035
31,36,287,41,14.29,246,85.71,31036
31,37,274,43,15.69,231,84.31,31037
31,38,222,37,16.67,185,83.33,31038
31,39,179,23,12.85,156,87.15,31039
31,40,206,17,8.25,189,91.75,31040
31,41,188,17,9.04,171,90.96,31041
31,42,171,17,9.94,154,90.06,31042
31,43,183,17,9.29,166,90.71,31043
31,44,198,28,14.14,170,85.86,31044
31,45,211,20,9.48,191,90.52,31045
32,1,382,78,20.42,304,79.58,32001
32,2,292,61,20.89,231,79.11,32002
32,3,358,76,21.23,282,78.77,32003
32,4,570,139,24.39,431,75.61,32004
32,5,302,71,23.51,231,76.49,32005
32,6,335,112,33.43,223,66.57,32006
32,7,443,168,37.92,275,62.08,32007
32,8,570,235,41.23,335,58.77,32008
32,9,589,152,25.81,437,74.19,32009
32,10,358,106,29.61,252,70.39,32010
32,11,419,81,19.33,338,80.67,32011
32,12,244,42,17.21,202,82.79,32012
32,13,336,114,33.93,222,66.07,32013
32,14,218,42,19.27,176,80.73,32014
32,15,408,121,29.66,287,70.34,32015
32,16,379,73,19.26,306,80.74,32016
32,17,346,84,24.28,262,75.72,32017
32,18,394,146,37.06,248,62.94,32018
32,19,559,130,23.26,429,76.74,32019
32,20,370,133,35.95,237,64.05,32020
32,21,489,132,26.99,357,73.01,32021
32,22,401,91,22.69,310,77.31,32022
32,23,414,142,34.3,272,65.7,32023
32,24,346,97,28.03,249,71.97,32024
32,25,453,119,26.27,334,73.73,32025
32,26,356,67,18.82,289,81.18,32026
32,27,369,131,35.5,238,64.5,32027
32,28,277,65,23.47,212,76.53,32028
32,29,384,73,19.01,311,80.99,32029
32,30,334,100,29.94,234,70.06,32030
32,31,390,91,23.33,299,76.67,32031
32,32,511,198,38.75,313,61.25,32032
32,33,272,72,26.47,200,73.53,32033
32,34,489,121,24.74,368,75.26,32034
32,35,479,96,20.04,383,79.96,32035
32,36,598,163,27.26,435,72.74,32036
32,37,423,123,29.08,300,70.92,32037
32,38,542,144,26.57,398,73.43,32038
32,39,478,176,36.82,302,63.18,32039
32,40,495,159,32.12,336,67.88,32040
32,41,583,194,33.28,389,66.72,32041
32,42,482,123,25.52,359,74.48,32042
32,43,573,217,37.87,356,62.13,32043
32,44,325,82,25.23,243,74.77,32044
32,45,477,118,24.74,359,75.26,32045
32,46,93,26,27.96,67,72.04,32046
32,47,240,83,34.58,157,65.42,32047
32,48,458,168,36.68,290,63.32,32048
33,1,327,53,16.21,274,83.79,33001
33,2,399,58,14.54,341,85.46,33002
33,3,305,59,19.34,246,80.66,33003
33,4,363,54,14.88,309,85.12,33004
33,5,218,33,15.14,185,84.86,33005
33,6,339,62,18.29,277,81.71,33006
33,7,430,77,17.91,353,82.09,33007
33,8,423,69,16.31,354,83.69,33008
33,9,450,59,13.11,391,86.89,33009
33,10,405,77,19.01,328,80.99,33010
33,11,359,80,22.28,279,77.72,33011
33,12,429,85,19.81,344,80.19,33012
33,13,367,67,18.26,300,81.74,33013
33,14,335,58,17.31,277,82.69,33014
33,15,109,23,21.1,86,78.9,33015
33,16,370,87,23.51,283,76.49,33016
33,17,359,55,15.32,304,84.68,33017
33,18,172,29,16.86,143,83.14,33018
33,19,273,61,22.34,212,77.66,33019
33,20,391,67,17.14,324,82.86,33020
33,21,323,63,19.5,260,80.5,33021
33,22,425,65,15.29,360,84.71,33022
33,23,360,57,15.83,303,84.17,33023
33,24,421,74,17.58,347,82.42,33024
33,25,535,83,15.51,452,84.49,33025
33,26,304,46,15.13,258,84.87,33026
33,27,397,53,13.35,344,86.65,33027
33,28,352,82,23.3,270,76.7,33028
33,29,382,62,16.23,320,83.77,33029
33,30,312,65,20.83,247,79.17,33030
33,31,352,66,18.75,286,81.25,33031
33,32,105,20,19.05,85,80.95,33032
33,33,355,57,16.06,298,83.94,33033
33,34,365,59,16.16,306,83.84,33034
33,35,442,66,14.93,376,85.07,33035
33,36,385,64,16.62,321,83.38,33036
33,37,344,64,18.6,280,81.4,33037
33,38,91,28,30.77,63,69.23,33038
34,1,449,5,1.11,444,98.89,34001
34,2,333,2,0.6,331,99.4,34002
34,3,330,4,1.21,326,98.79,34003
34,4,327,3,0.92,324,99.08,34004
34,5,253,0,0.0,253,100.0,34005
34,6,373,5,1.34,368,98.66,34006
34,7,431,6,1.39,425,98.61,34007
34,8,385,1,0.26,384,99.74,34008
34,9,327,2,0.61,325,99.39,34009
34,10,497,6,1.21,491,98.79,34010
34,11,376,3,0.8,373,99.2,34011
34,12,405,6,1.48,399,98.52,34012
34,13,226,5,2.21,221,97.79,34013
34,14,297,7,2.36,290,97.64,34014
34,15,311,4,1.29,307,98.71,34015
34,16,351,6,1.71,345,98.29,34016
34,17,450,5,1.11,445,98.89,34017
34,18,342,2,0.58,340,99.42,34018
34,19,364,5,1.37,359,98.63,34019
34,20,417,5,1.2,412,98.8,34020
34,21,479,7,1.46,472,98.54,34021
34,22,423,2,0.47,421,99.53,34022
34,23,347,4,1.15,343,98.85,34023
34,24,365,5,1.37,360,98.63,34024
34,25,260,4,1.54,256,98.46,34025
34,26,317,0,0.0,317,100.0,34026
34,27,321,4,1.25,317,98.75,34027
34,28,300,2,0.67,298,99.33,34028
34,29,505,3,0.59,502,99.41,34029
34,30,444,7,1.58,437,98.42,34030
34,31,415,3,0.72,412,99.28,34031
34,32,384,5,1.3,379,98.7,34032
34,33,320,2,0.63,318,99.38,34033
34,34,375,4,1.07,371,98.93,34034
34,35,466,7,1.5,459,98.5,34035
34,36,471,2,0.42,469,99.58,34036
34,37,261,2,0.77,259,99.23,34037
34,38,294,4,1.36,290,98.64,34038
34,39,311,1,0.32,310,99.68,34039
34,40,473,4,0.85,469,99.15,34040
34,41,400,7,1.75,393,98.25,34041
34,42,446,5,1.12,441,98.88,34042
34,43,367,3,0.82,364,99.18,34043
34,44,417,6,1.44,411,98.56,34044
34,45,403,4,0.99,399,99.01,34045
34,46,281,1,0.36,280,99.64,34046
34,47,221,2,0.9,219,99.1,34047
34,48,384,1,0.26,383,99.74,34048
34,49,410,2,0.49,408,99.51,34049
34,50,360,3,0.83,357,99.17,34050
34,51,551,9,1.63,542,98.37,34051
34,52,398,3,0.75,395,99.25,34052
34,53,378,2,0.53,376,99.47,34053
34,54,364,2,0.55,362,99.45,34054
34,55,337,4,1.19,333,98.81,34055
34,56,348,2,0.57,346,99.43,34056
34,57,293,3,1.02,290,98.98,34057
34,58,325,5,1.54,320,98.46,34058
34,59,362,2,0.55,360,99.45,34059
34,60,440,1,0.23,439,99.77,34060
34,61,364,5,1.37,359,98.63,34061
35,1,267,57,21.35,210,78.65,35001
35,2,339,70,20.65,269,79.35,35002
35,3,242,34,14.05,208,85.95,35003
35,4,156,23,14.74,133,85.26,35004
35,5,275,47,17.09,228,82.91,35005
35,6,261,59,22.61,202,77.39,35006
35,7,371,66,17.79,305,82.21,35007
35,8,110,19,17.27,91,82.73,35008
35,9,289,35,12.11,254,87.89,35009
35,10,287,37,12.89,250,87.11,35010
35,11,185,39,21.08,146,78.92,35011
35,12,329,36,10.94,293,89.06,35012
35,13,433,87,20.09,346,79.91,35013
35,14,352,55,15.63,297,84.38,35014
35,15,323,61,18.89,262,81.11,35015
35,16,317,38,11.99,279,88.01,35016
35,17,305,46,15.08,259,84.92,35017
35,18,308,57,18.51,251,81.49,35018
35,19,344,56,16.28,288,83.72,35019
35,20,138,16,11.59,122,88.41,35020
35,21,429,77,17.95,352,82.05,35021
35,22,226,22,9.73,204,90.27,35022
35,23,268,37,13.81,231,86.19,35023
35,24,292,31,10.62,261,89.38,35024
35,25,342,63,18.42,279,81.58,35025
35,26,226,29,12.83,197,87.17,35026
35,27,405,68,16.79,337,83.21,35027
35,28,319,42,13.17,277,86.83,35028
35,29,276,40,14.49,236,85.51,35029
35,30,517,87,16.83,430,83.17,35030
35,31,369,59,15.99,310,84.01,35031
35,32,177,28,15.82,149,84.18,35032
35,33,284,63,22.18,221,77.82,35033
35,34,394,53,13.45,341,86.55,35034
35,35,196,30,15.31,166,84.69,35035
36,1,310,68,21.94,242,78.06,36001
36,2,242,57,23.55,185,76.45,36002
36,3,287,28,9.76,259,90.24,36003
36,4,154,22,14.29,132,85.71,36004
36,5,258,88,34.11,170,65.89,36005
36,6,318,61,19.18,257,80.82,36006
36,7,340,134,39.41,206,60.59,36007
36,8,364,119,32.69,245,67.31,36008
36,9,331,108,32.63,223,67.37,36009
36,10,294,77,26.19,217,73.81,36010
36,11,400,115,28.75,285,71.25,36011
36,12,322,114,35.4,208,64.6,36012
36,13,417,89,21.34,328,78.66,36013
36,14,360,74,20.56,286,79.44,36014
36,15,336,111,33.04,225,66.96,36015
36,16,337,67,19.88,270,80.12,36016
36,17,290,143,49.31,147,50.69,36017
36,18,349,134,38.4,215,61.6,36018
36,19,408,10,2.45,398,97.55,36019
36,20,371,81,21.83,290,78.17,36020
36,21,331,62,18.73,269,81.27,36021
36,22,477,140,29.35,337,70.65,36022
36,23,173,22,12.72,151,87.28,36023
36,24,347,26,7.49,321,92.51,36024
36,25,250,76,30.4,174,69.6,36025
36,26,536,8,1.49,528,98.51,36026
36,27,314,113,35.99,201,64.01,36027
36,28,307,109,35.5,198,64.5,36028
36,29,325,105,32.31,220,67.69,36029
36,30,347,128,36.89,219,63.11,36030
36,31,344,112,32.56,232,67.44,36031
36,32,356,109,30.62,247,69.38,36032
36,33,304,66,21.71,238,78.29,36033
36,34,255,83,32.55,172,67.45,36034
36,35,335,90,26.87,245,73.13,36035
36,36,280,67,23.93,213,76.07,36036
36,37,296,114,38.51,182,61.49,36037
36,38,201,57,28.36,144,71.64,36038
36,39,347,126,36.31,221,63.69,36039
36,40,319,105,32.92,214,67.08,36040
36,41,230,60,26.09,170,73.91,36041
36,42,265,87,32.83,178,67.17,36042
36,43,424,7,1.65,417,98.35,36043
36,44,289,61,21.11,228,78.89,36044
36,45,277,61,22.02,216,77.98,36045
36,46,303,113,37.29,190,62.71,36046
36,47,238,84,35.29,154,64.71,36047
36,48,312,111,35.58,201,64.42,36048
36,49,343,130,37.9,213,62.1,36049
36,50,331,89,26.89,242,73.11,36050
36,51,361,69,19.11,292,80.89,36051
36,52,322,87,27.02,235,72.98,36052
36,53,329,94,28.57,235,71.43,36053
36,54,407,44,10.81,363,89.19,36054
36,55,358,84,23.46,274,76.54,36055
36,56,282,89,31.56,193,68.44,36056
37,1,271,3,1.11,268,98.89,37001
37,2,199,11,5.53,188,94.47,37002
37,3,216,11,5.09,205,94.91,37003
37,4,345,3,0.87,342,99.13,37004
37,5,279,0,0.0,279,100.0,37005
37,6,532,5,0.94,527,99.06,37006
37,7,365,2,0.55,363,99.45,37007
37,8,441,11,2.49,430,97.51,37008
37,9,368,6,1.63,362,98.37,37009
37,10,546,21,3.85,525,96.15,37010
37,11,76,2,2.63,74,97.37,37011
37,12,375,11,2.93,364,97.07,37012
37,13,434,5,1.15,429,98.85,37013
37,14,411,6,1.46,405,98.54,37014
37,15,493,5,1.01,488,98.99,37015
37,16,538,5,0.93,533,99.07,37016
37,17,336,7,2.08,329,97.92,37017
37,18,314,3,0.96,311,99.04,37018
37,19,299,8,2.68,291,97.32,37019
37,20,332,1,0.3,331,99.7,37020
37,21,364,1,0.27,363,99.73,37021
37,22,229,2,0.87,227,99.13,37022
37,23,304,4,1.32,300,98.68,37023
37,24,317,5,1.58,312,98.42,37024
37,25,392,6,1.53,386,98.47,37025
37,26,262,8,3.05,254,96.95,37026
37,27,249,0,0.0,249,100.0,37027
37,28,357,8,2.24,349,97.76,37028
37,29,351,3,0.85,348,99.15,37029
37,30,388,8,2.06,380,97.94,37030
37,31,481,6,1.25,475,98.75,37031
37,32,345,2,0.58,343,99.42,37032
37,33,323,0,0.0,323,100.0,37033
37,34,456,10,2.19,446,97.81,37034
37,35,52,1,1.92,51,98.08,37035
37,36,318,7,2.2,311,97.8,37036
37,37,380,3,0.79,377,99.21,37037
37,38,417,5,1.2,412,98.8,37038
37,39,323,3,0.93,320,99.07,37039
37,40,335,3,0.9,332,99.1,37040
37,41,414,5,1.21,409,98.79,37041
37,42,94,5,5.32,89,94.68,37042
37,43,477,3,0.63,474,99.37,37043
37,44,402,5,1.24,397,98.76,37044
37,45,357,2,0.56,355,99.44,37045
37,46,293,1,0.34,292,99.66,37046
37,47,69,4,5.8,65,94.2,37047
37,48,363,3,0.83,360,99.17,37048
37,49,313,3,0.96,310,99.04,37049
37,50,97,0,0.0,97,100.0,37050
38,1,216,67,31.02,149,68.98,38001
38,2,283,91,32.16,192,67.84,38002
38,3,326,112,34.36,214,65.64,38003
38,4,130,26,20.0,104,80.0,38004
38,5,478,119,24.9,359,75.1,38005
38,6,302,92,30.46,210,69.54,38006
38,7,359,127,35.38,232,64.62,38007
38,8,348,120,34.48,228,65.52,38008
38,9,359,119,33.15,240,66.85,38009
38,10,284,95,33.45,189,66.55,38010
38,11,242,90,37.19,152,62.81,38011
38,12,243,70,28.81,173,71.19,38012
38,13,266,69,25.94,197,74.06,38013
38,14,373,114,30.56,259,69.44,38014
38,15,213,67,31.46,146,68.54,38015
38,16,288,73,25.35,215,74.65,38016
38,17,275,61,22.18,214,77.82,38017
38,18,291,123,42.27,168,57.73,38018
38,19,263,72,27.38,191,72.62,38019
38,20,308,77,25.0,231,75.0,38020
38,21,313,118,37.7,195,62.3,38021
38,22,318,114,35.85,204,64.15,38022
38,23,244,75,30.74,169,69.26,38023
38,24,185,42,22.7,143,77.3,38024
38,25,294,66,22.45,228,77.55,38025
38,26,235,85,36.17,150,63.83,38026
38,27,218,70,32.11,148,67.89,38027
38,28,242,68,28.1,174,71.9,38028
38,29,267,65,24.34,202,75.66,38029
38,30,271,78,28.78,193,71.22,38030
38,31,286,52,18.18,234,81.82,38031
38,32,335,130,38.81,205,61.19,38032
38,33,243,66,27.16,177,72.84,38033
38,34,275,72,26.18,203,73.82,38034
38,35,313,106,33.87,207,66.13,38035
38,36,278,70,25.18,208,74.82,38036
38,37,344,105,30.52,239,69.48,38037
38,38,235,73,31.06,162,68.94,38038
38,39,289,74,25.61,215,74.39,38039
38,40,212,71,33.49,141,66.51,38040
38,41,358,113,31.56,245,68.44,38041
38,42,367,117,31.88,250,68.12,38042
38,43,293,86,29.35,207,70.65,38043
38,44,258,94,36.43,164,63.57,38044
38,45,349,104,29.8,245,70.2,38045
38,46,294,91,30.95,203,69.05,38046
38,47,287,88,30.66,199,69.34,38047
38,48,275,69,25.09,206,74.91,38048
38,49,279,113,40.5,166,59.5,38049
38,50,306,100,32.68,206,67.32,38050
38,51,262,94,35.88,168,64.12,38051
38,52,307,90,29.32,217,70.68,38052
38,53,277,90,32.49,187,67.51,38053
38,54,324,101,31.17,223,68.83,38054
38,55,678,232,34.22,446,65.78,38055
38,56,278,92,33.09,186,66.91,38056
39,1,312,136,43.59,176,56.41,39001
39,2,352,80,22.73,272,77.27,39002
39,3,343,116,33.82,227,66.18,39003
39,4,237,101,42.62,136,57.38,39004
39,5,301,89,29.57,212,70.43,39005
39,6,627,210,33.49,417,66.51,39006
39,7,310,74,23.87,236,76.13,39007
39,8,280,72,25.71,208,74.29,39008
39,9,367,96,26.16,271,73.84,39009
39,10,243,57,23.46,186,76.54,39010
39,11,309,80,25.89,229,74.11,39011
39,12,218,46,21.1,172,78.9,39012
39,13,142,18,12.68,124,87.32,39013
39,14,307,73,23.78,234,76.22,39014
39,15,203,94,46.31,109,53.69,39015
39,16,277,57,20.58,220,79.42,39016
39,17,284,65,22.89,219,77.11,39017
39,18,296,72,24.32,224,75.68,39018
39,19,250,63,25.2,187,74.8,39019
39,20,297,125,42.09,172,57.91,39020
39,21,200,42,21.0,158,79.0,39021
39,22,218,43,19.72,175,80.28,39022
39,23,157,61,38.85,96,61.15,39023
39,24,283,50,17.67,233,82.33,39024
39,25,168,34,20.24,134,79.76,39025
39,26,334,122,36.53,212,63.47,39026
39,27,222,38,17.12,184,82.88,39027
39,28,187,95,50.8,92,49.2,39028
39,29,206,32,15.53,174,84.47,39029
39,30,309,64,20.71,245,79.29,39030
39,31,232,50,21.55,182,78.45,39031
39,32,376,65,17.29,311,82.71,39032
39,33,383,106,27.68,277,72.32,39033
39,34,301,91,30.23,210,69.77,39034
39,35,330,101,30.61,229,69.39,39035
39,36,379,69,18.21,310,81.79,39036
39,37,425,152,35.76,273,64.24,39037
39,38,476,182,38.24,294,61.76,39038
39,39,152,48,31.58,104,68.42,39039
39,40,230,94,40.87,136,59.13,39040
39,41,76,19,25.0,57,75.0,39041
39,42,276,101,36.59,175,63.41,39042
39,43,380,132,34.74,248,65.26,39043
39,44,365,72,19.73,293,80.27,39044
39,45,349,99,28.37,250,71.63,39045
39,46,283,66,23.32,217,76.68,39046
39,47,202,86,42.57,116,57.43,39047
39,48,218,41,18.81,177,81.19,39048
39,49,210,44,20.95,166,79.05,39049
40,1,266,63,23.68,203,76.32,40001
40,2,225,56,24.89,169,75.11,40002
40,3,311,37,11.9,274,88.1,40003
40,4,341,46,13.49,295,86.51,40004
40,5,279,60,21.51,219,78.49,40005
40,6,242,42,17.36,200,82.64,40006
