ward,precinct,total,VARTAN SEFERIAN,VARTAN SEFERIAN Percent,MARTIN A. SANDOVAL,MARTIN A. SANDOVAL Percent,precinct_id
26,36,290,35,12.07,255,87.93,26036
26,37,247,36,14.57,211,85.43,26037
27,1,1285,408,31.75,877,68.25,27001
27,2,104,3,2.88,101,97.12,27002
27,3,286,9,3.15,277,96.85,27003
27,4,241,15,6.22,226,93.78,27004
27,5,250,134,53.6,116,46.4,27005
27,6,325,0,0.0,325,100.0,27006
27,7,98,9,9.18,89,90.82,27007
27,8,154,3,1.95,151,98.05,27008
27,9,270,26,9.63,244,90.37,27009
27,10,355,8,2.25,347,97.75,27010
27,11,140,3,2.14,137,97.86,27011
27,12,193,1,0.52,192,99.48,27012
27,13,595,129,21.68,466,78.32,27013
27,14,200,8,4.0,192,96.0,27014
27,15,188,3,1.6,185,98.4,27015
27,16,268,74,27.61,194,72.39,27016
27,17,424,49,11.56,375,88.44,27017
27,18,150,39,26.0,111,74.0,27018
27,19,279,11,3.94,268,96.06,27019
27,20,588,62,10.54,526,89.46,27020
27,21,132,0,0.0,132,100.0,27021
27,22,239,3,1.26,236,98.74,27022
27,23,122,3,2.46,119,97.54,27023
27,24,290,6,2.07,284,97.93,27024
27,25,188,6,3.19,182,96.81,27025
27,26,347,3,0.86,344,99.14,27026
27,27,195,6,3.08,189,96.92,27027
27,28,280,63,22.5,217,77.5,27028
27,29,226,5,2.21,221,97.79,27029
27,30,172,19,11.05,153,88.95,27030
27,31,242,4,1.65,238,98.35,27031
27,32,168,18,10.71,150,89.29,27032
27,33,285,43,15.09,242,84.91,27033
27,34,265,1,0.38,264,99.62,27034
27,35,231,24,10.39,207,89.61,27035
27,36,273,5,1.83,268,98.17,27036
27,37,352,114,32.39,238,67.61,27037
27,38,521,179,34.36,342,65.64,27038
27,39,184,4,2.17,180,97.83,27039
27,40,223,3,1.35,220,98.65,27040
27,41,356,79,22.19,277,77.81,27041
27,42,366,112,30.6,254,69.4,27042
27,43,272,3,1.1,269,98.9,27043
27,44,300,5,1.67,295,98.33,27044
27,45,318,10,3.14,308,96.86,27045
27,46,247,8,3.24,239,96.76,27046
27,47,109,6,5.5,103,94.5,27047
27,48,327,2,0.61,325,99.39,27048
27,49,224,3,1.34,221,98.66,27049
27,50,408,100,24.51,308,75.49,27050
27,51,238,2,0.84,236,99.16,27051
27,52,75,4,5.33,71,94.67,27052
27,53,583,189,32.42,394,67.58,27053
27,54,339,105,30.97,234,69.03,27054
27,55,119,26,21.85,93,78.15,27055
28,1,323,6,1.86,317,98.14,28001
28,2,154,2,1.3,152,98.7,28002
28,3,258,7,2.71,251,97.29,28003
28,4,311,9,2.89,302,97.11,28004
28,5,222,5,2.25,217,97.75,28005
28,6,322,4,1.24,318,98.76,28006
28,7,328,9,2.74,319,97.26,28007
28,8,145,3,2.07,142,97.93,28008
28,9,287,0,0.0,287,100.0,28009
28,10,273,6,2.2,267,97.8,28010
28,11,214,4,1.87,210,98.13,28011
28,12,209,0,0.0,209,100.0,28012
28,13,253,5,1.98,248,98.02,28013
28,14,130,13,10.0,117,90.0,28014
28,15,160,2,1.25,158,98.75,28015
28,16,204,6,2.94,198,97.06,28016
28,17,173,2,1.16,171,98.84,28017
28,18,299,4,1.34,295,98.66,28018
28,19,294,4,1.36,290,98.64,28019
28,20,285,5,1.75,280,98.25,28020
28,21,257,2,0.78,255,99.22,28021
28,22,222,5,2.25,217,97.75,28022
28,23,292,6,2.05,286,97.95,28023
28,24,152,1,0.66,151,99.34,28024
28,25,170,4,2.35,166,97.65,28025
28,26,223,1,0.45,222,99.55,28026
28,27,191,4,2.09,187,97.91,28027
28,28,235,2,0.85,233,99.15,28028
28,29,218,4,1.83,214,98.17,28029
28,30,177,6,3.39,171,96.61,28030
28,31,239,6,2.51,233,97.49,28031
28,32,226,8,3.54,218,96.46,28032
28,33,168,4,2.38,164,97.62,28033
28,34,238,3,1.26,235,98.74,28034
28,35,223,4,1.79,219,98.21,28035
28,36,249,2,0.8,247,99.2,28036
28,37,207,6,2.9,201,97.1,28037
28,38,242,6,2.48,236,97.52,28038
28,39,148,6,4.05,142,95.95,28039
28,40,255,6,2.35,249,97.65,28040
28,41,139,2,1.44,137,98.56,28041
28,42,204,4,1.96,200,98.04,28042
28,43,161,2,1.24,159,98.76,28043
28,44,116,2,1.72,114,98.28,28044
28,45,174,5,2.87,169,97.13,28045
28,46,161,4,2.48,157,97.52,28046
28,47,284,7,2.46,277,97.54,28047
28,48,84,0,0.0,84,100.0,28048
28,49,177,8,4.52,169,95.48,28049
28,50,136,5,3.68,131,96.32,28050
28,51,192,5,2.6,187,97.4,28051
28,52,231,5,2.16,226,97.84,28052
28,53,64,5,7.81,59,92.19,28053
28,54,188,5,2.66,183,97.34,28054
28,55,151,2,1.32,149,98.68,28055
28,56,215,3,1.4,212,98.6,28056
28,57,249,5,2.01,244,97.99,28057
28,58,163,2,1.23,161,98.77,28058
28,59,185,1,0.54,184,99.46,28059
28,60,208,3,1.44,205,98.56,28060
28,61,126,4,3.17,122,96.83,28061
29,1,269,2,0.74,267,99.26,29001
29,2,158,25,15.82,133,84.18,29002
29,3,274,8,2.92,266,97.08,29003
29,4,287,5,1.74,282,98.26,29004
29,5,330,4,1.21,326,98.79,29005
29,6,118,19,16.1,99,83.9,29006
29,7,215,35,16.28,180,83.72,29007
29,8,368,7,1.9,361,98.1,29008
29,9,287,12,4.18,275,95.82,29009
29,10,273,2,0.73,271,99.27,29010
29,11,266,3,1.13,263,98.87,29011
29,12,205,7,3.41,198,96.59,29012
29,13,334,11,3.29,323,96.71,29013
29,14,275,6,2.18,269,97.82,29014
29,15,353,10,2.83,343,97.17,29015
29,16,216,2,0.93,214,99.07,29016
29,17,207,20,9.66,187,90.34,29017
29,18,295,4,1.36,291,98.64,29018
29,19,232,6,2.59,226,97.41,29019
29,20,307,4,1.3,303,98.7,29020
29,21,322,6,1.86,316,98.14,29021
29,22,219,22,10.05,197,89.95,29022
29,23,241,4,1.66,237,98.34,29023
29,24,387,9,2.33,378,97.67,29024
29,25,477,9,1.89,468,98.11,29025
29,26,263,10,3.8,253,96.2,29026
29,27,260,4,1.54,256,98.46,29027
29,28,225,7,3.11,218,96.89,29028
29,29,343,12,3.5,331,96.5,29029
29,30,259,4,1.54,255,98.46,29030
29,31,287,8,2.79,279,97.21,29031
29,32,228,4,1.75,224,98.25,29032
29,33,203,8,3.94,195,96.06,29033
29,34,206,26,12.62,180,87.38,29034
29,35,241,5,2.07,236,97.93,29035
29,36,289,4,1.38,285,98.62,29036
29,37,257,10,3.89,247,96.11,29037
29,38,207,1,0.48,206,99.52,29038
29,39,171,17,9.94,154,90.06,29039
29,40,105,2,1.9,103,98.1,29040
29,41,226,5,2.21,221,97.79,29041
29,42,164,1,0.61,163,99.39,29042
29,43,204,2,0.98,202,99.02,29043
29,44,200,4,2.0,196,98.0,29044
29,45,232,4,1.72,228,98.28,29045
29,46,123,0,0.0,123,100.0,29046
29,47,266,15,5.64,251,94.36,29047
29,48,57,4,7.02,53,92.98,29048
29,49,342,6,1.75,336,98.25,29049
29,50,236,6,2.54,230,97.46,29050
29,51,298,5,1.68,293,98.32,29051
29,52,221,24,10.86,197,89.14,29052
29,53,174,21,12.07,153,87.93,29053
29,54,190,26,13.68,164,86.32,29054
29,55,66,0,0.0,66,100.0,29055
29,56,255,2,0.78,253,99.22,29056
30,1,339,73,21.53,266,78.47,30001
30,2,274,70,25.55,204,74.45,30002
30,3,356,58,16.29,298,83.71,30003
30,4,397,49,12.34,348,87.66,30004
30,5,168,34,20.24,134,79.76,30005
30,6,222,40,18.02,182,81.98,30006
30,7,237,47,19.83,190,80.17,30007
30,8,246,35,14.23,211,85.77,30008
30,9,346,57,16.47,289,83.53,30009
30,10,238,35,14.71,203,85.29,30010
30,11,242,34,14.05,208,85.95,30011
30,12,328,85,25.91,243,74.09,30012
30,13,195,37,18.97,158,81.03,30013
30,14,216,31,14.35,185,85.65,30014
30,15,315,72,22.86,243,77.14,30015
30,16,178,32,17.98,146,82.02,30016
30,17,204,15,7.35,189,92.65,30017
30,18,262,29,11.07,233,88.93,30018
30,19,215,24,11.16,191,88.84,30019
30,20,123,16,13.01,107,86.99,30020
30,21,74,9,12.16,65,87.84,30021
30,22,235,37,15.74,198,84.26,30022
30,23,131,24,18.32,107,81.68,30023
30,24,149,20,13.42,129,86.58,30024
30,25,234,34,14.53,200,85.47,30025
30,26,234,28,11.97,206,88.03,30026
30,27,222,41,18.47,181,81.53,30027
30,28,303,48,15.84,255,84.16,30028
30,29,267,50,18.73,217,81.27,30029
30,30,261,37,14.18,224,85.82,30030
30,31,223,39,17.49,184,82.51,30031
30,32,286,65,22.73,221,77.27,30032
30,33,161,18,11.18,143,88.82,30033
30,34,424,69,16.27,355,83.73,30034
30,35,213,44,20.66,169,79.34,30035
30,36,212,36,16.98,176,83.02,30036
30,37,213,32,15.02,181,84.98,30037
30,38,254,38,14.96,216,85.04,30038
30,39,239,41,17.15,198,82.85,30039
30,40,232,42,18.1,190,81.9,30040
30,41,112,14,12.5,98,87.5,30041
30,42,235,31,13.19,204,86.81,30042
30,43,212,27,12.74,185,87.26,30043
30,44,318,68,21.38,250,78.62,30044
30,45,212,23,10.85,189,89.15,30045
31,1,176,12,6.82,164,93.18,31001
31,2,181,30,16.57,151,83.43,31002
31,3,227,18,7.93,209,92.07,31003
31,4,299,30,10.03,269,89.97,31004
31,5,176,23,13.07,153,86.93,31005
31,6,68,10,14.71,58,85.29,31006
31,7,211,20,9.48,191,90.52,31007
31,8,92,7,7.61,85,92.39,31008
31,9,205,23,11.22,182,88.78,31009
31,10,189,15,7.94,174,92.06,31010
31,11,137,24,17.52,113,82.48,31011
31,12,214,38,17.76,176,82.24,31012
31,13,172,26,15.12,146,84.88,31013
31,14,279,34,12.19,245,87.81,31014
31,15,206,17,8.25,189,91.75,31015
31,16,152,12,7.89,140,92.11,31016
31,17,183,12,6.56,171,93.44,31017
31,18,52,14,26.92,38,73.08,31018
31,19,63,0,0.0,63,100.0,31019
31,20,131,12,9.16,119,90.84,31020
31,21,179,17,9.5,162,90.5,31021
31,22,165,14,8.48,151,91.52,31022
31,23,196,40,20.41,156,79.59,31023
31,24,251,29,11.55,222,88.45,31024
31,25,208,18,8.65,190,91.35,31025
31,26,144,12,8.33,132,91.67,31026
31,27,172,23,13.37,149,86.63,31027
31,28,157,15,9.55,142,90.45,31028
31,29,114,9,7.89,105,92.11,31029
31,30,185,24,12.97,161,87.03,31030
31,31,217,34,15.67,183,84.33,31031
31,32,146,21,14.38,125,85.62,31032
31,33,254,30,11.81,224,88.19,31033
31,34,181,14,7.73,167,92.27,31034
31,35,198,14,7.07,184,92.93,31035
31,36,255,43,16.86,212,83.14,31036
31,37,234,19,8.12,215,91.88,31037
31,38,173,22,12.72,151,87.28,31038
31,39,158,15,9.49,143,90.51,31039
31,40,183,11,6.01,172,93.99,31040
31,41,179,16,8.94,163,91.06,31041
31,42,149,12,8.05,137,91.95,31042
31,43,164,8,4.88,156,95.12,31043
31,44,172,16,9.3,156,90.7,31044
31,45,188,11,5.85,177,94.15,31045
32,1,335,59,17.61,276,82.39,32001
32,2,267,50,18.73,217,81.27,32002
32,3,312,50,16.03,262,83.97,32003
32,4,518,116,22.39,402,77.61,32004
32,5,267,44,16.48,223,83.52,32005
32,6,301,83,27.57,218,72.43,32006
32,7,405,137,33.83,268,66.17,32007
32,8,509,190,37.33,319,62.67,32008
32,9,511,112,21.92,399,78.08,32009
32,10,318,97,30.5,221,69.5,32010
32,11,368,59,16.03,309,83.97,32011
32,12,224,33,14.73,191,85.27,32012
32,13,298,92,30.87,206,69.13,32013
32,14,196,34,17.35,162,82.65,32014
32,15,362,93,25.69,269,74.31,32015
32,16,332,47,14.16,285,85.84,32016
32,17,294,62,21.09,232,78.91,32017
32,18,362,123,33.98,239,66.02,32018
32,19,491,102,20.77,389,79.23,32019
32,20,335,116,34.63,219,65.37,32020
32,21,442,94,21.27,348,78.73,32021
32,22,364,75,20.6,289,79.4,32022
32,23,393,120,30.53,273,69.47,32023
32,24,310,70,22.58,240,77.42,32024
32,25,396,88,22.22,308,77.78,32025
32,26,327,59,18.04,268,81.96,32026
32,27,340,103,30.29,237,69.71,32027
32,28,239,44,18.41,195,81.59,32028
32,29,351,60,17.09,291,82.91,32029
32,30,282,77,27.3,205,72.7,32030
32,31,352,79,22.44,273,77.56,32031
32,32,482,172,35.68,310,64.32,32032
32,33,236,55,23.31,181,76.69,32033
32,34,442,108,24.43,334,75.57,32034
32,35,450,76,16.89,374,83.11,32035
32,36,516,130,25.19,386,74.81,32036
32,37,373,103,27.61,270,72.39,32037
32,38,481,109,22.66,372,77.34,32038
32,39,450,154,34.22,296,65.78,32039
32,40,441,133,30.16,308,69.84,32040
32,41,513,138,26.9,375,73.1,32041
32,42,425,102,24.0,323,76.0,32042
32,43,502,185,36.85,317,63.15,32043
32,44,296,54,18.24,242,81.76,32044
32,45,404,90,22.28,314,77.72,32045
32,46,84,21,25.0,63,75.0,32046
32,47,200,60,30.0,140,70.0,32047
32,48,413,152,36.8,261,63.2,32048
33,1,280,32,11.43,248,88.57,33001
33,2,369,45,12.2,324,87.8,33002
33,3,261,32,12.26,229,87.74,33003
33,4,325,35,10.77,290,89.23,33004
33,5,191,22,11.52,169,88.48,33005
33,6,296,38,12.84,258,87.16,33006
33,7,371,55,14.82,316,85.18,33007
33,8,386,56,14.51,330,85.49,33008
33,9,405,49,12.1,356,87.9,33009
33,10,362,50,13.81,312,86.19,33010
33,11,313,51,16.29,262,83.71,33011
33,12,383,56,14.62,327,85.38,33012
33,13,333,36,10.81,297,89.19,33013
33,14,279,35,12.54,244,87.46,33014
33,15,92,13,14.13,79,85.87,33015
33,16,308,54,17.53,254,82.47,33016
33,17,322,34,10.56,288,89.44,33017
33,18,149,27,18.12,122,81.88,33018
33,19,224,35,15.63,189,84.38,33019
33,20,335,41,12.24,294,87.76,33020
33,21,284,39,13.73,245,86.27,33021
33,22,382,35,9.16,347,90.84,33022
33,23,311,37,11.9,274,88.1,33023
33,24,353,56,15.86,297,84.14,33024
33,25,452,64,14.16,388,85.84,33025
33,26,250,29,11.6,221,88.4,33026
33,27,364,41,11.26,323,88.74,33027
33,28,312,58,18.59,254,81.41,33028
33,29,341,44,12.9,297,87.1,33029
33,30,286,43,15.03,243,84.97,33030
33,31,312,47,15.06,265,84.94,33031
33,32,89,13,14.61,76,85.39,33032
33,33,304,37,12.17,267,87.83,33033
33,34,311,35,11.25,276,88.75,33034
33,35,386,52,13.47,334,86.53,33035
33,36,336,37,11.01,299,88.99,33036
33,37,286,46,16.08,240,83.92,33037
33,38,73,23,31.51,50,68.49,33038
34,1,410,1,0.24,409,99.76,34001
34,2,292,5,1.71,287,98.29,34002
34,3,280,7,2.5,273,97.5,34003
34,4,278,3,1.08,275,98.92,34004
34,5,206,4,1.94,202,98.06,34005
34,6,335,6,1.79,329,98.21,34006
34,7,390,7,1.79,383,98.21,34007
34,8,344,3,0.87,341,99.13,34008
34,9,278,2,0.72,276,99.28,34009
34,10,426,5,1.17,421,98.83,34010
34,11,332,5,1.51,327,98.49,34011
34,12,334,3,0.9,331,99.1,34012
34,13,218,6,2.75,212,97.25,34013
34,14,258,6,2.33,252,97.67,34014
34,15,252,3,1.19,249,98.81,34015
34,16,315,7,2.22,308,97.78,34016
34,17,394,7,1.78,387,98.22,34017
34,18,302,1,0.33,301,99.67,34018
34,19,322,4,1.24,318,98.76,34019
34,20,353,6,1.7,347,98.3,34020
34,21,420,14,3.33,406,96.67,34021
34,22,365,3,0.82,362,99.18,34022
34,23,303,7,2.31,296,97.69,34023
34,24,312,7,2.24,305,97.76,34024
34,25,201,1,0.5,200,99.5,34025
34,26,282,3,1.06,279,98.94,34026
34,27,272,3,1.1,269,98.9,34027
34,28,262,6,2.29,256,97.71,34028
34,29,432,5,1.16,427,98.84,34029
34,30,396,11,2.78,385,97.22,34030
34,31,376,8,2.13,368,97.87,34031
34,32,334,6,1.8,328,98.2,34032
34,33,282,2,0.71,280,99.29,34033
34,34,301,8,2.66,293,97.34,34034
34,35,402,7,1.74,395,98.26,34035
34,36,418,7,1.67,411,98.33,34036
34,37,241,3,1.24,238,98.76,34037
34,38,251,7,2.79,244,97.21,34038
34,39,259,5,1.93,254,98.07,34039
34,40,418,8,1.91,410,98.09,34040
34,41,356,6,1.69,350,98.31,34041
34,42,397,4,1.01,393,98.99,34042
34,43,324,0,0.0,324,100.0,34043
34,44,349,6,1.72,343,98.28,34044
34,45,319,5,1.57,314,98.43,34045
34,46,214,2,0.93,212,99.07,34046
34,47,179,0,0.0,179,100.0,34047
34,48,318,1,0.31,317,99.69,34048
34,49,347,5,1.44,342,98.56,34049
34,50,316,2,0.63,314,99.37,34050
34,51,472,9,1.91,463,98.09,34051
34,52,347,1,0.29,346,99.71,34052
34,53,318,7,2.2,311,97.8,34053
34,54,304,1,0.33,303,99.67,34054
34,55,267,2,0.75,265,99.25,34055
34,56,295,2,0.68,293,99.32,34056
34,57,250,4,1.6,246,98.4,34057
34,58,253,3,1.19,250,98.81,34058
34,59,312,2,0.64,310,99.36,34059
34,60,397,4,1.01,393,98.99,34060
34,61,309,14,4.53,295,95.47,34061
35,1,227,31,13.66,196,86.34,35001
35,2,268,44,16.42,224,83.58,35002
35,3,209,18,8.61,191,91.39,35003
35,4,150,20,13.33,130,86.67,35004
35,5,243,35,14.4,208,85.6,35005
35,6,214,29,13.55,185,86.45,35006
35,7,327,45,13.76,282,86.24,35007
35,8,98,16,16.33,82,83.67,35008
35,9,252,20,7.94,232,92.06,35009
35,10,239,30,12.55,209,87.45,35010
35,11,170,25,14.71,145,85.29,35011
35,12,281,22,7.83,259,92.17,35012
35,13,397,64,16.12,333,83.88,35013
35,14,328,33,10.06,295,89.94,35014
35,15,280,39,13.93,241,86.07,35015
35,16,277,30,10.83,247,89.17,35016
35,17,281,32,11.39,249,88.61,35017
35,18,293,35,11.95,258,88.05,35018
35,19,287,40,13.94,247,86.06,35019
35,20,112,9,8.04,103,91.96,35020
35,21,374,38,10.16,336,89.84,35021
35,22,202,19,9.41,183,90.59,35022
35,23,237,31,13.08,206,86.92,35023
35,24,245,15,6.12,230,93.88,35024
35,25,305,53,17.38,252,82.62,35025
35,26,196,13,6.63,183,93.37,35026
35,27,371,54,14.56,317,85.44,35027
35,28,272,25,9.19,247,90.81,35028
35,29,251,31,12.35,220,87.65,35029
35,30,474,53,11.18,421,88.82,35030
35,31,341,48,14.08,293,85.92,35031
35,32,162,17,10.49,145,89.51,35032
35,33,241,56,23.24,185,76.76,35033
35,34,330,34,10.3,296,89.7,35034
35,35,159,21,13.21,138,86.79,35035
36,1,275,43,15.64,232,84.36,36001
36,2,219,41,18.72,178,81.28,36002
36,3,263,20,7.6,243,92.4,36003
36,4,139,11,7.91,128,92.09,36004
36,5,208,53,25.48,155,74.52,36005
36,6,278,26,9.35,252,90.65,36006
36,7,278,70,25.18,208,74.82,36007
36,8,298,81,27.18,217,72.82,36008
36,9,295,76,25.76,219,74.24,36009
36,10,263,64,24.33,199,75.67,36010
36,11,349,77,22.06,272,77.94,36011
36,12,278,74,26.62,204,73.38,36012
36,13,382,64,16.75,318,83.25,36013
36,14,321,49,15.26,272,84.74,36014
36,15,293,65,22.18,228,77.82,36015
36,16,291,51,17.53,240,82.47,36016
36,17,238,83,34.87,155,65.13,36017
36,18,298,91,30.54,207,69.46,36018
36,19,423,23,5.44,400,94.56,36019
36,20,276,63,22.83,213,77.17,36020
36,21,289,42,14.53,247,85.47,36021
36,22,417,86,20.62,331,79.38,36022
36,23,152,17,11.18,135,88.82,36023
36,24,301,19,6.31,282,93.69,36024
36,25,213,39,18.31,174,81.69,36025
36,26,452,11,2.43,441,97.57,36026
36,27,270,78,28.89,192,71.11,36027
36,28,258,66,25.58,192,74.42,36028
36,29,267,61,22.85,206,77.15,36029
36,30,290,79,27.24,211,72.76,36030
36,31,293,68,23.21,225,76.79,36031
36,32,310,63,20.32,247,79.68,36032
36,33,265,42,15.85,223,84.15,36033
36,34,230,74,32.17,156,67.83,36034
36,35,272,54,19.85,218,80.15,36035
36,36,239,44,18.41,195,81.59,36036
36,37,249,78,31.33,171,68.67,36037
36,38,178,34,19.1,144,80.9,36038
36,39,309,84,27.18,225,72.82,36039
36,40,257,62,24.12,195,75.88,36040
36,41,183,33,18.03,150,81.97,36041
36,42,231,55,23.81,176,76.19,36042
36,43,350,5,1.43,345,98.57,36043
36,44,250,45,18.0,205,82.0,36044
36,45,242,38,15.7,204,84.3,36045
36,46,248,71,28.63,177,71.37,36046
36,47,206,52,25.24,154,74.76,36047
36,48,275,81,29.45,194,70.55,36048
36,49,276,78,28.26,198,71.74,36049
36,50,301,60,19.93,241,80.07,36050
36,51,319,50,15.67,269,84.33,36051
36,52,267,69,25.84,198,74.16,36052
36,53,250,59,23.6,191,76.4,36053
36,54,366,33,9.02,333,90.98,36054
36,55,308,61,19.81,247,80.19,36055
36,56,236,51,21.61,185,78.39,36056
37,1,210,3,1.43,207,98.57,37001
37,2,161,5,3.11,156,96.89,37002
37,3,182,5,2.75,177,97.25,37003
37,4,266,6,2.26,260,97.74,37004
37,5,209,4,1.91,205,98.09,37005
37,6,426,6,1.41,420,98.59,37006
37,7,303,20,6.6,283,93.4,37007
37,8,317,11,3.47,306,96.53,37008
37,9,281,5,1.78,276,98.22,37009
37,10,418,17,4.07,401,95.93,37010
37,11,61,1,1.64,60,98.36,37011
37,12,302,6,1.99,296,98.01,37012
37,13,349,12,3.44,337,96.56,37013
37,14,301,5,1.66,296,98.34,37014
37,15,375,10,2.67,365,97.33,37015
37,16,431,6,1.39,425,98.61,37016
37,17,214,2,0.93,212,99.07,37017
37,18,224,6,2.68,218,97.32,37018
37,19,206,10,4.85,196,95.15,37019
37,20,262,6,2.29,256,97.71,37020
37,21,298,6,2.01,292,97.99,37021
37,22,190,1,0.53,189,99.47,37022
37,23,236,8,3.39,228,96.61,37023
37,24,248,3,1.21,245,98.79,37024
37,25,283,5,1.77,278,98.23,37025
37,26,213,6,2.82,207,97.18,37026
37,27,173,1,0.58,172,99.42,37027
37,28,284,10,3.52,274,96.48,37028
37,29,277,5,1.81,272,98.19,37029
37,30,290,3,1.03,287,98.97,37030
37,31,386,9,2.33,377,97.67,37031
37,32,290,6,2.07,284,97.93,37032
37,33,256,1,0.39,255,99.61,37033
37,34,352,12,3.41,340,96.59,37034
37,35,44,1,2.27,43,97.73,37035
37,36,246,4,1.63,242,98.37,37036
37,37,304,5,1.64,299,98.36,37037
37,38,316,6,1.9,310,98.1,37038
37,39,274,1,0.36,273,99.64,37039
37,40,257,6,2.33,251,97.67,37040
37,41,309,7,2.27,302,97.73,37041
37,42,72,1,1.39,71,98.61,37042
37,43,365,5,1.37,360,98.63,37043
37,44,352,5,1.42,347,98.58,37044
37,45,273,5,1.83,268,98.17,37045
37,46,234,4,1.71,230,98.29,37046
37,47,60,3,5.0,57,95.0,37047
37,48,281,10,3.56,271,96.44,37048
37,49,241,3,1.24,238,98.76,37049
37,50,83,1,1.2,82,98.8,37050
38,1,200,44,22.0,156,78.0,38001
38,2,228,49,21.49,179,78.51,38002
38,3,268,64,23.88,204,76.12,38003
38,4,112,21,18.75,91,81.25,38004
38,5,414,92,22.22,322,77.78,38005
38,6,235,51,21.7,184,78.3,38006
38,7,309,74,23.95,235,76.05,38007
38,8,305,96,31.48,209,68.52,38008
38,9,319,75,23.51,244,76.49,38009
38,10,246,68,27.64,178,72.36,38010
38,11,206,64,31.07,142,68.93,38011
38,12,212,46,21.7,166,78.3,38012
38,13,227,44,19.38,183,80.62,38013
38,14,311,74,23.79,237,76.21,38014
38,15,177,29,16.38,148,83.62,38015
38,16,253,45,17.79,208,82.21,38016
38,17,239,43,17.99,196,82.01,38017
38,18,246,83,33.74,163,66.26,38018
38,19,222,47,21.17,175,78.83,38019
38,20,279,60,21.51,219,78.49,38020
38,21,266,85,31.95,181,68.05,38021
38,22,279,73,26.16,206,73.84,38022
38,23,212,60,28.3,152,71.7,38023
38,24,165,27,16.36,138,83.64,38024
38,25,246,40,16.26,206,83.74,38025
38,26,196,52,26.53,144,73.47,38026
38,27,170,39,22.94,131,77.06,38027
38,28,205,37,18.05,168,81.95,38028
38,29,223,34,15.25,189,84.75,38029
38,30,222,54,24.32,168,75.68,38030
38,31,245,40,16.33,205,83.67,38031
38,32,287,84,29.27,203,70.73,38032
38,33,202,45,22.28,157,77.72,38033
38,34,240,43,17.92,197,82.08,38034
38,35,270,84,31.11,186,68.89,38035
38,36,234,44,18.8,190,81.2,38036
38,37,294,73,24.83,221,75.17,38037
38,38,205,55,26.83,150,73.17,38038
38,39,254,41,16.14,213,83.86,38039
38,40,166,44,26.51,122,73.49,38040
38,41,301,71,23.59,230,76.41,38041
38,42,304,76,25.0,228,75.0,38042
38,43,250,57,22.8,193,77.2,38043
38,44,229,66,28.82,163,71.18,38044
38,45,296,67,22.64,229,77.36,38045
38,46,237,54,22.78,183,77.22,38046
38,47,243,59,24.28,184,75.72,38047
38,48,244,45,18.44,199,81.56,38048
38,49,238,65,27.31,173,72.69,38049
38,50,260,65,25.0,195,75.0,38050
38,51,218,54,24.77,164,75.23,38051
38,52,275,63,22.91,212,77.09,38052
38,53,234,55,23.5,179,76.5,38053
38,54,280,66,23.57,214,76.43,38054
38,55,587,154,26.24,433,73.76,38055
38,56,228,63,27.63,165,72.37,38056
39,1,268,94,35.07,174,64.93,39001
39,2,275,50,18.18,225,81.82,39002
39,3,295,95,32.2,200,67.8,39003
39,4,206,58,28.16,148,71.84,39004
39,5,273,80,29.3,193,70.7,39005
39,6,562,144,25.62,418,74.38,39006
39,7,272,46,16.91,226,83.09,39007
39,8,240,46,19.17,194,80.83,39008
39,9,279,65,23.3,214,76.7,39009
39,10,205,37,18.05,168,81.95,39010
39,11,252,54,21.43,198,78.57,39011
39,12,191,28,14.66,163,85.34,39012
39,13,108,12,11.11,96,88.89,39013
39,14,264,54,20.45,210,79.55,39014
39,15,160,57,35.63,103,64.38,39015
39,16,239,58,24.27,181,75.73,39016
39,17,244,47,19.26,197,80.74,39017
39,18,246,42,17.07,204,82.93,39018
39,19,214,47,21.96,167,78.04,39019
39,20,261,96,36.78,165,63.22,39020
39,21,176,31,17.61,145,82.39,39021
39,22,149,31,20.81,118,79.19,39022
39,23,137,54,39.42,83,60.58,39023
39,24,226,27,11.95,199,88.05,39024
39,25,137,19,13.87,118,86.13,39025
39,26,280,81,28.93,199,71.07,39026
39,27,191,25,13.09,166,86.91,39027
39,28,148,48,32.43,100,67.57,39028
39,29,179,24,13.41,155,86.59,39029
39,30,267,41,15.36,226,84.64,39030
39,31,195,26,13.33,169,86.67,39031
39,32,352,45,12.78,307,87.22,39032
39,33,319,74,23.2,245,76.8,39033
39,34,257,63,24.51,194,75.49,39034
39,35,280,71,25.36,209,74.64,39035
39,36,355,56,15.77,299,84.23,39036
39,37,372,119,31.99,253,68.01,39037
39,38,399,118,29.57,281,70.43,39038
39,39,131,32,24.43,99,75.57,39039
39,40,200,73,36.5,127,63.5,39040
39,41,72,18,25.0,54,75.0,39041
39,42,229,81,35.37,148,64.63,39042
39,43,349,102,29.23,247,70.77,39043
39,44,311,56,18.01,255,81.99,39044
39,45,321,95,29.6,226,70.4,39045
39,46,240,33,13.75,207,86.25,39046
39,47,182,60,32.97,122,67.03,39047
39,48,186,27,14.52,159,85.48,39048
39,49,180,39,21.67,141,78.33,39049
40,1,210,42,20.0,168,80.0,40001
40,2,198,36,18.18,162,81.82,40002
40,3,288,32,11.11,256,88.89,40003
40,4,307,43,14.01,264,85.99,40004
40,5,231,30,12.99,201,87.01,40005
