ward,precinct,total,ARTHUR D. SUTTON,ARTHUR D. SUTTON Percent,"EUGENE """"GENE"""" MOORE","EUGENE """"GENE"""" MOORE Percent",precinct_id
26,34,297,48,16.16,249,83.84,26034
26,35,257,22,8.56,235,91.44,26035
26,36,342,44,12.87,298,87.13,26036
26,37,289,56,19.38,233,80.62,26037
27,1,1412,465,32.93,947,67.07,27001
27,2,118,4,3.39,114,96.61,27002
27,3,315,10,3.17,305,96.83,27003
27,4,285,17,5.96,268,94.04,27004
27,5,277,151,54.51,126,45.49,27005
27,6,365,2,0.55,363,99.45,27006
27,7,120,10,8.33,110,91.67,27007
27,8,194,1,0.52,193,99.48,27008
27,9,415,31,7.47,384,92.53,27009
27,10,415,8,1.93,407,98.07,27010
27,11,157,3,1.91,154,98.09,27011
27,12,215,0,0.0,215,100.0,27012
27,13,647,149,23.03,498,76.97,27013
27,14,227,4,1.76,223,98.24,27014
27,15,232,6,2.59,226,97.41,27015
27,16,287,77,26.83,210,73.17,27016
27,17,473,54,11.42,419,88.58,27017
27,18,164,51,31.1,113,68.9,27018
27,19,331,14,4.23,317,95.77,27019
27,20,696,76,10.92,620,89.08,27020
27,21,156,0,0.0,156,100.0,27021
27,22,274,2,0.73,272,99.27,27022
27,23,145,6,4.14,139,95.86,27023
27,24,319,5,1.57,314,98.43,27024
27,25,224,8,3.57,216,96.43,27025
27,26,405,7,1.73,398,98.27,27026
27,27,220,10,4.55,210,95.45,27027
27,28,308,80,25.97,228,74.03,27028
27,29,250,5,2.0,245,98.0,27029
27,30,193,22,11.4,171,88.6,27030
27,31,280,3,1.07,277,98.93,27031
27,32,182,29,15.93,153,84.07,27032
27,33,326,40,12.27,286,87.73,27033
27,34,300,2,0.67,298,99.33,27034
27,35,248,33,13.31,215,86.69,27035
27,36,316,11,3.48,305,96.52,27036
27,37,489,126,25.77,363,74.23,27037
27,38,572,220,38.46,352,61.54,27038
27,39,218,5,2.29,213,97.71,27039
27,40,259,5,1.93,254,98.07,27040
27,41,389,107,27.51,282,72.49,27041
27,42,400,136,34.0,264,66.0,27042
27,43,308,3,0.97,305,99.03,27043
27,44,334,2,0.6,332,99.4,27044
27,45,376,12,3.19,364,96.81,27045
27,46,287,7,2.44,280,97.56,27046
27,47,127,4,3.15,123,96.85,27047
27,48,374,3,0.8,371,99.2,27048
27,49,256,7,2.73,249,97.27,27049
27,50,449,125,27.84,324,72.16,27050
27,51,268,5,1.87,263,98.13,27051
27,52,87,7,8.05,80,91.95,27052
27,53,644,226,35.09,418,64.91,27053
27,54,367,125,34.06,242,65.94,27054
27,55,132,30,22.73,102,77.27,27055
28,1,375,7,1.87,368,98.13,28001
28,2,175,1,0.57,174,99.43,28002
28,3,303,7,2.31,296,97.69,28003
28,4,370,7,1.89,363,98.11,28004
28,5,243,3,1.23,240,98.77,28005
28,6,379,4,1.06,375,98.94,28006
28,7,404,7,1.73,397,98.27,28007
28,8,177,5,2.82,172,97.18,28008
28,9,346,5,1.45,341,98.55,28009
28,10,325,2,0.62,323,99.38,28010
28,11,250,8,3.2,242,96.8,28011
28,12,256,3,1.17,253,98.83,28012
28,13,297,6,2.02,291,97.98,28013
28,14,145,15,10.34,130,89.66,28014
28,15,204,5,2.45,199,97.55,28015
28,16,252,6,2.38,246,97.62,28016
28,17,203,6,2.96,197,97.04,28017
28,18,343,6,1.75,337,98.25,28018
28,19,339,2,0.59,337,99.41,28019
28,20,345,8,2.32,337,97.68,28020
28,21,309,7,2.27,302,97.73,28021
28,22,255,4,1.57,251,98.43,28022
28,23,346,6,1.73,340,98.27,28023
28,24,173,1,0.58,172,99.42,28024
28,25,198,3,1.52,195,98.48,28025
28,26,258,3,1.16,255,98.84,28026
28,27,228,3,1.32,225,98.68,28027
28,28,267,5,1.87,262,98.13,28028
28,29,248,7,2.82,241,97.18,28029
28,30,204,7,3.43,197,96.57,28030
28,31,285,5,1.75,280,98.25,28031
28,32,262,7,2.67,255,97.33,28032
28,33,202,4,1.98,198,98.02,28033
28,34,277,3,1.08,274,98.92,28034
28,35,254,5,1.97,249,98.03,28035
28,36,289,3,1.04,286,98.96,28036
28,37,242,7,2.89,235,97.11,28037
28,38,263,6,2.28,257,97.72,28038
28,39,161,3,1.86,158,98.14,28039
28,40,320,6,1.88,314,98.13,28040
28,41,158,2,1.27,156,98.73,28041
28,42,233,4,1.72,229,98.28,28042
28,43,187,4,2.14,183,97.86,28043
28,44,171,1,0.58,170,99.42,28044
28,45,205,5,2.44,200,97.56,28045
28,46,182,2,1.1,180,98.9,28046
28,47,347,7,2.02,340,97.98,28047
28,48,105,3,2.86,102,97.14,28048
28,49,199,3,1.51,196,98.49,28049
28,50,164,3,1.83,161,98.17,28050
28,51,254,10,3.94,244,96.06,28051
28,52,266,1,0.38,265,99.62,28052
28,53,75,9,12.0,66,88.0,28053
28,54,216,7,3.24,209,96.76,28054
28,55,173,5,2.89,168,97.11,28055
28,56,254,8,3.15,246,96.85,28056
28,57,288,4,1.39,284,98.61,28057
28,58,188,2,1.06,186,98.94,28058
28,59,209,5,2.39,204,97.61,28059
28,60,253,3,1.19,250,98.81,28060
28,61,154,3,1.95,151,98.05,28061
29,1,314,3,0.96,311,99.04,29001
29,2,165,29,17.58,136,82.42,29002
29,3,326,6,1.84,320,98.16,29003
29,4,335,9,2.69,326,97.31,29004
29,5,373,6,1.61,367,98.39,29005
29,6,144,32,22.22,112,77.78,29006
29,7,244,33,13.52,211,86.48,29007
29,8,439,5,1.14,434,98.86,29008
29,9,330,7,2.12,323,97.88,29009
29,10,320,4,1.25,316,98.75,29010
29,11,337,9,2.67,328,97.33,29011
29,12,236,4,1.69,232,98.31,29012
29,13,356,11,3.09,345,96.91,29013
29,14,317,6,1.89,311,98.11,29014
29,15,403,10,2.48,393,97.52,29015
29,16,248,2,0.81,246,99.19,29016
29,17,229,31,13.54,198,86.46,29017
29,18,343,5,1.46,338,98.54,29018
29,19,267,3,1.12,264,98.88,29019
29,20,372,8,2.15,364,97.85,29020
29,21,392,8,2.04,384,97.96,29021
29,22,234,42,17.95,192,82.05,29022
29,23,300,2,0.67,298,99.33,29023
29,24,452,11,2.43,441,97.57,29024
29,25,564,7,1.24,557,98.76,29025
29,26,303,4,1.32,299,98.68,29026
29,27,320,8,2.5,312,97.5,29027
29,28,262,1,0.38,261,99.62,29028
29,29,416,16,3.85,400,96.15,29029
29,30,293,6,2.05,287,97.95,29030
29,31,350,2,0.57,348,99.43,29031
29,32,338,4,1.18,334,98.82,29032
29,33,275,4,1.45,271,98.55,29033
29,34,225,35,15.56,190,84.44,29034
29,35,289,2,0.69,287,99.31,29035
29,36,404,12,2.97,392,97.03,29036
29,37,299,9,3.01,290,96.99,29037
29,38,284,3,1.06,281,98.94,29038
29,39,213,29,13.62,184,86.38,29039
29,40,179,4,2.23,175,97.77,29040
29,41,392,6,1.53,386,98.47,29041
29,42,243,2,0.82,241,99.18,29042
29,43,312,5,1.6,307,98.4,29043
29,44,234,7,2.99,227,97.01,29044
29,45,248,3,1.21,245,98.79,29045
29,46,225,4,1.78,221,98.22,29046
29,47,388,21,5.41,367,94.59,29047
29,48,75,13,17.33,62,82.67,29048
29,49,441,7,1.59,434,98.41,29049
29,50,317,7,2.21,310,97.79,29050
29,51,335,4,1.19,331,98.81,29051
29,52,268,37,13.81,231,86.19,29052
29,53,204,33,16.18,171,83.82,29053
29,54,222,44,19.82,178,80.18,29054
29,55,73,3,4.11,70,95.89,29055
29,56,300,0,0.0,300,100.0,29056
30,1,358,96,26.82,262,73.18,30001
30,2,299,89,29.77,210,70.23,30002
30,3,394,77,19.54,317,80.46,30003
30,4,413,77,18.64,336,81.36,30004
30,5,190,45,23.68,145,76.32,30005
30,6,253,60,23.72,193,76.28,30006
30,7,266,52,19.55,214,80.45,30007
30,8,267,58,21.72,209,78.28,30008
30,9,387,69,17.83,318,82.17,30009
30,10,264,46,17.42,218,82.58,30010
30,11,275,62,22.55,213,77.45,30011
30,12,370,115,31.08,255,68.92,30012
30,13,224,47,20.98,177,79.02,30013
30,14,233,61,26.18,172,73.82,30014
30,15,353,88,24.93,265,75.07,30015
30,16,209,46,22.01,163,77.99,30016
30,17,216,23,10.65,193,89.35,30017
30,18,296,44,14.86,252,85.14,30018
30,19,246,35,14.23,211,85.77,30019
30,20,135,21,15.56,114,84.44,30020
30,21,89,11,12.36,78,87.64,30021
30,22,259,57,22.01,202,77.99,30022
30,23,154,32,20.78,122,79.22,30023
30,24,170,35,20.59,135,79.41,30024
30,25,281,57,20.28,224,79.72,30025
30,26,285,52,18.25,233,81.75,30026
30,27,239,52,21.76,187,78.24,30027
30,28,337,83,24.63,254,75.37,30028
30,29,300,68,22.67,232,77.33,30029
30,30,286,46,16.08,240,83.92,30030
30,31,254,62,24.41,192,75.59,30031
30,32,319,96,30.09,223,69.91,30032
30,33,180,32,17.78,148,82.22,30033
30,34,466,93,19.96,373,80.04,30034
30,35,240,59,24.58,181,75.42,30035
30,36,241,59,24.48,182,75.52,30036
30,37,237,53,22.36,184,77.64,30037
30,38,266,49,18.42,217,81.58,30038
30,39,255,54,21.18,201,78.82,30039
30,40,256,54,21.09,202,78.91,30040
30,41,114,17,14.91,97,85.09,30041
30,42,239,56,23.43,183,76.57,30042
30,43,237,43,18.14,194,81.86,30043
30,44,352,88,25.0,264,75.0,30044
30,45,229,35,15.28,194,84.72,30045
31,1,203,20,9.85,183,90.15,31001
31,2,218,40,18.35,178,81.65,31002
31,3,255,24,9.41,231,90.59,31003
31,4,312,42,13.46,270,86.54,31004
31,5,190,23,12.11,167,87.89,31005
31,6,77,13,16.88,64,83.12,31006
31,7,224,36,16.07,188,83.93,31007
31,8,104,11,10.58,93,89.42,31008
31,9,246,35,14.23,211,85.77,31009
31,10,198,13,6.57,185,93.43,31010
31,11,154,33,21.43,121,78.57,31011
31,12,239,35,14.64,204,85.36,31012
31,13,193,30,15.54,163,84.46,31013
31,14,309,58,18.77,251,81.23,31014
31,15,238,26,10.92,212,89.08,31015
31,16,179,16,8.94,163,91.06,31016
31,17,211,24,11.37,187,88.63,31017
31,18,72,17,23.61,55,76.39,31018
31,19,72,1,1.39,71,98.61,31019
31,20,175,15,8.57,160,91.43,31020
31,21,194,27,13.92,167,86.08,31021
31,22,196,22,11.22,174,88.78,31022
31,23,214,34,15.89,180,84.11,31023
31,24,272,39,14.34,233,85.66,31024
31,25,230,28,12.17,202,87.83,31025
31,26,150,22,14.67,128,85.33,31026
31,27,191,27,14.14,164,85.86,31027
31,28,155,19,12.26,136,87.74,31028
31,29,136,12,8.82,124,91.18,31029
31,30,202,35,17.33,167,82.67,31030
31,31,265,52,19.62,213,80.38,31031
31,32,159,34,21.38,125,78.62,31032
31,33,294,61,20.75,233,79.25,31033
31,34,187,25,13.37,162,86.63,31034
31,35,198,25,12.63,173,87.37,31035
31,36,276,43,15.58,233,84.42,31036
31,37,263,35,13.31,228,86.69,31037
31,38,215,26,12.09,189,87.91,31038
31,39,173,17,9.83,156,90.17,31039
31,40,193,13,6.74,180,93.26,31040
31,41,176,12,6.82,164,93.18,31041
31,42,158,16,10.13,142,89.87,31042
31,43,170,12,7.06,158,92.94,31043
31,44,199,27,13.57,172,86.43,31044
31,45,189,15,7.94,174,92.06,31045
32,1,378,67,17.72,311,82.28,32001
32,2,287,59,20.56,228,79.44,32002
32,3,348,68,19.54,280,80.46,32003
32,4,554,131,23.65,423,76.35,32004
32,5,297,61,20.54,236,79.46,32005
32,6,329,85,25.84,244,74.16,32006
32,7,432,159,36.81,273,63.19,32007
32,8,556,230,41.37,326,58.63,32008
32,9,577,136,23.57,441,76.43,32009
32,10,358,110,30.73,248,69.27,32010
32,11,398,73,18.34,325,81.66,32011
32,12,233,43,18.45,190,81.55,32012
32,13,330,102,30.91,228,69.09,32013
32,14,204,38,18.63,166,81.37,32014
32,15,401,115,28.68,286,71.32,32015
32,16,358,63,17.6,295,82.4,32016
32,17,331,71,21.45,260,78.55,32017
32,18,395,139,35.19,256,64.81,32018
32,19,545,130,23.85,415,76.15,32019
32,20,359,120,33.43,239,66.57,32020
32,21,498,130,26.1,368,73.9,32021
32,22,401,90,22.44,311,77.56,32022
32,23,415,142,34.22,273,65.78,32023
32,24,341,93,27.27,248,72.73,32024
32,25,435,107,24.6,328,75.4,32025
32,26,346,72,20.81,274,79.19,32026
32,27,368,123,33.42,245,66.58,32027
32,28,268,62,23.13,206,76.87,32028
32,29,366,69,18.85,297,81.15,32029
32,30,331,96,29.0,235,71.0,32030
32,31,384,82,21.35,302,78.65,32031
32,32,503,185,36.78,318,63.22,32032
32,33,255,70,27.45,185,72.55,32033
32,34,479,118,24.63,361,75.37,32034
32,35,476,90,18.91,386,81.09,32035
32,36,593,158,26.64,435,73.36,32036
32,37,404,122,30.2,282,69.8,32037
32,38,517,132,25.53,385,74.47,32038
32,39,470,170,36.17,300,63.83,32039
32,40,490,151,30.82,339,69.18,32040
32,41,571,182,31.87,389,68.13,32041
32,42,473,117,24.74,356,75.26,32042
32,43,559,210,37.57,349,62.43,32043
32,44,324,71,21.91,253,78.09,32044
32,45,453,110,24.28,343,75.72,32045
32,46,97,30,30.93,67,69.07,32046
32,47,228,71,31.14,157,68.86,32047
32,48,447,167,37.36,280,62.64,32048
33,1,319,52,16.3,267,83.7,33001
33,2,390,52,13.33,338,86.67,33002
33,3,301,53,17.61,248,82.39,33003
33,4,352,51,14.49,301,85.51,33004
33,5,212,31,14.62,181,85.38,33005
33,6,329,60,18.24,269,81.76,33006
33,7,418,64,15.31,354,84.69,33007
33,8,411,63,15.33,348,84.67,33008
33,9,431,69,16.01,362,83.99,33009
33,10,404,69,17.08,335,82.92,33010
33,11,354,75,21.19,279,78.81,33011
33,12,417,79,18.94,338,81.06,33012
33,13,368,57,15.49,311,84.51,33013
33,14,330,49,14.85,281,85.15,33014
33,15,103,17,16.5,86,83.5,33015
33,16,359,76,21.17,283,78.83,33016
33,17,354,53,14.97,301,85.03,33017
33,18,168,32,19.05,136,80.95,33018
33,19,272,52,19.12,220,80.88,33019
33,20,387,56,14.47,331,85.53,33020
33,21,309,48,15.53,261,84.47,33021
33,22,417,48,11.51,369,88.49,33022
33,23,357,49,13.73,308,86.27,33023
33,24,400,62,15.5,338,84.5,33024
33,25,538,83,15.43,455,84.57,33025
33,26,289,45,15.57,244,84.43,33026
33,27,388,50,12.89,338,87.11,33027
33,28,344,69,20.06,275,79.94,33028
33,29,381,65,17.06,316,82.94,33029
33,30,310,62,20.0,248,80.0,33030
33,31,344,66,19.19,278,80.81,33031
33,32,100,20,20.0,80,80.0,33032
33,33,347,51,14.7,296,85.3,33033
33,34,358,62,17.32,296,82.68,33034
33,35,427,65,15.22,362,84.78,33035
33,36,375,52,13.87,323,86.13,33036
33,37,339,63,18.58,276,81.42,33037
33,38,86,30,34.88,56,65.12,33038
34,1,433,4,0.92,429,99.08,34001
34,2,313,4,1.28,309,98.72,34002
34,3,327,6,1.83,321,98.17,34003
34,4,311,4,1.29,307,98.71,34004
34,5,232,7,3.02,225,96.98,34005
34,6,351,15,4.27,336,95.73,34006
34,7,417,10,2.4,407,97.6,34007
34,8,359,10,2.79,349,97.21,34008
34,9,310,7,2.26,303,97.74,34009
34,10,466,11,2.36,455,97.64,34010
34,11,360,2,0.56,358,99.44,34011
34,12,372,8,2.15,364,97.85,34012
34,13,221,6,2.71,215,97.29,34013
34,14,295,12,4.07,283,95.93,34014
34,15,281,4,1.42,277,98.58,34015
34,16,351,8,2.28,343,97.72,34016
34,17,436,7,1.61,429,98.39,34017
34,18,328,6,1.83,322,98.17,34018
34,19,337,5,1.48,332,98.52,34019
34,20,384,7,1.82,377,98.18,34020
34,21,458,12,2.62,446,97.38,34021
34,22,398,3,0.75,395,99.25,34022
34,23,329,12,3.65,317,96.35,34023
34,24,340,2,0.59,338,99.41,34024
34,25,245,3,1.22,242,98.78,34025
34,26,305,8,2.62,297,97.38,34026
34,27,314,5,1.59,309,98.41,34027
34,28,300,5,1.67,295,98.33,34028
34,29,495,7,1.41,488,98.59,34029
34,30,435,13,2.99,422,97.01,34030
34,31,408,5,1.23,403,98.77,34031
34,32,372,7,1.88,365,98.12,34032
34,33,312,2,0.64,310,99.36,34033
34,34,355,3,0.85,352,99.15,34034
34,35,452,19,4.2,433,95.8,34035
34,36,459,12,2.61,447,97.39,34036
34,37,253,2,0.79,251,99.21,34037
34,38,282,6,2.13,276,97.87,34038
34,39,301,4,1.33,297,98.67,34039
34,40,465,5,1.08,460,98.92,34040
34,41,385,11,2.86,374,97.14,34041
34,42,427,7,1.64,420,98.36,34042
34,43,350,4,1.14,346,98.86,34043
34,44,393,3,0.76,390,99.24,34044
34,45,373,6,1.61,367,98.39,34045
34,46,259,7,2.7,252,97.3,34046
34,47,214,2,0.93,212,99.07,34047
34,48,364,8,2.2,356,97.8,34048
34,49,399,3,0.75,396,99.25,34049
34,50,353,2,0.57,351,99.43,34050
34,51,525,12,2.29,513,97.71,34051
34,52,383,4,1.04,379,98.96,34052
34,53,369,7,1.9,362,98.1,34053
34,54,353,6,1.7,347,98.3,34054
34,55,318,6,1.89,312,98.11,34055
34,56,339,5,1.47,334,98.53,34056
34,57,282,8,2.84,274,97.16,34057
34,58,317,9,2.84,308,97.16,34058
34,59,351,8,2.28,343,97.72,34059
34,60,424,8,1.89,416,98.11,34060
34,61,344,9,2.62,335,97.38,34061
35,1,259,58,22.39,201,77.61,35001
35,2,320,67,20.94,253,79.06,35002
35,3,235,29,12.34,206,87.66,35003
35,4,154,26,16.88,128,83.12,35004
35,5,257,49,19.07,208,80.93,35005
35,6,247,62,25.1,185,74.9,35006
35,7,354,56,15.82,298,84.18,35007
35,8,110,20,18.18,90,81.82,35008
35,9,281,38,13.52,243,86.48,35009
35,10,276,38,13.77,238,86.23,35010
35,11,191,33,17.28,158,82.72,35011
35,12,319,36,11.29,283,88.71,35012
35,13,426,83,19.48,343,80.52,35013
35,14,348,51,14.66,297,85.34,35014
35,15,311,48,15.43,263,84.57,35015
35,16,307,36,11.73,271,88.27,35016
35,17,301,47,15.61,254,84.39,35017
35,18,315,58,18.41,257,81.59,35018
35,19,340,49,14.41,291,85.59,35019
35,20,140,15,10.71,125,89.29,35020
35,21,419,66,15.75,353,84.25,35021
35,22,231,20,8.66,211,91.34,35022
35,23,262,47,17.94,215,82.06,35023
35,24,275,21,7.64,254,92.36,35024
35,25,339,53,15.63,286,84.37,35025
35,26,225,25,11.11,200,88.89,35026
35,27,384,71,18.49,313,81.51,35027
35,28,292,35,11.99,257,88.01,35028
35,29,271,40,14.76,231,85.24,35029
35,30,507,71,14.0,436,86.0,35030
35,31,362,53,14.64,309,85.36,35031
35,32,171,22,12.87,149,87.13,35032
35,33,274,65,23.72,209,76.28,35033
35,34,389,50,12.85,339,87.15,35034
35,35,196,23,11.73,173,88.27,35035
36,1,307,66,21.5,241,78.5,36001
36,2,239,54,22.59,185,77.41,36002
36,3,282,31,10.99,251,89.01,36003
36,4,151,17,11.26,134,88.74,36004
36,5,245,77,31.43,168,68.57,36005
36,6,299,47,15.72,252,84.28,36006
36,7,323,116,35.91,207,64.09,36007
36,8,358,109,30.45,249,69.55,36008
36,9,326,104,31.9,222,68.1,36009
36,10,291,70,24.05,221,75.95,36010
36,11,384,111,28.91,273,71.09,36011
36,12,315,106,33.65,209,66.35,36012
36,13,403,71,17.62,332,82.38,36013
36,14,341,67,19.65,274,80.35,36014
36,15,326,94,28.83,232,71.17,36015
36,16,318,60,18.87,258,81.13,36016
36,17,270,114,42.22,156,57.78,36017
36,18,343,120,34.99,223,65.01,36018
36,19,415,8,1.93,407,98.07,36019
36,20,359,86,23.96,273,76.04,36020
36,21,309,59,19.09,250,80.91,36021
36,22,468,127,27.14,341,72.86,36022
36,23,167,22,13.17,145,86.83,36023
36,24,335,22,6.57,313,93.43,36024
36,25,232,68,29.31,164,70.69,36025
36,26,519,11,2.12,508,97.88,36026
36,27,305,105,34.43,200,65.57,36027
36,28,293,90,30.72,203,69.28,36028
36,29,311,85,27.33,226,72.67,36029
36,30,343,110,32.07,233,67.93,36030
36,31,336,103,30.65,233,69.35,36031
36,32,356,100,28.09,256,71.91,36032
36,33,300,62,20.67,238,79.33,36033
36,34,249,84,33.73,165,66.27,36034
36,35,329,74,22.49,255,77.51,36035
36,36,276,66,23.91,210,76.09,36036
36,37,294,99,33.67,195,66.33,36037
36,38,195,48,24.62,147,75.38,36038
36,39,351,115,32.76,236,67.24,36039
36,40,300,85,28.33,215,71.67,36040
36,41,234,51,21.79,183,78.21,36041
36,42,263,86,32.7,177,67.3,36042
36,43,430,8,1.86,422,98.14,36043
36,44,286,57,19.93,229,80.07,36044
36,45,285,52,18.25,233,81.75,36045
36,46,292,105,35.96,187,64.04,36046
36,47,235,75,31.91,160,68.09,36047
36,48,310,100,32.26,210,67.74,36048
36,49,319,107,33.54,212,66.46,36049
36,50,339,87,25.66,252,74.34,36050
36,51,350,64,18.29,286,81.71,36051
36,52,309,84,27.18,225,72.82,36052
36,53,320,89,27.81,231,72.19,36053
36,54,408,37,9.07,371,90.93,36054
36,55,355,76,21.41,279,78.59,36055
36,56,286,78,27.27,208,72.73,36056
37,1,269,3,1.12,266,98.88,37001
37,2,181,17,9.39,164,90.61,37002
37,3,198,6,3.03,192,96.97,37003
37,4,324,4,1.23,320,98.77,37004
37,5,271,5,1.85,266,98.15,37005
37,6,519,9,1.73,510,98.27,37006
37,7,354,9,2.54,345,97.46,37007
37,8,407,14,3.44,393,96.56,37008
37,9,351,7,1.99,344,98.01,37009
37,10,499,18,3.61,481,96.39,37010
37,11,70,0,0.0,70,100.0,37011
37,12,363,21,5.79,342,94.21,37012
37,13,407,8,1.97,399,98.03,37013
37,14,380,10,2.63,370,97.37,37014
37,15,468,11,2.35,457,97.65,37015
37,16,522,12,2.3,510,97.7,37016
37,17,295,7,2.37,288,97.63,37017
37,18,318,2,0.63,316,99.37,37018
37,19,303,17,5.61,286,94.39,37019
37,20,324,8,2.47,316,97.53,37020
37,21,345,3,0.87,342,99.13,37021
37,22,230,3,1.3,227,98.7,37022
37,23,322,10,3.11,312,96.89,37023
37,24,294,5,1.7,289,98.3,37024
37,25,382,4,1.05,378,98.95,37025
37,26,236,10,4.24,226,95.76,37026
37,27,242,3,1.24,239,98.76,37027
37,28,332,14,4.22,318,95.78,37028
37,29,337,4,1.19,333,98.81,37029
37,30,372,6,1.61,366,98.39,37030
37,31,466,8,1.72,458,98.28,37031
37,32,338,9,2.66,329,97.34,37032
37,33,312,5,1.6,307,98.4,37033
37,34,422,10,2.37,412,97.63,37034
37,35,49,1,2.04,48,97.96,37035
37,36,306,7,2.29,299,97.71,37036
37,37,348,6,1.72,342,98.28,37037
37,38,387,7,1.81,380,98.19,37038
37,39,319,6,1.88,313,98.12,37039
37,40,318,3,0.94,315,99.06,37040
37,41,385,5,1.3,380,98.7,37041
37,42,86,3,3.49,83,96.51,37042
37,43,432,8,1.85,424,98.15,37043
37,44,395,9,2.28,386,97.72,37044
37,45,347,9,2.59,338,97.41,37045
37,46,276,3,1.09,273,98.91,37046
37,47,63,4,6.35,59,93.65,37047
37,48,350,7,2.0,343,98.0,37048
37,49,294,7,2.38,287,97.62,37049
37,50,97,3,3.09,94,96.91,37050
38,1,220,60,27.27,160,72.73,38001
38,2,281,86,30.6,195,69.4,38002
38,3,312,102,32.69,210,67.31,38003
38,4,126,33,26.19,93,73.81,38004
38,5,463,117,25.27,346,74.73,38005
38,6,284,93,32.75,191,67.25,38006
38,7,351,103,29.34,248,70.66,38007
38,8,334,129,38.62,205,61.38,38008
38,9,343,104,30.32,239,69.68,38009
38,10,288,91,31.6,197,68.4,38010
38,11,232,79,34.05,153,65.95,38011
38,12,231,67,29.0,164,71.0,38012
38,13,258,57,22.09,201,77.91,38013
38,14,370,118,31.89,252,68.11,38014
38,15,205,64,31.22,141,68.78,38015
38,16,288,71,24.65,217,75.35,38016
38,17,276,60,21.74,216,78.26,38017
38,18,273,104,38.1,169,61.9,38018
38,19,256,70,27.34,186,72.66,38019
38,20,306,89,29.08,217,70.92,38020
38,21,301,108,35.88,193,64.12,38021
38,22,319,105,32.92,214,67.08,38022
38,23,242,68,28.1,174,71.9,38023
38,24,187,33,17.65,154,82.35,38024
38,25,287,62,21.6,225,78.4,38025
38,26,228,71,31.14,157,68.86,38026
38,27,205,67,32.68,138,67.32,38027
38,28,232,68,29.31,164,70.69,38028
38,29,260,54,20.77,206,79.23,38029
38,30,263,69,26.24,194,73.76,38030
38,31,285,50,17.54,235,82.46,38031
38,32,332,126,37.95,206,62.05,38032
38,33,242,58,23.97,184,76.03,38033
38,34,277,75,27.08,202,72.92,38034
38,35,312,111,35.58,201,64.42,38035
38,36,268,65,24.25,203,75.75,38036
38,37,342,100,29.24,242,70.76,38037
38,38,220,74,33.64,146,66.36,38038
38,39,288,68,23.61,220,76.39,38039
38,40,212,69,32.55,143,67.45,38040
38,41,360,96,26.67,264,73.33,38041
38,42,356,104,29.21,252,70.79,38042
38,43,296,81,27.36,215,72.64,38043
38,44,251,95,37.85,156,62.15,38044
38,45,343,98,28.57,245,71.43,38045
38,46,281,81,28.83,200,71.17,38046
38,47,281,80,28.47,201,71.53,38047
38,48,274,58,21.17,216,78.83,38048
38,49,269,100,37.17,169,62.83,38049
38,50,298,95,31.88,203,68.12,38050
38,51,257,76,29.57,181,70.43,38051
38,52,302,77,25.5,225,74.5,38052
38,53,264,77,29.17,187,70.83,38053
38,54,311,86,27.65,225,72.35,38054
38,55,664,195,29.37,469,70.63,38055
38,56,267,82,30.71,185,69.29,38056
39,1,306,116,37.91,190,62.09,39001
39,2,337,84,24.93,253,75.07,39002
39,3,337,113,33.53,224,66.47,39003
39,4,226,88,38.94,138,61.06,39004
39,5,287,82,28.57,205,71.43,39005
39,6,616,203,32.95,413,67.05,39006
39,7,306,61,19.93,245,80.07,39007
39,8,263,64,24.33,199,75.67,39008
39,9,341,82,24.05,259,75.95,39009
39,10,232,37,15.95,195,84.05,39010
39,11,297,76,25.59,221,74.41,39011
39,12,213,37,17.37,176,82.63,39012
39,13,142,16,11.27,126,88.73,39013
39,14,299,62,20.74,237,79.26,39014
39,15,191,74,38.74,117,61.26,39015
39,16,259,66,25.48,193,74.52,39016
39,17,265,52,19.62,213,80.38,39017
39,18,279,56,20.07,223,79.93,39018
39,19,242,64,26.45,178,73.55,39019
39,20,285,113,39.65,172,60.35,39020
39,21,192,44,22.92,148,77.08,39021
39,22,217,33,15.21,184,84.79,39022
39,23,147,56,38.1,91,61.9,39023
39,24,273,49,17.95,224,82.05,39024
39,25,167,30,17.96,137,82.04,39025
39,26,328,120,36.59,208,63.41,39026
39,27,210,34,16.19,176,83.81,39027
39,28,169,71,42.01,98,57.99,39028
39,29,206,32,15.53,174,84.47,39029
39,30,301,60,19.93,241,80.07,39030
39,31,228,46,20.18,182,79.82,39031
39,32,377,54,14.32,323,85.68,39032
39,33,363,93,25.62,270,74.38,39033
39,34,300,73,24.33,227,75.67,39034
39,35,323,86,26.63,237,73.37,39035
39,36,379,60,15.83,319,84.17,39036
39,37,404,147,36.39,257,63.61,39037
39,38,461,158,34.27,303,65.73,39038
39,39,152,47,30.92,105,69.08,39039
39,40,218,84,38.53,134,61.47,39040
39,41,80,21,26.25,59,73.75,39041
39,42,260,89,34.23,171,65.77,39042
39,43,379,137,36.15,242,63.85,39043
39,44,357,75,21.01,282,78.99,39044
39,45,341,104,30.5,237,69.5,39045
39,46,270,49,18.15,221,81.85,39046
39,47,202,81,40.1,121,59.9,39047
39,48,199,35,17.59,164,82.41,39048
39,49,205,50,24.39,155,75.61,39049
40,1,252,60,23.81,192,76.19,40001
40,2,227,55,24.23,172,75.77,40002
40,3,310,41,13.23,269,86.77,40003
