ward,precinct,total,Kathleen Marie Burke,Kathleen Marie Burke Percent,precinct_id
34,69,200,200,100.0,34069
34,70,313,313,100.0,34070
34,71,244,244,100.0,34071
34,72,204,204,100.0,34072
34,73,227,227,100.0,34073
35,1,315,315,100.0,35001
35,2,198,198,100.0,35002
35,3,185,185,100.0,35003
35,4,286,286,100.0,35004
35,5,230,230,100.0,35005
35,6,282,282,100.0,35006
35,7,338,338,100.0,35007
35,8,275,275,100.0,35008
35,9,278,278,100.0,35009
35,10,320,320,100.0,35010
35,11,266,266,100.0,35011
35,12,314,314,100.0,35012
35,13,80,80,100.0,35013
35,14,294,294,100.0,35014
35,15,251,251,100.0,35015
35,16,299,299,100.0,35016
35,17,288,288,100.0,35017
35,18,319,319,100.0,35018
35,19,281,281,100.0,35019
35,20,232,232,100.0,35020
35,21,260,260,100.0,35021
35,22,118,118,100.0,35022
35,23,167,167,100.0,35023
35,24,192,192,100.0,35024
35,25,302,302,100.0,35025
35,26,371,371,100.0,35026
35,27,339,339,100.0,35027
35,28,358,358,100.0,35028
35,29,340,340,100.0,35029
35,30,368,368,100.0,35030
35,31,151,151,100.0,35031
35,32,146,146,100.0,35032
35,33,251,251,100.0,35033
35,34,307,307,100.0,35034
35,35,247,247,100.0,35035
35,36,212,212,100.0,35036
36,1,246,246,100.0,36001
36,2,212,212,100.0,36002
36,3,288,288,100.0,36003
36,4,178,178,100.0,36004
36,5,191,191,100.0,36005
36,6,257,257,100.0,36006
36,7,220,220,100.0,36007
36,8,250,250,100.0,36008
36,9,241,241,100.0,36009
36,10,164,164,100.0,36010
36,11,293,293,100.0,36011
36,12,183,183,100.0,36012
36,13,328,328,100.0,36013
36,14,271,271,100.0,36014
36,15,259,259,100.0,36015
36,16,386,386,100.0,36016
36,17,223,223,100.0,36017
36,18,269,269,100.0,36018
36,19,409,409,100.0,36019
36,20,336,336,100.0,36020
36,21,390,390,100.0,36021
36,22,364,364,100.0,36022
36,23,140,140,100.0,36023
36,24,282,282,100.0,36024
36,25,187,187,100.0,36025
36,26,285,285,100.0,36026
36,27,154,154,100.0,36027
36,28,227,227,100.0,36028
36,29,250,250,100.0,36029
36,30,298,298,100.0,36030
36,31,295,295,100.0,36031
36,32,236,236,100.0,36032
36,33,191,191,100.0,36033
36,34,188,188,100.0,36034
36,35,330,330,100.0,36035
36,36,224,224,100.0,36036
36,37,221,221,100.0,36037
36,38,171,171,100.0,36038
36,39,269,269,100.0,36039
36,40,279,279,100.0,36040
36,41,207,207,100.0,36041
36,42,214,214,100.0,36042
36,43,215,215,100.0,36043
36,44,277,277,100.0,36044
36,45,254,254,100.0,36045
36,46,208,208,100.0,36046
36,47,184,184,100.0,36047
36,48,248,248,100.0,36048
36,49,303,303,100.0,36049
36,50,254,254,100.0,36050
36,51,335,335,100.0,36051
36,52,242,242,100.0,36052
36,53,184,184,100.0,36053
36,54,355,355,100.0,36054
36,55,325,325,100.0,36055
37,1,133,133,100.0,37001
37,2,190,190,100.0,37002
37,3,163,163,100.0,37003
37,4,85,85,100.0,37004
37,5,264,264,100.0,37005
37,6,240,240,100.0,37006
37,7,201,201,100.0,37007
37,8,220,220,100.0,37008
37,9,297,297,100.0,37009
37,10,241,241,100.0,37010
37,11,146,146,100.0,37011
37,12,192,192,100.0,37012
37,13,216,216,100.0,37013
37,14,255,255,100.0,37014
37,15,265,265,100.0,37015
37,16,304,304,100.0,37016
37,17,296,296,100.0,37017
37,18,234,234,100.0,37018
37,19,97,97,100.0,37019
37,20,197,197,100.0,37020
37,21,205,205,100.0,37021
37,22,327,327,100.0,37022
37,23,185,185,100.0,37023
37,24,243,243,100.0,37024
37,25,284,284,100.0,37025
37,26,141,141,100.0,37026
37,27,223,223,100.0,37027
37,28,195,195,100.0,37028
37,29,274,274,100.0,37029
37,30,182,182,100.0,37030
37,31,269,269,100.0,37031
37,32,271,271,100.0,37032
37,33,213,213,100.0,37033
37,34,226,226,100.0,37034
37,35,152,152,100.0,37035
37,36,268,268,100.0,37036
37,37,224,224,100.0,37037
37,38,309,309,100.0,37038
37,39,111,111,100.0,37039
37,40,283,283,100.0,37040
37,41,266,266,100.0,37041
37,42,58,58,100.0,37042
37,43,165,165,100.0,37043
37,44,221,221,100.0,37044
37,45,208,208,100.0,37045
37,46,229,229,100.0,37046
37,47,70,70,100.0,37047
37,48,270,270,100.0,37048
37,49,250,250,100.0,37049
37,50,203,203,100.0,37050
37,51,206,206,100.0,37051
37,52,165,165,100.0,37052
37,53,230,230,100.0,37053
37,54,267,267,100.0,37054
37,55,230,230,100.0,37055
37,56,192,192,100.0,37056
37,57,125,125,100.0,37057
37,58,196,196,100.0,37058
38,1,276,276,100.0,38001
38,2,182,182,100.0,38002
38,3,195,195,100.0,38003
38,4,142,142,100.0,38004
38,5,411,411,100.0,38005
38,6,224,224,100.0,38006
38,7,263,263,100.0,38007
38,8,187,187,100.0,38008
38,9,232,232,100.0,38009
38,10,338,338,100.0,38010
38,11,198,198,100.0,38011
38,12,252,252,100.0,38012
38,13,242,242,100.0,38013
38,14,197,197,100.0,38014
38,15,174,174,100.0,38015
38,16,259,259,100.0,38016
38,17,196,196,100.0,38017
38,18,212,212,100.0,38018
38,19,246,246,100.0,38019
38,20,305,305,100.0,38020
38,21,234,234,100.0,38021
38,22,227,227,100.0,38022
38,23,174,174,100.0,38023
38,24,173,173,100.0,38024
38,25,234,234,100.0,38025
38,26,186,186,100.0,38026
38,27,148,148,100.0,38027
38,28,179,179,100.0,38028
38,29,211,211,100.0,38029
38,30,236,236,100.0,38030
38,31,275,275,100.0,38031
38,32,245,245,100.0,38032
38,33,203,203,100.0,38033
38,34,161,161,100.0,38034
38,35,250,250,100.0,38035
38,36,218,218,100.0,38036
38,37,259,259,100.0,38037
38,38,297,297,100.0,38038
38,39,216,216,100.0,38039
38,40,186,186,100.0,38040
38,41,297,297,100.0,38041
38,42,255,255,100.0,38042
38,43,249,249,100.0,38043
38,44,247,247,100.0,38044
38,45,282,282,100.0,38045
38,46,214,214,100.0,38046
38,47,206,206,100.0,38047
38,48,219,219,100.0,38048
38,49,201,201,100.0,38049
38,50,252,252,100.0,38050
38,51,180,180,100.0,38051
38,52,233,233,100.0,38052
38,53,59,59,100.0,38053
39,1,223,223,100.0,39001
39,2,270,270,100.0,39002
39,3,256,256,100.0,39003
39,4,186,186,100.0,39004
39,5,186,186,100.0,39005
39,6,264,264,100.0,39006
39,7,187,187,100.0,39007
39,8,275,275,100.0,39008
39,9,295,295,100.0,39009
39,10,216,216,100.0,39010
39,11,312,312,100.0,39011
39,12,233,233,100.0,39012
39,13,147,147,100.0,39013
39,14,219,219,100.0,39014
39,15,206,206,100.0,39015
39,16,203,203,100.0,39016
39,17,205,205,100.0,39017
39,18,278,278,100.0,39018
39,19,182,182,100.0,39019
39,20,201,201,100.0,39020
39,21,152,152,100.0,39021
39,22,201,201,100.0,39022
39,23,136,136,100.0,39023
39,24,268,268,100.0,39024
39,25,275,275,100.0,39025
39,26,236,236,100.0,39026
39,27,287,287,100.0,39027
39,28,288,288,100.0,39028
39,29,267,267,100.0,39029
39,30,172,172,100.0,39030
39,31,187,187,100.0,39031
39,32,168,168,100.0,39032
39,33,301,301,100.0,39033
39,34,288,288,100.0,39034
39,35,286,286,100.0,39035
39,36,201,201,100.0,39036
39,37,284,284,100.0,39037
39,38,276,276,100.0,39038
39,39,115,115,100.0,39039
39,40,164,164,100.0,39040
39,41,94,94,100.0,39041
39,42,207,207,100.0,39042
39,43,358,358,100.0,39043
39,44,313,313,100.0,39044
39,45,132,132,100.0,39045
39,46,203,203,100.0,39046
39,47,162,162,100.0,39047
40,1,184,184,100.0,40001
40,2,201,201,100.0,40002
40,3,332,332,100.0,40003
40,4,239,239,100.0,40004
40,5,290,290,100.0,40005
40,6,249,249,100.0,40006
40,7,318,318,100.0,40007
40,8,74,74,100.0,40008
40,9,185,185,100.0,40009
40,10,275,275,100.0,40010
40,11,268,268,100.0,40011
40,12,193,193,100.0,40012
40,13,383,383,100.0,40013
40,14,278,278,100.0,40014
40,15,280,280,100.0,40015
40,16,186,186,100.0,40016
40,17,114,114,100.0,40017
40,18,282,282,100.0,40018
40,19,210,210,100.0,40019
40,20,230,230,100.0,40020
40,21,240,240,100.0,40021
40,22,133,133,100.0,40022
40,23,369,369,100.0,40023
40,24,158,158,100.0,40024
40,25,206,206,100.0,40025
40,26,308,308,100.0,40026
40,27,227,227,100.0,40027
40,28,300,300,100.0,40028
40,29,234,234,100.0,40029
40,30,281,281,100.0,40030
40,31,212,212,100.0,40031
40,32,164,164,100.0,40032
40,33,264,264,100.0,40033
40,34,174,174,100.0,40034
40,35,231,231,100.0,40035
40,36,299,299,100.0,40036
40,37,228,228,100.0,40037
40,38,124,124,100.0,40038
40,39,212,212,100.0,40039
40,40,159,159,100.0,40040
40,41,376,376,100.0,40041
40,42,332,332,100.0,40042
40,43,321,321,100.0,40043
40,44,202,202,100.0,40044
40,45,379,379,100.0,40045
40,46,315,315,100.0,40046
40,47,345,345,100.0,40047
40,48,197,197,100.0,40048
40,49,153,153,100.0,40049
41,1,200,200,100.0,41001
41,2,310,310,100.0,41002
41,3,177,177,100.0,41003
41,4,238,238,100.0,41004
41,5,371,371,100.0,41005
41,6,240,240,100.0,41006
41,7,356,356,100.0,41007
41,8,238,238,100.0,41008
41,9,248,248,100.0,41009
41,10,234,234,100.0,41010
41,11,219,219,100.0,41011
41,12,311,311,100.0,41012
41,13,200,200,100.0,41013
41,14,312,312,100.0,41014
41,15,194,194,100.0,41015
41,16,286,286,100.0,41016
41,17,256,256,100.0,41017
41,18,194,194,100.0,41018
41,19,241,241,100.0,41019
41,20,265,265,100.0,41020
41,21,283,283,100.0,41021
41,22,216,216,100.0,41022
41,23,280,280,100.0,41023
41,24,179,179,100.0,41024
41,25,139,139,100.0,41025
41,26,145,145,100.0,41026
41,27,119,119,100.0,41027
41,28,234,234,100.0,41028
41,29,146,146,100.0,41029
41,30,232,232,100.0,41030
41,31,251,251,100.0,41031
41,32,218,218,100.0,41032
41,33,207,207,100.0,41033
41,34,218,218,100.0,41034
41,35,247,247,100.0,41035
41,36,256,256,100.0,41036
41,37,295,295,100.0,41037
41,38,236,236,100.0,41038
41,39,177,177,100.0,41039
41,40,190,190,100.0,41040
41,41,240,240,100.0,41041
41,42,234,234,100.0,41042
41,43,218,218,100.0,41043
41,44,224,224,100.0,41044
41,45,202,202,100.0,41045
41,46,218,218,100.0,41046
41,47,258,258,100.0,41047
41,48,200,200,100.0,41048
41,49,199,199,100.0,41049
41,50,236,236,100.0,41050
41,51,231,231,100.0,41051
41,52,246,246,100.0,41052
41,53,311,311,100.0,41053
41,54,246,246,100.0,41054
41,55,246,246,100.0,41055
41,56,282,282,100.0,41056
41,57,257,257,100.0,41057
41,58,167,167,100.0,41058
41,59,222,222,100.0,41059
41,60,179,179,100.0,41060
41,61,307,307,100.0,41061
41,62,236,236,100.0,41062
41,63,238,238,100.0,41063
41,64,233,233,100.0,41064
41,65,328,328,100.0,41065
41,66,267,267,100.0,41066
41,67,202,202,100.0,41067
41,68,211,211,100.0,41068
41,69,340,340,100.0,41069
41,70,186,186,100.0,41070
41,71,157,157,100.0,41071
42,1,375,375,100.0,42001
42,2,283,283,100.0,42002
42,3,231,231,100.0,42003
42,4,236,236,100.0,42004
42,5,234,234,100.0,42005
42,6,424,424,100.0,42006
42,7,348,348,100.0,42007
42,8,379,379,100.0,42008
42,9,602,602,100.0,42009
42,10,238,238,100.0,42010
42,11,295,295,100.0,42011
42,12,201,201,100.0,42012
42,13,404,404,100.0,42013
42,14,451,451,100.0,42014
42,15,300,300,100.0,42015
42,16,186,186,100.0,42016
42,17,349,349,100.0,42017
42,18,497,497,100.0,42018
42,19,172,172,100.0,42019
42,20,213,213,100.0,42020
42,21,215,215,100.0,42021
42,22,553,553,100.0,42022
42,23,319,319,100.0,42023
42,24,360,360,100.0,42024
42,25,256,256,100.0,42025
42,26,276,276,100.0,42026
42,27,339,339,100.0,42027
42,28,270,270,100.0,42028
42,29,282,282,100.0,42029
42,30,222,222,100.0,42030
42,31,230,230,100.0,42031
42,32,360,360,100.0,42032
42,33,360,360,100.0,42033
42,34,268,268,100.0,42034
42,35,214,214,100.0,42035
42,36,327,327,100.0,42036
42,37,254,254,100.0,42037
42,38,277,277,100.0,42038
42,39,160,160,100.0,42039
42,40,242,242,100.0,42040
42,41,498,498,100.0,42041
42,42,196,196,100.0,42042
42,43,239,239,100.0,42043
42,44,372,372,100.0,42044
42,45,294,294,100.0,42045
42,46,279,279,100.0,42046
42,47,172,172,100.0,42047
42,48,232,232,100.0,42048
42,49,166,166,100.0,42049
42,50,164,164,100.0,42050
42,51,266,266,100.0,42051
42,52,170,170,100.0,42052
42,53,201,201,100.0,42053
42,54,272,272,100.0,42054
42,55,380,380,100.0,42055
42,56,423,423,100.0,42056
42,57,318,318,100.0,42057
42,58,99,99,100.0,42058
42,59,121,121,100.0,42059
42,60,213,213,100.0,42060
42,61,179,179,100.0,42061
42,62,185,185,100.0,42062
42,63,241,241,100.0,42063
42,64,159,159,100.0,42064
42,65,335,335,100.0,42065
42,66,290,290,100.0,42066
42,67,409,409,100.0,42067
42,68,611,611,100.0,42068
42,69,446,446,100.0,42069
43,1,206,206,100.0,43001
43,2,367,367,100.0,43002
43,3,350,350,100.0,43003
43,4,365,365,100.0,43004
43,5,346,346,100.0,43005
43,6,283,283,100.0,43006
43,7,168,168,100.0,43007
43,8,294,294,100.0,43008
43,9,310,310,100.0,43009
43,10,144,144,100.0,43010
43,11,224,224,100.0,43011
43,12,404,404,100.0,43012
43,13,195,195,100.0,43013
43,14,233,233,100.0,43014
43,15,282,282,100.0,43015
43,16,313,313,100.0,43016
43,17,202,202,100.0,43017
43,18,361,361,100.0,43018
43,19,220,220,100.0,43019
43,20,329,329,100.0,43020
43,21,235,235,100.0,43021
43,22,231,231,100.0,43022
43,23,228,228,100.0,43023
43,24,257,257,100.0,43024
43,25,256,256,100.0,43025
43,26,243,243,100.0,43026
43,27,282,282,100.0,43027
43,28,255,255,100.0,43028
43,29,272,272,100.0,43029
43,30,273,273,100.0,43030
43,31,248,248,100.0,43031
43,32,226,226,100.0,43032
43,33,305,305,100.0,43033
43,34,230,230,100.0,43034
43,35,398,398,100.0,43035
43,36,288,288,100.0,43036
43,37,290,290,100.0,43037
43,38,325,325,100.0,43038
43,39,292,292,100.0,43039
43,40,168,168,100.0,43040
43,41,249,249,100.0,43041
43,42,230,230,100.0,43042
43,43,314,314,100.0,43043
43,44,401,401,100.0,43044
43,45,114,114,100.0,43045
43,46,293,293,100.0,43046
43,47,259,259,100.0,43047
43,48,399,399,100.0,43048
43,49,232,232,100.0,43049
43,50,267,267,100.0,43050
43,51,385,385,100.0,43051
43,52,447,447,100.0,43052
43,53,378,378,100.0,43053
43,54,248,248,100.0,43054
43,55,199,199,100.0,43055
43,56,240,240,100.0,43056
43,57,359,359,100.0,43057
43,58,355,355,100.0,43058
43,59,260,260,100.0,43059
43,60,267,267,100.0,43060
43,61,216,216,100.0,43061
43,62,296,296,100.0,43062
43,63,255,255,100.0,43063
43,64,175,175,100.0,43064
43,65,172,172,100.0,43065
43,66,135,135,100.0,43066
43,67,215,215,100.0,43067
44,1,239,239,100.0,44001
44,2,261,261,100.0,44002
44,3,271,271,100.0,44003
44,4,271,271,100.0,44004
44,5,475,475,100.0,44005
44,6,482,482,100.0,44006
44,7,326,326,100.0,44007
44,8,230,230,100.0,44008
44,9,593,593,100.0,44009
44,10,357,357,100.0,44010
44,11,505,505,100.0,44011
44,12,229,229,100.0,44012
44,13,301,301,100.0,44013
44,14,406,406,100.0,44014
44,15,441,441,100.0,44015
44,16,424,424,100.0,44016
44,17,392,392,100.0,44017
44,18,302,302,100.0,44018
44,19,256,256,100.0,44019
44,20,535,535,100.0,44020
44,21,525,525,100.0,44021
44,22,393,393,100.0,44022
44,23,445,445,100.0,44023
44,24,336,336,100.0,44024
44,25,425,425,100.0,44025
44,26,395,395,100.0,44026
44,27,487,487,100.0,44027
44,28,398,398,100.0,44028
44,29,519,519,100.0,44029
44,30,422,422,100.0,44030
44,31,506,506,100.0,44031
44,32,261,261,100.0,44032
44,33,588,588,100.0,44033
44,34,259,259,100.0,44034
44,35,240,240,100.0,44035
44,36,475,475,100.0,44036
44,37,487,487,100.0,44037
44,38,491,491,100.0,44038
44,39,475,475,100.0,44039
44,40,451,451,100.0,44040
44,41,390,390,100.0,44041
44,42,500,500,100.0,44042
44,43,522,522,100.0,44043
44,44,422,422,100.0,44044
44,45,541,541,100.0,44045
44,46,252,252,100.0,44046
44,47,517,517,100.0,44047
44,48,238,238,100.0,44048
44,49,510,510,100.0,44049
44,50,485,485,100.0,44050
45,1,221,221,100.0,45001
45,2,293,293,100.0,45002
45,3,344,344,100.0,45003
45,4,315,315,100.0,45004
45,5,291,291,100.0,45005
45,6,266,266,100.0,45006
45,7,252,252,100.0,45007
45,8,237,237,100.0,45008
45,9,286,286,100.0,45009
45,10,340,340,100.0,45010
45,11,274,274,100.0,45011
45,12,316,316,100.0,45012
45,13,311,311,100.0,45013
45,14,324,324,100.0,45014
45,15,307,307,100.0,45015
45,16,317,317,100.0,45016
45,17,230,230,100.0,45017
45,18,278,278,100.0,45018
45,19,287,287,100.0,45019
45,20,266,266,100.0,45020
45,21,278,278,100.0,45021
45,22,230,230,100.0,45022
45,23,263,263,100.0,45023
45,24,352,352,100.0,45024
45,25,297,297,100.0,45025
45,26,288,288,100.0,45026
45,27,255,255,100.0,45027
45,28,259,259,100.0,45028
45,29,268,268,100.0,45029
45,30,253,253,100.0,45030
45,31,240,240,100.0,45031
45,32,191,191,100.0,45032
45,33,242,242,100.0,45033
45,34,216,216,100.0,45034
45,35,266,266,100.0,45035
45,36,264,264,100.0,45036
45,37,266,266,100.0,45037
45,38,302,302,100.0,45038
45,39,304,304,100.0,45039
45,40,299,299,100.0,45040
45,41,186,186,100.0,45041
45,42,257,257,100.0,45042
45,43,220,220,100.0,45043
45,44,282,282,100.0,45044
45,45,227,227,100.0,45045
45,46,281,281,100.0,45046
45,47,305,305,100.0,45047
45,48,257,257,100.0,45048
45,49,273,273,100.0,45049
45,50,236,236,100.0,45050
45,51,261,261,100.0,45051
45,52,268,268,100.0,45052
45,53,214,214,100.0,45053
46,1,461,461,100.0,46001
46,2,398,398,100.0,46002
46,3,435,435,100.0,46003
46,4,271,271,100.0,46004
46,5,446,446,100.0,46005
46,6,314,314,100.0,46006
46,7,576,576,100.0,46007
46,8,304,304,100.0,46008
46,9,528,528,100.0,46009
46,10,297,297,100.0,46010
46,11,415,415,100.0,46011
46,12,327,327,100.0,46012
46,13,551,551,100.0,46013
46,14,296,296,100.0,46014
46,15,420,420,100.0,46015
46,16,421,421,100.0,46016
46,17,522,522,100.0,46017
46,18,340,340,100.0,46018
46,19,452,452,100.0,46019
46,20,368,368,100.0,46020
46,21,115,115,100.0,46021
46,22,179,179,100.0,46022
46,23,210,210,100.0,46023
46,24,412,412,100.0,46024
46,25,222,222,100.0,46025
46,26,287,287,100.0,46026
46,27,457,457,100.0,46027
46,28,446,446,100.0,46028
46,29,277,277,100.0,46029
46,30,391,391,100.0,46030
46,31,392,392,100.0,46031
46,32,302,302,100.0,46032
46,33,311,311,100.0,46033
46,34,537,537,100.0,46034
46,35,393,393,100.0,46035
46,36,340,340,100.0,46036
46,37,336,336,100.0,46037
46,38,275,275,100.0,46038
46,39,433,433,100.0,46039
46,40,194,194,100.0,46040
46,41,279,279,100.0,46041
46,42,331,331,100.0,46042
46,43,243,243,100.0,46043
47,1,436,436,100.0,47001
47,2,295,295,100.0,47002
47,3,299,299,100.0,47003
47,4,356,356,100.0,47004
47,5,355,355,100.0,47005
47,6,456,456,100.0,47006
47,7,371,371,100.0,47007
47,8,466,466,100.0,47008
47,9,237,237,100.0,47009
47,10,306,306,100.0,47010
47,11,601,601,100.0,47011
47,12,348,348,100.0,47012
47,13,505,505,100.0,47013
47,14,260,260,100.0,47014
47,15,413,413,100.0,47015
47,16,348,348,100.0,47016
47,17,290,290,100.0,47017
47,18,420,420,100.0,47018
47,19,431,431,100.0,47019
47,20,389,389,100.0,47020
47,21,371,371,100.0,47021
47,22,365,365,100.0,47022
47,23,184,184,100.0,47023
47,24,436,436,100.0,47024
47,25,461,461,100.0,47025
47,26,628,628,100.0,47026
47,27,393,393,100.0,47027
47,28,492,492,100.0,47028
47,29,421,421,100.0,47029
47,30,425,425,100.0,47030
47,31,385,385,100.0,47031
47,32,456,456,100.0,47032
47,33,388,388,100.0,47033
47,34,469,469,100.0,47034
47,35,567,567,100.0,47035
47,36,563,563,100.0,47036
47,37,496,496,100.0,47037
47,38,399,399,100.0,47038
47,39,430,430,100.0,47039
47,40,385,385,100.0,47040
47,41,603,603,100.0,47041
47,42,321,321,100.0,47042
47,43,279,279,100.0,47043
47,44,501,501,100.0,47044
47,45,382,382,100.0,47045
47,46,295,295,100.0,47046
47,47,352,352,100.0,47047
47,48,47,47,100.0,47048
47,49,320,320,100.0,47049
47,50,322,322,100.0,47050
47,51,254,254,100.0,47051
48,1,348,348,100.0,48001
48,2,241,241,100.0,48002
48,3,411,411,100.0,48003
48,4,315,315,100.0,48004
48,5,247,247,100.0,48005
48,6,372,372,100.0,48006
48,7,313,313,100.0,48007
48,8,211,211,100.0,48008
48,9,288,288,100.0,48009
48,10,244,244,100.0,48010
48,11,411,411,100.0,48011
48,12,349,349,100.0,48012
48,13,235,235,100.0,48013
48,14,344,344,100.0,48014
48,15,240,240,100.0,48015
48,16,267,267,100.0,48016
48,17,294,294,100.0,48017
48,18,231,231,100.0,48018
48,19,258,258,100.0,48019
48,20,125,125,100.0,48020
48,21,162,162,100.0,48021
48,22,317,317,100.0,48022
48,23,280,280,100.0,48023
48,24,274,274,100.0,48024
48,25,300,300,100.0,48025
48,26,306,306,100.0,48026
48,27,170,170,100.0,48027
48,28,240,240,100.0,48028
48,29,185,185,100.0,48029
48,30,283,283,100.0,48030
48,31,257,257,100.0,48031
48,32,352,352,100.0,48032
48,33,228,228,100.0,48033
48,34,140,140,100.0,48034
48,35,203,203,100.0,48035
48,36,227,227,100.0,48036
48,37,261,261,100.0,48037
48,38,341,341,100.0,48038
48,39,242,242,100.0,48039
48,40,185,185,100.0,48040
48,41,209,209,100.0,48041
48,42,284,284,100.0,48042
48,43,444,444,100.0,48043
48,44,352,352,100.0,48044
48,45,249,249,100.0,48045
48,46,258,258,100.0,48046
48,47,293,293,100.0,48047
48,48,287,287,100.0,48048
48,49,136,136,100.0,48049
48,50,366,366,100.0,48050
48,51,371,371,100.0,48051
48,52,212,212,100.0,48052
48,53,286,286,100.0,48053
48,54,227,227,100.0,48054
48,55,115,115,100.0,48055
48,56,113,113,100.0,48056
49,1,291,291,100.0,49001
49,2,273,273,100.0,49002
49,3,187,187,100.0,49003
49,4,166,166,100.0,49004
49,5,308,308,100.0,49005
49,6,335,335,100.0,49006
49,7,308,308,100.0,49007
49,8,271,271,100.0,49008
49,9,298,298,100.0,49009
49,10,258,258,100.0,49010
49,11,197,197,100.0,49011
49,12,289,289,100.0,49012
49,13,343,343,100.0,49013
49,14,293,293,100.0,49014
49,15,263,263,100.0,49015
49,16,179,179,100.0,49016
49,17,53,53,100.0,49017
49,18,166,166,100.0,49018
49,19,251,251,100.0,49019
49,20,310,310,100.0,49020
49,21,361,361,100.0,49021
49,22,240,240,100.0,49022
49,23,270,270,100.0,49023
49,24,118,118,100.0,49024
49,25,347,347,100.0,49025
49,26,271,271,100.0,49026
49,27,381,381,100.0,49027
49,28,267,267,100.0,49028
49,29,385,385,100.0,49029
49,30,264,264,100.0,49030
49,31,133,133,100.0,49031
49,32,242,242,100.0,49032
49,33,257,257,100.0,49033
49,34,276,276,100.0,49034
49,35,387,387,100.0,49035
49,36,407,407,100.0,49036
49,37,134,134,100.0,49037
49,38,232,232,100.0,49038
49,39,270,270,100.0,49039
49,40,254,254,100.0,49040
49,41,270,270,100.0,49041
49,42,327,327,100.0,49042
49,43,336,336,100.0,49043
49,44,298,298,100.0,49044
50,1,322,322,100.0,50001
50,2,301,301,100.0,50002
50,3,228,228,100.0,50003
50,4,287,287,100.0,50004
50,5,265,265,100.0,50005
50,6,206,206,100.0,50006
50,7,300,300,100.0,50007
50,8,252,252,100.0,50008
50,9,219,219,100.0,50009
50,10,181,181,100.0,50010
50,11,238,238,100.0,50011
50,12,126,126,100.0,50012
50,13,300,300,100.0,50013
50,14,114,114,100.0,50014
50,15,310,310,100.0,50015
50,16,119,119,100.0,50016
50,17,241,241,100.0,50017
50,18,231,231,100.0,50018
50,19,202,202,100.0,50019
50,20,243,243,100.0,50020
50,21,261,261,100.0,50021
50,22,317,317,100.0,50022
50,23,169,169,100.0,50023
50,24,260,260,100.0,50024
50,25,236,236,100.0,50025
50,26,182,182,100.0,50026
50,27,93,93,100.0,50027
50,28,200,200,100.0,50028
50,29,288,288,100.0,50029
50,30,217,217,100.0,50030
50,31,93,93,100.0,50031
50,32,232,232,100.0,50032
50,33,154,154,100.0,50033
50,34,167,167,100.0,50034
50,35,330,330,100.0,50035
50,36,258,258,100.0,50036
50,37,317,317,100.0,50037
50,38,162,162,100.0,50038
50,39,236,236,100.0,50039
50,40,247,247,100.0,50040
50,41,297,297,100.0,50041
50,42,246,246,100.0,50042
50,43,258,258,100.0,50043
50,44,184,184,100.0,50044
50,45,102,102,100.0,50045
